LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
Alkaleri,Alkaleri,2027,Alkaleri,0.8,0.8,0.8,0.8,0.570092852,0.748797917,0.753454775,3,july,2741,Bauchi,PBO
Alkaleri,Alkaleri,2030,Alkaleri,0.8,0.8,0.8,0.8,0.570092852,0.748797917,0.753454775,4,july,3836,Bauchi,PBO
Amuwo-Odofin,Isoko South,2020,Amuwo-Odofin,0.8,0.8,0.8,0.8,0.414522642,0.741483364,0.65,1,june,162,Lagos,Urban areas
Amuwo-Odofin,Isoko South,2023,Amuwo-Odofin,0.8,0.8,0.8,0.8,0.414522642,0.741483364,0.65,2,june,1257,Lagos,Urban areas
Amuwo-Odofin,Isoko South,2026,Amuwo-Odofin,0.8,0.8,0.8,0.8,0.414522642,0.741483364,0.65,3,june,2352,Lagos,Urban areas
Amuwo-Odofin,Isoko South,2029,Amuwo-Odofin,0.8,0.8,0.8,0.8,0.414522642,0.741483364,0.65,4,june,3447,Lagos,Urban areas
Anambra East,Uzo-Uwani,2020,Anambra East,0.8,0.8,0.8,0.8,0.375672105,0.737607983,0.65,1,june,162,Anambra,PBO
Anambra East,Uzo-Uwani,2023,Anambra East,0.8,0.8,0.8,0.8,0.375672105,0.737607983,0.65,2,june,1257,Anambra,PBO
Anambra East,Uzo-Uwani,2026,Anambra East,0.8,0.8,0.8,0.8,0.375672105,0.737607983,0.65,3,june,2352,Anambra,PBO
Anambra East,Uzo-Uwani,2029,Anambra East,0.8,0.8,0.8,0.8,0.375672105,0.737607983,0.65,4,june,3447,Anambra,PBO
Anambra West,Uzo-Uwani,2020,Anambra West,0.8,0.8,0.8,0.8,0.39176502,0.739382126,0.65,1,june,162,Anambra,PBO
Anambra West,Uzo-Uwani,2023,Anambra West,0.8,0.8,0.8,0.8,0.39176502,0.739382126,0.65,2,june,1257,Anambra,PBO
Anambra West,Uzo-Uwani,2026,Anambra West,0.8,0.8,0.8,0.8,0.39176502,0.739382126,0.65,3,june,2352,Anambra,PBO
Anambra West,Uzo-Uwani,2029,Anambra West,0.8,0.8,0.8,0.8,0.39176502,0.739382126,0.65,4,june,3447,Anambra,PBO
Anaocha,Oru West,2020,Anaocha,0.8,0.8,0.8,0.8,0.420247823,0.741948071,0.65,1,june,162,Anambra,PBO
Anaocha,Oru West,2023,Anaocha,0.8,0.8,0.8,0.8,0.420247823,0.741948071,0.65,2,june,1257,Anambra,PBO
Anaocha,Oru West,2026,Anaocha,0.8,0.8,0.8,0.8,0.420247823,0.741948071,0.65,3,june,2352,Anambra,PBO
Anaocha,Oru West,2029,Anaocha,0.8,0.8,0.8,0.8,0.420247823,0.741948071,0.65,4,june,3447,Anambra,PBO
Andoni,Nsit Ubium,2020,Andoni,0.8,0.8,0.8,0.8,0.187807527,0.66524829,0.65,1,june,162,Rivers,PBO
Andoni,Nsit Ubium,2023,Andoni,0.8,0.8,0.8,0.8,0.187807527,0.66524829,0.65,2,june,1257,Rivers,PBO
Andoni,Nsit Ubium,2026,Andoni,0.8,0.8,0.8,0.8,0.187807527,0.66524829,0.65,3,june,2352,Rivers,PBO
Andoni,Nsit Ubium,2029,Andoni,0.8,0.8,0.8,0.8,0.187807527,0.66524829,0.65,4,june,3447,Rivers,PBO
Aninri,Oru West,2020,Aninri,0.8,0.8,0.8,0.8,0.430439768,0.742719962,0.65,1,june,162,Enugu,PBO
Aninri,Oru West,2023,Aninri,0.8,0.8,0.8,0.8,0.430439768,0.742719962,0.65,2,june,1257,Enugu,PBO
Aninri,Oru West,2026,Aninri,0.8,0.8,0.8,0.8,0.430439768,0.742719962,0.65,3,june,2352,Enugu,PBO
Aninri,Oru West,2029,Aninri,0.8,0.8,0.8,0.8,0.430439768,0.742719962,0.65,4,june,3447,Enugu,PBO
Aniocha North,Uzo-Uwani,2022,Aniocha North,0.8,0.8,0.8,0.8,0.369401293,0.736840485,0.65,1,june,892,Delta,PBO
Aniocha North,Uzo-Uwani,2025,Aniocha North,0.8,0.8,0.8,0.8,0.369401293,0.736840485,0.65,2,june,1987,Delta,PBO
Aniocha North,Uzo-Uwani,2028,Aniocha North,0.8,0.8,0.8,0.8,0.369401293,0.736840485,0.65,3,june,3082,Delta,PBO
Aniocha South,Uzo-Uwani,2022,Aniocha South,0.8,0.8,0.8,0.8,0.311595529,0.726989078,0.65,1,june,892,Delta,PBO
Aniocha South,Uzo-Uwani,2025,Aniocha South,0.8,0.8,0.8,0.8,0.311595529,0.726989078,0.65,2,june,1987,Delta,PBO
Aniocha South,Uzo-Uwani,2028,Aniocha South,0.8,0.8,0.8,0.8,0.311595529,0.726989078,0.65,3,june,3082,Delta,PBO
Anka,Darazo,2020,Anka,0.8,0.8,0.8,0.8,0.695814162,0.750911845,0.87038882,1,july,186,Zamfara,PBO
Anka,Darazo,2023,Anka,0.8,0.8,0.8,0.8,0.695814162,0.750911845,0.87038882,2,july,1281,Zamfara,PBO
Anka,Darazo,2026,Anka,0.8,0.8,0.8,0.8,0.695814162,0.750911845,0.87038882,3,july,2376,Zamfara,PBO
Anka,Darazo,2029,Anka,0.8,0.8,0.8,0.8,0.695814162,0.750911845,0.87038882,4,july,3471,Zamfara,PBO
Ankpa,Owan East,2020,Ankpa,0.8,0.8,0.8,0.8,0.382494781,0.738392834,0.65,1,march,70,Kogi,PBO
Ankpa,Owan East,2023,Ankpa,0.8,0.8,0.8,0.8,0.382494781,0.738392834,0.65,2,march,1165,Kogi,PBO
Ankpa,Owan East,2026,Ankpa,0.8,0.8,0.8,0.8,0.382494781,0.738392834,0.65,3,march,2260,Kogi,PBO
Ankpa,Owan East,2029,Ankpa,0.8,0.8,0.8,0.8,0.382494781,0.738392834,0.65,4,march,3355,Kogi,PBO
Apa,Keana,2020,Apa,0.842105263,0.8,0.8,0.8,0.437711079,0.743230654,0.65,1,august,223,Benue,PBO
Apa,Keana,2023,Apa,0.842105263,0.8,0.8,0.8,0.437711079,0.743230654,0.65,2,august,1318,Benue,PBO
Apa,Keana,2026,Apa,0.842105263,0.8,0.8,0.8,0.437711079,0.743230654,0.65,3,august,2413,Benue,PBO
Apa,Keana,2029,Apa,0.842105263,0.8,0.8,0.8,0.437711079,0.743230654,0.65,4,august,3508,Benue,PBO
Apapa,Isoko South,2020,Apapa,0.8,0.8,0.8,0.8,0.464571223,0.74486815,0.594651165,1,june,162,Lagos,Urban areas
Apapa,Isoko South,2023,Apapa,0.8,0.8,0.8,0.8,0.464571223,0.74486815,0.594651165,2,june,1257,Lagos,Urban areas
Apapa,Isoko South,2026,Apapa,0.8,0.8,0.8,0.8,0.464571223,0.74486815,0.594651165,3,june,2352,Lagos,Urban areas
Apapa,Isoko South,2029,Apapa,0.8,0.8,0.8,0.8,0.464571223,0.74486815,0.594651165,4,june,3447,Lagos,Urban areas
Ardo-Kola,Keana,2022,Ardo-Kola,0.8,0.8,0.8,0.8,0.406347907,0.740777629,0.65,1,august,953,Taraba,PBO
Ardo-Kola,Keana,2025,Ardo-Kola,0.8,0.8,0.8,0.8,0.406347907,0.740777629,0.65,2,august,2048,Taraba,PBO
Ardo-Kola,Keana,2028,Ardo-Kola,0.8,0.8,0.8,0.8,0.406347907,0.740777629,0.65,3,august,3143,Taraba,PBO
Arewa-Dandi,Birnin Kebbi,2021,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,0.736871845,0.751317764,0.894625336,1,august,588,Kebbi,PBO
Arewa-Dandi,Birnin Kebbi,2024,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,0.736871845,0.751317764,0.894625336,2,august,1683,Kebbi,PBO
Arewa-Dandi,Birnin Kebbi,2027,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,0.736871845,0.751317764,0.894625336,3,august,2778,Kebbi,PBO
Arewa-Dandi,Birnin Kebbi,2030,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,0.736871845,0.751317764,0.894625336,4,august,3873,Kebbi,PBO
Argungu,Birnin Kebbi,2021,Argungu,0.880353787,0.8,0.8,0.878877198,0.749755556,0.751426969,0.901212994,1,august,588,Kebbi,PBO
Argungu,Birnin Kebbi,2024,Argungu,0.880353787,0.8,0.8,0.878877198,0.749755556,0.751426969,0.901212994,2,august,1683,Kebbi,PBO
Argungu,Birnin Kebbi,2027,Argungu,0.880353787,0.8,0.8,0.878877198,0.749755556,0.751426969,0.901212994,3,august,2778,Kebbi,PBO
Argungu,Birnin Kebbi,2030,Argungu,0.880353787,0.8,0.8,0.878877198,0.749755556,0.751426969,0.901212994,4,august,3873,Kebbi,PBO
Arochukwu,Ngor-Okpala,2020,Arochukwu,0.8,0.8,0.8,0.8,0.431823298,0.742819598,0.65,1,june,162,Abia,PBO
Arochukwu,Ngor-Okpala,2023,Arochukwu,0.8,0.8,0.8,0.8,0.431823298,0.742819598,0.65,2,june,1257,Abia,PBO
Arochukwu,Ngor-Okpala,2026,Arochukwu,0.8,0.8,0.8,0.8,0.431823298,0.742819598,0.65,3,june,2352,Abia,PBO
Arochukwu,Ngor-Okpala,2029,Arochukwu,0.8,0.8,0.8,0.8,0.431823298,0.742819598,0.65,4,june,3447,Abia,PBO
Asa,Oke-Ero,2020,Asa,0.8,0.8,0.8,0.8,0.293917451,0.722584104,0.65,1,july,186,Kwara,PBO
Asa,Oke-Ero,2023,Asa,0.8,0.8,0.8,0.8,0.293917451,0.722584104,0.65,2,july,1281,Kwara,PBO
Asa,Oke-Ero,2026,Asa,0.8,0.8,0.8,0.8,0.293917451,0.722584104,0.65,3,july,2376,Kwara,PBO
Asa,Oke-Ero,2029,Asa,0.8,0.8,0.8,0.8,0.293917451,0.722584104,0.65,4,july,3471,Kwara,PBO
Asari-Toru,Ahoada West,2020,Asari-Toru,0.8,0.8,0.8,0.8,0.231108823,0.697447259,0.65,1,may,131,Rivers,PBO
Asari-Toru,Ahoada West,2023,Asari-Toru,0.8,0.8,0.8,0.8,0.231108823,0.697447259,0.65,2,may,1226,Rivers,PBO
Asari-Toru,Ahoada West,2026,Asari-Toru,0.8,0.8,0.8,0.8,0.231108823,0.697447259,0.65,3,may,2321,Rivers,PBO
Asari-Toru,Ahoada West,2029,Asari-Toru,0.8,0.8,0.8,0.8,0.231108823,0.697447259,0.65,4,may,3416,Rivers,PBO
Askira-Uba,Darazo,2020,Askira/Uba,0.8,0.8,0.8,0.8,0.666450057,0.750555793,0.849537809,1,july,186,Borno,PBO
Askira-Uba,Darazo,2023,Askira/Uba,0.8,0.8,0.8,0.8,0.666450057,0.750555793,0.849537809,2,july,1281,Borno,PBO
Askira-Uba,Darazo,2026,Askira/Uba,0.8,0.8,0.8,0.8,0.666450057,0.750555793,0.849537809,3,july,2376,Borno,PBO
Askira-Uba,Darazo,2029,Askira/Uba,0.8,0.8,0.8,0.8,0.666450057,0.750555793,0.849537809,4,july,3471,Borno,PBO
Atakumosa East,Oke-Ero,2020,Atakumosa East,0.8,0.8,0.8,0.8,0.438640296,0.743293664,0.65,1,july,186,Osun,PBO
Atakumosa East,Oke-Ero,2023,Atakumosa East,0.8,0.8,0.8,0.8,0.438640296,0.743293664,0.65,2,july,1281,Osun,PBO
Atakumosa East,Oke-Ero,2026,Atakumosa East,0.8,0.8,0.8,0.8,0.438640296,0.743293664,0.65,3,july,2376,Osun,PBO
Atakumosa East,Oke-Ero,2029,Atakumosa East,0.8,0.8,0.8,0.8,0.438640296,0.743293664,0.65,4,july,3471,Osun,PBO
Atakumosa West,Akinyele,2020,Atakumosa West,0.8,0.8,0.8,0.8,0.441512439,0.743485314,0.65,1,may,131,Osun,PBO
Atakumosa West,Akinyele,2023,Atakumosa West,0.8,0.8,0.8,0.8,0.441512439,0.743485314,0.65,2,may,1226,Osun,PBO
Atakumosa West,Akinyele,2026,Atakumosa West,0.8,0.8,0.8,0.8,0.441512439,0.743485314,0.65,3,may,2321,Osun,PBO
Atakumosa West,Akinyele,2029,Atakumosa West,0.8,0.8,0.8,0.8,0.441512439,0.743485314,0.65,4,may,3416,Osun,PBO
Atiba,Akinyele,2020,Atiba,0.8,0.8,0.8,0.8,0.383570526,0.738512057,0.65,1,may,131,Oyo,PBO
Atiba,Akinyele,2023,Atiba,0.8,0.8,0.8,0.8,0.383570526,0.738512057,0.65,2,may,1226,Oyo,PBO
Atiba,Akinyele,2026,Atiba,0.8,0.8,0.8,0.8,0.383570526,0.738512057,0.65,3,may,2321,Oyo,PBO
Atiba,Akinyele,2029,Atiba,0.8,0.8,0.8,0.8,0.383570526,0.738512057,0.65,4,may,3416,Oyo,PBO
Atigbo,Oke-Ero,2020,Atigbo,0.8,0.8,0.8,0.8,0.430762739,0.742743327,0.65,1,july,186,Oyo,PBO
Atigbo,Oke-Ero,2023,Atigbo,0.8,0.8,0.8,0.8,0.430762739,0.742743327,0.65,2,july,1281,Oyo,PBO
Atigbo,Oke-Ero,2026,Atigbo,0.8,0.8,0.8,0.8,0.430762739,0.742743327,0.65,3,july,2376,Oyo,PBO
Atigbo,Oke-Ero,2029,Atigbo,0.8,0.8,0.8,0.8,0.430762739,0.742743327,0.65,4,july,3471,Oyo,PBO
Augie,Birnin Kebbi,2021,Augie,0.977777778,0.8,0.85,0.909090909,0.747566745,0.751408959,0.900124986,1,august,588,Kebbi,PBO
Augie,Birnin Kebbi,2024,Augie,0.977777778,0.8,0.85,0.909090909,0.747566745,0.751408959,0.900124986,2,august,1683,Kebbi,PBO
Augie,Birnin Kebbi,2027,Augie,0.977777778,0.8,0.85,0.909090909,0.747566745,0.751408959,0.900124986,3,august,2778,Kebbi,PBO
Augie,Birnin Kebbi,2030,Augie,0.977777778,0.8,0.85,0.909090909,0.747566745,0.751408959,0.900124986,4,august,3873,Kebbi,PBO
Auyo,Taura,2021,Auyo,0.8,0.8,0.8,0.8,0.676553245,0.750685407,0.857079262,1,july,551,Jigawa,PBO
Auyo,Taura,2024,Auyo,0.8,0.8,0.8,0.8,0.676553245,0.750685407,0.857079262,2,july,1646,Jigawa,PBO
Auyo,Taura,2027,Auyo,0.8,0.8,0.8,0.8,0.676553245,0.750685407,0.857079262,3,july,2741,Jigawa,PBO
Auyo,Taura,2030,Auyo,0.8,0.8,0.8,0.8,0.676553245,0.750685407,0.857079262,4,july,3836,Jigawa,PBO
Awe,Keana,2021,Awe,0.8,0.8,0.8,0.8,0.564364244,0.7486536,0.746088911,1,august,588,Nasarawa,PBO
Awe,Keana,2024,Awe,0.8,0.8,0.8,0.8,0.564364244,0.7486536,0.746088911,2,august,1683,Nasarawa,PBO
Awe,Keana,2027,Awe,0.8,0.8,0.8,0.8,0.564364244,0.7486536,0.746088911,3,august,2778,Nasarawa,PBO
Awe,Keana,2030,Awe,0.8,0.8,0.8,0.8,0.564364244,0.7486536,0.746088911,4,august,3873,Nasarawa,PBO
Awgu,Oru West,2020,Awgu,0.8,0.8,0.8,0.8,0.428474781,0.742576398,0.65,1,june,162,Enugu,PBO
Awgu,Oru West,2023,Awgu,0.8,0.8,0.8,0.8,0.428474781,0.742576398,0.65,2,june,1257,Enugu,PBO
Awgu,Oru West,2026,Awgu,0.8,0.8,0.8,0.8,0.428474781,0.742576398,0.65,3,june,2352,Enugu,PBO
Awgu,Oru West,2029,Awgu,0.8,0.8,0.8,0.8,0.428474781,0.742576398,0.65,4,june,3447,Enugu,PBO
Awka North,Uzo-Uwani,2020,Awka North,0.8,0.8,0.8,0.8,0.388205397,0.739012279,0.65,1,june,162,Anambra,PBO
Awka North,Uzo-Uwani,2023,Awka North,0.8,0.8,0.8,0.8,0.388205397,0.739012279,0.65,2,june,1257,Anambra,PBO
Awka North,Uzo-Uwani,2026,Awka North,0.8,0.8,0.8,0.8,0.388205397,0.739012279,0.65,3,june,2352,Anambra,PBO
Awka North,Uzo-Uwani,2029,Awka North,0.8,0.8,0.8,0.8,0.388205397,0.739012279,0.65,4,june,3447,Anambra,PBO
Awka South,Uzo-Uwani,2020,Awka South,0.8,0.8,0.8,0.8,0.431794981,0.74281757,0.65,1,june,162,Anambra,PBO
Awka South,Uzo-Uwani,2023,Awka South,0.8,0.8,0.8,0.8,0.431794981,0.74281757,0.65,2,june,1257,Anambra,PBO
Awka South,Uzo-Uwani,2026,Awka South,0.8,0.8,0.8,0.8,0.431794981,0.74281757,0.65,3,june,2352,Anambra,PBO
Awka South,Uzo-Uwani,2029,Awka South,0.8,0.8,0.8,0.8,0.431794981,0.74281757,0.65,4,june,3447,Anambra,PBO
Ayamelum,Uzo-Uwani,2020,Ayamelum,0.8,0.8,0.8,0.8,0.436497382,0.743147601,0.65,1,june,162,Anambra,PBO
Ayamelum,Uzo-Uwani,2023,Ayamelum,0.8,0.8,0.8,0.8,0.436497382,0.743147601,0.65,2,june,1257,Anambra,PBO
Ayamelum,Uzo-Uwani,2026,Ayamelum,0.8,0.8,0.8,0.8,0.436497382,0.743147601,0.65,3,june,2352,Anambra,PBO
Ayamelum,Uzo-Uwani,2029,Ayamelum,0.8,0.8,0.8,0.8,0.436497382,0.743147601,0.65,4,june,3447,Anambra,PBO
Babura,Babura,2021,Babura,0.874582296,0.842755015,0.8,0.861709269,0.754462934,0.751464979,0.903511062,1,may,496,Jigawa,PBO
Babura,Babura,2024,Babura,0.874582296,0.842755015,0.8,0.861709269,0.754462934,0.751464979,0.903511062,2,may,1591,Jigawa,PBO
Babura,Babura,2027,Babura,0.874582296,0.842755015,0.8,0.861709269,0.754462934,0.751464979,0.903511062,3,may,2686,Jigawa,PBO
Babura,Babura,2030,Babura,0.874582296,0.842755015,0.8,0.861709269,0.754462934,0.751464979,0.903511062,4,may,3781,Jigawa,PBO
Badagry,Uzo-Uwani,2020,Badagry,0.8,0.8,0.8,0.8,0.426397668,0.742421971,0.65,1,june,162,Lagos,PBO
Badagry,Uzo-Uwani,2023,Badagry,0.8,0.8,0.8,0.8,0.426397668,0.742421971,0.65,2,june,1257,Lagos,PBO
Badagry,Uzo-Uwani,2026,Badagry,0.8,0.8,0.8,0.8,0.426397668,0.742421971,0.65,3,june,2352,Lagos,PBO
Badagry,Uzo-Uwani,2029,Badagry,0.8,0.8,0.8,0.8,0.426397668,0.742421971,0.65,4,june,3447,Lagos,PBO
Bade,Taura,2022,Bade,0.8,0.8,0.8,0.8,0.715785679,0.751121178,0.882832956,1,july,916,Yobe,PBO
Bade,Taura,2025,Bade,0.8,0.8,0.8,0.8,0.715785679,0.751121178,0.882832956,2,july,2011,Yobe,PBO
Bade,Taura,2028,Bade,0.8,0.8,0.8,0.8,0.715785679,0.751121178,0.882832956,3,july,3106,Yobe,PBO
Bagudo,Birnin Kebbi,2021,Bagudo,0.896493581,0.8,0.8,0.832315501,0.544171429,0.748095956,0.718345185,1,august,588,Kebbi,PBO
Bagudo,Birnin Kebbi,2024,Bagudo,0.896493581,0.8,0.8,0.832315501,0.544171429,0.748095956,0.718345185,2,august,1683,Kebbi,PBO
Bagudo,Birnin Kebbi,2027,Bagudo,0.896493581,0.8,0.8,0.832315501,0.544171429,0.748095956,0.718345185,3,august,2778,Kebbi,PBO
Bagudo,Birnin Kebbi,2030,Bagudo,0.896493581,0.8,0.8,0.832315501,0.544171429,0.748095956,0.718345185,4,august,3873,Kebbi,PBO
Bagwai,Babura,2022,Bagwai,0.907407407,0.8,0.8,0.838235294,0.804608217,0.7518156,0.924786722,1,may,861,Kano,PBO
Bagwai,Babura,2025,Bagwai,0.907407407,0.8,0.8,0.838235294,0.804608217,0.7518156,0.924786722,2,may,1956,Kano,PBO
Bagwai,Babura,2028,Bagwai,0.907407407,0.8,0.8,0.838235294,0.804608217,0.7518156,0.924786722,3,may,3051,Kano,PBO
Bakassi,Obubra,2021,Bakassi,0.8,0.8,0.8,0.8,0.269329192,0.714834808,0.65,1,june,527,Cross River,PBO
Bakassi,Obubra,2024,Bakassi,0.8,0.8,0.8,0.8,0.269329192,0.714834808,0.65,2,june,1622,Cross River,PBO
Bakassi,Obubra,2027,Bakassi,0.8,0.8,0.8,0.8,0.269329192,0.714834808,0.65,3,june,2717,Cross River,PBO
Bakassi,Obubra,2030,Bakassi,0.8,0.8,0.8,0.8,0.269329192,0.714834808,0.65,4,june,3812,Cross River,PBO
Bakori,Gwarzo,2021,Bakori,0.8,0.8,0.8,0.8,0.670473637,0.750608361,0.852589426,1,august,588,Katsina,PBO
Bakori,Gwarzo,2024,Bakori,0.8,0.8,0.8,0.8,0.670473637,0.750608361,0.852589426,2,august,1683,Katsina,PBO
Bakori,Gwarzo,2027,Bakori,0.8,0.8,0.8,0.8,0.670473637,0.750608361,0.852589426,3,august,2778,Katsina,PBO
Bakori,Gwarzo,2030,Bakori,0.8,0.8,0.8,0.8,0.670473637,0.750608361,0.852589426,4,august,3873,Katsina,PBO
Bakura,Darazo,2020,Bakura,0.8,0.8,0.8,0.8,0.73158069,0.751270604,0.891788071,1,july,186,Zamfara,PBO
Bakura,Darazo,2023,Bakura,0.8,0.8,0.8,0.8,0.73158069,0.751270604,0.891788071,2,july,1281,Zamfara,PBO
Bakura,Darazo,2026,Bakura,0.8,0.8,0.8,0.8,0.73158069,0.751270604,0.891788071,3,july,2376,Zamfara,PBO
Bakura,Darazo,2029,Bakura,0.8,0.8,0.8,0.8,0.73158069,0.751270604,0.891788071,4,july,3471,Zamfara,PBO
Balanga,Alkaleri,2021,Balanga,0.8,0.8,0.8,0.803248637,0.625491041,0.749939303,0.81450054,1,july,551,Gombe,PBO
Balanga,Alkaleri,2024,Balanga,0.8,0.8,0.8,0.803248637,0.625491041,0.749939303,0.81450054,2,july,1646,Gombe,PBO
Balanga,Alkaleri,2027,Balanga,0.8,0.8,0.8,0.803248637,0.625491041,0.749939303,0.81450054,3,july,2741,Gombe,PBO
Balanga,Alkaleri,2030,Balanga,0.8,0.8,0.8,0.803248637,0.625491041,0.749939303,0.81450054,4,july,3836,Gombe,PBO
Bali,Keana,2022,Bali,0.8,0.8,0.8,0.8,0.504206097,0.746719166,0.654442698,1,august,953,Taraba,PBO
Bali,Keana,2025,Bali,0.8,0.8,0.8,0.8,0.504206097,0.746719166,0.654442698,2,august,2048,Taraba,PBO
Bali,Keana,2028,Bali,0.8,0.8,0.8,0.8,0.504206097,0.746719166,0.654442698,3,august,3143,Taraba,PBO
Bama,Darazo,2020,Bama,0.8,0.8,0.8,0.8,0.707957691,0.751041993,0.878110931,1,july,186,Borno,PBO
Bama,Darazo,2023,Bama,0.8,0.8,0.8,0.8,0.707957691,0.751041993,0.878110931,2,july,1281,Borno,PBO
Bama,Darazo,2026,Bama,0.8,0.8,0.8,0.8,0.707957691,0.751041993,0.878110931,3,july,2376,Borno,PBO
Bama,Darazo,2029,Bama,0.8,0.8,0.8,0.8,0.707957691,0.751041993,0.878110931,4,july,3471,Borno,PBO
Barikin Ladi,Soba,2020,Barikin Ladi,0.8,0.8,0.8,0.8,0.436851373,0.743171913,0.65,1,july,186,Plateau,PBO
Barikin Ladi,Soba,2023,Barikin Ladi,0.8,0.8,0.8,0.8,0.436851373,0.743171913,0.65,2,july,1281,Plateau,PBO
Barikin Ladi,Soba,2026,Barikin Ladi,0.8,0.8,0.8,0.8,0.436851373,0.743171913,0.65,3,july,2376,Plateau,PBO
Barikin Ladi,Soba,2029,Barikin Ladi,0.8,0.8,0.8,0.8,0.436851373,0.743171913,0.65,4,july,3471,Plateau,PBO
Baruten,Oke-Ero,2020,Baruten,0.8,0.8,0.8,0.8,0.347941602,0.733831934,0.65,1,july,186,Kwara,PBO
Baruten,Oke-Ero,2023,Baruten,0.8,0.8,0.8,0.8,0.347941602,0.733831934,0.65,2,july,1281,Kwara,PBO
Baruten,Oke-Ero,2026,Baruten,0.8,0.8,0.8,0.8,0.347941602,0.733831934,0.65,3,july,2376,Kwara,PBO
Baruten,Oke-Ero,2029,Baruten,0.8,0.8,0.8,0.8,0.347941602,0.733831934,0.65,4,july,3471,Kwara,PBO
Bassa1,Keana,2020,Bassa1,0.9,0.8,0.8,0.846153846,0.406315085,0.74077469,0.65,1,august,223,Kogi,PBO
Bassa1,Keana,2023,Bassa1,0.9,0.8,0.8,0.846153846,0.406315085,0.74077469,0.65,2,august,1318,Kogi,PBO
Bassa1,Keana,2026,Bassa1,0.9,0.8,0.8,0.846153846,0.406315085,0.74077469,0.65,3,august,2413,Kogi,PBO
Bassa1,Keana,2029,Bassa1,0.9,0.8,0.8,0.846153846,0.406315085,0.74077469,0.65,4,august,3508,Kogi,PBO
Bassa2,Soba,2020,Bassa2,0.8,0.8,0.8,0.8,0.472509448,0.745286854,0.65,1,july,186,Plateau,PBO
Bassa2,Soba,2023,Bassa2,0.8,0.8,0.8,0.8,0.472509448,0.745286854,0.65,2,july,1281,Plateau,PBO
Bassa2,Soba,2026,Bassa2,0.8,0.8,0.8,0.8,0.472509448,0.745286854,0.65,3,july,2376,Plateau,PBO
Bassa2,Soba,2029,Bassa2,0.8,0.8,0.8,0.8,0.472509448,0.745286854,0.65,4,july,3471,Plateau,PBO
Batagarawa,Rimi,2021,Batagarawa,0.8,0.8,0.8,0.8,0.663607785,0.750517877,0.847342775,1,march,435,Katsina,PBO
Batagarawa,Rimi,2024,Batagarawa,0.8,0.8,0.8,0.8,0.663607785,0.750517877,0.847342775,2,march,1530,Katsina,PBO
Batagarawa,Rimi,2027,Batagarawa,0.8,0.8,0.8,0.8,0.663607785,0.750517877,0.847342775,3,march,2625,Katsina,PBO
Batagarawa,Rimi,2030,Batagarawa,0.8,0.8,0.8,0.8,0.663607785,0.750517877,0.847342775,4,march,3720,Katsina,PBO
Batsari,Rimi,2021,Batsari,0.847826087,0.8,0.8,0.8,0.697059776,0.750925622,0.871203872,1,march,435,Katsina,PBO
Batsari,Rimi,2024,Batsari,0.847826087,0.8,0.8,0.8,0.697059776,0.750925622,0.871203872,2,march,1530,Katsina,PBO
Batsari,Rimi,2027,Batsari,0.847826087,0.8,0.8,0.8,0.697059776,0.750925622,0.871203872,3,march,2625,Katsina,PBO
Batsari,Rimi,2030,Batsari,0.847826087,0.8,0.8,0.8,0.697059776,0.750925622,0.871203872,4,march,3720,Katsina,PBO
Bauchi,Alkaleri,2021,Bauchi,0.8,0.8,0.8,0.8,0.627087591,0.749966427,0.816012104,1,july,551,Bauchi,PBO
Bauchi,Alkaleri,2024,Bauchi,0.8,0.8,0.8,0.8,0.627087591,0.749966427,0.816012104,2,july,1646,Bauchi,PBO
Bauchi,Alkaleri,2027,Bauchi,0.8,0.8,0.8,0.8,0.627087591,0.749966427,0.816012104,3,july,2741,Bauchi,PBO
Bauchi,Alkaleri,2030,Bauchi,0.8,0.8,0.8,0.8,0.627087591,0.749966427,0.816012104,4,july,3836,Bauchi,PBO
Baure,Babura,2021,Baure,0.8,0.8,0.8,0.8,0.697826557,0.750934053,0.871702948,1,may,496,Katsina,PBO
Baure,Babura,2024,Baure,0.8,0.8,0.8,0.8,0.697826557,0.750934053,0.871702948,2,may,1591,Katsina,PBO
Baure,Babura,2027,Baure,0.8,0.8,0.8,0.8,0.697826557,0.750934053,0.871702948,3,may,2686,Katsina,PBO
Baure,Babura,2030,Baure,0.8,0.8,0.8,0.8,0.697826557,0.750934053,0.871702948,4,may,3781,Katsina,PBO
Bayo,Alkaleri,2020,Bayo,0.8,0.8,0.8,0.8,0.570036309,0.74879652,0.75338312,1,july,186,Borno,PBO
Bayo,Alkaleri,2023,Bayo,0.8,0.8,0.8,0.8,0.570036309,0.74879652,0.75338312,2,july,1281,Borno,PBO
Bayo,Alkaleri,2026,Bayo,0.8,0.8,0.8,0.8,0.570036309,0.74879652,0.75338312,3,july,2376,Borno,PBO
Bayo,Alkaleri,2029,Bayo,0.8,0.8,0.8,0.8,0.570036309,0.74879652,0.75338312,4,july,3471,Borno,PBO
