LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use_m,U5201.repDS,U5_ITN_use_l,U5_ITN_use,six_nine_ITN_use_m,six_nine_ITN_use_l,six_nine_ITN_use,six_n.year,ten_eighteen_ITN_use_m,ten_eighteen_ITN_use_l,ten_eighteen_ITN_use,ten_e.year,over_eighteen_ITN_use_m,over_eighteen_ITN_use_l,over_eighteen_ITN_use,over_.year
Ogbia,Ogbia,Ahoada West,0,1095,2010,0.381331283,0.44449378,0.53,0.027027027,Ahoada West,0,0.187686176,0.282724371,0.09837586,0.467072881,2010,0.103882524,0.049526012,0.158239037,2010,0.032786885,0,0.142873669,2010
Sagbama,Sagbama,Ahoada West,0,1095,2010,0.219154854,0.312771086,0.53,0.297457865,Ahoada West,0.136798716,0.458117013,0.282724371,0.09837586,0.467072881,2010,0.103882524,0.049526012,0.158239037,2010,0.235336962,0.125250178,0.345423745,2010
Yenegoa,Yenegoa,Isoko South,0,1095,2010,0.260617689,0.34556186,0.53,0.077220805,Isoko South,0.013904108,0.140537501,0.131668931,0.065190073,0.19814779,2010,0.017571799,0,0.055379825,2010,0.079830447,0.043679282,0.115981612,2010
Ado,Ado,Akinyele,0,1095,2010,0.357778894,0.425122422,0.53,0.117647059,Akinyele,0.099026175,0.136267943,0.043478261,0.030500701,0.05645582,2010,0.003972784,0,0.011728893,2010,0.061538462,0.053379178,0.069697745,2010
Agatu,Agatu,Keana,0,1095,2010,0.440507142,0.492360644,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Apa,Apa,Keana,0,1095,2010,0.437711079,0.490137805,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Buruku,Buruku,Keana,0,1095,2010,0.37690999,0.440865552,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Gboko,Gboko,Keana,0,1095,2010,0.325574075,0.398561371,0.53,0.057142857,Keana,0.007808872,0.106476842,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.018867925,0,0.057731059,2010
Guma,Guma,Keana,0,1095,2010,0.365014826,0.431083741,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Gwer East,Gwer East,Oke-Ero,0,1095,2010,0.369333536,0.43463817,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.086419753,0,0.215529396,2010
Gwer West,Gwer West,Keana,0,1095,2010,0.423749809,0.478971197,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Katsina-Ala,Katsina-Ala,Keana,0,1095,2010,0.338062239,0.408859386,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Konshisha,Konshisha,Oke-Ero,0,1095,2010,0.393916167,0.45479219,0.53,0.125,Oke-Ero,0,0.267080602,0.090909091,0.013943322,0.16787486,2010,0.087266194,0.037750681,0.136781708,2010,0.042553191,0,0.171662835,2010
Logo,Logo,Keana,0,1095,2010,0.41751013,0.473946946,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Makurdi,Makurdi,Keana,0,1095,2010,0.369068798,0.434420372,0.53,0.125,Keana,0.075666015,0.174333985,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.055555556,0.016692421,0.09441869,2010
Obi1,Obi1,Keana,0,1095,2010,0.390472194,0.451978665,0.53,0.04,Keana,0,0.089333985,0.090909091,0.062464288,0.119353894,2010,0.033072808,0.007256859,0.058888757,2010,0.013513514,0,0.052376648,2010
Ogbadibo,Ogbadibo,Owan East,0,1095,2010,0.336392711,0.407482111,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ohimini,Ohimini,Akinyele,0,1095,2010,0.349595567,0.418374369,0.53,0.030541734,Akinyele,0.01192085,0.049162618,0.009079867,0,0.022057426,2010,0.003972784,0,0.011728893,2010,0.019339683,0.011180399,0.027498966,2010
Oju,Oju,Oke-Ero,0,1095,2010,0.409720848,0.467648858,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Okpokwu,Okpokwu,Akinyele,0,1095,2010,0.347201019,0.416399046,0.53,0.030541734,Akinyele,0.01192085,0.049162618,0.009079867,0,0.022057426,2010,0.003972784,0,0.011728893,2010,0.02173913,0.013579847,0.029898414,2010
Oturkpo,Oturkpo,Owan East,0,1095,2010,0.406479871,0.465020433,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Tarka,Tarka,Keana,0,1095,2010,0.339520975,0.410062837,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Ushongo,Ushongo,Oke-Ero,0,1095,2010,0.333533837,0.405123965,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Vandeikya,Vandeikya,Oke-Ero,0,1095,2010,0.384252901,0.446888644,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Askira-Uba,Askira/Uba,Darazo,0,1095,2010,0.666450057,0.647762427,0.797788447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enugu East,Enugu East,Uzo-Uwani,0,1095,2010,0.392074002,0.453287726,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Bayo,Bayo,Alkaleri,0,1095,2010,0.570036309,0.588279066,0.672369288,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Biu,Biu,Darazo,0,1095,2010,0.636944927,0.630783932,0.765873459,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Chibok,Chibok,Darazo,0,1095,2010,0.652598314,0.639928775,0.78342144,0.025641026,Darazo,0,0.157362026,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.030769231,0,0.168018122,2010
Damboa,Damboa,Darazo,0,1095,2010,0.695319136,0.663306114,0.824560976,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Biase,Biase,Ngor-Okpala,0,1095,2010,0.42094549,0.476715539,0.53,0.111873819,Ngor-Okpala,0.034274669,0.18947297,0.10469624,0.030577184,0.178815297,2010,0.070636395,0.01502996,0.126242831,2010,0.08256596,0.024678985,0.140452934,2010
Dikwa,Dikwa,Darazo,0,1095,2010,0.719398758,0.675465,0.843975139,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Gubio,Gubio,Gawabawa,0,1095,2010,0.814426994,0.716543356,0.900577617,0.56855196,Gawabawa,0.274494936,0.862608983,0.449598764,0.076253062,0.822944466,2010,0.309015741,0.08417363,0.533857851,2010,0.454882641,0.130394534,0.779370748,2010
Jere,Jere,Gawabawa,0,1095,2010,0.753750697,0.691561556,0.867739549,0.56855196,Gawabawa,0.274494936,0.862608983,0.449598764,0.076253062,0.822944466,2010,0.309015741,0.08417363,0.533857851,2010,0.454882641,0.130394534,0.779370748,2010
Guzamala,Guzamala,Babura,0,1095,2010,0.777569747,0.701881155,0.881877699,0.560888931,Babura,0.347849542,0.77392832,0.337116019,0.166844787,0.50738725,2010,0.180241199,0.087493184,0.272989214,2010,0.508843943,0.283517009,0.734170877,2010
Hawul,Hawul,Darazo,0,1095,2010,0.628168105,0.625521494,0.755384282,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Kwaya Kusar,Kwaya Kusar,Alkaleri,0,1095,2010,0.597977668,0.606689636,0.715395685,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Enugu North,Enugu North,Uzo-Uwani,0,1095,2010,0.420714903,0.476529889,0.53,0.142857143,Uzo-Uwani,0.07565424,0.210060046,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.035087719,0,0.09263101,2010
Kaga,Kaga,Darazo,0,1095,2010,0.674887541,0.65241475,0.806039237,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Mafa,Mafa,Darazo,0,1095,2010,0.71541858,0.673505468,0.840933705,0.46787632,Darazo,0.33615532,0.59959732,0.705882353,0.604311149,0.807453557,2010,0.777777778,0.69179129,0.863764265,2010,0.978723404,0.841474513,1,2010
Obudu,Obudu,Obubra,0,1095,2010,0.438167494,0.490500973,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Konduga,Konduga,Darazo,0,1095,2010,0.74032898,0.685445232,0.85896129,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Bomadi,Bomadi,Isoko South,0,1095,2010,0.197303754,0.29598519,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Magumeri,Magumeri,Gawabawa,0,1095,2010,0.783011005,0.704144224,0.884868304,0.56855196,Gawabawa,0.274494936,0.862608983,0.095238095,0,0.468583797,2010,0.052631579,0,0.277473689,2010,0.12,0,0.444488107,2010
Maiduguri,Maiduguri,Darazo,0,1095,2010,0.77182807,0.699455384,0.878628714,0.307692308,Darazo,0.175971308,0.439413308,0.230769231,0.129198027,0.332340435,2010,0.090909091,0.004922603,0.176895579,2010,0.177777778,0.040528886,0.315026669,2010
Shani,Shani,Alkaleri,0,1095,2010,0.675999756,0.653021266,0.807099703,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Abi,Abi,Obubra,0,1095,2010,0.400313882,0.46000802,0.53,0.272727273,Obubra,0.18867813,0.356776415,0.25,0.174119458,0.325880542,2010,0.21875,0.168804504,0.268695496,2010,0.256756757,0.203320018,0.310193495,2010
Marte,Marte,Babura,0,1095,2010,0.719831894,0.675677048,0.844302287,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Nganzai,Nganzai,Gawabawa,0,1095,2010,0.772011267,0.699533384,0.878733887,0.967741935,Gawabawa,0.673684912,1,0.916666667,0.543320965,1,2010,0.818181818,0.593339708,1,2010,0.959183673,0.634695567,1,2010
Bekwara,Bekwara,Oke-Ero,0,1095,2010,0.383264622,0.4460788,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Calabar-Municipal,Calabar-Municipal,Nsit Ubium,0,1095,2010,0.462134621,0.509382696,0.53,0.359615859,Nsit Ubium,0.277243042,0.441988676,0.270466267,0.193114253,0.347818281,2010,0.25654695,0.194166606,0.318927295,2010,0.332230027,0.237298887,0.427161168,2010
Ikom,Ikom,Obubra,0,1095,2010,0.470923114,0.51620494,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Obubra,Obubra,Obubra,0,1095,2010,0.444533155,0.495552804,0.53,0.428571429,Obubra,0.344522286,0.512620571,0.277777778,0.201897236,0.35365832,2010,0.125,0.075054504,0.174945496,2010,0.279411765,0.225975026,0.332848503,2010
Enugu South,Enugu South,Uzo-Uwani,0,1095,2010,0.479661177,0.52292855,0.53,0.05,Uzo-Uwani,0,0.117202903,0.1,0.041049711,0.158950289,2010,0.067921762,0.004672943,0.131170581,2010,0.093333333,0.035790042,0.150876624,2010
Odukpani,Odukpani,Ngor-Okpala,0,1095,2010,0.447918712,0.498229176,0.53,0.111873819,Ngor-Okpala,0.034274669,0.18947297,0.10469624,0.030577184,0.178815297,2010,0.070636395,0.01502996,0.126242831,2010,0.08256596,0.024678985,0.140452934,2010
Ogoja,Ogoja,Obubra,0,1095,2010,0.439863497,0.491849375,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Yakurr,Yakurr,Obubra,0,1095,2010,0.412760432,0.470109825,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Ogbomosho North,Ogbomosho North,Akinyele,0,1095,2010,0.277526963,0.359214893,0.53,0.030541734,Akinyele,0.01192085,0.049162618,0.009079867,0,0.022057426,2010,0.003972784,0,0.011728893,2010,0.019339683,0.011180399,0.027498966,2010
Yala,Yala,Oke-Ero,0,1095,2010,0.446939058,0.497455497,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Aniocha North,Aniocha North,Uzo-Uwani,0,1095,2010,0.369401293,0.434693912,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Aniocha South,Aniocha South,Uzo-Uwani,0,1095,2010,0.311595529,0.387055583,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Ibadan South West,Ibadan South West,Owan East,0,1095,2010,0.315354899,0.390146775,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ethiope East,Ethiope East,Isoko South,0,1095,2010,0.209725367,0.305480359,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ethiope West,Ethiope West,Isoko South,0,1095,2010,0.342228555,0.412296673,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ika North East,Ika North East,Uzo-Uwani,0,1095,2010,0.388201078,0.450121249,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Ika South,Ika South,Uzo-Uwani,0,1095,2010,0.37137411,0.436316512,0.53,0.055800861,Uzo-Uwani,0,0.123003764,0.032126915,0,0.091077204,2010,0.067921762,0.004672943,0.131170581,2010,0.005797746,0,0.063341037,2010
Isoko North,Isoko North,Isoko South,0,1095,2010,0.19337815,0.293011529,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ogbomosho South,Ogbomosho South,Akinyele,0,1095,2010,0.343621306,0.413445748,0.53,0.030541734,Akinyele,0.01192085,0.049162618,0.009079867,0,0.022057426,2010,0.003972784,0,0.011728893,2010,0.019339683,0.011180399,0.027498966,2010
Isoko South,Isoko South,Isoko South,0,1095,2010,0.162398226,0.270038761,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ndokwa East,Ndokwa East,Ahoada West,0,1095,2010,0.258105917,0.343545804,0.53,0.297457865,Ahoada West,0.136798716,0.458117013,0.282724371,0.09837586,0.467072881,2010,0.103882524,0.049526012,0.158239037,2010,0.235336962,0.125250178,0.345423745,2010
Ndokwa West,Ndokwa West,Isoko South,0,1095,2010,0.26790329,0.351427873,0.53,0.166666667,Isoko South,0.10334997,0.229983363,0.25,0.183521142,0.316478858,2010,0.052631579,0.014823553,0.090439605,2010,0.078431373,0.042280208,0.114582537,2010
Okpe,Okpe,Isoko South,0,1095,2010,0.176806986,0.280610706,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Oshimili North,Oshimili North,Uzo-Uwani,0,1095,2010,0.34095855,0.41124887,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Oshimili South,Oshimili South,Uzo-Uwani,0,1095,2010,0.3079518,0.384062211,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Patani,Patani,Isoko South,0,1095,2010,0.156971919,0.266110793,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Sapele,Sapele,Isoko South,0,1095,2010,0.293983111,0.37261735,0.53,0.230769231,Isoko South,0.167452534,0.294085927,0.263157895,0.196679036,0.329636753,2010,0.148148148,0.110340122,0.185956174,2010,0.134615385,0.09846422,0.170766549,2010
Udu,Udu,Isoko South,0,1095,2010,0.132665008,0.24889334,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ughelli North,Ughelli North,Isoko South,0,1095,2010,0.187814216,0.288820013,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ughelli South,Ughelli South,Isoko South,0,1095,2010,0.146146999,0.258365504,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ukwuani,Ukwuani,Uzo-Uwani,0,1095,2010,0.33569314,0.406905033,0.53,0.029411765,Uzo-Uwani,0,0.096614667,0.045454545,0,0.104404835,2010,0.067921762,0.004672943,0.131170581,2010,0.047619048,0,0.105162339,2010
Uvwie,Uvwie,Isoko South,0,1095,2010,0.128201894,0.245801456,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Warri South,Warri South,Isoko South,0,1095,2010,0.150613557,0.261546529,0.53,0.060606061,Isoko South,0,0.123922757,0.150563576,0.084084717,0.217042434,2010,0.076923077,0.039115051,0.114731103,2010,0.070841701,0.034690536,0.106992866,2010
Ohaozara,Ohaozara,Obubra,0,1095,2010,0.422916581,0.478301408,0.53,0.210526316,Obubra,0.126477173,0.294575458,0.272727273,0.196846731,0.348607815,2010,0.178571429,0.128625933,0.228516924,2010,0.296296296,0.242859558,0.349733035,2010
Abakaliki,Abakaliki,Owan East,0,1095,2010,0.416945424,0.473491294,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Afikpo North,Afikpo North,Oru West,0,1095,2010,0.428193447,0.482537052,0.53,0.343098592,Oru West,0.213692871,0.472504313,0.295986276,0.196503898,0.395468655,2010,0.219999637,0.130500929,0.309498345,2010,0.304709624,0.187472989,0.42194626,2010
Afikpo South,Afikpo South,Ngor-Okpala,0,1095,2010,0.44733042,0.497764649,0.53,0.111873819,Ngor-Okpala,0.034274669,0.18947297,0.111111111,0.036992055,0.185230167,2010,0.070636395,0.01502996,0.126242831,2010,0.049180328,0,0.107067302,2010
Ebonyi,Ebonyi,Owan East,0,1095,2010,0.429410898,0.483512158,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ezza North,Ezza North,Owan East,0,1095,2010,0.41226708,0.469710667,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ezza South,Ezza South,Obubra,0,1095,2010,0.389807073,0.451434864,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Ikwo,Ikwo,Obubra,0,1095,2010,0.39899006,0.45892996,0.53,0.277474196,Obubra,0.193425053,0.361523338,0.141109767,0.065229225,0.216990309,2010,0.122418109,0.072472613,0.172363604,2010,0.171930518,0.118493779,0.225367256,2010
Ishielu,Ishielu,Owan East,0,1095,2010,0.402215764,0.461555673,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ivo,Ivo,Ngor-Okpala,0,1095,2010,0.433913174,0.487111038,0.53,0.125,Ngor-Okpala,0.047400849,0.202599151,0.083333333,0.009214277,0.15745239,2010,0.130434783,0.074828347,0.186041218,2010,0.094339623,0.036452648,0.152226597,2010
Izzi,Izzi,Owan East,0,1095,2010,0.409695434,0.467628265,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ohaukwu,Ohaukwu,Owan East,0,1095,2010,0.40041459,0.460090005,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Onicha,Onicha,Obubra,0,1095,2010,0.407479271,0.465831417,0.53,0.129032258,Obubra,0.044983116,0.213081401,0.071428571,0,0.147309114,2010,0.105263158,0.055317662,0.155208653,2010,0.079365079,0.025928341,0.132801818,2010
Akoko-Edo,Akoko-Edo,Owan East,0,1095,2010,0.304845225,0.381512482,0.53,0.217391304,Owan East,0.119882132,0.314900476,0.152454404,0,0.305247907,2010,0.041666667,0,0.155849408,2010,0.125,0,0.304789915,2010
Egor,Egor,Uzo-Uwani,0,1095,2010,0.42209808,0.477643111,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
