LGA,LGA_old,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use_u,over_eighteen_ITN_use_u,simday,duration,year,mortality_rate,kill_rate,block_initial
Emure,Emure,Oke-Ero,0.203028386,0.13034638,0.099412398,0.199019428,1095,730,2013,0.372039671,0.436863758,0.53
Gboyin,Gboyin,Obubra,0.374688995,0.263688652,0.153904022,0.263669744,1095,730,2013,0.286540024,0.36654315,0.53
Idosi-Osi,Idosi-Osi,Oke-Ero,0.203028386,0.13034638,0.099412398,0.199019428,1095,730,2013,0.302701283,0.379754213,0.53
Ijero,Ijero,Oke-Ero,0.261605201,0.525152472,0.064481448,0.208998686,1095,730,2013,0.264220599,0.348459432,0.53
Ikere,Ikere,Owan East,0.173232758,0.257449123,0.312123379,0.181347966,1095,730,2013,0.456857423,0.50525877,0.53
Ikole,Ikole,Oke-Ero,0.1895542,0.199428466,0.084923185,0.259640016,1095,730,2013,0.320812672,0.394638898,0.53
Ilemeji,Ilemeji,Oke-Ero,0.203028386,0.13034638,0.099412398,0.199019428,1095,730,2013,0.308389127,0.384421328,0.53
Irepodun-Ifelodun,Irepodun/Ifelodun,Oke-Ero,0.094938534,0.13041563,0.099412398,0.15832301,1095,730,2013,0.314066122,0.38908676,0.53
Ise-Orun,Ise/Orun,Oke-Ero,0.203028386,0.13034638,0.099412398,0.199019428,1095,730,2013,0.409896538,0.467791215,0.53
Moba,Moba,Oke-Ero,0.159332474,0.136263583,0.171003187,0.189167166,1095,730,2013,0.282164723,0.362981752,0.53
Oye,Oye,Oke-Ero,0.198191625,0.239745439,0.07265952,0.188608276,1095,730,2013,0.299868816,0.377433124,0.53
Ezeagu,Ezeagu,Uzo-Uwani,0.05939247,0.1533248,0.054160929,0.094431409,1095,730,2013,0.415961311,0.472696867,0.53
Igbo-Etiti,Igbo-Etiti,Uzo-Uwani,0.371123959,0.314966543,0.185889087,0.312404297,1095,730,2013,0.38332308,0.44612671,0.53
Igbo-Eze North,Igbo-Eze North,Uzo-Uwani,0.237660721,0.049205807,0.146902865,0.142645395,1095,730,2013,0.332315805,0.404119407,0.53
Igbo-Eze South,Igbo-Eze South,Uzo-Uwani,0.107134405,0.199360606,0.110138159,0.168160676,1095,730,2013,0.361653388,0.428315236,0.53
Isi-Uzo,Isi-Uzo,Owan East,0.362450517,0.276679892,0.09497153,0.244407844,1095,730,2013,0.425114132,0.480067127,0.53
Nkanu East,Nkanu East,Owan East,0.417821503,0.360013226,0.410689687,0.395007114,1095,730,2013,0.414364125,0.471406566,0.53
Nkanu West,Nkanu West,Uzo-Uwani,0.203604993,0.237175732,0.095976939,0.066199892,1095,730,2013,0.464287853,0.511059551,0.53
Nsukka,Nsukka,Uzo-Uwani,0.348849966,0.2397212,0.198743971,0.179016509,1095,730,2013,0.391481406,0.452803528,0.53
Oji-River,Oji-River,Oru West,0.303786465,0.336055058,0.178404287,0.168041445,1095,730,2013,0.407484101,0.465835335,0.53
Udenu,Udenu,Uzo-Uwani,0.443801072,0.283759583,0.135539228,0.301494009,1095,730,2013,0.38139738,0.444547985,0.53
Udi,Udi,Uzo-Uwani,0.160467738,0.189556684,0.055236198,0.197597905,1095,730,2013,0.379547492,0.443030522,0.53
Uzo-Uwani,Uzo-Uwani,Uzo-Uwani,0.19529155,0.128153175,0.095976939,0.049487589,1095,730,2013,0.404737188,0.463605313,0.53
Ahiazu-Mbaise,Ahiazu-Mbaise,Ngor-Okpala,0.229192411,0.175099409,0.189120344,0.356858129,1095,730,2013,0.4502266,0.500049325,0.53
Abaji,Abaji,Keana,0.336250982,0.171223652,0.157214344,0.182019884,1095,730,2013,0.476373849,0.520406247,0.53
Bwari,Bwari,Giwa,0.22286942,0.0932098,0.072602606,0.171091251,1095,730,2013,0.558433035,0.580366866,0.652607426
Gwagwalada,Gwagwalada,Keana,0.287078961,0.203411096,0.12383745,0.19852441,1095,730,2013,0.555904987,0.578622846,0.648144758
Kuje,Kuje,Keana,0.166868155,0.199584332,0.106210694,0.217058244,1095,730,2013,0.448338859,0.498560793,0.53
Kwali,Kwali,Keana,0.290677679,0.172452549,0.134220522,0.221884923,1095,730,2013,0.476055073,0.520161192,0.53
Bunkure,Bunkure,Gwarzo,0.372856149,0.197434534,0.155767398,0.26130752,1095,730,2013,0.769743323,0.698564959,0.87742476
Abuja Municipal,Abuja Municipal,Keana,0.246083079,0.098683163,0.050127112,0.118744618,1095,730,2013,0.500846708,0.538963989,0.535536339
Akko,Akko,Alkaleri,0.133918592,0.11058205,0.0598663,0.12716525,1095,730,2013,0.430348191,0.484262319,0.53
Balanga,Balanga,Alkaleri,0.378439579,0.230461948,0.196704742,0.346110772,1095,730,2013,0.625491041,0.623897182,0.752087661
Billiri,Billiri,Alkaleri,0.230207082,0.212636655,0.099174609,0.24243188,1095,730,2013,0.209402585,0.305232023,0.53
Dukku,Dukku,Darazo,0.152627634,0.128658193,0.10485619,0.057773421,1095,730,2013,0.67468816,0.652305857,0.805848475
Funakaye,Funakaye,Alkaleri,0.032452822,0.047859717,0.06968557,0.076863958,1095,730,2013,0.631961788,0.627807972,0.759977431
Gombe,Gombe,Alkaleri,0.142159426,0.092556107,0.072954227,0.130742973,1095,730,2013,0.497689178,0.536599101,0.53
Kaltungo,Kaltungo,Alkaleri,0.142159426,0.092556107,0.072954227,0.130742973,1095,730,2013,0.500615672,0.538791259,0.534996603
Kwami,Kwami,Alkaleri,0.127120986,0.087975702,0.125189681,0.16898076,1095,730,2013,0.528174359,0.559035931,0.595270043
Dala,Dala,Alkaleri,0.0728877,0.092556107,0.072954227,0.057212863,1095,730,2013,0.582690135,0.59673093,0.692623794
Nafada,Nafada,Alkaleri,0.075334161,0.049330305,0.086824313,0.165478852,1095,730,2013,0.699548844,0.665494757,0.828152091
Shomgom,Shomgom,Alkaleri,0.163165776,0.131395936,0.075816529,0.218260185,1095,730,2013,0.393550536,0.454493674,0.53
Yamaltu-Deba,Yamaltu/Deba,Alkaleri,0.144221799,0.090786714,0.054593994,0.172228366,1095,730,2013,0.541765398,0.568738538,0.622104449
Aboh-Mbaise,Aboh-Mbaise,Ngor-Okpala,0.218052286,0.091722602,0.12887886,0.147167927,1095,730,2013,0.366998982,0.432717137,0.53
Fagge,Fagge,Alkaleri,0.142159426,0.092556107,0.072954227,0.130742973,1095,730,2013,0.567041099,0.586251328,0.667379557
Ehime-Mbano,Ehime-Mbano,Ngor-Okpala,0.207131606,0.255252779,0.101861094,0.152546968,1095,730,2013,0.459803075,0.507563152,0.53
Ezinihitte,Ezinihitte,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.456817192,0.505227255,0.53
Ideato North,Ideato North,Oru West,0.377379539,0.228912201,0.090473252,0.305187194,1095,730,2013,0.449066913,0.499135162,0.53
Ideato South,Ideato South,Ngor-Okpala,0.550357094,0.390547121,0.389015225,0.525957803,1095,730,2013,0.438565746,0.490817759,0.53
Ihitte-Uboma,Ihitte/Uboma,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.471133329,0.516367403,0.53
Ikeduru,Ikeduru,Ngor-Okpala,0.394775061,0.236331284,0.236667538,0.237138671,1095,730,2013,0.402638622,0.461899584,0.53
Isiala Mbano,Isiala Mbano,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.468083262,0.514006846,0.53
Isu,Isu,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.310898215,0.386482512,0.53
Mbaitoli,Mbaitoli,Ngor-Okpala,0.261618785,0.38047324,0.306027761,0.434076262,1095,730,2013,0.257476859,0.343041421,0.53
Obowo,Obowo,Ngor-Okpala,0.235103634,0.18047324,0.101861094,0.16120786,1095,730,2013,0.461408625,0.508816551,0.53
Ngor-Okpala,Ngor-Okpala,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.247389039,0.334983127,0.53
Njaba,Njaba,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.25554311,0.341492273,0.53
Nkwerre,Nkwerre,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.404085994,0.463076205,0.53
Nwangele,Nwangele,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.427322485,0.481838967,0.53
Oyo East,Oyo East,Akinyele,0.286099483,0.22600444,0.166505839,0.233801174,1095,730,2013,0.47806867,0.521707747,0.53
Oguta,Oguta,Oru West,0.322307169,0.250155965,0.157328531,0.291834654,1095,730,2013,0.21360058,0.308468253,0.53
Ohaji-Egbema,Ohaji/Egbema,Oru West,0.631619898,0.57977624,0.293814388,0.681633502,1095,730,2013,0.230681852,0.321773866,0.53
Okigwe,Okigwe,Ngor-Okpala,0.240785452,0.247139906,0.289361094,0.392521905,1095,730,2013,0.46132433,0.508750791,0.53
Orlu,Orlu,Oru West,0.24955999,0.126055058,0.128708547,0.229651131,1095,730,2013,0.36849761,0.433950418,0.53
Orsu,Orsu,Oru West,0.377379539,0.176964149,0.123806586,0.314379695,1095,730,2013,0.258149058,0.343580402,0.53
Oru East,Oru East,Oru West,0.437819099,0.246055058,0.179362141,0.427181995,1095,730,2013,0.187100101,0.288284046,0.53
Oru West,Oru West,Oru West,0.365836951,0.31521191,0.185787265,0.351470579,1095,730,2013,0.176205894,0.28016566,0.53
Owerri-Municipal,Owerri-Municipal,Oru West,0.326959371,0.336055058,0.257864557,0.289295191,1095,730,2013,0.197408696,0.296064867,0.53
Tofa,Tofa,Taura,0.24915026,0.150698423,0.069672699,0.100987257,1095,730,2013,0.825591067,0.720682508,0.905574315
Owerri North,Owerri North,Ngor-Okpala,0.224992183,0.101119196,0.098925104,0.132458861,1095,730,2013,0.244109669,0.332376349,0.53
Owerri West,Owerri West,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.204213478,0.301251273,0.53
Unuimo,Unuimo,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.474438578,0.518917277,0.53
Auyo,Auyo,Taura,0.72514927,0.479081174,0.308601075,0.657508996,1095,730,2013,0.676553245,0.65332251,0.807625124
Babura,Babura,Babura,0.085053121,0.064351909,0.051285308,0.095549212,1095,730,2013,0.754462934,0.691880002,0.868188342
Biriniwa,Biriniwa,Taura,0.24915026,0.150698423,0.123650783,0.229257888,1095,730,2013,0.694642094,0.662953681,0.823978675
Malam Madori,Malam Madori,Taura,0.24915026,0.150698423,0.123650783,0.229257888,1095,730,2013,0.663624026,0.646183975,0.794941841
Birni Kudu,Birni Kudu,Takali,0.136464283,0.079940551,0.068356696,0.112919498,1095,730,2013,0.79905925,0.710618621,0.893211932
Buji,Buji,Takali,0.136464283,0.079940551,0.068356696,0.112919498,1095,730,2013,0.759566013,0.694143703,0.871355394
Jahun,Jahun,Taura,0.36569295,0.266442233,0.238049252,0.377854192,1095,730,2013,0.743526887,0.68692249,0.86110926
Dutse,Dutse,Takali,0.205052932,0.127010572,0.08497645,0.123587849,1095,730,2013,0.790579855,0.707234774,0.888890043
Gagarawa,Gagarawa,Taura,0.234281691,0.183341826,0.131164634,0.197293943,1095,730,2013,0.716266925,0.673924789,0.841587323
Kafin Hausa,Kafin Hausa,Taura,0.144538101,0.078946221,0.07312892,0.118733486,1095,730,2013,0.673182764,0.651482047,0.804401654
Garki,Garki,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.74078424,0.685656303,0.859269285
Gumel,Gumel,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.765232277,0.696620535,0.874774321
Guri,Guri,Taura,0.24915026,0.150698423,0.123650783,0.229257888,1095,730,2013,0.666612333,0.647852757,0.79795062
Gwaram,Gwaram,Takali,0.109040035,0.062047094,0.047213735,0.104192954,1095,730,2013,0.770852463,0.699039331,0.878066925
Gwiwa,Gwiwa,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.668371704,0.648829951,0.799699995
Hadejia,Hadejia,Taura,0.24915026,0.150698423,0.123650783,0.229257888,1095,730,2013,0.636447966,0.630488544,0.765292356
Kaugama,Kaugama,Taura,0.272522401,0.209831354,0.152850703,0.295775344,1095,730,2013,0.649987707,0.638425145,0.780594335
Kazaure,Kazaure,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.72677407,0.679043778,0.849445164
Kiri Kasamma,Kiri Kasamma,Taura,0.24915026,0.150698423,0.123650783,0.229257888,1095,730,2013,0.673959786,0.651907622,0.805149877
Tsanyawa,Tsanyawa,Gwarzo,0.095619752,0.09035712,0.077005604,0.153940645,1095,730,2013,0.716116255,0.673850382,0.84147145
Miga,Miga,Taura,0.220157397,0.123818016,0.079967826,0.168620107,1095,730,2013,0.71898178,0.675260641,0.84365949
Ringim,Ringim,Taura,0.53383409,0.268714137,0.208455839,0.438736084,1095,730,2013,0.733954558,0.682463107,0.85457057
Roni,Roni,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.684763375,0.657745318,0.815241367
Taura,Taura,Taura,0.504234742,0.311318016,0.293228588,0.38158307,1095,730,2013,0.802187286,0.711846173,0.894758953
Yankwashi,Yankwashi,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.686545172,0.658693878,0.816851147
kiyawa,Kiyawa,Takali,0.136464283,0.079940551,0.068356696,0.112919498,1095,730,2013,0.77870611,0.702356647,0.88250928
Dutsi,Dutsi,Rimi,0.106234396,0.110222339,0.093436369,0.139737444,1095,730,2013,0.62280068,0.622255799,0.748727773
Birnin-Gwari,Birnin-Gwari,Giwa,0.22286942,0.052172277,0.070452212,0.242096913,1095,730,2013,0.585660468,0.598687691,0.697190257
Kajuru,Kajuru,Soba,0.044952796,0.06663638,0.054691312,0.031651651,1095,730,2013,0.492999945,0.533070449,0.53
Chikun,Chikun,Soba,0.115181561,0.08298675,0.044147573,0.064107002,1095,730,2013,0.576988044,0.59294545,0.683659429
Giwa,Giwa,Giwa,0.22286942,0.052172277,0.070452212,0.133789664,1095,730,2013,0.58231661,0.596484125,0.692044587
Koko-Besse,Koko/Besse,Birnin Kebbi,0.19736592,0.158321088,0.160383736,0.215053753,1095,730,2013,0.576157564,0.592390938,0.682331749
Igabi,Igabi,Soba,0.127441276,0.059153386,0.054691312,0.07872269,1095,730,2013,0.531995981,0.561783675,0.603000351
Ikara,Ikara,Soba,0.118937319,0.100607884,0.054691312,0.09665284,1095,730,2013,0.757882326,0.693400299,0.870319807
Jaba,Jaba,Oke-Ero,0.145443585,0.06361401,0.099412398,0.050714315,1095,730,2013,0.493173179,0.533201155,0.53
Ogori-Mangongo,Ogori/Mangongo,Owan East,0.227287028,0.160585254,0.12175454,0.168333993,1095,730,2013,0.310733482,0.386347145,0.53
Jema'a,Jema'a,Soba,0.118937319,0.100607884,0.054691312,0.09665284,1095,730,2013,0.50980792,0.545625437,0.556011152
Kachia,Kachia,Ngor-Okpala,0.316131465,0.255252779,0.210649721,0.265878951,1095,730,2013,0.53616272,0.564762281,0.611262696
Kaduna North,Kaduna North,Soba,0.118937319,0.100607884,0.054691312,0.09665284,1095,730,2013,0.657446265,0.642698146,0.788569436
Kudan,Kudan,Giwa,0.22286942,0.052172277,0.070452212,0.242096913,1095,730,2013,0.715360241,0.673476599,0.840888649
Kagarko,Kagarko,Oke-Ero,0.049957474,0.13034638,0.099412398,0.071490949,1095,730,2013,0.616828924,0.618580297,0.741098716
Kaura,Kaura,Soba,0.141778193,0.141204668,0.055105101,0.118117258,1095,730,2013,0.544538981,0.570694568,0.627359869
Kauru,Kauru,Soba,0.118937319,0.100607884,0.054691312,0.09665284,1095,730,2013,0.435728811,0.488559081,0.53
Kubau,Kubau,Soba,0.048921387,0.071353973,0.042129174,0.032849156,1095,730,2013,0.686299075,0.658563106,0.816629708
Lere,Lere,Soba,0.118937319,0.136931164,0.029588045,0.047033449,1095,730,2013,0.49638178,0.535617259,0.53
Markafi,Markafi,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.721594857,0.676537716,0.845626179
Sabon-Gari,Sabon-Gari,Soba,0.054810726,0.064049498,0.030304666,0.026658518,1095,730,2013,0.655108883,0.641366645,0.7861038
Sanga,Sanga,Soba,0.118937319,0.100607884,0.092812491,0.073160351,1095,730,2013,0.447246758,0.49769857,0.53
Soba,Soba,Soba,0.050214058,0.090855682,0.027191072,0.045126102,1095,730,2013,0.582055388,0.596311426,0.69163886
Zango-Kataf,Zango-Kataf,Soba,0.176500416,0.116729144,0.042916441,0.155090766,1095,730,2013,0.379476754,0.442972479,0.53
Zaria,Zaria,Soba,0.118937319,0.100607884,0.054691312,0.09665284,1095,730,2013,0.608376269,0.6133025,0.729885298
Kaduna South,Kaduna South,Soba,0.197333749,0.213320053,0.043667192,0.114686726,1095,730,2013,0.679569503,0.654957316,0.810461616
Bichi,Bichi,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.768444039,0.698007406,0.876667763
Ajingi,Ajingi,Taura,0.24915026,0.150698423,0.05869123,0.067312918,1095,730,2013,0.772623248,0.699793659,0.879084496
Albasu,Albasu,Takali,0.136464283,0.079940551,0.068356696,0.112919498,1095,730,2013,0.794967768,0.70899614,0.891150238
Bagwai,Bagwai,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.804608217,0.712788613,0.895939203
Bebeji,Bebeji,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.827726878,0.721458816,0.906498016
Dambatta,Dambatta,Babura,0.0724029,0.082581536,0.081809499,0.056238342,1095,730,2013,0.74901951,0.689430592,0.864715454
Dawakin Kudu,Dawakin Kudu,Gwarzo,0.117597774,0.09035712,0.077005604,0.075674826,1095,730,2013,0.806145696,0.713383698,0.896681122
Dawakin Tofa,Dawakin Tofa,Taura,0.073707094,0.150698423,0.123650783,0.070288613,1095,730,2013,0.798723746,0.710486296,0.893044511
Doguwa,Doguwa,Giwa,0.22286942,0.052172277,0.070452212,0.242096913,1095,730,2013,0.698189254,0.664793709,0.827006498
Gabasawa,Gabasawa,Taura,0.24915026,0.150698423,0.123650783,0.229257888,1095,730,2013,0.749885825,0.689822821,0.86527481
Garko,Garko,Gwarzo,0.218996376,0.1103674,0.078083817,0.128501517,1095,730,2013,0.768838005,0.698176678,0.876897841
Garum Mallam,Garum Mallam,Gwarzo,0.252887923,0.122272162,0.198815524,0.205424594,1095,730,2013,0.862288859,0.733346686,0.920125898
Gaya,Gaya,Gwarzo,0.090208497,0.09035712,0.045032969,0.078605467,1095,730,2013,0.763092032,0.695689515,0.873494821
Gezawa,Gezawa,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.80805322,0.714118308,0.897593458
Gwale,Gwale,Alkaleri,0.142159426,0.092556107,0.072954227,0.130742973,1095,730,2013,0.600920439,0.608574402,0.719575964
Gwarzo,Gwarzo,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.823387017,0.719876187,0.904610429
Kabo,Kabo,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.81249578,0.71581337,0.899683768
Kano Municipal,Kano Municipal,Alkaleri,0.142159426,0.092556107,0.072954227,0.130742973,1095,730,2013,0.636999309,0.630816237,0.765936956
Karaye,Karaye,Gwarzo,0.124008031,0.09035712,0.077005604,0.140074015,1095,730,2013,0.844998327,0.727556296,0.913607988
Kibiya,Kibiya,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.813323711,0.716126831,0.900068059
Kiru,Kiru,Gwarzo,0.088476895,0.117886197,0.105006894,0.134911773,1095,730,2013,0.826693612,0.721083872,0.90605241
Kumbotso,Kumbotso,Taura,0.24915026,0.150698423,0.123650783,0.229257888,1095,730,2013,0.728034042,0.679648396,0.850358589
Yagba West,Yagba West,Oke-Ero,0.203028386,0.13034638,0.099412398,0.199019428,1095,730,2013,0.304086126,0.380889805,0.53
Kunchi,Kunchi,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.729388444,0.680296131,0.851333743
Kura,Kura,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.796070741,0.70943541,0.891710333
Madobi,Madobi,Taura,0.27396423,0.151595794,0.124371156,0.282734222,1095,730,2013,0.853563186,0.730463144,0.916908166
Makoda,Makoda,Babura,0.126847304,0.103286123,0.128401905,0.153877558,1095,730,2013,0.698126715,0.664761406,0.826953605
Ekiti,Ekiti,Oke-Ero,0.203028386,0.13034638,0.099412398,0.199019428,1095,730,2013,0.316166435,0.390814415,0.53
Minjibir,Minjibir,Taura,0.091144436,0.06751171,0.123650783,0.142979082,1095,730,2013,0.765361635,0.696676631,0.874851198
Nasarawa1,Nasarawa1,Alkaleri,0.142159426,0.092556107,0.072954227,0.130742973,1095,730,2013,0.596034944,0.605439633,0.712600807
Rano,Rano,Gwarzo,0.111187518,0.075975866,0.081655245,0.094313483,1095,730,2013,0.827920103,0.721528803,0.906581085
Rimin Gado,Rimin Gado,Gwarzo,0.087410325,0.0559671,0.043653867,0.143358382,1095,730,2013,0.821146228,0.719050977,0.903619228
Bindawa,Bindawa,Rimi,0.239500794,0.110222339,0.093436369,0.222376145,1095,730,2013,0.7272811,0.679287322,0.849813467
Rogo,Rogo,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.768098821,0.697858927,0.876465765
Shanono,Shanono,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.799731381,0.710883327,0.89354646
Sumaila,Sumaila,Takali,0.120729014,0.095756693,0.053085159,0.099342188,1095,730,2013,0.700387319,0.665925938,0.828854507
Takali,Takali,Takali,0.136464283,0.079940551,0.068356696,0.112919498,1095,730,2013,0.795192474,0.709085745,0.891264604
Tarauni,Tarauni,Alkaleri,0.142159426,0.092556107,0.072954227,0.130742973,1095,730,2013,0.628535688,0.625743826,0.755833336
Tudun Wada,Tudun Wada,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.765017665,0.696527424,0.874646665
Ungogo,Ungogo,Taura,0.109400561,0.075994769,0.049920616,0.085685587,1095,730,2013,0.67144052,0.650525031,0.802712793
Warawa,Warawa,Gwarzo,0.077071667,0.051716247,0.036676708,0.063949205,1095,730,2013,0.807358735,0.713851327,0.897262338
Wudil,Wudil,Gwarzo,0.2932388,0.146081686,0.194750483,0.414481666,1095,730,2013,0.764562514,0.696329773,0.874375455
Daura,Daura,Babura,0.136814341,0.082581536,0.081809499,0.132121167,1095,730,2013,0.575080323,0.591670466,0.680601118
Bakori,Bakori,Gwarzo,0.162904316,0.09035712,0.077005604,0.167877308,1095,730,2013,0.670473637,0.649992258,0.801768816
Batagarawa,Batagarawa,Rimi,0.50008055,0.339123586,0.261794662,0.502549236,1095,730,2013,0.663607785,0.646174875,0.794925359
Batsari,Batsari,Rimi,0.588382437,0.300234697,0.23535788,0.481634203,1095,730,2013,0.697059776,0.664209538,0.826048529
Charanchi,Charanchi,Rimi,0.239500794,0.110222339,0.093436369,0.222376145,1095,730,2013,0.738728442,0.684701159,0.857872621
Dan Musa,Dan Musa,Rimi,0.239500794,0.110222339,0.093436369,0.222376145,1095,730,2013,0.814381216,0.7165261,0.900556532
Dandume,Dandume,Giwa,0.22286942,0.052172277,0.070452212,0.242096913,1095,730,2013,0.480345251,0.523452319,0.53
Danja,Danja,Giwa,0.22286942,0.052172277,0.070452212,0.242096913,1095,730,2013,0.615786128,0.617933944,0.739741926
