LGA,LGA_old,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use_u,over_eighteen_ITN_use_u,simday,duration,year,mortality_rate,kill_rate,block_initial
Ogoja,Ogoja,Obubra,0.675273827,0.728898357,0.750875252,0.713946603,1825,1095,2015,0.439863497,0.491849375,0.53
Yakurr,Yakurr,Obubra,0.595204065,0.813660533,0.672780746,0.739435175,1825,1095,2015,0.412760432,0.470109825,0.53
Ogbomosho North,Ogbomosho North,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.277526963,0.359214893,0.53
Yala,Yala,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.446939058,0.497455497,0.53
Aniocha North,Aniocha North,Uzo-Uwani,0.144140847,0.216340228,0.240850103,0.144677212,1825,1095,2015,0.369401293,0.434693912,0.53
Aniocha South,Aniocha South,Uzo-Uwani,0.437847141,0.265054215,0.461113539,0.236350887,1825,1095,2015,0.311595529,0.387055583,0.53
Ibadan South West,Ibadan South West,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.315354899,0.390146775,0.53
Ethiope East,Ethiope East,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.209725367,0.305480359,0.53
Ethiope West,Ethiope West,Isoko South,0.159184213,0.207048475,0.429800915,0.202348432,1825,1095,2015,0.342228555,0.412296673,0.53
Ika North East,Ika North East,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.388201078,0.450121249,0.53
Ika South,Ika South,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.37137411,0.436316512,0.53
Isoko North,Isoko North,Isoko South,0.235850879,0.369852645,0.451859739,0.247802977,1825,1095,2015,0.19337815,0.293011529,0.53
Ogbomosho South,Ogbomosho South,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.343621306,0.413445748,0.53
Isoko South,Isoko South,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.162398226,0.270038761,0.53
Ndokwa East,Ndokwa East,Ahoada West,0.369404694,0.456985206,0.334192549,0.376272367,1825,1095,2015,0.258105917,0.343545804,0.53
Ndokwa West,Ndokwa West,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.26790329,0.351427873,0.53
Okpe,Okpe,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.176806986,0.280610706,0.53
Oshimili North,Oshimili North,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.34095855,0.41124887,0.53
Oshimili South,Oshimili South,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.3079518,0.384062211,0.53
Patani,Patani,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.156971919,0.266110793,0.53
Sapele,Sapele,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.293983111,0.37261735,0.53
Udu,Udu,Isoko South,0.179299155,0.212709788,0.22018069,0.175332994,1825,1095,2015,0.132665008,0.24889334,0.53
Ughelli North,Ughelli North,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.187814216,0.288820013,0.53
Ughelli South,Ughelli South,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.146146999,0.258365504,0.53
Ukwuani,Ukwuani,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.33569314,0.406905033,0.53
Uvwie,Uvwie,Isoko South,0.504422308,0.236519312,0.182122897,0.27540038,1825,1095,2015,0.128201894,0.245801456,0.53
Warri South,Warri South,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.150613557,0.261546529,0.53
Ohaozara,Ohaozara,Obubra,0.895204065,0.988660533,0.987118981,0.827327778,1825,1095,2015,0.422916581,0.478301408,0.53
Abakaliki,Abakaliki,Owan East,0.230988742,0.188829893,0.391883881,0.207828465,1825,1095,2015,0.416945424,0.473491294,0.53
Afikpo North,Afikpo North,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.428193447,0.482537052,0.53
Afikpo South,Afikpo South,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.44733042,0.497764649,0.53
Ebonyi,Ebonyi,Owan East,0.509521351,0.363433068,0.163813706,0.161351703,1825,1095,2015,0.429410898,0.483512158,0.53
Ezza North,Ezza North,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.41226708,0.469710667,0.53
Ezza South,Ezza South,Obubra,0.675273827,0.728898357,0.750875252,0.713946603,1825,1095,2015,0.389807073,0.451434864,0.53
Ikwo,Ikwo,Obubra,0.870204065,0.837798464,0.916953887,0.940423017,1825,1095,2015,0.39899006,0.45892996,0.53
Ishielu,Ishielu,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.402215764,0.461555673,0.53
Ivo,Ivo,Ngor-Okpala,0.371784441,0.300770258,0.500291881,0.487680623,1825,1095,2015,0.433913174,0.487111038,0.53
Izzi,Izzi,Owan East,0.581780995,0.420575925,0.357058011,0.444408628,1825,1095,2015,0.409695434,0.467628265,0.53
Ohaukwu,Ohaukwu,Owan East,0.890528216,0.994385449,0.725217215,0.893565142,1825,1095,2015,0.40041459,0.460090005,0.53
Onicha,Onicha,Obubra,0.675273827,0.728898357,0.750875252,0.713946603,1825,1095,2015,0.407479271,0.465831417,0.53
Akoko-Edo,Akoko-Edo,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.304845225,0.381512482,0.53
Egor,Egor,Uzo-Uwani,0.353231756,0.565054215,0.261113539,0.237307367,1825,1095,2015,0.42209808,0.477643111,0.53
Esan North East,Esan North East,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.339061878,0.409684078,0.53
Esan Central,Esan Central,Owan East,0.463627631,0.188829893,0.230964341,0.264194512,1825,1095,2015,0.34342137,0.413280793,0.53
Esan South East,Esan South East,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.404971726,0.463795838,0.53
Esan West,Esan West,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.366421113,0.432241487,0.53
Etsako Central,Etsako Central,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.300181787,0.377689484,0.53
Etsako East,Etsako East,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.314825995,0.389711717,0.53
Etsako West,Etsako West,Owan East,0.120193287,0.332784063,0.229262989,0.096134312,1825,1095,2015,0.290127246,0.36946828,0.53
Igueben,Igueben,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.415233246,0.472108841,0.53
Ikpoba-Okha,Ikpoba-Okha,Uzo-Uwani,0.219898423,0.216340228,0.085925506,0.125893842,1825,1095,2015,0.323305427,0.396692086,0.53
Aninri,Aninri,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.430439768,0.484335586,0.53
Oredo,Oredo,Uzo-Uwani,0.275453978,0.216340228,0.227780206,0.106446327,1825,1095,2015,0.382076571,0.445104909,0.53
Orhionmwon,Orhionmwon,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.335936711,0.407105953,0.53
Ovia North East,Ovia North East,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.337624396,0.408498179,0.53
Ovia South West,Ovia South West,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.363545715,0.429873962,0.53
Owan East,Owan East,Owan East,0.165647833,0.136542312,0.229262989,0.074395181,1825,1095,2015,0.315089802,0.389928709,0.53
Owan West,Owan West,Owan East,0.360453028,0.161052116,0.229262989,0.135989384,1825,1095,2015,0.389346565,0.451058274,0.53
Uhunmwonde,Uhunmwonde,Owan East,0.408657941,0.211052116,0.093033307,0.277964823,1825,1095,2015,0.3888156,0.450623986,0.53
Ado Ekiti,Ado Ekiti,Owan East,0.646167313,0.277718782,0.391883881,0.418509709,1825,1095,2015,0.357399296,0.424809523,0.53
Efon-Alayee,Efon-Alayee,Oke-Ero,0.333721961,0.427070575,0.445825759,0.360445897,1825,1095,2015,0.32342441,0.396790109,0.53
Ekiti East,Ekiti East,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.342294717,0.412351259,0.53
Ekiti South West,Ekiti South West,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.434979733,0.487961894,0.53
Awgu,Awgu,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.428474781,0.482762456,0.53
Ekiti West,Ekiti West,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.332828195,0.404541983,0.53
Emure,Emure,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.372039671,0.436863758,0.53
Gboyin,Gboyin,Obubra,0.568888275,0.542231961,0.310035648,0.485752687,1825,1095,2015,0.286540024,0.36654315,0.53
Idosi-Osi,Idosi-Osi,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.302701283,0.379754213,0.53
Ijero,Ijero,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.264220599,0.348459432,0.53
Ikere,Ikere,Owan East,0.408072075,0.411052116,0.135473625,0.376980375,1825,1095,2015,0.456857423,0.50525877,0.53
Ikole,Ikole,Oke-Ero,0.217918652,0.240909988,0.359506331,0.285601069,1825,1095,2015,0.320812672,0.394638898,0.53
Ilemeji,Ilemeji,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.308389127,0.384421328,0.53
Irepodun-Ifelodun,Irepodun/Ifelodun,Oke-Ero,0.513214171,0.338962624,0.260516182,0.343223262,1825,1095,2015,0.314066122,0.38908676,0.53
Ise-Orun,Ise/Orun,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.409896538,0.467791215,0.53
Moba,Moba,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.282164723,0.362981752,0.53
Oye,Oye,Oke-Ero,0.355039846,0.37467691,0.265863776,0.147389929,1825,1095,2015,0.299868816,0.377433124,0.53
Ezeagu,Ezeagu,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.415961311,0.472696867,0.53
Igbo-Etiti,Igbo-Etiti,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.38332308,0.44612671,0.53
Igbo-Eze North,Igbo-Eze North,Uzo-Uwani,0.152976704,0.194240621,0.327728197,0.167491438,1825,1095,2015,0.332315805,0.404119407,0.53
Igbo-Eze South,Igbo-Eze South,Uzo-Uwani,0.188473506,0.156334847,0.240850103,0.10945213,1825,1095,2015,0.361653388,0.428315236,0.53
Isi-Uzo,Isi-Uzo,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.425114132,0.480067127,0.53
Nkanu East,Nkanu East,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.414364125,0.471406566,0.53
Nkanu West,Nkanu West,Uzo-Uwani,0.428231756,0.216340228,0.240850103,0.112657507,1825,1095,2015,0.464287853,0.511059551,0.53
Nsukka,Nsukka,Uzo-Uwani,0.428231756,0.185054215,0.154863539,0.283947382,1825,1095,2015,0.391481406,0.452803528,0.53
Oji-River,Oji-River,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.407484101,0.465835335,0.53
Udenu,Udenu,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.38139738,0.444547985,0.53
Udi,Udi,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.379547492,0.443030522,0.53
Uzo-Uwani,Uzo-Uwani,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.404737188,0.463605313,0.53
Ahiazu-Mbaise,Ahiazu-Mbaise,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.4502266,0.500049325,0.53
Abaji,Abaji,Keana,0.249050189,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.476373849,0.520406247,0.53
Bwari,Bwari,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.558433035,0.580366866,0.652607426
Gwagwalada,Gwagwalada,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.555904987,0.578622846,0.648144758
Kuje,Kuje,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.448338859,0.498560793,0.53
Kwali,Kwali,Keana,0.293669986,0.458799891,0.449144913,0.409616992,1825,1095,2015,0.476055073,0.520161192,0.53
Bunkure,Bunkure,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.769743323,0.698564959,0.87742476
Abuja Municipal,Abuja Municipal,Keana,0.185869708,0.293070699,0.10915218,0.108772241,1825,1095,2015,0.500846708,0.538963989,0.535536339
Akko,Akko,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.430348191,0.484262319,0.53
Balanga,Balanga,Alkaleri,0.646288162,0.669843288,0.734304428,0.534427629,1825,1095,2015,0.625491041,0.623897182,0.752087661
Billiri,Billiri,Alkaleri,0.477240542,0.326848119,0.500971094,0.373369245,1825,1095,2015,0.209402585,0.305232023,0.53
Dukku,Dukku,Darazo,0.329822584,0.317092643,0.341829418,0.402085222,1825,1095,2015,0.67468816,0.652305857,0.805848475
Funakaye,Funakaye,Alkaleri,0.422019529,0.411304268,0.389512375,0.270218999,1825,1095,2015,0.631961788,0.627807972,0.759977431
Gombe,Gombe,Alkaleri,0.369015434,0.331898624,0.218919812,0.293341041,1825,1095,2015,0.497689178,0.536599101,0.53
Kaltungo,Kaltungo,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.500615672,0.538791259,0.534996603
Kwami,Kwami,Alkaleri,0.47466654,0.326848119,0.312875856,0.401364201,1825,1095,2015,0.528174359,0.559035931,0.595270043
Dala,Dala,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.582690135,0.59673093,0.692623794
Nafada,Nafada,Alkaleri,0.596288162,0.454625896,0.417637761,0.52059497,1825,1095,2015,0.699548844,0.665494757,0.828152091
Shomgom,Shomgom,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.393550536,0.454493674,0.53
Yamaltu-Deba,Yamaltu/Deba,Alkaleri,0.620097685,0.568911611,0.520201864,0.578287278,1825,1095,2015,0.541765398,0.568738538,0.622104449
Aboh-Mbaise,Aboh-Mbaise,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.366998982,0.432717137,0.53
Fagge,Fagge,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.567041099,0.586251328,0.667379557
Ehime-Mbano,Ehime-Mbano,Ngor-Okpala,0.314092133,0.278548036,0.151654762,0.145372931,1825,1095,2015,0.459803075,0.507563152,0.53
Ezinihitte,Ezinihitte,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.456817192,0.505227255,0.53
Ideato North,Ideato North,Oru West,0.344752281,0.166413692,0.128203616,0.130260271,1825,1095,2015,0.449066913,0.499135162,0.53
Ideato South,Ideato South,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.438565746,0.490817759,0.53
Ihitte-Uboma,Ihitte/Uboma,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.471133329,0.516367403,0.53
Ikeduru,Ikeduru,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.402638622,0.461899584,0.53
Isiala Mbano,Isiala Mbano,Ngor-Okpala,0.124698194,0.313842153,0.238387119,0.157448065,1825,1095,2015,0.468083262,0.514006846,0.53
Isu,Isu,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.310898215,0.386482512,0.53
Mbaitoli,Mbaitoli,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.257476859,0.343041421,0.53
Obowo,Obowo,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.461408625,0.508816551,0.53
Ngor-Okpala,Ngor-Okpala,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.247389039,0.334983127,0.53
Njaba,Njaba,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.25554311,0.341492273,0.53
Nkwerre,Nkwerre,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.404085994,0.463076205,0.53
Nwangele,Nwangele,Ngor-Okpala,0.314092133,0.231723271,0.151654762,0.184454817,1825,1095,2015,0.427322485,0.481838967,0.53
Oyo East,Oyo East,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.47806867,0.521707747,0.53
Oguta,Oguta,Oru West,0.344752281,0.27929333,0.189691822,0.07867297,1825,1095,2015,0.21360058,0.308468253,0.53
Ohaji-Egbema,Ohaji/Egbema,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.230681852,0.321773866,0.53
Okigwe,Okigwe,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.46132433,0.508750791,0.53
Orlu,Orlu,Oru West,0.344752281,0.155916706,0.155600912,0.096926938,1825,1095,2015,0.36849761,0.433950418,0.53
Orsu,Orsu,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.258149058,0.343580402,0.53
Oru East,Oru East,Oru West,0.344752281,0.166413692,0.128203616,0.108151428,1825,1095,2015,0.187100101,0.288284046,0.53
Oru West,Oru West,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.176205894,0.28016566,0.53
Owerri-Municipal,Owerri-Municipal,Oru West,0.344752281,0.166413692,0.128203616,0.181626776,1825,1095,2015,0.197408696,0.296064867,0.53
Tofa,Tofa,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.825591067,0.720682508,0.905574315
Owerri North,Owerri North,Ngor-Okpala,0.159330229,0.149976607,0.151654762,0.104629776,1825,1095,2015,0.244109669,0.332376349,0.53
Owerri West,Owerri West,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.204213478,0.301251273,0.53
Unuimo,Unuimo,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.474438578,0.518917277,0.53
Auyo,Auyo,Taura,0.586863733,0.613044754,0.542638157,0.745810357,1825,1095,2015,0.676553245,0.65332251,0.807625124
Babura,Babura,Babura,1,0.941728449,0.984080834,1,1825,1095,2015,0.754462934,0.691880002,0.868188342
Biriniwa,Biriniwa,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.694642094,0.662953681,0.823978675
Malam Madori,Malam Madori,Taura,0.883216316,0.728429369,0.656857271,0.982965654,1825,1095,2015,0.663624026,0.646183975,0.794941841
Birni Kudu,Birni Kudu,Takali,0.552777443,0.446230337,0.497177357,0.554373112,1825,1095,2015,0.79905925,0.710618621,0.893211932
Buji,Buji,Takali,0.552777443,0.446230337,0.497177357,0.554373112,1825,1095,2015,0.759566013,0.694143703,0.871355394
Jahun,Jahun,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.743526887,0.68692249,0.86110926
Dutse,Dutse,Takali,0.712756044,0.910594382,0.757221934,0.726519031,1825,1095,2015,0.790579855,0.707234774,0.888890043
Gagarawa,Gagarawa,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.716266925,0.673924789,0.841587323
Kafin Hausa,Kafin Hausa,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.673182764,0.651482047,0.804401654
Garki,Garki,Babura,1,0.945224952,0.924870308,0.909863586,1825,1095,2015,0.74078424,0.685656303,0.859269285
Gumel,Gumel,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.765232277,0.696620535,0.874774321
Guri,Guri,Taura,0.897502031,0.913044754,0.79538541,0.955041126,1825,1095,2015,0.666612333,0.647852757,0.79795062
Gwaram,Gwaram,Takali,0.552777443,0.446230337,0.497177357,0.554373112,1825,1095,2015,0.770852463,0.699039331,0.878066925
Gwiwa,Gwiwa,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.668371704,0.648829951,0.799699995
Hadejia,Hadejia,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.636447966,0.630488544,0.765292356
Kaugama,Kaugama,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.649987707,0.638425145,0.780594335
Kazaure,Kazaure,Babura,0.873343895,0.821146328,0.701673427,0.893609717,1825,1095,2015,0.72677407,0.679043778,0.849445164
Kiri Kasamma,Kiri Kasamma,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.673959786,0.651907622,0.805149877
Tsanyawa,Tsanyawa,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.716116255,0.673850382,0.84147145
Miga,Miga,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.71898178,0.675260641,0.84365949
Ringim,Ringim,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.733954558,0.682463107,0.85457057
Roni,Roni,Babura,0.928921348,1,0.949080834,1,1825,1095,2015,0.684763375,0.657745318,0.815241367
Taura,Taura,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.802187286,0.711846173,0.894758953
Yankwashi,Yankwashi,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.686545172,0.658693878,0.816851147
kiyawa,Kiyawa,Takali,0.552777443,0.446230337,0.497177357,0.554373112,1825,1095,2015,0.77870611,0.702356647,0.88250928
Dutsi,Dutsi,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.62280068,0.622255799,0.748727773
Birnin-Gwari,Birnin-Gwari,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.585660468,0.598687691,0.697190257
Kajuru,Kajuru,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.492999945,0.533070449,0.53
Chikun,Chikun,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.576988044,0.59294545,0.683659429
Giwa,Giwa,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.58231661,0.596484125,0.692044587
Koko-Besse,Koko/Besse,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.576157564,0.592390938,0.682331749
Igabi,Igabi,Soba,0.825958171,0.629619964,0.536576289,0.734748447,1825,1095,2015,0.531995981,0.561783675,0.603000351
Ikara,Ikara,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.757882326,0.693400299,0.870319807
Jaba,Jaba,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.493173179,0.533201155,0.53
Ogori-Mangongo,Ogori/Mangongo,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.310733482,0.386347145,0.53
Jema'a,Jema'a,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.50980792,0.545625437,0.556011152
Kachia,Kachia,Ngor-Okpala,0.202787299,0.231723271,0.151654762,0.21059144,1825,1095,2015,0.53616272,0.564762281,0.611262696
Kaduna North,Kaduna North,Soba,0.704847994,0.718435754,0.485807058,0.484293074,1825,1095,2015,0.657446265,0.642698146,0.788569436
Kudan,Kudan,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.715360241,0.673476599,0.840888649
Kagarko,Kagarko,Oke-Ero,0.484805081,0.825804729,0.729206884,0.780723262,1825,1095,2015,0.616828924,0.618580297,0.741098716
Kaura,Kaura,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.544538981,0.570694568,0.627359869
Kauru,Kauru,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.435728811,0.488559081,0.53
Kubau,Kubau,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.686299075,0.658563106,0.816629708
Lere,Lere,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.49638178,0.535617259,0.53
Markafi,Markafi,Gwarzo,0.822365401,0.683738532,0.752854995,0.81503938,1825,1095,2015,0.721594857,0.676537716,0.845626179
Sabon-Gari,Sabon-Gari,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.655108883,0.641366645,0.7861038
Sanga,Sanga,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.447246758,0.49769857,0.53
Soba,Soba,Soba,0.593641098,0.540551138,0.359433432,0.484748447,1825,1095,2015,0.582055388,0.596311426,0.69163886
Zango-Kataf,Zango-Kataf,Soba,0.865905274,0.902287771,0.899527292,0.841632516,1825,1095,2015,0.379476754,0.442972479,0.53
Zaria,Zaria,Soba,0.694398673,0.889269087,0.80748538,0.659351622,1825,1095,2015,0.608376269,0.6133025,0.729885298
Kaduna South,Kaduna South,Soba,0.795258445,0.783035002,0.73649393,0.688435953,1825,1095,2015,0.679569503,0.654957316,0.810461616
Bichi,Bichi,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.768444039,0.698007406,0.876667763
Ajingi,Ajingi,Taura,0.836632465,0.513044754,0.554783906,0.648374459,1825,1095,2015,0.772623248,0.699793659,0.879084496
Albasu,Albasu,Takali,0.526248107,0.394757278,0.320408747,0.463026968,1825,1095,2015,0.794967768,0.70899614,0.891150238
Bagwai,Bagwai,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.804608217,0.712788613,0.895939203
Bebeji,Bebeji,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.827726878,0.721458816,0.906498016
Dambatta,Dambatta,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.74901951,0.689430592,0.864715454
Dawakin Kudu,Dawakin Kudu,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.806145696,0.713383698,0.896681122
Dawakin Tofa,Dawakin Tofa,Taura,0.520578954,0.404711421,0.311868926,0.369943087,1825,1095,2015,0.798723746,0.710486296,0.893044511
Doguwa,Doguwa,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.698189254,0.664793709,0.827006498
Gabasawa,Gabasawa,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.749885825,0.689822821,0.86527481
Garko,Garko,Gwarzo,0.865468849,0.595503238,0.527480685,0.619363408,1825,1095,2015,0.768838005,0.698176678,0.876897841
Garum Mallam,Garum Mallam,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.862288859,0.733346686,0.920125898
