LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
Aninri,Aninri,Oru West,0,1095,2010,0.430439768,0.484335586,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Oredo,Oredo,Uzo-Uwani,0,1095,2010,0.382076571,0.445104909,0.53,0.132714912,0.074567206,0.067921762,0.080523576
Orhionmwon,Orhionmwon,Uzo-Uwani,0,1095,2010,0.335936711,0.407105953,0.53,0.132714912,0.074567206,0.067921762,0.080523576
Ovia North East,Ovia North East,Owan East,0,1095,2010,0.337624396,0.408498179,0.53,0.133333333,0.152454404,0.09921015,0.128205128
Ovia South West,Ovia South West,Akinyele,0,1095,2010,0.363545715,0.429873962,0.53,0.030541734,0.009079867,0.003972784,0.019339683
Owan East,Owan East,Owan East,0,1095,2010,0.315089802,0.389928709,0.53,0.135833315,0.152454404,0.09921015,0.178525365
Owan West,Owan West,Owan East,0,1095,2010,0.389346565,0.451058274,0.53,0.135833315,0.152454404,0.09921015,0.178525365
Uhunmwonde,Uhunmwonde,Owan East,0,1095,2010,0.3888156,0.450623986,0.53,0.032258065,0.083333333,0.09921015,0.016393443
Ado Ekiti,Ado Ekiti,Owan East,0,1095,2010,0.357399296,0.424809523,0.53,0.066666667,0.333333333,0.09921015,0.071428571
Efon-Alayee,Efon-Alayee,Oke-Ero,0,1095,2010,0.32342441,0.396790109,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Ekiti East,Ekiti East,Oke-Ero,0,1095,2010,0.342294717,0.412351259,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Ekiti South West,Ekiti South West,Oke-Ero,0,1095,2010,0.434979733,0.487961894,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Awgu,Awgu,Oru West,0,1095,2010,0.428474781,0.482762456,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Ekiti West,Ekiti West,Oke-Ero,0,1095,2010,0.332828195,0.404541983,0.53,0.083333333,0.138120033,0.087266194,0.254545455
Emure,Emure,Oke-Ero,0,1095,2010,0.372039671,0.436863758,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Gboyin,Gboyin,Obubra,0,1095,2010,0.286540024,0.36654315,0.53,0.276762984,0.182743565,0.131962766,0.21025261
Idosi-Osi,Idosi-Osi,Oke-Ero,0,1095,2010,0.302701283,0.379754213,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Ijero,Ijero,Oke-Ero,0,1095,2010,0.264220599,0.348459432,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Ikere,Ikere,Owan East,0,1095,2010,0.456857423,0.50525877,0.53,0.135833315,0.152454404,0.09921015,0.178525365
Ikole,Ikole,Oke-Ero,0,1095,2010,0.320812672,0.394638898,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Ilemeji,Ilemeji,Oke-Ero,0,1095,2010,0.308389127,0.384421328,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Irepodun-Ifelodun,Irepodun/Ifelodun,Oke-Ero,0,1095,2010,0.314066122,0.38908676,0.53,0.201898974,0.216382906,0.138669989,0.144519845
Ise-Orun,Ise/Orun,Oke-Ero,0,1095,2010,0.409896538,0.467791215,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Moba,Moba,Oke-Ero,0,1095,2010,0.282164723,0.362981752,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Oye,Oye,Oke-Ero,0,1095,2010,0.299868816,0.377433124,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Ezeagu,Ezeagu,Uzo-Uwani,0,1095,2010,0.415961311,0.472696867,0.53,0.235294118,0.074567206,0.067921762,0.048387097
Igbo-Etiti,Igbo-Etiti,Uzo-Uwani,0,1095,2010,0.38332308,0.44612671,0.53,0.132714912,0.074567206,0.067921762,0.080523576
Igbo-Eze North,Igbo-Eze North,Uzo-Uwani,0,1095,2010,0.332315805,0.404119407,0.53,0.12,0.074567206,0.034482759,0.080523576
Igbo-Eze South,Igbo-Eze South,Uzo-Uwani,0,1095,2010,0.361653388,0.428315236,0.53,0.132714912,0.074567206,0.067921762,0.080523576
Isi-Uzo,Isi-Uzo,Owan East,0,1095,2010,0.425114132,0.480067127,0.53,0.135833315,0.152454404,0.09921015,0.178525365
Nkanu East,Nkanu East,Owan East,0,1095,2010,0.414364125,0.471406566,0.53,0.135833315,0.152454404,0.09921015,0.178525365
Nkanu West,Nkanu West,Uzo-Uwani,0,1095,2010,0.464287853,0.511059551,0.53,0.117528001,0.074567206,0.067921762,0.026732782
Nsukka,Nsukka,Uzo-Uwani,0,1095,2010,0.391481406,0.452803528,0.53,0.085714286,0.074567206,0.067921762,0.014492754
Oji-River,Oji-River,Oru West,0,1095,2010,0.407484101,0.465835335,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Udenu,Udenu,Uzo-Uwani,0,1095,2010,0.38139738,0.444547985,0.53,0.132714912,0.074567206,0.067921762,0.080523576
Udi,Udi,Uzo-Uwani,0,1095,2010,0.379547492,0.443030522,0.53,0.132714912,0.074567206,0.067921762,0.080523576
Uzo-Uwani,Uzo-Uwani,Uzo-Uwani,0,1095,2010,0.404737188,0.463605313,0.53,0.132714912,0.074567206,0.067921762,0.080523576
Ahiazu-Mbaise,Ahiazu-Mbaise,Ngor-Okpala,0,1095,2010,0.4502266,0.500049325,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Abaji,Abaji,Keana,0,1095,2010,0.476373849,0.520406247,0.53,0.086924687,0.045651648,0.033072808,0.087141812
Bwari,Bwari,Giwa,0,1095,2010,0.558433035,0.580366866,0.53,0.134165323,0.082396302,0.070950298,0.163309298
Gwagwalada,Gwagwalada,Keana,0,1095,2010,0.555904987,0.578622846,0.53,0.086924687,0.045651648,0.064516129,0.050847458
Kuje,Kuje,Keana,0,1095,2010,0.448338859,0.498560793,0.53,0.086924687,0.045651648,0.033072808,0.087141812
Kwali,Kwali,Keana,0,1095,2010,0.476055073,0.520161192,0.53,0.086924687,0.045651648,0.033072808,0.087141812
Bunkure,Bunkure,Gwarzo,0,1095,2010,0.769743323,0.698564959,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Abuja Municipal,Abuja Municipal,Keana,0,1095,2010,0.500846708,0.538963989,0.53,0.086924687,0.045651648,0.033072808,0.012632636
Akko,Akko,Alkaleri,0,1095,2010,0.430348191,0.484262319,0.53,0.511627907,0.266666667,0.230769231,0.630769231
Balanga,Balanga,Alkaleri,0,1095,2010,0.625491041,0.623897182,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Billiri,Billiri,Alkaleri,0,1095,2010,0.209402585,0.305232023,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Dukku,Dukku,Darazo,0,1095,2010,0.67468816,0.652305857,0.53,0.567231922,0.209456943,0.123894573,0.688717245
Funakaye,Funakaye,Alkaleri,0,1095,2010,0.631961788,0.627807972,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Gombe,Gombe,Alkaleri,0,1095,2010,0.497689178,0.536599101,0.53,0.7,0.666666667,0.705882353,0.568965517
Kaltungo,Kaltungo,Alkaleri,0,1095,2010,0.500615672,0.538791259,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Kwami,Kwami,Alkaleri,0,1095,2010,0.528174359,0.559035931,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Dala,Dala,Alkaleri,0,1095,2010,0.582690135,0.59673093,0.53,0.34375,0.217391304,0.136363636,0.257575758
Nafada,Nafada,Alkaleri,0,1095,2010,0.699548844,0.665494757,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Shomgom,Shomgom,Alkaleri,0,1095,2010,0.393550536,0.454493674,0.53,0.847457627,0.636363636,0.5,0.8125
Yamaltu-Deba,Yamaltu/Deba,Alkaleri,0,1095,2010,0.541765398,0.568738538,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Aboh-Mbaise,Aboh-Mbaise,Ngor-Okpala,0,1095,2010,0.366998982,0.432717137,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Fagge,Fagge,Alkaleri,0,1095,2010,0.567041099,0.586251328,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Ehime-Mbano,Ehime-Mbano,Ngor-Okpala,0,1095,2010,0.459803075,0.507563152,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Ezinihitte,Ezinihitte,Ngor-Okpala,0,1095,2010,0.456817192,0.505227255,0.53,0.045454545,0.10469624,0.070636395,0.034482759
Ideato North,Ideato North,Oru West,0,1095,2010,0.449066913,0.499135162,0.53,0.343098592,0.295986276,0.219999637,0.019230769
Ideato South,Ideato South,Ngor-Okpala,0,1095,2010,0.438565746,0.490817759,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Ihitte-Uboma,Ihitte/Uboma,Ngor-Okpala,0,1095,2010,0.471133329,0.516367403,0.53,0.111873819,0.10469624,0.166666667,0.013157895
Ikeduru,Ikeduru,Ngor-Okpala,0,1095,2010,0.402638622,0.461899584,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Isiala Mbano,Isiala Mbano,Ngor-Okpala,0,1095,2010,0.468083262,0.514006846,0.53,0.051155652,0.131218225,0.034098256,0.060692501
Isu,Isu,Ngor-Okpala,0,1095,2010,0.310898215,0.386482512,0.53,0.181818182,0.076923077,0.070636395,0.043478261
Mbaitoli,Mbaitoli,Ngor-Okpala,0,1095,2010,0.257476859,0.343041421,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Obowo,Obowo,Ngor-Okpala,0,1095,2010,0.461408625,0.508816551,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Ngor-Okpala,Ngor-Okpala,Ngor-Okpala,0,1095,2010,0.247389039,0.334983127,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Njaba,Njaba,Ngor-Okpala,0,1095,2010,0.25554311,0.341492273,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Nkwerre,Nkwerre,Ngor-Okpala,0,1095,2010,0.404085994,0.463076205,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Nwangele,Nwangele,Ngor-Okpala,0,1095,2010,0.427322485,0.481838967,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Oyo East,Oyo East,Akinyele,0,1095,2010,0.47806867,0.521707747,0.53,0.030541734,0.009079867,0.003972784,0.019339683
Oguta,Oguta,Oru West,0,1095,2010,0.21360058,0.308468253,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Ohaji-Egbema,Ohaji/Egbema,Oru West,0,1095,2010,0.230681852,0.321773866,0.53,0.238095238,0.111111111,0.142857143,0.363636364
Okigwe,Okigwe,Ngor-Okpala,0,1095,2010,0.46132433,0.508750791,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Orlu,Orlu,Oru West,0,1095,2010,0.36849761,0.433950418,0.53,0.028571429,0.295986276,0.219999637,0.304709624
Orsu,Orsu,Oru West,0,1095,2010,0.258149058,0.343580402,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Oru East,Oru East,Oru West,0,1095,2010,0.187100101,0.288284046,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Oru West,Oru West,Oru West,0,1095,2010,0.176205894,0.28016566,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Owerri-Municipal,Owerri-Municipal,Oru West,0,1095,2010,0.197408696,0.296064867,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Tofa,Tofa,Taura,0,1095,2010,0.825591067,0.720682508,0.53,0.605263158,0.2,0.206896552,0.507692308
Owerri North,Owerri North,Ngor-Okpala,0,1095,2010,0.244109669,0.332376349,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Owerri West,Owerri West,Ngor-Okpala,0,1095,2010,0.204213478,0.301251273,0.53,0.043478261,0.111111111,0.153846154,0.042553191
Unuimo,Unuimo,Ngor-Okpala,0,1095,2010,0.474438578,0.518917277,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Auyo,Auyo,Taura,0,1095,2010,0.676553245,0.65332251,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Babura,Babura,Babura,0,1095,2010,0.754462934,0.691880002,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Biriniwa,Biriniwa,Taura,0,1095,2010,0.694642094,0.662953681,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Malam Madori,Malam Madori,Taura,0,1095,2010,0.663624026,0.646183975,0.53,0.673913043,0.454545455,0.454545455,0.75
Birni Kudu,Birni Kudu,Takali,0,1095,2010,0.79905925,0.710618621,0.53,0.736842105,0.555555556,0.214285714,0.745762712
Buji,Buji,Takali,0,1095,2010,0.759566013,0.694143703,0.53,0.400642128,0.283668296,0.217614664,0.436970727
Jahun,Jahun,Taura,0,1095,2010,0.743526887,0.68692249,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Dutse,Dutse,Takali,0,1095,2010,0.790579855,0.707234774,0.53,0.400642128,0.283668296,0.217614664,0.436970727
Gagarawa,Gagarawa,Taura,0,1095,2010,0.716266925,0.673924789,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Kafin Hausa,Kafin Hausa,Taura,0,1095,2010,0.673182764,0.651482047,0.53,0.28125,0.315789474,0.238095238,0.480769231
Garki,Garki,Babura,0,1095,2010,0.74078424,0.685656303,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Gumel,Gumel,Babura,0,1095,2010,0.765232277,0.696620535,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Guri,Guri,Taura,0,1095,2010,0.666612333,0.647852757,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Gwaram,Gwaram,Takali,0,1095,2010,0.770852463,0.699039331,0.53,0.756756757,0.47826087,0.321428571,0.775510204
Gwiwa,Gwiwa,Babura,0,1095,2010,0.668371704,0.648829951,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Hadejia,Hadejia,Taura,0,1095,2010,0.636447966,0.630488544,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Kaugama,Kaugama,Taura,0,1095,2010,0.649987707,0.638425145,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Kazaure,Kazaure,Babura,0,1095,2010,0.72677407,0.679043778,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Kiri Kasamma,Kiri Kasamma,Taura,0,1095,2010,0.673959786,0.651907622,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Tsanyawa,Tsanyawa,Gwarzo,0,1095,2010,0.716116255,0.673850382,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Miga,Miga,Taura,0,1095,2010,0.71898178,0.675260641,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Ringim,Ringim,Taura,0,1095,2010,0.733954558,0.682463107,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Roni,Roni,Babura,0,1095,2010,0.684763375,0.657745318,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Taura,Taura,Taura,0,1095,2010,0.802187286,0.711846173,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Yankwashi,Yankwashi,Babura,0,1095,2010,0.686545172,0.658693878,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Kiyawa,Kiyawa,Takali,0,1095,2010,0.77870611,0.702356647,0.53,0.400642128,0.283668296,0.217614664,0.436970727
Dutsi,Dutsi,Rimi,0,1095,2010,0.62280068,0.622255799,0.53,0.040520796,0.030875136,0.076420761,0.070829726
Birnin-Gwari,Birnin-Gwari,Giwa,0,1095,2010,0.585660468,0.598687691,0.53,0.442307692,0.208333333,0.138888889,0.414285714
Kajuru,Kajuru,Soba,0,1095,2010,0.492999945,0.533070449,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Chikun,Chikun,Soba,0,1095,2010,0.576988044,0.59294545,0.53,0.588235294,0.411764706,0.285714286,0.453125
Giwa,Giwa,Giwa,0,1095,2010,0.58231661,0.596484125,0.53,0.134165323,0.082396302,0.070950298,0.163309298
Koko-Besse,Koko/Besse,Birnin Kebbi,0,1095,2010,0.576157564,0.592390938,0.53,0.25,0.157894737,0.0625,0.31147541
Igabi,Igabi,Soba,0,1095,2010,0.531995981,0.561783675,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Ikara,Ikara,Soba,0,1095,2010,0.757882326,0.693400299,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Jaba,Jaba,Oke-Ero,0,1095,2010,0.493173179,0.533201155,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Ogori-Mangongo,Ogori/Mangongo,Owan East,0,1095,2010,0.310733482,0.386347145,0.53,0.135833315,0.152454404,0.09921015,0.178525365
Jema'a,Jema'a,Soba,0,1095,2010,0.50980792,0.545625437,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Kachia,Kachia,Ngor-Okpala,0,1095,2010,0.53616272,0.564762281,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Kaduna North,Kaduna North,Soba,0,1095,2010,0.657446265,0.642698146,0.53,0.583333333,0.428571429,0.178571429,0.3
Kudan,Kudan,Giwa,0,1095,2010,0.715360241,0.673476599,0.53,0.134165323,0.082396302,0.070950298,0.163309298
Kagarko,Kagarko,Oke-Ero,0,1095,2010,0.616828924,0.618580297,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Kaura,Kaura,Soba,0,1095,2010,0.544538981,0.570694568,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Kauru,Kauru,Soba,0,1095,2010,0.435728811,0.488559081,0.53,0.8,0.75,0.465116279,0.508474576
Kubau,Kubau,Soba,0,1095,2010,0.686299075,0.658563106,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Lere,Lere,Soba,0,1095,2010,0.49638178,0.535617259,0.53,0.628571429,0.8,0.466666667,0.603174603
Markafi,Markafi,Gwarzo,0,1095,2010,0.721594857,0.676537716,0.53,0.183673469,0.096774194,0.08,0.265625
Sabon-Gari,Sabon-Gari,Soba,0,1095,2010,0.655108883,0.641366645,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Sanga,Sanga,Soba,0,1095,2010,0.447246758,0.49769857,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Soba,Soba,Soba,0,1095,2010,0.582055388,0.596311426,0.53,0.525,0.357142857,0.260869565,0.457627119
Zango-Kataf,Zango-Kataf,Soba,0,1095,2010,0.379476754,0.442972479,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Zaria,Zaria,Soba,0,1095,2010,0.608376269,0.6133025,0.53,0.5,0.516129032,0.233333333,0.485714286
Kaduna South,Kaduna South,Soba,0,1095,2010,0.679569503,0.654957316,0.53,0.44909474,0.414473139,0.26251721,0.366416238
Bichi,Bichi,Gwarzo,0,1095,2010,0.768444039,0.698007406,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Ajingi,Ajingi,Taura,0,1095,2010,0.772623248,0.699793659,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Albasu,Albasu,Takali,0,1095,2010,0.794967768,0.70899614,0.53,0.400642128,0.283668296,0.217614664,0.436970727
Bagwai,Bagwai,Babura,0,1095,2010,0.804608217,0.712788613,0.53,0.551724138,0.260869565,0.166666667,0.525423729
Bebeji,Bebeji,Gwarzo,0,1095,2010,0.827726878,0.721458816,0.53,0.509433962,0.290322581,0.34375,0.446153846
Dambatta,Dambatta,Babura,0,1095,2010,0.74901951,0.689430592,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Dawakin Kudu,Dawakin Kudu,Gwarzo,0,1095,2010,0.806145696,0.713383698,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Dawakin Tofa,Dawakin Tofa,Taura,0,1095,2010,0.798723746,0.710486296,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Doguwa,Doguwa,Giwa,0,1095,2010,0.698189254,0.664793709,0.53,0.134165323,0.082396302,0.070950298,0.163309298
Gabasawa,Gabasawa,Taura,0,1095,2010,0.749885825,0.689822821,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Garko,Garko,Gwarzo,0,1095,2010,0.768838005,0.698176678,0.53,0.75,0.583333333,0.470588235,0.538461538
Garum Mallam,Garum Mallam,Gwarzo,0,1095,2010,0.862288859,0.733346686,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Gaya,Gaya,Gwarzo,0,1095,2010,0.763092032,0.695689515,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Gezawa,Gezawa,Gwarzo,0,1095,2010,0.80805322,0.714118308,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Gwale,Gwale,Alkaleri,0,1095,2010,0.600920439,0.608574402,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Gwarzo,Gwarzo,Gwarzo,0,1095,2010,0.823387017,0.719876187,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Kabo,Kabo,Gwarzo,0,1095,2010,0.81249578,0.71581337,0.53,0.52173913,0.2,0.178571429,0.419354839
Kano Municipal,Kano Municipal,Alkaleri,0,1095,2010,0.636999309,0.630816237,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Karaye,Karaye,Gwarzo,0,1095,2010,0.844998327,0.727556296,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Kibiya,Kibiya,Gwarzo,0,1095,2010,0.813323711,0.716126831,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Kiru,Kiru,Gwarzo,0,1095,2010,0.826693612,0.721083872,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Kumbotso,Kumbotso,Taura,0,1095,2010,0.728034042,0.679648396,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Yagba West,Yagba West,Oke-Ero,0,1095,2010,0.304086126,0.380889805,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Kunchi,Kunchi,Babura,0,1095,2010,0.729388444,0.680296131,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Kura,Kura,Gwarzo,0,1095,2010,0.796070741,0.70943541,0.53,0.464285714,0.111111111,0.181818182,0.50877193
Madobi,Madobi,Taura,0,1095,2010,0.853563186,0.730463144,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Makoda,Makoda,Babura,0,1095,2010,0.698126715,0.664761406,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Ekiti,Ekiti,Oke-Ero,0,1095,2010,0.316166435,0.390814415,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Minjibir,Minjibir,Taura,0,1095,2010,0.765361635,0.696676631,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Nasarawa1,Nasarawa1,Alkaleri,0,1095,2010,0.596034944,0.605439633,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Rano,Rano,Gwarzo,0,1095,2010,0.827920103,0.721528803,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Rimin Gado,Rimin Gado,Gwarzo,0,1095,2010,0.821146228,0.719050977,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Bindawa,Bindawa,Rimi,0,1095,2010,0.7272811,0.679287322,0.53,0.06122449,0.043478261,0.125,0.096153846
Rogo,Rogo,Gwarzo,0,1095,2010,0.768098821,0.697858927,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Shanono,Shanono,Gwarzo,0,1095,2010,0.799731381,0.710883327,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Sumaila,Sumaila,Takali,0,1095,2010,0.700387319,0.665925938,0.53,0.400642128,0.283668296,0.217614664,0.436970727
Takali,Takali,Takali,0,1095,2010,0.795192474,0.709085745,0.53,0.400642128,0.283668296,0.217614664,0.436970727
Tarauni,Tarauni,Alkaleri,0,1095,2010,0.628535688,0.625743826,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Tudun Wada,Tudun Wada,Gwarzo,0,1095,2010,0.765017665,0.696527424,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Ungogo,Ungogo,Taura,0,1095,2010,0.67144052,0.650525031,0.53,0.464285714,0.3125,0.214285714,0.467741935
Warawa,Warawa,Gwarzo,0,1095,2010,0.807358735,0.713851327,0.53,0.519230769,0.321428571,0.148148148,0.376811594
Wudil,Wudil,Gwarzo,0,1095,2010,0.764562514,0.696329773,0.53,0.555555556,0.392857143,0.2,0.549295775
Daura,Daura,Babura,0,1095,2010,0.575080323,0.591670466,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Bakori,Bakori,Gwarzo,0,1095,2010,0.670473637,0.649992258,0.53,0.420322503,0.246546353,0.19216149,0.376232249
Batagarawa,Batagarawa,Rimi,0,1095,2010,0.663607785,0.646174875,0.53,0.040520796,0.030875136,0.076420761,0.070829726
Batsari,Batsari,Rimi,0,1095,2010,0.697059776,0.664209538,0.53,0.040520796,0.030875136,0.076420761,0.070829726
Charanchi,Charanchi,Rimi,0,1095,2010,0.738728442,0.684701159,0.53,0.040520796,0.030875136,0.076420761,0.070829726
Dan Musa,Dan Musa,Rimi,0,1095,2010,0.814381216,0.7165261,0.53,0.040520796,0.030875136,0.076420761,0.070829726
Dandume,Dandume,Giwa,0,1095,2010,0.480345251,0.523452319,0.53,0.117647059,0.071428571,0.125,0.127272727
Danja,Danja,Giwa,0,1095,2010,0.615786128,0.617933944,0.53,0.134165323,0.082396302,0.070950298,0.163309298
Dutsin-Ma,Dutsin-Ma,Rimi,0,1095,2010,0.731600297,0.681349048,0.53,0.040520796,0.030875136,0.076420761,0.070829726
Faskari,Faskari,Giwa,0,1095,2010,0.713932669,0.672768838,0.53,0.134165323,0.082396302,0.070950298,0.163309298
Funtua,Funtua,Gwarzo,0,1095,2010,0.500280747,0.538540771,0.53,0.420322503,0.246546353,0.19216149,0.376232249
