LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases,start_day_override
Tarka,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
Tarmua,Rimi,NA,0.209995572,0.209995572,0,196,2020,1,0.8,1
Tarmua,Rimi,NA,0.452015469,0.452015469,196,154,2020,2,0.8,1
Tarmua,Rimi,NA,0.458546331,0.458546331,350,212,2021,3,0.49,1
Tarmua,Rimi,NA,0.689814454,0.689814454,562,154,2021,4,0.539,1
Tarmua,Rimi,NA,0.698529271,0.698529271,716,202,2022,5,0.588,1
Tarmua,Rimi,NA,0.707286086,0.707286086,918,159,2022,6,0.637,1
Tarmua,Rimi,NA,0.8,0.8,1077,219,2023,7,0.686,1
Tarmua,Rimi,NA,0.8,0.8,1296,136,2023,8,0.735,1
Tarmua,Rimi,NA,0.8,0.8,1432,218,2024,9,0.784,1
Tarmua,Rimi,NA,0.8,0.8,1650,151,2024,10,0.8,1
Tarmua,Rimi,NA,0.8,0.8,1801,185,2025,11,0.8,1
Tarmua,Rimi,NA,0.8,0.8,1986,183,2025,12,0.8,1
Taura,Taura,NA,0.411764706,0.411764706,0,196,2020,1,0.8,1
Taura,Taura,NA,0.432352941,0.432352941,196,154,2020,2,0.8,1
Taura,Taura,NA,0.436470588,0.436470588,350,212,2021,3,0.8,1
Taura,Taura,NA,0.440588235,0.440588235,562,154,2021,4,0.49,1
Taura,Taura,NA,0.444705882,0.444705882,716,202,2022,5,0.539,1
Taura,Taura,NA,0.44882353,0.44882353,918,159,2022,6,0.588,1
Taura,Taura,NA,0.452941177,0.452941177,1077,219,2023,7,0.637,1
Taura,Taura,NA,0.461176471,0.461176471,1296,136,2023,8,0.686,1
Taura,Taura,NA,0.617647059,0.617647059,1432,218,2024,9,0.735,1
Taura,Taura,NA,0.8,0.8,1650,151,2024,10,0.784,1
Taura,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
Taura,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
Tofa,Taura,NA,0.230769231,0.230769231,0,196,2020,1,0.8,1
Tofa,Taura,NA,0.49673077,0.49673077,196,154,2020,2,0.8,1
Tofa,Taura,NA,0.503907693,0.503907693,350,212,2021,3,0.8,1
Tofa,Taura,NA,0.758053847,0.758053847,562,154,2021,4,0.8,1
Tofa,Taura,NA,0.76763077,0.76763077,716,202,2022,5,0.49,1
Tofa,Taura,NA,0.777253847,0.777253847,918,159,2022,6,0.539,1
Tofa,Taura,NA,0.8,0.8,1077,219,2023,7,0.588,1
Tofa,Taura,NA,0.8,0.8,1296,136,2023,8,0.637,1
Tofa,Taura,NA,0.8,0.8,1432,218,2024,9,0.686,1
Tofa,Taura,NA,0.8,0.8,1650,151,2024,10,0.735,1
Tofa,Taura,NA,0.8,0.8,1801,185,2025,11,0.784,1
Tofa,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
Toro,Giwa,NA,0.204617808,0.204617808,0,196,2020,1,0.8,1
Toro,Giwa,NA,0.440439832,0.440439832,196,154,2020,2,0.8,1
Toro,Giwa,NA,0.446803446,0.446803446,350,212,2021,3,0.8,1
Toro,Giwa,NA,0.672149037,0.672149037,562,154,2021,4,0.8,1
Toro,Giwa,NA,0.680640677,0.680640677,716,202,2022,5,0.8,1
Toro,Giwa,NA,0.689173239,0.689173239,918,159,2022,6,0.49,1
Toro,Giwa,NA,0.8,0.8,1077,219,2023,7,0.539,1
Toro,Giwa,NA,0.8,0.8,1296,136,2023,8,0.588,1
Toro,Giwa,NA,0.8,0.8,1432,218,2024,9,0.637,1
Toro,Giwa,NA,0.8,0.8,1650,151,2024,10,0.686,1
Toro,Giwa,NA,0.8,0.8,1801,185,2025,11,0.735,1
Toro,Giwa,NA,0.8,0.8,1986,183,2025,12,0.784,1
Toto,Keana,NA,0.177187213,0.177187213,0,196,2020,1,0.8,1
Toto,Keana,NA,0.381395476,0.381395476,196,154,2020,2,0.8,1
Toto,Keana,NA,0.386905998,0.386905998,350,212,2021,3,0.8,1
Toto,Keana,NA,0.582042276,0.582042276,562,154,2021,4,0.8,1
Toto,Keana,NA,0.589395545,0.589395545,716,202,2022,5,0.8,1
Toto,Keana,NA,0.596784252,0.596784252,918,159,2022,6,0.8,1
Toto,Keana,NA,0.799114331,0.799114331,1077,219,2023,7,0.49,1
Toto,Keana,NA,0.8,0.8,1296,136,2023,8,0.539,1
Toto,Keana,NA,0.8,0.8,1432,218,2024,9,0.588,1
Toto,Keana,NA,0.8,0.8,1650,151,2024,10,0.637,1
Toto,Keana,NA,0.8,0.8,1801,185,2025,11,0.686,1
Toto,Keana,NA,0.8,0.8,1986,183,2025,12,0.735,1
Toungo,Keana,NA,0.071428571,0.071428571,0,196,2020,1,0.784,1
Toungo,Keana,NA,0.142857142,0.142857142,196,154,2020,2,0.8,1
Toungo,Keana,NA,0.378571426,0.378571426,350,212,2021,3,0.8,1
Toungo,Keana,NA,0.8,0.8,562,154,2021,4,0.8,1
Toungo,Keana,NA,0.8,0.8,716,202,2022,5,0.8,1
Toungo,Keana,NA,0.8,0.8,918,159,2022,6,0.8,1
Toungo,Keana,NA,0.8,0.8,1077,219,2023,7,0.8,1
Toungo,Keana,NA,0.8,0.8,1296,136,2023,8,0.49,1
Toungo,Keana,NA,0.8,0.8,1432,218,2024,9,0.539,1
Toungo,Keana,NA,0.8,0.8,1650,151,2024,10,0.588,1
Toungo,Keana,NA,0.8,0.8,1801,185,2025,11,0.637,1
Toungo,Keana,NA,0.8,0.8,1986,183,2025,12,0.686,1
Tsafe,Takali,NA,0.034150989,0.034150989,0,196,2020,1,0.735,1
Tsafe,Takali,NA,0.068301978,0.068301978,196,154,2020,2,0.784,1
Tsafe,Takali,NA,0.372860498,0.372860498,350,212,2021,3,0.8,1
Tsafe,Takali,NA,0.548123373,0.548123373,562,154,2021,4,0.8,1
Tsafe,Takali,NA,0.737661362,0.737661362,716,202,2022,5,0.8,1
Tsafe,Takali,NA,0.8,0.8,918,159,2022,6,0.8,1
Tsafe,Takali,NA,0.8,0.8,1077,219,2023,7,0.8,1
Tsafe,Takali,NA,0.8,0.8,1296,136,2023,8,0.8,1
Tsafe,Takali,NA,0.8,0.8,1432,218,2024,9,0.49,1
Tsafe,Takali,NA,0.8,0.8,1650,151,2024,10,0.539,1
Tsafe,Takali,NA,0.8,0.8,1801,185,2025,11,0.588,1
Tsafe,Takali,NA,0.8,0.8,1986,183,2025,12,0.637,1
Tsanyawa,Gwarzo,NA,0.172172547,0.172172547,0,196,2020,1,0.686,1
Tsanyawa,Gwarzo,NA,0.370601407,0.370601407,196,154,2020,2,0.735,1
Tsanyawa,Gwarzo,NA,0.375955974,0.375955974,350,212,2021,3,0.784,1
Tsanyawa,Gwarzo,NA,0.5655696,0.5655696,562,154,2021,4,0.8,1
Tsanyawa,Gwarzo,NA,0.57271476,0.57271476,716,202,2022,5,0.8,1
Tsanyawa,Gwarzo,NA,0.579894356,0.579894356,918,159,2022,6,0.8,1
Tsanyawa,Gwarzo,NA,0.776498187,0.776498187,1077,219,2023,7,0.8,1
Tsanyawa,Gwarzo,NA,0.794473001,0.794473001,1296,136,2023,8,0.8,1
Tsanyawa,Gwarzo,NA,0.8,0.8,1432,218,2024,9,0.8,1
Tsanyawa,Gwarzo,NA,0.8,0.8,1650,151,2024,10,0.49,1
Tsanyawa,Gwarzo,NA,0.8,0.8,1801,185,2025,11,0.539,1
Tsanyawa,Gwarzo,NA,0.8,0.8,1986,183,2025,12,0.588,1
Tudun Wada,Gwarzo,NA,0.087906934,0.087906934,0,196,2020,1,0.637,1
Tudun Wada,Gwarzo,NA,0.378439351,0.378439351,196,154,2020,2,0.686,1
Tudun Wada,Gwarzo,NA,0.46590675,0.46590675,350,212,2021,3,0.735,1
Tudun Wada,Gwarzo,NA,0.8,0.8,562,154,2021,4,0.784,1
Tudun Wada,Gwarzo,NA,0.8,0.8,716,202,2022,5,0.8,1
Tudun Wada,Gwarzo,NA,0.8,0.8,918,159,2022,6,0.8,1
Tudun Wada,Gwarzo,NA,0.8,0.8,1077,219,2023,7,0.8,1
Tudun Wada,Gwarzo,NA,0.8,0.8,1296,136,2023,8,0.8,1
Tudun Wada,Gwarzo,NA,0.8,0.8,1432,218,2024,9,0.8,1
Tudun Wada,Gwarzo,NA,0.8,0.8,1650,151,2024,10,0.8,1
Tudun Wada,Gwarzo,NA,0.8,0.8,1801,185,2025,11,0.49,1
Tudun Wada,Gwarzo,NA,0.8,0.8,1986,183,2025,12,0.539,1
Tureta,Birnin Kebbi,NA,0.105908045,0.105908045,0,196,2020,1,0.588,1
Tureta,Birnin Kebbi,NA,0.455934134,0.455934134,196,154,2020,2,0.637,1
Tureta,Birnin Kebbi,NA,0.561312639,0.561312639,350,212,2021,3,0.686,1
Tureta,Birnin Kebbi,NA,0.8,0.8,562,154,2021,4,0.735,1
Tureta,Birnin Kebbi,NA,0.8,0.8,716,202,2022,5,0.784,1
Tureta,Birnin Kebbi,NA,0.8,0.8,918,159,2022,6,0.8,1
Tureta,Birnin Kebbi,NA,0.8,0.8,1077,219,2023,7,0.8,1
Tureta,Birnin Kebbi,NA,0.8,0.8,1296,136,2023,8,0.8,1
Tureta,Birnin Kebbi,NA,0.8,0.8,1432,218,2024,9,0.8,1
Tureta,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.8,1
Tureta,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.8,1
Tureta,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.49,1
Udenu,Uzo-Uwani,NA,0.691656723,0.691656723,0,196,2020,1,0.539,1
Udenu,Uzo-Uwani,NA,0.726239559,0.726239559,196,154,2020,2,0.588,1
Udenu,Uzo-Uwani,NA,0.733156126,0.733156126,350,212,2021,3,0.637,1
Udenu,Uzo-Uwani,NA,0.740072694,0.740072694,562,154,2021,4,0.686,1
Udenu,Uzo-Uwani,NA,0.746989261,0.746989261,716,202,2022,5,0.735,1
Udenu,Uzo-Uwani,NA,0.753905828,0.753905828,918,159,2022,6,0.784,1
Udenu,Uzo-Uwani,NA,0.760822395,0.760822395,1077,219,2023,7,0.8,1
Udenu,Uzo-Uwani,NA,0.77465553,0.77465553,1296,136,2023,8,0.8,1
Udenu,Uzo-Uwani,NA,0.8,0.8,1432,218,2024,9,0.8,1
Udenu,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
Udenu,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
Udenu,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
Udi,Uzo-Uwani,NA,0.420192485,0.420192485,0,196,2020,1,0.49,1
Udi,Uzo-Uwani,NA,0.441202109,0.441202109,196,154,2020,2,0.539,1
Udi,Uzo-Uwani,NA,0.445404034,0.445404034,350,212,2021,3,0.588,1
Udi,Uzo-Uwani,NA,0.449605959,0.449605959,562,154,2021,4,0.637,1
Udi,Uzo-Uwani,NA,0.453807884,0.453807884,716,202,2022,5,0.686,1
Udi,Uzo-Uwani,NA,0.458009809,0.458009809,918,159,2022,6,0.735,1
Udi,Uzo-Uwani,NA,0.462211734,0.462211734,1077,219,2023,7,0.784,1
Udi,Uzo-Uwani,NA,0.470615583,0.470615583,1296,136,2023,8,0.8,1
Udi,Uzo-Uwani,NA,0.630288728,0.630288728,1432,218,2024,9,0.8,1
Udi,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
Udi,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
Udi,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
Udu,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.8,1
Udu,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.49,1
Udu,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.539,1
Udu,Isoko South,NA,0.8,0.8,562,154,2021,4,0.588,1
Udu,Isoko South,NA,0.8,0.8,716,202,2022,5,0.637,1
Udu,Isoko South,NA,0.8,0.8,918,159,2022,6,0.686,1
Udu,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.735,1
Udu,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.784,1
Udu,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.8,1
Udu,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.8,1
Udu,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.8,1
Udu,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.8,1
Udung Uko,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1,0.8,1
Udung Uko,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,2,0.8,1
Udung Uko,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2021,3,0.49,1
Udung Uko,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,4,0.539,1
Udung Uko,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,5,0.588,1
Udung Uko,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,6,0.637,1
Udung Uko,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,7,0.686,1
Udung Uko,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,8,0.735,1
Udung Uko,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,9,0.784,1
Udung Uko,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,10,0.8,1
Udung Uko,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,11,0.8,1
Udung Uko,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ughelli North,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.8,1
Ughelli North,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.8,1
Ughelli North,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.8,1
Ughelli North,Isoko South,NA,0.8,0.8,562,154,2021,4,0.49,1
Ughelli North,Isoko South,NA,0.8,0.8,716,202,2022,5,0.539,1
Ughelli North,Isoko South,NA,0.8,0.8,918,159,2022,6,0.588,1
Ughelli North,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.637,1
Ughelli North,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.686,1
Ughelli North,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.735,1
Ughelli North,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.784,1
Ughelli North,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.8,1
Ughelli North,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ughelli South,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.8,1
Ughelli South,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.8,1
Ughelli South,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.8,1
Ughelli South,Isoko South,NA,0.8,0.8,562,154,2021,4,0.8,1
Ughelli South,Isoko South,NA,0.8,0.8,716,202,2022,5,0.49,1
Ughelli South,Isoko South,NA,0.8,0.8,918,159,2022,6,0.539,1
Ughelli South,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.588,1
Ughelli South,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.637,1
Ughelli South,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.686,1
Ughelli South,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.735,1
Ughelli South,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.784,1
Ughelli South,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ugwunagbo,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1,0.8,1
Ugwunagbo,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,2,0.8,1
Ugwunagbo,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2021,3,0.8,1
Ugwunagbo,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,4,0.8,1
Ugwunagbo,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,5,0.8,1
Ugwunagbo,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,6,0.49,1
Ugwunagbo,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,7,0.539,1
Ugwunagbo,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,8,0.588,1
Ugwunagbo,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,9,0.637,1
Ugwunagbo,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,10,0.686,1
Ugwunagbo,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,11,0.735,1
Ugwunagbo,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.784,1
Uhunmwonde,Owan East,NA,0.278942779,0.278942779,0,196,2020,1,0.8,1
Uhunmwonde,Owan East,NA,0.292889918,0.292889918,196,154,2020,2,0.8,1
Uhunmwonde,Owan East,NA,0.295679346,0.295679346,350,212,2021,3,0.8,1
Uhunmwonde,Owan East,NA,0.298468774,0.298468774,562,154,2021,4,0.8,1
Uhunmwonde,Owan East,NA,0.301258201,0.301258201,716,202,2022,5,0.8,1
Uhunmwonde,Owan East,NA,0.304047629,0.304047629,918,159,2022,6,0.8,1
Uhunmwonde,Owan East,NA,0.306837057,0.306837057,1077,219,2023,7,0.49,1
Uhunmwonde,Owan East,NA,0.312415912,0.312415912,1296,136,2023,8,0.539,1
Uhunmwonde,Owan East,NA,0.418414169,0.418414169,1432,218,2024,9,0.588,1
Uhunmwonde,Owan East,NA,0.557885558,0.557885558,1650,151,2024,10,0.637,1
Uhunmwonde,Owan East,NA,0.697356948,0.697356948,1801,185,2025,11,0.686,1
Uhunmwonde,Owan East,NA,0.8,0.8,1986,183,2025,12,0.735,1
Ukanafun,Nsit Ubium,NA,0.4,0.4,0,196,2020,1,0.784,1
Ukanafun,Nsit Ubium,NA,0.42,0.42,196,154,2020,2,0.8,1
Ukanafun,Nsit Ubium,NA,0.424,0.424,350,212,2021,3,0.8,1
Ukanafun,Nsit Ubium,NA,0.428,0.428,562,154,2021,4,0.8,1
Ukanafun,Nsit Ubium,NA,0.432,0.432,716,202,2022,5,0.8,1
Ukanafun,Nsit Ubium,NA,0.436,0.436,918,159,2022,6,0.8,1
Ukanafun,Nsit Ubium,NA,0.44,0.44,1077,219,2023,7,0.8,1
Ukanafun,Nsit Ubium,NA,0.448,0.448,1296,136,2023,8,0.49,1
Ukanafun,Nsit Ubium,NA,0.6,0.6,1432,218,2024,9,0.539,1
Ukanafun,Nsit Ubium,NA,0.8,0.8,1650,151,2024,10,0.588,1
Ukanafun,Nsit Ubium,NA,0.8,0.8,1801,185,2025,11,0.637,1
Ukanafun,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.686,1
Ukum,Keana,NA,0.177187213,0.177187213,0,196,2020,1,0.735,1
Ukum,Keana,NA,0.381395476,0.381395476,196,154,2020,2,0.784,1
Ukum,Keana,NA,0.386905998,0.386905998,350,212,2021,3,0.8,1
Ukum,Keana,NA,0.582042276,0.582042276,562,154,2021,4,0.8,1
Ukum,Keana,NA,0.589395545,0.589395545,716,202,2022,5,0.8,1
Ukum,Keana,NA,0.596784252,0.596784252,918,159,2022,6,0.8,1
Ukum,Keana,NA,0.799114331,0.799114331,1077,219,2023,7,0.8,1
Ukum,Keana,NA,0.8,0.8,1296,136,2023,8,0.8,1
Ukum,Keana,NA,0.8,0.8,1432,218,2024,9,0.49,1
Ukum,Keana,NA,0.8,0.8,1650,151,2024,10,0.539,1
Ukum,Keana,NA,0.8,0.8,1801,185,2025,11,0.588,1
Ukum,Keana,NA,0.8,0.8,1986,183,2025,12,0.637,1
Ukwa East,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1,0.686,1
Ukwa East,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,2,0.735,1
Ukwa East,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2021,3,0.784,1
Ukwa East,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,4,0.8,1
Ukwa East,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,5,0.8,1
Ukwa East,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,6,0.8,1
Ukwa East,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,7,0.8,1
Ukwa East,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,8,0.8,1
Ukwa East,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,9,0.8,1
Ukwa East,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,10,0.49,1
Ukwa East,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,11,0.539,1
Ukwa East,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.588,1
Ukwa West,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1,0.637,1
Ukwa West,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,2,0.686,1
Ukwa West,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2021,3,0.735,1
Ukwa West,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,4,0.784,1
Ukwa West,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,5,0.8,1
Ukwa West,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,6,0.8,1
Ukwa West,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,7,0.8,1
Ukwa West,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,8,0.8,1
Ukwa West,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,9,0.8,1
Ukwa West,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,10,0.8,1
Ukwa West,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,11,0.49,1
Ukwa West,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.539,1
Ukwuani,Uzo-Uwani,NA,0.420192485,0.420192485,0,196,2020,1,0.588,1
Ukwuani,Uzo-Uwani,NA,0.441202109,0.441202109,196,154,2020,2,0.637,1
Ukwuani,Uzo-Uwani,NA,0.445404034,0.445404034,350,212,2021,3,0.686,1
Ukwuani,Uzo-Uwani,NA,0.449605959,0.449605959,562,154,2021,4,0.735,1
Ukwuani,Uzo-Uwani,NA,0.453807884,0.453807884,716,202,2022,5,0.784,1
Ukwuani,Uzo-Uwani,NA,0.458009809,0.458009809,918,159,2022,6,0.8,1
Ukwuani,Uzo-Uwani,NA,0.462211734,0.462211734,1077,219,2023,7,0.8,1
Ukwuani,Uzo-Uwani,NA,0.470615583,0.470615583,1296,136,2023,8,0.8,1
Ukwuani,Uzo-Uwani,NA,0.630288728,0.630288728,1432,218,2024,9,0.8,1
Ukwuani,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
Ukwuani,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
Ukwuani,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.49,1
Umuahia North,Oru West,NA,0.64092895,0.64092895,0,196,2020,1,0.539,1
Umuahia North,Oru West,NA,0.672975398,0.672975398,196,154,2020,2,0.588,1
Umuahia North,Oru West,NA,0.679384687,0.679384687,350,212,2021,3,0.637,1
Umuahia North,Oru West,NA,0.685793977,0.685793977,562,154,2021,4,0.686,1
Umuahia North,Oru West,NA,0.692203266,0.692203266,716,202,2022,5,0.735,1
Umuahia North,Oru West,NA,0.698612556,0.698612556,918,159,2022,6,0.784,1
Umuahia North,Oru West,NA,0.705021845,0.705021845,1077,219,2023,7,0.8,1
Umuahia North,Oru West,NA,0.717840424,0.717840424,1296,136,2023,8,0.8,1
Umuahia North,Oru West,NA,0.8,0.8,1432,218,2024,9,0.8,1
Umuahia North,Oru West,NA,0.8,0.8,1650,151,2024,10,0.8,1
Umuahia North,Oru West,NA,0.8,0.8,1801,185,2025,11,0.8,1
Umuahia North,Oru West,NA,0.8,0.8,1986,183,2025,12,0.8,1
Umuahia South,Ngor-Okpala,NA,0.5,0.5,0,196,2020,1,0.49,1
Umuahia South,Ngor-Okpala,NA,0.525,0.525,196,154,2020,2,0.539,1
Umuahia South,Ngor-Okpala,NA,0.53,0.53,350,212,2021,3,0.588,1
Umuahia South,Ngor-Okpala,NA,0.535,0.535,562,154,2021,4,0.637,1
Umuahia South,Ngor-Okpala,NA,0.54,0.54,716,202,2022,5,0.686,1
Umuahia South,Ngor-Okpala,NA,0.545,0.545,918,159,2022,6,0.735,1
Umuahia South,Ngor-Okpala,NA,0.55,0.55,1077,219,2023,7,0.784,1
Umuahia South,Ngor-Okpala,NA,0.56,0.56,1296,136,2023,8,0.8,1
Umuahia South,Ngor-Okpala,NA,0.75,0.75,1432,218,2024,9,0.8,1
Umuahia South,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,10,0.8,1
Umuahia South,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,11,0.8,1
Umuahia South,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
Umu-Neochi,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1,0.8,1
Umu-Neochi,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,2,0.49,1
Umu-Neochi,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2021,3,0.539,1
Umu-Neochi,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,4,0.588,1
Umu-Neochi,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,5,0.637,1
Umu-Neochi,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,6,0.686,1
Umu-Neochi,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,7,0.735,1
Umu-Neochi,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,8,0.784,1
Umu-Neochi,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,9,0.8,1
Umu-Neochi,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,10,0.8,1
Umu-Neochi,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,11,0.8,1
Umu-Neochi,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ungogo,Taura,NA,0.357446766,0.357446766,0,196,2020,1,0.8,1
Ungogo,Taura,NA,0.375319104,0.375319104,196,154,2020,2,0.8,1
Ungogo,Taura,NA,0.378893572,0.378893572,350,212,2021,3,0.49,1
Ungogo,Taura,NA,0.38246804,0.38246804,562,154,2021,4,0.539,1
Ungogo,Taura,NA,0.386042507,0.386042507,716,202,2022,5,0.588,1
Ungogo,Taura,NA,0.389616975,0.389616975,918,159,2022,6,0.637,1
Ungogo,Taura,NA,0.393191443,0.393191443,1077,219,2023,7,0.686,1
Ungogo,Taura,NA,0.400340378,0.400340378,1296,136,2023,8,0.735,1
Ungogo,Taura,NA,0.536170149,0.536170149,1432,218,2024,9,0.784,1
Ungogo,Taura,NA,0.714893532,0.714893532,1650,151,2024,10,0.8,1
Ungogo,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
Ungogo,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
Unuimo,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1,0.8,1
Unuimo,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,2,0.8,1
Unuimo,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2021,3,0.8,1
Unuimo,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,4,0.49,1
Unuimo,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,5,0.539,1
Unuimo,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,6,0.588,1
Unuimo,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,7,0.637,1
