LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases,start_day_override
Ilesha East,Owan East,NA,0.8,0.8,1650,151,2024,10,0.735,1
Ilesha East,Owan East,NA,0.8,0.8,1801,185,2025,11,0.784,1
Ilesha East,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ilesha West,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.8,1
Ilesha West,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.8,1
Ilesha West,Akinyele,NA,0.8,0.8,350,212,2021,3,0.8,1
Ilesha West,Akinyele,NA,0.8,0.8,562,154,2021,4,0.8,1
Ilesha West,Akinyele,NA,0.8,0.8,716,202,2022,5,0.8,1
Ilesha West,Akinyele,NA,0.8,0.8,918,159,2022,6,0.49,1
Ilesha West,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.539,1
Ilesha West,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.588,1
Ilesha West,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.637,1
Ilesha West,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.686,1
Ilesha West,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.735,1
Ilesha West,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.784,1
Illela,Gawabawa,NA,0.023485083,0.023485083,0,196,2020,1,0.8,1
Illela,Gawabawa,NA,0.046970166,0.046970166,196,154,2020,2,0.8,1
Illela,Gawabawa,NA,0.117425415,0.117425415,350,212,2021,3,0.8,1
Illela,Gawabawa,NA,0.376935582,0.376935582,562,154,2021,4,0.8,1
Illela,Gawabawa,NA,0.507277793,0.507277793,716,202,2022,5,0.8,1
Illela,Gawabawa,NA,0.8,0.8,918,159,2022,6,0.8,1
Illela,Gawabawa,NA,0.8,0.8,1077,219,2023,7,0.49,1
Illela,Gawabawa,NA,0.8,0.8,1296,136,2023,8,0.539,1
Illela,Gawabawa,NA,0.8,0.8,1432,218,2024,9,0.588,1
Illela,Gawabawa,NA,0.8,0.8,1650,151,2024,10,0.637,1
Illela,Gawabawa,NA,0.8,0.8,1801,185,2025,11,0.686,1
Illela,Gawabawa,NA,0.8,0.8,1986,183,2025,12,0.735,1
Ilorin East,Oke-Ero,NA,0.388931756,0.388931756,0,196,2020,1,0.784,1
Ilorin East,Oke-Ero,NA,0.408378344,0.408378344,196,154,2020,2,0.8,1
Ilorin East,Oke-Ero,NA,0.412267661,0.412267661,350,212,2021,3,0.8,1
Ilorin East,Oke-Ero,NA,0.416156979,0.416156979,562,154,2021,4,0.8,1
Ilorin East,Oke-Ero,NA,0.420046296,0.420046296,716,202,2022,5,0.8,1
Ilorin East,Oke-Ero,NA,0.423935614,0.423935614,918,159,2022,6,0.8,1
Ilorin East,Oke-Ero,NA,0.427824932,0.427824932,1077,219,2023,7,0.8,1
Ilorin East,Oke-Ero,NA,0.435603567,0.435603567,1296,136,2023,8,0.49,1
Ilorin East,Oke-Ero,NA,0.583397634,0.583397634,1432,218,2024,9,0.539,1
Ilorin East,Oke-Ero,NA,0.777863512,0.777863512,1650,151,2024,10,0.588,1
Ilorin East,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.637,1
Ilorin East,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.686,1
Ilorin South,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.735,1
Ilorin South,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.784,1
Ilorin South,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.8,1
Ilorin South,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.8,1
Ilorin South,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.8,1
Ilorin South,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.8,1
Ilorin South,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.8,1
Ilorin South,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
Ilorin South,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.49,1
Ilorin South,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.539,1
Ilorin South,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.588,1
Ilorin South,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.637,1
Ilorin West,Owan East,NA,0.335999959,0.335999959,0,196,2020,1,0.686,1
Ilorin West,Owan East,NA,0.352799957,0.352799957,196,154,2020,2,0.735,1
Ilorin West,Owan East,NA,0.356159957,0.356159957,350,212,2021,3,0.784,1
Ilorin West,Owan East,NA,0.359519956,0.359519956,562,154,2021,4,0.8,1
Ilorin West,Owan East,NA,0.362879956,0.362879956,716,202,2022,5,0.8,1
Ilorin West,Owan East,NA,0.366239955,0.366239955,918,159,2022,6,0.8,1
Ilorin West,Owan East,NA,0.369599955,0.369599955,1077,219,2023,7,0.8,1
Ilorin West,Owan East,NA,0.376319954,0.376319954,1296,136,2023,8,0.8,1
Ilorin West,Owan East,NA,0.503999939,0.503999939,1432,218,2024,9,0.8,1
Ilorin West,Owan East,NA,0.671999918,0.671999918,1650,151,2024,10,0.49,1
Ilorin West,Owan East,NA,0.8,0.8,1801,185,2025,11,0.539,1
Ilorin West,Owan East,NA,0.8,0.8,1986,183,2025,12,0.588,1
Imeko-Afon,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.637,1
Imeko-Afon,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.686,1
Imeko-Afon,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.735,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.784,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.8,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.8,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.8,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.49,1
Imeko-Afon,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.539,1
Ingawa,Rimi,NA,0.055555556,0.055555556,0,196,2020,1,0.588,1
Ingawa,Rimi,NA,0.111111112,0.111111112,196,154,2020,2,0.637,1
Ingawa,Rimi,NA,0.294444447,0.294444447,350,212,2021,3,0.686,1
Ingawa,Rimi,NA,0.8,0.8,562,154,2021,4,0.735,1
Ingawa,Rimi,NA,0.8,0.8,716,202,2022,5,0.784,1
Ingawa,Rimi,NA,0.8,0.8,918,159,2022,6,0.8,1
Ingawa,Rimi,NA,0.8,0.8,1077,219,2023,7,0.8,1
Ingawa,Rimi,NA,0.8,0.8,1296,136,2023,8,0.8,1
Ingawa,Rimi,NA,0.8,0.8,1432,218,2024,9,0.8,1
Ingawa,Rimi,NA,0.8,0.8,1650,151,2024,10,0.8,1
Ingawa,Rimi,NA,0.8,0.8,1801,185,2025,11,0.8,1
Ingawa,Rimi,NA,0.8,0.8,1986,183,2025,12,0.49,1
Ini,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1,0.539,1
Ini,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,2,0.588,1
Ini,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2021,3,0.637,1
Ini,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,4,0.686,1
Ini,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,5,0.735,1
Ini,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,6,0.784,1
Ini,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,7,0.8,1
Ini,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,8,0.8,1
Ini,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,9,0.8,1
Ini,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,10,0.8,1
Ini,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,11,0.8,1
Ini,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ipokia,Uzo-Uwani,NA,0.420192485,0.420192485,0,196,2020,1,0.49,1
Ipokia,Uzo-Uwani,NA,0.441202109,0.441202109,196,154,2020,2,0.539,1
Ipokia,Uzo-Uwani,NA,0.445404034,0.445404034,350,212,2021,3,0.588,1
Ipokia,Uzo-Uwani,NA,0.449605959,0.449605959,562,154,2021,4,0.637,1
Ipokia,Uzo-Uwani,NA,0.453807884,0.453807884,716,202,2022,5,0.686,1
Ipokia,Uzo-Uwani,NA,0.458009809,0.458009809,918,159,2022,6,0.735,1
Ipokia,Uzo-Uwani,NA,0.462211734,0.462211734,1077,219,2023,7,0.784,1
Ipokia,Uzo-Uwani,NA,0.470615583,0.470615583,1296,136,2023,8,0.8,1
Ipokia,Uzo-Uwani,NA,0.630288728,0.630288728,1432,218,2024,9,0.8,1
Ipokia,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
Ipokia,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
Ipokia,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
Irele,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.8,1
Irele,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.49,1
Irele,Akinyele,NA,0.8,0.8,350,212,2021,3,0.539,1
Irele,Akinyele,NA,0.8,0.8,562,154,2021,4,0.588,1
Irele,Akinyele,NA,0.8,0.8,716,202,2022,5,0.637,1
Irele,Akinyele,NA,0.8,0.8,918,159,2022,6,0.686,1
Irele,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.735,1
Irele,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.784,1
Irele,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
Irele,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
Irele,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
Irele,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
Irepo,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.8,1
Irepo,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.8,1
Irepo,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.49,1
Irepo,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.539,1
Irepo,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.588,1
Irepo,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.637,1
Irepo,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.686,1
Irepo,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.735,1
Irepo,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.784,1
Irepo,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
Irepo,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
Irepo,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
Irepodun1,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.8,1
Irepodun1,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.8,1
Irepodun1,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.8,1
Irepodun1,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.49,1
Irepodun1,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.539,1
Irepodun1,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.588,1
Irepodun1,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.637,1
Irepodun1,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.686,1
Irepodun1,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.735,1
Irepodun1,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.784,1
Irepodun1,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
Irepodun1,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
Irepodun2,Owan East,NA,0.278942779,0.278942779,0,196,2020,1,0.8,1
Irepodun2,Owan East,NA,0.292889918,0.292889918,196,154,2020,2,0.8,1
Irepodun2,Owan East,NA,0.295679346,0.295679346,350,212,2021,3,0.8,1
Irepodun2,Owan East,NA,0.298468774,0.298468774,562,154,2021,4,0.8,1
Irepodun2,Owan East,NA,0.301258201,0.301258201,716,202,2022,5,0.49,1
Irepodun2,Owan East,NA,0.304047629,0.304047629,918,159,2022,6,0.539,1
Irepodun2,Owan East,NA,0.306837057,0.306837057,1077,219,2023,7,0.588,1
Irepodun2,Owan East,NA,0.312415912,0.312415912,1296,136,2023,8,0.637,1
Irepodun2,Owan East,NA,0.418414169,0.418414169,1432,218,2024,9,0.686,1
Irepodun2,Owan East,NA,0.557885558,0.557885558,1650,151,2024,10,0.735,1
Irepodun2,Owan East,NA,0.697356948,0.697356948,1801,185,2025,11,0.784,1
Irepodun2,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
Irepodun-Ifelodun,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.8,1
Irepodun-Ifelodun,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.8,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,350,212,2021,3,0.8,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,562,154,2021,4,0.8,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,716,202,2022,5,0.8,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,918,159,2022,6,0.49,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.539,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.588,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.637,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.686,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.735,1
Irepodun-Ifelodun,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.784,1
Irewole,Akinyele,NA,0.477272783,0.477272783,0,196,2020,1,0.8,1
Irewole,Akinyele,NA,0.501136422,0.501136422,196,154,2020,2,0.8,1
Irewole,Akinyele,NA,0.50590915,0.50590915,350,212,2021,3,0.8,1
Irewole,Akinyele,NA,0.510681878,0.510681878,562,154,2021,4,0.8,1
Irewole,Akinyele,NA,0.515454606,0.515454606,716,202,2022,5,0.8,1
Irewole,Akinyele,NA,0.520227333,0.520227333,918,159,2022,6,0.8,1
Irewole,Akinyele,NA,0.525000061,0.525000061,1077,219,2023,7,0.49,1
Irewole,Akinyele,NA,0.534545517,0.534545517,1296,136,2023,8,0.539,1
Irewole,Akinyele,NA,0.715909175,0.715909175,1432,218,2024,9,0.588,1
Irewole,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.637,1
Irewole,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.686,1
Irewole,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.735,1
Isa,Rimi,NA,0.209995572,0.209995572,0,196,2020,1,0.784,1
Isa,Rimi,NA,0.452015469,0.452015469,196,154,2020,2,0.8,1
Isa,Rimi,NA,0.458546331,0.458546331,350,212,2021,3,0.8,1
Isa,Rimi,NA,0.689814454,0.689814454,562,154,2021,4,0.8,1
Isa,Rimi,NA,0.698529271,0.698529271,716,202,2022,5,0.8,1
Isa,Rimi,NA,0.707286086,0.707286086,918,159,2022,6,0.8,1
Isa,Rimi,NA,0.8,0.8,1077,219,2023,7,0.8,1
Isa,Rimi,NA,0.8,0.8,1296,136,2023,8,0.49,1
Isa,Rimi,NA,0.8,0.8,1432,218,2024,9,0.539,1
Isa,Rimi,NA,0.8,0.8,1650,151,2024,10,0.588,1
Isa,Rimi,NA,0.8,0.8,1801,185,2025,11,0.637,1
Isa,Rimi,NA,0.8,0.8,1986,183,2025,12,0.686,1
Ise-Orun,Oke-Ero,NA,0.5,0.5,0,196,2020,1,0.735,1
Ise-Orun,Oke-Ero,NA,0.525,0.525,196,154,2020,2,0.784,1
Ise-Orun,Oke-Ero,NA,0.53,0.53,350,212,2021,3,0.8,1
Ise-Orun,Oke-Ero,NA,0.535,0.535,562,154,2021,4,0.8,1
Ise-Orun,Oke-Ero,NA,0.54,0.54,716,202,2022,5,0.8,1
Ise-Orun,Oke-Ero,NA,0.545,0.545,918,159,2022,6,0.8,1
Ise-Orun,Oke-Ero,NA,0.55,0.55,1077,219,2023,7,0.8,1
Ise-Orun,Oke-Ero,NA,0.56,0.56,1296,136,2023,8,0.8,1
Ise-Orun,Oke-Ero,NA,0.75,0.75,1432,218,2024,9,0.49,1
Ise-Orun,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.539,1
Ise-Orun,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.588,1
Ise-Orun,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.637,1
Iseyin,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.686,1
Iseyin,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.735,1
Iseyin,Akinyele,NA,0.8,0.8,350,212,2021,3,0.784,1
Iseyin,Akinyele,NA,0.8,0.8,562,154,2021,4,0.8,1
Iseyin,Akinyele,NA,0.8,0.8,716,202,2022,5,0.8,1
Iseyin,Akinyele,NA,0.8,0.8,918,159,2022,6,0.8,1
Iseyin,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.8,1
Iseyin,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.8,1
Iseyin,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
Iseyin,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.49,1
Iseyin,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.539,1
Iseyin,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.588,1
Ishielu,Owan East,NA,0.234735547,0.234735547,0,196,2020,1,0.637,1
Ishielu,Owan East,NA,0.505268265,0.505268265,196,154,2020,2,0.686,1
Ishielu,Owan East,NA,0.51256854,0.51256854,350,212,2021,3,0.735,1
Ishielu,Owan East,NA,0.771082798,0.771082798,562,154,2021,4,0.784,1
Ishielu,Owan East,NA,0.780824324,0.780824324,716,202,2022,5,0.8,1
Ishielu,Owan East,NA,0.790612796,0.790612796,918,159,2022,6,0.8,1
Ishielu,Owan East,NA,0.8,0.8,1077,219,2023,7,0.8,1
Ishielu,Owan East,NA,0.8,0.8,1296,136,2023,8,0.8,1
Ishielu,Owan East,NA,0.8,0.8,1432,218,2024,9,0.8,1
Ishielu,Owan East,NA,0.8,0.8,1650,151,2024,10,0.8,1
Ishielu,Owan East,NA,0.8,0.8,1801,185,2025,11,0.49,1
Ishielu,Owan East,NA,0.8,0.8,1986,183,2025,12,0.539,1
Isiala Mbano,Owan East,NA,0.278942779,0.278942779,0,196,2020,1,0.588,1
Isiala Mbano,Owan East,NA,0.292889918,0.292889918,196,154,2020,2,0.637,1
Isiala Mbano,Owan East,NA,0.295679346,0.295679346,350,212,2021,3,0.686,1
Isiala Mbano,Owan East,NA,0.298468774,0.298468774,562,154,2021,4,0.735,1
Isiala Mbano,Owan East,NA,0.301258201,0.301258201,716,202,2022,5,0.784,1
Isiala Mbano,Owan East,NA,0.304047629,0.304047629,918,159,2022,6,0.8,1
Isiala Mbano,Owan East,NA,0.306837057,0.306837057,1077,219,2023,7,0.8,1
Isiala Mbano,Owan East,NA,0.312415912,0.312415912,1296,136,2023,8,0.8,1
Isiala Mbano,Owan East,NA,0.418414169,0.418414169,1432,218,2024,9,0.8,1
Isiala Mbano,Owan East,NA,0.557885558,0.557885558,1650,151,2024,10,0.8,1
Isiala Mbano,Owan East,NA,0.697356948,0.697356948,1801,185,2025,11,0.8,1
Isiala Mbano,Owan East,NA,0.8,0.8,1986,183,2025,12,0.49,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.339461936,0.339461936,0,196,2020,1,0.539,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.356435033,0.356435033,196,154,2020,2,0.588,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.359829652,0.359829652,350,212,2021,3,0.637,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.363224272,0.363224272,562,154,2021,4,0.686,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.366618891,0.366618891,716,202,2022,5,0.735,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.37001351,0.37001351,918,159,2022,6,0.784,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.37340813,0.37340813,1077,219,2023,7,0.8,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.380197368,0.380197368,1296,136,2023,8,0.8,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.509192904,0.509192904,1432,218,2024,9,0.8,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.678923872,0.678923872,1650,151,2024,10,0.8,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,11,0.8,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1,0.49,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,2,0.539,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2021,3,0.588,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,4,0.637,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,5,0.686,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,6,0.735,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,7,0.784,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,8,0.8,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,9,0.8,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,10,0.8,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,11,0.8,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
Isin,Ngor-Okpala,NA,0.533062111,0.533062111,0,196,2020,1,0.8,1
Isin,Ngor-Okpala,NA,0.559715217,0.559715217,196,154,2020,2,0.49,1
Isin,Ngor-Okpala,NA,0.565045838,0.565045838,350,212,2021,3,0.539,1
Isin,Ngor-Okpala,NA,0.570376459,0.570376459,562,154,2021,4,0.588,1
Isin,Ngor-Okpala,NA,0.57570708,0.57570708,716,202,2022,5,0.637,1
Isin,Ngor-Okpala,NA,0.581037701,0.581037701,918,159,2022,6,0.686,1
Isin,Ngor-Okpala,NA,0.586368322,0.586368322,1077,219,2023,7,0.735,1
Isin,Ngor-Okpala,NA,0.597029564,0.597029564,1296,136,2023,8,0.784,1
Isin,Ngor-Okpala,NA,0.799593167,0.799593167,1432,218,2024,9,0.8,1
Isin,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,10,0.8,1
Isin,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,11,0.8,1
Isin,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
Isi-Uzo,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.8,1
Isi-Uzo,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.8,1
Isi-Uzo,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.49,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.539,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.588,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.637,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.686,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.735,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.784,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
Isokan,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.8,1
Isokan,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.8,1
Isokan,Akinyele,NA,0.8,0.8,350,212,2021,3,0.8,1
Isokan,Akinyele,NA,0.8,0.8,562,154,2021,4,0.49,1
Isokan,Akinyele,NA,0.8,0.8,716,202,2022,5,0.539,1
Isokan,Akinyele,NA,0.8,0.8,918,159,2022,6,0.588,1
Isokan,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.637,1
Isokan,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.686,1
Isokan,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.735,1
Isokan,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.784,1
Isokan,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
Isokan,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
Isoko North,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.8,1
Isoko North,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.8,1
Isoko North,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.8,1
Isoko North,Isoko South,NA,0.8,0.8,562,154,2021,4,0.8,1
Isoko North,Isoko South,NA,0.8,0.8,716,202,2022,5,0.49,1
Isoko North,Isoko South,NA,0.8,0.8,918,159,2022,6,0.539,1
Isoko North,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.588,1
Isoko North,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.637,1
Isoko North,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.686,1
Isoko North,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.735,1
Isoko North,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.784,1
Isoko North,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.8,1
Isoko South,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.8,1
Isoko South,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.8,1
Isoko South,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.8,1
Isoko South,Isoko South,NA,0.8,0.8,562,154,2021,4,0.8,1
Isoko South,Isoko South,NA,0.8,0.8,716,202,2022,5,0.8,1
Isoko South,Isoko South,NA,0.8,0.8,918,159,2022,6,0.49,1
Isoko South,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.539,1
Isoko South,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.588,1
Isoko South,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.637,1
Isoko South,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.686,1
Isoko South,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.735,1
Isoko South,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.784,1
Isu,Ngor-Okpala,NA,0.5,0.5,0,196,2020,1,0.8,1
Isu,Ngor-Okpala,NA,0.525,0.525,196,154,2020,2,0.8,1
Isu,Ngor-Okpala,NA,0.53,0.53,350,212,2021,3,0.8,1
