,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
775,Chanchaga,Keana,2022,Chanchaga,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.393820889,0.73959027,0.65
776,Chanchaga,Keana,2025,Chanchaga,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.393820889,0.73959027,0.65
777,Agaie,Oke-Ero,2022,Agaie,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.469310553,0.745121348,0.65
778,Agaie,Oke-Ero,2025,Agaie,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.469310553,0.745121348,0.65
779,Agwara,Birnin Kebbi,2022,Agwara,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.513248554,0.747067471,0.670022422
780,Agwara,Birnin Kebbi,2025,Agwara,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.513248554,0.747067471,0.670022422
781,Bida,Oke-Ero,2022,Bida,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.354220152,0.734778553,0.65
782,Bida,Oke-Ero,2025,Bida,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.354220152,0.734778553,0.65
783,Bosso,Keana,2022,Bosso,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.45101388,0.744087308,0.65
784,Bosso,Keana,2025,Bosso,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.45101388,0.744087308,0.65
785,Edati,Oke-Ero,2022,Edati,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.417118573,0.741696977,0.65
786,Edati,Oke-Ero,2025,Edati,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.417118573,0.741696977,0.65
787,Gbako,Oke-Ero,2022,Gbako,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.413494411,0.74139739,0.65
788,Gbako,Oke-Ero,2025,Gbako,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.413494411,0.74139739,0.65
789,Gurara,Oke-Ero,2022,Gurara,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.530491978,0.747669649,0.697881299
790,Gurara,Oke-Ero,2025,Gurara,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.530491978,0.747669649,0.697881299
791,Katcha,Oke-Ero,2022,Katcha,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.42622003,0.742408635,0.65
792,Katcha,Oke-Ero,2025,Katcha,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.42622003,0.742408635,0.65
793,Kontagora,Oke-Ero,2022,Kontagora,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.60860437,0.74963463,0.797715733
794,Kontagora,Oke-Ero,2025,Kontagora,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.60860437,0.74963463,0.797715733
795,Lapai,Oke-Ero,2022,Lapai,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.420239724,0.74194743,0.65
796,Lapai,Oke-Ero,2025,Lapai,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.420239724,0.74194743,0.65
797,Lavun,Oke-Ero,2022,Lavun,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.535336764,0.747825501,0.705289528
798,Lavun,Oke-Ero,2025,Lavun,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.535336764,0.747825501,0.705289528
799,Magama,Oke-Ero,2022,Magama,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.472155733,0.745268762,0.65
800,Magama,Oke-Ero,2025,Magama,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.472155733,0.745268762,0.65
801,Mariga,Oke-Ero,2022,Mariga,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.651231893,0.750344871,0.837392354
802,Mariga,Oke-Ero,2025,Mariga,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.651231893,0.750344871,0.837392354
803,Mashegu,Oke-Ero,2022,Mashegu,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.469502121,0.74513138,0.65
804,Mashegu,Oke-Ero,2025,Mashegu,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.469502121,0.74513138,0.65
805,Pailoro,Oke-Ero,2022,Pailoro,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.511626287,0.747006725,0.667277706
806,Pailoro,Oke-Ero,2025,Pailoro,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.511626287,0.747006725,0.667277706
807,Lagelu,Akinyele,2020,Lagelu,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.345490307,0.733446008,0.65
808,Lagelu,Akinyele,2023,Lagelu,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.345490307,0.733446008,0.65
809,Mokwa,Oke-Ero,2022,Mokwa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.422191007,0.742100564,0.65
810,Mokwa,Oke-Ero,2025,Mokwa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.422191007,0.742100564,0.65
811,Muya,Giwa,2022,Muya,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.602049914,0.749507024,0.790792032
812,Muya,Giwa,2025,Muya,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.602049914,0.749507024,0.790792032
813,Abeokuta South,Uzo-Uwani,2021,Abeokuta South,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.443245868,0.74359875,0.65
814,Abeokuta South,Uzo-Uwani,2024,Abeokuta South,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.443245868,0.74359875,0.65
815,Ijebu North,Owan East,2021,Ijebu North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.308615406,0.726304115,0.65
816,Ijebu North,Owan East,2024,Ijebu North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.308615406,0.726304115,0.65
817,Rafi,Oke-Ero,2022,Rafi,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.550360117,0.748275428,0.727151399
818,Rafi,Oke-Ero,2025,Rafi,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.550360117,0.748275428,0.727151399
819,Rijau,Alkaleri,2022,Rijau,0.8,0.96875,0.8,0.984615385,1,july,916,PBO(2021),0.589881947,0.749254902,0.777296693
820,Rijau,Alkaleri,2025,Rijau,0.8,0.96875,0.8,0.984615385,2,july,2011,PBO(2021),0.589881947,0.749254902,0.777296693
821,Ado-Odo/Ota,Uzo-Uwani,2021,Ado-Odo-Ota,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.405185074,0.740672987,0.65
822,Ado-Odo/Ota,Uzo-Uwani,2024,Ado-Odo-Ota,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.405185074,0.740672987,0.65
823,Ijebu North East,Oke-Ero,2021,Ijebu North East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.396632199,0.739868623,0.65
824,Ijebu North East,Oke-Ero,2024,Ijebu North East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.396632199,0.739868623,0.65
825,Shiroro,Oke-Ero,2022,Shiroro,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.564594834,0.748659521,0.746389585
826,Shiroro,Oke-Ero,2025,Shiroro,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.564594834,0.748659521,0.746389585
827,Suleja,Giwa,2022,Suleja,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.574948442,0.748915838,0.75953125
828,Suleja,Giwa,2025,Suleja,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.574948442,0.748915838,0.75953125
829,Tafa,Oke-Ero,2022,Tafa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.544339269,0.748100929,0.718587654
830,Tafa,Oke-Ero,2025,Tafa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.544339269,0.748100929,0.718587654
831,Wushishi,Oke-Ero,2022,Wushishi,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.567422283,0.748731353,0.750047765
832,Wushishi,Oke-Ero,2025,Wushishi,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.567422283,0.748731353,0.750047765
833,Abeokuta North,Owan East,2021,Abeokuta North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.429058332,0.742619287,0.65
834,Abeokuta North,Owan East,2024,Abeokuta North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.429058332,0.742619287,0.65
835,Egbado South,Uzo-Uwani,2021,Egbado South,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.38366582,0.738522561,0.65
836,Egbado South,Uzo-Uwani,2024,Egbado South,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.38366582,0.738522561,0.65
837,Ewekoro,Uzo-Uwani,2021,Ewekoro,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.487001134,0.745985924,0.65
838,Ewekoro,Uzo-Uwani,2024,Ewekoro,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.487001134,0.745985924,0.65
839,Ifo,Uzo-Uwani,2021,Ifo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.430900956,0.742753307,0.65
840,Ifo,Uzo-Uwani,2024,Ifo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.430900956,0.742753307,0.65
841,Ijebu East,Oke-Ero,2021,Ijebu East,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.42630383,0.742414929,0.65
842,Ijebu East,Oke-Ero,2024,Ijebu East,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.42630383,0.742414929,0.65
843,Ijebu ode,Owan East,2021,Ijebu ode,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.370794776,0.737015026,0.65
844,Ijebu ode,Owan East,2024,Ijebu ode,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.370794776,0.737015026,0.65
845,Ikenne,Owan East,2021,Ikenne,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.382682373,0.738413711,0.65
846,Ikenne,Owan East,2024,Ikenne,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.382682373,0.738413711,0.65
847,Obafemi-Owode,Owan East,2021,Obafemi-Owode,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.396257357,0.739831921,0.65
848,Obafemi-Owode,Owan East,2024,Obafemi-Owode,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.396257357,0.739831921,0.65
849,Odeda,Oke-Ero,2021,Odeda,0.823529412,0.8,0.8,0.8,1,july,551,PBO(2021),0.380143878,0.738128067,0.65
850,Odeda,Oke-Ero,2024,Odeda,0.823529412,0.8,0.8,0.8,2,july,1646,PBO(2021),0.380143878,0.738128067,0.65
851,Odogbolu,Owan East,2021,Odogbolu,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.402893026,0.740463496,0.65
852,Odogbolu,Owan East,2024,Odogbolu,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.402893026,0.740463496,0.65
853,Ogun waterside,Owan East,2021,Ogun waterside,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.440646451,0.743428018,0.65
854,Ogun waterside,Owan East,2024,Ogun waterside,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.440646451,0.743428018,0.65
855,Remo North,Owan East,2021,Remo North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.322328246,0.729284044,0.65
856,Remo North,Owan East,2024,Remo North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.322328246,0.729284044,0.65
857,Shagamu,Uzo-Uwani,2021,Shagamu,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.440001033,0.743385043,0.65
858,Shagamu,Uzo-Uwani,2024,Shagamu,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.440001033,0.743385043,0.65
859,Akoko North East,Oke-Ero,2020,Akoko North East,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.346553372,0.733614536,0.65
860,Akoko North East,Oke-Ero,2023,Akoko North East,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.346553372,0.733614536,0.65
861,Akoko North West,Oke-Ero,2020,Akoko North West,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.316763911,0.728126692,0.65
862,Akoko North West,Oke-Ero,2023,Akoko North West,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.316763911,0.728126692,0.65
863,Akoko South East,Oke-Ero,2020,Akoko South East,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.347034531,0.733690227,0.65
864,Akoko South East,Oke-Ero,2023,Akoko South East,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.347034531,0.733690227,0.65
865,Akoko South West,Oke-Ero,2020,Akoko South West,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.330802879,0.73092257,0.65
866,Akoko South West,Oke-Ero,2023,Akoko South West,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.330802879,0.73092257,0.65
867,Akure North,Owan East,2020,Akure North,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.337034585,0.732039367,0.65
868,Akure North,Owan East,2023,Akure North,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.337034585,0.732039367,0.65
869,Ifedayo,Oke-Ero,2020,Ifedayo,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.271238016,0.715516421,0.65
870,Ifedayo,Oke-Ero,2023,Ifedayo,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.271238016,0.715516421,0.65
871,Akure South,Owan East,2020,Akure South,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.299585483,0.724089439,0.65
872,Akure South,Owan East,2023,Akure South,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.299585483,0.724089439,0.65
873,Ese-Odo,Owan East,2020,Ese-Odo,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.298999586,0.72393812,0.65
874,Ese-Odo,Owan East,2023,Ese-Odo,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.298999586,0.72393812,0.65
875,Idanre,Akinyele,2020,Idanre,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.311424686,0.726950397,0.65
876,Idanre,Akinyele,2023,Idanre,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.311424686,0.726950397,0.65
877,Ifedore,Oke-Ero,2020,Ifedore,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.373640917,0.737364382,0.65
878,Ifedore,Oke-Ero,2023,Ifedore,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.373640917,0.737364382,0.65
879,Ile-Oluji-Okeigbo,Akinyele,2020,Ile-Oluji-Okeigbo,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.384384096,0.738601432,0.65
880,Ile-Oluji-Okeigbo,Akinyele,2023,Ile-Oluji-Okeigbo,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.384384096,0.738601432,0.65
881,Irele,Akinyele,2020,Irele,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.393822894,0.739590471,0.65
882,Irele,Akinyele,2023,Irele,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.393822894,0.739590471,0.65
883,Odigbo,Akinyele,2020,Odigbo,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.423307719,0.742187036,0.65
884,Odigbo,Akinyele,2023,Odigbo,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.423307719,0.742187036,0.65
885,Ifelodun2,Akinyele,2020,Ifelodun2,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.400279219,0.740219247,0.65
886,Ifelodun2,Akinyele,2023,Ifelodun2,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.400279219,0.740219247,0.65
887,Okitipupa,Owan East,2020,Okitipupa,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.400233097,0.740214885,0.65
888,Okitipupa,Owan East,2023,Okitipupa,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.400233097,0.740214885,0.65
889,Ondo East,Akinyele,2020,Ondo East,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.359070133,0.735470693,0.65
890,Ondo East,Akinyele,2023,Ondo East,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.359070133,0.735470693,0.65
891,Ondo West,Akinyele,2020,Ondo West,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.391888362,0.739394724,0.65
892,Ondo West,Akinyele,2023,Ondo West,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.391888362,0.739394724,0.65
893,Ose,Owan East,2020,Ose,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.341879574,0.732859996,0.65
894,Ose,Owan East,2023,Ose,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.341879574,0.732859996,0.65
895,Owo,Owan East,2020,Owo,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.289251141,0.721272468,0.65
896,Owo,Owan East,2023,Owo,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.289251141,0.721272468,0.65
897,Aiyedade,Akinyele,2020,Aiyedade,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.401428384,0.740327343,0.65
898,Aiyedade,Akinyele,2023,Aiyedade,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.401428384,0.740327343,0.65
899,Aiyedire,Akinyele,2020,Aiyedire,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.440828641,0.743440107,0.65
900,Aiyedire,Akinyele,2023,Aiyedire,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.440828641,0.743440107,0.65
901,Atakumosa East,Oke-Ero,2020,Atakumosa East,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.438640296,0.743293664,0.65
902,Atakumosa East,Oke-Ero,2023,Atakumosa East,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.438640296,0.743293664,0.65
903,Orolu,Oke-Ero,2020,Orolu,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.499090523,0.746511232,0.65
904,Orolu,Oke-Ero,2023,Orolu,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.499090523,0.746511232,0.65
905,Atakumosa West,Akinyele,2020,Atakumosa West,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.441512439,0.743485314,0.65
906,Atakumosa West,Akinyele,2023,Atakumosa West,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.441512439,0.743485314,0.65
907,Boluwaduro,Akinyele,2020,Boluwaduro,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.300398529,0.724297832,0.65
908,Boluwaduro,Akinyele,2023,Boluwaduro,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.300398529,0.724297832,0.65
909,Boripe,Akinyele,2020,Boripe,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.354570478,0.73482966,0.65
910,Boripe,Akinyele,2023,Boripe,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.354570478,0.73482966,0.65
911,Ede North,Akinyele,2020,Ede North,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.389785625,0.739177967,0.65
912,Ede North,Akinyele,2023,Ede North,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.389785625,0.739177967,0.65
913,Ede South,Akinyele,2020,Ede South,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.412666127,0.741327563,0.65
914,Ede South,Akinyele,2023,Ede South,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.412666127,0.741327563,0.65
915,Egbedore,Akinyele,2020,Egbedore,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.43475278,0.743026704,0.65
916,Egbedore,Akinyele,2023,Egbedore,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.43475278,0.743026704,0.65
917,Ejigbo,Akinyele,2020,Ejigbo,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.431935286,0.742827611,0.65
918,Ejigbo,Akinyele,2023,Ejigbo,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.431935286,0.742827611,0.65
919,Ife Central,Akinyele,2020,Ife Central,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.443838578,0.743637159,0.65
920,Ife Central,Akinyele,2023,Ife Central,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.443838578,0.743637159,0.65
921,Ife East,Akinyele,2020,Ife East,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.454795344,0.744313938,0.65
922,Ife East,Akinyele,2023,Ife East,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.454795344,0.744313938,0.65
923,Ife North,Akinyele,2020,Ife North,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.417284269,0.741710446,0.65
924,Ife North,Akinyele,2023,Ife North,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.417284269,0.741710446,0.65
925,Ife South,Akinyele,2020,Ife South,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.40603638,0.740749702,0.65
926,Ife South,Akinyele,2023,Ife South,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.40603638,0.740749702,0.65
927,Ila,Oke-Ero,2020,Ila,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.32967771,0.730713208,0.65
928,Ila,Oke-Ero,2023,Ila,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.32967771,0.730713208,0.65
929,Ilesha East,Owan East,2020,Ilesha East,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.40077994,0.740266485,0.65
930,Ilesha East,Owan East,2023,Ilesha East,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.40077994,0.740266485,0.65
931,Ilesha West,Akinyele,2020,Ilesha West,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.387460247,0.738933305,0.65
932,Ilesha West,Akinyele,2023,Ilesha West,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.387460247,0.738933305,0.65
933,Irepodun2,Akinyele,2020,Irepodun2,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.48248331,0.745776531,0.65
934,Irepodun2,Akinyele,2023,Irepodun2,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.48248331,0.745776531,0.65
935,Irewole,Akinyele,2020,Irewole,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.390385171,0.739240199,0.65
936,Irewole,Akinyele,2023,Irewole,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.390385171,0.739240199,0.65
937,Isokan,Akinyele,2020,Isokan,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.367314771,0.736574739,0.65
938,Isokan,Akinyele,2023,Isokan,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.367314771,0.736574739,0.65
939,Iwo,Akinyele,2020,Iwo,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.456747451,0.744428187,0.65
940,Iwo,Akinyele,2023,Iwo,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.456747451,0.744428187,0.65
941,Osogbo,Owan East,2020,Osogbo,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.402576327,0.740434208,0.65
942,Osogbo,Owan East,2023,Osogbo,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.402576327,0.740434208,0.65
943,Obokun,Akinyele,2020,Obokun,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.323000927,0.72941944,0.65
944,Obokun,Akinyele,2023,Obokun,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.323000927,0.72941944,0.65
945,Odo-Otin,Oke-Ero,2020,Odo-Otin,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.424052511,0.742244242,0.65
946,Odo-Otin,Oke-Ero,2023,Odo-Otin,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.424052511,0.742244242,0.65
947,Ola-oluwa,Akinyele,2020,Ola-oluwa,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.43559805,0.743085504,0.65
948,Ola-oluwa,Akinyele,2023,Ola-oluwa,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.43559805,0.743085504,0.65
949,Olorunda,Akinyele,2020,Olorunda,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.431272633,0.742780083,0.65
950,Olorunda,Akinyele,2023,Olorunda,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.431272633,0.742780083,0.65
951,Oriade,Oke-Ero,2020,Oriade,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.408517869,0.740970008,0.65
952,Oriade,Oke-Ero,2023,Oriade,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.408517869,0.740970008,0.65
953,Ibadan South East,Akinyele,2020,Ibadan South East,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.271498263,0.715608205,0.65
954,Ibadan South East,Akinyele,2023,Ibadan South East,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.271498263,0.715608205,0.65
955,Afijio,Akinyele,2020,Afijio,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.464150913,0.744845222,0.65
956,Afijio,Akinyele,2023,Afijio,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.464150913,0.744845222,0.65
957,Akinyele,Akinyele,2020,Akinyele,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.353306712,0.734644463,0.65
958,Akinyele,Akinyele,2023,Akinyele,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.353306712,0.734644463,0.65
959,Atiba,Akinyele,2020,Atiba,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.383570526,0.738512057,0.65
960,Atiba,Akinyele,2023,Atiba,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.383570526,0.738512057,0.65
961,Egbeda,Akinyele,2020,Egbeda,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.298595531,0.7238332,0.65
962,Egbeda,Akinyele,2023,Egbeda,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.298595531,0.7238332,0.65
963,Ibadan North,Owan East,2020,Ibadan North,0.8,0.8,0.8,0.8,1,march,131,Dual Al+PBO 2020,0.309361845,0.726477733,0.65
964,Ibadan North,Owan East,2023,Ibadan North,0.8,0.8,0.8,0.8,2,march,1226,Dual Al+PBO 2020,0.309361845,0.726477733,0.65
965,Ibadan North East,Owan East,2020,Ibadan North East,0.8,0.8,0.8,0.8,1,march,131,Dual Al+PBO 2020,0.294659555,0.722786553,0.65
966,Ibadan North East,Owan East,2023,Ibadan North East,0.8,0.8,0.8,0.8,2,march,1226,Dual Al+PBO 2020,0.294659555,0.722786553,0.65
967,Ibadan North West,Owan East,2020,Ibadan North West,0.8,0.8,0.8,0.8,1,march,131,Dual Al+PBO 2020,0.316280901,0.728022995,0.65
968,Ibadan North West,Owan East,2023,Ibadan North West,0.8,0.8,0.8,0.8,2,march,1226,Dual Al+PBO 2020,0.316280901,0.728022995,0.65
969,Ibarapa Central,Akinyele,2020,Ibarapa Central,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.381160727,0.738243305,0.65
970,Ibarapa Central,Akinyele,2023,Ibarapa Central,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.381160727,0.738243305,0.65
