LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
Isiala Mbano,Ngor-Okpala,2021,Isiala Mbano,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.468083262,0.745056709,0.65
Isiala Mbano,Ngor-Okpala,2024,Isiala Mbano,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.468083262,0.745056709,0.65
Isu,Ngor-Okpala,2021,Isu,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.310898215,0.726830753,0.65
Isu,Ngor-Okpala,2024,Isu,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.310898215,0.726830753,0.65
Mbaitoli,Ngor-Okpala,2021,Mbaitoli,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.257476859,0.710250224,0.65
Mbaitoli,Ngor-Okpala,2024,Mbaitoli,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.257476859,0.710250224,0.65
Obowo,Ngor-Okpala,2021,Obowo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.461408625,0.744693686,0.65
Obowo,Ngor-Okpala,2024,Obowo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.461408625,0.744693686,0.65
Ngor-Okpala,Ngor-Okpala,2021,Ngor-Okpala,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.247389039,0.70581743,0.65
Ngor-Okpala,Ngor-Okpala,2024,Ngor-Okpala,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.247389039,0.70581743,0.65
Njaba,Ngor-Okpala,2021,Njaba,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.25554311,0.70944059,0.65
Njaba,Ngor-Okpala,2024,Njaba,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.25554311,0.70944059,0.65
Nkwerre,Ngor-Okpala,2021,Nkwerre,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.404085994,0.740573072,0.65
Nkwerre,Ngor-Okpala,2024,Nkwerre,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.404085994,0.740573072,0.65
Nwangele,Ngor-Okpala,2021,Nwangele,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.427322485,0.742491071,0.65
Nwangele,Ngor-Okpala,2024,Nwangele,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.427322485,0.742491071,0.65
Oyo East,Akinyele,2021,Oyo East,0.8,0.8,0.8,0.8,1,may,496,Dual Al+PBO 2020,0.47806867,0.745564576,0.65
Oyo East,Akinyele,2024,Oyo East,0.8,0.8,0.8,0.8,2,may,1591,Dual Al+PBO 2020,0.47806867,0.745564576,0.65
Oguta,Oru West,2021,Oguta,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.21360058,0.68641783,0.65
Oguta,Oru West,2024,Oguta,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.21360058,0.68641783,0.65
Ohaji/Egbema,Oru West,2021,Ohaji-Egbema,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.230681852,0.69720507,0.65
Ohaji/Egbema,Oru West,2024,Ohaji-Egbema,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.230681852,0.69720507,0.65
Okigwe,Ngor-Okpala,2021,Okigwe,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.46132433,0.744688974,0.65
Okigwe,Ngor-Okpala,2024,Okigwe,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.46132433,0.744688974,0.65
Orlu,Oru West,2021,Orlu,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.36849761,0.736726042,0.65
Orlu,Oru West,2024,Orlu,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.36849761,0.736726042,0.65
Orsu,Oru West,2021,Orsu,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.258149058,0.710527415,0.65
Orsu,Oru West,2024,Orsu,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.258149058,0.710527415,0.65
Oru East,Oru West,2021,Oru East,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.187100101,0.664569581,0.65
Oru East,Oru West,2024,Oru East,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.187100101,0.664569581,0.65
Oru West,Oru West,2021,Oru West,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.176205894,0.653359801,0.65
Oru West,Oru West,2024,Oru West,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.176205894,0.653359801,0.65
Owerri-Municipal,Oru West,2021,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,1,june,527,PBO(2021),0.197408696,0.67390989,0.65
Owerri-Municipal,Oru West,2024,Owerri-Municipal,0.8125,0.8,0.916666667,0.8,2,june,1622,PBO(2021),0.197408696,0.67390989,0.65
Tofa,Taura,2022,Tofa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.825591067,0.751937242,0.932173642
Tofa,Taura,2025,Tofa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.825591067,0.751937242,0.932173642
Owerri North,Ngor-Okpala,2021,Owerri North,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.244109669,0.704259228,0.65
Owerri North,Ngor-Okpala,2024,Owerri North,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.244109669,0.704259228,0.65
Owerri West,Ngor-Okpala,2021,Owerri West,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.204213478,0.679467215,0.65
Owerri West,Ngor-Okpala,2024,Owerri West,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.204213478,0.679467215,0.65
Unuimo,Ngor-Okpala,2021,Unuimo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.474438578,0.745384628,0.65
Unuimo,Ngor-Okpala,2024,Unuimo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.474438578,0.745384628,0.65
Auyo,Taura,2021,Auyo,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.676553245,0.750685407,0.857079262
Auyo,Taura,2024,Auyo,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.676553245,0.750685407,0.857079262
Babura,Babura,2021,Babura,0.874582296,0.842755015,0.8,0.861709269,1,may,496,PBO(2021),0.754462934,0.751464979,0.903511062
Babura,Babura,2024,Babura,0.874582296,0.842755015,0.8,0.861709269,2,may,1591,PBO(2021),0.754462934,0.751464979,0.903511062
Biriniwa,Taura,2021,Biriniwa,0.8,0.8,0.947368421,0.8,1,july,551,PBO(2021),0.694642094,0.750898789,0.869616984
Biriniwa,Taura,2024,Biriniwa,0.8,0.8,0.947368421,0.8,2,july,1646,PBO(2021),0.694642094,0.750898789,0.869616984
Malam Madori,Taura,2021,Malam Madori,0.857142857,0.818181818,0.875,0.931034483,1,july,551,PBO(2021),0.663624026,0.750518096,0.847355412
Malam Madori,Taura,2024,Malam Madori,0.857142857,0.818181818,0.875,0.931034483,2,july,1646,PBO(2021),0.663624026,0.750518096,0.847355412
Birni Kudu,Takali,2021,Birni Kudu,0.879221521,0.8,0.840102739,0.8898771,1,september,615,PBO(2021),0.79905925,0.75178119,0.922695814
Birni Kudu,Takali,2024,Birni Kudu,0.879221521,0.8,0.840102739,0.8898771,2,september,1710,PBO(2021),0.79905925,0.75178119,0.922695814
Buji,Takali,2021,Buji,0.8,0.8,0.8,0.86602248,1,september,615,PBO(2021),0.759566013,0.751505098,0.905939135
Buji,Takali,2024,Buji,0.8,0.8,0.8,0.86602248,2,september,1710,PBO(2021),0.759566013,0.751505098,0.905939135
Jahun,Taura,2021,Jahun,0.906724843,0.88129703,0.8,0.931820208,1,july,551,PBO(2021),0.743526887,0.751375143,0.898083766
Jahun,Taura,2024,Jahun,0.906724843,0.88129703,0.8,0.931820208,2,july,1646,PBO(2021),0.743526887,0.751375143,0.898083766
Dutse,Takali,2021,Dutse,0.8,0.8758553,0.8,0.8,1,september,615,PBO(2021),0.790579855,0.751726658,0.919382366
Dutse,Takali,2024,Dutse,0.8,0.8758553,0.8,0.8,2,september,1710,PBO(2021),0.790579855,0.751726658,0.919382366
Gagarawa,Taura,2021,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,1,july,551,PBO(2021),0.716266925,0.751125931,0.883116947
Gagarawa,Taura,2024,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,2,july,1646,PBO(2021),0.716266925,0.751125931,0.883116947
Kafin Hausa,Taura,2021,Kafin Hausa,0.950194866,0.840231475,0.908210855,0.972138948,1,july,551,PBO(2021),0.673182764,0.750643042,0.854607934
Kafin Hausa,Taura,2024,Kafin Hausa,0.950194866,0.840231475,0.908210855,0.972138948,2,july,1646,PBO(2021),0.673182764,0.750643042,0.854607934
Garki,Babura,2021,Garki,0.944444444,0.878787879,0.952380952,0.932432432,1,may,496,PBO(2021),0.74078424,0.751351753,0.896673119
Garki,Babura,2024,Garki,0.944444444,0.878787879,0.952380952,0.932432432,2,may,1591,PBO(2021),0.74078424,0.751351753,0.896673119
Gumel,Babura,2021,Gumel,0.813953488,0.814814815,0.9,0.983050847,1,may,496,PBO(2021),0.765232277,0.751548364,0.908560313
Gumel,Babura,2024,Gumel,0.813953488,0.814814815,0.9,0.983050847,2,may,1591,PBO(2021),0.765232277,0.751548364,0.908560313
Guri,Taura,2021,Guri,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.666612333,0.750557938,0.849662142
Guri,Taura,2024,Guri,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.666612333,0.750557938,0.849662142
Gwaram,Takali,2021,Gwaram,0.836572687,0.813620788,0.8,0.915806931,1,september,615,PBO(2021),0.770852463,0.751589995,0.911084643
Gwaram,Takali,2024,Gwaram,0.836572687,0.813620788,0.8,0.915806931,2,september,1710,PBO(2021),0.770852463,0.751589995,0.911084643
Gwiwa,Babura,2021,Gwiwa,0.942307692,0.903225806,0.838709677,0.951612903,1,may,496,PBO(2021),0.668371704,0.750581059,0.85100333
Gwiwa,Babura,2024,Gwiwa,0.942307692,0.903225806,0.838709677,0.951612903,2,may,1591,PBO(2021),0.668371704,0.750581059,0.85100333
Hadejia,Taura,2021,Hadejia,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.636447966,0.750120016,0.82462414
Hadejia,Taura,2024,Hadejia,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.636447966,0.750120016,0.82462414
Kaugama,Taura,2021,Kaugama,0.87755102,0.888888889,0.921052632,0.8,1,july,551,PBO(2021),0.649987707,0.750326737,0.836355656
Kaugama,Taura,2024,Kaugama,0.87755102,0.888888889,0.921052632,0.8,2,july,1646,PBO(2021),0.649987707,0.750326737,0.836355656
Kazaure,Babura,2021,Kazaure,0.867924528,0.8,0.8,0.949367089,1,may,496,PBO(2021),0.72677407,0.751226535,0.889141293
Kazaure,Babura,2024,Kazaure,0.867924528,0.8,0.8,0.949367089,2,may,1591,PBO(2021),0.72677407,0.751226535,0.889141293
Kiri Kasamma,Taura,2021,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,1,july,551,PBO(2021),0.673959786,0.750652885,0.855181572
Kiri Kasamma,Taura,2024,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,2,july,1646,PBO(2021),0.673959786,0.750652885,0.855181572
Tsanyawa,Gwarzo,2022,Tsanyawa,0.914893617,0.8,0.8,0.873015873,1,august,953,PBO(2021),0.716116255,0.751124444,0.883028112
Tsanyawa,Gwarzo,2025,Tsanyawa,0.914893617,0.8,0.8,0.873015873,2,august,2048,PBO(2021),0.716116255,0.751124444,0.883028112
Miga,Taura,2021,Miga,0.8,0.916666667,0.962962963,0.97826087,1,july,551,PBO(2021),0.71898178,0.751152503,0.884705609
Miga,Taura,2024,Miga,0.8,0.916666667,0.962962963,0.97826087,2,july,1646,PBO(2021),0.71898178,0.751152503,0.884705609
Ringim,Taura,2021,Ringim,0.828571429,0.95,0.846153846,0.970149254,1,july,551,PBO(2021),0.733954558,0.751291935,0.89307077
Ringim,Taura,2024,Ringim,0.828571429,0.95,0.846153846,0.970149254,2,july,1646,PBO(2021),0.733954558,0.751291935,0.89307077
Roni,Babura,2021,Roni,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.684763375,0.750785097,0.862918381
Roni,Babura,2024,Roni,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.684763375,0.750785097,0.862918381
Taura,Taura,2021,Taura,0.822222222,0.8,0.8,0.841269841,1,july,551,PBO(2021),0.802187286,0.751800708,0.923881864
Taura,Taura,2024,Taura,0.822222222,0.8,0.8,0.841269841,2,july,1646,PBO(2021),0.802187286,0.751800708,0.923881864
Yankwashi,Babura,2021,Yankwashi,0.906122861,0.8,0.818889593,0.939150636,1,may,496,PBO(2021),0.686545172,0.750806097,0.864152546
Yankwashi,Babura,2024,Yankwashi,0.906122861,0.8,0.818889593,0.939150636,2,may,1591,PBO(2021),0.686545172,0.750806097,0.864152546
Kiyawa,Takali,2021,kiyawa,0.836363636,0.8,0.8,0.823529412,1,september,615,PBO(2021),0.77870611,0.751646116,0.914490448
Kiyawa,Takali,2024,kiyawa,0.836363636,0.8,0.8,0.823529412,2,september,1710,PBO(2021),0.77870611,0.751646116,0.914490448
Dutsi,Rimi,2021,Dutsi,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.62280068,0.749892964,0.811924626
Dutsi,Rimi,2024,Dutsi,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.62280068,0.749892964,0.811924626
Birnin-Gwari,Giwa,2022,Birnin-Gwari,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.585660468,0.749162513,0.772412531
Birnin-Gwari,Giwa,2025,Birnin-Gwari,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.585660468,0.749162513,0.772412531
Kajuru,Soba,2022,Kajuru,0.928571429,0.8,0.8,0.8,1,july,916,PBO(2021),0.492999945,0.746252749,0.65
Kajuru,Soba,2025,Kajuru,0.928571429,0.8,0.8,0.8,2,july,2011,PBO(2021),0.492999945,0.746252749,0.65
Chikun,Soba,2022,Chikun,0.8,0.846153846,0.8,0.8,1,july,916,PBO(2021),0.576988044,0.748964207,0.762038896
Chikun,Soba,2025,Chikun,0.8,0.846153846,0.8,0.8,2,july,2011,PBO(2021),0.576988044,0.748964207,0.762038896
Giwa,Giwa,2022,Giwa,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.58231661,0.749087435,0.768467517
Giwa,Giwa,2025,Giwa,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.58231661,0.749087435,0.768467517
Igabi,Soba,2022,Igabi,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.531995981,0.747718623,0.700200269
Igabi,Soba,2025,Igabi,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.531995981,0.747718623,0.700200269
Ikara,Soba,2022,Ikara,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.757882326,0.751491984,0.905145185
Ikara,Soba,2025,Ikara,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.757882326,0.751491984,0.905145185
Jaba,Oke-Ero,2022,Jaba,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.493173179,0.74626027,0.65
Jaba,Oke-Ero,2025,Jaba,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.493173179,0.74626027,0.65
Ogori/Mangongo,Owan East,2021,Ogori-Mangongo,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.310733482,0.726793178,0.65
Ogori/Mangongo,Owan East,2024,Ogori-Mangongo,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.310733482,0.726793178,0.65
Jema'a,Soba,2022,Jema'a,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.50980792,0.746937746,0.664175216
Jema'a,Soba,2025,Jema'a,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.50980792,0.746937746,0.664175216
Kachia,Ngor-Okpala,2022,Kachia,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.53616272,0.747851526,0.706534734
Kachia,Ngor-Okpala,2025,Kachia,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.53616272,0.747851526,0.706534734
Kaduna North,Soba,2022,Kaduna North,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.657446265,0.750433388,0.842469901
Kaduna North,Soba,2025,Kaduna North,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.657446265,0.750433388,0.842469901
Kudan,Giwa,2022,Kudan,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.715360241,0.751116965,0.882581298
Kudan,Giwa,2025,Kudan,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.715360241,0.751116965,0.882581298
Kagarko,Oke-Ero,2022,Kagarko,0.869565217,0.8,0.8,0.8,1,july,916,PBO(2021),0.616828924,0.749787188,0.806075682
Kagarko,Oke-Ero,2025,Kagarko,0.869565217,0.8,0.8,0.8,2,july,2011,PBO(2021),0.616828924,0.749787188,0.806075682
Kaura,Soba,2022,Kaura,0.904761905,0.8,0.8,0.8,1,july,916,PBO(2021),0.544538981,0.748106839,0.7188759
Kaura,Soba,2025,Kaura,0.904761905,0.8,0.8,0.8,2,july,2011,PBO(2021),0.544538981,0.748106839,0.7188759
Kauru,Soba,2022,Kauru,0.954545455,0.8,0.8,0.838235294,1,july,916,PBO(2021),0.435728811,0.743094562,0.65
Kauru,Soba,2025,Kauru,0.954545455,0.8,0.8,0.838235294,2,july,2011,PBO(2021),0.435728811,0.743094562,0.65
Kubau,Soba,2022,Kubau,0.811072268,0.8,0.8,0.8,1,july,916,PBO(2021),0.686299075,0.75080321,0.863982776
Kubau,Soba,2025,Kubau,0.811072268,0.8,0.8,0.8,2,july,2011,PBO(2021),0.686299075,0.75080321,0.863982776
Lere,Soba,2022,Lere,0.864,0.8,0.8,0.8,1,july,916,PBO(2021),0.49638178,0.746397774,0.65
Lere,Soba,2025,Lere,0.864,0.8,0.8,0.8,2,july,2011,PBO(2021),0.49638178,0.746397774,0.65
Markafi,Gwarzo,2022,Markafi,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.721594857,0.751177694,0.886213404
Markafi,Gwarzo,2025,Markafi,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.721594857,0.751177694,0.886213404
Sabon-Gari,Soba,2022,Sabon-Gari,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.655108883,0.750400492,0.84057958
Sabon-Gari,Soba,2025,Sabon-Gari,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.655108883,0.750400492,0.84057958
Sanga,Soba,2022,Sanga,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.447246758,0.743854343,0.65
Sanga,Soba,2025,Sanga,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.447246758,0.743854343,0.65
Soba,Soba,2022,Soba,0.843427297,0.8,0.8,0.8,1,july,916,PBO(2021),0.582055388,0.749081498,0.76815646
Soba,Soba,2025,Soba,0.843427297,0.8,0.8,0.8,2,july,2011,PBO(2021),0.582055388,0.749081498,0.76815646
Zango-Kataf,Soba,2022,Zango-Kataf,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.379476754,0.738051863,0.65
Zango-Kataf,Soba,2025,Zango-Kataf,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.379476754,0.738051863,0.65
Zaria,Soba,2022,Zaria,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.608376269,0.749630281,0.797478728
Zaria,Soba,2025,Zaria,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.608376269,0.749630281,0.797478728
Kaduna South,Soba,2022,Kaduna South,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.679569503,0.7507226,0.859253905
Kaduna South,Soba,2025,Kaduna South,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.679569503,0.7507226,0.859253905
Bichi,Gwarzo,2022,Bichi,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.768444039,0.751572308,0.910011952
Bichi,Gwarzo,2025,Bichi,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.768444039,0.751572308,0.910011952
Ajingi,Taura,2022,Ajingi,0.838709677,0.8,0.8,0.980769231,1,july,916,PBO(2021),0.772623248,0.751602855,0.91186478
Ajingi,Taura,2025,Ajingi,0.838709677,0.8,0.8,0.980769231,2,july,2011,PBO(2021),0.772623248,0.751602855,0.91186478
Albasu,Takali,2022,Albasu,0.8,0.8,0.8,0.806451613,1,september,980,PBO(2021),0.794967768,0.751755177,0.921115182
Albasu,Takali,2025,Albasu,0.8,0.8,0.8,0.806451613,2,september,2075,PBO(2021),0.794967768,0.751755177,0.921115182
Bagwai,Babura,2022,Bagwai,0.907407407,0.8,0.8,0.838235294,1,may,861,PBO(2021),0.804608217,0.7518156,0.924786722
Bagwai,Babura,2025,Bagwai,0.907407407,0.8,0.8,0.838235294,2,may,1956,PBO(2021),0.804608217,0.7518156,0.924786722
Bebeji,Gwarzo,2022,Bebeji,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.827726878,0.751948916,0.932881813
Bebeji,Gwarzo,2025,Bebeji,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.827726878,0.751948916,0.932881813
Dambatta,Babura,2022,Dambatta,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.74901951,0.751420937,0.900848515
Dambatta,Babura,2025,Dambatta,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.74901951,0.751420937,0.900848515
Dawakin Kudu,Gwarzo,2022,Dawakin Kudu,0.85,0.8,0.8,0.8,1,august,953,PBO(2021),0.806145696,0.751824962,0.925355527
Dawakin Kudu,Gwarzo,2025,Dawakin Kudu,0.85,0.8,0.8,0.8,2,august,2048,PBO(2021),0.806145696,0.751824962,0.925355527
Dawakin Tofa,Taura,2022,Dawakin Tofa,0.829268293,0.8,0.8,0.8,1,july,916,PBO(2021),0.798723746,0.751779077,0.922567458
Dawakin Tofa,Taura,2025,Dawakin Tofa,0.829268293,0.8,0.8,0.8,2,july,2011,PBO(2021),0.798723746,0.751779077,0.922567458
Doguwa,Giwa,2022,Doguwa,0.8,0.8,0.8,0.816091954,1,august,953,PBO(2021),0.698189254,0.750938028,0.871938315
Doguwa,Giwa,2025,Doguwa,0.8,0.8,0.8,0.816091954,2,august,2048,PBO(2021),0.698189254,0.750938028,0.871938315
Gabasawa,Taura,2022,Gabasawa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.749885825,0.751428034,0.901277355
Gabasawa,Taura,2025,Gabasawa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.749885825,0.751428034,0.901277355
Garko,Gwarzo,2022,Garko,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.768838005,0.751575217,0.910188344
Garko,Gwarzo,2025,Garko,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.768838005,0.751575217,0.910188344
Garum Mallam,Gwarzo,2022,Garum Mallam,0.818181818,0.8,0.8,0.8,1,august,953,PBO(2021),0.862288859,0.75212162,0.943329856
Garum Mallam,Gwarzo,2025,Garum Mallam,0.818181818,0.8,0.8,0.8,2,august,2048,PBO(2021),0.862288859,0.75212162,0.943329856
Gaya,Gwarzo,2022,Gaya,0.878787879,0.8,0.806451613,0.941176471,1,august,953,PBO(2021),0.763092032,0.751532177,0.907579363
Gaya,Gwarzo,2025,Gaya,0.878787879,0.8,0.806451613,0.941176471,2,august,2048,PBO(2021),0.763092032,0.751532177,0.907579363
Gezawa,Gwarzo,2022,Gezawa,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.80805322,0.751836474,0.926054985
Gezawa,Gwarzo,2025,Gezawa,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.80805322,0.751836474,0.926054985
Gwale,Alkaleri,2022,Gwale,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.600920439,0.749484472,0.789574906
Gwale,Alkaleri,2025,Gwale,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.600920439,0.749484472,0.789574906
Gwarzo,Gwarzo,2022,Gwarzo,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.823387017,0.751925064,0.931434662
Gwarzo,Gwarzo,2025,Gwarzo,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.823387017,0.751925064,0.931434662
Kabo,Gwarzo,2022,Kabo,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.81249578,0.751862855,0.927657555
Kabo,Gwarzo,2025,Kabo,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.81249578,0.751862855,0.927657555
Kano Municipal,Alkaleri,2022,Kano Municipal,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.636999309,0.750128781,0.825118333
Kano Municipal,Alkaleri,2025,Kano Municipal,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.636999309,0.750128781,0.825118333
Karaye,Gwarzo,2022,Karaye,0.826923077,0.8,0.8,0.833333333,1,august,953,PBO(2021),0.844998327,0.752038885,0.938332791
Karaye,Gwarzo,2025,Karaye,0.826923077,0.8,0.8,0.833333333,2,august,2048,PBO(2021),0.844998327,0.752038885,0.938332791
Kibiya,Gwarzo,2022,Kibiya,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.813323711,0.751867706,0.927952179
Kibiya,Gwarzo,2025,Kibiya,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.813323711,0.751867706,0.927952179
Kiru,Gwarzo,2022,Kiru,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.826693612,0.751943284,0.932540181
Kiru,Gwarzo,2025,Kiru,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.826693612,0.751943284,0.932540181
Kumbotso,Taura,2022,Kumbotso,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.728034042,0.751238202,0.889841585
Kumbotso,Taura,2025,Kumbotso,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.728034042,0.751238202,0.889841585
Yagba West,Oke-Ero,2021,Yagba West,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.304086126,0.72522026,0.65
Yagba West,Oke-Ero,2024,Yagba West,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.304086126,0.72522026,0.65
Kunchi,Babura,2022,Kunchi,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.729388444,0.751250652,0.890589203
Kunchi,Babura,2025,Kunchi,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.729388444,0.751250652,0.890589203
Kura,Gwarzo,2022,Kura,0.825,0.8,0.8,0.84375,1,august,953,PBO(2021),0.796070741,0.751762244,0.921544589
Kura,Gwarzo,2025,Kura,0.825,0.8,0.8,0.84375,2,august,2048,PBO(2021),0.796070741,0.751762244,0.921544589
Madobi,Taura,2022,Madobi,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.853563186,0.752080738,0.940862927
Madobi,Taura,2025,Madobi,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.853563186,0.752080738,0.940862927
Makoda,Babura,2022,Makoda,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.698126715,0.750937343,0.871897764
Makoda,Babura,2025,Makoda,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.698126715,0.750937343,0.871897764
Ekiti,Oke-Ero,2021,Ekiti,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.316166435,0.9,0.61
Ekiti,Oke-Ero,2024,Ekiti,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.316166435,0.9,0.61
