LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year
Izzi,Owan East,0.535574305,0.535574305,0.539,0,-1,2018
Jaba,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Jada,Alkaleri,0.105227252,0.105227252,0.539,0,-1,2018
Jahun,Taura,0.243476761,0.243476761,0.539,0,-1,2018
Jakusko,Taura,0.192420845,0.192420845,0.539,0,-1,2018
Jalingo,Keana,0.376923014,0.376923014,0.539,0,-1,2018
Jama'are,Taura,0.156156068,0.156156068,0.539,0,-1,2018
Jega,Birnin Kebbi,0.62345013,0.62345013,0.539,0,-1,2018
Jema'a,Soba,0.153092786,0.153092786,0.539,0,-1,2018
Jere,Gawabawa,0.55,0.55,0.539,0,-1,2018
Jibia,Rimi,0.366666666,0.366666666,0.539,0,-1,2018
Jos East,Soba,0.55,0.55,0.539,0,-1,2018
Jos North,Soba,0.115088842,0.115088842,0.539,0,-1,2018
Jos South,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Kabba-Bunu,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Kabo,Gwarzo,0.361536654,0.361536654,0.539,0,-1,2018
Kachia,Ngor-Okpala,0.02871863,0.02871863,0.539,0,-1,2018
Kaduna North,Soba,0.072310763,0.072310763,0.539,0,-1,2018
Kaduna South,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Kafin Hausa,Taura,0.460975493,0.460975493,0.539,0,-1,2018
Kafur,Gwarzo,0.225146183,0.225146183,0.539,0,-1,2018
Kaga,Darazo,0.125808184,0.125808184,0.539,0,-1,2018
Kagarko,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Kaiama,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Kaita,Rimi,0.169230769,0.169230769,0.539,0,-1,2018
Kajola,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Kajuru,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Kala-Balge,Darazo,0.125808184,0.125808184,0.539,0,-1,2018
Kalgo,Birnin Kebbi,0.581014105,0.581014105,0.539,0,-1,2018
Kaltungo,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Kanam,Alkaleri,0.326886723,0.326886723,0.539,0,-1,2018
Kankara,Rimi,0.230995129,0.230995129,0.539,0,-1,2018
Kanke,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Kankia,Rimi,0.314285715,0.314285715,0.539,0,-1,2018
Kano Municipal,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Karasuwa,Taura,0.063244033,0.063244033,0.539,0,-1,2018
Karaye,Gwarzo,0.458333334,0.458333334,0.539,0,-1,2018
Karin-Lamido,Alkaleri,0.172606376,0.172606376,0.539,0,-1,2018
Karu,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Katagum,Gwarzo,0.128504716,0.128504716,0.539,0,-1,2018
Katcha,Oke-Ero,0.337118469,0.337118469,0.539,0,-1,2018
Katsina,Rimi,0.548844548,0.548844548,0.539,0,-1,2018
Katsina-Ala,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Kaugama,Taura,0.122222222,0.122222222,0.539,0,-1,2018
Kaura,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Kaura-Namoda,Rimi,0.230995129,0.230995129,0.539,0,-1,2018
Kauru,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Kazaure,Babura,0.34375,0.34375,0.539,0,-1,2018
Keana,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Kebbe,Birnin Kebbi,0.464481248,0.464481248,0.539,0,-1,2018
Keffi,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Khana,Nsit Ubium,0.314285715,0.314285715,0.539,0,-1,2018
Kibiya,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018
Kirfi,Alkaleri,0.084615385,0.084615385,0.539,0,-1,2018
Kiri Kasamma,Taura,0.323102291,0.323102291,0.539,0,-1,2018
Kiru,Gwarzo,0.262624369,0.262624369,0.539,0,-1,2018
Kiyawa,Takali,0.157142857,0.157142857,0.539,0,-1,2018
Kogi,Keana,0.366666666,0.366666666,0.539,0,-1,2018
Koko-Besse,Birnin Kebbi,0.693373492,0.693373492,0.539,0,-1,2018
Kokona,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Kolokuma-Opokuma,Ahoada West,0.427953851,0.427953851,0.539,0,-1,2018
Konduga,Darazo,0.55,0.55,0.539,0,-1,2018
Konshisha,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Kontagora,Oke-Ero,0.353032722,0.353032722,0.539,0,-1,2018
Kosofe,Isoko South,0.760101856,0.760101856,0.539,0,-1,2018
Kubau,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Kudan,Giwa,0.143559165,0.143559165,0.539,0,-1,2018
Kuje,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Kukawa,Babura,0.66,0.66,0.539,0,-1,2018
Kumbotso,Taura,0.192420845,0.192420845,0.539,0,-1,2018
Kunchi,Babura,0.162151388,0.162151388,0.539,0,-1,2018
Kura,Gwarzo,0.244444444,0.244444444,0.539,0,-1,2018
Kurfi,Rimi,0.230995129,0.230995129,0.539,0,-1,2018
Kurmi,Oru West,0.44,0.44,0.539,0,-1,2018
Kusada,Rimi,0.20625,0.20625,0.539,0,-1,2018
Kwali,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Kwami,Alkaleri,0.076443986,0.076443986,0.539,0,-1,2018
Kwande,Oke-Ero,0.207547337,0.207547337,0.539,0,-1,2018
Kware,Gawabawa,0.22,0.22,0.539,0,-1,2018
Kwaya Kusar,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Lafia,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Lagelu,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Lagos Island,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Lagos Mainland,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Lamurde,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Langtang North,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Langtang South,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Lapai,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Lau,Alkaleri,0.2,0.2,0.539,0,-1,2018
Lavun,Oke-Ero,0.450386313,0.450386313,0.539,0,-1,2018
Lere,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Logo,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Lokoja,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Machina,Taura,0.060147216,0.060147216,0.539,0,-1,2018
Madagali,Darazo,0.125808184,0.125808184,0.539,0,-1,2018
Madobi,Taura,0.192420845,0.192420845,0.539,0,-1,2018
Mafa,Darazo,0.125808184,0.125808184,0.539,0,-1,2018
Magama,Oke-Ero,0.332531983,0.332531983,0.539,0,-1,2018
Magumeri,Gawabawa,0.117294588,0.117294588,0.539,0,-1,2018
Mai'Adua,Rimi,0.44,0.44,0.539,0,-1,2018
Maiduguri,Darazo,0.034298437,0.034298437,0.539,0,-1,2018
Maigatari,Babura,0.226493476,0.226493476,0.539,0,-1,2018
Maiha,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Maiyama,Birnin Kebbi,0.794444444,0.794444444,0.539,0,-1,2018
Makoda,Babura,0.66,0.66,0.539,0,-1,2018
Makurdi,Keana,0.092806509,0.092806509,0.539,0,-1,2018
Malam Madori,Taura,0.55,0.55,0.539,0,-1,2018
Malumfashi,Gwarzo,0.733333334,0.733333334,0.539,0,-1,2018
Mangu,Darazo,0.314965467,0.314965467,0.539,0,-1,2018
Mani,Rimi,0.219869779,0.219869779,0.539,0,-1,2018
Maradun,Darazo,0.080843388,0.080843388,0.539,0,-1,2018
Mariga,Oke-Ero,0.11,0.11,0.539,0,-1,2018
Markafi,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018
Marte,Babura,0.384205095,0.384205095,0.539,0,-1,2018
Maru,Giwa,0.143559165,0.143559165,0.539,0,-1,2018
Mashegu,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Mashi,Rimi,0.183333334,0.183333334,0.539,0,-1,2018
Matazuu,Rimi,0.314285715,0.314285715,0.539,0,-1,2018
Mayo-Belwa,Alkaleri,0.6,0.6,0.539,0,-1,2018
Mbaitoli,Ngor-Okpala,0.415484806,0.415484806,0.539,0,-1,2018
Mbo,Nsit Ubium,0.11,0.11,0.539,0,-1,2018
Michika,Darazo,0.125808184,0.125808184,0.539,0,-1,2018
Miga,Taura,0.122222222,0.122222222,0.539,0,-1,2018
Mikang,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Minjibir,Taura,0.591753741,0.591753741,0.539,0,-1,2018
Misau,Darazo,0.13471763,0.13471763,0.539,0,-1,2018
Mkpat Enin,Nsit Ubium,0.417951578,0.417951578,0.539,0,-1,2018
Moba,Oke-Ero,0.095695823,0.095695823,0.539,0,-1,2018
Mobbar,Babura,0.576473129,0.576473129,0.539,0,-1,2018
Mokwa,Oke-Ero,0.281468301,0.281468301,0.539,0,-1,2018
Monguno,Babura,0.384205095,0.384205095,0.539,0,-1,2018
Mopa-Muro,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Moro,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Mubi North,Darazo,0.245063074,0.245063074,0.539,0,-1,2018
Mubi South,Darazo,0.062011388,0.062011388,0.539,0,-1,2018
Musawa,Gwarzo,0.405263158,0.405263158,0.539,0,-1,2018
Mushin,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Muya,Giwa,0.392857143,0.392857143,0.539,0,-1,2018
Nafada,Alkaleri,0.221772507,0.221772507,0.539,0,-1,2018
Nangere,Darazo,0.036666666,0.036666666,0.539,0,-1,2018
Nasarawa1,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Nasarawa2,Alkaleri,0.402694173,0.402694173,0.539,0,-1,2018
Nasarawa-Eggon,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Ndokwa East,Ahoada West,0.271107599,0.271107599,0.539,0,-1,2018
Ndokwa West,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Nembe,Ahoada West,0.275,0.275,0.539,0,-1,2018
Ngala,Taura,0.192420845,0.192420845,0.539,0,-1,2018
Nganzai,Gawabawa,0.117294588,0.117294588,0.539,0,-1,2018
Ngaski,Owan East,0.664720048,0.664720048,0.539,0,-1,2018
Ngor-Okpala,Ngor-Okpala,0.611111112,0.611111112,0.539,0,-1,2018
Nguru,Taura,0.192420845,0.192420845,0.539,0,-1,2018
Ningi,Takali,0.094501706,0.094501706,0.539,0,-1,2018
Njaba,Ngor-Okpala,0.8,0.8,0.539,0,-1,2018
Njikoka,Uzo-Uwani,0.733333334,0.733333334,0.539,0,-1,2018
Nkanu East,Owan East,0.490863176,0.490863176,0.539,0,-1,2018
Nkanu West,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018
Nkwerre,Ngor-Okpala,0.275,0.275,0.539,0,-1,2018
Nnewi North,Oru West,0.452185171,0.452185171,0.539,0,-1,2018
Nnewi South,Oru West,0.631271495,0.631271495,0.539,0,-1,2018
Nsit Atai,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018
Nsit Ibom,Nsit Ubium,0.275,0.275,0.539,0,-1,2018
Nsit Ubium,Nsit Ubium,0.471428572,0.471428572,0.539,0,-1,2018
Nsukka,Uzo-Uwani,0.445857998,0.445857998,0.539,0,-1,2018
Numan,Alkaleri,0.711764706,0.711764706,0.539,0,-1,2018
Nwangele,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Obafemi-Owode,Owan East,0.501010726,0.501010726,0.539,0,-1,2018
Obanliku,Obubra,0.451107239,0.451107239,0.539,0,-1,2018
Obi Nwa,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Obi1,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Obi2,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Obia-Akpor,Ahoada West,0.234832173,0.234832173,0.539,0,-1,2018
Obokun,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Obot Akara,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Obowo,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Obubra,Obubra,0.451107239,0.451107239,0.539,0,-1,2018
Obudu,Obubra,0.451107239,0.451107239,0.539,0,-1,2018
Odeda,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Odigbo,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Odogbolu,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Odo-Otin,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Odukpani,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Offa,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Ofu,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Ogbadibo,Ahoada West,0.149247155,0.149247155,0.539,0,-1,2018
Ogba-Egbema-Ndoni,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Ogbaru,Ahoada West,0.733333334,0.733333334,0.539,0,-1,2018
Ogbia,Ahoada West,0.271107599,0.271107599,0.539,0,-1,2018
Ogbomosho North,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Ogbomosho South,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Ogo Oluwa,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Ogoja,Obubra,0.451107239,0.451107239,0.539,0,-1,2018
Ogori-Mangongo,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Ogu-Bolo,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018
Ogun waterside,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Oguta,Oru West,0.55,0.55,0.539,0,-1,2018
Ohafia,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Ohaji-Egbema,Oru West,0.513574283,0.513574283,0.539,0,-1,2018
Ohaozara,Obubra,0.758467736,0.758467736,0.539,0,-1,2018
Ohaukwu,Owan East,0.275,0.275,0.539,0,-1,2018
Ohimini,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Oji-River,Oru West,0.452185171,0.452185171,0.539,0,-1,2018
Ojo,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Oju,Oke-Ero,0.073054159,0.073054159,0.539,0,-1,2018
Oke-Ero,Oke-Ero,0.44,0.44,0.539,0,-1,2018
Okehi,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Okene,Owan East,0.080373544,0.080373544,0.539,0,-1,2018
Okigwe,Ngor-Okpala,0.366666666,0.366666666,0.539,0,-1,2018
Okitipupa,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Okobo,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018
Okpe,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Okpokwu,Akinyele,0.157142857,0.157142857,0.539,0,-1,2018
Okrika,Nsit Ubium,0.617416924,0.617416924,0.539,0,-1,2018
Olamabolo,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Ola-oluwa,Owan East,0.366666666,0.366666666,0.539,0,-1,2018
Olorunda,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Olorunsogo,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Oluyole,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Omala,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Omumma,Ngor-Okpala,0.07811201,0.07811201,0.539,0,-1,2018
Ona-Ara,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Ondo East,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Ondo West,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Onicha,Obubra,0.413259675,0.413259675,0.539,0,-1,2018
Onitsha North,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018
Onitsha South,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018
Onna,Nsit Ubium,0.395102003,0.395102003,0.539,0,-1,2018
Opobo-Nkoro,Nsit Ubium,0.671483902,0.671483902,0.539,0,-1,2018
Oredo,Uzo-Uwani,0.348880699,0.348880699,0.539,0,-1,2018
Orelope,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Orhionmwon,Uzo-Uwani,0.200373726,0.200373726,0.539,0,-1,2018
Ori Ire,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Oriade,Oke-Ero,0.373472684,0.373472684,0.539,0,-1,2018
Orlu,Oru West,0.275,0.275,0.539,0,-1,2018
Orolu,Oke-Ero,0.333333416,0.333333416,0.539,0,-1,2018
Oron,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018
Orsu,Oru West,0.283427525,0.283427525,0.539,0,-1,2018
Oru East,Oru West,0.452185171,0.452185171,0.539,0,-1,2018
Oru West,Oru West,0.476480976,0.476480976,0.539,0,-1,2018
Oruk Anam,Nsit Ubium,0.322222262,0.322222262,0.539,0,-1,2018
Orumba North,Oru West,0.52884612,0.52884612,0.539,0,-1,2018
Orumba South,Oru West,0.452185171,0.452185171,0.539,0,-1,2018
Ose,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Oshimili North,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018
Oshimili South,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018
Oshodi-Isolo,Uzo-Uwani,0.275,0.275,0.539,0,-1,2018
Osisioma Ngwa,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Osogbo,Owan East,0.55,0.55,0.539,0,-1,2018
Oturkpo,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Ovia North East,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Ovia South West,Akinyele,0.157142857,0.157142857,0.539,0,-1,2018
Owan East,Owan East,0.22,0.22,0.539,0,-1,2018
Owan West,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Owerri North,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Owerri West,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Owerri-Municipal,Oru West,0.452185171,0.452185171,0.539,0,-1,2018
Owo,Owan East,0.160183733,0.160183733,0.539,0,-1,2018
Oye,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Oyi,Uzo-Uwani,0.8,0.8,0.539,0,-1,2018
Oyigbo,Nsit Ubium,0.55,0.55,0.539,0,-1,2018
Oyo East,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Oyo West,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Oyun,Oke-Ero,0.564957159,0.564957159,0.539,0,-1,2018
Pailoro,Oke-Ero,0.231269733,0.231269733,0.539,0,-1,2018
Pankshin,Alkaleri,0.366666666,0.366666666,0.539,0,-1,2018
Patani,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Pategi,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Port-Harcourt,Ahoada West,0.337383187,0.337383187,0.539,0,-1,2018
Potiskum,Darazo,0.015378438,0.015378438,0.539,0,-1,2018
Qua'an Pan,Keana,0.13780759,0.13780759,0.539,0,-1,2018
Rabah,Gawabawa,0.366666666,0.366666666,0.539,0,-1,2018
Rafi,Oke-Ero,0.54606672,0.54606672,0.539,0,-1,2018
Rano,Gwarzo,0.244444444,0.244444444,0.539,0,-1,2018
Remo North,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Rijau,Alkaleri,0.9,0.9,0.539,0,-1,2018
Rimi,Rimi,0.230995129,0.230995129,0.539,0,-1,2018
Rimin Gado,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018
Ringim,Taura,0.366666666,0.366666666,0.539,0,-1,2018
Riyom,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Rogo,Gwarzo,0.366666666,0.366666666,0.539,0,-1,2018
Roni,Babura,0.384205095,0.384205095,0.539,0,-1,2018
Sabon Birni,Gawabawa,0.136253745,0.136253745,0.539,0,-1,2018
Sabon-Gari,Soba,0.060152474,0.060152474,0.539,0,-1,2018
Sabuwa,Giwa,0.55,0.55,0.539,0,-1,2018
Safana,Babura,0.488888888,0.488888888,0.539,0,-1,2018
Sagbama,Ahoada West,0.460607382,0.460607382,0.539,0,-1,2018
Sakaba,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Saki East,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Saki West,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018
Sandamu,Rimi,0.230995129,0.230995129,0.539,0,-1,2018
Sanga,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Sapele,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Sardauna,Oru West,0.227220534,0.227220534,0.539,0,-1,2018
Shagamu,Uzo-Uwani,0.499442962,0.499442962,0.539,0,-1,2018
Shagari,Birnin Kebbi,0.165,0.165,0.539,0,-1,2018
Shanga,Birnin Kebbi,0.857142857,0.857142857,0.539,0,-1,2018
Shani,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Shanono,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018
Shelleng,Darazo,0.374206742,0.374206742,0.539,0,-1,2018
Shendam,Keana,0.151964458,0.151964458,0.539,0,-1,2018
Shinkafi,Rimi,0.230995129,0.230995129,0.539,0,-1,2018
Shira,Takali,0.227027027,0.227027027,0.539,0,-1,2018
Shiroro,Oke-Ero,0.469045518,0.469045518,0.539,0,-1,2018
Shomgom,Alkaleri,0.155545272,0.155545272,0.539,0,-1,2018
Shomolu,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Silame,Gawabawa,0.091666666,0.091666666,0.539,0,-1,2018
Soba,Soba,0.022544159,0.022544159,0.539,0,-1,2018
Sokoto North,Gawabawa,0.183333334,0.183333334,0.539,0,-1,2018
Sokoto South,Birnin Kebbi,0.464481248,0.464481248,0.539,0,-1,2018
Song,Darazo,0.336285715,0.336285715,0.539,0,-1,2018
Southern Ijaw,Ahoada West,0.271107599,0.271107599,0.539,0,-1,2018
Suleja,Babura,0.405263158,0.405263158,0.539,0,-1,2018
Sule-Tankarkar,Giwa,0.356236309,0.356236309,0.539,0,-1,2018
Sumaila,Takali,0.6875,0.6875,0.539,0,-1,2018
Suru,Birnin Kebbi,0.586666666,0.586666666,0.539,0,-1,2018
Surulere1,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Surulere2,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Tafa,Oke-Ero,0.55,0.55,0.539,0,-1,2018
Tafawa-Balewa,Alkaleri,0.254327697,0.254327697,0.539,0,-1,2018
Tai,Nsit Ubium,0.085762728,0.085762728,0.539,0,-1,2018
Takali,Takali,0.295061478,0.295061478,0.539,0,-1,2018
Takum,Keana,0.166506437,0.166506437,0.539,0,-1,2018
Talata Mafara,Darazo,0.125808184,0.125808184,0.539,0,-1,2018
Tambuwal,Birnin Kebbi,0.076224256,0.076224256,0.539,0,-1,2018
Tangaza,Gawabawa,0.117294588,0.117294588,0.539,0,-1,2018
Tarauni,Alkaleri,0.811023636,0.811023636,0.539,0,-1,2018
Tarka,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Tarmua,Rimi,0.230995129,0.230995129,0.539,0,-1,2018
Taura,Taura,0.452941177,0.452941177,0.539,0,-1,2018
Tofa,Taura,0.253846154,0.253846154,0.539,0,-1,2018
Toro,Giwa,0.225079589,0.225079589,0.539,0,-1,2018
Toto,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Toungo,Keana,0.078571428,0.078571428,0.539,0,-1,2018
Tsafe,Takali,0.037566088,0.037566088,0.539,0,-1,2018
Tsanyawa,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018
Tudun Wada,Gwarzo,0.096697627,0.096697627,0.539,0,-1,2018
Tureta,Birnin Kebbi,0.11649885,0.11649885,0.539,0,-1,2018
Udenu,Uzo-Uwani,0.760822395,0.760822395,0.539,0,-1,2018
Udi,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018
Udu,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Udung Uko,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018
Ughelli North,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Ughelli South,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Ugwunagbo,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Uhunmwonde,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Ukanafun,Nsit Ubium,0.44,0.44,0.539,0,-1,2018
Ukum,Keana,0.194905934,0.194905934,0.539,0,-1,2018
Ukwa East,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018
Ukwa West,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018
Ukwuani,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018
Umuahia North,Oru West,0.705021845,0.705021845,0.539,0,-1,2018
Umuahia South,Ngor-Okpala,0.55,0.55,0.539,0,-1,2018
Umu-Neochi,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Ungogo,Taura,0.393191443,0.393191443,0.539,0,-1,2018
Unuimo,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018
Uruan,Nsit Ubium,0.758447528,0.758447528,0.539,0,-1,2018
Urue-Offong-Oruko,Nsit Ubium,0.44,0.44,0.539,0,-1,2018
Ushongo,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Ussa,Oru West,0.275,0.275,0.539,0,-1,2018
Uvwie,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Uyo,Nsit Ubium,0.434769838,0.434769838,0.539,0,-1,2018
Uzo-Uwani,Uzo-Uwani,0.237831574,0.237831574,0.539,0,-1,2018
Vandeikya,Oke-Ero,0.139372394,0.139372394,0.539,0,-1,2018
Wamako,Gawabawa,0.117294588,0.117294588,0.539,0,-1,2018
Wamba,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018
Warawa,Gwarzo,0.057894737,0.057894737,0.539,0,-1,2018
Warji,Takali,0.169230769,0.169230769,0.539,0,-1,2018
Warri North,Owan East,0.306837057,0.306837057,0.539,0,-1,2018
Warri South,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Warri South West,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018
Wasagu-Danko,Alkaleri,0.471428572,0.471428572,0.539,0,-1,2018
Wase,Alkaleri,0.051162772,0.051162772,0.539,0,-1,2018
Wudil,Gwarzo,0.135843074,0.135843074,0.539,0,-1,2018
Wukari,Keana,0.254513927,0.254513927,0.539,0,-1,2018
Wurno,Gawabawa,0.064940395,0.064940395,0.539,0,-1,2018
Wushishi,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Yabo,Gawabawa,0.194117647,0.194117647,0.539,0,-1,2018
Yagba East,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Yagba West,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018
Yakurr,Obubra,0.41693542,0.41693542,0.539,0,-1,2018
Yala,Oke-Ero,0.322769954,0.322769954,0.539,0,-1,2018
Yamaltu-Deba,Alkaleri,0.177984036,0.177984036,0.539,0,-1,2018
Yankwashi,Babura,0.524049019,0.524049019,0.539,0,-1,2018
Yauri,Birnin Kebbi,0.733073567,0.733073567,0.539,0,-1,2018
Yenegoa,Isoko South,0.60167405,0.60167405,0.539,0,-1,2018
Yola North,Alkaleri,0.163650302,0.163650302,0.539,0,-1,2018
