"","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"169","Ganjuwa","Darazo",2021,"Ganjuwa",0.74927761,0.317453185,0.400073335,0.8,1,"july","PBO",0.647484501,0.750289825,0.83424922,551
"170","Ganjuwa","Darazo",2024,"Ganjuwa",0.74927761,0.317453185,0.400073335,0.8,2,"july","PBO",0.647484501,0.750289825,0.83424922,1646
"171","Giade","Darazo",2021,"Giade",0.408571428,0.111428572,0.185714286,0.401470588,1,"july","PBO",0.730326034,0.751259215,0.891103632,551
"172","Giade","Darazo",2024,"Giade",0.408571428,0.111428572,0.185714286,0.401470588,2,"july","PBO",0.730326034,0.751259215,0.891103632,1646
"173","Itas/Gadau","Taura",2021,"Itas-Gadau",0.8,0.793249031,0.8,0.915155207,1,"july","PBO",0.742973977,0.751370456,0.897801015,551
"174","Itas/Gadau","Taura",2024,"Itas-Gadau",0.8,0.793249031,0.8,0.915155207,2,"july","PBO",0.742973977,0.751370456,0.897801015,1646
"175","Katagum","Gwarzo",2021,"Katagum",0.669998196,0.508503137,0.561679192,0.8,1,"august","PBO",0.74547039,0.751391505,0.899071161,588
"176","Katagum","Gwarzo",2024,"Katagum",0.669998196,0.508503137,0.561679192,0.8,2,"august","PBO",0.74547039,0.751391505,0.899071161,1683
"177","Kirfi","Alkaleri",2021,"Kirfi",0.794444444,0.205263158,0.251612903,0.629032258,1,"july","PBO",0.704749265,0.751008493,0.876118516,551
"178","Kirfi","Alkaleri",2024,"Kirfi",0.794444444,0.205263158,0.251612903,0.629032258,2,"july","PBO",0.704749265,0.751008493,0.876118516,1646
"179","Misau","Darazo",2021,"Misau",0.504613074,0.442846049,0.304816837,0.791884131,1,"july","PBO",0.803277912,0.75180744,0.924290903,551
"180","Misau","Darazo",2024,"Misau",0.504613074,0.442846049,0.304816837,0.791884131,2,"july","PBO",0.803277912,0.75180744,0.924290903,1646
"181","Ningi","Takali",2021,"Ningi",0.779454172,0.41234225,0.474819456,0.8,1,"september","PBO",0.6738636,0.750651669,0.85511069,615
"182","Ningi","Takali",2024,"Ningi",0.779454172,0.41234225,0.474819456,0.8,2,"september","PBO",0.6738636,0.750651669,0.85511069,1710
"183","Ukum","Keana",2020,"Ukum",0.523763582,0.444280736,0.531410031,0.360815356,1,"august","PBO",0.383970395,0.738556069,0.65,223
"184","Ukum","Keana",2023,"Ukum",0.523763582,0.444280736,0.531410031,0.360815356,2,"august","PBO",0.383970395,0.738556069,0.65,1318
"185","Shira","Takali",2021,"Shira",0.8,0.725636327,0.585481455,0.8,1,"september","PBO",0.742991291,0.751370603,0.897809882,615
"186","Shira","Takali",2024,"Shira",0.8,0.725636327,0.585481455,0.8,2,"september","PBO",0.742991291,0.751370603,0.897809882,1710
"187","Tafawa-Balewa","Alkaleri",2021,"Tafawa-Balewa",0.599848007,0.34296989,0.222743941,0.551832606,1,"july","PBO",0.531148459,0.747691092,0.69889564,551
"188","Tafawa-Balewa","Alkaleri",2024,"Tafawa-Balewa",0.599848007,0.34296989,0.222743941,0.551832606,2,"july","PBO",0.531148459,0.747691092,0.69889564,1646
"189","Toro","Giwa",2021,"Toro",0.626450644,0.331515643,0.314609806,0.8,1,"august","PBO",0.625332185,0.749936589,0.814349448,588
"190","Toro","Giwa",2024,"Toro",0.626450644,0.331515643,0.314609806,0.8,2,"august","PBO",0.625332185,0.749936589,0.814349448,1683
"191","Warji","Takali",2021,"Warji",0.861111111,0.385185185,0.507317073,0.836363636,1,"september","PBO",0.680001753,0.750727876,0.859562721,615
"192","Warji","Takali",2024,"Warji",0.861111111,0.385185185,0.507317073,0.836363636,2,"september","PBO",0.680001753,0.750727876,0.859562721,1710
"193","Zaki","Taura",2021,"Zaki",0.64786747,0.536398967,0.59409087,0.8,1,"july","PBO",0.753604356,0.751458119,0.903096132,551
"194","Zaki","Taura",2024,"Zaki",0.64786747,0.536398967,0.59409087,0.8,2,"july","PBO",0.753604356,0.751458119,0.903096132,1646
"195","Kolokuma/Opokuma","Ahoada West",2020,"Kolokuma-Opokuma",0.307805713,0.190187986,0.259218562,0.329945681,1,"may","PBO",0.224180225,0.693359192,0.65,131
"196","Kolokuma/Opokuma","Ahoada West",2023,"Kolokuma-Opokuma",0.307805713,0.190187986,0.259218562,0.329945681,2,"may","PBO",0.224180225,0.693359192,0.65,1226
"197","Nembe","Ahoada West",2020,"Nembe",0.8,0.722222223,0.455,0.686792453,1,"may","PBO",0.273335383,0.716248429,0.65,131
"198","Nembe","Ahoada West",2023,"Nembe",0.8,0.722222223,0.455,0.686792453,2,"may","PBO",0.273335383,0.716248429,0.65,1226
"199","Ogbia","Ahoada West",2020,"Ogbia",0.362805091,0.253866688,0.128812967,0.218507498,1,"may","PBO",0.381331283,0.738262526,0.65,131
"200","Ogbia","Ahoada West",2023,"Ogbia",0.362805091,0.253866688,0.128812967,0.218507498,2,"may","PBO",0.381331283,0.738262526,0.65,1226
"201","Sagbama","Ahoada West",2020,"Sagbama",0.301542973,0.294208064,0.225783497,0.266973235,1,"may","PBO",0.219154854,0.690172734,0.65,131
"202","Sagbama","Ahoada West",2023,"Sagbama",0.301542973,0.294208064,0.225783497,0.266973235,2,"may","PBO",0.219154854,0.690172734,0.65,1226
"203","Yenegoa","Isoko South",2020,"Yenegoa",0.346804585,0.3331967,0.28873523,0.317950502,1,"june","PBO",0.260617689,0.711526996,0.65,162
"204","Yenegoa","Isoko South",2023,"Yenegoa",0.346804585,0.3331967,0.28873523,0.317950502,2,"june","PBO",0.260617689,0.711526996,0.65,1257
"205","Ado","Akinyele",2020,"Ado",0.513062943,0.292784258,0.261668922,0.36438728,1,"may","PBO",0.357778894,0.735289623,0.65,131
"206","Ado","Akinyele",2023,"Ado",0.513062943,0.292784258,0.261668922,0.36438728,2,"may","PBO",0.357778894,0.735289623,0.65,1226
"207","Agatu","Keana",2020,"Agatu",0.8,0.833333333,0.8,0.8,1,"august","PBO",0.440507142,0.743418762,0.65,223
"208","Agatu","Keana",2023,"Agatu",0.8,0.833333333,0.8,0.8,2,"august","PBO",0.440507142,0.743418762,0.65,1318
"209","Apa","Keana",2020,"Apa",0.842105263,0.458823529,0.541666667,0.608064516,1,"august","PBO",0.437711079,0.743230654,0.65,223
"210","Apa","Keana",2023,"Apa",0.842105263,0.458823529,0.541666667,0.608064516,2,"august","PBO",0.437711079,0.743230654,0.65,1318
"211","Buruku","Keana",2020,"Buruku",0.8,0.686111111,0.7109375,0.680660378,1,"august","PBO",0.37690999,0.737754159,0.65,223
"212","Buruku","Keana",2023,"Buruku",0.8,0.686111111,0.7109375,0.680660378,2,"august","PBO",0.37690999,0.737754159,0.65,1318
"213","Gboko","Keana",2020,"Gboko",0.8,0.8,0.570111825,0.735106442,1,"august","PBO",0.325574075,0.729928686,0.65,223
"214","Gboko","Keana",2023,"Gboko",0.8,0.8,0.570111825,0.735106442,2,"august","PBO",0.325574075,0.729928686,0.65,1318
"215","Guma","Keana",2020,"Guma",0.8,0.8,0.8,0.8,1,"august","PBO",0.365014826,0.736275562,0.65,223
"216","Guma","Keana",2023,"Guma",0.8,0.8,0.8,0.8,2,"august","PBO",0.365014826,0.736275562,0.65,1318
"217","Gwer East","Oke-Ero",2020,"Gwer East",0.888888889,0.916666667,0.8,0.8,1,"july","PBO",0.369333536,0.736831939,0.65,186
"218","Gwer East","Oke-Ero",2023,"Gwer East",0.888888889,0.916666667,0.8,0.8,2,"july","PBO",0.369333536,0.736831939,0.65,1281
"219","Gwer West","Keana",2020,"Gwer West",0.696428572,0.382352941,0.866666667,0.6296875,1,"august","PBO",0.423749809,0.742221037,0.65,223
"220","Gwer West","Keana",2023,"Gwer West",0.696428572,0.382352941,0.866666667,0.6296875,2,"august","PBO",0.423749809,0.742221037,0.65,1318
"221","Katsina-Ala","Keana",2020,"Katsina-Ala",0.8,0.793177588,0.600105786,0.702973761,1,"august","PBO",0.338062239,0.73221681,0.65,223
"222","Katsina-Ala","Keana",2023,"Katsina-Ala",0.8,0.793177588,0.600105786,0.702973761,2,"august","PBO",0.338062239,0.73221681,0.65,1318
"223","Konshisha","Oke-Ero",2020,"Konshisha",0.481481481,0.236363637,0.4,0.46,1,"july","PBO",0.393916167,0.739599821,0.65,186
"224","Konshisha","Oke-Ero",2023,"Konshisha",0.481481481,0.236363637,0.4,0.46,2,"july","PBO",0.393916167,0.739599821,0.65,1281
"225","Logo","Keana",2020,"Logo",0.661535012,0.468674336,0.449471716,0.5767603,1,"august","PBO",0.41751013,0.741728775,0.65,223
"226","Logo","Keana",2023,"Logo",0.661535012,0.468674336,0.449471716,0.5767603,2,"august","PBO",0.41751013,0.741728775,0.65,1318
"227","Makurdi","Keana",2020,"Makurdi",0.805491132,0.797416569,0.8,0.8,1,"august","PBO",0.369068798,0.736798493,0.65,223
"228","Makurdi","Keana",2023,"Makurdi",0.805491132,0.797416569,0.8,0.8,2,"august","PBO",0.369068798,0.736798493,0.65,1318
"229","Obi1","Keana",2020,"Obi1",0.661535012,0.468674336,0.449471716,0.5767603,1,"august","PBO",0.390472194,0.739249204,0.65,223
"230","Obi1","Keana",2023,"Obi1",0.661535012,0.468674336,0.449471716,0.5767603,2,"august","PBO",0.390472194,0.739249204,0.65,1318
"231","Ogbadibo","Owan East",2020,"Ogbadibo",0.603761272,0.54463067,0.446968517,0.494159168,1,"march","PBO",0.336392711,0.731927592,0.65,70
"232","Ogbadibo","Owan East",2023,"Ogbadibo",0.603761272,0.54463067,0.446968517,0.494159168,2,"march","PBO",0.336392711,0.731927592,0.65,1165
"233","Ohimini","Akinyele",2020,"Ohimini",0.565263725,0.509640296,0.403745521,0.490734369,1,"may","PBO",0.349595567,0.734087051,0.65,131
"234","Ohimini","Akinyele",2023,"Ohimini",0.565263725,0.509640296,0.403745521,0.490734369,2,"may","PBO",0.349595567,0.734087051,0.65,1226
"235","Oju","Oke-Ero",2020,"Oju",0.8,0.519166883,0.502104123,0.54073392,1,"july","PBO",0.409720848,0.741075061,0.65,186
"236","Oju","Oke-Ero",2023,"Oju",0.8,0.519166883,0.502104123,0.54073392,2,"july","PBO",0.409720848,0.741075061,0.65,1281
"237","Okpokwu","Akinyele",2020,"Okpokwu",0.630303031,0.173333333,0.185714286,0.446875,1,"may","PBO",0.347201019,0.733716333,0.65,131
"238","Okpokwu","Akinyele",2023,"Okpokwu",0.630303031,0.173333333,0.185714286,0.446875,2,"may","PBO",0.347201019,0.733716333,0.65,1226
"239","Oturkpo","Owan East",2020,"Oturkpo",0.8,0.655393359,0.56910587,0.643680163,1,"march","PBO",0.406479871,0.740789435,0.65,70
"240","Oturkpo","Owan East",2023,"Oturkpo",0.8,0.655393359,0.56910587,0.643680163,2,"march","PBO",0.406479871,0.740789435,0.65,1165
"241","Tarka","Keana",2020,"Tarka",0.88,0.758333333,0.8,0.8,1,"august","PBO",0.339520975,0.732465531,0.65,223
"242","Tarka","Keana",2023,"Tarka",0.88,0.758333333,0.8,0.8,2,"august","PBO",0.339520975,0.732465531,0.65,1318
"243","Ushongo","Oke-Ero",2020,"Ushongo",0.509325571,0.389258964,0.338493542,0.46165788,1,"july","PBO",0.333533837,0.731420767,0.65,186
"244","Ushongo","Oke-Ero",2023,"Ushongo",0.509325571,0.389258964,0.338493542,0.46165788,2,"july","PBO",0.333533837,0.731420767,0.65,1281
"245","Vandeikya","Oke-Ero",2020,"Vandeikya",0.755551312,0.63351331,0.491466639,0.59623191,1,"july","PBO",0.384252901,0.738587065,0.65,186
"246","Vandeikya","Oke-Ero",2023,"Vandeikya",0.755551312,0.63351331,0.491466639,0.59623191,2,"july","PBO",0.384252901,0.738587065,0.65,1281
"247","Askira/Uba","Darazo",2020,"Askira-Uba",0.454384902,0.372173806,0.147789355,0.449965374,1,"july","PBO",0.666450057,0.750555793,0.849537809,186
"248","Askira/Uba","Darazo",2023,"Askira-Uba",0.454384902,0.372173806,0.147789355,0.449965374,2,"july","PBO",0.666450057,0.750555793,0.849537809,1281
"249","Enugu East","Uzo-Uwani",2020,"Enugu East",0.427821973,0.264803721,0.285975607,0.296468774,1,"june","Urban areas",0.392074002,0.453287726,0.53,162
"250","Enugu East","Uzo-Uwani",2023,"Enugu East",0.427821973,0.264803721,0.285975607,0.296468774,2,"june","Urban areas",0.392074002,0.453287726,0.53,1257
"251","Bayo","Alkaleri",2020,"Bayo",0.421621621,0.734782608,0.58367347,0.623287672,1,"july","PBO",0.570036309,0.74879652,0.75338312,186
"252","Bayo","Alkaleri",2023,"Bayo",0.421621621,0.734782608,0.58367347,0.623287672,2,"july","PBO",0.570036309,0.74879652,0.75338312,1281
"253","Biu","Darazo",2020,"Biu",0.205263158,0.222857142,0.203921569,0.288888889,1,"july","PBO",0.636944927,0.750127918,0.825069652,186
"254","Biu","Darazo",2023,"Biu",0.205263158,0.222857142,0.203921569,0.288888889,2,"july","PBO",0.636944927,0.750127918,0.825069652,1281
"255","Chibok","Darazo",2020,"Chibok",0.587947231,0.42574958,0.33826604,0.639619302,1,"july","PBO",0.652598314,0.750364627,0.838523104,186
"256","Chibok","Darazo",2023,"Chibok",0.587947231,0.42574958,0.33826604,0.639619302,2,"july","PBO",0.652598314,0.750364627,0.838523104,1281
"257","Damboa","Darazo",2020,"Damboa",0.587947231,0.42574958,0.33826604,0.639619302,1,"july","PBO",0.695319136,0.750906341,0.870063415,186
"258","Damboa","Darazo",2023,"Damboa",0.587947231,0.42574958,0.33826604,0.639619302,2,"july","PBO",0.695319136,0.750906341,0.870063415,1281
"259","Biase","Ngor-Okpala",2021,"Biase",0.627472591,0.6841485,0.619002907,0.716075107,1,"june","PBO",0.42094549,0.742003119,0.65,527
"260","Biase","Ngor-Okpala",2024,"Biase",0.627472591,0.6841485,0.619002907,0.716075107,2,"june","PBO",0.42094549,0.742003119,0.65,1622
"261","Dikwa","Darazo",2020,"Dikwa",0.587947231,0.42574958,0.33826604,0.639619302,1,"july","PBO",0.719398758,0.751156548,0.884947607,186
"262","Dikwa","Darazo",2023,"Dikwa",0.587947231,0.42574958,0.33826604,0.639619302,2,"july","PBO",0.719398758,0.751156548,0.884947607,1281
"263","Gubio","Gawabawa",2020,"Gubio",0.371428572,0.458555037,0.309523809,0.276595744,1,"august","PBO",0.814426994,0.751874138,0.92834284,223
"264","Gubio","Gawabawa",2023,"Gubio",0.371428572,0.458555037,0.309523809,0.276595744,2,"august","PBO",0.814426994,0.751874138,0.92834284,1318
"265","Jere","Gawabawa",2020,"Jere",0.664351249,0.512891679,0.270661886,0.497097169,1,"august","Urban areas",0.753750697,0.691561556,0.867739549,223
"266","Jere","Gawabawa",2023,"Jere",0.664351249,0.512891679,0.270661886,0.497097169,2,"august","Urban areas",0.753750697,0.691561556,0.867739549,1318
"267","Guzamala","Babura",2020,"Guzamala",0.8,0.8,0.8,0.8,1,"may","PBO",0.777569747,0.75163814,0.914006236,131
"268","Guzamala","Babura",2023,"Guzamala",0.8,0.8,0.8,0.8,2,"may","PBO",0.777569747,0.75163814,0.914006236,1226
"269","Hawul","Darazo",2020,"Hawul",0.439148184,0.500442472,0.371170747,0.401597505,1,"july","PBO",0.628168105,0.749984628,0.81702795,186
"270","Hawul","Darazo",2023,"Hawul",0.439148184,0.500442472,0.371170747,0.401597505,2,"july","PBO",0.628168105,0.749984628,0.81702795,1281
"271","Kwaya Kusar","Alkaleri",2020,"Kwaya Kusar",0.629895132,0.496260192,0.440143318,0.646778747,1,"july","PBO",0.597977668,0.749424913,0.786370026,186
"272","Kwaya Kusar","Alkaleri",2023,"Kwaya Kusar",0.629895132,0.496260192,0.440143318,0.646778747,2,"july","PBO",0.597977668,0.749424913,0.786370026,1281
"273","Enugu North","Uzo-Uwani",2020,"Enugu North",0.201132017,0.062801886,0.183889941,0.147821421,1,"june","Urban areas",0.420714903,0.476529889,0.53,162
"274","Enugu North","Uzo-Uwani",2023,"Enugu North",0.201132017,0.062801886,0.183889941,0.147821421,2,"june","Urban areas",0.420714903,0.476529889,0.53,1257
"275","Kaga","Darazo",2020,"Kaga",0.505555556,0.413636363,0.303333333,0.501754386,1,"july","PBO",0.674887541,0.750664577,0.855863415,186
"276","Kaga","Darazo",2023,"Kaga",0.505555556,0.413636363,0.303333333,0.501754386,2,"july","PBO",0.674887541,0.750664577,0.855863415,1281
"277","Mafa","Darazo",2020,"Mafa",0.587947231,0.42574958,0.33826604,0.639619302,1,"july","PBO",0.71541858,0.751117543,0.88261584,186
"278","Mafa","Darazo",2023,"Mafa",0.587947231,0.42574958,0.33826604,0.639619302,2,"july","PBO",0.71541858,0.751117543,0.88261584,1281
"279","Obudu","Obubra",2021,"Obudu",0.8,0.772318106,0.713190787,0.729059595,1,"june","PBO",0.438167494,0.743261665,0.65,527
"280","Obudu","Obubra",2024,"Obudu",0.8,0.772318106,0.713190787,0.729059595,2,"june","PBO",0.438167494,0.743261665,0.65,1622
"281","Konduga","Darazo",2020,"Konduga",0.666666667,0.547368422,0.8,0.8,1,"july","PBO",0.74032898,0.751347835,0.896436989,186
"282","Konduga","Darazo",2023,"Konduga",0.666666667,0.547368422,0.8,0.8,2,"july","PBO",0.74032898,0.751347835,0.896436989,1281
"283","Bomadi","Isoko South",2022,"Bomadi",0.4875,0.8,0.39,0.394642858,1,"june","PBO",0.197303754,0.673820546,0.65,892
"284","Bomadi","Isoko South",2025,"Bomadi",0.4875,0.8,0.39,0.394642858,2,"june","PBO",0.197303754,0.673820546,0.65,1987
"285","Magumeri","Gawabawa",2020,"Magumeri",0.70446591,0.458555037,0.365392586,0.779381004,1,"august","PBO",0.783011005,0.7516759,0.916299033,223
"286","Magumeri","Gawabawa",2023,"Magumeri",0.70446591,0.458555037,0.365392586,0.779381004,2,"august","PBO",0.783011005,0.7516759,0.916299033,1318
"287","Maiduguri","Darazo",2020,"Maiduguri",0.597010592,0.601981744,0.366768107,0.577209131,1,"july","Urban areas",0.77182807,0.699455384,0.878628714,186
"288","Maiduguri","Darazo",2023,"Maiduguri",0.597010592,0.601981744,0.366768107,0.577209131,2,"july","Urban areas",0.77182807,0.699455384,0.878628714,1281
"289","Shani","Alkaleri",2020,"Shani",0.629895132,0.496260192,0.440143318,0.646778747,1,"july","PBO",0.675999756,0.750678509,0.856676439,186
"290","Shani","Alkaleri",2023,"Shani",0.629895132,0.496260192,0.440143318,0.646778747,2,"july","PBO",0.675999756,0.750678509,0.856676439,1281
"291","Abi","Obubra",2021,"Abi",0.8,0.586160635,0.554026875,0.736513467,1,"june","PBO",0.400313882,0.740222524,0.65,527
"292","Abi","Obubra",2024,"Abi",0.8,0.586160635,0.554026875,0.736513467,2,"june","PBO",0.400313882,0.740222524,0.65,1622
"293","Marte","Babura",2020,"Marte",0.8,0.8,0.8,0.8,1,"may","PBO",0.719831894,0.751160739,0.88519842,131
"294","Marte","Babura",2023,"Marte",0.8,0.8,0.8,0.8,2,"may","PBO",0.719831894,0.751160739,0.88519842,1226
"295","Nganzai","Gawabawa",2020,"Nganzai",0.70446591,0.458555037,0.365392586,0.779381004,1,"august","PBO",0.772011267,0.751598424,0.91159598,223
"296","Nganzai","Gawabawa",2023,"Nganzai",0.70446591,0.458555037,0.365392586,0.779381004,2,"august","PBO",0.772011267,0.751598424,0.91159598,1318
"297","Bekwara","Oke-Ero",2021,"Bekwara",0.509325571,0.389258964,0.338493542,0.46165788,1,"july","PBO",0.383264622,0.738478276,0.65,551
"298","Bekwara","Oke-Ero",2024,"Bekwara",0.509325571,0.389258964,0.338493542,0.46165788,2,"july","PBO",0.383264622,0.738478276,0.65,1646
"299","Calabar-Municipal","Nsit Ubium",2021,"Calabar-Municipal",0.430900089,0.510087348,0.194871875,0.323121651,1,"june","PBO",0.462134621,0.744734135,0.65,527
"300","Calabar-Municipal","Nsit Ubium",2024,"Calabar-Municipal",0.430900089,0.510087348,0.194871875,0.323121651,2,"june","PBO",0.462134621,0.744734135,0.65,1622
"301","Ikom","Obubra",2021,"Ikom",0.75772606,0.599514494,0.8,0.623001171,1,"june","PBO",0.470923114,0.745205311,0.65,527
"302","Ikom","Obubra",2024,"Ikom",0.75772606,0.599514494,0.8,0.623001171,2,"june","PBO",0.470923114,0.745205311,0.65,1622
"303","Obubra","Obubra",2021,"Obubra",0.8,0.8,0.70170454,0.764321601,1,"june","PBO",0.444533155,0.743681926,0.65,527
"304","Obubra","Obubra",2024,"Obubra",0.8,0.8,0.70170454,0.764321601,2,"june","PBO",0.444533155,0.743681926,0.65,1622
"305","Enugu South","Uzo-Uwani",2020,"Enugu South",0.152834884,0.125616651,0.116343226,0.175327754,1,"june","Urban areas",0.479661177,0.52292855,0.53,162
"306","Enugu South","Uzo-Uwani",2023,"Enugu South",0.152834884,0.125616651,0.116343226,0.175327754,2,"june","Urban areas",0.479661177,0.52292855,0.53,1257
"307","Odukpani","Ngor-Okpala",2021,"Odukpani",0.443991074,0.273612552,0.063374997,0.401225222,1,"june","PBO",0.447918712,0.743896436,0.65,527
"308","Odukpani","Ngor-Okpala",2024,"Odukpani",0.443991074,0.273612552,0.063374997,0.401225222,2,"june","PBO",0.447918712,0.743896436,0.65,1622
"309","Ogoja","Obubra",2021,"Ogoja",0.627643311,0.704433496,0.693333333,0.601566469,1,"june","PBO",0.439863497,0.743375854,0.65,527
"310","Ogoja","Obubra",2024,"Ogoja",0.627643311,0.704433496,0.693333333,0.601566469,2,"june","PBO",0.439863497,0.743375854,0.65,1622
"311","Yakurr","Obubra",2021,"Yakurr",0.315357757,0.115384588,0.332576197,0.454926362,1,"june","PBO",0.412760432,0.741335539,0.65,527
"312","Yakurr","Obubra",2024,"Yakurr",0.315357757,0.115384588,0.332576197,0.454926362,2,"june","PBO",0.412760432,0.741335539,0.65,1622
"313","Ogbomosho North","Akinyele",2020,"Ogbomosho North",0.491472909,0.578000041,0.531279189,0.505581777,1,"may","PBO",0.277526963,0.717660075,0.65,131
"314","Ogbomosho North","Akinyele",2023,"Ogbomosho North",0.491472909,0.578000041,0.531279189,0.505581777,2,"may","PBO",0.277526963,0.717660075,0.65,1226
"315","Yala","Oke-Ero",2021,"Yala",0.461219875,0.62191352,0.492357271,0.543529181,1,"july","PBO",0.446939058,0.743834989,0.65,551
"316","Yala","Oke-Ero",2024,"Yala",0.461219875,0.62191352,0.492357271,0.543529181,2,"july","PBO",0.446939058,0.743834989,0.65,1646
"317","Aniocha North","Uzo-Uwani",2022,"Aniocha North",0.590909092,0.8,0.748484849,0.637254901,1,"june","PBO",0.369401293,0.736840485,0.65,892
"318","Aniocha North","Uzo-Uwani",2025,"Aniocha North",0.590909092,0.8,0.748484849,0.637254901,2,"june","PBO",0.369401293,0.736840485,0.65,1987
"319","Aniocha South","Uzo-Uwani",2022,"Aniocha South",0.40179714,0.281631299,0.194893898,0.148946455,1,"june","PBO",0.311595529,0.726989078,0.65,892
"320","Aniocha South","Uzo-Uwani",2025,"Aniocha South",0.40179714,0.281631299,0.194893898,0.148946455,2,"june","PBO",0.311595529,0.726989078,0.65,1987
"321","Ibadan South West","Owan East",2020,"Ibadan South West",0.349731467,0.553986791,0.322382873,0.362183072,1,"march","Urban areas",0.315354899,0.390146775,0.53,70
"322","Ibadan South West","Owan East",2023,"Ibadan South West",0.349731467,0.553986791,0.322382873,0.362183072,2,"march","Urban areas",0.315354899,0.390146775,0.53,1165
"323","Ethiope East","Isoko South",2022,"Ethiope East",0.092857142,0.20342745,0.068211111,0.103554542,1,"june","PBO",0.209725367,0.683644114,0.65,892
"324","Ethiope East","Isoko South",2025,"Ethiope East",0.092857142,0.20342745,0.068211111,0.103554542,2,"june","PBO",0.209725367,0.683644114,0.65,1987
"325","Ethiope West","Isoko South",2022,"Ethiope West",0.26,0.332598746,0.144444444,0.332558139,1,"june","PBO",0.342228555,0.732917568,0.65,892
