"","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"193","Zaki","Taura",2021,"Zaki",0.8,0.8,0.8,0.8,1,"july","PBO",0.753604356,0.751458119,0.903096132,551
"194","Zaki","Taura",2024,"Zaki",0.8,0.8,0.8,0.8,2,"july","PBO",0.753604356,0.751458119,0.903096132,1646
"195","Atigbo","Oke-Ero",2020,"Atigbo",0.8,0.8,0.8,0.8,1,"july","PBO",0.430762739,0.742743327,0.65,186
"196","Kolokuma/Opokuma","Ahoada West",2023,"Kolokuma-Opokuma",0.8,0.8,0.8,0.8,2,"may","PBO",0.224180225,0.693359192,0.65,1226
"197","Awgu","Oru West",2020,"Awgu",0.8,0.8,0.8,0.8,1,"june","PBO",0.428474781,0.742576398,0.65,162
"198","Nembe","Ahoada West",2023,"Nembe",0.8,0.8,0.8,0.8,2,"may","PBO",0.273335383,0.716248429,0.65,1226
"199","Awka North","Uzo-Uwani",2020,"Awka North",0.8,0.8,0.8,0.8,1,"june","PBO",0.388205397,0.739012279,0.65,162
"200","Ogbia","Ahoada West",2023,"Ogbia",0.8,0.8,0.8,0.8,2,"may","PBO",0.381331283,0.738262526,0.65,1226
"201","Awka South","Uzo-Uwani",2020,"Awka South",0.8,0.8,0.8,0.8,1,"june","PBO",0.431794981,0.74281757,0.65,162
"202","Sagbama","Ahoada West",2023,"Sagbama",0.8,0.8,0.8,0.8,2,"may","PBO",0.219154854,0.690172734,0.65,1226
"203","Ayamelum","Uzo-Uwani",2020,"Ayamelum",0.8,0.8,0.8,0.8,1,"june","PBO",0.436497382,0.743147601,0.65,162
"204","Yenegoa","Isoko South",2023,"Yenegoa",0.8,0.8,0.8,0.8,2,"june","PBO",0.260617689,0.711526996,0.65,1257
"205","Badagry","Uzo-Uwani",2020,"Badagry",0.8,0.8,0.8,0.8,1,"june","PBO",0.426397668,0.742421971,0.65,162
"206","Ado","Akinyele",2023,"Ado",0.8,0.8,0.8,0.8,2,"may","PBO",0.357778894,0.735289623,0.65,1226
"207","Bakura","Darazo",2020,"Bakura",0.8,0.8,0.8,0.8,1,"july","PBO",0.73158069,0.751270604,0.891788071,186
"208","Agatu","Keana",2023,"Agatu",0.8,0.833333333,0.8,0.8,2,"august","PBO",0.440507142,0.743418762,0.65,1318
"209","Bama","Darazo",2020,"Bama",0.8,0.8,0.8,0.8,1,"july","PBO",0.707957691,0.751041993,0.878110931,186
"210","Apa","Keana",2023,"Apa",0.842105263,0.8,0.8,0.8,2,"august","PBO",0.437711079,0.743230654,0.65,1318
"211","Barikin Ladi","Soba",2020,"Barikin Ladi",0.8,0.8,0.8,0.8,1,"july","PBO",0.436851373,0.743171913,0.65,186
"212","Buruku","Keana",2023,"Buruku",0.8,0.8,0.8,0.8,2,"august","PBO",0.37690999,0.737754159,0.65,1318
"213","Baruten","Oke-Ero",2020,"Baruten",0.8,0.8,0.8,0.8,1,"july","PBO",0.347941602,0.733831934,0.65,186
"214","Gboko","Keana",2023,"Gboko",0.8,0.8,0.8,0.8,2,"august","PBO",0.325574075,0.729928686,0.65,1318
"215","Bassa1","Keana",2020,"Bassa1",0.9,0.8,0.8,0.846153846,1,"august","PBO",0.406315085,0.74077469,0.65,223
"216","Guma","Keana",2023,"Guma",0.8,0.8,0.8,0.8,2,"august","PBO",0.365014826,0.736275562,0.65,1318
"217","Bassa2","Soba",2020,"Bassa2",0.8,0.8,0.8,0.8,1,"july","PBO",0.472509448,0.745286854,0.65,186
"218","Gwer East","Oke-Ero",2023,"Gwer East",0.888888889,0.916666667,0.8,0.8,2,"july","PBO",0.369333536,0.736831939,0.65,1281
"219","Bayo","Alkaleri",2020,"Bayo",0.8,0.8,0.8,0.8,1,"july","PBO",0.570036309,0.74879652,0.75338312,186
"220","Gwer West","Keana",2023,"Gwer West",0.8,0.8,0.866666667,0.8,2,"august","PBO",0.423749809,0.742221037,0.65,1318
"221","Bende","Ngor-Okpala",2020,"Bende",0.8,0.8,0.8,0.8,1,"june","PBO",0.451630723,0.744124763,0.65,162
"222","Katsina-Ala","Keana",2023,"Katsina-Ala",0.8,0.8,0.8,0.8,2,"august","PBO",0.338062239,0.73221681,0.65,1318
"223","Binji","Gawabawa",2020,"Binji",0.8,0.8,0.8,0.804347826,1,"august","PBO",0.828234368,0.751951671,0.933048944,223
"224","Konshisha","Oke-Ero",2023,"Konshisha",0.8,0.8,0.8,0.8,2,"july","PBO",0.393916167,0.739599821,0.65,1281
"225","Birnin Magaji","Rimi",2020,"Birnin Magaji",0.8,0.8,0.8,0.8,1,"march","PBO",0.793671815,0.751746822,0.920607498,70
"226","Logo","Keana",2023,"Logo",0.8,0.8,0.8,0.8,2,"august","PBO",0.41751013,0.741728775,0.65,1318
"227","Biu","Darazo",2020,"Biu",0.8,0.8,0.8,0.8,1,"july","PBO",0.636944927,0.750127918,0.825069652,186
"228","Makurdi","Keana",2023,"Makurdi",0.805491132,0.8,0.8,0.8,2,"august","PBO",0.369068798,0.736798493,0.65,1318
"229","Bodinga","Gawabawa",2020,"Bodinga",0.8,0.8,0.8,0.8,1,"august","PBO",0.845274742,0.752040264,0.93841618,223
"230","Obi1","Keana",2023,"Obi1",0.8,0.8,0.8,0.8,2,"august","PBO",0.390472194,0.739249204,0.65,1318
"231","Bokkos","Giwa",2020,"Bokkos",0.8,0.8,0.8,0.8,1,"august","PBO",0.504790752,0.746742417,0.655470906,223
"232","Ogbadibo","Owan East",2023,"Ogbadibo",0.8,0.8,0.8,0.8,2,"march","PBO",0.336392711,0.731927592,0.65,1165
"233","Boluwaduro","Akinyele",2020,"Boluwaduro",0.8,0.8,0.8,0.8,1,"may","PBO",0.300398529,0.724297832,0.65,131
"234","Ohimini","Akinyele",2023,"Ohimini",0.8,0.8,0.8,0.8,2,"may","PBO",0.349595567,0.734087051,0.65,1226
"235","Bonny","Nsit Ubium",2020,"Bonny",0.8,0.8,0.8,0.8,1,"june","PBO",0.215646982,0.687830777,0.65,162
"236","Oju","Oke-Ero",2023,"Oju",0.8,0.8,0.8,0.8,2,"july","PBO",0.409720848,0.741075061,0.65,1281
"237","Boripe","Akinyele",2020,"Boripe",0.8,0.8,0.8,0.8,1,"may","PBO",0.354570478,0.73482966,0.65,131
"238","Okpokwu","Akinyele",2023,"Okpokwu",0.8,0.8,0.8,0.8,2,"may","PBO",0.347201019,0.733716333,0.65,1226
"239","Brass","Ahoada West",2020,"Brass",0.8,0.8,0.8,0.8,1,"may","PBO",0.269238091,0.714801904,0.65,131
"240","Oturkpo","Owan East",2023,"Oturkpo",0.8,0.8,0.8,0.8,2,"march","PBO",0.406479871,0.740789435,0.65,1165
"241","Bukkuyum","Alkaleri",2020,"Bukkuyum",0.8,0.8,0.8,0.8,1,"july","PBO",0.698622761,0.750942768,0.872219043,186
"242","Tarka","Keana",2023,"Tarka",0.88,0.8,0.8,0.8,2,"august","PBO",0.339520975,0.732465531,0.65,1318
"243","Bungudu","Takali",2020,"Bungudu",0.8,0.8,0.8,0.8,1,"september","PBO",0.78759069,0.751706853,0.91817913,250
"244","Ushongo","Oke-Ero",2023,"Ushongo",0.8,0.8,0.8,0.8,2,"july","PBO",0.333533837,0.731420767,0.65,1281
"245","Buruku","Keana",2020,"Buruku",0.8,0.8,0.8,0.8,1,"august","PBO",0.37690999,0.737754159,0.65,223
"246","Vandeikya","Oke-Ero",2023,"Vandeikya",0.8,0.8,0.8,0.8,2,"july","PBO",0.384252901,0.738587065,0.65,1281
"247","Bwari","Giwa",2020,"Bwari",0.8,0.8,0.8,0.8,1,"august","PBO",0.558433035,0.748497974,0.73823236,223
"248","Askira/Uba","Darazo",2023,"Askira-Uba",0.8,0.8,0.8,0.8,2,"july","PBO",0.666450057,0.750555793,0.849537809,1281
"249","Chibok","Darazo",2020,"Chibok",0.8,0.8,0.8,0.8,1,"july","PBO",0.652598314,0.750364627,0.838523104,186
"250","Enugu East","Uzo-Uwani",2023,"Enugu East",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.392074002,0.453287726,0.53,1257
"251","Damboa","Darazo",2020,"Damboa",0.8,0.8,0.8,0.8,1,"july","PBO",0.695319136,0.750906341,0.870063415,186
"252","Bayo","Alkaleri",2023,"Bayo",0.8,0.8,0.8,0.8,2,"july","PBO",0.570036309,0.74879652,0.75338312,1281
"253","Dange-Shnsi","Gawabawa",2020,"Dange-Shnsi",0.8,0.8,0.8,0.827586207,1,"august","PBO",0.776225122,0.75162864,0.913429569,223
"254","Biu","Darazo",2023,"Biu",0.8,0.8,0.8,0.8,2,"july","PBO",0.636944927,0.750127918,0.825069652,1281
"255","Degema","Ahoada West",2020,"Degema",0.8,0.8,0.8,0.8,1,"may","PBO",0.284841623,0.719969096,0.65,131
"256","Chibok","Darazo",2023,"Chibok",0.8,0.8,0.8,0.8,2,"july","PBO",0.652598314,0.750364627,0.838523104,1281
"257","Dekina","Owan East",2020,"Dekina",0.8,0.8,0.8,0.8,1,"march","PBO",0.371777405,0.737136714,0.65,70
"258","Damboa","Darazo",2023,"Damboa",0.8,0.8,0.8,0.8,2,"july","PBO",0.695319136,0.750906341,0.870063415,1281
"259","Biase","Ngor-Okpala",2021,"Biase",0.8,0.8,0.8,0.8,1,"june","PBO",0.42094549,0.742003119,0.65,527
"260","Biase","Ngor-Okpala",2024,"Biase",0.8,0.8,0.8,0.8,2,"june","PBO",0.42094549,0.742003119,0.65,1622
"261","Demsa","Alkaleri",2020,"Demsa",0.8,0.8,0.8,0.8,1,"july","PBO",0.495212973,0.74634808,0.65,186
"262","Dikwa","Darazo",2023,"Dikwa",0.8,0.8,0.8,0.8,2,"july","PBO",0.719398758,0.751156548,0.884947607,1281
"263","Dikwa","Darazo",2020,"Dikwa",0.8,0.8,0.8,0.8,1,"july","PBO",0.719398758,0.751156548,0.884947607,186
"264","Gubio","Gawabawa",2023,"Gubio",0.8,0.8,0.8,0.8,2,"august","PBO",0.814426994,0.751874138,0.92834284,1318
"265","Dunukofia","Uzo-Uwani",2020,"Dunukofia",0.8,0.8,0.8,0.8,1,"june","PBO",0.421451191,0.742042811,0.65,162
"266","Jere","Gawabawa",2023,"Jere",0.8,0.8,0.8,0.8,2,"august","Urban areas",0.753750697,0.691561556,0.867739549,1318
"267","Ebonyi","Owan East",2020,"Ebonyi",0.8,0.8,0.8,0.8,1,"march","PBO",0.429410898,0.742645095,0.65,70
"268","Guzamala","Babura",2023,"Guzamala",0.8,0.8,0.8,0.8,2,"may","PBO",0.777569747,0.75163814,0.914006236,1226
"269","Ede North","Akinyele",2020,"Ede North",0.8,0.8,0.8,0.8,1,"may","PBO",0.389785625,0.739177967,0.65,131
"270","Hawul","Darazo",2023,"Hawul",0.8,0.8,0.8,0.8,2,"july","PBO",0.628168105,0.749984628,0.81702795,1281
"271","Ede South","Akinyele",2020,"Ede South",0.8,0.8,0.8,0.8,1,"may","PBO",0.412666127,0.741327563,0.65,131
"272","Kwaya Kusar","Alkaleri",2023,"Kwaya Kusar",0.8,0.8,0.8,0.8,2,"july","PBO",0.597977668,0.749424913,0.786370026,1281
"273","Edu","Oke-Ero",2020,"Edu",0.8,0.8,0.8,0.8,1,"july","PBO",0.339359862,0.732438241,0.65,186
"274","Enugu North","Uzo-Uwani",2023,"Enugu North",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.420714903,0.476529889,0.53,1257
"275","Efon-Alayee","Oke-Ero",2020,"Efon-Alayee",0.8,0.8,0.8,0.8,1,"july","PBO",0.32342441,0.729504192,0.65,186
"276","Kaga","Darazo",2023,"Kaga",0.8,0.8,0.8,0.8,2,"july","PBO",0.674887541,0.750664577,0.855863415,1281
"277","Egbeda","Akinyele",2020,"Egbeda",0.8,0.8,0.8,0.8,1,"may","Urban areas",0.298595531,0.37639044,0.53,131
"278","Mafa","Darazo",2023,"Mafa",0.8,0.8,0.8,0.8,2,"july","PBO",0.71541858,0.751117543,0.88261584,1281
"279","Obudu","Obubra",2021,"Obudu",0.8,0.8,0.8,0.8,1,"june","PBO",0.438167494,0.743261665,0.65,527
"280","Obudu","Obubra",2024,"Obudu",0.8,0.8,0.8,0.8,2,"june","PBO",0.438167494,0.743261665,0.65,1622
"281","Egbedore","Akinyele",2020,"Egbedore",0.8,0.8,0.8,0.8,1,"may","PBO",0.43475278,0.743026704,0.65,131
"282","Konduga","Darazo",2023,"Konduga",0.8,0.8,0.8,0.8,2,"july","PBO",0.74032898,0.751347835,0.896436989,1281
"283","Bomadi","Isoko South",2022,"Bomadi",0.8,0.8,0.8,0.8,1,"june","PBO",0.197303754,0.673820546,0.65,892
"284","Bomadi","Isoko South",2025,"Bomadi",0.8,0.8,0.8,0.8,2,"june","PBO",0.197303754,0.673820546,0.65,1987
"285","Egor","Uzo-Uwani",2020,"Egor",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.42209808,0.477643111,0.53,162
"286","Magumeri","Gawabawa",2023,"Magumeri",0.8,0.8,0.8,0.8,2,"august","PBO",0.783011005,0.7516759,0.916299033,1318
"287","Ehime-Mbano","Ngor-Okpala",2020,"Ehime-Mbano",0.8,0.8,0.8,0.8,1,"june","PBO",0.459803075,0.744603378,0.65,162
"288","Maiduguri","Darazo",2023,"Maiduguri",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.77182807,0.699455384,0.878628714,1281
"289","Ejigbo","Akinyele",2020,"Ejigbo",0.8,0.8,0.8,0.8,1,"may","PBO",0.431935286,0.742827611,0.65,131
"290","Shani","Alkaleri",2023,"Shani",0.8,0.8,0.8,0.8,2,"july","PBO",0.675999756,0.750678509,0.856676439,1281
"291","Abi","Obubra",2021,"Abi",0.8,0.8,0.8,0.8,1,"june","PBO",0.400313882,0.740222524,0.65,527
"292","Abi","Obubra",2024,"Abi",0.8,0.8,0.8,0.8,2,"june","PBO",0.400313882,0.740222524,0.65,1622
"293","Ekeremor","Ahoada West",2020,"Ekeremor",0.8,0.8,0.8,0.8,1,"may","PBO",0.323932604,0.729605404,0.65,131
"294","Marte","Babura",2023,"Marte",0.8,0.8,0.8,0.8,2,"may","PBO",0.719831894,0.751160739,0.88519842,1226
"295","Ekiti","Oke-Ero",2020,"Ekiti",0.8,0.8,0.8,0.8,1,"july","PBO",0.316166435,0.727998342,0.65,186
"296","Nganzai","Gawabawa",2023,"Nganzai",0.8,0.8,0.8,0.8,2,"august","PBO",0.772011267,0.751598424,0.91159598,1318
"297","Bekwara","Oke-Ero",2021,"Bekwara",0.8,0.8,0.8,0.8,1,"july","PBO",0.383264622,0.738478276,0.65,551
"298","Bekwara","Oke-Ero",2024,"Bekwara",0.8,0.8,0.8,0.8,2,"july","PBO",0.383264622,0.738478276,0.65,1646
"299","Calabar-Municipal","Nsit Ubium",2021,"Calabar-Municipal",0.8,0.8,0.8,0.8,1,"june","PBO",0.462134621,0.744734135,0.65,527
"300","Calabar-Municipal","Nsit Ubium",2024,"Calabar-Municipal",0.8,0.8,0.8,0.8,2,"june","PBO",0.462134621,0.744734135,0.65,1622
"301","Ikom","Obubra",2021,"Ikom",0.8,0.8,0.8,0.8,1,"june","PBO",0.470923114,0.745205311,0.65,527
"302","Ikom","Obubra",2024,"Ikom",0.8,0.8,0.8,0.8,2,"june","PBO",0.470923114,0.745205311,0.65,1622
"303","Obubra","Obubra",2021,"Obubra",0.8,0.8,0.8,0.8,1,"june","PBO",0.444533155,0.743681926,0.65,527
"304","Obubra","Obubra",2024,"Obubra",0.8,0.8,0.8,0.8,2,"june","PBO",0.444533155,0.743681926,0.65,1622
"305","Ekiti East","Oke-Ero",2020,"Ekiti East",0.8,0.8,0.8,0.8,1,"july","PBO",0.342294717,0.73292846,0.65,186
"306","Enugu South","Uzo-Uwani",2023,"Enugu South",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.479661177,0.52292855,0.53,1257
"307","Odukpani","Ngor-Okpala",2021,"Odukpani",0.8,0.8,0.8,0.8,1,"june","PBO",0.447918712,0.743896436,0.65,527
"308","Odukpani","Ngor-Okpala",2024,"Odukpani",0.8,0.8,0.8,0.8,2,"june","PBO",0.447918712,0.743896436,0.65,1622
"309","Ogoja","Obubra",2021,"Ogoja",0.8,0.8,0.8,0.8,1,"june","PBO",0.439863497,0.743375854,0.65,527
"310","Ogoja","Obubra",2024,"Ogoja",0.8,0.8,0.8,0.8,2,"june","PBO",0.439863497,0.743375854,0.65,1622
"311","Yakurr","Obubra",2021,"Yakurr",0.8,0.8,0.8,0.8,1,"june","PBO",0.412760432,0.741335539,0.65,527
"312","Yakurr","Obubra",2024,"Yakurr",0.8,0.8,0.8,0.8,2,"june","PBO",0.412760432,0.741335539,0.65,1622
"313","Ekiti South West","Oke-Ero",2020,"Ekiti South West",0.8,0.8,0.8,0.8,1,"july","PBO",0.434979733,0.743042533,0.65,186
"314","Ogbomosho North","Akinyele",2023,"Ogbomosho North",0.8,0.8,0.8,0.8,2,"may","PBO",0.277526963,0.717660075,0.65,1226
"315","Yala","Oke-Ero",2021,"Yala",0.8,0.8,0.8,0.8,1,"july","PBO",0.446939058,0.743834989,0.65,551
"316","Yala","Oke-Ero",2024,"Yala",0.8,0.8,0.8,0.8,2,"july","PBO",0.446939058,0.743834989,0.65,1646
"317","Aniocha North","Uzo-Uwani",2022,"Aniocha North",0.8,0.8,0.8,0.8,1,"june","PBO",0.369401293,0.736840485,0.65,892
"318","Aniocha North","Uzo-Uwani",2025,"Aniocha North",0.8,0.8,0.8,0.8,2,"june","PBO",0.369401293,0.736840485,0.65,1987
"319","Aniocha South","Uzo-Uwani",2022,"Aniocha South",0.8,0.8,0.8,0.8,1,"june","PBO",0.311595529,0.726989078,0.65,892
"320","Aniocha South","Uzo-Uwani",2025,"Aniocha South",0.8,0.8,0.8,0.8,2,"june","PBO",0.311595529,0.726989078,0.65,1987
"321","Ekiti West","Oke-Ero",2020,"Ekiti West",0.8,0.8,0.8,0.8,1,"july","PBO",0.332828195,0.731293374,0.65,186
"322","Ibadan South West","Owan East",2023,"Ibadan South West",0.8,0.8,0.8,0.8,2,"march","Urban areas",0.315354899,0.390146775,0.53,1165
"323","Ethiope East","Isoko South",2022,"Ethiope East",0.8,0.8,0.8,0.8,1,"june","PBO",0.209725367,0.683644114,0.65,892
"324","Ethiope East","Isoko South",2025,"Ethiope East",0.8,0.8,0.8,0.8,2,"june","PBO",0.209725367,0.683644114,0.65,1987
"325","Ethiope West","Isoko South",2022,"Ethiope West",0.8,0.8,0.8,0.8,1,"june","PBO",0.342228555,0.732917568,0.65,892
"326","Ethiope West","Isoko South",2025,"Ethiope West",0.8,0.8,0.8,0.8,2,"june","PBO",0.342228555,0.732917568,0.65,1987
"327","Ika North East","Uzo-Uwani",2022,"Ika North East",0.8,0.8,0.8,0.8,1,"june","PBO",0.388201078,0.739011823,0.65,892
"328","Ika North East","Uzo-Uwani",2025,"Ika North East",0.8,0.8,0.8,0.8,2,"june","PBO",0.388201078,0.739011823,0.65,1987
"329","Ika South","Uzo-Uwani",2022,"Ika South",0.8,0.8,0.8,0.8,1,"june","PBO",0.37137411,0.737086908,0.65,892
"330","Ika South","Uzo-Uwani",2025,"Ika South",0.8,0.8,0.8,0.8,2,"june","PBO",0.37137411,0.737086908,0.65,1987
"331","Isoko North","Isoko South",2022,"Isoko North",0.8,0.8,0.8,0.8,1,"june","PBO",0.19337815,0.67039561,0.65,892
"332","Isoko North","Isoko South",2025,"Isoko North",0.8,0.8,0.8,0.8,2,"june","PBO",0.19337815,0.67039561,0.65,1987
"333","Ekwusigo","Oru West",2020,"Ekwusigo",0.8,0.8,0.8,0.8,1,"june","PBO",0.255572543,0.70945305,0.65,162
"334","Ogbomosho South","Akinyele",2023,"Ogbomosho South",0.8,0.8,0.8,0.8,2,"may","PBO",0.343621306,0.733145329,0.65,1226
"335","Isoko South","Isoko South",2022,"Isoko South",0.8,0.8,0.8,0.8,1,"june","PBO",0.162398226,0.636925918,0.65,892
"336","Isoko South","Isoko South",2025,"Isoko South",0.8,0.8,0.8,0.8,2,"june","PBO",0.162398226,0.636925918,0.65,1987
"337","Ndokwa East","Ahoada West",2022,"Ndokwa East",0.8,0.8,0.8,0.8,1,"may","PBO",0.258105917,0.71050969,0.65,861
"338","Ndokwa East","Ahoada West",2025,"Ndokwa East",0.8,0.8,0.8,0.8,2,"may","PBO",0.258105917,0.71050969,0.65,1956
"339","Ndokwa West","Isoko South",2022,"Ndokwa West",0.8,0.8,0.8,0.8,1,"june","PBO",0.26790329,0.714315831,0.65,892
"340","Ndokwa West","Isoko South",2025,"Ndokwa West",0.8,0.8,0.8,0.8,2,"june","PBO",0.26790329,0.714315831,0.65,1987
"341","Okpe","Isoko South",2022,"Okpe",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.176806986,0.280610706,0.53,892
"342","Okpe","Isoko South",2025,"Okpe",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.176806986,0.280610706,0.53,1987
"343","Oshimili North","Uzo-Uwani",2022,"Oshimili North",0.8,0.8,0.8,0.8,1,"june","PBO",0.34095855,0.732707076,0.65,892
"344","Oshimili North","Uzo-Uwani",2025,"Oshimili North",0.8,0.8,0.8,0.8,2,"june","PBO",0.34095855,0.732707076,0.65,1987
"345","Oshimili South","Uzo-Uwani",2022,"Oshimili South",0.8,0.8,0.8,0.8,1,"june","PBO",0.3079518,0.726148594,0.65,892
"346","Oshimili South","Uzo-Uwani",2025,"Oshimili South",0.8,0.8,0.8,0.8,2,"june","PBO",0.3079518,0.726148594,0.65,1987
"347","Patani","Isoko South",2022,"Patani",0.8,0.8,0.8,0.8,1,"june","PBO",0.156971919,0.629722331,0.65,892
"348","Patani","Isoko South",2025,"Patani",0.8,0.8,0.8,0.8,2,"june","PBO",0.156971919,0.629722331,0.65,1987
"349","Sapele","Isoko South",2022,"Sapele",0.8,0.8,0.8,0.8,1,"june","PBO",0.293983111,0.722602083,0.65,892
"350","Sapele","Isoko South",2025,"Sapele",0.8,0.8,0.8,0.8,2,"june","PBO",0.293983111,0.722602083,0.65,1987
"351","Udu","Isoko South",2022,"Udu",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.132665008,0.24889334,0.53,892
"352","Udu","Isoko South",2025,"Udu",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.132665008,0.24889334,0.53,1987
"353","Ughelli North","Isoko South",2022,"Ughelli North",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.187814216,0.288820013,0.53,892
"354","Ughelli North","Isoko South",2025,"Ughelli North",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.187814216,0.288820013,0.53,1987
"355","Ughelli South","Isoko South",2022,"Ughelli South",0.8,0.8,0.8,0.8,1,"june","PBO",0.146146999,0.613998812,0.65,892
"356","Ughelli South","Isoko South",2025,"Ughelli South",0.8,0.8,0.8,0.8,2,"june","PBO",0.146146999,0.613998812,0.65,1987
"357","Ukwuani","Uzo-Uwani",2022,"Ukwuani",0.8,0.8,0.8,0.8,1,"june","PBO",0.33569314,0.731804934,0.65,892
"358","Ukwuani","Uzo-Uwani",2025,"Ukwuani",0.8,0.8,0.8,0.8,2,"june","PBO",0.33569314,0.731804934,0.65,1987
"359","Uvwie","Isoko South",2022,"Uvwie",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.128201894,0.245801456,0.53,892
"360","Uvwie","Isoko South",2025,"Uvwie",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.128201894,0.245801456,0.53,1987
"361","Warri South","Isoko South",2022,"Warri South",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.150613557,0.261546529,0.53,892
"362","Warri South","Isoko South",2025,"Warri South",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.150613557,0.261546529,0.53,1987
"363","Eleme","Ahoada West",2020,"Eleme",0.8,0.8,0.8,0.8,1,"may","Urban areas",0.25030862,0.337309328,0.53,131
"364","Ohaozara","Obubra",2023,"Ohaozara",0.8,0.8,0.8,0.8,2,"june","PBO",0.422916581,0.742156844,0.65,1257
"365","Emohua","Ahoada West",2020,"Emohua",0.8,0.8,0.8,0.8,1,"may","PBO",0.246521171,0.705410924,0.65,131
"366","Abakaliki","Owan East",2023,"Abakaliki",0.8,0.8,0.8,0.8,2,"march","PBO",0.416945424,0.74168288,0.65,1165
"367","Emure","Oke-Ero",2020,"Emure",0.8,0.8,0.8,0.8,1,"july","PBO",0.372039671,0.737169001,0.65,186
"368","Afikpo North","Oru West",2023,"Afikpo North",0.905685179,0.8,0.8,0.8,2,"june","PBO",0.428193447,0.742555644,0.65,1257
"369","Enugu East","Uzo-Uwani",2020,"Enugu East",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.392074002,0.453287726,0.53,162
"370","Afikpo South","Ngor-Okpala",2023,"Afikpo South",0.8,0.8,0.8,0.8,2,"june","PBO",0.44733042,0.743859597,0.65,1257
"371","Enugu North","Uzo-Uwani",2020,"Enugu North",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.420714903,0.476529889,0.53,162
"372","Ebonyi","Owan East",2023,"Ebonyi",0.8,0.8,0.8,0.8,2,"march","PBO",0.429410898,0.742645095,0.65,1165
"373","Enugu South","Uzo-Uwani",2020,"Enugu South",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.479661177,0.52292855,0.53,162
"374","Ezza North","Owan East",2023,"Ezza North",0.8,0.8,0.8,0.8,2,"march","PBO",0.41226708,0.741293738,0.65,1165
"375","Epe","Uzo-Uwani",2020,"Epe",0.8,0.8,0.8,0.8,1,"june","PBO",0.40174632,0.740357052,0.65,162
"376","Ezza South","Obubra",2023,"Ezza South",0.8,0.8,0.8,0.8,2,"june","PBO",0.389807073,0.739180199,0.65,1257
"377","Esan Central","Owan East",2020,"Esan Central",0.8,0.8,0.8,0.8,1,"march","PBO",0.34342137,0.733112828,0.65,70
"378","Ikwo","Obubra",2023,"Ikwo",0.8,0.8,0.8,0.8,2,"june","PBO",0.39899006,0.740096634,0.65,1257
"379","Esan North East","Uzo-Uwani",2020,"Esan North East",0.8,0.8,0.8,0.8,1,"june","PBO",0.339061878,0.732387649,0.65,162
"380","Ishielu","Owan East",2023,"Ishielu",0.8,0.8,0.8,0.8,2,"march","PBO",0.402215764,0.740400762,0.65,1165
"381","Esan South East","Uzo-Uwani",2020,"Esan South East",0.8,0.8,0.8,0.8,1,"june","PBO",0.404971726,0.740653669,0.65,162
"382","Ivo","Ngor-Okpala",2023,"Ivo",0.8,0.8,0.8,0.8,2,"june","PBO",0.433913174,0.742967876,0.65,1257
"383","Esan West","Uzo-Uwani",2020,"Esan West",0.8,0.8,0.8,0.8,1,"june","PBO",0.366421113,0.736459279,0.65,162
"384","Izzi","Owan East",2023,"Izzi",0.8,0.8,0.8,0.8,2,"march","PBO",0.409695434,0.741072853,0.65,1165
"385","Ese-Odo","Owan East",2020,"Ese-Odo",0.8,0.8,0.8,0.8,1,"march","PBO",0.298999586,0.72393812,0.65,70
"386","Ohaukwu","Owan East",2023,"Ohaukwu",0.8,0.8,0.8,0.8,2,"march","PBO",0.40041459,0.740232039,0.65,1165
"387","Etche","Ngor-Okpala",2020,"Etche",0.8,0.8,0.8,0.8,1,"june","PBO",0.253940946,0.70875579,0.65,162
"388","Onicha","Obubra",2023,"Onicha",0.8,0.8,0.8,0.8,2,"june","PBO",0.407479271,0.740878397,0.65,1257
"389","Eti-Osa","Isoko South",2020,"Eti-Osa",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.469914663,0.515425093,0.53,162
"390","Akoko-Edo","Owan East",2023,"Akoko-Edo",0.8,0.8,0.8,0.8,2,"march","PBO",0.304845225,0.725405618,0.65,1165
"391","Etsako Central","Owan East",2020,"Etsako Central",0.8,0.8,0.8,0.8,1,"march","PBO",0.300181787,0.724242459,0.65,70
