"","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"586","Babura","Babura",2024,"Babura",0.874582296,0.842755015,0.8,0.861709269,2,"may","PBO",0.754462934,0.751464979,0.903511062,1591
"587","Biriniwa","Taura",2021,"Biriniwa",0.8,0.8,0.947368421,0.8,1,"july","PBO",0.694642094,0.750898789,0.869616984,551
"588","Biriniwa","Taura",2024,"Biriniwa",0.8,0.8,0.947368421,0.8,2,"july","PBO",0.694642094,0.750898789,0.869616984,1646
"589","Malam Madori","Taura",2021,"Malam Madori",0.857142857,0.818181818,0.875,0.931034483,1,"july","PBO",0.663624026,0.750518096,0.847355412,551
"590","Malam Madori","Taura",2024,"Malam Madori",0.857142857,0.818181818,0.875,0.931034483,2,"july","PBO",0.663624026,0.750518096,0.847355412,1646
"591","Birni Kudu","Takali",2021,"Birni Kudu",0.879221521,0.8,0.840102739,0.8898771,1,"september","PBO",0.79905925,0.75178119,0.922695814,615
"592","Birni Kudu","Takali",2024,"Birni Kudu",0.879221521,0.8,0.840102739,0.8898771,2,"september","PBO",0.79905925,0.75178119,0.922695814,1710
"593","Buji","Takali",2021,"Buji",0.8,0.8,0.8,0.86602248,1,"september","PBO",0.759566013,0.751505098,0.905939135,615
"594","Buji","Takali",2024,"Buji",0.8,0.8,0.8,0.86602248,2,"september","PBO",0.759566013,0.751505098,0.905939135,1710
"595","Jahun","Taura",2021,"Jahun",0.906724843,0.88129703,0.8,0.931820208,1,"july","PBO",0.743526887,0.751375143,0.898083766,551
"596","Jahun","Taura",2024,"Jahun",0.906724843,0.88129703,0.8,0.931820208,2,"july","PBO",0.743526887,0.751375143,0.898083766,1646
"597","Dutse","Takali",2021,"Dutse",0.8,0.8758553,0.8,0.8,1,"september","PBO",0.790579855,0.751726658,0.919382366,615
"598","Dutse","Takali",2024,"Dutse",0.8,0.8758553,0.8,0.8,2,"september","PBO",0.790579855,0.751726658,0.919382366,1710
"599","Gagarawa","Taura",2021,"Gagarawa",0.923076923,0.972222222,0.871794872,0.942028986,1,"july","PBO",0.716266925,0.751125931,0.883116947,551
"600","Gagarawa","Taura",2024,"Gagarawa",0.923076923,0.972222222,0.871794872,0.942028986,2,"july","PBO",0.716266925,0.751125931,0.883116947,1646
"601","Kafin Hausa","Taura",2021,"Kafin Hausa",0.950194866,0.840231475,0.908210855,0.972138948,1,"july","PBO",0.673182764,0.750643042,0.854607934,551
"602","Kafin Hausa","Taura",2024,"Kafin Hausa",0.950194866,0.840231475,0.908210855,0.972138948,2,"july","PBO",0.673182764,0.750643042,0.854607934,1646
"603","Garki","Babura",2021,"Garki",0.944444444,0.878787879,0.952380952,0.932432432,1,"may","PBO",0.74078424,0.751351753,0.896673119,496
"604","Garki","Babura",2024,"Garki",0.944444444,0.878787879,0.952380952,0.932432432,2,"may","PBO",0.74078424,0.751351753,0.896673119,1591
"605","Gumel","Babura",2021,"Gumel",0.813953488,0.814814815,0.9,0.983050847,1,"may","PBO",0.765232277,0.751548364,0.908560313,496
"606","Gumel","Babura",2024,"Gumel",0.813953488,0.814814815,0.9,0.983050847,2,"may","PBO",0.765232277,0.751548364,0.908560313,1591
"607","Guri","Taura",2021,"Guri",0.8,0.8,0.8,0.8,1,"july","PBO",0.666612333,0.750557938,0.849662142,551
"608","Guri","Taura",2024,"Guri",0.8,0.8,0.8,0.8,2,"july","PBO",0.666612333,0.750557938,0.849662142,1646
"609","Gwaram","Takali",2021,"Gwaram",0.836572687,0.813620788,0.8,0.915806931,1,"september","PBO",0.770852463,0.751589995,0.911084643,615
"610","Gwaram","Takali",2024,"Gwaram",0.836572687,0.813620788,0.8,0.915806931,2,"september","PBO",0.770852463,0.751589995,0.911084643,1710
"611","Gwiwa","Babura",2021,"Gwiwa",0.942307692,0.903225806,0.838709677,0.951612903,1,"may","PBO",0.668371704,0.750581059,0.85100333,496
"612","Gwiwa","Babura",2024,"Gwiwa",0.942307692,0.903225806,0.838709677,0.951612903,2,"may","PBO",0.668371704,0.750581059,0.85100333,1591
"613","Hadejia","Taura",2021,"Hadejia",0.8,0.8,0.8,0.8,1,"july","PBO",0.636447966,0.750120016,0.82462414,551
"614","Hadejia","Taura",2024,"Hadejia",0.8,0.8,0.8,0.8,2,"july","PBO",0.636447966,0.750120016,0.82462414,1646
"615","Kaugama","Taura",2021,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,1,"july","PBO",0.649987707,0.750326737,0.836355656,551
"616","Kaugama","Taura",2024,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,2,"july","PBO",0.649987707,0.750326737,0.836355656,1646
"617","Kazaure","Babura",2021,"Kazaure",0.867924528,0.8,0.8,0.949367089,1,"may","PBO",0.72677407,0.751226535,0.889141293,496
"618","Kazaure","Babura",2024,"Kazaure",0.867924528,0.8,0.8,0.949367089,2,"may","PBO",0.72677407,0.751226535,0.889141293,1591
"619","Kiri Kasamma","Taura",2021,"Kiri Kasamma",0.95426831,0.931417983,0.902249808,0.953359679,1,"july","PBO",0.673959786,0.750652885,0.855181572,551
"620","Kiri Kasamma","Taura",2024,"Kiri Kasamma",0.95426831,0.931417983,0.902249808,0.953359679,2,"july","PBO",0.673959786,0.750652885,0.855181572,1646
"621","Tsanyawa","Gwarzo",2022,"Tsanyawa",0.914893617,0.8,0.8,0.873015873,1,"august","PBO",0.716116255,0.751124444,0.883028112,953
"622","Tsanyawa","Gwarzo",2025,"Tsanyawa",0.914893617,0.8,0.8,0.873015873,2,"august","PBO",0.716116255,0.751124444,0.883028112,2048
"623","Miga","Taura",2021,"Miga",0.8,0.916666667,0.962962963,0.97826087,1,"july","PBO",0.71898178,0.751152503,0.884705609,551
"624","Miga","Taura",2024,"Miga",0.8,0.916666667,0.962962963,0.97826087,2,"july","PBO",0.71898178,0.751152503,0.884705609,1646
"625","Ringim","Taura",2021,"Ringim",0.828571429,0.95,0.846153846,0.970149254,1,"july","PBO",0.733954558,0.751291935,0.89307077,551
"626","Ringim","Taura",2024,"Ringim",0.828571429,0.95,0.846153846,0.970149254,2,"july","PBO",0.733954558,0.751291935,0.89307077,1646
"627","Roni","Babura",2021,"Roni",0.8,0.8,0.8,0.8,1,"may","PBO",0.684763375,0.750785097,0.862918381,496
"628","Roni","Babura",2024,"Roni",0.8,0.8,0.8,0.8,2,"may","PBO",0.684763375,0.750785097,0.862918381,1591
"629","Taura","Taura",2021,"Taura",0.822222222,0.8,0.8,0.841269841,1,"july","PBO",0.802187286,0.751800708,0.923881864,551
"630","Taura","Taura",2024,"Taura",0.822222222,0.8,0.8,0.841269841,2,"july","PBO",0.802187286,0.751800708,0.923881864,1646
"631","Yankwashi","Babura",2021,"Yankwashi",0.906122861,0.8,0.818889593,0.939150636,1,"may","PBO",0.686545172,0.750806097,0.864152546,496
"632","Yankwashi","Babura",2024,"Yankwashi",0.906122861,0.8,0.818889593,0.939150636,2,"may","PBO",0.686545172,0.750806097,0.864152546,1591
"633","Illela","Gawabawa",2020,"Illela",0.8,0.8,0.8,0.8,1,"august","PBO",0.78404554,0.751682958,0.916727662,223
"634","Kiyawa","Takali",2024,"Kiyawa",0.836363636,0.8,0.8,0.823529412,2,"september","PBO",0.77870611,0.751646116,0.914490448,1710
"635","Dutsi","Rimi",2021,"Dutsi",0.8,0.8,0.8,0.8,1,"march","PBO",0.62280068,0.749892964,0.811924626,435
"636","Dutsi","Rimi",2024,"Dutsi",0.8,0.8,0.8,0.8,2,"march","PBO",0.62280068,0.749892964,0.811924626,1530
"637","Birnin-Gwari","Giwa",2022,"Birnin-Gwari",0.8,0.8,0.8,0.8,1,"august","PBO",0.585660468,0.749162513,0.772412531,953
"638","Birnin-Gwari","Giwa",2025,"Birnin-Gwari",0.8,0.8,0.8,0.8,2,"august","PBO",0.585660468,0.749162513,0.772412531,2048
"639","Kajuru","Soba",2022,"Kajuru",0.928571429,0.8,0.8,0.8,1,"july","PBO",0.492999945,0.746252749,0.65,916
"640","Kajuru","Soba",2025,"Kajuru",0.928571429,0.8,0.8,0.8,2,"july","PBO",0.492999945,0.746252749,0.65,2011
"641","Chikun","Soba",2022,"Chikun",0.8,0.846153846,0.8,0.8,1,"july","Urban areas",0.576988044,0.59294545,0.683659429,916
"642","Chikun","Soba",2025,"Chikun",0.8,0.846153846,0.8,0.8,2,"july","Urban areas",0.576988044,0.59294545,0.683659429,2011
"643","Giwa","Giwa",2022,"Giwa",0.8,0.8,0.8,0.8,1,"august","PBO",0.58231661,0.749087435,0.768467517,953
"644","Giwa","Giwa",2025,"Giwa",0.8,0.8,0.8,0.8,2,"august","PBO",0.58231661,0.749087435,0.768467517,2048
"645","Koko/Besse","Birnin Kebbi",2021,"Koko-Besse",0.950888927,0.844308444,0.8,0.85687547,1,"august","PBO",0.576157564,0.748944594,0.761021008,588
"646","Koko/Besse","Birnin Kebbi",2024,"Koko-Besse",0.950888927,0.844308444,0.8,0.85687547,2,"august","PBO",0.576157564,0.748944594,0.761021008,1683
"647","Igabi","Soba",2022,"Igabi",0.8,0.8,0.8,0.8,1,"july","PBO",0.531995981,0.747718623,0.700200269,916
"648","Igabi","Soba",2025,"Igabi",0.8,0.8,0.8,0.8,2,"july","PBO",0.531995981,0.747718623,0.700200269,2011
"649","Ikara","Soba",2022,"Ikara",0.8,0.8,0.8,0.8,1,"july","PBO",0.757882326,0.751491984,0.905145185,916
"650","Ikara","Soba",2025,"Ikara",0.8,0.8,0.8,0.8,2,"july","PBO",0.757882326,0.751491984,0.905145185,2011
"651","Jaba","Oke-Ero",2022,"Jaba",0.8,0.8,0.8,0.8,1,"july","PBO",0.493173179,0.74626027,0.65,916
"652","Jaba","Oke-Ero",2025,"Jaba",0.8,0.8,0.8,0.8,2,"july","PBO",0.493173179,0.74626027,0.65,2011
"653","Ilorin East","Oke-Ero",2020,"Ilorin East",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.350824888,0.419388367,0.53,186
"654","Ogori/Mangongo","Owan East",2023,"Ogori-Mangongo",0.8,0.8,0.8,0.8,2,"march","PBO",0.310733482,0.726793178,0.65,1165
"655","Jema'a","Soba",2022,"Jema'a",0.8,0.8,0.8,0.8,1,"july","PBO",0.50980792,0.746937746,0.664175216,916
"656","Jema'a","Soba",2025,"Jema'a",0.8,0.8,0.8,0.8,2,"july","PBO",0.50980792,0.746937746,0.664175216,2011
"657","Kachia","Ngor-Okpala",2022,"Kachia",0.8,0.8,0.8,0.8,1,"june","PBO",0.53616272,0.747851526,0.706534734,892
"658","Kachia","Ngor-Okpala",2025,"Kachia",0.8,0.8,0.8,0.8,2,"june","PBO",0.53616272,0.747851526,0.706534734,1987
"659","Kaduna North","Soba",2022,"Kaduna North",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.657446265,0.642698146,0.788569436,916
"660","Kaduna North","Soba",2025,"Kaduna North",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.657446265,0.642698146,0.788569436,2011
"661","Kudan","Giwa",2022,"Kudan",0.8,0.8,0.8,0.8,1,"august","PBO",0.715360241,0.751116965,0.882581298,953
"662","Kudan","Giwa",2025,"Kudan",0.8,0.8,0.8,0.8,2,"august","PBO",0.715360241,0.751116965,0.882581298,2048
"663","Kagarko","Oke-Ero",2022,"Kagarko",0.869565217,0.8,0.8,0.8,1,"july","PBO",0.616828924,0.749787188,0.806075682,916
"664","Kagarko","Oke-Ero",2025,"Kagarko",0.869565217,0.8,0.8,0.8,2,"july","PBO",0.616828924,0.749787188,0.806075682,2011
"665","Kaura","Soba",2022,"Kaura",0.904761905,0.8,0.8,0.8,1,"july","PBO",0.544538981,0.748106839,0.7188759,916
"666","Kaura","Soba",2025,"Kaura",0.904761905,0.8,0.8,0.8,2,"july","PBO",0.544538981,0.748106839,0.7188759,2011
"667","Kauru","Soba",2022,"Kauru",0.954545455,0.8,0.8,0.838235294,1,"july","PBO",0.435728811,0.743094562,0.65,916
"668","Kauru","Soba",2025,"Kauru",0.954545455,0.8,0.8,0.838235294,2,"july","PBO",0.435728811,0.743094562,0.65,2011
"669","Kubau","Soba",2022,"Kubau",0.811072268,0.8,0.8,0.8,1,"july","PBO",0.686299075,0.75080321,0.863982776,916
"670","Kubau","Soba",2025,"Kubau",0.811072268,0.8,0.8,0.8,2,"july","PBO",0.686299075,0.75080321,0.863982776,2011
"671","Lere","Soba",2022,"Lere",0.864,0.8,0.8,0.8,1,"july","PBO",0.49638178,0.746397774,0.65,916
"672","Lere","Soba",2025,"Lere",0.864,0.8,0.8,0.8,2,"july","PBO",0.49638178,0.746397774,0.65,2011
"673","Markafi","Gwarzo",2022,"Markafi",0.8,0.8,0.8,0.8,1,"august","PBO",0.721594857,0.751177694,0.886213404,953
"674","Markafi","Gwarzo",2025,"Markafi",0.8,0.8,0.8,0.8,2,"august","PBO",0.721594857,0.751177694,0.886213404,2048
"675","Sabon-Gari","Soba",2022,"Sabon-Gari",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.655108883,0.641366645,0.7861038,916
"676","Sabon-Gari","Soba",2025,"Sabon-Gari",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.655108883,0.641366645,0.7861038,2011
"677","Sanga","Soba",2022,"Sanga",0.8,0.8,0.8,0.8,1,"july","PBO",0.447246758,0.743854343,0.65,916
"678","Sanga","Soba",2025,"Sanga",0.8,0.8,0.8,0.8,2,"july","PBO",0.447246758,0.743854343,0.65,2011
"679","Soba","Soba",2022,"Soba",0.843427297,0.8,0.8,0.8,1,"july","PBO",0.582055388,0.749081498,0.76815646,916
"680","Soba","Soba",2025,"Soba",0.843427297,0.8,0.8,0.8,2,"july","PBO",0.582055388,0.749081498,0.76815646,2011
"681","Zango-Kataf","Soba",2022,"Zango-Kataf",0.8,0.8,0.8,0.8,1,"july","PBO",0.379476754,0.738051863,0.65,916
"682","Zango-Kataf","Soba",2025,"Zango-Kataf",0.8,0.8,0.8,0.8,2,"july","PBO",0.379476754,0.738051863,0.65,2011
"683","Zaria","Soba",2022,"Zaria",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.608376269,0.6133025,0.729885298,916
"684","Zaria","Soba",2025,"Zaria",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.608376269,0.6133025,0.729885298,2011
"685","Kaduna South","Soba",2022,"Kaduna South",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.679569503,0.654957316,0.810461616,916
"686","Kaduna South","Soba",2025,"Kaduna South",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.679569503,0.654957316,0.810461616,2011
"687","Bichi","Gwarzo",2022,"Bichi",0.8,0.8,0.8,0.8,1,"august","PBO",0.768444039,0.751572308,0.910011952,953
"688","Bichi","Gwarzo",2025,"Bichi",0.8,0.8,0.8,0.8,2,"august","PBO",0.768444039,0.751572308,0.910011952,2048
"689","Ajingi","Taura",2022,"Ajingi",0.838709677,0.8,0.8,0.980769231,1,"july","PBO",0.772623248,0.751602855,0.91186478,916
"690","Ajingi","Taura",2025,"Ajingi",0.838709677,0.8,0.8,0.980769231,2,"july","PBO",0.772623248,0.751602855,0.91186478,2011
"691","Albasu","Takali",2022,"Albasu",0.8,0.8,0.8,0.806451613,1,"september","PBO",0.794967768,0.751755177,0.921115182,980
"692","Albasu","Takali",2025,"Albasu",0.8,0.8,0.8,0.806451613,2,"september","PBO",0.794967768,0.751755177,0.921115182,2075
"693","Bagwai","Babura",2022,"Bagwai",0.907407407,0.8,0.8,0.838235294,1,"may","PBO",0.804608217,0.7518156,0.924786722,861
"694","Bagwai","Babura",2025,"Bagwai",0.907407407,0.8,0.8,0.838235294,2,"may","PBO",0.804608217,0.7518156,0.924786722,1956
"695","Bebeji","Gwarzo",2022,"Bebeji",0.8,0.8,0.8,0.8,1,"august","PBO",0.827726878,0.751948916,0.932881813,953
"696","Bebeji","Gwarzo",2025,"Bebeji",0.8,0.8,0.8,0.8,2,"august","PBO",0.827726878,0.751948916,0.932881813,2048
"697","Dambatta","Babura",2022,"Dambatta",0.8,0.8,0.8,0.8,1,"may","PBO",0.74901951,0.751420937,0.900848515,861
"698","Dambatta","Babura",2025,"Dambatta",0.8,0.8,0.8,0.8,2,"may","PBO",0.74901951,0.751420937,0.900848515,1956
"699","Dawakin Kudu","Gwarzo",2022,"Dawakin Kudu",0.85,0.8,0.8,0.8,1,"august","PBO",0.806145696,0.751824962,0.925355527,953
"700","Dawakin Kudu","Gwarzo",2025,"Dawakin Kudu",0.85,0.8,0.8,0.8,2,"august","PBO",0.806145696,0.751824962,0.925355527,2048
"701","Dawakin Tofa","Taura",2022,"Dawakin Tofa",0.829268293,0.8,0.8,0.8,1,"july","PBO",0.798723746,0.751779077,0.922567458,916
"702","Dawakin Tofa","Taura",2025,"Dawakin Tofa",0.829268293,0.8,0.8,0.8,2,"july","PBO",0.798723746,0.751779077,0.922567458,2011
"703","Doguwa","Giwa",2022,"Doguwa",0.8,0.8,0.8,0.816091954,1,"august","PBO",0.698189254,0.750938028,0.871938315,953
"704","Doguwa","Giwa",2025,"Doguwa",0.8,0.8,0.8,0.816091954,2,"august","PBO",0.698189254,0.750938028,0.871938315,2048
"705","Gabasawa","Taura",2022,"Gabasawa",0.8,0.8,0.8,0.8,1,"july","PBO",0.749885825,0.751428034,0.901277355,916
"706","Gabasawa","Taura",2025,"Gabasawa",0.8,0.8,0.8,0.8,2,"july","PBO",0.749885825,0.751428034,0.901277355,2011
"707","Garko","Gwarzo",2022,"Garko",0.8,0.8,0.8,0.8,1,"august","PBO",0.768838005,0.751575217,0.910188344,953
"708","Garko","Gwarzo",2025,"Garko",0.8,0.8,0.8,0.8,2,"august","PBO",0.768838005,0.751575217,0.910188344,2048
"709","Garum Mallam","Gwarzo",2022,"Garum Mallam",0.818181818,0.8,0.8,0.8,1,"august","PBO",0.862288859,0.75212162,0.943329856,953
"710","Garum Mallam","Gwarzo",2025,"Garum Mallam",0.818181818,0.8,0.8,0.8,2,"august","PBO",0.862288859,0.75212162,0.943329856,2048
"711","Gaya","Gwarzo",2022,"Gaya",0.878787879,0.8,0.806451613,0.941176471,1,"august","PBO",0.763092032,0.751532177,0.907579363,953
"712","Gaya","Gwarzo",2025,"Gaya",0.878787879,0.8,0.806451613,0.941176471,2,"august","PBO",0.763092032,0.751532177,0.907579363,2048
"713","Gezawa","Gwarzo",2022,"Gezawa",0.8,0.8,0.8,0.8,1,"august","PBO",0.80805322,0.751836474,0.926054985,953
"714","Gezawa","Gwarzo",2025,"Gezawa",0.8,0.8,0.8,0.8,2,"august","PBO",0.80805322,0.751836474,0.926054985,2048
"715","Gwale","Alkaleri",2022,"Gwale",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.600920439,0.608574402,0.719575964,916
"716","Gwale","Alkaleri",2025,"Gwale",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.600920439,0.608574402,0.719575964,2011
"717","Gwarzo","Gwarzo",2022,"Gwarzo",0.8,0.8,0.8,0.8,1,"august","PBO",0.823387017,0.751925064,0.931434662,953
"718","Gwarzo","Gwarzo",2025,"Gwarzo",0.8,0.8,0.8,0.8,2,"august","PBO",0.823387017,0.751925064,0.931434662,2048
"719","Kabo","Gwarzo",2022,"Kabo",0.8,0.8,0.8,0.8,1,"august","PBO",0.81249578,0.751862855,0.927657555,953
"720","Kabo","Gwarzo",2025,"Kabo",0.8,0.8,0.8,0.8,2,"august","PBO",0.81249578,0.751862855,0.927657555,2048
"721","Kano Municipal","Alkaleri",2022,"Kano Municipal",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.636999309,0.630816237,0.765936956,916
"722","Kano Municipal","Alkaleri",2025,"Kano Municipal",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.636999309,0.630816237,0.765936956,2011
"723","Karaye","Gwarzo",2022,"Karaye",0.826923077,0.8,0.8,0.833333333,1,"august","PBO",0.844998327,0.752038885,0.938332791,953
"724","Karaye","Gwarzo",2025,"Karaye",0.826923077,0.8,0.8,0.833333333,2,"august","PBO",0.844998327,0.752038885,0.938332791,2048
"725","Kibiya","Gwarzo",2022,"Kibiya",0.8,0.8,0.8,0.8,1,"august","PBO",0.813323711,0.751867706,0.927952179,953
"726","Kibiya","Gwarzo",2025,"Kibiya",0.8,0.8,0.8,0.8,2,"august","PBO",0.813323711,0.751867706,0.927952179,2048
"727","Kiru","Gwarzo",2022,"Kiru",0.8,0.8,0.8,0.8,1,"august","PBO",0.826693612,0.751943284,0.932540181,953
"728","Kiru","Gwarzo",2025,"Kiru",0.8,0.8,0.8,0.8,2,"august","PBO",0.826693612,0.751943284,0.932540181,2048
"729","Kumbotso","Taura",2022,"Kumbotso",0.8,0.8,0.8,0.8,1,"july","PBO",0.728034042,0.751238202,0.889841585,916
"730","Kumbotso","Taura",2025,"Kumbotso",0.8,0.8,0.8,0.8,2,"july","PBO",0.728034042,0.751238202,0.889841585,2011
"731","Ilorin South","Oke-Ero",2020,"Ilorin South",0.8,0.8,0.8,0.8,1,"july","PBO",0.316790933,0.728132477,0.65,186
"732","Yagba West","Oke-Ero",2023,"Yagba West",0.8,0.8,0.8,0.8,2,"july","PBO",0.304086126,0.72522026,0.65,1281
"733","Kunchi","Babura",2022,"Kunchi",0.8,0.8,0.8,0.8,1,"may","PBO",0.729388444,0.751250652,0.890589203,861
"734","Kunchi","Babura",2025,"Kunchi",0.8,0.8,0.8,0.8,2,"may","PBO",0.729388444,0.751250652,0.890589203,1956
"735","Kura","Gwarzo",2022,"Kura",0.825,0.8,0.8,0.84375,1,"august","PBO",0.796070741,0.751762244,0.921544589,953
"736","Kura","Gwarzo",2025,"Kura",0.825,0.8,0.8,0.84375,2,"august","PBO",0.796070741,0.751762244,0.921544589,2048
"737","Madobi","Taura",2022,"Madobi",0.8,0.8,0.8,0.8,1,"july","PBO",0.853563186,0.752080738,0.940862927,916
"738","Madobi","Taura",2025,"Madobi",0.8,0.8,0.8,0.8,2,"july","PBO",0.853563186,0.752080738,0.940862927,2011
"739","Makoda","Babura",2022,"Makoda",0.8,0.8,0.8,0.8,1,"may","PBO",0.698126715,0.750937343,0.871897764,861
"740","Makoda","Babura",2025,"Makoda",0.8,0.8,0.8,0.8,2,"may","PBO",0.698126715,0.750937343,0.871897764,1956
"741","Ilorin West","Owan East",2020,"Ilorin West",0.8,0.8,0.8,0.8,1,"march","Urban areas",0.300629985,0.378056657,0.53,70
"742","Ekiti","Oke-Ero",2023,"Ekiti",0.8,0.8,0.8,0.8,2,"july","PBO",0.316166435,0.727998342,0.65,1281
"743","Minjibir","Taura",2022,"Minjibir",0.8,0.8,0.8,0.8,1,"july","PBO",0.765361635,0.751549337,0.908619252,916
"744","Minjibir","Taura",2025,"Minjibir",0.8,0.8,0.8,0.8,2,"july","PBO",0.765361635,0.751549337,0.908619252,2011
"745","Nasarawa1","Alkaleri",2022,"Nasarawa1",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.596034944,0.605439633,0.712600807,916
"746","Nasarawa1","Alkaleri",2025,"Nasarawa1",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.596034944,0.605439633,0.712600807,2011
"747","Rano","Gwarzo",2022,"Rano",0.885714286,0.8,0.8,0.855072464,1,"august","PBO",0.827920103,0.751949966,0.932945498,953
"748","Rano","Gwarzo",2025,"Rano",0.885714286,0.8,0.8,0.855072464,2,"august","PBO",0.827920103,0.751949966,0.932945498,2048
"749","Rimin Gado","Gwarzo",2022,"Rimin Gado",0.8,0.8,0.8,0.8,1,"august","PBO",0.821146228,0.751912544,0.930674741,953
"750","Rimin Gado","Gwarzo",2025,"Rimin Gado",0.8,0.8,0.8,0.8,2,"august","PBO",0.821146228,0.751912544,0.930674741,2048
"751","Bindawa","Rimi",2021,"Bindawa",0.8,0.916666667,0.807692308,0.805970149,1,"march","PBO",0.7272811,0.75123124,0.889423658,435
"752","Bindawa","Rimi",2024,"Bindawa",0.8,0.916666667,0.807692308,0.805970149,2,"march","PBO",0.7272811,0.75123124,0.889423658,1530
"753","Rogo","Gwarzo",2022,"Rogo",0.87804878,0.8,0.8,0.887096774,1,"august","PBO",0.768098821,0.751569755,0.909857087,953
"754","Rogo","Gwarzo",2025,"Rogo",0.87804878,0.8,0.8,0.887096774,2,"august","PBO",0.768098821,0.751569755,0.909857087,2048
"755","Shanono","Gwarzo",2022,"Shanono",0.8,0.8,0.8,0.8,1,"august","PBO",0.799731381,0.75178541,0.922952286,953
"756","Shanono","Gwarzo",2025,"Shanono",0.8,0.8,0.8,0.8,2,"august","PBO",0.799731381,0.75178541,0.922952286,2048
"757","Sumaila","Takali",2022,"Sumaila",0.837837838,0.8,0.8,0.8,1,"september","PBO",0.700387319,0.750961939,0.873355122,980
"758","Sumaila","Takali",2025,"Sumaila",0.837837838,0.8,0.8,0.8,2,"september","PBO",0.700387319,0.750961939,0.873355122,2075
"759","Takali","Takali",2022,"Takali",0.8,0.8,0.8,0.8,1,"september","PBO",0.795192474,0.75175662,0.921202863,980
"760","Takali","Takali",2025,"Takali",0.8,0.8,0.8,0.8,2,"september","PBO",0.795192474,0.75175662,0.921202863,2075
"761","Tarauni","Alkaleri",2022,"Tarauni",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.628535688,0.625743826,0.755833336,916
"762","Tarauni","Alkaleri",2025,"Tarauni",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.628535688,0.625743826,0.755833336,2011
"763","Tudun Wada","Gwarzo",2022,"Tudun Wada",0.8,0.8,0.8,0.8,1,"august","PBO",0.765017665,0.751546749,0.908462443,953
"764","Tudun Wada","Gwarzo",2025,"Tudun Wada",0.8,0.8,0.8,0.8,2,"august","PBO",0.765017665,0.751546749,0.908462443,2048
"765","Ungogo","Taura",2022,"Ungogo",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.67144052,0.650525031,0.802712793,916
"766","Ungogo","Taura",2025,"Ungogo",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.67144052,0.650525031,0.802712793,2011
"767","Warawa","Gwarzo",2022,"Warawa",0.8,0.8,0.8,0.8,1,"august","PBO",0.807358735,0.751832296,0.925801125,953
"768","Warawa","Gwarzo",2025,"Warawa",0.8,0.8,0.8,0.8,2,"august","PBO",0.807358735,0.751832296,0.925801125,2048
"769","Wudil","Gwarzo",2022,"Wudil",0.8,0.8,0.8,0.8,1,"august","PBO",0.764562514,0.751543319,0.908254516,953
"770","Wudil","Gwarzo",2025,"Wudil",0.8,0.8,0.8,0.8,2,"august","PBO",0.764562514,0.751543319,0.908254516,2048
"771","Daura","Babura",2021,"Daura",0.8,0.8,0.8,0.8,1,"may","PBO",0.575080323,0.748918986,0.75969419,496
"772","Daura","Babura",2024,"Daura",0.8,0.8,0.8,0.8,2,"may","PBO",0.575080323,0.748918986,0.75969419,1591
"773","Bakori","Gwarzo",2021,"Bakori",0.8,0.8,0.8,0.8,1,"august","PBO",0.670473637,0.750608361,0.852589426,588
"774","Bakori","Gwarzo",2024,"Bakori",0.8,0.8,0.8,0.8,2,"august","PBO",0.670473637,0.750608361,0.852589426,1683
"775","Batagarawa","Rimi",2021,"Batagarawa",0.8,0.8,0.8,0.8,1,"march","PBO",0.663607785,0.750517877,0.847342775,435
"776","Batagarawa","Rimi",2024,"Batagarawa",0.8,0.8,0.8,0.8,2,"march","PBO",0.663607785,0.750517877,0.847342775,1530
"777","Batsari","Rimi",2021,"Batsari",0.847826087,0.8,0.8,0.8,1,"march","PBO",0.697059776,0.750925622,0.871203872,435
"778","Batsari","Rimi",2024,"Batsari",0.847826087,0.8,0.8,0.8,2,"march","PBO",0.697059776,0.750925622,0.871203872,1530
"779","Charanchi","Rimi",2021,"Charanchi",0.861111111,0.818181818,0.8,0.803030303,1,"march","PBO",0.738728442,0.751333985,0.895602343,435
