LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round
Isoko North,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Isoko North,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Isoko North,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Isoko South,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Isoko South,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Isoko South,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Isu,Ngor-Okpala,NA,0.553121201,0.553121201,468,821,2021,1
Isu,Ngor-Okpala,NA,0.606242402,0.606242402,1289,762,2023,2
Isu,Ngor-Okpala,NA,0.659363603,0.659363603,2051,140,2025,3
Isuikwato,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Isuikwato,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Isuikwato,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Itas-Gadau,Taura,NA,0.204733783,0.204733783,468,821,2021,1
Itas-Gadau,Taura,NA,0.235178949,0.235178949,1289,762,2023,2
Itas-Gadau,Taura,NA,0.265624115,0.265624115,2051,140,2025,3
Itesiwaju,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Itesiwaju,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Itesiwaju,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Itu,Ngor-Okpala,NA,0.719787868,0.719787868,468,821,2021,1
Itu,Ngor-Okpala,NA,0.772909069,0.772909069,1289,762,2023,2
Itu,Ngor-Okpala,NA,0.82603027,0.82603027,2051,140,2025,3
Ivo,Ngor-Okpala,NA,0.336494604,0.336494604,468,821,2021,1
Ivo,Ngor-Okpala,NA,0.389615805,0.389615805,1289,762,2023,2
Ivo,Ngor-Okpala,NA,0.442737006,0.442737006,2051,140,2025,3
Iwajowa,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Iwajowa,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Iwajowa,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Iwo,Akinyele,NA,0.492004963,0.492004963,468,821,2021,1
Iwo,Akinyele,NA,0.5199789,0.5199789,1289,762,2023,2
Iwo,Akinyele,NA,0.547952838,0.547952838,2051,140,2025,3
Izzi,Owan East,NA,0.52930811,0.52930811,468,821,2021,1
Izzi,Owan East,NA,0.571730488,0.571730488,1289,762,2023,2
Izzi,Owan East,NA,0.614152866,0.614152866,2051,140,2025,3
Jaba,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Jaba,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Jaba,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Jada,Alkaleri,NA,0.135703854,0.135703854,468,821,2021,1
Jada,Alkaleri,NA,0.17574657,0.17574657,1289,762,2023,2
Jada,Alkaleri,NA,0.215789286,0.215789286,2051,140,2025,3
Jahun,Taura,NA,0.251787676,0.251787676,468,821,2021,1
Jahun,Taura,NA,0.282232842,0.282232842,1289,762,2023,2
Jahun,Taura,NA,0.312678008,0.312678008,2051,140,2025,3
Jakusko,Taura,NA,0.205373207,0.205373207,468,821,2021,1
Jakusko,Taura,NA,0.235818373,0.235818373,1289,762,2023,2
Jakusko,Taura,NA,0.266263539,0.266263539,2051,140,2025,3
Jalingo,Keana,NA,0.365886015,0.365886015,468,821,2021,1
Jalingo,Keana,NA,0.389114745,0.389114745,1289,762,2023,2
Jalingo,Keana,NA,0.412343475,0.412343475,2051,140,2025,3
Jama'are,Taura,NA,0.172405228,0.172405228,468,821,2021,1
Jama'are,Taura,NA,0.202850394,0.202850394,1289,762,2023,2
Jama'are,Taura,NA,0.23329556,0.23329556,2051,140,2025,3
Jega,Birnin Kebbi,NA,0.630403657,0.630403657,468,821,2021,1
Jega,Birnin Kebbi,NA,0.694034469,0.694034469,1289,762,2023,2
Jega,Birnin Kebbi,NA,0.75766528,0.75766528,2051,140,2025,3
Jema'a,Soba,NA,0.140863069,0.140863069,468,821,2021,1
Jema'a,Soba,NA,0.142550877,0.142550877,1289,762,2023,2
Jema'a,Soba,NA,0.144238686,0.144238686,2051,140,2025,3
Jere,Gawabawa,NA,0.512277906,0.512277906,468,821,2021,1
Jere,Gawabawa,NA,0.524555812,0.524555812,1289,762,2023,2
Jere,Gawabawa,NA,0.536833718,0.536833718,2051,140,2025,3
Jibia,Rimi,NA,0.356606056,0.356606056,468,821,2021,1
Jibia,Rimi,NA,0.37987878,0.37987878,1289,762,2023,2
Jibia,Rimi,NA,0.403151503,0.403151503,2051,140,2025,3
Jos East,Soba,NA,0.501687809,0.501687809,468,821,2021,1
Jos East,Soba,NA,0.503375617,0.503375617,1289,762,2023,2
Jos East,Soba,NA,0.505063426,0.505063426,2051,140,2025,3
Jos North,Soba,NA,0.106314029,0.106314029,468,821,2021,1
Jos North,Soba,NA,0.108001837,0.108001837,1289,762,2023,2
Jos North,Soba,NA,0.109689646,0.109689646,2051,140,2025,3
Jos South,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Jos South,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Jos South,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Kabba-Bunu,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Kabba-Bunu,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Kabba-Bunu,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Kabo,Gwarzo,NA,0.364732424,0.364732424,468,821,2021,1
Kabo,Gwarzo,NA,0.400795162,0.400795162,1289,762,2023,2
Kabo,Gwarzo,NA,0.436857901,0.436857901,2051,140,2025,3
Kachia,Ngor-Okpala,NA,0.079229046,0.079229046,468,821,2021,1
Kachia,Ngor-Okpala,NA,0.132350247,0.132350247,1289,762,2023,2
Kachia,Ngor-Okpala,NA,0.185471448,0.185471448,2051,140,2025,3
Kaduna North,Soba,NA,0.067424866,0.067424866,468,821,2021,1
Kaduna North,Soba,NA,0.069112674,0.069112674,1289,762,2023,2
Kaduna North,Soba,NA,0.070800483,0.070800483,2051,140,2025,3
Kaduna South,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Kaduna South,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Kaduna South,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Kafin Hausa,Taura,NA,0.449513796,0.449513796,468,821,2021,1
Kafin Hausa,Taura,NA,0.479958962,0.479958962,1289,762,2023,2
Kafin Hausa,Taura,NA,0.510404128,0.510404128,2051,140,2025,3
Kafur,Gwarzo,NA,0.240741087,0.240741087,468,821,2021,1
Kafur,Gwarzo,NA,0.276803825,0.276803825,1289,762,2023,2
Kafur,Gwarzo,NA,0.312866564,0.312866564,2051,140,2025,3
Kaga,Darazo,NA,0.137370113,0.137370113,468,821,2021,1
Kaga,Darazo,NA,0.160369151,0.160369151,1289,762,2023,2
Kaga,Darazo,NA,0.183368188,0.183368188,2051,140,2025,3
Kagarko,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Kagarko,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Kagarko,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Kaiama,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Kaiama,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Kaiama,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Kaita,Rimi,NA,0.177118877,0.177118877,468,821,2021,1
Kaita,Rimi,NA,0.200391601,0.200391601,1289,762,2023,2
Kaita,Rimi,NA,0.223664324,0.223664324,2051,140,2025,3
Kajola,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Kajola,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Kajola,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Kajuru,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Kajuru,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Kajuru,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Kala-Balge,Darazo,NA,0.137370113,0.137370113,468,821,2021,1
Kala-Balge,Darazo,NA,0.160369151,0.160369151,1289,762,2023,2
Kala-Balge,Darazo,NA,0.183368188,0.183368188,2051,140,2025,3
Kalgo,Birnin Kebbi,NA,0.591825453,0.591825453,468,821,2021,1
Kalgo,Birnin Kebbi,NA,0.655456265,0.655456265,1289,762,2023,2
Kalgo,Birnin Kebbi,NA,0.719087076,0.719087076,2051,140,2025,3
Kaltungo,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Kaltungo,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Kaltungo,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Kanam,Alkaleri,NA,0.337212464,0.337212464,468,821,2021,1
Kanam,Alkaleri,NA,0.37725518,0.37725518,1289,762,2023,2
Kanam,Alkaleri,NA,0.417297896,0.417297896,2051,140,2025,3
Kankara,Rimi,NA,0.233268295,0.233268295,468,821,2021,1
Kankara,Rimi,NA,0.256541019,0.256541019,1289,762,2023,2
Kankara,Rimi,NA,0.279813742,0.279813742,2051,140,2025,3
Kanke,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Kanke,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Kanke,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Kankia,Rimi,NA,0.308987009,0.308987009,468,821,2021,1
Kankia,Rimi,NA,0.332259733,0.332259733,1289,762,2023,2
Kankia,Rimi,NA,0.355532456,0.355532456,2051,140,2025,3
Kano Municipal,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Kano Municipal,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Kano Municipal,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Karasuwa,Taura,NA,0.087939741,0.087939741,468,821,2021,1
Karasuwa,Taura,NA,0.118384907,0.118384907,1289,762,2023,2
Karasuwa,Taura,NA,0.148830073,0.148830073,2051,140,2025,3
Karaye,Gwarzo,NA,0.452729406,0.452729406,468,821,2021,1
Karaye,Gwarzo,NA,0.488792144,0.488792144,1289,762,2023,2
Karaye,Gwarzo,NA,0.524854883,0.524854883,2051,140,2025,3
Karin-Lamido,Alkaleri,NA,0.196957603,0.196957603,468,821,2021,1
Karin-Lamido,Alkaleri,NA,0.237000319,0.237000319,1289,762,2023,2
Karin-Lamido,Alkaleri,NA,0.277043035,0.277043035,2051,140,2025,3
Karu,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Karu,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Karu,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Katagum,Gwarzo,NA,0.152885208,0.152885208,468,821,2021,1
Katagum,Gwarzo,NA,0.188947946,0.188947946,1289,762,2023,2
Katagum,Gwarzo,NA,0.225010685,0.225010685,2051,140,2025,3
Katcha,Oke-Ero,NA,0.337415923,0.337415923,468,821,2021,1
Katcha,Oke-Ero,NA,0.368360511,0.368360511,1289,762,2023,2
Katcha,Oke-Ero,NA,0.399305099,0.399305099,2051,140,2025,3
Katsina,Rimi,NA,0.522222312,0.522222312,468,821,2021,1
Katsina,Rimi,NA,0.545495036,0.545495036,1289,762,2023,2
Katsina,Rimi,NA,0.568767759,0.568767759,2051,140,2025,3
Katsina-Ala,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Katsina-Ala,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Katsina-Ala,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Kaugama,Taura,NA,0.141556277,0.141556277,468,821,2021,1
Kaugama,Taura,NA,0.172001443,0.172001443,1289,762,2023,2
Kaugama,Taura,NA,0.202446609,0.202446609,2051,140,2025,3
Kaura,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Kaura,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Kaura,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Kaura-Namoda,Rimi,NA,0.233268295,0.233268295,468,821,2021,1
Kaura-Namoda,Rimi,NA,0.256541019,0.256541019,1289,762,2023,2
Kaura-Namoda,Rimi,NA,0.279813742,0.279813742,2051,140,2025,3
Kauru,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Kauru,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Kauru,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Kazaure,Babura,NA,0.378118138,0.378118138,468,821,2021,1
Kazaure,Babura,NA,0.443736275,0.443736275,1289,762,2023,2
Kazaure,Babura,NA,0.509354413,0.509354413,2051,140,2025,3
Keana,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Keana,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Keana,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Kebbe,Birnin Kebbi,NA,0.485886492,0.485886492,468,821,2021,1
Kebbe,Birnin Kebbi,NA,0.549517304,0.549517304,1289,762,2023,2
Kebbe,Birnin Kebbi,NA,0.613148115,0.613148115,2051,140,2025,3
Keffi,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Keffi,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Keffi,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Khana,Nsit Ubium,NA,0.331447362,0.331447362,468,821,2021,1
Khana,Nsit Ubium,NA,0.377180438,0.377180438,1289,762,2023,2
Khana,Nsit Ubium,NA,0.422913514,0.422913514,2051,140,2025,3
Kibiya,Gwarzo,NA,0.208235286,0.208235286,468,821,2021,1
Kibiya,Gwarzo,NA,0.244298024,0.244298024,1289,762,2023,2
Kibiya,Gwarzo,NA,0.280360763,0.280360763,2051,140,2025,3
Kirfi,Alkaleri,NA,0.116965793,0.116965793,468,821,2021,1
Kirfi,Alkaleri,NA,0.157008509,0.157008509,1289,762,2023,2
Kirfi,Alkaleri,NA,0.197051225,0.197051225,2051,140,2025,3
Kiri Kasamma,Taura,NA,0.324174521,0.324174521,468,821,2021,1
Kiri Kasamma,Taura,NA,0.354619687,0.354619687,1289,762,2023,2
Kiri Kasamma,Taura,NA,0.385064853,0.385064853,2051,140,2025,3
Kiru,Gwarzo,NA,0.274812165,0.274812165,468,821,2021,1
Kiru,Gwarzo,NA,0.310874903,0.310874903,1289,762,2023,2
Kiru,Gwarzo,NA,0.346937642,0.346937642,2051,140,2025,3
Kiyawa,Takali,NA,0.180993669,0.180993669,468,821,2021,1
Kiyawa,Takali,NA,0.219130195,0.219130195,1289,762,2023,2
Kiyawa,Takali,NA,0.257266721,0.257266721,2051,140,2025,3
Kogi,Keana,NA,0.356562063,0.356562063,468,821,2021,1
Kogi,Keana,NA,0.379790793,0.379790793,1289,762,2023,2
Kogi,Keana,NA,0.403019523,0.403019523,2051,140,2025,3
Koko-Besse,Birnin Kebbi,NA,0.69397035,0.69397035,468,821,2021,1
Koko-Besse,Birnin Kebbi,NA,0.757601162,0.757601162,1289,762,2023,2
Koko-Besse,Birnin Kebbi,NA,0.821231973,0.821231973,2051,140,2025,3
Kokona,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Kokona,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Kokona,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Kolokuma-Opokuma,Ahoada West,NA,0.407563041,0.407563041,468,821,2021,1
Kolokuma-Opokuma,Ahoada West,NA,0.426077127,0.426077127,1289,762,2023,2
Kolokuma-Opokuma,Ahoada West,NA,0.444591213,0.444591213,2051,140,2025,3
Konduga,Darazo,NA,0.522999037,0.522999037,468,821,2021,1
Konduga,Darazo,NA,0.545998075,0.545998075,1289,762,2023,2
Konduga,Darazo,NA,0.568997112,0.568997112,2051,140,2025,3
Konshisha,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Konshisha,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Konshisha,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Kontagora,Oke-Ero,NA,0.351883426,0.351883426,468,821,2021,1
Kontagora,Oke-Ero,NA,0.382828014,0.382828014,1289,762,2023,2
Kontagora,Oke-Ero,NA,0.413772602,0.413772602,2051,140,2025,3
Kosofe,Isoko South,NA,0.698288519,0.698288519,468,821,2021,1
Kosofe,Isoko South,NA,0.705575352,0.705575352,1289,762,2023,2
Kosofe,Isoko South,NA,0.712862184,0.712862184,2051,140,2025,3
Kubau,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Kubau,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Kubau,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Kudan,Giwa,NA,0.167464844,0.167464844,468,821,2021,1
Kudan,Giwa,NA,0.204421355,0.204421355,1289,762,2023,2
Kudan,Giwa,NA,0.241377867,0.241377867,2051,140,2025,3
Kuje,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Kuje,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Kuje,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Kukawa,Babura,NA,0.665618138,0.665618138,468,821,2021,1
Kukawa,Babura,NA,0.731236275,0.731236275,1289,762,2023,2
Kukawa,Babura,NA,0.796854413,0.796854413,2051,140,2025,3
Kumbotso,Taura,NA,0.205373207,0.205373207,468,821,2021,1
Kumbotso,Taura,NA,0.235818373,0.235818373,1289,762,2023,2
Kumbotso,Taura,NA,0.266263539,0.266263539,2051,140,2025,3
Kunchi,Babura,NA,0.213028491,0.213028491,468,821,2021,1
Kunchi,Babura,NA,0.278646628,0.278646628,1289,762,2023,2
Kunchi,Babura,NA,0.344264766,0.344264766,2051,140,2025,3
Kura,Gwarzo,NA,0.258284961,0.258284961,468,821,2021,1
Kura,Gwarzo,NA,0.294347699,0.294347699,1289,762,2023,2
Kura,Gwarzo,NA,0.330410438,0.330410438,2051,140,2025,3
Kurfi,Rimi,NA,0.233268295,0.233268295,468,821,2021,1
Kurfi,Rimi,NA,0.256541019,0.256541019,1289,762,2023,2
Kurfi,Rimi,NA,0.279813742,0.279813742,2051,140,2025,3
Kurmi,Oru West,NA,0.469679998,0.469679998,468,821,2021,1
Kurmi,Oru West,NA,0.539359997,0.539359997,1289,762,2023,2
Kurmi,Oru West,NA,0.609039995,0.609039995,2051,140,2025,3
Kusada,Rimi,NA,0.210772723,0.210772723,468,821,2021,1
Kusada,Rimi,NA,0.234045447,0.234045447,1289,762,2023,2
Kusada,Rimi,NA,0.25731817,0.25731817,2051,140,2025,3
Kwali,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Kwali,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Kwali,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Kwami,Alkaleri,NA,0.109537249,0.109537249,468,821,2021,1
Kwami,Alkaleri,NA,0.149579965,0.149579965,1289,762,2023,2
Kwami,Alkaleri,NA,0.189622681,0.189622681,2051,140,2025,3
Kwande,Oke-Ero,NA,0.219623985,0.219623985,468,821,2021,1
Kwande,Oke-Ero,NA,0.250568573,0.250568573,1289,762,2023,2
Kwande,Oke-Ero,NA,0.281513161,0.281513161,2051,140,2025,3
Kware,Gawabawa,NA,0.212277906,0.212277906,468,821,2021,1
Kware,Gawabawa,NA,0.224555812,0.224555812,1289,762,2023,2
Kware,Gawabawa,NA,0.236833718,0.236833718,2051,140,2025,3
Kwaya Kusar,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Kwaya Kusar,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Kwaya Kusar,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Lafia,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Lafia,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Lafia,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Lagelu,Akinyele,NA,0.182900173,0.182900173,468,821,2021,1
Lagelu,Akinyele,NA,0.21087411,0.21087411,1289,762,2023,2
Lagelu,Akinyele,NA,0.238848048,0.238848048,2051,140,2025,3
Lagos Island,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Lagos Island,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Lagos Island,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Lagos Mainland,Isoko South,NA,0.128883072,0.128883072,468,821,2021,1
Lagos Mainland,Isoko South,NA,0.136169905,0.136169905,1289,762,2023,2
Lagos Mainland,Isoko South,NA,0.143456737,0.143456737,2051,140,2025,3
Lamurde,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Lamurde,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Lamurde,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Langtang North,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Langtang North,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Langtang North,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Langtang South,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Langtang South,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Langtang South,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Lapai,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Lapai,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Lapai,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Lau,Alkaleri,NA,0.221860898,0.221860898,468,821,2021,1
Lau,Alkaleri,NA,0.261903614,0.261903614,1289,762,2023,2
Lau,Alkaleri,NA,0.30194633,0.30194633,2051,140,2025,3
Lavun,Oke-Ero,NA,0.440386691,0.440386691,468,821,2021,1
Lavun,Oke-Ero,NA,0.471331279,0.471331279,1289,762,2023,2
Lavun,Oke-Ero,NA,0.502275867,0.502275867,2051,140,2025,3
Lere,Soba,NA,0.022182499,0.022182499,468,821,2021,1
Lere,Soba,NA,0.023870307,0.023870307,1289,762,2023,2
Lere,Soba,NA,0.025558116,0.025558116,2051,140,2025,3
Logo,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Logo,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Logo,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Lokoja,Keana,NA,0.200415943,0.200415943,468,821,2021,1
Lokoja,Keana,NA,0.223644673,0.223644673,1289,762,2023,2
Lokoja,Keana,NA,0.246873403,0.246873403,2051,140,2025,3
Machina,Taura,NA,0.085124453,0.085124453,468,821,2021,1
Machina,Taura,NA,0.115569619,0.115569619,1289,762,2023,2
Machina,Taura,NA,0.146014785,0.146014785,2051,140,2025,3
Madagali,Darazo,NA,0.137370113,0.137370113,468,821,2021,1
Madagali,Darazo,NA,0.160369151,0.160369151,1289,762,2023,2
Madagali,Darazo,NA,0.183368188,0.183368188,2051,140,2025,3
Madobi,Taura,NA,0.205373207,0.205373207,468,821,2021,1
Madobi,Taura,NA,0.235818373,0.235818373,1289,762,2023,2
Madobi,Taura,NA,0.266263539,0.266263539,2051,140,2025,3
Mafa,Darazo,NA,0.137370113,0.137370113,468,821,2021,1
Mafa,Darazo,NA,0.160369151,0.160369151,1289,762,2023,2
Mafa,Darazo,NA,0.183368188,0.183368188,2051,140,2025,3
Magama,Oke-Ero,NA,0.333246391,0.333246391,468,821,2021,1
Magama,Oke-Ero,NA,0.364190979,0.364190979,1289,762,2023,2
Magama,Oke-Ero,NA,0.395135567,0.395135567,2051,140,2025,3
Magumeri,Gawabawa,NA,0.11890935,0.11890935,468,821,2021,1
Magumeri,Gawabawa,NA,0.131187256,0.131187256,1289,762,2023,2
Magumeri,Gawabawa,NA,0.143465162,0.143465162,2051,140,2025,3
Mai'Adua,Rimi,NA,0.423272723,0.423272723,468,821,2021,1
Mai'Adua,Rimi,NA,0.446545447,0.446545447,1289,762,2023,2
Mai'Adua,Rimi,NA,0.46981817,0.46981817,2051,140,2025,3
Maiduguri,Darazo,NA,0.054179434,0.054179434,468,821,2021,1
Maiduguri,Darazo,NA,0.077178472,0.077178472,1289,762,2023,2
Maiduguri,Darazo,NA,0.100177509,0.100177509,2051,140,2025,3
Maigatari,Babura,NA,0.271521298,0.271521298,468,821,2021,1
Maigatari,Babura,NA,0.337139435,0.337139435,1289,762,2023,2
Maigatari,Babura,NA,0.402757573,0.402757573,2051,140,2025,3
Maiha,Alkaleri,NA,0.274170269,0.274170269,468,821,2021,1
Maiha,Alkaleri,NA,0.314212985,0.314212985,1289,762,2023,2
Maiha,Alkaleri,NA,0.354255701,0.354255701,2051,140,2025,3
Maiyama,Birnin Kebbi,NA,0.785853034,0.785853034,468,821,2021,1
Maiyama,Birnin Kebbi,NA,0.849483846,0.849483846,1289,762,2023,2
Maiyama,Birnin Kebbi,NA,0.913114657,0.913114657,2051,140,2025,3
Makoda,Babura,NA,0.665618138,0.665618138,468,821,2021,1
Makoda,Babura,NA,0.731236275,0.731236275,1289,762,2023,2
Makoda,Babura,NA,0.796854413,0.796854413,2051,140,2025,3
Makurdi,Keana,NA,0.107598284,0.107598284,468,821,2021,1
Makurdi,Keana,NA,0.130827014,0.130827014,1289,762,2023,2
Makurdi,Keana,NA,0.154055744,0.154055744,2051,140,2025,3
Malam Madori,Taura,NA,0.530445166,0.530445166,468,821,2021,1
Malam Madori,Taura,NA,0.560890332,0.560890332,1289,762,2023,2
Malam Madori,Taura,NA,0.591335498,0.591335498,2051,140,2025,3
Malumfashi,Gwarzo,NA,0.702729406,0.702729406,468,821,2021,1
Malumfashi,Gwarzo,NA,0.738792144,0.738792144,1289,762,2023,2
Malumfashi,Gwarzo,NA,0.774854883,0.774854883,2051,140,2025,3
Mangu,Darazo,NA,0.30933128,0.30933128,468,821,2021,1
Mangu,Darazo,NA,0.332330318,0.332330318,1289,762,2023,2
Mangu,Darazo,NA,0.355329355,0.355329355,2051,140,2025,3
Mani,Rimi,NA,0.22315434,0.22315434,468,821,2021,1
Mani,Rimi,NA,0.246427064,0.246427064,1289,762,2023,2
Mani,Rimi,NA,0.269699787,0.269699787,2051,140,2025,3
Maradun,Darazo,NA,0.096493026,0.096493026,468,821,2021,1
Maradun,Darazo,NA,0.119492064,0.119492064,1289,762,2023,2
Maradun,Darazo,NA,0.142491101,0.142491101,2051,140,2025,3
Mariga,Oke-Ero,NA,0.130944588,0.130944588,468,821,2021,1
Mariga,Oke-Ero,NA,0.161889176,0.161889176,1289,762,2023,2
Mariga,Oke-Ero,NA,0.192833764,0.192833764,2051,140,2025,3
Markafi,Gwarzo,NA,0.208235286,0.208235286,468,821,2021,1
Markafi,Gwarzo,NA,0.244298024,0.244298024,1289,762,2023,2
Markafi,Gwarzo,NA,0.280360763,0.280360763,2051,140,2025,3
Marte,Babura,NA,0.414895497,0.414895497,468,821,2021,1
Marte,Babura,NA,0.480513634,0.480513634,1289,762,2023,2
Marte,Babura,NA,0.546131772,0.546131772,2051,140,2025,3
Maru,Giwa,NA,0.167464844,0.167464844,468,821,2021,1
Maru,Giwa,NA,0.204421355,0.204421355,1289,762,2023,2
Maru,Giwa,NA,0.241377867,0.241377867,2051,140,2025,3
Mashegu,Oke-Ero,NA,0.277784177,0.277784177,468,821,2021,1
Mashegu,Oke-Ero,NA,0.308728765,0.308728765,1289,762,2023,2
Mashegu,Oke-Ero,NA,0.339673353,0.339673353,2051,140,2025,3
Mashi,Rimi,NA,0.18993939,0.18993939,468,821,2021,1
Mashi,Rimi,NA,0.213212114,0.213212114,1289,762,2023,2
Mashi,Rimi,NA,0.236484837,0.236484837,2051,140,2025,3
Matazuu,Rimi,NA,0.308987009,0.308987009,468,821,2021,1
