,LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases,start_day_override
4538,Izzi,Owan East,NA,0.511230019,0.511230019,196,154,2020,2,0.539,1
4539,Izzi,Owan East,NA,0.516098876,0.516098876,350,212,2021,3,0.588,1
4540,Izzi,Owan East,NA,0.520967733,0.520967733,562,154,2021,4,0.637,1
4541,Izzi,Owan East,NA,0.525836591,0.525836591,716,202,2022,5,0.686,1
4542,Izzi,Owan East,NA,0.530705448,0.530705448,918,159,2022,6,0.735,1
4543,Izzi,Owan East,NA,0.535574305,0.535574305,1077,219,2023,7,0.784,1
4544,Izzi,Owan East,NA,0.54531202,0.54531202,1296,136,2023,8,0.8,1
4545,Izzi,Owan East,NA,0.730328598,0.730328598,1432,218,2024,9,0.8,1
4546,Izzi,Owan East,NA,0.8,0.8,1650,151,2024,10,0.8,1
4547,Izzi,Owan East,NA,0.8,0.8,1801,185,2025,11,0.8,1
4548,Izzi,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
4549,Jaba,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
4550,Jaba,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
4551,Jaba,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
4552,Jaba,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
4553,Jaba,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
4554,Jaba,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
4555,Jaba,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
4556,Jaba,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
4557,Jaba,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
4558,Jaba,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
4559,Jaba,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
4560,Jaba,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
4561,Jada,Alkaleri,NA,0.095661138,0.095661138,0,196,2020,1,0.49,1
4562,Jada,Alkaleri,NA,0.411821199,0.411821199,196,154,2020,2,0.539,1
4563,Jada,Alkaleri,NA,0.507004031,0.507004031,350,212,2021,3,0.588,1
4564,Jada,Alkaleri,NA,0.8,0.8,562,154,2021,4,0.637,1
4565,Jada,Alkaleri,NA,0.8,0.8,716,202,2022,5,0.686,1
4566,Jada,Alkaleri,NA,0.8,0.8,918,159,2022,6,0.735,1
4567,Jada,Alkaleri,NA,0.8,0.8,1077,219,2023,7,0.784,1
4568,Jada,Alkaleri,NA,0.8,0.8,1296,136,2023,8,0.8,1
4569,Jada,Alkaleri,NA,0.8,0.8,1432,218,2024,9,0.8,1
4570,Jada,Alkaleri,NA,0.8,0.8,1650,151,2024,10,0.8,1
4571,Jada,Alkaleri,NA,0.8,0.8,1801,185,2025,11,0.8,1
4572,Jada,Alkaleri,NA,0.8,0.8,1986,183,2025,12,0.8,1
4573,Jahun,Taura,NA,0.22134251,0.22134251,0,196,2020,1,0.49,1
4574,Jahun,Taura,NA,0.476439753,0.476439753,196,154,2020,2,0.539,1
4575,Jahun,Taura,NA,0.483323505,0.483323505,350,212,2021,3,0.588,1
4576,Jahun,Taura,NA,0.727088011,0.727088011,562,154,2021,4,0.637,1
4577,Jahun,Taura,NA,0.736273725,0.736273725,716,202,2022,5,0.686,1
4578,Jahun,Taura,NA,0.745503708,0.745503708,918,159,2022,6,0.735,1
4579,Jahun,Taura,NA,0.8,0.8,1077,219,2023,7,0.784,1
4580,Jahun,Taura,NA,0.8,0.8,1296,136,2023,8,0.8,1
4581,Jahun,Taura,NA,0.8,0.8,1432,218,2024,9,0.8,1
4582,Jahun,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
4583,Jahun,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
4584,Jahun,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
4585,Jakusko,Taura,NA,0.174928041,0.174928041,0,196,2020,1,0.49,1
4586,Jakusko,Taura,NA,0.376532608,0.376532608,196,154,2020,2,0.539,1
4587,Jakusko,Taura,NA,0.38197287,0.38197287,350,212,2021,3,0.588,1
4588,Jakusko,Taura,NA,0.574621122,0.574621122,562,154,2021,4,0.637,1
4589,Jakusko,Taura,NA,0.581880636,0.581880636,716,202,2022,5,0.686,1
4590,Jakusko,Taura,NA,0.589175135,0.589175135,918,159,2022,6,0.735,1
4591,Jakusko,Taura,NA,0.788925465,0.788925465,1077,219,2023,7,0.784,1
4592,Jakusko,Taura,NA,0.8,0.8,1296,136,2023,8,0.8,1
4593,Jakusko,Taura,NA,0.8,0.8,1432,218,2024,9,0.8,1
4594,Jakusko,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
4595,Jakusko,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
4596,Jakusko,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
4597,Jalingo,Keana,NA,0.342657285,0.342657285,0,196,2020,1,0.49,1
4598,Jalingo,Keana,NA,0.359790149,0.359790149,196,154,2020,2,0.539,1
4599,Jalingo,Keana,NA,0.363216722,0.363216722,350,212,2021,3,0.588,1
4600,Jalingo,Keana,NA,0.366643295,0.366643295,562,154,2021,4,0.637,1
4601,Jalingo,Keana,NA,0.370069868,0.370069868,716,202,2022,5,0.686,1
4602,Jalingo,Keana,NA,0.373496441,0.373496441,918,159,2022,6,0.735,1
4603,Jalingo,Keana,NA,0.376923014,0.376923014,1077,219,2023,7,0.784,1
4604,Jalingo,Keana,NA,0.383776159,0.383776159,1296,136,2023,8,0.8,1
4605,Jalingo,Keana,NA,0.513985928,0.513985928,1432,218,2024,9,0.8,1
4606,Jalingo,Keana,NA,0.68531457,0.68531457,1650,151,2024,10,0.8,1
4607,Jalingo,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
4608,Jalingo,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
4609,Jama'are,Taura,NA,0.141960062,0.141960062,0,196,2020,1,0.49,1
4610,Jama'are,Taura,NA,0.29811613,0.29811613,196,154,2020,2,0.539,1
4611,Jama'are,Taura,NA,0.752388329,0.752388329,350,212,2021,3,0.588,1
4612,Jama'are,Taura,NA,0.8,0.8,562,154,2021,4,0.637,1
4613,Jama'are,Taura,NA,0.8,0.8,716,202,2022,5,0.686,1
4614,Jama'are,Taura,NA,0.8,0.8,918,159,2022,6,0.735,1
4615,Jama'are,Taura,NA,0.8,0.8,1077,219,2023,7,0.784,1
4616,Jama'are,Taura,NA,0.8,0.8,1296,136,2023,8,0.8,1
4617,Jama'are,Taura,NA,0.8,0.8,1432,218,2024,9,0.8,1
4618,Jama'are,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
4619,Jama'are,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
4620,Jama'are,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
4621,Jega,Birnin Kebbi,NA,0.566772845,0.566772845,0,196,2020,1,0.49,1
4622,Jega,Birnin Kebbi,NA,0.595111487,0.595111487,196,154,2020,2,0.539,1
4623,Jega,Birnin Kebbi,NA,0.600779216,0.600779216,350,212,2021,3,0.588,1
4624,Jega,Birnin Kebbi,NA,0.606446944,0.606446944,562,154,2021,4,0.637,1
4625,Jega,Birnin Kebbi,NA,0.612114673,0.612114673,716,202,2022,5,0.686,1
4626,Jega,Birnin Kebbi,NA,0.617782401,0.617782401,918,159,2022,6,0.735,1
4627,Jega,Birnin Kebbi,NA,0.62345013,0.62345013,1077,219,2023,7,0.784,1
4628,Jega,Birnin Kebbi,NA,0.634785586,0.634785586,1296,136,2023,8,0.8,1
4629,Jega,Birnin Kebbi,NA,0.8,0.8,1432,218,2024,9,0.8,1
4630,Jega,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.8,1
4631,Jega,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.8,1
4632,Jega,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.8,1
4633,Jema'a,Soba,NA,0.13917526,0.13917526,0,196,2020,1,0.49,1
4634,Jema'a,Soba,NA,0.292268046,0.292268046,196,154,2020,2,0.539,1
4635,Jema'a,Soba,NA,0.737628878,0.737628878,350,212,2021,3,0.588,1
4636,Jema'a,Soba,NA,0.8,0.8,562,154,2021,4,0.637,1
4637,Jema'a,Soba,NA,0.8,0.8,716,202,2022,5,0.686,1
4638,Jema'a,Soba,NA,0.8,0.8,918,159,2022,6,0.735,1
4639,Jema'a,Soba,NA,0.8,0.8,1077,219,2023,7,0.784,1
4640,Jema'a,Soba,NA,0.8,0.8,1296,136,2023,8,0.8,1
4641,Jema'a,Soba,NA,0.8,0.8,1432,218,2024,9,0.8,1
4642,Jema'a,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
4643,Jema'a,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
4644,Jema'a,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
4645,Jere,Gawabawa,NA,0.5,0.5,0,196,2020,1,0.49,1
4646,Jere,Gawabawa,NA,0.525,0.525,196,154,2020,2,0.539,1
4647,Jere,Gawabawa,NA,0.53,0.53,350,212,2021,3,0.588,1
4648,Jere,Gawabawa,NA,0.535,0.535,562,154,2021,4,0.637,1
4649,Jere,Gawabawa,NA,0.54,0.54,716,202,2022,5,0.686,1
4650,Jere,Gawabawa,NA,0.545,0.545,918,159,2022,6,0.735,1
4651,Jere,Gawabawa,NA,0.55,0.55,1077,219,2023,7,0.784,1
4652,Jere,Gawabawa,NA,0.56,0.56,1296,136,2023,8,0.8,1
4653,Jere,Gawabawa,NA,0.75,0.75,1432,218,2024,9,0.8,1
4654,Jere,Gawabawa,NA,0.8,0.8,1650,151,2024,10,0.8,1
4655,Jere,Gawabawa,NA,0.8,0.8,1801,185,2025,11,0.8,1
4656,Jere,Gawabawa,NA,0.8,0.8,1986,183,2025,12,0.8,1
4657,Jibia,Rimi,NA,0.333333333,0.333333333,0,196,2020,1,0.49,1
4658,Jibia,Rimi,NA,0.35,0.35,196,154,2020,2,0.539,1
4659,Jibia,Rimi,NA,0.353333333,0.353333333,350,212,2021,3,0.588,1
4660,Jibia,Rimi,NA,0.356666666,0.356666666,562,154,2021,4,0.637,1
4661,Jibia,Rimi,NA,0.36,0.36,716,202,2022,5,0.686,1
4662,Jibia,Rimi,NA,0.363333333,0.363333333,918,159,2022,6,0.735,1
4663,Jibia,Rimi,NA,0.366666666,0.366666666,1077,219,2023,7,0.784,1
4664,Jibia,Rimi,NA,0.373333333,0.373333333,1296,136,2023,8,0.8,1
4665,Jibia,Rimi,NA,0.5,0.5,1432,218,2024,9,0.8,1
4666,Jibia,Rimi,NA,0.666666666,0.666666666,1650,151,2024,10,0.8,1
4667,Jibia,Rimi,NA,0.8,0.8,1801,185,2025,11,0.8,1
4668,Jibia,Rimi,NA,0.8,0.8,1986,183,2025,12,0.8,1
4669,Jos East,Soba,NA,0.5,0.5,0,196,2020,1,0.49,1
4670,Jos East,Soba,NA,0.525,0.525,196,154,2020,2,0.539,1
4671,Jos East,Soba,NA,0.53,0.53,350,212,2021,3,0.588,1
4672,Jos East,Soba,NA,0.535,0.535,562,154,2021,4,0.637,1
4673,Jos East,Soba,NA,0.54,0.54,716,202,2022,5,0.686,1
4674,Jos East,Soba,NA,0.545,0.545,918,159,2022,6,0.735,1
4675,Jos East,Soba,NA,0.55,0.55,1077,219,2023,7,0.784,1
4676,Jos East,Soba,NA,0.56,0.56,1296,136,2023,8,0.8,1
4677,Jos East,Soba,NA,0.75,0.75,1432,218,2024,9,0.8,1
4678,Jos East,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
4679,Jos East,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
4680,Jos East,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
4681,Jos North,Soba,NA,0.10462622,0.10462622,0,196,2020,1,0.49,1
4682,Jos North,Soba,NA,0.450415877,0.450415877,196,154,2020,2,0.539,1
4683,Jos North,Soba,NA,0.554518966,0.554518966,350,212,2021,3,0.588,1
4684,Jos North,Soba,NA,0.8,0.8,562,154,2021,4,0.637,1
4685,Jos North,Soba,NA,0.8,0.8,716,202,2022,5,0.686,1
4686,Jos North,Soba,NA,0.8,0.8,918,159,2022,6,0.735,1
4687,Jos North,Soba,NA,0.8,0.8,1077,219,2023,7,0.784,1
4688,Jos North,Soba,NA,0.8,0.8,1296,136,2023,8,0.8,1
4689,Jos North,Soba,NA,0.8,0.8,1432,218,2024,9,0.8,1
4690,Jos North,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
4691,Jos North,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
4692,Jos North,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
4693,Jos South,Soba,NA,0.02049469,0.02049469,0,196,2020,1,0.49,1
4694,Jos South,Soba,NA,0.04098938,0.04098938,196,154,2020,2,0.539,1
4695,Jos South,Soba,NA,0.10247345,0.10247345,350,212,2021,3,0.588,1
4696,Jos South,Soba,NA,0.328939775,0.328939775,562,154,2021,4,0.637,1
4697,Jos South,Soba,NA,0.442685304,0.442685304,716,202,2022,5,0.686,1
4698,Jos South,Soba,NA,0.8,0.8,918,159,2022,6,0.735,1
4699,Jos South,Soba,NA,0.8,0.8,1077,219,2023,7,0.784,1
4700,Jos South,Soba,NA,0.8,0.8,1296,136,2023,8,0.8,1
4701,Jos South,Soba,NA,0.8,0.8,1432,218,2024,9,0.8,1
4702,Jos South,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
4703,Jos South,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
4704,Jos South,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
4705,Kabba-Bunu,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
4706,Kabba-Bunu,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
4707,Kabba-Bunu,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
4708,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
4709,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
4710,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
4711,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
4712,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
4713,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
4714,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
4715,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
4716,Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
4717,Kabo,Gwarzo,NA,0.328669685,0.328669685,0,196,2020,1,0.49,1
4718,Kabo,Gwarzo,NA,0.345103169,0.345103169,196,154,2020,2,0.539,1
4719,Kabo,Gwarzo,NA,0.348389866,0.348389866,350,212,2021,3,0.588,1
4720,Kabo,Gwarzo,NA,0.351676563,0.351676563,562,154,2021,4,0.637,1
4721,Kabo,Gwarzo,NA,0.35496326,0.35496326,716,202,2022,5,0.686,1
4722,Kabo,Gwarzo,NA,0.358249957,0.358249957,918,159,2022,6,0.735,1
4723,Kabo,Gwarzo,NA,0.361536654,0.361536654,1077,219,2023,7,0.784,1
4724,Kabo,Gwarzo,NA,0.368110047,0.368110047,1296,136,2023,8,0.8,1
4725,Kabo,Gwarzo,NA,0.493004528,0.493004528,1432,218,2024,9,0.8,1
4726,Kabo,Gwarzo,NA,0.65733937,0.65733937,1650,151,2024,10,0.8,1
4727,Kabo,Gwarzo,NA,0.8,0.8,1801,185,2025,11,0.8,1
4728,Kabo,Gwarzo,NA,0.8,0.8,1986,183,2025,12,0.8,1
4729,Kachia,Ngor-Okpala,NA,0.026107845,0.026107845,0,196,2020,1,0.49,1
4730,Kachia,Ngor-Okpala,NA,0.05221569,0.05221569,196,154,2020,2,0.539,1
4731,Kachia,Ngor-Okpala,NA,0.130539225,0.130539225,350,212,2021,3,0.588,1
4732,Kachia,Ngor-Okpala,NA,0.419030912,0.419030912,562,154,2021,4,0.637,1
4733,Kachia,Ngor-Okpala,NA,0.563929452,0.563929452,716,202,2022,5,0.686,1
4734,Kachia,Ngor-Okpala,NA,0.8,0.8,918,159,2022,6,0.735,1
4735,Kachia,Ngor-Okpala,NA,0.8,0.8,1077,219,2023,7,0.784,1
4736,Kachia,Ngor-Okpala,NA,0.8,0.8,1296,136,2023,8,0.8,1
4737,Kachia,Ngor-Okpala,NA,0.8,0.8,1432,218,2024,9,0.8,1
4738,Kachia,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,10,0.8,1
4739,Kachia,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,11,0.8,1
4740,Kachia,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.8,1
4741,Kaduna North,Soba,NA,0.065737057,0.065737057,0,196,2020,1,0.49,1
4742,Kaduna North,Soba,NA,0.131474114,0.131474114,196,154,2020,2,0.539,1
4743,Kaduna North,Soba,NA,0.348406402,0.348406402,350,212,2021,3,0.588,1
4744,Kaduna North,Soba,NA,0.8,0.8,562,154,2021,4,0.637,1
4745,Kaduna North,Soba,NA,0.8,0.8,716,202,2022,5,0.686,1
4746,Kaduna North,Soba,NA,0.8,0.8,918,159,2022,6,0.735,1
4747,Kaduna North,Soba,NA,0.8,0.8,1077,219,2023,7,0.784,1
4748,Kaduna North,Soba,NA,0.8,0.8,1296,136,2023,8,0.8,1
4749,Kaduna North,Soba,NA,0.8,0.8,1432,218,2024,9,0.8,1
4750,Kaduna North,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
4751,Kaduna North,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
4752,Kaduna North,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
4753,Kaduna South,Soba,NA,0.02049469,0.02049469,0,196,2020,1,0.49,1
4754,Kaduna South,Soba,NA,0.04098938,0.04098938,196,154,2020,2,0.539,1
4755,Kaduna South,Soba,NA,0.10247345,0.10247345,350,212,2021,3,0.588,1
4756,Kaduna South,Soba,NA,0.328939775,0.328939775,562,154,2021,4,0.637,1
4757,Kaduna South,Soba,NA,0.442685304,0.442685304,716,202,2022,5,0.686,1
4758,Kaduna South,Soba,NA,0.8,0.8,918,159,2022,6,0.735,1
4759,Kaduna South,Soba,NA,0.8,0.8,1077,219,2023,7,0.784,1
4760,Kaduna South,Soba,NA,0.8,0.8,1296,136,2023,8,0.8,1
4761,Kaduna South,Soba,NA,0.8,0.8,1432,218,2024,9,0.8,1
4762,Kaduna South,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
4763,Kaduna South,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
4764,Kaduna South,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
4765,Kafin Hausa,Taura,NA,0.41906863,0.41906863,0,196,2020,1,0.49,1
4766,Kafin Hausa,Taura,NA,0.440022062,0.440022062,196,154,2020,2,0.539,1
4767,Kafin Hausa,Taura,NA,0.444212748,0.444212748,350,212,2021,3,0.588,1
4768,Kafin Hausa,Taura,NA,0.448403434,0.448403434,562,154,2021,4,0.637,1
4769,Kafin Hausa,Taura,NA,0.45259412,0.45259412,716,202,2022,5,0.686,1
4770,Kafin Hausa,Taura,NA,0.456784807,0.456784807,918,159,2022,6,0.735,1
4771,Kafin Hausa,Taura,NA,0.460975493,0.460975493,1077,219,2023,7,0.784,1
4772,Kafin Hausa,Taura,NA,0.469356866,0.469356866,1296,136,2023,8,0.8,1
4773,Kafin Hausa,Taura,NA,0.628602945,0.628602945,1432,218,2024,9,0.8,1
4774,Kafin Hausa,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
4775,Kafin Hausa,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
4776,Kafin Hausa,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
4777,Kafur,Gwarzo,NA,0.204678348,0.204678348,0,196,2020,1,0.49,1
4778,Kafur,Gwarzo,NA,0.440570144,0.440570144,196,154,2020,2,0.539,1
4779,Kafur,Gwarzo,NA,0.446935641,0.446935641,350,212,2021,3,0.588,1
4780,Kafur,Gwarzo,NA,0.672347905,0.672347905,562,154,2021,4,0.637,1
4781,Kafur,Gwarzo,NA,0.680842057,0.680842057,716,202,2022,5,0.686,1
4782,Kafur,Gwarzo,NA,0.689377144,0.689377144,918,159,2022,6,0.735,1
4783,Kafur,Gwarzo,NA,0.8,0.8,1077,219,2023,7,0.784,1
4784,Kafur,Gwarzo,NA,0.8,0.8,1296,136,2023,8,0.8,1
4785,Kafur,Gwarzo,NA,0.8,0.8,1432,218,2024,9,0.8,1
4786,Kafur,Gwarzo,NA,0.8,0.8,1650,151,2024,10,0.8,1
4787,Kafur,Gwarzo,NA,0.8,0.8,1801,185,2025,11,0.8,1
4788,Kafur,Gwarzo,NA,0.8,0.8,1986,183,2025,12,0.8,1
4789,Kaga,Darazo,NA,0.114371076,0.114371076,0,196,2020,1,0.49,1
4790,Kaga,Darazo,NA,0.492367482,0.492367482,196,154,2020,2,0.539,1
4791,Kaga,Darazo,NA,0.606166703,0.606166703,350,212,2021,3,0.588,1
4792,Kaga,Darazo,NA,0.8,0.8,562,154,2021,4,0.637,1
4793,Kaga,Darazo,NA,0.8,0.8,716,202,2022,5,0.686,1
4794,Kaga,Darazo,NA,0.8,0.8,918,159,2022,6,0.735,1
4795,Kaga,Darazo,NA,0.8,0.8,1077,219,2023,7,0.784,1
4796,Kaga,Darazo,NA,0.8,0.8,1296,136,2023,8,0.8,1
4797,Kaga,Darazo,NA,0.8,0.8,1432,218,2024,9,0.8,1
4798,Kaga,Darazo,NA,0.8,0.8,1650,151,2024,10,0.8,1
4799,Kaga,Darazo,NA,0.8,0.8,1801,185,2025,11,0.8,1
4800,Kaga,Darazo,NA,0.8,0.8,1986,183,2025,12,0.8,1
4801,Kagarko,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
4802,Kagarko,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
4803,Kagarko,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
4804,Kagarko,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
4805,Kagarko,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
4806,Kagarko,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
4807,Kagarko,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
4808,Kagarko,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
4809,Kagarko,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
4810,Kagarko,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
4811,Kagarko,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
4812,Kagarko,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
4813,Kaiama,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
4814,Kaiama,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
4815,Kaiama,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
4816,Kaiama,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
4817,Kaiama,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
4818,Kaiama,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
4819,Kaiama,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
4820,Kaiama,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
4821,Kaiama,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
4822,Kaiama,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
4823,Kaiama,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
4824,Kaiama,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
4825,Kaita,Rimi,NA,0.153846154,0.153846154,0,196,2020,1,0.49,1
4826,Kaita,Rimi,NA,0.323076923,0.323076923,196,154,2020,2,0.539,1
4827,Kaita,Rimi,NA,0.8,0.8,350,212,2021,3,0.588,1
4828,Kaita,Rimi,NA,0.8,0.8,562,154,2021,4,0.637,1
4829,Kaita,Rimi,NA,0.8,0.8,716,202,2022,5,0.686,1
4830,Kaita,Rimi,NA,0.8,0.8,918,159,2022,6,0.735,1
4831,Kaita,Rimi,NA,0.8,0.8,1077,219,2023,7,0.784,1
4832,Kaita,Rimi,NA,0.8,0.8,1296,136,2023,8,0.8,1
4833,Kaita,Rimi,NA,0.8,0.8,1432,218,2024,9,0.8,1
4834,Kaita,Rimi,NA,0.8,0.8,1650,151,2024,10,0.8,1
4835,Kaita,Rimi,NA,0.8,0.8,1801,185,2025,11,0.8,1
4836,Kaita,Rimi,NA,0.8,0.8,1986,183,2025,12,0.8,1
4837,Kajola,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.49,1
4838,Kajola,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.539,1
4839,Kajola,Akinyele,NA,0.8,0.8,350,212,2021,3,0.588,1
4840,Kajola,Akinyele,NA,0.8,0.8,562,154,2021,4,0.637,1
4841,Kajola,Akinyele,NA,0.8,0.8,716,202,2022,5,0.686,1
4842,Kajola,Akinyele,NA,0.8,0.8,918,159,2022,6,0.735,1
4843,Kajola,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.784,1
4844,Kajola,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.8,1
4845,Kajola,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
4846,Kajola,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
4847,Kajola,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
4848,Kajola,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
4849,Kajuru,Soba,NA,0.02049469,0.02049469,0,196,2020,1,0.49,1
4850,Kajuru,Soba,NA,0.04098938,0.04098938,196,154,2020,2,0.539,1
4851,Kajuru,Soba,NA,0.10247345,0.10247345,350,212,2021,3,0.588,1
4852,Kajuru,Soba,NA,0.328939775,0.328939775,562,154,2021,4,0.637,1
4853,Kajuru,Soba,NA,0.442685304,0.442685304,716,202,2022,5,0.686,1
4854,Kajuru,Soba,NA,0.8,0.8,918,159,2022,6,0.735,1
4855,Kajuru,Soba,NA,0.8,0.8,1077,219,2023,7,0.784,1
4856,Kajuru,Soba,NA,0.8,0.8,1296,136,2023,8,0.8,1
4857,Kajuru,Soba,NA,0.8,0.8,1432,218,2024,9,0.8,1
4858,Kajuru,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
4859,Kajuru,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
4860,Kajuru,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
4861,Kala-Balge,Darazo,NA,0.114371076,0.114371076,0,196,2020,1,0.49,1
4862,Kala-Balge,Darazo,NA,0.492367482,0.492367482,196,154,2020,2,0.539,1
4863,Kala-Balge,Darazo,NA,0.606166703,0.606166703,350,212,2021,3,0.588,1
4864,Kala-Balge,Darazo,NA,0.8,0.8,562,154,2021,4,0.637,1
4865,Kala-Balge,Darazo,NA,0.8,0.8,716,202,2022,5,0.686,1
