,LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round
9117,Tangaza,Gawabawa,NA,0.8,0.8,0.637,562,154,2021,1,4
9118,Tangaza,Gawabawa,NA,0.8,0.8,0.686,716,202,2022,1,5
9119,Tangaza,Gawabawa,NA,0.8,0.8,0.735,918,159,2022,1,6
9120,Tangaza,Gawabawa,NA,0.8,0.8,0.784,1077,219,2023,1,7
9121,Tangaza,Gawabawa,NA,0.8,0.8,0.8,1296,136,2023,1,8
9122,Tangaza,Gawabawa,NA,0.8,0.8,0.8,1432,218,2024,1,9
9123,Tangaza,Gawabawa,NA,0.8,0.8,0.8,1650,151,2024,1,10
9124,Tangaza,Gawabawa,NA,0.8,0.8,0.8,1801,185,2025,1,11
9125,Tangaza,Gawabawa,NA,0.8,0.8,0.8,1986,183,2025,1,12
9126,Tangaza,Gawabawa,NA,0.8,0.8,0.8,0,-1,2025,1,13
9127,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.49,0,196,2020,1,1
9128,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.539,196,154,2020,1,2
9129,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.588,350,212,2021,1,3
9130,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.637,562,154,2021,1,4
9131,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.686,716,202,2022,1,5
9132,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.735,918,159,2022,1,6
9133,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.784,1077,219,2023,1,7
9134,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.8,1296,136,2023,1,8
9135,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.8,1432,218,2024,1,9
9136,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.8,1650,151,2024,1,10
9137,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.8,1801,185,2025,1,11
9138,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.8,1986,183,2025,1,12
9139,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0.8,0,-1,2025,1,13
9140,Tarka,Keana,NA,0.177187213,0.177187213,0.49,0,196,2020,1,1
9141,Tarka,Keana,NA,0.381395476,0.381395476,0.539,196,154,2020,1,2
9142,Tarka,Keana,NA,0.386905998,0.386905998,0.588,350,212,2021,1,3
9143,Tarka,Keana,NA,0.582042276,0.582042276,0.637,562,154,2021,1,4
9144,Tarka,Keana,NA,0.589395545,0.589395545,0.686,716,202,2022,1,5
9145,Tarka,Keana,NA,0.596784252,0.596784252,0.735,918,159,2022,1,6
9146,Tarka,Keana,NA,0.799114331,0.799114331,0.784,1077,219,2023,1,7
9147,Tarka,Keana,NA,0.8,0.8,0.8,1296,136,2023,1,8
9148,Tarka,Keana,NA,0.8,0.8,0.8,1432,218,2024,1,9
9149,Tarka,Keana,NA,0.8,0.8,0.8,1650,151,2024,1,10
9150,Tarka,Keana,NA,0.8,0.8,0.8,1801,185,2025,1,11
9151,Tarka,Keana,NA,0.8,0.8,0.8,1986,183,2025,1,12
9152,Tarka,Keana,NA,0.8,0.8,0.8,0,-1,2025,1,13
9153,Tarmua,Rimi,NA,0.209995572,0.209995572,0.49,0,196,2020,1,1
9154,Tarmua,Rimi,NA,0.452015469,0.452015469,0.539,196,154,2020,1,2
9155,Tarmua,Rimi,NA,0.458546331,0.458546331,0.588,350,212,2021,1,3
9156,Tarmua,Rimi,NA,0.689814454,0.689814454,0.637,562,154,2021,1,4
9157,Tarmua,Rimi,NA,0.698529271,0.698529271,0.686,716,202,2022,1,5
9158,Tarmua,Rimi,NA,0.707286086,0.707286086,0.735,918,159,2022,1,6
9159,Tarmua,Rimi,NA,0.8,0.8,0.784,1077,219,2023,1,7
9160,Tarmua,Rimi,NA,0.8,0.8,0.8,1296,136,2023,1,8
9161,Tarmua,Rimi,NA,0.8,0.8,0.8,1432,218,2024,1,9
9162,Tarmua,Rimi,NA,0.8,0.8,0.8,1650,151,2024,1,10
9163,Tarmua,Rimi,NA,0.8,0.8,0.8,1801,185,2025,1,11
9164,Tarmua,Rimi,NA,0.8,0.8,0.8,1986,183,2025,1,12
9165,Tarmua,Rimi,NA,0.8,0.8,0.8,0,-1,2025,1,13
9166,Taura,Taura,NA,0.411764706,0.411764706,0.49,0,196,2020,1,1
9167,Taura,Taura,NA,0.432352941,0.432352941,0.539,196,154,2020,1,2
9168,Taura,Taura,NA,0.436470588,0.436470588,0.588,350,212,2021,1,3
9169,Taura,Taura,NA,0.440588235,0.440588235,0.637,562,154,2021,1,4
9170,Taura,Taura,NA,0.444705882,0.444705882,0.686,716,202,2022,1,5
9171,Taura,Taura,NA,0.44882353,0.44882353,0.735,918,159,2022,1,6
9172,Taura,Taura,NA,0.452941177,0.452941177,0.784,1077,219,2023,1,7
9173,Taura,Taura,NA,0.461176471,0.461176471,0.8,1296,136,2023,1,8
9174,Taura,Taura,NA,0.617647059,0.617647059,0.8,1432,218,2024,1,9
9175,Taura,Taura,NA,0.8,0.8,0.8,1650,151,2024,1,10
9176,Taura,Taura,NA,0.8,0.8,0.8,1801,185,2025,1,11
9177,Taura,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
9178,Taura,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
9179,Tofa,Taura,NA,0.230769231,0.230769231,0.49,0,196,2020,1,1
9180,Tofa,Taura,NA,0.49673077,0.49673077,0.539,196,154,2020,1,2
9181,Tofa,Taura,NA,0.503907693,0.503907693,0.588,350,212,2021,1,3
9182,Tofa,Taura,NA,0.758053847,0.758053847,0.637,562,154,2021,1,4
9183,Tofa,Taura,NA,0.76763077,0.76763077,0.686,716,202,2022,1,5
9184,Tofa,Taura,NA,0.777253847,0.777253847,0.735,918,159,2022,1,6
9185,Tofa,Taura,NA,0.8,0.8,0.784,1077,219,2023,1,7
9186,Tofa,Taura,NA,0.8,0.8,0.8,1296,136,2023,1,8
9187,Tofa,Taura,NA,0.8,0.8,0.8,1432,218,2024,1,9
9188,Tofa,Taura,NA,0.8,0.8,0.8,1650,151,2024,1,10
9189,Tofa,Taura,NA,0.8,0.8,0.8,1801,185,2025,1,11
9190,Tofa,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
9191,Tofa,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
9192,Toro,Giwa,NA,0.204617808,0.204617808,0.49,0,196,2020,1,1
9193,Toro,Giwa,NA,0.440439832,0.440439832,0.539,196,154,2020,1,2
9194,Toro,Giwa,NA,0.446803446,0.446803446,0.588,350,212,2021,1,3
9195,Toro,Giwa,NA,0.672149037,0.672149037,0.637,562,154,2021,1,4
9196,Toro,Giwa,NA,0.680640677,0.680640677,0.686,716,202,2022,1,5
9197,Toro,Giwa,NA,0.689173239,0.689173239,0.735,918,159,2022,1,6
9198,Toro,Giwa,NA,0.8,0.8,0.784,1077,219,2023,1,7
9199,Toro,Giwa,NA,0.8,0.8,0.8,1296,136,2023,1,8
9200,Toro,Giwa,NA,0.8,0.8,0.8,1432,218,2024,1,9
9201,Toro,Giwa,NA,0.8,0.8,0.8,1650,151,2024,1,10
9202,Toro,Giwa,NA,0.8,0.8,0.8,1801,185,2025,1,11
9203,Toro,Giwa,NA,0.8,0.8,0.8,1986,183,2025,1,12
9204,Toro,Giwa,NA,0.8,0.8,0.8,0,-1,2025,1,13
9205,Toto,Keana,NA,0.177187213,0.177187213,0.49,0,196,2020,1,1
9206,Toto,Keana,NA,0.381395476,0.381395476,0.539,196,154,2020,1,2
9207,Toto,Keana,NA,0.386905998,0.386905998,0.588,350,212,2021,1,3
9208,Toto,Keana,NA,0.582042276,0.582042276,0.637,562,154,2021,1,4
9209,Toto,Keana,NA,0.589395545,0.589395545,0.686,716,202,2022,1,5
9210,Toto,Keana,NA,0.596784252,0.596784252,0.735,918,159,2022,1,6
9211,Toto,Keana,NA,0.799114331,0.799114331,0.784,1077,219,2023,1,7
9212,Toto,Keana,NA,0.8,0.8,0.8,1296,136,2023,1,8
9213,Toto,Keana,NA,0.8,0.8,0.8,1432,218,2024,1,9
9214,Toto,Keana,NA,0.8,0.8,0.8,1650,151,2024,1,10
9215,Toto,Keana,NA,0.8,0.8,0.8,1801,185,2025,1,11
9216,Toto,Keana,NA,0.8,0.8,0.8,1986,183,2025,1,12
9217,Toto,Keana,NA,0.8,0.8,0.8,0,-1,2025,1,13
9218,Toungo,Keana,NA,0.071428571,0.071428571,0.49,0,196,2020,1,1
9219,Toungo,Keana,NA,0.142857142,0.142857142,0.539,196,154,2020,1,2
9220,Toungo,Keana,NA,0.378571426,0.378571426,0.588,350,212,2021,1,3
9221,Toungo,Keana,NA,0.8,0.8,0.637,562,154,2021,1,4
9222,Toungo,Keana,NA,0.8,0.8,0.686,716,202,2022,1,5
9223,Toungo,Keana,NA,0.8,0.8,0.735,918,159,2022,1,6
9224,Toungo,Keana,NA,0.8,0.8,0.784,1077,219,2023,1,7
9225,Toungo,Keana,NA,0.8,0.8,0.8,1296,136,2023,1,8
9226,Toungo,Keana,NA,0.8,0.8,0.8,1432,218,2024,1,9
9227,Toungo,Keana,NA,0.8,0.8,0.8,1650,151,2024,1,10
9228,Toungo,Keana,NA,0.8,0.8,0.8,1801,185,2025,1,11
9229,Toungo,Keana,NA,0.8,0.8,0.8,1986,183,2025,1,12
9230,Toungo,Keana,NA,0.8,0.8,0.8,0,-1,2025,1,13
9231,Tsafe,Takali,NA,0.034150989,0.034150989,0.49,0,196,2020,1,1
9232,Tsafe,Takali,NA,0.068301978,0.068301978,0.539,196,154,2020,1,2
9233,Tsafe,Takali,NA,0.372860498,0.372860498,0.588,350,212,2021,1,3
9234,Tsafe,Takali,NA,0.548123373,0.548123373,0.637,562,154,2021,1,4
9235,Tsafe,Takali,NA,0.737661362,0.737661362,0.686,716,202,2022,1,5
9236,Tsafe,Takali,NA,0.8,0.8,0.735,918,159,2022,1,6
9237,Tsafe,Takali,NA,0.8,0.8,0.784,1077,219,2023,1,7
9238,Tsafe,Takali,NA,0.8,0.8,0.8,1296,136,2023,1,8
9239,Tsafe,Takali,NA,0.8,0.8,0.8,1432,218,2024,1,9
9240,Tsafe,Takali,NA,0.8,0.8,0.8,1650,151,2024,1,10
9241,Tsafe,Takali,NA,0.8,0.8,0.8,1801,185,2025,1,11
9242,Tsafe,Takali,NA,0.8,0.8,0.8,1986,183,2025,1,12
9243,Tsafe,Takali,NA,0.8,0.8,0.8,0,-1,2025,1,13
9244,Tsanyawa,Gwarzo,NA,0.172172547,0.172172547,0.49,0,196,2020,1,1
9245,Tsanyawa,Gwarzo,NA,0.370601407,0.370601407,0.539,196,154,2020,1,2
9246,Tsanyawa,Gwarzo,NA,0.375955974,0.375955974,0.588,350,212,2021,1,3
9247,Tsanyawa,Gwarzo,NA,0.5655696,0.5655696,0.637,562,154,2021,1,4
9248,Tsanyawa,Gwarzo,NA,0.57271476,0.57271476,0.686,716,202,2022,1,5
9249,Tsanyawa,Gwarzo,NA,0.579894356,0.579894356,0.735,918,159,2022,1,6
9250,Tsanyawa,Gwarzo,NA,0.776498187,0.776498187,0.784,1077,219,2023,1,7
9251,Tsanyawa,Gwarzo,NA,0.794473001,0.794473001,0.8,1296,136,2023,1,8
9252,Tsanyawa,Gwarzo,NA,0.8,0.8,0.8,1432,218,2024,1,9
9253,Tsanyawa,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
9254,Tsanyawa,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
9255,Tsanyawa,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
9256,Tsanyawa,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
9257,Tudun Wada,Gwarzo,NA,0.087906934,0.087906934,0.49,0,196,2020,1,1
9258,Tudun Wada,Gwarzo,NA,0.378439351,0.378439351,0.539,196,154,2020,1,2
9259,Tudun Wada,Gwarzo,NA,0.46590675,0.46590675,0.588,350,212,2021,1,3
9260,Tudun Wada,Gwarzo,NA,0.8,0.8,0.637,562,154,2021,1,4
9261,Tudun Wada,Gwarzo,NA,0.8,0.8,0.686,716,202,2022,1,5
9262,Tudun Wada,Gwarzo,NA,0.8,0.8,0.735,918,159,2022,1,6
9263,Tudun Wada,Gwarzo,NA,0.8,0.8,0.784,1077,219,2023,1,7
9264,Tudun Wada,Gwarzo,NA,0.8,0.8,0.8,1296,136,2023,1,8
9265,Tudun Wada,Gwarzo,NA,0.8,0.8,0.8,1432,218,2024,1,9
9266,Tudun Wada,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
9267,Tudun Wada,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
9268,Tudun Wada,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
9269,Tudun Wada,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
9270,Tureta,Birnin Kebbi,NA,0.105908045,0.105908045,0.49,0,196,2020,1,1
9271,Tureta,Birnin Kebbi,NA,0.455934134,0.455934134,0.539,196,154,2020,1,2
9272,Tureta,Birnin Kebbi,NA,0.561312639,0.561312639,0.588,350,212,2021,1,3
9273,Tureta,Birnin Kebbi,NA,0.8,0.8,0.637,562,154,2021,1,4
9274,Tureta,Birnin Kebbi,NA,0.8,0.8,0.686,716,202,2022,1,5
9275,Tureta,Birnin Kebbi,NA,0.8,0.8,0.735,918,159,2022,1,6
9276,Tureta,Birnin Kebbi,NA,0.8,0.8,0.784,1077,219,2023,1,7
9277,Tureta,Birnin Kebbi,NA,0.8,0.8,0.8,1296,136,2023,1,8
9278,Tureta,Birnin Kebbi,NA,0.8,0.8,0.8,1432,218,2024,1,9
9279,Tureta,Birnin Kebbi,NA,0.8,0.8,0.8,1650,151,2024,1,10
9280,Tureta,Birnin Kebbi,NA,0.8,0.8,0.8,1801,185,2025,1,11
9281,Tureta,Birnin Kebbi,NA,0.8,0.8,0.8,1986,183,2025,1,12
9282,Tureta,Birnin Kebbi,NA,0.8,0.8,0.8,0,-1,2025,1,13
9283,Udenu,Uzo-Uwani,NA,0.691656723,0.691656723,0.49,0,196,2020,1,1
9284,Udenu,Uzo-Uwani,NA,0.726239559,0.726239559,0.539,196,154,2020,1,2
9285,Udenu,Uzo-Uwani,NA,0.733156126,0.733156126,0.588,350,212,2021,1,3
9286,Udenu,Uzo-Uwani,NA,0.740072694,0.740072694,0.637,562,154,2021,1,4
9287,Udenu,Uzo-Uwani,NA,0.746989261,0.746989261,0.686,716,202,2022,1,5
9288,Udenu,Uzo-Uwani,NA,0.753905828,0.753905828,0.735,918,159,2022,1,6
9289,Udenu,Uzo-Uwani,NA,0.760822395,0.760822395,0.784,1077,219,2023,1,7
9290,Udenu,Uzo-Uwani,NA,0.77465553,0.77465553,0.8,1296,136,2023,1,8
9291,Udenu,Uzo-Uwani,NA,0.8,0.8,0.8,1432,218,2024,1,9
9292,Udenu,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
9293,Udenu,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
9294,Udenu,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
9295,Udenu,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
9296,Udi,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
9297,Udi,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
9298,Udi,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
9299,Udi,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
9300,Udi,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
9301,Udi,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
9302,Udi,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
9303,Udi,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
9304,Udi,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
9305,Udi,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
9306,Udi,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
9307,Udi,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
9308,Udi,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
9309,Udu,Isoko South,NA,0.12159624,0.12159624,0.49,0,196,2020,1,1
9310,Udu,Isoko South,NA,0.523471813,0.523471813,0.539,196,154,2020,1,2
9311,Udu,Isoko South,NA,0.644460072,0.644460072,0.588,350,212,2021,1,3
9312,Udu,Isoko South,NA,0.8,0.8,0.637,562,154,2021,1,4
9313,Udu,Isoko South,NA,0.8,0.8,0.686,716,202,2022,1,5
9314,Udu,Isoko South,NA,0.8,0.8,0.735,918,159,2022,1,6
9315,Udu,Isoko South,NA,0.8,0.8,0.784,1077,219,2023,1,7
9316,Udu,Isoko South,NA,0.8,0.8,0.8,1296,136,2023,1,8
9317,Udu,Isoko South,NA,0.8,0.8,0.8,1432,218,2024,1,9
9318,Udu,Isoko South,NA,0.8,0.8,0.8,1650,151,2024,1,10
9319,Udu,Isoko South,NA,0.8,0.8,0.8,1801,185,2025,1,11
9320,Udu,Isoko South,NA,0.8,0.8,0.8,1986,183,2025,1,12
9321,Udu,Isoko South,NA,0.8,0.8,0.8,0,-1,2025,1,13
9322,Udung Uko,Nsit Ubium,NA,0.297727761,0.297727761,0.49,0,196,2020,1,1
9323,Udung Uko,Nsit Ubium,NA,0.312614149,0.312614149,0.539,196,154,2020,1,2
9324,Udung Uko,Nsit Ubium,NA,0.315591427,0.315591427,0.588,350,212,2021,1,3
9325,Udung Uko,Nsit Ubium,NA,0.318568704,0.318568704,0.637,562,154,2021,1,4
9326,Udung Uko,Nsit Ubium,NA,0.321545982,0.321545982,0.686,716,202,2022,1,5
9327,Udung Uko,Nsit Ubium,NA,0.324523259,0.324523259,0.735,918,159,2022,1,6
9328,Udung Uko,Nsit Ubium,NA,0.327500537,0.327500537,0.784,1077,219,2023,1,7
9329,Udung Uko,Nsit Ubium,NA,0.333455092,0.333455092,0.8,1296,136,2023,1,8
9330,Udung Uko,Nsit Ubium,NA,0.446591642,0.446591642,0.8,1432,218,2024,1,9
9331,Udung Uko,Nsit Ubium,NA,0.595455522,0.595455522,0.8,1650,151,2024,1,10
9332,Udung Uko,Nsit Ubium,NA,0.744319403,0.744319403,0.8,1801,185,2025,1,11
9333,Udung Uko,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
9334,Udung Uko,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
9335,Ughelli North,Isoko South,NA,0.12159624,0.12159624,0.49,0,196,2020,1,1
9336,Ughelli North,Isoko South,NA,0.523471813,0.523471813,0.539,196,154,2020,1,2
9337,Ughelli North,Isoko South,NA,0.644460072,0.644460072,0.588,350,212,2021,1,3
9338,Ughelli North,Isoko South,NA,0.8,0.8,0.637,562,154,2021,1,4
9339,Ughelli North,Isoko South,NA,0.8,0.8,0.686,716,202,2022,1,5
9340,Ughelli North,Isoko South,NA,0.8,0.8,0.735,918,159,2022,1,6
9341,Ughelli North,Isoko South,NA,0.8,0.8,0.784,1077,219,2023,1,7
9342,Ughelli North,Isoko South,NA,0.8,0.8,0.8,1296,136,2023,1,8
9343,Ughelli North,Isoko South,NA,0.8,0.8,0.8,1432,218,2024,1,9
9344,Ughelli North,Isoko South,NA,0.8,0.8,0.8,1650,151,2024,1,10
9345,Ughelli North,Isoko South,NA,0.8,0.8,0.8,1801,185,2025,1,11
9346,Ughelli North,Isoko South,NA,0.8,0.8,0.8,1986,183,2025,1,12
9347,Ughelli North,Isoko South,NA,0.8,0.8,0.8,0,-1,2025,1,13
9348,Ughelli South,Isoko South,NA,0.12159624,0.12159624,0.49,0,196,2020,1,1
9349,Ughelli South,Isoko South,NA,0.523471813,0.523471813,0.539,196,154,2020,1,2
9350,Ughelli South,Isoko South,NA,0.644460072,0.644460072,0.588,350,212,2021,1,3
9351,Ughelli South,Isoko South,NA,0.8,0.8,0.637,562,154,2021,1,4
9352,Ughelli South,Isoko South,NA,0.8,0.8,0.686,716,202,2022,1,5
9353,Ughelli South,Isoko South,NA,0.8,0.8,0.735,918,159,2022,1,6
9354,Ughelli South,Isoko South,NA,0.8,0.8,0.784,1077,219,2023,1,7
9355,Ughelli South,Isoko South,NA,0.8,0.8,0.8,1296,136,2023,1,8
9356,Ughelli South,Isoko South,NA,0.8,0.8,0.8,1432,218,2024,1,9
9357,Ughelli South,Isoko South,NA,0.8,0.8,0.8,1650,151,2024,1,10
9358,Ughelli South,Isoko South,NA,0.8,0.8,0.8,1801,185,2025,1,11
9359,Ughelli South,Isoko South,NA,0.8,0.8,0.8,1986,183,2025,1,12
9360,Ughelli South,Isoko South,NA,0.8,0.8,0.8,0,-1,2025,1,13
9361,Ugwunagbo,Ngor-Okpala,NA,0.283373403,0.283373403,0.49,0,196,2020,1,1
9362,Ugwunagbo,Ngor-Okpala,NA,0.297542073,0.297542073,0.539,196,154,2020,1,2
9363,Ugwunagbo,Ngor-Okpala,NA,0.300375807,0.300375807,0.588,350,212,2021,1,3
9364,Ugwunagbo,Ngor-Okpala,NA,0.303209541,0.303209541,0.637,562,154,2021,1,4
9365,Ugwunagbo,Ngor-Okpala,NA,0.306043275,0.306043275,0.686,716,202,2022,1,5
9366,Ugwunagbo,Ngor-Okpala,NA,0.308877009,0.308877009,0.735,918,159,2022,1,6
9367,Ugwunagbo,Ngor-Okpala,NA,0.311710743,0.311710743,0.784,1077,219,2023,1,7
9368,Ugwunagbo,Ngor-Okpala,NA,0.317378211,0.317378211,0.8,1296,136,2023,1,8
9369,Ugwunagbo,Ngor-Okpala,NA,0.425060105,0.425060105,0.8,1432,218,2024,1,9
9370,Ugwunagbo,Ngor-Okpala,NA,0.566746806,0.566746806,0.8,1650,151,2024,1,10
9371,Ugwunagbo,Ngor-Okpala,NA,0.708433508,0.708433508,0.8,1801,185,2025,1,11
9372,Ugwunagbo,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
9373,Ugwunagbo,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
9374,Uhunmwonde,Owan East,NA,0.278942779,0.278942779,0.49,0,196,2020,1,1
9375,Uhunmwonde,Owan East,NA,0.292889918,0.292889918,0.539,196,154,2020,1,2
9376,Uhunmwonde,Owan East,NA,0.295679346,0.295679346,0.588,350,212,2021,1,3
9377,Uhunmwonde,Owan East,NA,0.298468774,0.298468774,0.637,562,154,2021,1,4
9378,Uhunmwonde,Owan East,NA,0.301258201,0.301258201,0.686,716,202,2022,1,5
9379,Uhunmwonde,Owan East,NA,0.304047629,0.304047629,0.735,918,159,2022,1,6
9380,Uhunmwonde,Owan East,NA,0.306837057,0.306837057,0.784,1077,219,2023,1,7
9381,Uhunmwonde,Owan East,NA,0.312415912,0.312415912,0.8,1296,136,2023,1,8
9382,Uhunmwonde,Owan East,NA,0.418414169,0.418414169,0.8,1432,218,2024,1,9
9383,Uhunmwonde,Owan East,NA,0.557885558,0.557885558,0.8,1650,151,2024,1,10
9384,Uhunmwonde,Owan East,NA,0.697356948,0.697356948,0.8,1801,185,2025,1,11
9385,Uhunmwonde,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
9386,Uhunmwonde,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
9387,Ukanafun,Nsit Ubium,NA,0.4,0.4,0.49,0,196,2020,1,1
9388,Ukanafun,Nsit Ubium,NA,0.42,0.42,0.539,196,154,2020,1,2
9389,Ukanafun,Nsit Ubium,NA,0.424,0.424,0.588,350,212,2021,1,3
9390,Ukanafun,Nsit Ubium,NA,0.428,0.428,0.637,562,154,2021,1,4
9391,Ukanafun,Nsit Ubium,NA,0.432,0.432,0.686,716,202,2022,1,5
9392,Ukanafun,Nsit Ubium,NA,0.436,0.436,0.735,918,159,2022,1,6
9393,Ukanafun,Nsit Ubium,NA,0.44,0.44,0.784,1077,219,2023,1,7
9394,Ukanafun,Nsit Ubium,NA,0.448,0.448,0.8,1296,136,2023,1,8
9395,Ukanafun,Nsit Ubium,NA,0.6,0.6,0.8,1432,218,2024,1,9
9396,Ukanafun,Nsit Ubium,NA,0.8,0.8,0.8,1650,151,2024,1,10
9397,Ukanafun,Nsit Ubium,NA,0.8,0.8,0.8,1801,185,2025,1,11
9398,Ukanafun,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
9399,Ukanafun,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
9400,Ukum,Keana,NA,0.177187213,0.177187213,0.49,0,196,2020,1,1
9401,Ukum,Keana,NA,0.381395476,0.381395476,0.539,196,154,2020,1,2
9402,Ukum,Keana,NA,0.386905998,0.386905998,0.588,350,212,2021,1,3
9403,Ukum,Keana,NA,0.582042276,0.582042276,0.637,562,154,2021,1,4
9404,Ukum,Keana,NA,0.589395545,0.589395545,0.686,716,202,2022,1,5
9405,Ukum,Keana,NA,0.596784252,0.596784252,0.735,918,159,2022,1,6
9406,Ukum,Keana,NA,0.799114331,0.799114331,0.784,1077,219,2023,1,7
9407,Ukum,Keana,NA,0.8,0.8,0.8,1296,136,2023,1,8
9408,Ukum,Keana,NA,0.8,0.8,0.8,1432,218,2024,1,9
9409,Ukum,Keana,NA,0.8,0.8,0.8,1650,151,2024,1,10
9410,Ukum,Keana,NA,0.8,0.8,0.8,1801,185,2025,1,11
9411,Ukum,Keana,NA,0.8,0.8,0.8,1986,183,2025,1,12
9412,Ukum,Keana,NA,0.8,0.8,0.8,0,-1,2025,1,13
9413,Ukwa East,Nsit Ubium,NA,0.297727761,0.297727761,0.49,0,196,2020,1,1
9414,Ukwa East,Nsit Ubium,NA,0.312614149,0.312614149,0.539,196,154,2020,1,2
9415,Ukwa East,Nsit Ubium,NA,0.315591427,0.315591427,0.588,350,212,2021,1,3
9416,Ukwa East,Nsit Ubium,NA,0.318568704,0.318568704,0.637,562,154,2021,1,4
9417,Ukwa East,Nsit Ubium,NA,0.321545982,0.321545982,0.686,716,202,2022,1,5
9418,Ukwa East,Nsit Ubium,NA,0.324523259,0.324523259,0.735,918,159,2022,1,6
9419,Ukwa East,Nsit Ubium,NA,0.327500537,0.327500537,0.784,1077,219,2023,1,7
9420,Ukwa East,Nsit Ubium,NA,0.333455092,0.333455092,0.8,1296,136,2023,1,8
9421,Ukwa East,Nsit Ubium,NA,0.446591642,0.446591642,0.8,1432,218,2024,1,9
9422,Ukwa East,Nsit Ubium,NA,0.595455522,0.595455522,0.8,1650,151,2024,1,10
9423,Ukwa East,Nsit Ubium,NA,0.744319403,0.744319403,0.8,1801,185,2025,1,11
9424,Ukwa East,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
9425,Ukwa East,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
9426,Ukwa West,Nsit Ubium,NA,0.297727761,0.297727761,0.49,0,196,2020,1,1
9427,Ukwa West,Nsit Ubium,NA,0.312614149,0.312614149,0.539,196,154,2020,1,2
9428,Ukwa West,Nsit Ubium,NA,0.315591427,0.315591427,0.588,350,212,2021,1,3
9429,Ukwa West,Nsit Ubium,NA,0.318568704,0.318568704,0.637,562,154,2021,1,4
9430,Ukwa West,Nsit Ubium,NA,0.321545982,0.321545982,0.686,716,202,2022,1,5
9431,Ukwa West,Nsit Ubium,NA,0.324523259,0.324523259,0.735,918,159,2022,1,6
9432,Ukwa West,Nsit Ubium,NA,0.327500537,0.327500537,0.784,1077,219,2023,1,7
