,LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round
312,Agwara,Birnin Kebbi,NA,0.8,0.8,0.8,0,-1,2025,1,13
313,Ahiazu-Mbaise,Ngor-Okpala,NA,0.283373403,0.283373403,0.49,0,196,2020,1,1
314,Ahiazu-Mbaise,Ngor-Okpala,NA,0.297542073,0.297542073,0.539,196,154,2020,1,2
315,Ahiazu-Mbaise,Ngor-Okpala,NA,0.300375807,0.300375807,0.588,350,212,2021,1,3
316,Ahiazu-Mbaise,Ngor-Okpala,NA,0.303209541,0.303209541,0.637,562,154,2021,1,4
317,Ahiazu-Mbaise,Ngor-Okpala,NA,0.306043275,0.306043275,0.686,716,202,2022,1,5
318,Ahiazu-Mbaise,Ngor-Okpala,NA,0.308877009,0.308877009,0.735,918,159,2022,1,6
319,Ahiazu-Mbaise,Ngor-Okpala,NA,0.311710743,0.311710743,0.784,1077,219,2023,1,7
320,Ahiazu-Mbaise,Ngor-Okpala,NA,0.317378211,0.317378211,0.8,1296,136,2023,1,8
321,Ahiazu-Mbaise,Ngor-Okpala,NA,0.425060105,0.425060105,0.8,1432,218,2024,1,9
322,Ahiazu-Mbaise,Ngor-Okpala,NA,0.566746806,0.566746806,0.8,1650,151,2024,1,10
323,Ahiazu-Mbaise,Ngor-Okpala,NA,0.708433508,0.708433508,0.8,1801,185,2025,1,11
324,Ahiazu-Mbaise,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
325,Ahiazu-Mbaise,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
326,Ahoada East,Ahoada West,NA,0.300663225,0.300663225,0.49,0,196,2020,1,1
327,Ahoada East,Ahoada West,NA,0.315696386,0.315696386,0.539,196,154,2020,1,2
328,Ahoada East,Ahoada West,NA,0.318703019,0.318703019,0.588,350,212,2021,1,3
329,Ahoada East,Ahoada West,NA,0.321709651,0.321709651,0.637,562,154,2021,1,4
330,Ahoada East,Ahoada West,NA,0.324716283,0.324716283,0.686,716,202,2022,1,5
331,Ahoada East,Ahoada West,NA,0.327722915,0.327722915,0.735,918,159,2022,1,6
332,Ahoada East,Ahoada West,NA,0.330729548,0.330729548,0.784,1077,219,2023,1,7
333,Ahoada East,Ahoada West,NA,0.336742812,0.336742812,0.8,1296,136,2023,1,8
334,Ahoada East,Ahoada West,NA,0.450994838,0.450994838,0.8,1432,218,2024,1,9
335,Ahoada East,Ahoada West,NA,0.60132645,0.60132645,0.8,1650,151,2024,1,10
336,Ahoada East,Ahoada West,NA,0.751658063,0.751658063,0.8,1801,185,2025,1,11
337,Ahoada East,Ahoada West,NA,0.8,0.8,0.8,1986,183,2025,1,12
338,Ahoada East,Ahoada West,NA,0.8,0.8,0.8,0,-1,2025,1,13
339,Ahoada West,Ahoada West,NA,0.333333333,0.333333333,0.49,0,196,2020,1,1
340,Ahoada West,Ahoada West,NA,0.35,0.35,0.539,196,154,2020,1,2
341,Ahoada West,Ahoada West,NA,0.353333333,0.353333333,0.588,350,212,2021,1,3
342,Ahoada West,Ahoada West,NA,0.356666666,0.356666666,0.637,562,154,2021,1,4
343,Ahoada West,Ahoada West,NA,0.36,0.36,0.686,716,202,2022,1,5
344,Ahoada West,Ahoada West,NA,0.363333333,0.363333333,0.735,918,159,2022,1,6
345,Ahoada West,Ahoada West,NA,0.366666666,0.366666666,0.784,1077,219,2023,1,7
346,Ahoada West,Ahoada West,NA,0.373333333,0.373333333,0.8,1296,136,2023,1,8
347,Ahoada West,Ahoada West,NA,0.5,0.5,0.8,1432,218,2024,1,9
348,Ahoada West,Ahoada West,NA,0.666666666,0.666666666,0.8,1650,151,2024,1,10
349,Ahoada West,Ahoada West,NA,0.8,0.8,0.8,1801,185,2025,1,11
350,Ahoada West,Ahoada West,NA,0.8,0.8,0.8,1986,183,2025,1,12
351,Ahoada West,Ahoada West,NA,0.8,0.8,0.8,0,-1,2025,1,13
352,Aiyedade,Akinyele,NA,0.154926235,0.154926235,0.49,0,196,2020,1,1
353,Aiyedade,Akinyele,NA,0.325345094,0.325345094,0.539,196,154,2020,1,2
354,Aiyedade,Akinyele,NA,0.8,0.8,0.588,350,212,2021,1,3
355,Aiyedade,Akinyele,NA,0.8,0.8,0.637,562,154,2021,1,4
356,Aiyedade,Akinyele,NA,0.8,0.8,0.686,716,202,2022,1,5
357,Aiyedade,Akinyele,NA,0.8,0.8,0.735,918,159,2022,1,6
358,Aiyedade,Akinyele,NA,0.8,0.8,0.784,1077,219,2023,1,7
359,Aiyedade,Akinyele,NA,0.8,0.8,0.8,1296,136,2023,1,8
360,Aiyedade,Akinyele,NA,0.8,0.8,0.8,1432,218,2024,1,9
361,Aiyedade,Akinyele,NA,0.8,0.8,0.8,1650,151,2024,1,10
362,Aiyedade,Akinyele,NA,0.8,0.8,0.8,1801,185,2025,1,11
363,Aiyedade,Akinyele,NA,0.8,0.8,0.8,1986,183,2025,1,12
364,Aiyedade,Akinyele,NA,0.8,0.8,0.8,0,-1,2025,1,13
365,Aiyedire,Akinyele,NA,0.154926235,0.154926235,0.49,0,196,2020,1,1
366,Aiyedire,Akinyele,NA,0.325345094,0.325345094,0.539,196,154,2020,1,2
367,Aiyedire,Akinyele,NA,0.8,0.8,0.588,350,212,2021,1,3
368,Aiyedire,Akinyele,NA,0.8,0.8,0.637,562,154,2021,1,4
369,Aiyedire,Akinyele,NA,0.8,0.8,0.686,716,202,2022,1,5
370,Aiyedire,Akinyele,NA,0.8,0.8,0.735,918,159,2022,1,6
371,Aiyedire,Akinyele,NA,0.8,0.8,0.784,1077,219,2023,1,7
372,Aiyedire,Akinyele,NA,0.8,0.8,0.8,1296,136,2023,1,8
373,Aiyedire,Akinyele,NA,0.8,0.8,0.8,1432,218,2024,1,9
374,Aiyedire,Akinyele,NA,0.8,0.8,0.8,1650,151,2024,1,10
375,Aiyedire,Akinyele,NA,0.8,0.8,0.8,1801,185,2025,1,11
376,Aiyedire,Akinyele,NA,0.8,0.8,0.8,1986,183,2025,1,12
377,Aiyedire,Akinyele,NA,0.8,0.8,0.8,0,-1,2025,1,13
378,Ajaokuta,Owan East,NA,0.278942779,0.278942779,0.49,0,196,2020,1,1
379,Ajaokuta,Owan East,NA,0.292889918,0.292889918,0.539,196,154,2020,1,2
380,Ajaokuta,Owan East,NA,0.295679346,0.295679346,0.588,350,212,2021,1,3
381,Ajaokuta,Owan East,NA,0.298468774,0.298468774,0.637,562,154,2021,1,4
382,Ajaokuta,Owan East,NA,0.301258201,0.301258201,0.686,716,202,2022,1,5
383,Ajaokuta,Owan East,NA,0.304047629,0.304047629,0.735,918,159,2022,1,6
384,Ajaokuta,Owan East,NA,0.306837057,0.306837057,0.784,1077,219,2023,1,7
385,Ajaokuta,Owan East,NA,0.312415912,0.312415912,0.8,1296,136,2023,1,8
386,Ajaokuta,Owan East,NA,0.418414169,0.418414169,0.8,1432,218,2024,1,9
387,Ajaokuta,Owan East,NA,0.557885558,0.557885558,0.8,1650,151,2024,1,10
388,Ajaokuta,Owan East,NA,0.697356948,0.697356948,0.8,1801,185,2025,1,11
389,Ajaokuta,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
390,Ajaokuta,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
391,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.697452222,0.697452222,0.49,0,196,2020,1,1
392,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.732324833,0.732324833,0.539,196,154,2020,1,2
393,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.739299355,0.739299355,0.588,350,212,2021,1,3
394,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.746273878,0.746273878,0.637,562,154,2021,1,4
395,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.7532484,0.7532484,0.686,716,202,2022,1,5
396,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.760222922,0.760222922,0.735,918,159,2022,1,6
397,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.767197444,0.767197444,0.784,1077,219,2023,1,7
398,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.781146489,0.781146489,0.8,1296,136,2023,1,8
399,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,0.8,1432,218,2024,1,9
400,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
401,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
402,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
403,Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
404,Ajingi,Taura,NA,0.174928041,0.174928041,0.49,0,196,2020,1,1
405,Ajingi,Taura,NA,0.376532608,0.376532608,0.539,196,154,2020,1,2
406,Ajingi,Taura,NA,0.38197287,0.38197287,0.588,350,212,2021,1,3
407,Ajingi,Taura,NA,0.574621122,0.574621122,0.637,562,154,2021,1,4
408,Ajingi,Taura,NA,0.581880636,0.581880636,0.686,716,202,2022,1,5
409,Ajingi,Taura,NA,0.589175135,0.589175135,0.735,918,159,2022,1,6
410,Ajingi,Taura,NA,0.788925465,0.788925465,0.784,1077,219,2023,1,7
411,Ajingi,Taura,NA,0.8,0.8,0.8,1296,136,2023,1,8
412,Ajingi,Taura,NA,0.8,0.8,0.8,1432,218,2024,1,9
413,Ajingi,Taura,NA,0.8,0.8,0.8,1650,151,2024,1,10
414,Ajingi,Taura,NA,0.8,0.8,0.8,1801,185,2025,1,11
415,Ajingi,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
416,Ajingi,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
417,Akamkpa,Ngor-Okpala,NA,0.191387598,0.191387598,0.49,0,196,2020,1,1
418,Akamkpa,Ngor-Okpala,NA,0.411961805,0.411961805,0.539,196,154,2020,1,2
419,Akamkpa,Ngor-Okpala,NA,0.417913959,0.417913959,0.588,350,212,2021,1,3
420,Akamkpa,Ngor-Okpala,NA,0.628689121,0.628689121,0.637,562,154,2021,1,4
421,Akamkpa,Ngor-Okpala,NA,0.636631706,0.636631706,0.686,716,202,2022,1,5
422,Akamkpa,Ngor-Okpala,NA,0.644612569,0.644612569,0.735,918,159,2022,1,6
423,Akamkpa,Ngor-Okpala,NA,0.8,0.8,0.784,1077,219,2023,1,7
424,Akamkpa,Ngor-Okpala,NA,0.8,0.8,0.8,1296,136,2023,1,8
425,Akamkpa,Ngor-Okpala,NA,0.8,0.8,0.8,1432,218,2024,1,9
426,Akamkpa,Ngor-Okpala,NA,0.8,0.8,0.8,1650,151,2024,1,10
427,Akamkpa,Ngor-Okpala,NA,0.8,0.8,0.8,1801,185,2025,1,11
428,Akamkpa,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
429,Akamkpa,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
430,Akinyele,Akinyele,NA,0.154926235,0.154926235,0.49,0,196,2020,1,1
431,Akinyele,Akinyele,NA,0.325345094,0.325345094,0.539,196,154,2020,1,2
432,Akinyele,Akinyele,NA,0.8,0.8,0.588,350,212,2021,1,3
433,Akinyele,Akinyele,NA,0.8,0.8,0.637,562,154,2021,1,4
434,Akinyele,Akinyele,NA,0.8,0.8,0.686,716,202,2022,1,5
435,Akinyele,Akinyele,NA,0.8,0.8,0.735,918,159,2022,1,6
436,Akinyele,Akinyele,NA,0.8,0.8,0.784,1077,219,2023,1,7
437,Akinyele,Akinyele,NA,0.8,0.8,0.8,1296,136,2023,1,8
438,Akinyele,Akinyele,NA,0.8,0.8,0.8,1432,218,2024,1,9
439,Akinyele,Akinyele,NA,0.8,0.8,0.8,1650,151,2024,1,10
440,Akinyele,Akinyele,NA,0.8,0.8,0.8,1801,185,2025,1,11
441,Akinyele,Akinyele,NA,0.8,0.8,0.8,1986,183,2025,1,12
442,Akinyele,Akinyele,NA,0.8,0.8,0.8,0,-1,2025,1,13
443,Akko,Alkaleri,NA,0.145904448,0.145904448,0.49,0,196,2020,1,1
444,Akko,Alkaleri,NA,0.306399341,0.306399341,0.539,196,154,2020,1,2
445,Akko,Alkaleri,NA,0.773293574,0.773293574,0.588,350,212,2021,1,3
446,Akko,Alkaleri,NA,0.8,0.8,0.637,562,154,2021,1,4
447,Akko,Alkaleri,NA,0.8,0.8,0.686,716,202,2022,1,5
448,Akko,Alkaleri,NA,0.8,0.8,0.735,918,159,2022,1,6
449,Akko,Alkaleri,NA,0.8,0.8,0.784,1077,219,2023,1,7
450,Akko,Alkaleri,NA,0.8,0.8,0.8,1296,136,2023,1,8
451,Akko,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
452,Akko,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
453,Akko,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
454,Akko,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
455,Akko,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
456,Akoko North East,Oke-Ero,NA,0.296533971,0.296533971,0.49,0,196,2020,1,1
457,Akoko North East,Oke-Ero,NA,0.31136067,0.31136067,0.539,196,154,2020,1,2
458,Akoko North East,Oke-Ero,NA,0.314326009,0.314326009,0.588,350,212,2021,1,3
459,Akoko North East,Oke-Ero,NA,0.317291349,0.317291349,0.637,562,154,2021,1,4
460,Akoko North East,Oke-Ero,NA,0.320256689,0.320256689,0.686,716,202,2022,1,5
461,Akoko North East,Oke-Ero,NA,0.323222028,0.323222028,0.735,918,159,2022,1,6
462,Akoko North East,Oke-Ero,NA,0.326187368,0.326187368,0.784,1077,219,2023,1,7
463,Akoko North East,Oke-Ero,NA,0.332118048,0.332118048,0.8,1296,136,2023,1,8
464,Akoko North East,Oke-Ero,NA,0.444800957,0.444800957,0.8,1432,218,2024,1,9
465,Akoko North East,Oke-Ero,NA,0.593067942,0.593067942,0.8,1650,151,2024,1,10
466,Akoko North East,Oke-Ero,NA,0.741334928,0.741334928,0.8,1801,185,2025,1,11
467,Akoko North East,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
468,Akoko North East,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
469,Akoko North West,Oke-Ero,NA,0.516847318,0.516847318,0.49,0,196,2020,1,1
470,Akoko North West,Oke-Ero,NA,0.542689684,0.542689684,0.539,196,154,2020,1,2
471,Akoko North West,Oke-Ero,NA,0.547858157,0.547858157,0.588,350,212,2021,1,3
472,Akoko North West,Oke-Ero,NA,0.55302663,0.55302663,0.637,562,154,2021,1,4
473,Akoko North West,Oke-Ero,NA,0.558195103,0.558195103,0.686,716,202,2022,1,5
474,Akoko North West,Oke-Ero,NA,0.563363577,0.563363577,0.735,918,159,2022,1,6
475,Akoko North West,Oke-Ero,NA,0.56853205,0.56853205,0.784,1077,219,2023,1,7
476,Akoko North West,Oke-Ero,NA,0.578868996,0.578868996,0.8,1296,136,2023,1,8
477,Akoko North West,Oke-Ero,NA,0.775270977,0.775270977,0.8,1432,218,2024,1,9
478,Akoko North West,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
479,Akoko North West,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
480,Akoko North West,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
481,Akoko North West,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
482,Akoko South East,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
483,Akoko South East,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
484,Akoko South East,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
485,Akoko South East,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
486,Akoko South East,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
487,Akoko South East,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
488,Akoko South East,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
489,Akoko South East,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
490,Akoko South East,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
491,Akoko South East,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
492,Akoko South East,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
493,Akoko South East,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
494,Akoko South East,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
495,Akoko South West,Oke-Ero,NA,0.333333333,0.333333333,0.49,0,196,2020,1,1
496,Akoko South West,Oke-Ero,NA,0.35,0.35,0.539,196,154,2020,1,2
497,Akoko South West,Oke-Ero,NA,0.353333333,0.353333333,0.588,350,212,2021,1,3
498,Akoko South West,Oke-Ero,NA,0.356666666,0.356666666,0.637,562,154,2021,1,4
499,Akoko South West,Oke-Ero,NA,0.36,0.36,0.686,716,202,2022,1,5
500,Akoko South West,Oke-Ero,NA,0.363333333,0.363333333,0.735,918,159,2022,1,6
501,Akoko South West,Oke-Ero,NA,0.366666666,0.366666666,0.784,1077,219,2023,1,7
502,Akoko South West,Oke-Ero,NA,0.373333333,0.373333333,0.8,1296,136,2023,1,8
503,Akoko South West,Oke-Ero,NA,0.5,0.5,0.8,1432,218,2024,1,9
504,Akoko South West,Oke-Ero,NA,0.666666666,0.666666666,0.8,1650,151,2024,1,10
505,Akoko South West,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
506,Akoko South West,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
507,Akoko South West,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
508,Akoko-Edo,Owan East,NA,0.433768496,0.433768496,0.49,0,196,2020,1,1
509,Akoko-Edo,Owan East,NA,0.455456921,0.455456921,0.539,196,154,2020,1,2
510,Akoko-Edo,Owan East,NA,0.459794606,0.459794606,0.588,350,212,2021,1,3
511,Akoko-Edo,Owan East,NA,0.464132291,0.464132291,0.637,562,154,2021,1,4
512,Akoko-Edo,Owan East,NA,0.468469976,0.468469976,0.686,716,202,2022,1,5
513,Akoko-Edo,Owan East,NA,0.472807661,0.472807661,0.735,918,159,2022,1,6
514,Akoko-Edo,Owan East,NA,0.477145346,0.477145346,0.784,1077,219,2023,1,7
515,Akoko-Edo,Owan East,NA,0.485820716,0.485820716,0.8,1296,136,2023,1,8
516,Akoko-Edo,Owan East,NA,0.650652744,0.650652744,0.8,1432,218,2024,1,9
517,Akoko-Edo,Owan East,NA,0.8,0.8,0.8,1650,151,2024,1,10
518,Akoko-Edo,Owan East,NA,0.8,0.8,0.8,1801,185,2025,1,11
519,Akoko-Edo,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
520,Akoko-Edo,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
521,Akpabuyo,Nsit Ubium,NA,0.297727761,0.297727761,0.49,0,196,2020,1,1
522,Akpabuyo,Nsit Ubium,NA,0.312614149,0.312614149,0.539,196,154,2020,1,2
523,Akpabuyo,Nsit Ubium,NA,0.315591427,0.315591427,0.588,350,212,2021,1,3
524,Akpabuyo,Nsit Ubium,NA,0.318568704,0.318568704,0.637,562,154,2021,1,4
525,Akpabuyo,Nsit Ubium,NA,0.321545982,0.321545982,0.686,716,202,2022,1,5
526,Akpabuyo,Nsit Ubium,NA,0.324523259,0.324523259,0.735,918,159,2022,1,6
527,Akpabuyo,Nsit Ubium,NA,0.327500537,0.327500537,0.784,1077,219,2023,1,7
528,Akpabuyo,Nsit Ubium,NA,0.333455092,0.333455092,0.8,1296,136,2023,1,8
529,Akpabuyo,Nsit Ubium,NA,0.446591642,0.446591642,0.8,1432,218,2024,1,9
530,Akpabuyo,Nsit Ubium,NA,0.595455522,0.595455522,0.8,1650,151,2024,1,10
531,Akpabuyo,Nsit Ubium,NA,0.744319403,0.744319403,0.8,1801,185,2025,1,11
532,Akpabuyo,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
533,Akpabuyo,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
534,Akuku Toru,Ahoada West,NA,0.4,0.4,0.49,0,196,2020,1,1
535,Akuku Toru,Ahoada West,NA,0.42,0.42,0.539,196,154,2020,1,2
536,Akuku Toru,Ahoada West,NA,0.424,0.424,0.588,350,212,2021,1,3
537,Akuku Toru,Ahoada West,NA,0.428,0.428,0.637,562,154,2021,1,4
538,Akuku Toru,Ahoada West,NA,0.432,0.432,0.686,716,202,2022,1,5
539,Akuku Toru,Ahoada West,NA,0.436,0.436,0.735,918,159,2022,1,6
540,Akuku Toru,Ahoada West,NA,0.44,0.44,0.784,1077,219,2023,1,7
541,Akuku Toru,Ahoada West,NA,0.448,0.448,0.8,1296,136,2023,1,8
542,Akuku Toru,Ahoada West,NA,0.6,0.6,0.8,1432,218,2024,1,9
543,Akuku Toru,Ahoada West,NA,0.8,0.8,0.8,1650,151,2024,1,10
544,Akuku Toru,Ahoada West,NA,0.8,0.8,0.8,1801,185,2025,1,11
545,Akuku Toru,Ahoada West,NA,0.8,0.8,0.8,1986,183,2025,1,12
546,Akuku Toru,Ahoada West,NA,0.8,0.8,0.8,0,-1,2025,1,13
547,Akure North,Owan East,NA,0.278942779,0.278942779,0.49,0,196,2020,1,1
548,Akure North,Owan East,NA,0.292889918,0.292889918,0.539,196,154,2020,1,2
549,Akure North,Owan East,NA,0.295679346,0.295679346,0.588,350,212,2021,1,3
550,Akure North,Owan East,NA,0.298468774,0.298468774,0.637,562,154,2021,1,4
551,Akure North,Owan East,NA,0.301258201,0.301258201,0.686,716,202,2022,1,5
552,Akure North,Owan East,NA,0.304047629,0.304047629,0.735,918,159,2022,1,6
553,Akure North,Owan East,NA,0.306837057,0.306837057,0.784,1077,219,2023,1,7
554,Akure North,Owan East,NA,0.312415912,0.312415912,0.8,1296,136,2023,1,8
555,Akure North,Owan East,NA,0.418414169,0.418414169,0.8,1432,218,2024,1,9
556,Akure North,Owan East,NA,0.557885558,0.557885558,0.8,1650,151,2024,1,10
557,Akure North,Owan East,NA,0.697356948,0.697356948,0.8,1801,185,2025,1,11
558,Akure North,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
559,Akure North,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
560,Akure South,Owan East,NA,0.5,0.5,0.49,0,196,2020,1,1
561,Akure South,Owan East,NA,0.525,0.525,0.539,196,154,2020,1,2
562,Akure South,Owan East,NA,0.53,0.53,0.588,350,212,2021,1,3
563,Akure South,Owan East,NA,0.535,0.535,0.637,562,154,2021,1,4
564,Akure South,Owan East,NA,0.54,0.54,0.686,716,202,2022,1,5
565,Akure South,Owan East,NA,0.545,0.545,0.735,918,159,2022,1,6
566,Akure South,Owan East,NA,0.55,0.55,0.784,1077,219,2023,1,7
567,Akure South,Owan East,NA,0.56,0.56,0.8,1296,136,2023,1,8
568,Akure South,Owan East,NA,0.75,0.75,0.8,1432,218,2024,1,9
569,Akure South,Owan East,NA,0.8,0.8,0.8,1650,151,2024,1,10
570,Akure South,Owan East,NA,0.8,0.8,0.8,1801,185,2025,1,11
571,Akure South,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
572,Akure South,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
573,Akwanga,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
574,Akwanga,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
575,Akwanga,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
576,Akwanga,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
577,Akwanga,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
578,Akwanga,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
579,Akwanga,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
580,Akwanga,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
581,Akwanga,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
582,Akwanga,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
583,Akwanga,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
584,Akwanga,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
585,Akwanga,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
586,Albasu,Takali,NA,0.666666667,0.666666667,0.49,0,196,2020,1,1
587,Albasu,Takali,NA,0.7,0.7,0.539,196,154,2020,1,2
588,Albasu,Takali,NA,0.706666667,0.706666667,0.588,350,212,2021,1,3
589,Albasu,Takali,NA,0.713333334,0.713333334,0.637,562,154,2021,1,4
590,Albasu,Takali,NA,0.72,0.72,0.686,716,202,2022,1,5
591,Albasu,Takali,NA,0.726666667,0.726666667,0.735,918,159,2022,1,6
592,Albasu,Takali,NA,0.733333334,0.733333334,0.784,1077,219,2023,1,7
593,Albasu,Takali,NA,0.746666667,0.746666667,0.8,1296,136,2023,1,8
594,Albasu,Takali,NA,0.8,0.8,0.8,1432,218,2024,1,9
595,Albasu,Takali,NA,0.8,0.8,0.8,1650,151,2024,1,10
596,Albasu,Takali,NA,0.8,0.8,0.8,1801,185,2025,1,11
597,Albasu,Takali,NA,0.8,0.8,0.8,1986,183,2025,1,12
598,Albasu,Takali,NA,0.8,0.8,0.8,0,-1,2025,1,13
599,Aleiro,Birnin Kebbi,NA,0.42225568,0.42225568,0.49,0,196,2020,1,1
600,Aleiro,Birnin Kebbi,NA,0.443368464,0.443368464,0.539,196,154,2020,1,2
601,Aleiro,Birnin Kebbi,NA,0.447591021,0.447591021,0.588,350,212,2021,1,3
602,Aleiro,Birnin Kebbi,NA,0.451813578,0.451813578,0.637,562,154,2021,1,4
603,Aleiro,Birnin Kebbi,NA,0.456036134,0.456036134,0.686,716,202,2022,1,5
604,Aleiro,Birnin Kebbi,NA,0.460258691,0.460258691,0.735,918,159,2022,1,6
605,Aleiro,Birnin Kebbi,NA,0.464481248,0.464481248,0.784,1077,219,2023,1,7
606,Aleiro,Birnin Kebbi,NA,0.472926362,0.472926362,0.8,1296,136,2023,1,8
607,Aleiro,Birnin Kebbi,NA,0.63338352,0.63338352,0.8,1432,218,2024,1,9
608,Aleiro,Birnin Kebbi,NA,0.8,0.8,0.8,1650,151,2024,1,10
609,Aleiro,Birnin Kebbi,NA,0.8,0.8,0.8,1801,185,2025,1,11
610,Aleiro,Birnin Kebbi,NA,0.8,0.8,0.8,1986,183,2025,1,12
611,Aleiro,Birnin Kebbi,NA,0.8,0.8,0.8,0,-1,2025,1,13
612,Alimosho,Uzo-Uwani,NA,0.274949084,0.274949084,0.49,0,196,2020,1,1
613,Alimosho,Uzo-Uwani,NA,0.591827903,0.591827903,0.539,196,154,2020,1,2
614,Alimosho,Uzo-Uwani,NA,0.60037882,0.60037882,0.588,350,212,2021,1,3
615,Alimosho,Uzo-Uwani,NA,0.8,0.8,0.637,562,154,2021,1,4
616,Alimosho,Uzo-Uwani,NA,0.8,0.8,0.686,716,202,2022,1,5
617,Alimosho,Uzo-Uwani,NA,0.8,0.8,0.735,918,159,2022,1,6
618,Alimosho,Uzo-Uwani,NA,0.8,0.8,0.784,1077,219,2023,1,7
619,Alimosho,Uzo-Uwani,NA,0.8,0.8,0.8,1296,136,2023,1,8
620,Alimosho,Uzo-Uwani,NA,0.8,0.8,0.8,1432,218,2024,1,9
621,Alimosho,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
