LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override
Ikenne,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ikere,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ikole,Oke-Ero,NA,0.034226885,0.034226885,0.637,0,-1,2018,-1
Ikom,Obubra,NA,0.533126737,0.533126737,0.637,0,-1,2018,-1
Ikono,Ngor-Okpala,NA,0.65,0.65,0.637,0,-1,2018,-1
Ikorodu,Uzo-Uwani,NA,0.207359699,0.207359699,0.637,0,-1,2018,-1
Ikot Abasi,Nsit Ubium,NA,0.65,0.65,0.637,0,-1,2018,-1
Ikot Ekpene,Ngor-Okpala,NA,0.212303837,0.212303837,0.637,0,-1,2018,-1
Ikpoba-Okha,Uzo-Uwani,NA,0.222470265,0.222470265,0.637,0,-1,2018,-1
Ikwerre,Oru West,NA,0.41533391,0.41533391,0.637,0,-1,2018,-1
Ikwo,Obubra,NA,0.615811845,0.615811845,0.637,0,-1,2018,-1
Ikwuano,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Ila,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Ilaje,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ilemeji,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ile-Oluji-Okeigbo,Oke-Ero,NA,0.577777777,0.577777777,0.637,0,-1,2018,-1
Ilesha East,Owan East,NA,0.65,0.65,0.637,0,-1,2018,-1
Ilesha West,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Illela,Gawabawa,NA,0.030530608,0.030530608,0.637,0,-1,2018,-1
Ilorin East,Oke-Ero,NA,0.505611283,0.505611283,0.637,0,-1,2018,-1
Ilorin South,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Ilorin West,Owan East,NA,0.436799947,0.436799947,0.637,0,-1,2018,-1
Imeko-Afon,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Ingawa,Rimi,NA,0.072222223,0.072222223,0.637,0,-1,2018,-1
Ini,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Ipokia,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Irele,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Irepo,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Irepodun1,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Irepodun2,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Irepodun-Ifelodun,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Irewole,Akinyele,NA,0.620454618,0.620454618,0.637,0,-1,2018,-1
Isa,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Ise-Orun,Oke-Ero,NA,0.65,0.65,0.637,0,-1,2018,-1
Iseyin,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ishielu,Owan East,NA,0.305156211,0.305156211,0.637,0,-1,2018,-1
Isiala Mbano,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Isiala-Ngwa North,Ngor-Okpala,NA,0.441300517,0.441300517,0.637,0,-1,2018,-1
Isiala-Ngwa South,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Isin,Ngor-Okpala,NA,0.692980744,0.692980744,0.637,0,-1,2018,-1
Isi-Uzo,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Isokan,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Isoko North,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Isoko South,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Isu,Ngor-Okpala,NA,0.65,0.65,0.637,0,-1,2018,-1
Isuikwato,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Itas-Gadau,Taura,NA,0.226575202,0.226575202,0.637,0,-1,2018,-1
Itesiwaju,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Itu,Ngor-Okpala,NA,0.866666667,0.866666667,0.637,0,-1,2018,-1
Ivo,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Iwajowa,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Iwo,Akinyele,NA,0.603240333,0.603240333,0.637,0,-1,2018,-1
Izzi,Owan East,NA,0.632951452,0.632951452,0.637,0,-1,2018,-1
Jaba,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Jada,Alkaleri,NA,0.124359479,0.124359479,0.637,0,-1,2018,-1
Jahun,Taura,NA,0.287745263,0.287745263,0.637,0,-1,2018,-1
Jakusko,Taura,NA,0.227406453,0.227406453,0.637,0,-1,2018,-1
Jalingo,Keana,NA,0.445454471,0.445454471,0.637,0,-1,2018,-1
Jama'are,Taura,NA,0.184548081,0.184548081,0.637,0,-1,2018,-1
Jega,Birnin Kebbi,NA,0.736804699,0.736804699,0.637,0,-1,2018,-1
Jema'a,Soba,NA,0.180927838,0.180927838,0.637,0,-1,2018,-1
Jere,Gawabawa,NA,0.65,0.65,0.637,0,-1,2018,-1
Jibia,Rimi,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
Jos East,Soba,NA,0.65,0.65,0.637,0,-1,2018,-1
Jos North,Soba,NA,0.136014086,0.136014086,0.637,0,-1,2018,-1
Jos South,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Kabba-Bunu,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Kabo,Gwarzo,NA,0.427270591,0.427270591,0.637,0,-1,2018,-1
Kachia,Ngor-Okpala,NA,0.033940199,0.033940199,0.637,0,-1,2018,-1
Kaduna North,Soba,NA,0.085458174,0.085458174,0.637,0,-1,2018,-1
Kaduna South,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Kafin Hausa,Taura,NA,0.544789219,0.544789219,0.637,0,-1,2018,-1
Kafur,Gwarzo,NA,0.266081852,0.266081852,0.637,0,-1,2018,-1
Kaga,Darazo,NA,0.148682399,0.148682399,0.637,0,-1,2018,-1
Kagarko,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Kaiama,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Kaita,Rimi,NA,0.2,0.2,0.637,0,-1,2018,-1
Kajola,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Kajuru,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Kala-Balge,Darazo,NA,0.148682399,0.148682399,0.637,0,-1,2018,-1
Kalgo,Birnin Kebbi,NA,0.686653033,0.686653033,0.637,0,-1,2018,-1
Kaltungo,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Kanam,Alkaleri,NA,0.386320672,0.386320672,0.637,0,-1,2018,-1
Kankara,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Kanke,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Kankia,Rimi,NA,0.371428572,0.371428572,0.637,0,-1,2018,-1
Kano Municipal,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Karasuwa,Taura,NA,0.074742948,0.074742948,0.637,0,-1,2018,-1
Karaye,Gwarzo,NA,0.541666667,0.541666667,0.637,0,-1,2018,-1
Karin-Lamido,Alkaleri,NA,0.203989353,0.203989353,0.637,0,-1,2018,-1
Karu,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Katagum,Gwarzo,NA,0.15186921,0.15186921,0.637,0,-1,2018,-1
Katcha,Oke-Ero,NA,0.398412736,0.398412736,0.637,0,-1,2018,-1
Katsina,Rimi,NA,0.648634466,0.648634466,0.637,0,-1,2018,-1
Katsina-Ala,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Kaugama,Taura,NA,0.144444444,0.144444444,0.637,0,-1,2018,-1
Kaura,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Kaura-Namoda,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Kauru,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Kazaure,Babura,NA,0.40625,0.40625,0.637,0,-1,2018,-1
Keana,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Kebbe,Birnin Kebbi,NA,0.548932384,0.548932384,0.637,0,-1,2018,-1
Keffi,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Khana,Nsit Ubium,NA,0.371428572,0.371428572,0.637,0,-1,2018,-1
Kibiya,Gwarzo,NA,0.223824311,0.223824311,0.637,0,-1,2018,-1
Kirfi,Alkaleri,NA,0.1,0.1,0.637,0,-1,2018,-1
Kiri Kasamma,Taura,NA,0.381848162,0.381848162,0.637,0,-1,2018,-1
Kiru,Gwarzo,NA,0.310374254,0.310374254,0.637,0,-1,2018,-1
Kiyawa,Takali,NA,0.185714286,0.185714286,0.637,0,-1,2018,-1
Kogi,Keana,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
Koko-Besse,Birnin Kebbi,NA,0.819441399,0.819441399,0.637,0,-1,2018,-1
Kokona,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Kolokuma-Opokuma,Ahoada West,NA,0.505763642,0.505763642,0.637,0,-1,2018,-1
Konduga,Darazo,NA,0.65,0.65,0.637,0,-1,2018,-1
Konshisha,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Kontagora,Oke-Ero,NA,0.417220489,0.417220489,0.637,0,-1,2018,-1
Kosofe,Isoko South,NA,0.898302193,0.898302193,0.637,0,-1,2018,-1
Kubau,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Kudan,Giwa,NA,0.169660832,0.169660832,0.637,0,-1,2018,-1
Kuje,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Kukawa,Babura,NA,0.78,0.78,0.637,0,-1,2018,-1
Kumbotso,Taura,NA,0.227406453,0.227406453,0.637,0,-1,2018,-1
Kunchi,Babura,NA,0.191633459,0.191633459,0.637,0,-1,2018,-1
Kura,Gwarzo,NA,0.288888889,0.288888889,0.637,0,-1,2018,-1
Kurfi,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Kurmi,Oru West,NA,0.52,0.52,0.637,0,-1,2018,-1
Kusada,Rimi,NA,0.24375,0.24375,0.637,0,-1,2018,-1
Kwali,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Kwami,Alkaleri,NA,0.090342893,0.090342893,0.637,0,-1,2018,-1
Kwande,Oke-Ero,NA,0.245283216,0.245283216,0.637,0,-1,2018,-1
Kware,Gawabawa,NA,0.26,0.26,0.637,0,-1,2018,-1
Kwaya Kusar,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Lafia,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Lagelu,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Lagos Island,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Lagos Mainland,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Lamurde,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Langtang North,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Langtang South,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Lapai,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Lau,Alkaleri,NA,0.236363637,0.236363637,0.637,0,-1,2018,-1
Lavun,Oke-Ero,NA,0.532274734,0.532274734,0.637,0,-1,2018,-1
Lere,Soba,NA,0.026643097,0.026643097,0.637,0,-1,2018,-1
Logo,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Lokoja,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Machina,Taura,NA,0.071083073,0.071083073,0.637,0,-1,2018,-1
Madagali,Darazo,NA,0.148682399,0.148682399,0.637,0,-1,2018,-1
Madobi,Taura,NA,0.227406453,0.227406453,0.637,0,-1,2018,-1
Mafa,Darazo,NA,0.148682399,0.148682399,0.637,0,-1,2018,-1
Magama,Oke-Ero,NA,0.392992344,0.392992344,0.637,0,-1,2018,-1
Magumeri,Gawabawa,NA,0.138620877,0.138620877,0.637,0,-1,2018,-1
Mai'Adua,Rimi,NA,0.52,0.52,0.637,0,-1,2018,-1
Maiduguri,Darazo,NA,0.040534516,0.040534516,0.637,0,-1,2018,-1
Maigatari,Babura,NA,0.267674108,0.267674108,0.637,0,-1,2018,-1
Maiha,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Maiyama,Birnin Kebbi,NA,0.938888889,0.938888889,0.637,0,-1,2018,-1
Makoda,Babura,NA,0.78,0.78,0.637,0,-1,2018,-1
Makurdi,Keana,NA,0.10968042,0.10968042,0.637,0,-1,2018,-1
Malam Madori,Taura,NA,0.65,0.65,0.637,0,-1,2018,-1
Malumfashi,Gwarzo,NA,0.866666667,0.866666667,0.637,0,-1,2018,-1
Mangu,Darazo,NA,0.372231916,0.372231916,0.637,0,-1,2018,-1
Mani,Rimi,NA,0.259846102,0.259846102,0.637,0,-1,2018,-1
Maradun,Darazo,NA,0.095542186,0.095542186,0.637,0,-1,2018,-1
Mariga,Oke-Ero,NA,0.13,0.13,0.637,0,-1,2018,-1
Markafi,Gwarzo,NA,0.223824311,0.223824311,0.637,0,-1,2018,-1
Marte,Babura,NA,0.454060567,0.454060567,0.637,0,-1,2018,-1
Maru,Giwa,NA,0.169660832,0.169660832,0.637,0,-1,2018,-1
Mashegu,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Mashi,Rimi,NA,0.216666667,0.216666667,0.637,0,-1,2018,-1
Matazuu,Rimi,NA,0.371428572,0.371428572,0.637,0,-1,2018,-1
Mayo-Belwa,Alkaleri,NA,0.709090909,0.709090909,0.637,0,-1,2018,-1
Mbaitoli,Ngor-Okpala,NA,0.491027498,0.491027498,0.637,0,-1,2018,-1
Mbo,Nsit Ubium,NA,0.13,0.13,0.637,0,-1,2018,-1
Michika,Darazo,NA,0.148682399,0.148682399,0.637,0,-1,2018,-1
Miga,Taura,NA,0.144444444,0.144444444,0.637,0,-1,2018,-1
Mikang,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Minjibir,Taura,NA,0.69934533,0.69934533,0.637,0,-1,2018,-1
Misau,Darazo,NA,0.159211745,0.159211745,0.637,0,-1,2018,-1
Mkpat Enin,Nsit Ubium,NA,0.493942774,0.493942774,0.637,0,-1,2018,-1
Moba,Oke-Ero,NA,0.113095064,0.113095064,0.637,0,-1,2018,-1
Mobbar,Babura,NA,0.681286425,0.681286425,0.637,0,-1,2018,-1
Mokwa,Oke-Ero,NA,0.332644356,0.332644356,0.637,0,-1,2018,-1
Monguno,Babura,NA,0.454060567,0.454060567,0.637,0,-1,2018,-1
Mopa-Muro,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Moro,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Mubi North,Darazo,NA,0.289619997,0.289619997,0.637,0,-1,2018,-1
Mubi South,Darazo,NA,0.073286186,0.073286186,0.637,0,-1,2018,-1
Musawa,Gwarzo,NA,0.478947369,0.478947369,0.637,0,-1,2018,-1
Mushin,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Muya,Giwa,NA,0.464285714,0.464285714,0.637,0,-1,2018,-1
Nafada,Alkaleri,NA,0.262094781,0.262094781,0.637,0,-1,2018,-1
Nangere,Darazo,NA,0.043333333,0.043333333,0.637,0,-1,2018,-1
Nasarawa1,Alkaleri,NA,0.304365819,0.304365819,0.637,0,-1,2018,-1
Nasarawa2,Alkaleri,NA,0.475911296,0.475911296,0.637,0,-1,2018,-1
Nasarawa-Eggon,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Ndokwa East,Ahoada West,NA,0.32039989,0.32039989,0.637,0,-1,2018,-1
Ndokwa West,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Nembe,Ahoada West,NA,0.325,0.325,0.637,0,-1,2018,-1
Ngala,Taura,NA,0.227406453,0.227406453,0.637,0,-1,2018,-1
Nganzai,Gawabawa,NA,0.138620877,0.138620877,0.637,0,-1,2018,-1
Ngaski,Owan East,NA,0.785578239,0.785578239,0.637,0,-1,2018,-1
Ngor-Okpala,Ngor-Okpala,NA,0.722222223,0.722222223,0.637,0,-1,2018,-1
Nguru,Taura,NA,0.227406453,0.227406453,0.637,0,-1,2018,-1
Ningi,Takali,NA,0.111683835,0.111683835,0.637,0,-1,2018,-1
Njaba,Ngor-Okpala,NA,1,1,0.637,0,-1,2018,-1
Njikoka,Uzo-Uwani,NA,0.866666667,0.866666667,0.637,0,-1,2018,-1
Nkanu East,Owan East,NA,0.580111026,0.580111026,0.637,0,-1,2018,-1
Nkanu West,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Nkwerre,Ngor-Okpala,NA,0.325,0.325,0.637,0,-1,2018,-1
Nnewi North,Oru West,NA,0.534400656,0.534400656,0.637,0,-1,2018,-1
Nnewi South,Oru West,NA,0.74604813,0.74604813,0.637,0,-1,2018,-1
Nsit Atai,Nsit Ubium,NA,0.387046089,0.387046089,0.637,0,-1,2018,-1
Nsit Ibom,Nsit Ubium,NA,0.325,0.325,0.637,0,-1,2018,-1
Nsit Ubium,Nsit Ubium,NA,0.557142858,0.557142858,0.637,0,-1,2018,-1
Nsukka,Uzo-Uwani,NA,0.526923089,0.526923089,0.637,0,-1,2018,-1
Numan,Alkaleri,NA,0.841176471,0.841176471,0.637,0,-1,2018,-1
Nwangele,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Obafemi-Owode,Owan East,NA,0.592103585,0.592103585,0.637,0,-1,2018,-1
Obanliku,Obubra,NA,0.533126737,0.533126737,0.637,0,-1,2018,-1
Obi Nwa,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Obi1,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Obi2,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Obia-Akpor,Ahoada West,NA,0.277528932,0.277528932,0.637,0,-1,2018,-1
Obokun,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Obot Akara,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Obowo,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Obubra,Obubra,NA,0.533126737,0.533126737,0.637,0,-1,2018,-1
Obudu,Obubra,NA,0.533126737,0.533126737,0.637,0,-1,2018,-1
Odeda,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Odigbo,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Odogbolu,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Odo-Otin,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Odukpani,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Offa,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ofu,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ogbadibo,Ahoada West,NA,0.176383002,0.176383002,0.637,0,-1,2018,-1
Ogba-Egbema-Ndoni,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ogbaru,Ahoada West,NA,0.866666667,0.866666667,0.637,0,-1,2018,-1
Ogbia,Ahoada West,NA,0.32039989,0.32039989,0.637,0,-1,2018,-1
Ogbomosho North,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ogbomosho South,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ogo Oluwa,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Ogoja,Obubra,NA,0.533126737,0.533126737,0.637,0,-1,2018,-1
Ogori-Mangongo,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ogu-Bolo,Nsit Ubium,NA,0.387046089,0.387046089,0.637,0,-1,2018,-1
Ogun waterside,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Oguta,Oru West,NA,0.65,0.65,0.637,0,-1,2018,-1
Ohafia,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Ohaji-Egbema,Oru West,NA,0.606951426,0.606951426,0.637,0,-1,2018,-1
Ohaozara,Obubra,NA,0.896370961,0.896370961,0.637,0,-1,2018,-1
Ohaukwu,Owan East,NA,0.325,0.325,0.637,0,-1,2018,-1
Ohimini,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Oji-River,Oru West,NA,0.534400656,0.534400656,0.637,0,-1,2018,-1
Ojo,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Oju,Oke-Ero,NA,0.086336734,0.086336734,0.637,0,-1,2018,-1
Oke-Ero,Oke-Ero,NA,0.52,0.52,0.637,0,-1,2018,-1
Okehi,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Okene,Owan East,NA,0.094986915,0.094986915,0.637,0,-1,2018,-1
Okigwe,Ngor-Okpala,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
Okitipupa,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Okobo,Nsit Ubium,NA,0.387046089,0.387046089,0.637,0,-1,2018,-1
Okpe,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Okpokwu,Akinyele,NA,0.185714286,0.185714286,0.637,0,-1,2018,-1
Okrika,Nsit Ubium,NA,0.729674547,0.729674547,0.637,0,-1,2018,-1
Olamabolo,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ola-oluwa,Owan East,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
Olorunda,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Olorunsogo,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Oluyole,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Omala,Keana,NA,0.230343377,0.230343377,0.637,0,-1,2018,-1
Omumma,Ngor-Okpala,NA,0.092314193,0.092314193,0.637,0,-1,2018,-1
Ona-Ara,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ondo East,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Ondo West,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Onicha,Obubra,NA,0.488397798,0.488397798,0.637,0,-1,2018,-1
Onitsha North,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Onitsha South,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Onna,Nsit Ubium,NA,0.466938731,0.466938731,0.637,0,-1,2018,-1
Opobo-Nkoro,Nsit Ubium,NA,0.793571884,0.793571884,0.637,0,-1,2018,-1
Oredo,Uzo-Uwani,NA,0.412313554,0.412313554,0.637,0,-1,2018,-1
Orelope,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Orhionmwon,Uzo-Uwani,NA,0.236805313,0.236805313,0.637,0,-1,2018,-1
Ori Ire,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Oriade,Oke-Ero,NA,0.441376809,0.441376809,0.637,0,-1,2018,-1
Orlu,Oru West,NA,0.325,0.325,0.637,0,-1,2018,-1
Orolu,Oke-Ero,NA,0.393939491,0.393939491,0.637,0,-1,2018,-1
Oron,Nsit Ubium,NA,0.387046089,0.387046089,0.637,0,-1,2018,-1
Orsu,Oru West,NA,0.334959802,0.334959802,0.637,0,-1,2018,-1
Oru East,Oru West,NA,0.534400656,0.534400656,0.637,0,-1,2018,-1
Oru West,Oru West,NA,0.563113881,0.563113881,0.637,0,-1,2018,-1
Oruk Anam,Nsit Ubium,NA,0.380808128,0.380808128,0.637,0,-1,2018,-1
Orumba North,Oru West,NA,0.62499996,0.62499996,0.637,0,-1,2018,-1
Orumba South,Oru West,NA,0.534400656,0.534400656,0.637,0,-1,2018,-1
Ose,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Oshimili North,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Oshimili South,Uzo-Uwani,NA,0.546250231,0.546250231,0.637,0,-1,2018,-1
Oshodi-Isolo,Uzo-Uwani,NA,0.325,0.325,0.637,0,-1,2018,-1
Osisioma Ngwa,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Osogbo,Owan East,NA,0.65,0.65,0.637,0,-1,2018,-1
Oturkpo,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ovia North East,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Ovia South West,Akinyele,NA,0.185714286,0.185714286,0.637,0,-1,2018,-1
Owan East,Owan East,NA,0.26,0.26,0.637,0,-1,2018,-1
Owan West,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Owerri North,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Owerri West,Ngor-Okpala,NA,0.368385424,0.368385424,0.637,0,-1,2018,-1
Owerri-Municipal,Oru West,NA,0.534400656,0.534400656,0.637,0,-1,2018,-1
Owo,Owan East,NA,0.189308048,0.189308048,0.637,0,-1,2018,-1
Oye,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Oyi,Uzo-Uwani,NA,1,1,0.637,0,-1,2018,-1
Oyigbo,Nsit Ubium,NA,0.65,0.65,0.637,0,-1,2018,-1
Oyo East,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Oyo West,Akinyele,NA,0.201404106,0.201404106,0.637,0,-1,2018,-1
Oyun,Oke-Ero,NA,0.667676642,0.667676642,0.637,0,-1,2018,-1
Pailoro,Oke-Ero,NA,0.273318776,0.273318776,0.637,0,-1,2018,-1
Pankshin,Alkaleri,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
Patani,Isoko South,NA,0.158075112,0.158075112,0.637,0,-1,2018,-1
Pategi,Oke-Ero,NA,0.320891466,0.320891466,0.637,0,-1,2018,-1
Port-Harcourt,Ahoada West,NA,0.398725584,0.398725584,0.637,0,-1,2018,-1
Potiskum,Darazo,NA,0.018174517,0.018174517,0.637,0,-1,2018,-1
Qua'an Pan,Keana,NA,0.162863515,0.162863515,0.637,0,-1,2018,-1
Rabah,Gawabawa,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
Rafi,Oke-Ero,NA,0.645351578,0.645351578,0.637,0,-1,2018,-1
Rano,Gwarzo,NA,0.288888889,0.288888889,0.637,0,-1,2018,-1
Remo North,Owan East,NA,0.362625613,0.362625613,0.637,0,-1,2018,-1
Rijau,Alkaleri,NA,1,1,0.637,0,-1,2018,-1
Rimi,Rimi,NA,0.272994244,0.272994244,0.637,0,-1,2018,-1
Rimin Gado,Gwarzo,NA,0.223824311,0.223824311,0.637,0,-1,2018,-1
Ringim,Taura,NA,0.433333333,0.433333333,0.637,0,-1,2018,-1
