"","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"1156",1156,"Ibadan South East","Akinyele",2023,"Ibadan South East",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","Urban areas",0.271498263,0.354331864,0.53,1226
"1157",1157,"Afijio","Akinyele",2020,"Afijio",0.592307692,0.275,0.122222222,0.382608696,1,"may","PBO",0.464150913,0.744845222,0.65,131
"1158",1158,"Afijio","Akinyele",2023,"Afijio",0.592307692,0.275,0.122222222,0.382608696,2,"may","PBO",0.464150913,0.744845222,0.65,1226
"1159",1159,"Akinyele","Akinyele",2020,"Akinyele",0.510798423,0.612286539,0.46111496,0.390906177,1,"may","Urban areas",0.353306712,0.421435221,0.53,131
"1160",1160,"Akinyele","Akinyele",2023,"Akinyele",0.510798423,0.612286539,0.46111496,0.390906177,2,"may","Urban areas",0.353306712,0.421435221,0.53,1226
"1161",1161,"Atiba","Akinyele",2020,"Atiba",0.8,0.55,0.341630826,0.623333334,1,"may","PBO",0.383570526,0.738512057,0.65,131
"1162",1162,"Atiba","Akinyele",2023,"Atiba",0.8,0.55,0.341630826,0.623333334,2,"may","PBO",0.383570526,0.738512057,0.65,1226
"1163",1163,"Egbeda","Akinyele",2020,"Egbeda",0.521114125,0.616126523,0.349563127,0.464132016,1,"may","Urban areas",0.298595531,0.37639044,0.53,131
"1164",1164,"Egbeda","Akinyele",2023,"Egbeda",0.521114125,0.616126523,0.349563127,0.464132016,2,"may","Urban areas",0.298595531,0.37639044,0.53,1226
"1165",1165,"Ibadan North","Owan East",2020,"Ibadan North",0.418691052,0.451902671,0.246465423,0.277140859,1,"march","Urban areas",0.309361845,0.385220242,0.53,70
"1166",1166,"Ibadan North","Owan East",2023,"Ibadan North",0.418691052,0.451902671,0.246465423,0.277140859,2,"march","Urban areas",0.309361845,0.385220242,0.53,1165
"1167",1167,"Ibadan North East","Owan East",2020,"Ibadan North East",0.576190476,0.628571428,0.6875,0.62173913,1,"march","Urban areas",0.294659555,0.373170294,0.53,70
"1168",1168,"Ibadan North East","Owan East",2023,"Ibadan North East",0.576190476,0.628571428,0.6875,0.62173913,2,"march","Urban areas",0.294659555,0.373170294,0.53,1165
"1169",1169,"Ibadan North West","Owan East",2020,"Ibadan North West",0.355767881,0.519694825,0.343035257,0.329652723,1,"march","Urban areas",0.316280901,0.390908593,0.53,70
"1170",1170,"Ibadan North West","Owan East",2023,"Ibadan North West",0.355767881,0.519694825,0.343035257,0.329652723,2,"march","Urban areas",0.316280901,0.390908593,0.53,1165
"1171",1171,"Ibarapa Central","Akinyele",2020,"Ibarapa Central",0.393587757,0.412686063,0.493429442,0.566546793,1,"may","PBO",0.381160727,0.738243305,0.65,131
"1172",1172,"Ibarapa Central","Akinyele",2023,"Ibarapa Central",0.393587757,0.412686063,0.493429442,0.566546793,2,"may","PBO",0.381160727,0.738243305,0.65,1226
"1173",1173,"Ibarapa East","Oke-Ero",2020,"Ibarapa East",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.343403438,0.73310991,0.65,186
"1174",1174,"Ibarapa East","Oke-Ero",2023,"Ibarapa East",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.343403438,0.73310991,0.65,1281
"1175",1175,"Ibarapa North","Oke-Ero",2020,"Ibarapa North",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.369500036,0.73685293,0.65,186
"1176",1176,"Ibarapa North","Oke-Ero",2023,"Ibarapa North",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.369500036,0.73685293,0.65,1281
"1177",1177,"Ido","Akinyele",2020,"Ido",0.557381345,0.540242577,0.392255892,0.359558805,1,"may","Urban areas",0.349706785,0.418466109,0.53,131
"1178",1178,"Ido","Akinyele",2023,"Ido",0.557381345,0.540242577,0.392255892,0.359558805,2,"may","Urban areas",0.349706785,0.418466109,0.53,1226
"1179",1179,"Irepo","Oke-Ero",2020,"Irepo",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.40196685,0.740377609,0.65,186
"1180",1180,"Irepo","Oke-Ero",2023,"Irepo",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.40196685,0.740377609,0.65,1281
"1181",1181,"Ogo Oluwa","Oke-Ero",2020,"Ogo Oluwa",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.439422178,0.743346299,0.65,186
"1182",1182,"Ogo Oluwa","Oke-Ero",2023,"Ogo Oluwa",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.439422178,0.743346299,0.65,1281
"1183",1183,"Olorunsogo","Oke-Ero",2020,"Olorunsogo",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.414397427,0.741472937,0.65,186
"1184",1184,"Olorunsogo","Oke-Ero",2023,"Olorunsogo",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.414397427,0.741472937,0.65,1281
"1185",1185,"Oluyole","Oke-Ero",2020,"Oluyole",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.288412035,0.721029342,0.65,186
"1186",1186,"Oluyole","Oke-Ero",2023,"Oluyole",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.288412035,0.721029342,0.65,1281
"1187",1187,"Ona-Ara","Akinyele",2020,"Ona-Ara",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","Urban areas",0.28722207,0.36709896,0.53,131
"1188",1188,"Ona-Ara","Akinyele",2023,"Ona-Ara",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","Urban areas",0.28722207,0.36709896,0.53,1226
"1189",1189,"Orelope","Oke-Ero",2020,"Orelope",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.392367103,0.739443491,0.65,186
"1190",1190,"Orelope","Oke-Ero",2023,"Orelope",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.392367103,0.739443491,0.65,1281
"1191",1191,"Ori Ire","Oke-Ero",2020,"Ori Ire",0.275,0.33,0.261904762,0.46,1,"july","PBO",0.343662506,0.733152018,0.65,186
"1192",1192,"Ori Ire","Oke-Ero",2023,"Ori Ire",0.275,0.33,0.261904762,0.46,2,"july","PBO",0.343662506,0.733152018,0.65,1281
"1193",1193,"Oyo West","Akinyele",2020,"Oyo West",0.500000001,0.157142857,0.055,0.257446808,1,"may","PBO",0.423437594,0.742197038,0.65,131
"1194",1194,"Oyo West","Akinyele",2023,"Oyo West",0.500000001,0.157142857,0.055,0.257446808,2,"may","PBO",0.423437594,0.742197038,0.65,1226
"1195",1195,"Saki East","Oke-Ero",2020,"Saki East",0.282151704,0.218858716,0.058495462,0.461847109,1,"july","PBO",0.45017239,0.744035901,0.65,186
"1196",1196,"Saki East","Oke-Ero",2023,"Saki East",0.282151704,0.218858716,0.058495462,0.461847109,2,"july","PBO",0.45017239,0.744035901,0.65,1281
"1197",1197,"Saki West","Akinyele",2020,"Saki West",0.433225288,0.454401825,0.382228113,0.509541151,1,"may","PBO",0.443453887,0.743612252,0.65,131
"1198",1198,"Saki West","Akinyele",2023,"Saki West",0.433225288,0.454401825,0.382228113,0.509541151,2,"may","PBO",0.443453887,0.743612252,0.65,1226
"1199",1199,"Surulere2","Oke-Ero",2020,"Surulere2",0.173684211,0.488888888,0.48125,0.391525423,1,"july","PBO",0.412184156,0.741286694,0.65,186
"1200",1200,"Surulere2","Oke-Ero",2023,"Surulere2",0.173684211,0.488888888,0.48125,0.391525423,2,"july","PBO",0.412184156,0.741286694,0.65,1281
"1201",1201,"Barikin Ladi","Soba",2020,"Barikin Ladi",0.68875398,0.567123234,0.474982048,0.535030975,1,"july","PBO",0.436851373,0.743171913,0.65,186
"1202",1202,"Barikin Ladi","Soba",2023,"Barikin Ladi",0.68875398,0.567123234,0.474982048,0.535030975,2,"july","PBO",0.436851373,0.743171913,0.65,1281
"1203",1203,"Bassa2","Soba",2020,"Bassa2",0.277094311,0.201189583,0.145861491,0.240593185,1,"july","PBO",0.472509448,0.745286854,0.65,186
"1204",1204,"Bassa2","Soba",2023,"Bassa2",0.277094311,0.201189583,0.145861491,0.240593185,2,"july","PBO",0.472509448,0.745286854,0.65,1281
"1205",1205,"Bokkos","Giwa",2020,"Bokkos",0.588923687,0.507228493,0.245209126,0.369838464,1,"august","PBO",0.504790752,0.746742417,0.655470906,223
"1206",1206,"Bokkos","Giwa",2023,"Bokkos",0.588923687,0.507228493,0.245209126,0.369838464,2,"august","PBO",0.504790752,0.746742417,0.655470906,1318
"1207",1207,"Jos East","Soba",2020,"Jos East",0.65,0.305555556,0.244444444,0.471428572,1,"july","PBO",0.522538958,0.747401474,0.685326633,186
"1208",1208,"Jos East","Soba",2023,"Jos East",0.65,0.305555556,0.244444444,0.471428572,2,"july","PBO",0.522538958,0.747401474,0.685326633,1281
"1209",1209,"Jos North","Soba",2020,"Jos North",0.57479126,0.353267021,0.251518067,0.442409019,1,"july","Urban areas",0.493441356,0.533403445,0.53,186
"1210",1210,"Jos North","Soba",2023,"Jos North",0.57479126,0.353267021,0.251518067,0.442409019,2,"july","Urban areas",0.493441356,0.533403445,0.53,1281
"1211",1211,"Jos South","Soba",2020,"Jos South",0.576110919,0.283045285,0.267945247,0.356178819,1,"july","Urban areas",0.463767002,0.510654246,0.53,186
"1212",1212,"Jos South","Soba",2023,"Jos South",0.576110919,0.283045285,0.267945247,0.356178819,2,"july","Urban areas",0.463767002,0.510654246,0.53,1281
"1213",1213,"Kanam","Alkaleri",2020,"Kanam",0.582164661,0.43991963,0.368717831,0.432969382,1,"july","PBO",0.551419778,0.748305371,0.728631858,186
"1214",1214,"Kanam","Alkaleri",2023,"Kanam",0.582164661,0.43991963,0.368717831,0.432969382,2,"july","PBO",0.551419778,0.748305371,0.728631858,1281
"1215",1215,"Kanke","Alkaleri",2020,"Kanke",0.465249619,0.338925315,0.348306233,0.455965857,1,"july","PBO",0.64202109,0.750207233,0.8295543,186
"1216",1216,"Kanke","Alkaleri",2023,"Kanke",0.465249619,0.338925315,0.348306233,0.455965857,2,"july","PBO",0.64202109,0.750207233,0.8295543,1281
"1217",1217,"Langtang North","Alkaleri",2020,"Langtang North",0.366666666,0.33,0.496774193,0.496774193,1,"july","PBO",0.48717115,0.74599366,0.65,186
"1218",1218,"Langtang North","Alkaleri",2023,"Langtang North",0.366666666,0.33,0.496774193,0.496774193,2,"july","PBO",0.48717115,0.74599366,0.65,1281
"1219",1219,"Langtang South","Keana",2020,"Langtang South",0.559760395,0.396570592,0.380322221,0.488027946,1,"august","PBO",0.543573071,0.748078178,0.717479103,223
"1220",1220,"Langtang South","Keana",2023,"Langtang South",0.559760395,0.396570592,0.380322221,0.488027946,2,"august","PBO",0.543573071,0.748078178,0.717479103,1318
"1221",1221,"Mangu","Darazo",2020,"Mangu",0.674515394,0.551356598,0.393002812,0.511896535,1,"july","PBO",0.474874026,0.74540649,0.65,186
"1222",1222,"Mangu","Darazo",2023,"Mangu",0.674515394,0.551356598,0.393002812,0.511896535,2,"july","PBO",0.474874026,0.74540649,0.65,1281
"1223",1223,"Mikang","Alkaleri",2020,"Mikang",0.532988189,0.41991247,0.372428961,0.547274324,1,"july","PBO",0.413678475,0.741412838,0.65,186
"1224",1224,"Mikang","Alkaleri",2023,"Mikang",0.532988189,0.41991247,0.372428961,0.547274324,2,"july","PBO",0.413678475,0.741412838,0.65,1281
"1225",1225,"Abua/Odual","Ahoada West",2020,"Abua-Odual",0.160149164,0.330012791,0.10461049,0.1071393,1,"may","PBO",0.255950957,0.709612874,0.65,131
"1226",1226,"Abua/Odual","Ahoada West",2023,"Abua-Odual",0.160149164,0.330012791,0.10461049,0.1071393,2,"may","PBO",0.255950957,0.709612874,0.65,1226
"1227",1227,"Pankshin","Alkaleri",2020,"Pankshin",0.23894154,0.208625493,0.295635758,0.310037441,1,"july","PBO",0.526813534,0.747547566,0.69213601,186
"1228",1228,"Pankshin","Alkaleri",2023,"Pankshin",0.23894154,0.208625493,0.295635758,0.310037441,2,"july","PBO",0.526813534,0.747547566,0.69213601,1281
"1229",1229,"Qua'an Pan","Keana",2020,"Qua'an Pan",0.411197768,0.311896239,0.254523618,0.382220015,1,"august","PBO",0.569366691,0.748779939,0.752532968,223
"1230",1230,"Qua'an Pan","Keana",2023,"Qua'an Pan",0.411197768,0.311896239,0.254523618,0.382220015,2,"august","PBO",0.569366691,0.748779939,0.752532968,1318
"1231",1231,"Riyom","Soba",2020,"Riyom",0.704,0.707142857,0.785714285,0.510714285,1,"july","PBO",0.581840921,0.749076616,0.767900764,186
"1232",1232,"Riyom","Soba",2023,"Riyom",0.704,0.707142857,0.785714285,0.510714285,2,"july","PBO",0.581840921,0.749076616,0.767900764,1281
"1233",1233,"Shendam","Keana",2020,"Shendam",0.346495706,0.157674548,0.208646202,0.29197858,1,"august","PBO",0.510631455,0.746969104,0.665583743,223
"1234",1234,"Shendam","Keana",2023,"Shendam",0.346495706,0.157674548,0.208646202,0.29197858,2,"august","PBO",0.510631455,0.746969104,0.665583743,1318
"1235",1235,"Wase","Alkaleri",2020,"Wase",0.361538465,0.287614659,0.240740729,0.31216217,1,"july","PBO",0.505206823,0.7467589,0.656200857,186
"1236",1236,"Wase","Alkaleri",2023,"Wase",0.361538465,0.287614659,0.240740729,0.31216217,2,"july","PBO",0.505206823,0.7467589,0.656200857,1281
"1237",1237,"Ahoada East","Ahoada West",2020,"Ahoada East",0.1295977,0.290356526,0.04978102,0.075006518,1,"may","PBO",0.212067193,0.685335866,0.65,131
"1238",1238,"Ahoada East","Ahoada West",2023,"Ahoada East",0.1295977,0.290356526,0.04978102,0.075006518,2,"may","PBO",0.212067193,0.685335866,0.65,1226
"1239",1239,"Ahoada West","Ahoada West",2020,"Ahoada West",0.122222222,0.290356526,0.252008703,0.22,1,"may","PBO",0.212747654,0.685818488,0.65,131
"1240",1240,"Ahoada West","Ahoada West",2023,"Ahoada West",0.122222222,0.290356526,0.252008703,0.22,2,"may","PBO",0.212747654,0.685818488,0.65,1226
"1241",1241,"Andoni","Nsit Ubium",2020,"Andoni",0.609204188,0.774348112,0.611146372,0.477466612,1,"june","PBO",0.187807527,0.66524829,0.65,162
"1242",1242,"Andoni","Nsit Ubium",2023,"Andoni",0.609204188,0.774348112,0.611146372,0.477466612,2,"june","PBO",0.187807527,0.66524829,0.65,1257
"1243",1243,"Asari-Toru","Ahoada West",2020,"Asari-Toru",0.499462314,0.54350704,0.406312645,0.286015858,1,"may","PBO",0.231108823,0.697447259,0.65,131
"1244",1244,"Asari-Toru","Ahoada West",2023,"Asari-Toru",0.499462314,0.54350704,0.406312645,0.286015858,2,"may","PBO",0.231108823,0.697447259,0.65,1226
"1245",1245,"Bonny","Nsit Ubium",2020,"Bonny",0.20321378,0.335098391,0.078572194,0.119606444,1,"june","PBO",0.215646982,0.687830777,0.65,162
"1246",1246,"Bonny","Nsit Ubium",2023,"Bonny",0.20321378,0.335098391,0.078572194,0.119606444,2,"june","PBO",0.215646982,0.687830777,0.65,1257
"1247",1247,"Eleme","Ahoada West",2020,"Eleme",0.368054173,0.280350986,0.18868715,0.295585332,1,"may","Urban areas",0.25030862,0.337309328,0.53,131
"1248",1248,"Eleme","Ahoada West",2023,"Eleme",0.368054173,0.280350986,0.18868715,0.295585332,2,"may","Urban areas",0.25030862,0.337309328,0.53,1226
"1249",1249,"Emohua","Ahoada West",2020,"Emohua",0.513333334,0.235714285,0.347368421,0.208620689,1,"may","PBO",0.246521171,0.705410924,0.65,131
"1250",1250,"Emohua","Ahoada West",2023,"Emohua",0.513333334,0.235714285,0.347368421,0.208620689,2,"may","PBO",0.246521171,0.705410924,0.65,1226
"1251",1251,"Etche","Ngor-Okpala",2020,"Etche",0.208264466,0.292188823,0.29904642,0.287626372,1,"june","PBO",0.253940946,0.70875579,0.65,162
"1252",1252,"Etche","Ngor-Okpala",2023,"Etche",0.208264466,0.292188823,0.29904642,0.287626372,2,"june","PBO",0.253940946,0.70875579,0.65,1257
"1253",1253,"Gokana","Nsit Ubium",2020,"Gokana",0.242030502,0.253781758,0.122049352,0.190973589,1,"june","PBO",0.297628692,0.72358026,0.65,162
"1254",1254,"Gokana","Nsit Ubium",2023,"Gokana",0.242030502,0.253781758,0.122049352,0.190973589,2,"june","PBO",0.297628692,0.72358026,0.65,1257
"1255",1255,"Ikwerre","Oru West",2020,"Ikwerre",0.321135903,0.167947032,0.092065988,0.155198028,1,"june","PBO",0.244599108,0.704495644,0.65,162
"1256",1256,"Ikwerre","Oru West",2023,"Ikwerre",0.321135903,0.167947032,0.092065988,0.155198028,2,"june","PBO",0.244599108,0.704495644,0.65,1257
"1257",1257,"Khana","Nsit Ubium",2020,"Khana",0.052380953,0.091666666,0.423076924,0.090163934,1,"june","PBO",0.213023685,0.686013131,0.65,162
"1258",1258,"Khana","Nsit Ubium",2023,"Khana",0.052380953,0.091666666,0.423076924,0.090163934,2,"june","PBO",0.213023685,0.686013131,0.65,1257
"1259",1259,"Obia/Akpor","Ahoada West",2020,"Obia-Akpor",0.281041811,0.213309042,0.211080668,0.272826302,1,"may","Urban areas",0.214169292,0.308907738,0.53,131
"1260",1260,"Obia/Akpor","Ahoada West",2023,"Obia-Akpor",0.281041811,0.213309042,0.211080668,0.272826302,2,"may","Urban areas",0.214169292,0.308907738,0.53,1226
"1261",1261,"Ogba/Egbema/Ndoni","Ahoada West",2020,"Ogba-Egbema-Ndoni",0.439459697,0.171686182,0.128719312,0.155004455,1,"may","PBO",0.223868267,0.693166972,0.65,131
"1262",1262,"Ogba/Egbema/Ndoni","Ahoada West",2023,"Ogba-Egbema-Ndoni",0.439459697,0.171686182,0.128719312,0.155004455,2,"may","PBO",0.223868267,0.693166972,0.65,1226
"1263",1263,"Ogu/Bolo","Nsit Ubium",2020,"Ogu-Bolo",0.367911148,0.323612356,0.22282598,0.25060397,1,"june","PBO",0.295928591,0.723128951,0.65,162
"1264",1264,"Ogu/Bolo","Nsit Ubium",2023,"Ogu-Bolo",0.367911148,0.323612356,0.22282598,0.25060397,2,"june","PBO",0.295928591,0.723128951,0.65,1257
"1265",1265,"Okrika","Nsit Ubium",2020,"Okrika",0.503783927,0.384965959,0.082049906,0.212443941,1,"june","PBO",0.2595175,0.711085056,0.65,162
"1266",1266,"Okrika","Nsit Ubium",2023,"Okrika",0.503783927,0.384965959,0.082049906,0.212443941,2,"june","PBO",0.2595175,0.711085056,0.65,1257
"1267",1267,"Omumma","Ngor-Okpala",2020,"Omumma",0.160870142,0.176275318,0.121510056,0.214141351,1,"june","PBO",0.307313641,0.725997989,0.65,162
"1268",1268,"Omumma","Ngor-Okpala",2023,"Omumma",0.160870142,0.176275318,0.121510056,0.214141351,2,"june","PBO",0.307313641,0.725997989,0.65,1257
"1269",1269,"Opobo/Nkoro","Nsit Ubium",2020,"Opobo-Nkoro",0.662212077,0.487172299,0.492062852,0.318425241,1,"june","PBO",0.188571483,0.665974784,0.65,162
"1270",1270,"Opobo/Nkoro","Nsit Ubium",2023,"Opobo-Nkoro",0.662212077,0.487172299,0.492062852,0.318425241,2,"june","PBO",0.188571483,0.665974784,0.65,1257
"1271",1271,"Oyigbo","Nsit Ubium",2020,"Oyigbo",0.366666666,0.323612356,0.06875,0.167391304,1,"june","PBO",0.27812843,0.717857195,0.65,162
"1272",1272,"Oyigbo","Nsit Ubium",2023,"Oyigbo",0.366666666,0.323612356,0.06875,0.167391304,2,"june","PBO",0.27812843,0.717857195,0.65,1257
"1273",1273,"Port-Harcourt","Ahoada West",2020,"Port-Harcourt",0.262582668,0.32408827,0.363709661,0.226106,1,"may","Urban areas",0.218124383,0.311971015,0.53,131
"1274",1274,"Port-Harcourt","Ahoada West",2023,"Port-Harcourt",0.262582668,0.32408827,0.363709661,0.226106,2,"may","Urban areas",0.218124383,0.311971015,0.53,1226
"1275",1275,"Tai","Nsit Ubium",2020,"Tai",0.153488365,0.170945928,0.124042555,0.136006258,1,"june","PBO",0.305338962,0.725525368,0.65,162
"1276",1276,"Tai","Nsit Ubium",2023,"Tai",0.153488365,0.170945928,0.124042555,0.136006258,2,"june","PBO",0.305338962,0.725525368,0.65,1257
"1277",1277,"Binji","Gawabawa",2020,"Binji",0.513333334,0.488888888,0.319354839,0.804347826,1,"august","PBO",0.828234368,0.751951671,0.933048944,223
"1278",1278,"Binji","Gawabawa",2023,"Binji",0.513333334,0.488888888,0.319354839,0.804347826,2,"august","PBO",0.828234368,0.751951671,0.933048944,1318
"1279",1279,"Bodinga","Gawabawa",2020,"Bodinga",0.470645124,0.297948826,0.434277323,0.656428455,1,"august","PBO",0.845274742,0.752040264,0.93841618,223
"1280",1280,"Bodinga","Gawabawa",2023,"Bodinga",0.470645124,0.297948826,0.434277323,0.656428455,2,"august","PBO",0.845274742,0.752040264,0.93841618,1318
"1281",1281,"Dange-Shnsi","Gawabawa",2020,"Dange-Shnsi",0.8,0.582352942,0.183333334,0.827586207,1,"august","PBO",0.776225122,0.75162864,0.913429569,223
"1282",1282,"Dange-Shnsi","Gawabawa",2023,"Dange-Shnsi",0.8,0.582352942,0.183333334,0.827586207,2,"august","PBO",0.776225122,0.75162864,0.913429569,1318
"1283",1283,"Akuku Toru","Ahoada West",2020,"Akuku Toru",0.55,0.761538461,0.423076924,0.264,1,"may","PBO",0.307675695,0.72608356,0.65,131
"1284",1284,"Akuku Toru","Ahoada West",2023,"Akuku Toru",0.55,0.761538461,0.423076924,0.264,2,"may","PBO",0.307675695,0.72608356,0.65,1226
"1285",1285,"Goronyo","Gawabawa",2020,"Goronyo",0.647058823,0.169230769,0.405263158,0.675,1,"august","PBO",0.728302887,0.751240681,0.889990409,223
"1286",1286,"Goronyo","Gawabawa",2023,"Goronyo",0.647058823,0.169230769,0.405263158,0.675,2,"august","PBO",0.728302887,0.751240681,0.889990409,1318
"1287",1287,"Gawabawa","Gawabawa",2020,"Gawabawa",0.492000236,0.209560856,0.258791902,0.574855929,1,"august","PBO",0.808406515,0.751838594,0.926183778,223
"1288",1288,"Gawabawa","Gawabawa",2023,"Gawabawa",0.492000236,0.209560856,0.258791902,0.574855929,2,"august","PBO",0.808406515,0.751838594,0.926183778,1318
"1289",1289,"Illela","Gawabawa",2020,"Illela",0.665697168,0.364876142,0.281260111,0.784451911,1,"august","PBO",0.78404554,0.751682958,0.916727662,223
"1290",1290,"Illela","Gawabawa",2023,"Illela",0.665697168,0.364876142,0.281260111,0.784451911,2,"august","PBO",0.78404554,0.751682958,0.916727662,1318
"1291",1291,"Isa","Rimi",2020,"Isa",0.8,0.62173913,0.293333334,0.606896552,1,"march","PBO",0.799422792,0.751783474,0.922834645,70
"1292",1292,"Isa","Rimi",2023,"Isa",0.8,0.62173913,0.293333334,0.606896552,2,"march","PBO",0.799422792,0.751783474,0.922834645,1165
"1293",1293,"Kebbe","Birnin Kebbi",2020,"Kebbe",0.8,0.676464054,0.588476261,0.8,1,"august","PBO",0.694602402,0.750898345,0.869590762,223
"1294",1294,"Kebbe","Birnin Kebbi",2023,"Kebbe",0.8,0.676464054,0.588476261,0.8,2,"august","PBO",0.694602402,0.750898345,0.869590762,1318
"1295",1295,"Kware","Gawabawa",2020,"Kware",0.613953489,0.430434783,0.162962963,0.761538461,1,"august","PBO",0.839844337,0.752012839,0.936756207,223
"1296",1296,"Kware","Gawabawa",2023,"Kware",0.613953489,0.430434783,0.162962963,0.761538461,2,"august","PBO",0.839844337,0.752012839,0.936756207,1318
"1297",1297,"Rabah","Gawabawa",2020,"Rabah",0.402439025,0.183333334,0.187234043,0.640506329,1,"august","PBO",0.793430134,0.751745258,0.920512443,223
"1298",1298,"Rabah","Gawabawa",2023,"Rabah",0.402439025,0.183333334,0.187234043,0.640506329,2,"august","PBO",0.793430134,0.751745258,0.920512443,1318
"1299",1299,"Shagari","Birnin Kebbi",2020,"Shagari",0.572,0.366666666,0.580555556,0.8,1,"august","PBO",0.765427371,0.75154983,0.908649187,223
"1300",1300,"Shagari","Birnin Kebbi",2023,"Shagari",0.572,0.366666666,0.580555556,0.8,2,"august","PBO",0.765427371,0.75154983,0.908649187,1318
"1301",1301,"Mubi South","Darazo",2020,"Mubi South",0.434852538,0.463662158,0.540424688,0.469831087,1,"july","PBO",0.692375167,0.750873281,0.868110544,186
"1302",1302,"Mubi South","Darazo",2023,"Mubi South",0.434852538,0.463662158,0.540424688,0.469831087,2,"july","PBO",0.692375167,0.750873281,0.868110544,1281
"1303",1303,"Silame","Gawabawa",2020,"Silame",0.780645161,0.761538461,0.77,0.948717949,1,"august","PBO",0.766165395,0.751555363,0.908984572,223
"1304",1304,"Silame","Gawabawa",2023,"Silame",0.780645161,0.761538461,0.77,0.948717949,2,"august","PBO",0.766165395,0.751555363,0.908984572,1318
"1305",1305,"Sokoto North","Gawabawa",2020,"Sokoto North",0.444960126,0.2983065,0.312883832,0.613235668,1,"august","PBO",0.778619091,0.751645507,0.91445347,223
"1306",1306,"Sokoto North","Gawabawa",2023,"Sokoto North",0.444960126,0.2983065,0.312883832,0.613235668,2,"august","PBO",0.778619091,0.751645507,0.91445347,1318
"1307",1307,"Sokoto South","Birnin Kebbi",2020,"Sokoto South",0.508335034,0.411873652,0.444800358,0.75257671,1,"august","PBO",0.80984662,0.751847196,0.926706343,223
"1308",1308,"Sokoto South","Birnin Kebbi",2023,"Sokoto South",0.508335034,0.411873652,0.444800358,0.75257671,2,"august","PBO",0.80984662,0.751847196,0.926706343,1318
"1309",1309,"Tambuwal","Birnin Kebbi",2020,"Tambuwal",0.721497607,0.507304908,0.621761941,0.808849393,1,"august","PBO",0.771427002,0.751594181,0.911338552,223
"1310",1310,"Tambuwal","Birnin Kebbi",2023,"Tambuwal",0.721497607,0.507304908,0.621761941,0.808849393,2,"august","PBO",0.771427002,0.751594181,0.911338552,1318
"1311",1311,"Tureta","Birnin Kebbi",2020,"Tureta",0.600049765,0.2603586,0.30380505,0.662881451,1,"august","PBO",0.792046748,0.751736265,0.919966046,223
"1312",1312,"Tureta","Birnin Kebbi",2023,"Tureta",0.600049765,0.2603586,0.30380505,0.662881451,2,"august","PBO",0.792046748,0.751736265,0.919966046,1318
"1313",1313,"Wamako","Gawabawa",2020,"Wamako",0.461290323,0.500000001,0.458333334,0.451785715,1,"august","PBO",0.797146263,0.751769096,0.921960952,223
"1314",1314,"Wamako","Gawabawa",2023,"Wamako",0.461290323,0.500000001,0.458333334,0.451785715,2,"august","PBO",0.797146263,0.751769096,0.921960952,1318
"1315",1315,"Wurno","Gawabawa",2020,"Wurno",0.622600641,0.484506688,0.494273395,0.8,1,"august","PBO",0.774541035,0.751616645,0.912701594,223
"1316",1316,"Wurno","Gawabawa",2023,"Wurno",0.622600641,0.484506688,0.494273395,0.8,2,"august","PBO",0.774541035,0.751616645,0.912701594,1318
"1317",1317,"Yabo","Gawabawa",2020,"Yabo",0.717391304,0.55,0.466666666,0.822580645,1,"august","PBO",0.745764844,0.751393969,0.899219881,223
"1318",1318,"Yabo","Gawabawa",2023,"Yabo",0.717391304,0.55,0.466666666,0.822580645,2,"august","PBO",0.745764844,0.751393969,0.899219881,1318
"1319",1319,"Ardo-Kola","Keana",2022,"Ardo-Kola",0.55,0.44,0.485294118,0.603225807,1,"august","PBO",0.406347907,0.740777629,0.65,953
"1320",1320,"Ardo-Kola","Keana",2025,"Ardo-Kola",0.55,0.44,0.485294118,0.603225807,2,"august","PBO",0.406347907,0.740777629,0.65,2048
"1321",1321,"Gassol","Keana",2022,"Gassol",0.40470514,0.219389925,0.294529652,0.503230285,1,"august","PBO",0.374978294,0.737525302,0.65,953
