"","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"549",549,"Ngor-Okpala","Ngor-Okpala",2020,"Ngor-Okpala",0.166666667,0.293121089,0.061111112,0.270769231,1,"june","PBO",0.247389039,0.70581743,0.65,162
"550",550,"Ngor-Okpala","Ngor-Okpala",2023,"Ngor-Okpala",0.166666667,0.293121089,0.061111112,0.270769231,2,"june","PBO",0.247389039,0.70581743,0.65,1257
"551",551,"Njaba","Ngor-Okpala",2020,"Njaba",0.334866992,0.09521797,0.039612213,0.036154291,1,"june","PBO",0.25554311,0.70944059,0.65,162
"552",552,"Njaba","Ngor-Okpala",2023,"Njaba",0.334866992,0.09521797,0.039612213,0.036154291,2,"june","PBO",0.25554311,0.70944059,0.65,1257
"553",553,"Nkwerre","Ngor-Okpala",2020,"Nkwerre",0.244213899,0.115452465,0.241236274,0.200841271,1,"june","PBO",0.404085994,0.740573072,0.65,162
"554",554,"Nkwerre","Ngor-Okpala",2023,"Nkwerre",0.244213899,0.115452465,0.241236274,0.200841271,2,"june","PBO",0.404085994,0.740573072,0.65,1257
"555",555,"Nwangele","Ngor-Okpala",2020,"Nwangele",0.334866992,0.293121089,0.241236274,0.293602,1,"june","PBO",0.427322485,0.742491071,0.65,162
"556",556,"Nwangele","Ngor-Okpala",2023,"Nwangele",0.334866992,0.293121089,0.241236274,0.293602,2,"june","PBO",0.427322485,0.742491071,0.65,1257
"557",557,"Oyo East","Akinyele",2020,"Oyo East",0.244444444,0.157142857,0.305555556,0.283333334,1,"may","PBO",0.47806867,0.745564576,0.65,131
"558",558,"Oyo East","Akinyele",2023,"Oyo East",0.244444444,0.157142857,0.305555556,0.283333334,2,"may","PBO",0.47806867,0.745564576,0.65,1226
"559",559,"Oguta","Oru West",2020,"Oguta",0.390322581,0.366666666,0.264,0.323529412,1,"june","PBO",0.21360058,0.68641783,0.65,162
"560",560,"Oguta","Oru West",2023,"Oguta",0.390322581,0.366666666,0.264,0.323529412,2,"june","PBO",0.21360058,0.68641783,0.65,1257
"561",561,"Ohaji/Egbema","Oru West",2020,"Ohaji-Egbema",0.288049463,0.10546678,0.105645245,0.165737733,1,"june","PBO",0.230681852,0.69720507,0.65,162
"562",562,"Ohaji/Egbema","Oru West",2023,"Ohaji-Egbema",0.288049463,0.10546678,0.105645245,0.165737733,2,"june","PBO",0.230681852,0.69720507,0.65,1257
"563",563,"Okigwe","Ngor-Okpala",2020,"Okigwe",0.264,0.211538461,0.075,0.111594203,1,"june","PBO",0.46132433,0.744688974,0.65,162
"564",564,"Okigwe","Ngor-Okpala",2023,"Okigwe",0.264,0.211538461,0.075,0.111594203,2,"june","PBO",0.46132433,0.744688974,0.65,1257
"565",565,"Orlu","Oru West",2020,"Orlu",0.286956522,0.1375,0.146666666,0.173033708,1,"june","PBO",0.36849761,0.736726042,0.65,162
"566",566,"Orlu","Oru West",2023,"Orlu",0.286956522,0.1375,0.146666666,0.173033708,2,"june","PBO",0.36849761,0.736726042,0.65,1257
"567",567,"Orsu","Oru West",2020,"Orsu",0.283711823,0.401429131,0.361206229,0.267699213,1,"june","PBO",0.258149058,0.710527415,0.65,162
"568",568,"Orsu","Oru West",2023,"Orsu",0.283711823,0.401429131,0.361206229,0.267699213,2,"june","PBO",0.258149058,0.710527415,0.65,1257
"569",569,"Oru East","Oru West",2020,"Oru East",0.057894737,0.244444444,0.25,0.183333334,1,"june","PBO",0.187100101,0.664569581,0.65,162
"570",570,"Oru East","Oru West",2023,"Oru East",0.057894737,0.244444444,0.25,0.183333334,2,"june","PBO",0.187100101,0.664569581,0.65,1257
"571",571,"Oru West","Oru West",2020,"Oru West",0.300010026,0.366575686,0.228196671,0.380840793,1,"june","PBO",0.176205894,0.653359801,0.65,162
"572",572,"Oru West","Oru West",2023,"Oru West",0.300010026,0.366575686,0.228196671,0.380840793,2,"june","PBO",0.176205894,0.653359801,0.65,1257
"573",573,"Owerri-Municipal","Oru West",2020,"Owerri-Municipal",0.8125,0.8,0.916666667,0.644285715,1,"june","PBO",0.197408696,0.67390989,0.65,162
"574",574,"Owerri-Municipal","Oru West",2023,"Owerri-Municipal",0.8125,0.8,0.916666667,0.644285715,2,"june","PBO",0.197408696,0.67390989,0.65,1257
"575",575,"Tofa","Taura",2022,"Tofa",0.8,0.605,0.462,0.8,1,"july","PBO",0.825591067,0.751937242,0.932173642,916
"576",576,"Tofa","Taura",2025,"Tofa",0.8,0.605,0.462,0.8,2,"july","PBO",0.825591067,0.751937242,0.932173642,2011
"577",577,"Owerri North","Ngor-Okpala",2020,"Owerri North",0.680952381,0.733333334,0.578947368,0.668627451,1,"june","PBO",0.244109669,0.704259228,0.65,162
"578",578,"Owerri North","Ngor-Okpala",2023,"Owerri North",0.680952381,0.733333334,0.578947368,0.668627451,2,"june","PBO",0.244109669,0.704259228,0.65,1257
"579",579,"Owerri West","Ngor-Okpala",2020,"Owerri West",0.334866992,0.293121089,0.241236274,0.293602,1,"june","PBO",0.204213478,0.679467215,0.65,162
"580",580,"Owerri West","Ngor-Okpala",2023,"Owerri West",0.334866992,0.293121089,0.241236274,0.293602,2,"june","PBO",0.204213478,0.679467215,0.65,1257
"581",581,"Unuimo","Ngor-Okpala",2020,"Unuimo",0.334866992,0.293121089,0.241236274,0.293602,1,"june","PBO",0.474438578,0.745384628,0.65,162
"582",582,"Unuimo","Ngor-Okpala",2023,"Unuimo",0.334866992,0.293121089,0.241236274,0.293602,2,"june","PBO",0.474438578,0.745384628,0.65,1257
"583",583,"Auyo","Taura",2021,"Auyo",0.8,0.761538461,0.8,0.8,1,"july","PBO",0.676553245,0.750685407,0.857079262,551
"584",584,"Auyo","Taura",2024,"Auyo",0.8,0.761538461,0.8,0.8,2,"july","PBO",0.676553245,0.750685407,0.857079262,1646
"585",585,"Babura","Babura",2021,"Babura",0.874582296,0.842755015,0.8,0.861709269,1,"may","PBO",0.754462934,0.751464979,0.903511062,496
"586",586,"Babura","Babura",2024,"Babura",0.874582296,0.842755015,0.8,0.861709269,2,"may","PBO",0.754462934,0.751464979,0.903511062,1591
"587",587,"Biriniwa","Taura",2021,"Biriniwa",0.8,0.711582337,0.947368421,0.8,1,"july","PBO",0.694642094,0.750898789,0.869616984,551
"588",588,"Biriniwa","Taura",2024,"Biriniwa",0.8,0.711582337,0.947368421,0.8,2,"july","PBO",0.694642094,0.750898789,0.869616984,1646
"589",589,"Malam Madori","Taura",2021,"Malam Madori",0.857142857,0.818181818,0.875,0.931034483,1,"july","PBO",0.663624026,0.750518096,0.847355412,551
"590",590,"Malam Madori","Taura",2024,"Malam Madori",0.857142857,0.818181818,0.875,0.931034483,2,"july","PBO",0.663624026,0.750518096,0.847355412,1646
"591",591,"Birni Kudu","Takali",2021,"Birni Kudu",0.879221521,0.8,0.840102739,0.8898771,1,"september","PBO",0.79905925,0.75178119,0.922695814,615
"592",592,"Birni Kudu","Takali",2024,"Birni Kudu",0.879221521,0.8,0.840102739,0.8898771,2,"september","PBO",0.79905925,0.75178119,0.922695814,1710
"593",593,"Buji","Takali",2021,"Buji",0.8,0.47549368,0.604876187,0.86602248,1,"september","PBO",0.759566013,0.751505098,0.905939135,615
"594",594,"Buji","Takali",2024,"Buji",0.8,0.47549368,0.604876187,0.86602248,2,"september","PBO",0.759566013,0.751505098,0.905939135,1710
"595",595,"Jahun","Taura",2021,"Jahun",0.906724843,0.88129703,0.8,0.931820208,1,"july","PBO",0.743526887,0.751375143,0.898083766,551
"596",596,"Jahun","Taura",2024,"Jahun",0.906724843,0.88129703,0.8,0.931820208,2,"july","PBO",0.743526887,0.751375143,0.898083766,1646
"597",597,"Dutse","Takali",2021,"Dutse",0.8,0.8758553,0.684668881,0.8,1,"september","PBO",0.790579855,0.751726658,0.919382366,615
"598",598,"Dutse","Takali",2024,"Dutse",0.8,0.8758553,0.684668881,0.8,2,"september","PBO",0.790579855,0.751726658,0.919382366,1710
"599",599,"Gagarawa","Taura",2021,"Gagarawa",0.923076923,0.972222222,0.871794872,0.942028986,1,"july","PBO",0.716266925,0.751125931,0.883116947,551
"600",600,"Gagarawa","Taura",2024,"Gagarawa",0.923076923,0.972222222,0.871794872,0.942028986,2,"july","PBO",0.716266925,0.751125931,0.883116947,1646
"601",601,"Kafin Hausa","Taura",2021,"Kafin Hausa",0.950194866,0.840231475,0.908210855,0.972138948,1,"july","PBO",0.673182764,0.750643042,0.854607934,551
"602",602,"Kafin Hausa","Taura",2024,"Kafin Hausa",0.950194866,0.840231475,0.908210855,0.972138948,2,"july","PBO",0.673182764,0.750643042,0.854607934,1646
"603",603,"Garki","Babura",2021,"Garki",0.944444444,0.878787879,0.952380952,0.932432432,1,"may","PBO",0.74078424,0.751351753,0.896673119,496
"604",604,"Garki","Babura",2024,"Garki",0.944444444,0.878787879,0.952380952,0.932432432,2,"may","PBO",0.74078424,0.751351753,0.896673119,1591
"605",605,"Gumel","Babura",2021,"Gumel",0.813953488,0.814814815,0.9,0.983050847,1,"may","PBO",0.765232277,0.751548364,0.908560313,496
"606",606,"Gumel","Babura",2024,"Gumel",0.813953488,0.814814815,0.9,0.983050847,2,"may","PBO",0.765232277,0.751548364,0.908560313,1591
"607",607,"Guri","Taura",2021,"Guri",0.8,0.711582337,0.664015901,0.8,1,"july","PBO",0.666612333,0.750557938,0.849662142,551
"608",608,"Guri","Taura",2024,"Guri",0.8,0.711582337,0.664015901,0.8,2,"july","PBO",0.666612333,0.750557938,0.849662142,1646
"609",609,"Gwaram","Takali",2021,"Gwaram",0.836572687,0.813620788,0.772530945,0.915806931,1,"september","PBO",0.770852463,0.751589995,0.911084643,615
"610",610,"Gwaram","Takali",2024,"Gwaram",0.836572687,0.813620788,0.772530945,0.915806931,2,"september","PBO",0.770852463,0.751589995,0.911084643,1710
"611",611,"Gwiwa","Babura",2021,"Gwiwa",0.942307692,0.903225806,0.838709677,0.951612903,1,"may","PBO",0.668371704,0.750581059,0.85100333,496
"612",612,"Gwiwa","Babura",2024,"Gwiwa",0.942307692,0.903225806,0.838709677,0.951612903,2,"may","PBO",0.668371704,0.750581059,0.85100333,1591
"613",613,"Hadejia","Taura",2021,"Hadejia",0.8,0.711582337,0.664015901,0.8,1,"july","PBO",0.636447966,0.750120016,0.82462414,551
"614",614,"Hadejia","Taura",2024,"Hadejia",0.8,0.711582337,0.664015901,0.8,2,"july","PBO",0.636447966,0.750120016,0.82462414,1646
"615",615,"Kaugama","Taura",2021,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,1,"july","PBO",0.649987707,0.750326737,0.836355656,551
"616",616,"Kaugama","Taura",2024,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,2,"july","PBO",0.649987707,0.750326737,0.836355656,1646
"617",617,"Kazaure","Babura",2021,"Kazaure",0.867924528,0.8,0.8,0.949367089,1,"may","PBO",0.72677407,0.751226535,0.889141293,496
"618",618,"Kazaure","Babura",2024,"Kazaure",0.867924528,0.8,0.8,0.949367089,2,"may","PBO",0.72677407,0.751226535,0.889141293,1591
"619",619,"Kiri Kasamma","Taura",2021,"Kiri Kasamma",0.95426831,0.931417983,0.902249808,0.953359679,1,"july","PBO",0.673959786,0.750652885,0.855181572,551
"620",620,"Kiri Kasamma","Taura",2024,"Kiri Kasamma",0.95426831,0.931417983,0.902249808,0.953359679,2,"july","PBO",0.673959786,0.750652885,0.855181572,1646
"621",621,"Tsanyawa","Gwarzo",2022,"Tsanyawa",0.914893617,0.717391304,0.672222222,0.873015873,1,"august","PBO",0.716116255,0.751124444,0.883028112,953
"622",622,"Tsanyawa","Gwarzo",2025,"Tsanyawa",0.914893617,0.717391304,0.672222222,0.873015873,2,"august","PBO",0.716116255,0.751124444,0.883028112,2048
"623",623,"Miga","Taura",2021,"Miga",0.8,0.916666667,0.962962963,0.97826087,1,"july","PBO",0.71898178,0.751152503,0.884705609,551
"624",624,"Miga","Taura",2024,"Miga",0.8,0.916666667,0.962962963,0.97826087,2,"july","PBO",0.71898178,0.751152503,0.884705609,1646
"625",625,"Ringim","Taura",2021,"Ringim",0.828571429,0.95,0.846153846,0.970149254,1,"july","PBO",0.733954558,0.751291935,0.89307077,551
"626",626,"Ringim","Taura",2024,"Ringim",0.828571429,0.95,0.846153846,0.970149254,2,"july","PBO",0.733954558,0.751291935,0.89307077,1646
"627",627,"Roni","Babura",2021,"Roni",0.789342858,0.71631893,0.703265219,0.787189086,1,"may","PBO",0.684763375,0.750785097,0.862918381,496
"628",628,"Roni","Babura",2024,"Roni",0.789342858,0.71631893,0.703265219,0.787189086,2,"may","PBO",0.684763375,0.750785097,0.862918381,1591
"629",629,"Taura","Taura",2021,"Taura",0.822222222,0.8,0.682758621,0.841269841,1,"july","PBO",0.802187286,0.751800708,0.923881864,551
"630",630,"Taura","Taura",2024,"Taura",0.822222222,0.8,0.682758621,0.841269841,2,"july","PBO",0.802187286,0.751800708,0.923881864,1646
"631",631,"Yankwashi","Babura",2021,"Yankwashi",0.906122861,0.8,0.818889593,0.939150636,1,"may","PBO",0.686545172,0.750806097,0.864152546,496
"632",632,"Yankwashi","Babura",2024,"Yankwashi",0.906122861,0.8,0.818889593,0.939150636,2,"may","PBO",0.686545172,0.750806097,0.864152546,1591
"633",633,"Kiyawa","Takali",2021,"Kiyawa",0.836363636,0.767441861,0.564864865,0.823529412,1,"september","PBO",0.77870611,0.751646116,0.914490448,615
"634",634,"Kiyawa","Takali",2024,"Kiyawa",0.836363636,0.767441861,0.564864865,0.823529412,2,"september","PBO",0.77870611,0.751646116,0.914490448,1710
"635",635,"Dutsi","Rimi",2021,"Dutsi",0.8,0.748,0.665789474,0.778461539,1,"march","PBO",0.62280068,0.749892964,0.811924626,435
"636",636,"Dutsi","Rimi",2024,"Dutsi",0.8,0.748,0.665789474,0.778461539,2,"march","PBO",0.62280068,0.749892964,0.811924626,1530
"637",637,"Birnin-Gwari","Giwa",2022,"Birnin-Gwari",0.640976811,0.516316628,0.360808575,0.585563767,1,"august","PBO",0.585660468,0.749162513,0.772412531,953
"638",638,"Birnin-Gwari","Giwa",2025,"Birnin-Gwari",0.640976811,0.516316628,0.360808575,0.585563767,2,"august","PBO",0.585660468,0.749162513,0.772412531,2048
"639",639,"Kajuru","Soba",2022,"Kajuru",0.928571429,0.8,0.528,0.717391304,1,"july","PBO",0.492999945,0.746252749,0.65,916
"640",640,"Kajuru","Soba",2025,"Kajuru",0.928571429,0.8,0.528,0.717391304,2,"july","PBO",0.492999945,0.746252749,0.65,2011
"641",641,"Chikun","Soba",2022,"Chikun",0.8,0.846153846,0.572,0.559322034,1,"july","Urban areas",0.576988044,0.59294545,0.683659429,916
"642",642,"Chikun","Soba",2025,"Chikun",0.8,0.846153846,0.572,0.559322034,2,"july","Urban areas",0.576988044,0.59294545,0.683659429,2011
"643",643,"Giwa","Giwa",2022,"Giwa",0.8,0.641751927,0.458575558,0.792196928,1,"august","PBO",0.58231661,0.749087435,0.768467517,953
"644",644,"Giwa","Giwa",2025,"Giwa",0.8,0.641751927,0.458575558,0.792196928,2,"august","PBO",0.58231661,0.749087435,0.768467517,2048
"645",645,"Koko/Besse","Birnin Kebbi",2021,"Koko-Besse",0.950888927,0.844308444,0.742512181,0.85687547,1,"august","PBO",0.576157564,0.748944594,0.761021008,588
"646",646,"Koko/Besse","Birnin Kebbi",2024,"Koko-Besse",0.950888927,0.844308444,0.742512181,0.85687547,2,"august","PBO",0.576157564,0.748944594,0.761021008,1683
"647",647,"Igabi","Soba",2022,"Igabi",0.622612432,0.581146784,0.480320822,0.52995671,1,"july","PBO",0.531995981,0.747718623,0.700200269,916
"648",648,"Igabi","Soba",2025,"Igabi",0.622612432,0.581146784,0.480320822,0.52995671,2,"july","PBO",0.531995981,0.747718623,0.700200269,2011
"649",649,"Ikara","Soba",2022,"Ikara",0.696302297,0.519769504,0.638837841,0.664658144,1,"july","PBO",0.757882326,0.751491984,0.905145185,916
"650",650,"Ikara","Soba",2025,"Ikara",0.696302297,0.519769504,0.638837841,0.664658144,2,"july","PBO",0.757882326,0.751491984,0.905145185,2011
"651",651,"Jaba","Oke-Ero",2022,"Jaba",0.611111112,0.55,0.3,0.576190476,1,"july","PBO",0.493173179,0.74626027,0.65,916
"652",652,"Jaba","Oke-Ero",2025,"Jaba",0.611111112,0.55,0.3,0.576190476,2,"july","PBO",0.493173179,0.74626027,0.65,2011
"653",653,"Ogori/Mangongo","Owan East",2020,"Ogori-Mangongo",0.510874923,0.460841336,0.37820413,0.418134681,1,"march","PBO",0.310733482,0.726793178,0.65,70
"654",654,"Ogori/Mangongo","Owan East",2023,"Ogori-Mangongo",0.510874923,0.460841336,0.37820413,0.418134681,2,"march","PBO",0.310733482,0.726793178,0.65,1165
"655",655,"Jema'a","Soba",2022,"Jema'a",0.518974354,0.295717681,0.275152518,0.465984823,1,"july","PBO",0.50980792,0.746937746,0.664175216,916
"656",656,"Jema'a","Soba",2025,"Jema'a",0.518974354,0.295717681,0.275152518,0.465984823,2,"july","PBO",0.50980792,0.746937746,0.664175216,2011
"657",657,"Kachia","Ngor-Okpala",2022,"Kachia",0.541418071,0.521373651,0.414933948,0.420695718,1,"june","PBO",0.53616272,0.747851526,0.706534734,892
"658",658,"Kachia","Ngor-Okpala",2025,"Kachia",0.541418071,0.521373651,0.414933948,0.420695718,2,"june","PBO",0.53616272,0.747851526,0.706534734,1987
"659",659,"Kaduna North","Soba",2022,"Kaduna North",0.240495873,0.280434782,0.175221237,0.098084205,1,"july","Urban areas",0.657446265,0.642698146,0.788569436,916
"660",660,"Kaduna North","Soba",2025,"Kaduna North",0.240495873,0.280434782,0.175221237,0.098084205,2,"july","Urban areas",0.657446265,0.642698146,0.788569436,2011
"661",661,"Kudan","Giwa",2022,"Kudan",0.8,0.643473949,0.755477688,0.750976554,1,"august","PBO",0.715360241,0.751116965,0.882581298,953
"662",662,"Kudan","Giwa",2025,"Kudan",0.8,0.643473949,0.755477688,0.750976554,2,"august","PBO",0.715360241,0.751116965,0.882581298,2048
"663",663,"Kagarko","Oke-Ero",2022,"Kagarko",0.869565217,0.366666666,0.388235294,0.55,1,"july","PBO",0.616828924,0.749787188,0.806075682,916
"664",664,"Kagarko","Oke-Ero",2025,"Kagarko",0.869565217,0.366666666,0.388235294,0.55,2,"july","PBO",0.616828924,0.749787188,0.806075682,2011
"665",665,"Kaura","Soba",2022,"Kaura",0.904761905,0.628571428,0.644827587,0.582352942,1,"july","PBO",0.544538981,0.748106839,0.7188759,916
"666",666,"Kaura","Soba",2025,"Kaura",0.904761905,0.628571428,0.644827587,0.582352942,2,"july","PBO",0.544538981,0.748106839,0.7188759,2011
"667",667,"Kauru","Soba",2022,"Kauru",0.954545455,0.567123234,0.733333334,0.838235294,1,"july","PBO",0.435728811,0.743094562,0.65,916
"668",668,"Kauru","Soba",2025,"Kauru",0.954545455,0.567123234,0.733333334,0.838235294,2,"july","PBO",0.435728811,0.743094562,0.65,2011
"669",669,"Kubau","Soba",2022,"Kubau",0.811072268,0.786477206,0.610446313,0.715967945,1,"july","PBO",0.686299075,0.75080321,0.863982776,916
"670",670,"Kubau","Soba",2025,"Kubau",0.811072268,0.786477206,0.610446313,0.715967945,2,"july","PBO",0.686299075,0.75080321,0.863982776,2011
"671",671,"Lere","Soba",2022,"Lere",0.864,0.783475783,0.628466176,0.789895721,1,"july","PBO",0.49638178,0.746397774,0.65,916
"672",672,"Lere","Soba",2025,"Lere",0.864,0.783475783,0.628466176,0.789895721,2,"july","PBO",0.49638178,0.746397774,0.65,2011
"673",673,"Markafi","Gwarzo",2022,"Markafi",0.776548059,0.667543792,0.559510828,0.762951868,1,"august","PBO",0.721594857,0.751177694,0.886213404,953
"674",674,"Markafi","Gwarzo",2025,"Markafi",0.776548059,0.667543792,0.559510828,0.762951868,2,"august","PBO",0.721594857,0.751177694,0.886213404,2048
"675",675,"Sabon-Gari","Soba",2022,"Sabon-Gari",0.668653431,0.390160843,0.398173329,0.411494487,1,"july","Urban areas",0.655108883,0.641366645,0.7861038,916
"676",676,"Sabon-Gari","Soba",2025,"Sabon-Gari",0.668653431,0.390160843,0.398173329,0.411494487,2,"july","Urban areas",0.655108883,0.641366645,0.7861038,2011
"677",677,"Sanga","Soba",2022,"Sanga",0.77,0.595833334,0.8,0.559016393,1,"july","PBO",0.447246758,0.743854343,0.65,916
"678",678,"Sanga","Soba",2025,"Sanga",0.77,0.595833334,0.8,0.559016393,2,"july","PBO",0.447246758,0.743854343,0.65,2011
"679",679,"Soba","Soba",2022,"Soba",0.843427297,0.8,0.8,0.740544497,1,"july","PBO",0.582055388,0.749081498,0.76815646,916
"680",680,"Soba","Soba",2025,"Soba",0.843427297,0.8,0.8,0.740544497,2,"july","PBO",0.582055388,0.749081498,0.76815646,2011
"681",681,"Zango-Kataf","Soba",2022,"Zango-Kataf",0.671654632,0.59173808,0.700704032,0.8,1,"july","PBO",0.379476754,0.738051863,0.65,916
"682",682,"Zango-Kataf","Soba",2025,"Zango-Kataf",0.671654632,0.59173808,0.700704032,0.8,2,"july","PBO",0.379476754,0.738051863,0.65,2011
"683",683,"Zaria","Soba",2022,"Zaria",0.681384216,0.438903029,0.359349716,0.404486447,1,"july","Urban areas",0.608376269,0.6133025,0.729885298,916
"684",684,"Zaria","Soba",2025,"Zaria",0.681384216,0.438903029,0.359349716,0.404486447,2,"july","Urban areas",0.608376269,0.6133025,0.729885298,2011
"685",685,"Kaduna South","Soba",2022,"Kaduna South",0.523665904,0.584845424,0.478590355,0.419004526,1,"july","Urban areas",0.679569503,0.654957316,0.810461616,916
"686",686,"Kaduna South","Soba",2025,"Kaduna South",0.523665904,0.584845424,0.478590355,0.419004526,2,"july","Urban areas",0.679569503,0.654957316,0.810461616,2011
"687",687,"Bichi","Gwarzo",2022,"Bichi",0.776548059,0.667543792,0.559510828,0.762951868,1,"august","PBO",0.768444039,0.751572308,0.910011952,953
"688",688,"Bichi","Gwarzo",2025,"Bichi",0.776548059,0.667543792,0.559510828,0.762951868,2,"august","PBO",0.768444039,0.751572308,0.910011952,2048
"689",689,"Ajingi","Taura",2022,"Ajingi",0.838709677,0.8,0.8,0.980769231,1,"july","PBO",0.772623248,0.751602855,0.91186478,916
"690",690,"Ajingi","Taura",2025,"Ajingi",0.838709677,0.8,0.8,0.980769231,2,"july","PBO",0.772623248,0.751602855,0.91186478,2011
"691",691,"Albasu","Takali",2022,"Albasu",0.8,0.694736842,0.65,0.806451613,1,"september","PBO",0.794967768,0.751755177,0.921115182,980
"692",692,"Albasu","Takali",2025,"Albasu",0.8,0.694736842,0.65,0.806451613,2,"september","PBO",0.794967768,0.751755177,0.921115182,2075
"693",693,"Bagwai","Babura",2022,"Bagwai",0.907407407,0.767441861,0.781578948,0.838235294,1,"may","PBO",0.804608217,0.7518156,0.924786722,861
"694",694,"Bagwai","Babura",2025,"Bagwai",0.907407407,0.767441861,0.781578948,0.838235294,2,"may","PBO",0.804608217,0.7518156,0.924786722,1956
"695",695,"Bebeji","Gwarzo",2022,"Bebeji",0.8,0.77,0.633333334,0.733333334,1,"august","PBO",0.827726878,0.751948916,0.932881813,953
