DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Kwali,0.570945472,0.685472736,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bunkure,0.653763441,0.72688172,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abuja Municipal,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022,0.8995022
Akko,0.780929974,0.790464987,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Balanga,0.684751736,0.742375868,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Billiri,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dukku,0.500913583,0.650456792,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Funakaye,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444
Gombe,0.73258138,0.76629069,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaltungo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kwami,0.585617481,0.692808741,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dala,0.95186583,0.95186583,0.95186583,0.95186583,0.95186583,0.95186583,0.95186583,0.95186583,0.95186583,0.95186583,0.95186583
Nafada,0.677341465,0.738670733,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shomgom,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yamaltu-Deba,0.586551257,0.693275628,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aboh-Mbaise,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
Fagge,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ehime-Mbano,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ezinihitte,0.974962481,0.974962481,0.974962481,0.974962481,0.974962481,0.974962481,0.974962481,0.974962481,0.974962481,0.974962481,0.974962481
Ideato North,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126,0.893570126
Ideato South,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ihitte-Uboma,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ikeduru,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isiala Mbano,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mbaitoli,0.768809684,0.784404842,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obowo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ngor-Okpala,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Njaba,0.925193424,0.925193424,0.925193424,0.925193424,0.925193424,0.925193424,0.925193424,0.925193424,0.925193424,0.925193424,0.925193424
Nkwerre,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nwangele,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oyo East,0.448484848,0.624242424,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oguta,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
Ohaji-Egbema,0.796662029,0.798331015,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okigwe,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orlu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orsu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oru East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oru West,0.950487048,0.950487048,0.950487048,0.950487048,0.950487048,0.950487048,0.950487048,0.950487048,0.950487048,0.950487048,0.950487048
Owerri-Municipal,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tofa,0.721212121,0.760606061,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Owerri North,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
Owerri West,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Unuimo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Auyo,0.466666667,0.633333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Babura,0.732730666,0.766365333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Biriniwa,0.566666667,0.683333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Malam Madori,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Birni Kudu,0.753028694,0.776514347,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Buji,0.480911563,0.640455781,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jahun,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216,0.822700216
Dutse,0.797712252,0.798856126,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gagarawa,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333
Kafin Hausa,0.604872889,0.702436444,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Garki,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gumel,0.79047619,0.795238095,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Guri,0.695238095,0.747619048,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gwaram,0.544623956,0.672311978,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gwiwa,0.782795699,0.791397849,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Hadejia,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaugama,0.632258065,0.716129032,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kazaure,0.766666667,0.783333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kiri Kasamma,0.722913517,0.761456758,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tsanyawa,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
Miga,0.634482759,0.717241379,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ringim,0.655555556,0.727777778,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Roni,0.377777778,0.588888889,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Taura,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852
Yankwashi,0.710678865,0.755339432,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kiyawa,0.650505051,0.725252525,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dutsi,0.643478261,0.72173913,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Birnin-Gwari,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kajuru,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Chikun,1,1,1,1,1,1,1,1,1,1,1
Giwa,0.538948992,0.669474496,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Koko-Besse,0.538924317,0.669462159,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Igabi,0.569247684,0.684623842,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ikara,0.703903911,0.751951955,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jaba,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogori-Mangongo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jema'a,0.778545719,0.789272859,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kachia,0.564716669,0.682358334,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaduna North,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339,0.853808339
Kudan,0.709311227,0.754655613,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kagarko,0.737254902,0.768627451,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaura,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kauru,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kubau,0.70414048,0.75207024,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lere,0.607722009,0.703861004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Markafi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sabon-Gari,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552,0.89944552
Sanga,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Soba,0.453416798,0.626708399,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Zango-Kataf,0.748043374,0.774021687,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Zaria,0.733811732,0.766905866,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaduna South,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391,0.894833391
Bichi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ajingi,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
Albasu,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217,0.869565217
Bagwai,0.542528736,0.671264368,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bebeji,0.690909091,0.745454545,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dambatta,0.688888889,0.744444444,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dawakin Kudu,0.774603175,0.787301587,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dawakin Tofa,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455,0.954545455
Doguwa,0.56124031,0.680620155,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gabasawa,0.781818182,0.790909091,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Garko,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
Garum Mallam,0.788405797,0.794202899,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gaya,0.773333333,0.786666667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gezawa,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
Gwale,0.9044864,0.9044864,0.9044864,0.9044864,0.9044864,0.9044864,0.9044864,0.9044864,0.9044864,0.9044864,0.9044864
Gwarzo,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429,0.828571429
Kabo,0.787223022,0.793611511,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kano Municipal,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
Karaye,0.742857143,0.771428571,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kibiya,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kiru,0.648906293,0.724453147,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kumbotso,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yagba West,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kunchi,0.362542948,0.581271474,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kura,0.721212121,0.760606061,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Madobi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Makoda,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ekiti,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Minjibir,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791,0.835032791
Nasarawa1,1,1,1,1,1,1,1,1,1,1,1
Rano,0.721212121,0.760606061,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rimin Gado,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bindawa,0.322222222,0.561111111,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rogo,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818
Shanono,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sumaila,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
Takali,0.653823375,0.726911687,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tarauni,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869,0.96260869
Tudun Wada,0.545805883,0.672902941,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ungogo,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134,0.891313134
Warawa,0.702564103,0.751282051,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wudil,0.738888889,0.769444444,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Daura,0.642583847,0.721291923,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bakori,0.439506173,0.619753086,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Batagarawa,0.523800562,0.661900281,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Batsari,0.466666667,0.633333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Charanchi,0.405555556,0.602777778,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dan Musa,0.544444444,0.672222222,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dandume,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Danja,0.688888889,0.744444444,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dutsin-Ma,0.633333333,0.716666667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Faskari,0.377777778,0.588888889,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Funtua,0.649045377,0.724522689,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Asa,0.658823529,0.729411765,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ingawa,0.374193548,0.587096774,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kafur,0.565817882,0.682908941,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kankara,0.748148148,0.774074074,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kankia,0.625641026,0.712820513,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Katsina,0.760431413,0.780215706,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kurfi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kusada,0.414814815,0.607407407,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Malumfashi,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263,0.842105263
Mani,0.492729885,0.646364942,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Matazuu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Birnin Kebbi,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383,0.83928383
Musawa,0.62239715,0.711198575,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rimi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sabuwa,0.584126984,0.692063492,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Safana,0.612345679,0.70617284,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sandamu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aleiro,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Argungu,0.714341783,0.757170892,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Augie,0.448484848,0.624242424,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bunza,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Fakai,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gwandu,0.702564103,0.751282051,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jega,0.591996825,0.695998413,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kalgo,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714,0.846064714
Iseyin,0.515098954,0.657549477,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Maiyama,0.611494253,0.705747126,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ngaski,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701,0.87597701
Sakaba,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shanga,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Suru,0.63030303,0.715151515,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wasagu-Danko,0.766666667,0.783333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yauri,0.581363583,0.690681791,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Zuru,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Adavi,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001,0.900259001
Ajaokuta,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ankpa,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bassa1,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dekina,0.780603183,0.790301592,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Edu,0.73555566,0.76777783,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibaji,0.692634758,0.746317379,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Idah,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Igalamela-Odolu,0.724978462,0.762489231,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijumu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kabba-Bunu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kogi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lokoja,0.686339582,0.743169791,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mopa-Muro,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ofu,0.777304969,0.788652485,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okehi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okene,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467,0.906173467
Olamabolo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Omala,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yagba East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ifelodun1,0.524980664,0.662490332,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilorin East,0.744538852,0.772269426,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilorin South,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilorin West,0.678066897,0.739033448,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Irepodun1,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Itesiwaju,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isin,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaiama,0.3,0.55,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Moro,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Offa,0.738584979,0.769292489,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oke-Ero,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kajola,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oyun,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Pategi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Agege,0.74604809,0.773024045,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ajeromi-Ifelodun,0.74335554,0.77167777,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Alimosho,0.721756857,0.760878428,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Apapa,0.711111111,0.755555556,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Epe,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ifako-Ijaye,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954,0.885673954
Ikeja,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
Mushin,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037,0.866924037
Kokona,0.655336593,0.727668296,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ojo,0.747527241,0.773763621,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oshodi-Isolo,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507,0.932812507
Surulere1,0.758384516,0.779192258,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akwanga,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obi2,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Awe,0.682150868,0.741075434,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Doma,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karu,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396,0.829107396
Keana,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Keffi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lafia,0.63724625,0.718623125,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nasarawa2,0.625225494,0.712612747,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nasarawa-Eggon,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Chanchaga,0.737861346,0.768930673,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Toto,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wamba,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Agaie,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Agwara,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bida,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bosso,0.588675224,0.694337612,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Edati,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
