,LGA,Rep_DS,State,simday,duration,year,U5_coverage_m,U5_coverage_l,U5_coverage,adult_coverage_m,adult_coverage_l,adult_coverage,severe_cases
1065,Ideato North,Oru West,,1095,730,2013,0.049344359,0.006251072,0.092437646,0.049344359,0.006251072,0.092437646,0.49
1066,Ideato South,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1067,Idemili North,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1068,Idemili South,Oru West,,1095,730,2013,0.049344359,0.006251072,0.092437646,0.049344359,0.006251072,0.092437646,0.49
1069,Ido,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1070,Idosi-Osi,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1071,Ifako-Ijaye,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1072,Ife Central,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1073,Ife East,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1074,Ife North,Akinyele,,1095,730,2013,0.061400361,0.004445616,0.078443161,0.061400361,0.004445616,0.078443161,0.49
1075,Ife South,Akinyele,,1095,730,2013,0.385357288,0.004445616,0.078443161,0.385357288,0.004445616,0.078443161,0.49
1076,Ifedayo,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1077,Ifedore,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1078,Ifelodun1,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1079,Ifelodun2,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1080,Ifo,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1081,Igabi,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1082,Igalamela-Odolu,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1083,Igbo-Etiti,Uzo-Uwani,,1095,730,2013,0.059780553,0.02817451,0.116256872,0.059780553,0.02817451,0.116256872,0.49
1084,Igbo-Eze North,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1085,Igbo-Eze South,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1086,Igueben,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1087,Ihiala,Oru West,,1095,730,2013,0.049344359,0.006251072,0.092437646,0.049344359,0.006251072,0.092437646,0.49
1088,Ihitte-Uboma,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1089,Ijebu East,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1090,Ijebu North,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1091,Ijebu North East,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1092,Ijebu ode,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1093,Ijero,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1094,Ijumu,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1095,Ika,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1096,Ika North East,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1097,Ika South,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1098,Ikara,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1099,Ikeduru,Ngor-Okpala,,1095,730,2013,0.116608942,0.003930417,0.076841034,0.116608942,0.003930417,0.076841034,0.49
1100,Ikeja,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1101,Ikenne,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1102,Ikere,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1103,Ikole,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1104,Ikom,Obubra,,1095,730,2013,0.050301814,0,0.101017488,0.050301814,0,0.101017488,0.49
1105,Ikono,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1106,Ikorodu,Uzo-Uwani,,1095,730,2013,0.618964545,0.02817451,0.116256872,0.618964545,0.02817451,0.116256872,0.49
1107,Ikot Abasi,Nsit Ubium,,1095,730,2013,0.116736022,0.043754235,0.189717809,0.116736022,0.043754235,0.189717809,0.49
1108,Ikot Ekpene,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1109,Ikpoba-Okha,Uzo-Uwani,,1095,730,2013,0.145044221,0.02817451,0.116256872,0.145044221,0.02817451,0.116256872,0.49
1110,Ikwerre,Oru West,,1095,730,2013,0.049344359,0.006251072,0.092437646,0.049344359,0.006251072,0.092437646,0.49
1111,Ikwo,Obubra,,1095,730,2013,0.050301814,0,0.101017488,0.050301814,0,0.101017488,0.49
1112,Ikwuano,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1113,Ila,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1114,Ilaje,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1115,Ile-Oluji-Okeigbo,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1116,Ilemeji,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1117,Ilesha East,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1118,Ilesha West,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1119,Illela,Gawabawa,,1095,730,2013,0.073810029,0.013935005,0.133685052,0.073810029,0.013935005,0.133685052,0.49
1120,Ilorin East,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1121,Ilorin South,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1122,Ilorin West,Owan East,,1095,730,2013,0.279566455,0.0098755,0.078789026,0.279566455,0.0098755,0.078789026,0.49
1123,Imeko-Afon,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1124,Ingawa,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1125,Ini,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1126,Ipokia,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1127,Irele,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1128,Irepo,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1129,Irepodun-Ifelodun,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1130,Irepodun1,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1131,Irepodun2,Akinyele,,1095,730,2013,0.179857874,0.004445616,0.078443161,0.179857874,0.004445616,0.078443161,0.49
1132,Irewole,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1133,Isa,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1134,Ise-Orun,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1135,Iseyin,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1136,Ishielu,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1137,Isi-Uzo,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1138,Isiala Mbano,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1139,Isiala-Ngwa North,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1140,Isiala-Ngwa South,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1141,Isin,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1142,Isokan,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1143,Isoko North,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1144,Isoko South,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1145,Isu,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1146,Isuikwato,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1147,Itas-Gadau,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1148,Itesiwaju,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1149,Itu,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1150,Ivo,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1151,Iwajowa,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1152,Iwo,Akinyele,,1095,730,2013,0.333333333,0.004445616,0.078443161,0.333333333,0.004445616,0.078443161,0.49
1153,Izzi,Owan East,,1095,730,2013,0.125,0.0098755,0.078789026,0.125,0.0098755,0.078789026,0.49
1154,Jaba,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1155,Jada,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1156,Jahun,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1157,Jakusko,Taura,,1095,730,2013,0.096990082,0.046769383,0.093086858,0.096990082,0.046769383,0.093086858,0.49
1158,Jalingo,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1159,Jama'are,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1160,Jega,Birnin Kebbi,,1095,730,2013,0.159709946,0.068057438,0.251362453,0.159709946,0.068057438,0.251362453,0.49
1161,Jema'a,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1162,Jere,Gawabawa,,1095,730,2013,0.073810029,0.013935005,0.133685052,0.073810029,0.013935005,0.133685052,0.49
1163,Jibia,Rimi,,1095,730,2013,0.5,0.022996125,0.124225938,0.5,0.022996125,0.124225938,0.49
1164,Jos East,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1165,Jos North,Soba,,1095,730,2013,0.192381244,0,0.064214693,0.192381244,0,0.064214693,0.49
1166,Jos South,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1167,Kabba-Bunu,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1168,Kabo,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1169,Kachia,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1170,Kaduna North,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1171,Kaduna South,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1172,Kafin Hausa,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1173,Kafur,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1174,Kaga,Darazo,,1095,730,2013,0.013271123,0.000948997,0.025593248,0.013271123,0.000948997,0.025593248,0.49
1175,Kagarko,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1176,Kaiama,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1177,Kaita,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1178,Kajola,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1179,Kajuru,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1180,Kala-Balge,Darazo,,1095,730,2013,0.013271123,0.000948997,0.025593248,0.013271123,0.000948997,0.025593248,0.49
1181,Kalgo,Birnin Kebbi,,1095,730,2013,0.159709946,0.068057438,0.251362453,0.159709946,0.068057438,0.251362453,0.49
1182,Kaltungo,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1183,Kanam,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1184,Kankara,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1185,Kanke,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1186,Kankia,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1187,Kano Municipal,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1188,Karasuwa,Taura,,1095,730,2013,0.12113064,0.046769383,0.093086858,0.12113064,0.046769383,0.093086858,0.49
1189,Karaye,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1190,Karin-Lamido,Alkaleri,,1095,730,2013,0.015206161,0.031748425,0.075490339,0.015206161,0.031748425,0.075490339,0.49
1191,Karu,Oke-Ero,,1095,730,2013,0.451328569,0.030860305,0.187561992,0.451328569,0.030860305,0.187561992,0.49
1192,Katagum,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1193,Katcha,Oke-Ero,,1095,730,2013,0.25,0.030860305,0.187561992,0.25,0.030860305,0.187561992,0.49
1194,Katsina,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1195,Katsina-Ala,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1196,Kaugama,Taura,,1095,730,2013,0.045985655,0.046769383,0.093086858,0.045985655,0.046769383,0.093086858,0.49
1197,Kaura,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1198,Kaura-Namoda,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1199,Kauru,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1200,Kazaure,Babura,,1095,730,2013,0.045372476,0,0.110805117,0.045372476,0,0.110805117,0.49
1201,Keana,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1202,Kebbe,Birnin Kebbi,,1095,730,2013,0.159709946,0.068057438,0.251362453,0.159709946,0.068057438,0.251362453,0.49
1203,Keffi,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1204,Khana,Nsit Ubium,,1095,730,2013,0.116736022,0.043754235,0.189717809,0.116736022,0.043754235,0.189717809,0.49
1205,Kibiya,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1206,Kirfi,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1207,Kiri Kasamma,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1208,Kiru,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1209,Kiyawa,Takali,,1095,730,2013,0.051157313,0,0.113312359,0.051157313,0,0.113312359,0.49
1210,Kogi,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1211,Koko-Besse,Birnin Kebbi,,1095,730,2013,0.159709946,0.068057438,0.251362453,0.159709946,0.068057438,0.251362453,0.49
1212,Kokona,Oke-Ero,,1095,730,2013,0.142857143,0.030860305,0.187561992,0.142857143,0.030860305,0.187561992,0.49
1213,Kolokuma-Opokuma,Ahoada West,,1095,730,2013,0.179282178,0.10428689,0.254277466,0.179282178,0.10428689,0.254277466,0.49
1214,Konduga,Darazo,,1095,730,2013,0.013271123,0.000948997,0.025593248,0.013271123,0.000948997,0.025593248,0.49
1215,Konshisha,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1216,Kontagora,Oke-Ero,,1095,730,2013,0.203929338,0.030860305,0.187561992,0.203929338,0.030860305,0.187561992,0.49
1217,Kosofe,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1218,Kubau,Soba,,1095,730,2013,0.060120394,0,0.064214693,0.060120394,0,0.064214693,0.49
1219,Kudan,Giwa,,1095,730,2013,0,0,0,0,0,0,0.49
1220,Kuje,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1221,Kukawa,Babura,,1095,730,2013,0.045372476,0,0.110805117,0.045372476,0,0.110805117,0.49
1222,Kumbotso,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1223,Kunchi,Babura,,1095,730,2013,0.045372476,0,0.110805117,0.045372476,0,0.110805117,0.49
1224,Kura,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1225,Kurfi,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1226,Kurmi,Oru West,,1095,730,2013,0.049344359,0.006251072,0.092437646,0.049344359,0.006251072,0.092437646,0.49
1227,Kusada,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1228,Kwali,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1229,Kwami,Alkaleri,,1095,730,2013,0.117278784,0.031748425,0.075490339,0.117278784,0.031748425,0.075490339,0.49
1230,Kwande,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1231,Kware,Gawabawa,,1095,730,2013,0.073810029,0.013935005,0.133685052,0.073810029,0.013935005,0.133685052,0.49
1232,Kwaya Kusar,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1233,Lafia,Alkaleri,,1095,730,2013,0.340864276,0.031748425,0.075490339,0.340864276,0.031748425,0.075490339,0.49
1234,Lagelu,Akinyele,,1095,730,2013,0.041444389,0.004445616,0.078443161,0.041444389,0.004445616,0.078443161,0.49
1235,Lagos Island,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1236,Lagos Mainland,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1237,Lamurde,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1238,Langtang North,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1239,Langtang South,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1240,Lapai,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1241,Lau,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1242,Lavun,Oke-Ero,,1095,730,2013,0.6,0.030860305,0.187561992,0.6,0.030860305,0.187561992,0.49
1243,Lere,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1244,Logo,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1245,Lokoja,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1246,Machina,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1247,Madagali,Darazo,,1095,730,2013,0.013271123,0.000948997,0.025593248,0.013271123,0.000948997,0.025593248,0.49
1248,Madobi,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1249,Mafa,Darazo,,1095,730,2013,0.013271123,0.000948997,0.025593248,0.013271123,0.000948997,0.025593248,0.49
1250,Magama,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1251,Magumeri,Gawabawa,,1095,730,2013,0.073810029,0.013935005,0.133685052,0.073810029,0.013935005,0.133685052,0.49
1252,Mai'Adua,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
