,LGA,Rep_DS,State,simday,duration,year,U5_coverage_m,U5_coverage_l,U5_coverage,adult_coverage_m,adult_coverage_l,adult_coverage,severe_cases
2452,Bunza,Birnin Kebbi,,2920,-1,2018,0.42225568,0.331741673,0.512769687,0.42225568,0.331741673,0.512769687,0.49
2453,Bursari,Taura,,2920,-1,2018,0.125,0.127558998,0.222297083,0.125,0.127558998,0.222297083,0.49
2454,Buruku,Keana,,2920,-1,2018,0.200000038,0.13506214,0.219312285,0.200000038,0.13506214,0.219312285,0.49
2455,Burutu,Isoko South,,2920,-1,2018,0.12159624,0,0.278310796,0.12159624,0,0.278310796,0.49
2456,Bwari,Giwa,,2920,-1,2018,0.154268943,0.056613318,0.204403346,0.154268943,0.056613318,0.204403346,0.49
2457,Calabar South,Nsit Ubium,,2920,-1,2018,0.297727761,0.207937524,0.387517997,0.297727761,0.207937524,0.387517997,0.49
2458,Calabar-Municipal,Nsit Ubium,,2920,-1,2018,0.299739676,0.207937524,0.387517997,0.299739676,0.207937524,0.387517997,0.49
2459,Chanchaga,Keana,,2920,-1,2018,0.388965514,0.13506214,0.219312285,0.388965514,0.13506214,0.219312285,0.49
2460,Charanchi,Rimi,,2920,-1,2018,0.105263158,0.147569442,0.272421702,0.105263158,0.147569442,0.272421702,0.49
2461,Chibok,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2462,Chikun,Soba,,2920,-1,2018,0.02049469,0.003017484,0.037971895,0.02049469,0.003017484,0.037971895,0.49
2463,Dala,Alkaleri,,2920,-1,2018,0.850046207,0.162145206,0.306109899,0.850046207,0.162145206,0.306109899,0.49
2464,Damaturu,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2465,Damban,Darazo,,2920,-1,2018,0.333333333,0.076403711,0.152338442,0.333333333,0.076403711,0.152338442,0.49
2466,Dambatta,Babura,,2920,-1,2018,0.333333333,0.281351601,0.417203116,0.333333333,0.281351601,0.417203116,0.49
2467,Damboa,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2468,Dan Musa,Rimi,,2920,-1,2018,0.209995572,0.147569442,0.272421702,0.209995572,0.147569442,0.272421702,0.49
2469,Dandi,Birnin Kebbi,,2920,-1,2018,0.34910543,0.331741673,0.512769687,0.34910543,0.331741673,0.512769687,0.49
2470,Dandume,Giwa,,2920,-1,2018,0.130508332,0.056613318,0.204403346,0.130508332,0.056613318,0.204403346,0.49
2471,Dange-Shnsi,Gawabawa,,2920,-1,2018,0.125,0.045471362,0.167791526,0.125,0.045471362,0.167791526,0.49
2472,Danja,Giwa,,2920,-1,2018,0.130508332,0.056613318,0.204403346,0.130508332,0.056613318,0.204403346,0.49
2473,Darazo,Darazo,,2920,-1,2018,0.161152612,0.076403711,0.152338442,0.161152612,0.076403711,0.152338442,0.49
2474,Dass,Alkaleri,,2920,-1,2018,0.234127553,0.162145206,0.306109899,0.234127553,0.162145206,0.306109899,0.49
2475,Daura,Babura,,2920,-1,2018,0.202230441,0.281351601,0.417203116,0.202230441,0.281351601,0.417203116,0.49
2476,Dawakin Kudu,Gwarzo,,2920,-1,2018,0.272727273,0.110737416,0.233607678,0.272727273,0.110737416,0.233607678,0.49
2477,Dawakin Tofa,Taura,,2920,-1,2018,0.181818182,0.127558998,0.222297083,0.181818182,0.127558998,0.222297083,0.49
2478,Degema,Ahoada West,,2920,-1,2018,0.25,0.176147202,0.316775705,0.25,0.176147202,0.316775705,0.49
2479,Dekina,Owan East,,2920,-1,2018,0.190297763,0.20854085,0.349344709,0.190297763,0.20854085,0.349344709,0.49
2480,Demsa,Alkaleri,,2920,-1,2018,0.701986849,0.162145206,0.306109899,0.701986849,0.162145206,0.306109899,0.49
2481,Dikwa,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2482,Doguwa,Giwa,,2920,-1,2018,0.130434783,0.056613318,0.204403346,0.130434783,0.056613318,0.204403346,0.49
2483,Doma,Keana,,2920,-1,2018,0.177187213,0.13506214,0.219312285,0.177187213,0.13506214,0.219312285,0.49
2484,Donga,Keana,,2920,-1,2018,0.284919607,0.13506214,0.219312285,0.284919607,0.13506214,0.219312285,0.49
2485,Dukku,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2486,Dunukofia,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2487,Dutse,Takali,,2920,-1,2018,0.148488039,0.109168462,0.248341535,0.148488039,0.109168462,0.248341535,0.49
2488,Dutsi,Rimi,,2920,-1,2018,0.230769231,0.147569442,0.272421702,0.230769231,0.147569442,0.272421702,0.49
2489,Dutsin-Ma,Rimi,,2920,-1,2018,0.209995572,0.147569442,0.272421702,0.209995572,0.147569442,0.272421702,0.49
2490,Eastern Obolo,Nsit Ubium,,2920,-1,2018,0.6,0.207937524,0.387517997,0.6,0.207937524,0.387517997,0.49
2491,Ebonyi,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2492,Edati,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2493,Ede North,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2494,Ede South,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2495,Edu,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2496,Efon-Alayee,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2497,Egbado North,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2498,Egbado South,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2499,Egbeda,Akinyele,,2920,-1,2018,0.107316809,0.08934872,0.22050375,0.107316809,0.08934872,0.22050375,0.49
2500,Egbedore,Akinyele,,2920,-1,2018,0.54187193,0.08934872,0.22050375,0.54187193,0.08934872,0.22050375,0.49
2501,Egor,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2502,Ehime-Mbano,Ngor-Okpala,,2920,-1,2018,0.591374486,0.195985485,0.370761322,0.591374486,0.195985485,0.370761322,0.49
2503,Ejigbo,Akinyele,,2920,-1,2018,0.215907256,0.08934872,0.22050375,0.215907256,0.08934872,0.22050375,0.49
2504,Ekeremor,Ahoada West,,2920,-1,2018,0.205928424,0.176147202,0.316775705,0.205928424,0.176147202,0.316775705,0.49
2505,Eket,Nsit Ubium,,2920,-1,2018,0.297727761,0.207937524,0.387517997,0.297727761,0.207937524,0.387517997,0.49
2506,Ekiti,Oke-Ero,,2920,-1,2018,0.744393955,0.20084988,0.292829298,0.744393955,0.20084988,0.292829298,0.49
2507,Ekiti East,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2508,Ekiti South West,Oke-Ero,,2920,-1,2018,0.462500057,0.20084988,0.292829298,0.462500057,0.20084988,0.292829298,0.49
2509,Ekiti West,Oke-Ero,,2920,-1,2018,0.162213602,0.20084988,0.292829298,0.162213602,0.20084988,0.292829298,0.49
2510,Ekwusigo,Oru West,,2920,-1,2018,0.75,0.336623251,0.485531605,0.75,0.336623251,0.485531605,0.49
2511,Eleme,Ahoada West,,2920,-1,2018,0.151693513,0.176147202,0.316775705,0.151693513,0.176147202,0.316775705,0.49
2512,Emohua,Ahoada West,,2920,-1,2018,0.166666667,0.176147202,0.316775705,0.166666667,0.176147202,0.316775705,0.49
2513,Emure,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2514,Enugu East,Uzo-Uwani,,2920,-1,2018,0.767123269,0.330335247,0.510049722,0.767123269,0.330335247,0.510049722,0.49
2515,Enugu North,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2516,Enugu South,Uzo-Uwani,,2920,-1,2018,0.514893508,0.330335247,0.510049722,0.514893508,0.330335247,0.510049722,0.49
2517,Epe,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2518,Esan Central,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2519,Esan North East,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2520,Esan South East,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2521,Esan West,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2522,Ese-Odo,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2523,Esit Eket,Nsit Ubium,,2920,-1,2018,0.071428571,0.207937524,0.387517997,0.071428571,0.207937524,0.387517997,0.49
2524,Essien Udim,Ngor-Okpala,,2920,-1,2018,0.219281699,0.195985485,0.370761322,0.219281699,0.195985485,0.370761322,0.49
2525,Etche,Ngor-Okpala,,2920,-1,2018,0.283373403,0.195985485,0.370761322,0.283373403,0.195985485,0.370761322,0.49
2526,Ethiope East,Isoko South,,2920,-1,2018,0.12159624,0,0.278310796,0.12159624,0,0.278310796,0.49
2527,Ethiope West,Isoko South,,2920,-1,2018,0.12159624,0,0.278310796,0.12159624,0,0.278310796,0.49
2528,Eti-Osa,Isoko South,,2920,-1,2018,0.12159624,0,0.278310796,0.12159624,0,0.278310796,0.49
2529,Etim Ekpo,Ngor-Okpala,,2920,-1,2018,0.283373403,0.195985485,0.370761322,0.283373403,0.195985485,0.370761322,0.49
2530,Etinan,Nsit Ubium,,2920,-1,2018,0.297727761,0.207937524,0.387517997,0.297727761,0.207937524,0.387517997,0.49
2531,Etsako Central,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2532,Etsako East,Owan East,,2920,-1,2018,0.077954241,0.20854085,0.349344709,0.077954241,0.20854085,0.349344709,0.49
2533,Etsako West,Owan East,,2920,-1,2018,0.080351586,0.20854085,0.349344709,0.080351586,0.20854085,0.349344709,0.49
2534,Etung,Obubra,,2920,-1,2018,0.2,0.318847857,0.501347122,0.2,0.318847857,0.501347122,0.49
2535,Ewekoro,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2536,Ezeagu,Uzo-Uwani,,2920,-1,2018,0.434581511,0.330335247,0.510049722,0.434581511,0.330335247,0.510049722,0.49
2537,Ezinihitte,Ngor-Okpala,,2920,-1,2018,0.388958352,0.195985485,0.370761322,0.388958352,0.195985485,0.370761322,0.49
2538,Ezza North,Owan East,,2920,-1,2018,0.19047619,0.20854085,0.349344709,0.19047619,0.20854085,0.349344709,0.49
2539,Ezza South,Obubra,,2920,-1,2018,0.478845956,0.318847857,0.501347122,0.478845956,0.318847857,0.501347122,0.49
2540,Fagge,Alkaleri,,2920,-1,2018,0.234127553,0.162145206,0.306109899,0.234127553,0.162145206,0.306109899,0.49
2541,Fakai,Birnin Kebbi,,2920,-1,2018,0.666666667,0.331741673,0.512769687,0.666666667,0.331741673,0.512769687,0.49
2542,Faskari,Giwa,,2920,-1,2018,0.130508332,0.056613318,0.204403346,0.130508332,0.056613318,0.204403346,0.49
2543,Fika,Darazo,,2920,-1,2018,0.095238095,0.076403711,0.152338442,0.095238095,0.076403711,0.152338442,0.49
2544,Fufore,Alkaleri,,2920,-1,2018,0.139280114,0.162145206,0.306109899,0.139280114,0.162145206,0.306109899,0.49
2545,Funakaye,Alkaleri,,2920,-1,2018,0.045454545,0.162145206,0.306109899,0.045454545,0.162145206,0.306109899,0.49
2546,Fune,Darazo,,2920,-1,2018,0.03153893,0.076403711,0.152338442,0.03153893,0.076403711,0.152338442,0.49
2547,Funtua,Gwarzo,,2920,-1,2018,0.172172547,0.110737416,0.233607678,0.172172547,0.110737416,0.233607678,0.49
2548,Gabasawa,Taura,,2920,-1,2018,0.174928041,0.127558998,0.222297083,0.174928041,0.127558998,0.222297083,0.49
2549,Gada,Gawabawa,,2920,-1,2018,0.106631444,0.045471362,0.167791526,0.106631444,0.045471362,0.167791526,0.49
2550,Gagarawa,Taura,,2920,-1,2018,0.174928041,0.127558998,0.222297083,0.174928041,0.127558998,0.222297083,0.49
2551,Gamawa,Gwarzo,,2920,-1,2018,0.172172547,0.110737416,0.233607678,0.172172547,0.110737416,0.233607678,0.49
2552,Ganaye,Alkaleri,,2920,-1,2018,0.234127553,0.162145206,0.306109899,0.234127553,0.162145206,0.306109899,0.49
2553,Ganjuwa,Darazo,,2920,-1,2018,0.101826237,0.076403711,0.152338442,0.101826237,0.076403711,0.152338442,0.49
2554,Garki,Babura,,2920,-1,2018,0.666666667,0.281351601,0.417203116,0.666666667,0.281351601,0.417203116,0.49
2555,Garko,Gwarzo,,2920,-1,2018,0.172172547,0.110737416,0.233607678,0.172172547,0.110737416,0.233607678,0.49
2556,Garum Mallam,Gwarzo,,2920,-1,2018,0.153846154,0.110737416,0.233607678,0.153846154,0.110737416,0.233607678,0.49
2557,Gashaka,Oru West,,2920,-1,2018,0.411077428,0.336623251,0.485531605,0.411077428,0.336623251,0.485531605,0.49
2558,Gassol,Keana,,2920,-1,2018,0.086136445,0.13506214,0.219312285,0.086136445,0.13506214,0.219312285,0.49
2559,Gawabawa,Gawabawa,,2920,-1,2018,0.106631444,0.045471362,0.167791526,0.106631444,0.045471362,0.167791526,0.49
2560,Gaya,Gwarzo,,2920,-1,2018,0.166666667,0.110737416,0.233607678,0.166666667,0.110737416,0.233607678,0.49
2561,Gbako,Oke-Ero,,2920,-1,2018,0.461538462,0.20084988,0.292829298,0.461538462,0.20084988,0.292829298,0.49
2562,Gboko,Keana,,2920,-1,2018,0.140281332,0.13506214,0.219312285,0.140281332,0.13506214,0.219312285,0.49
2563,Gboyin,Obubra,,2920,-1,2018,0.438502596,0.318847857,0.501347122,0.438502596,0.318847857,0.501347122,0.49
2564,Geidam,Babura,,2920,-1,2018,0.349277359,0.281351601,0.417203116,0.349277359,0.281351601,0.417203116,0.49
2565,Gezawa,Gwarzo,,2920,-1,2018,0.25,0.110737416,0.233607678,0.25,0.110737416,0.233607678,0.49
2566,Giade,Darazo,,2920,-1,2018,0.142857143,0.076403711,0.152338442,0.142857143,0.076403711,0.152338442,0.49
2567,Gireri,Darazo,,2920,-1,2018,0.080992121,0.076403711,0.152338442,0.080992121,0.076403711,0.152338442,0.49
2568,Giwa,Giwa,,2920,-1,2018,0.130508332,0.056613318,0.204403346,0.130508332,0.056613318,0.204403346,0.49
2569,Gokana,Nsit Ubium,,2920,-1,2018,0.182111551,0.207937524,0.387517997,0.182111551,0.207937524,0.387517997,0.49
2570,Gombe,Alkaleri,,2920,-1,2018,0.116169555,0.162145206,0.306109899,0.116169555,0.162145206,0.306109899,0.49
2571,Gombi,Alkaleri,,2920,-1,2018,0.208835269,0.162145206,0.306109899,0.208835269,0.162145206,0.306109899,0.49
2572,Goronyo,Gawabawa,,2920,-1,2018,0.106631444,0.045471362,0.167791526,0.106631444,0.045471362,0.167791526,0.49
2573,Gubio,Gawabawa,,2920,-1,2018,0.106631444,0.045471362,0.167791526,0.106631444,0.045471362,0.167791526,0.49
2574,Gudu,Gawabawa,,2920,-1,2018,0.106631444,0.045471362,0.167791526,0.106631444,0.045471362,0.167791526,0.49
2575,Gujba,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2576,Gulani,Alkaleri,,2920,-1,2018,0.234127553,0.162145206,0.306109899,0.234127553,0.162145206,0.306109899,0.49
2577,Guma,Keana,,2920,-1,2018,0.315463952,0.13506214,0.219312285,0.315463952,0.13506214,0.219312285,0.49
2578,Gumel,Babura,,2920,-1,2018,0.25,0.281351601,0.417203116,0.25,0.281351601,0.417203116,0.49
2579,Gummi,Birnin Kebbi,,2920,-1,2018,0.42225568,0.331741673,0.512769687,0.42225568,0.331741673,0.512769687,0.49
2580,Gurara,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2581,Guri,Taura,,2920,-1,2018,0.174928041,0.127558998,0.222297083,0.174928041,0.127558998,0.222297083,0.49
2582,Gusau,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2583,Guyuk,Alkaleri,,2920,-1,2018,0.480706358,0.162145206,0.306109899,0.480706358,0.162145206,0.306109899,0.49
2584,Guzamala,Babura,,2920,-1,2018,0.349277359,0.281351601,0.417203116,0.349277359,0.281351601,0.417203116,0.49
2585,Gwagwalada,Keana,,2920,-1,2018,0.067621303,0.13506214,0.219312285,0.067621303,0.13506214,0.219312285,0.49
2586,Gwale,Alkaleri,,2920,-1,2018,0.45946767,0.162145206,0.306109899,0.45946767,0.162145206,0.306109899,0.49
2587,Gwandu,Birnin Kebbi,,2920,-1,2018,0.529411765,0.331741673,0.512769687,0.529411765,0.331741673,0.512769687,0.49
2588,Gwaram,Takali,,2920,-1,2018,0.223498732,0.109168462,0.248341535,0.223498732,0.109168462,0.248341535,0.49
2589,Gwarzo,Gwarzo,,2920,-1,2018,0.4,0.110737416,0.233607678,0.4,0.110737416,0.233607678,0.49
2590,Gwer East,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2591,Gwer West,Keana,,2920,-1,2018,0.333333333,0.13506214,0.219312285,0.333333333,0.13506214,0.219312285,0.49
2592,Gwiwa,Babura,,2920,-1,2018,0.333333333,0.281351601,0.417203116,0.333333333,0.281351601,0.417203116,0.49
2593,Gwoza,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2594,Hadejia,Taura,,2920,-1,2018,0.174928041,0.127558998,0.222297083,0.174928041,0.127558998,0.222297083,0.49
2595,Hawul,Darazo,,2920,-1,2018,0.221538462,0.076403711,0.152338442,0.221538462,0.076403711,0.152338442,0.49
2596,Hong,Darazo,,2920,-1,2018,0.114371076,0.076403711,0.152338442,0.114371076,0.076403711,0.152338442,0.49
2597,Ibadan North,Owan East,,2920,-1,2018,0.249042174,0.20854085,0.349344709,0.249042174,0.20854085,0.349344709,0.49
2598,Ibadan North East,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2599,Ibadan North West,Owan East,,2920,-1,2018,0.117739486,0.20854085,0.349344709,0.117739486,0.20854085,0.349344709,0.49
2600,Ibadan South East,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2601,Ibadan South West,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2602,Ibaji,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2603,Ibarapa Central,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2604,Ibarapa East,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2605,Ibarapa North,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2606,Ibeju-Lekki,Uzo-Uwani,,2920,-1,2018,0.5,0.330335247,0.510049722,0.5,0.330335247,0.510049722,0.49
2607,Ibeno,Nsit Ubium,,2920,-1,2018,0.297727761,0.207937524,0.387517997,0.297727761,0.207937524,0.387517997,0.49
2608,Ibesikpo Asutan,Nsit Ubium,,2920,-1,2018,0.234042549,0.207937524,0.387517997,0.234042549,0.207937524,0.387517997,0.49
2609,Ibi,Keana,,2920,-1,2018,0.177187213,0.13506214,0.219312285,0.177187213,0.13506214,0.219312285,0.49
2610,Ibiono Ibom,Ngor-Okpala,,2920,-1,2018,0.142335763,0.195985485,0.370761322,0.142335763,0.195985485,0.370761322,0.49
2611,Idah,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2612,Idanre,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2613,Ideato North,Oru West,,2920,-1,2018,0.761610688,0.336623251,0.485531605,0.761610688,0.336623251,0.485531605,0.49
2614,Ideato South,Ngor-Okpala,,2920,-1,2018,0.283373403,0.195985485,0.370761322,0.283373403,0.195985485,0.370761322,0.49
2615,Idemili North,Uzo-Uwani,,2920,-1,2018,0.622180482,0.330335247,0.510049722,0.622180482,0.330335247,0.510049722,0.49
2616,Idemili South,Oru West,,2920,-1,2018,0.306003708,0.336623251,0.485531605,0.306003708,0.336623251,0.485531605,0.49
2617,Ido,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2618,Idosi-Osi,Oke-Ero,,2920,-1,2018,0.088017211,0.20084988,0.292829298,0.088017211,0.20084988,0.292829298,0.49
2619,Ifako-Ijaye,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2620,Ife Central,Akinyele,,2920,-1,2018,0.529411659,0.08934872,0.22050375,0.529411659,0.08934872,0.22050375,0.49
2621,Ife East,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2622,Ife North,Akinyele,,2920,-1,2018,0.5,0.08934872,0.22050375,0.5,0.08934872,0.22050375,0.49
2623,Ife South,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2624,Ifedayo,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2625,Ifedore,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2626,Ifelodun1,Oke-Ero,,2920,-1,2018,0.139769018,0.20084988,0.292829298,0.139769018,0.20084988,0.292829298,0.49
2627,Ifelodun2,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
2628,Ifo,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2629,Igabi,Soba,,2920,-1,2018,0.02049469,0.003017484,0.037971895,0.02049469,0.003017484,0.037971895,0.49
2630,Igalamela-Odolu,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2631,Igbo-Etiti,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2632,Igbo-Eze North,Uzo-Uwani,,2920,-1,2018,0.085378639,0.330335247,0.510049722,0.085378639,0.330335247,0.510049722,0.49
2633,Igbo-Eze South,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2634,Igueben,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2635,Ihiala,Oru West,,2920,-1,2018,0.289999974,0.336623251,0.485531605,0.289999974,0.336623251,0.485531605,0.49
2636,Ihitte-Uboma,Ngor-Okpala,,2920,-1,2018,0.283373403,0.195985485,0.370761322,0.283373403,0.195985485,0.370761322,0.49
2637,Ijebu East,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2638,Ijebu North,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2639,Ijebu North East,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2640,Ijebu ode,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2641,Ijero,Oke-Ero,,2920,-1,2018,0.197871528,0.20084988,0.292829298,0.197871528,0.20084988,0.292829298,0.49
2642,Ijumu,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2643,Ika,Ngor-Okpala,,2920,-1,2018,0.283373403,0.195985485,0.370761322,0.283373403,0.195985485,0.370761322,0.49
2644,Ika North East,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2645,Ika South,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2646,Ikara,Soba,,2920,-1,2018,0.02049469,0.003017484,0.037971895,0.02049469,0.003017484,0.037971895,0.49
2647,Ikeduru,Ngor-Okpala,,2920,-1,2018,0.185892623,0.195985485,0.370761322,0.185892623,0.195985485,0.370761322,0.49
2648,Ikeja,Uzo-Uwani,,2920,-1,2018,0.420192485,0.330335247,0.510049722,0.420192485,0.330335247,0.510049722,0.49
2649,Ikenne,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2650,Ikere,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2651,Ikole,Oke-Ero,,2920,-1,2018,0.026328373,0.20084988,0.292829298,0.026328373,0.20084988,0.292829298,0.49
2652,Ikom,Obubra,,2920,-1,2018,0.41009749,0.318847857,0.501347122,0.41009749,0.318847857,0.501347122,0.49
2653,Ikono,Ngor-Okpala,,2920,-1,2018,0.5,0.195985485,0.370761322,0.5,0.195985485,0.370761322,0.49
2654,Ikorodu,Uzo-Uwani,,2920,-1,2018,0.159507461,0.330335247,0.510049722,0.159507461,0.330335247,0.510049722,0.49
2655,Ikot Abasi,Nsit Ubium,,2920,-1,2018,0.5,0.207937524,0.387517997,0.5,0.207937524,0.387517997,0.49
2656,Ikot Ekpene,Ngor-Okpala,,2920,-1,2018,0.163310644,0.195985485,0.370761322,0.163310644,0.195985485,0.370761322,0.49
2657,Ikpoba-Okha,Uzo-Uwani,,2920,-1,2018,0.171130973,0.330335247,0.510049722,0.171130973,0.330335247,0.510049722,0.49
2658,Ikwerre,Oru West,,2920,-1,2018,0.319487623,0.336623251,0.485531605,0.319487623,0.336623251,0.485531605,0.49
2659,Ikwo,Obubra,,2920,-1,2018,0.473701419,0.318847857,0.501347122,0.473701419,0.318847857,0.501347122,0.49
2660,Ikwuano,Ngor-Okpala,,2920,-1,2018,0.283373403,0.195985485,0.370761322,0.283373403,0.195985485,0.370761322,0.49
2661,Ila,Oke-Ero,,2920,-1,2018,0.246839589,0.20084988,0.292829298,0.246839589,0.20084988,0.292829298,0.49
2662,Ilaje,Owan East,,2920,-1,2018,0.278942779,0.20854085,0.349344709,0.278942779,0.20854085,0.349344709,0.49
2663,Ile-Oluji-Okeigbo,Akinyele,,2920,-1,2018,0.154926235,0.08934872,0.22050375,0.154926235,0.08934872,0.22050375,0.49
