LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,scenario
Michika,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Miga,Taura,0.111111111,0.111111111,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mikang,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Minjibir,Taura,0.537957946,0.537957946,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Misau,Darazo,0.122470573,0.122470573,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mkpat Enin,Nsit Ubium,0.37995598,0.37995598,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Moba,Oke-Ero,0.086996203,0.086996203,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mobbar,Babura,0.524066481,0.524066481,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mokwa,Oke-Ero,0.255880274,0.255880274,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Monguno,Babura,0.349277359,0.349277359,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mopa-Muro,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Moro,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mubi North,Darazo,0.222784613,0.222784613,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mubi South,Darazo,0.056373989,0.056373989,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Musawa,Gwarzo,0.368421053,0.368421053,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mushin,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Muya,Giwa,0.357142857,0.357142857,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nafada,Alkaleri,0.20161137,0.20161137,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nangere,Darazo,0.033333333,0.033333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nasarawa1,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nasarawa2,Alkaleri,0.366085612,0.366085612,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nasarawa-Eggon,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ndokwa East,Ahoada West,0.246461454,0.246461454,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ndokwa West,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nembe,Ahoada West,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ngala,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nganzai,Gawabawa,0.106631444,0.106631444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ngaski,Owan East,0.604290953,0.604290953,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ngor-Okpala,Ngor-Okpala,0.555555556,0.555555556,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nguru,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ningi,Takali,0.085910642,0.085910642,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Njaba,Ngor-Okpala,0.8,0.8,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Njikoka,Uzo-Uwani,0.666666667,0.666666667,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nkanu East,Owan East,0.446239251,0.446239251,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nkanu West,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nkwerre,Ngor-Okpala,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nnewi North,Oru West,0.411077428,0.411077428,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nnewi South,Oru West,0.573883177,0.573883177,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nsit Atai,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nsit Ibom,Nsit Ubium,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nsit Ubium,Nsit Ubium,0.428571429,0.428571429,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nsukka,Uzo-Uwani,0.405325453,0.405325453,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Numan,Alkaleri,0.647058824,0.647058824,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Nwangele,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obafemi-Owode,Owan East,0.455464296,0.455464296,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obanliku,Obubra,0.41009749,0.41009749,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obi Nwa,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obi1,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obi2,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obia-Akpor,Ahoada West,0.213483794,0.213483794,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obokun,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obot Akara,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obowo,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obubra,Obubra,0.41009749,0.41009749,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Obudu,Obubra,0.41009749,0.41009749,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Odeda,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Odigbo,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Odogbolu,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Odo-Otin,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Odukpani,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Offa,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ofu,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogbadibo,Ahoada West,0.135679232,0.135679232,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogba-Egbema-Ndoni,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogbaru,Ahoada West,0.666666667,0.666666667,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogbia,Ahoada West,0.246461454,0.246461454,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogbomosho North,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogbomosho South,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogo Oluwa,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogoja,Obubra,0.41009749,0.41009749,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogori-Mangongo,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogu-Bolo,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ogun waterside,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oguta,Oru West,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ohafia,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ohaji-Egbema,Oru West,0.466885712,0.466885712,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ohaozara,Obubra,0.689516124,0.689516124,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ohaukwu,Owan East,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ohimini,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oji-River,Oru West,0.411077428,0.411077428,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ojo,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oju,Oke-Ero,0.066412872,0.066412872,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oke-Ero,Oke-Ero,0.4,0.4,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okehi,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okene,Owan East,0.073066858,0.073066858,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okigwe,Ngor-Okpala,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okitipupa,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okobo,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okpe,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okpokwu,Akinyele,0.142857143,0.142857143,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Okrika,Nsit Ubium,0.561288113,0.561288113,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Olamabolo,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ola-oluwa,Owan East,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Olorunda,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Olorunsogo,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oluyole,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Omala,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Omumma,Ngor-Okpala,0.071010918,0.071010918,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ona-Ara,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ondo East,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ondo West,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Onicha,Obubra,0.375690614,0.375690614,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Onitsha North,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Onitsha South,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Onna,Nsit Ubium,0.359183639,0.359183639,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Opobo-Nkoro,Nsit Ubium,0.610439911,0.610439911,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oredo,Uzo-Uwani,0.317164272,0.317164272,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Orelope,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Orhionmwon,Uzo-Uwani,0.182157933,0.182157933,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ori Ire,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oriade,Oke-Ero,0.339520622,0.339520622,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Orlu,Oru West,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Orolu,Oke-Ero,0.303030378,0.303030378,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oron,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Orsu,Oru West,0.257661386,0.257661386,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oru East,Oru West,0.411077428,0.411077428,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oru West,Oru West,0.433164524,0.433164524,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oruk Anam,Nsit Ubium,0.292929329,0.292929329,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Orumba North,Oru West,0.4807692,0.4807692,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Orumba South,Oru West,0.411077428,0.411077428,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ose,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oshimili North,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oshimili South,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oshodi-Isolo,Uzo-Uwani,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Osisioma Ngwa,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Osogbo,Owan East,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oturkpo,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ovia North East,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ovia South West,Akinyele,0.142857143,0.142857143,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Owan East,Owan East,0.2,0.2,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Owan West,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Owerri North,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Owerri West,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Owerri-Municipal,Oru West,0.411077428,0.411077428,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Owo,Owan East,0.145621575,0.145621575,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oye,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oyi,Uzo-Uwani,0.783699091,0.783699091,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oyigbo,Nsit Ubium,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oyo East,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oyo West,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Oyun,Oke-Ero,0.513597417,0.513597417,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Pailoro,Oke-Ero,0.210245212,0.210245212,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Pankshin,Alkaleri,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Patani,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Pategi,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Port-Harcourt,Ahoada West,0.306711988,0.306711988,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Potiskum,Darazo,0.013980398,0.013980398,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Qua'an Pan,Keana,0.125279627,0.125279627,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Rabah,Gawabawa,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Rafi,Oke-Ero,0.496424291,0.496424291,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Rano,Gwarzo,0.222222222,0.222222222,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Remo North,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Rijau,Alkaleri,0.9,0.9,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Rimi,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Rimin Gado,Gwarzo,0.172172547,0.172172547,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ringim,Taura,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Riyom,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Rogo,Gwarzo,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Roni,Babura,0.349277359,0.349277359,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sabon Birni,Gawabawa,0.123867041,0.123867041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sabon-Gari,Soba,0.054684067,0.054684067,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sabuwa,Giwa,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Safana,Babura,0.444444444,0.444444444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sagbama,Ahoada West,0.418733984,0.418733984,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sakaba,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Saki East,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Saki West,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sandamu,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sanga,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sapele,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sardauna,Oru West,0.206564122,0.206564122,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shagamu,Uzo-Uwani,0.454039056,0.454039056,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shagari,Birnin Kebbi,0.15,0.15,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shanga,Birnin Kebbi,0.857142857,0.857142857,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shani,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shanono,Gwarzo,0.172172547,0.172172547,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shelleng,Darazo,0.340187947,0.340187947,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shendam,Keana,0.138149507,0.138149507,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shinkafi,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shira,Takali,0.206388206,0.206388206,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shiroro,Oke-Ero,0.426405016,0.426405016,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shomgom,Alkaleri,0.141404793,0.141404793,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Shomolu,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Silame,Gawabawa,0.083333333,0.083333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Soba,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sokoto North,Gawabawa,0.166666667,0.166666667,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sokoto South,Birnin Kebbi,0.42225568,0.42225568,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Song,Darazo,0.305714286,0.305714286,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Southern Ijaw,Ahoada West,0.246461454,0.246461454,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Suleja,Babura,0.368421053,0.368421053,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sule-Tankarkar,Giwa,0.32385119,0.32385119,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Sumaila,Takali,0.625,0.625,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Suru,Birnin Kebbi,0.533333333,0.533333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Surulere1,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Surulere2,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tafa,Oke-Ero,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tafawa-Balewa,Alkaleri,0.231206997,0.231206997,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tai,Nsit Ubium,0.077966116,0.077966116,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Takali,Takali,0.268237707,0.268237707,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Takum,Keana,0.151369488,0.151369488,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Talata Mafara,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tambuwal,Birnin Kebbi,0.069294778,0.069294778,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tangaza,Gawabawa,0.106631444,0.106631444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tarauni,Alkaleri,0.811023636,0.811023636,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tarka,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tarmua,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Taura,Taura,0.411764706,0.411764706,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tofa,Taura,0.230769231,0.230769231,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Toro,Giwa,0.204617808,0.204617808,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Toto,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Toungo,Keana,0.071428571,0.071428571,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tsafe,Takali,0.034150989,0.034150989,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tsanyawa,Gwarzo,0.172172547,0.172172547,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tudun Wada,Gwarzo,0.087906934,0.087906934,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Tureta,Birnin Kebbi,0.105908045,0.105908045,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Udenu,Uzo-Uwani,0.691656723,0.691656723,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Udi,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Udu,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Udung Uko,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ughelli North,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ughelli South,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ugwunagbo,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Uhunmwonde,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ukanafun,Nsit Ubium,0.4,0.4,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ukum,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ukwa East,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ukwa West,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ukwuani,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Umuahia North,Oru West,0.64092895,0.64092895,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Umuahia South,Ngor-Okpala,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Umu-Neochi,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ungogo,Taura,0.357446766,0.357446766,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Unuimo,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Uruan,Nsit Ubium,0.689497753,0.689497753,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Urue-Offong-Oruko,Nsit Ubium,0.4,0.4,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ushongo,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ussa,Oru West,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Uvwie,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Uyo,Nsit Ubium,0.395245307,0.395245307,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Uzo-Uwani,Uzo-Uwani,0.216210522,0.216210522,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Vandeikya,Oke-Ero,0.126702176,0.126702176,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Wamako,Gawabawa,0.106631444,0.106631444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Wamba,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Warawa,Gwarzo,0.052631579,0.052631579,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Warji,Takali,0.153846154,0.153846154,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Warri North,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Warri South,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Warri South West,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Wasagu-Danko,Alkaleri,0.428571429,0.428571429,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Wase,Alkaleri,0.046511611,0.046511611,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
