,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,beta_model_params,scale_values,scenario 
7013,Kaura-Namoda,Rimi,0.349087259,0.349087259,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7014,Kaura-Namoda,Rimi,0.372269207,0.372269207,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7015,Kaura-Namoda,Rimi,0.395451155,0.395451155,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7016,Kaura-Namoda,Rimi,0.418633103,0.418633103,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7017,Kaura-Namoda,Rimi,0.441815051,0.441815051,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7018,Kaura-Namoda,Rimi,0.464996998,0.464996998,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7019,Kurfi,Rimi,0.23317752,0.23317752,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7020,Kurfi,Rimi,0.256359468,0.256359468,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7021,Kurfi,Rimi,0.279541416,0.279541416,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7022,Kurfi,Rimi,0.302723363,0.302723363,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7023,Kurfi,Rimi,0.325905311,0.325905311,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7024,Kurfi,Rimi,0.349087259,0.349087259,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7025,Kurfi,Rimi,0.372269207,0.372269207,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7026,Kurfi,Rimi,0.395451155,0.395451155,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7027,Kurfi,Rimi,0.418633103,0.418633103,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7028,Kurfi,Rimi,0.441815051,0.441815051,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7029,Kurfi,Rimi,0.464996998,0.464996998,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7030,Kusada,Rimi,0.210681948,0.210681948,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7031,Kusada,Rimi,0.233863896,0.233863896,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7032,Kusada,Rimi,0.257045844,0.257045844,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7033,Kusada,Rimi,0.280227791,0.280227791,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7034,Kusada,Rimi,0.303409739,0.303409739,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7035,Kusada,Rimi,0.326591687,0.326591687,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7036,Kusada,Rimi,0.349773635,0.349773635,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7037,Kusada,Rimi,0.372955583,0.372955583,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7038,Kusada,Rimi,0.396137531,0.396137531,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7039,Kusada,Rimi,0.419319479,0.419319479,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7040,Kusada,Rimi,0.442501426,0.442501426,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7041,Mai'Adua,Rimi,0.423181948,0.423181948,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7042,Mai'Adua,Rimi,0.446363896,0.446363896,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7043,Mai'Adua,Rimi,0.469545844,0.469545844,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7044,Mai'Adua,Rimi,0.492727791,0.492727791,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7045,Mai'Adua,Rimi,0.515909739,0.515909739,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7046,Mai'Adua,Rimi,0.539091687,0.539091687,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7047,Mai'Adua,Rimi,0.562273635,0.562273635,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7048,Mai'Adua,Rimi,0.585455583,0.585455583,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7049,Mai'Adua,Rimi,0.608637531,0.608637531,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7050,Mai'Adua,Rimi,0.631819479,0.631819479,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7051,Mai'Adua,Rimi,0.655001426,0.655001426,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7052,Mani,Rimi,0.223063565,0.223063565,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7053,Mani,Rimi,0.246245513,0.246245513,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7054,Mani,Rimi,0.269427461,0.269427461,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7055,Mani,Rimi,0.292609408,0.292609408,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7056,Mani,Rimi,0.315791356,0.315791356,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7057,Mani,Rimi,0.338973304,0.338973304,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7058,Mani,Rimi,0.362155252,0.362155252,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7059,Mani,Rimi,0.3853372,0.3853372,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7060,Mani,Rimi,0.408519148,0.408519148,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7061,Mani,Rimi,0.431701096,0.431701096,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7062,Mani,Rimi,0.454883043,0.454883043,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7063,Mashi,Rimi,0.189848615,0.189848615,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7064,Mashi,Rimi,0.213030563,0.213030563,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7065,Mashi,Rimi,0.236212511,0.236212511,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7066,Mashi,Rimi,0.259394458,0.259394458,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7067,Mashi,Rimi,0.282576406,0.282576406,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7068,Mashi,Rimi,0.305758354,0.305758354,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7069,Mashi,Rimi,0.328940302,0.328940302,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7070,Mashi,Rimi,0.35212225,0.35212225,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7071,Mashi,Rimi,0.375304198,0.375304198,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7072,Mashi,Rimi,0.398486146,0.398486146,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7073,Mashi,Rimi,0.421668093,0.421668093,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7074,Matazuu,Rimi,0.308896234,0.308896234,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7075,Matazuu,Rimi,0.332078182,0.332078182,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7076,Matazuu,Rimi,0.35526013,0.35526013,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7077,Matazuu,Rimi,0.378442077,0.378442077,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7078,Matazuu,Rimi,0.401624025,0.401624025,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7079,Matazuu,Rimi,0.424805973,0.424805973,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7080,Matazuu,Rimi,0.447987921,0.447987921,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7081,Matazuu,Rimi,0.471169869,0.471169869,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7082,Matazuu,Rimi,0.494351817,0.494351817,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7083,Matazuu,Rimi,0.517533765,0.517533765,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7084,Matazuu,Rimi,0.540715712,0.540715712,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7085,Rimi,Rimi,0.23317752,0.23317752,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7086,Rimi,Rimi,0.256359468,0.256359468,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7087,Rimi,Rimi,0.279541416,0.279541416,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7088,Rimi,Rimi,0.302723363,0.302723363,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7089,Rimi,Rimi,0.325905311,0.325905311,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7090,Rimi,Rimi,0.349087259,0.349087259,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7091,Rimi,Rimi,0.372269207,0.372269207,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7092,Rimi,Rimi,0.395451155,0.395451155,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7093,Rimi,Rimi,0.418633103,0.418633103,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7094,Rimi,Rimi,0.441815051,0.441815051,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7095,Rimi,Rimi,0.464996998,0.464996998,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7096,Sandamu,Rimi,0.23317752,0.23317752,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7097,Sandamu,Rimi,0.256359468,0.256359468,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7098,Sandamu,Rimi,0.279541416,0.279541416,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7099,Sandamu,Rimi,0.302723363,0.302723363,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7100,Sandamu,Rimi,0.325905311,0.325905311,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7101,Sandamu,Rimi,0.349087259,0.349087259,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7102,Sandamu,Rimi,0.372269207,0.372269207,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7103,Sandamu,Rimi,0.395451155,0.395451155,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7104,Sandamu,Rimi,0.418633103,0.418633103,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7105,Sandamu,Rimi,0.441815051,0.441815051,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7106,Sandamu,Rimi,0.464996998,0.464996998,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7107,Shinkafi,Rimi,0.23317752,0.23317752,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7108,Shinkafi,Rimi,0.256359468,0.256359468,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7109,Shinkafi,Rimi,0.279541416,0.279541416,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7110,Shinkafi,Rimi,0.302723363,0.302723363,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7111,Shinkafi,Rimi,0.325905311,0.325905311,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7112,Shinkafi,Rimi,0.349087259,0.349087259,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7113,Shinkafi,Rimi,0.372269207,0.372269207,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7114,Shinkafi,Rimi,0.395451155,0.395451155,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7115,Shinkafi,Rimi,0.418633103,0.418633103,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7116,Shinkafi,Rimi,0.441815051,0.441815051,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7117,Shinkafi,Rimi,0.464996998,0.464996998,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7118,Tarmua,Rimi,0.23317752,0.23317752,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7119,Tarmua,Rimi,0.256359468,0.256359468,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7120,Tarmua,Rimi,0.279541416,0.279541416,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7121,Tarmua,Rimi,0.302723363,0.302723363,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7122,Tarmua,Rimi,0.325905311,0.325905311,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7123,Tarmua,Rimi,0.349087259,0.349087259,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7124,Tarmua,Rimi,0.372269207,0.372269207,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7125,Tarmua,Rimi,0.395451155,0.395451155,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7126,Tarmua,Rimi,0.418633103,0.418633103,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7127,Tarmua,Rimi,0.441815051,0.441815051,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7128,Tarmua,Rimi,0.464996998,0.464996998,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7129,Zurmi,Rimi,0.23317752,0.23317752,0.513181948,0,365,2020,-1,1,0.023181948,0.023181948,Scenario 3 (Budget-prioritized plan)
7130,Zurmi,Rimi,0.256359468,0.256359468,0.536363896,365,365,2021,-1,2,0.023181948,0.046363896,Scenario 3 (Budget-prioritized plan)
7131,Zurmi,Rimi,0.279541416,0.279541416,0.559545844,730,365,2022,-1,3,0.023181948,0.069545844,Scenario 3 (Budget-prioritized plan)
7132,Zurmi,Rimi,0.302723363,0.302723363,0.582727791,1095,365,2023,-1,4,0.023181948,0.092727791,Scenario 3 (Budget-prioritized plan)
7133,Zurmi,Rimi,0.325905311,0.325905311,0.605909739,1460,365,2024,-1,5,0.023181948,0.115909739,Scenario 3 (Budget-prioritized plan)
7134,Zurmi,Rimi,0.349087259,0.349087259,0.629091687,1825,365,2025,-1,6,0.023181948,0.139091687,Scenario 3 (Budget-prioritized plan)
7135,Zurmi,Rimi,0.372269207,0.372269207,0.652273635,2190,365,2026,-1,7,0.023181948,0.162273635,Scenario 3 (Budget-prioritized plan)
7136,Zurmi,Rimi,0.395451155,0.395451155,0.675455583,2555,365,2027,-1,8,0.023181948,0.185455583,Scenario 3 (Budget-prioritized plan)
7137,Zurmi,Rimi,0.418633103,0.418633103,0.698637531,2920,365,2028,-1,9,0.023181948,0.208637531,Scenario 3 (Budget-prioritized plan)
7138,Zurmi,Rimi,0.441815051,0.441815051,0.721819479,3285,365,2029,-1,10,0.023181948,0.231819479,Scenario 3 (Budget-prioritized plan)
7139,Zurmi,Rimi,0.464996998,0.464996998,0.745001426,3650,-1,2030,-1,11,0.023181948,0.255001426,Scenario 3 (Budget-prioritized plan)
7140,Barikin Ladi,Soba,0.027610252,0.027610252,0.497115562,0,365,2020,-1,1,0.007115562,0.007115562,Scenario 3 (Budget-prioritized plan)
7141,Barikin Ladi,Soba,0.034725813,0.034725813,0.504231123,365,365,2021,-1,2,0.007115562,0.014231123,Scenario 3 (Budget-prioritized plan)
7142,Barikin Ladi,Soba,0.041841375,0.041841375,0.511346685,730,365,2022,-1,3,0.007115562,0.021346685,Scenario 3 (Budget-prioritized plan)
7143,Barikin Ladi,Soba,0.048956937,0.048956937,0.518462247,1095,365,2023,-1,4,0.007115562,0.028462247,Scenario 3 (Budget-prioritized plan)
7144,Barikin Ladi,Soba,0.056072498,0.056072498,0.525577808,1460,365,2024,-1,5,0.007115562,0.035577808,Scenario 3 (Budget-prioritized plan)
7145,Barikin Ladi,Soba,0.06318806,0.06318806,0.53269337,1825,365,2025,-1,6,0.007115562,0.04269337,Scenario 3 (Budget-prioritized plan)
7146,Barikin Ladi,Soba,0.070303621,0.070303621,0.539808931,2190,365,2026,-1,7,0.007115562,0.049808931,Scenario 3 (Budget-prioritized plan)
7147,Barikin Ladi,Soba,0.077419183,0.077419183,0.546924493,2555,365,2027,-1,8,0.007115562,0.056924493,Scenario 3 (Budget-prioritized plan)
7148,Barikin Ladi,Soba,0.084534745,0.084534745,0.554040055,2920,365,2028,-1,9,0.007115562,0.064040055,Scenario 3 (Budget-prioritized plan)
7149,Barikin Ladi,Soba,0.091650306,0.091650306,0.561155616,3285,365,2029,-1,10,0.007115562,0.071155616,Scenario 3 (Budget-prioritized plan)
7150,Barikin Ladi,Soba,0.098765868,0.098765868,0.568271178,3650,-1,2030,-1,11,0.007115562,0.078271178,Scenario 3 (Budget-prioritized plan)
7151,Bassa2,Soba,0.027610252,0.027610252,0.497115562,0,365,2020,-1,1,0.007115562,0.007115562,Scenario 3 (Budget-prioritized plan)
7152,Bassa2,Soba,0.034725813,0.034725813,0.504231123,365,365,2021,-1,2,0.007115562,0.014231123,Scenario 3 (Budget-prioritized plan)
7153,Bassa2,Soba,0.041841375,0.041841375,0.511346685,730,365,2022,-1,3,0.007115562,0.021346685,Scenario 3 (Budget-prioritized plan)
7154,Bassa2,Soba,0.048956937,0.048956937,0.518462247,1095,365,2023,-1,4,0.007115562,0.028462247,Scenario 3 (Budget-prioritized plan)
7155,Bassa2,Soba,0.056072498,0.056072498,0.525577808,1460,365,2024,-1,5,0.007115562,0.035577808,Scenario 3 (Budget-prioritized plan)
7156,Bassa2,Soba,0.06318806,0.06318806,0.53269337,1825,365,2025,-1,6,0.007115562,0.04269337,Scenario 3 (Budget-prioritized plan)
7157,Bassa2,Soba,0.070303621,0.070303621,0.539808931,2190,365,2026,-1,7,0.007115562,0.049808931,Scenario 3 (Budget-prioritized plan)
7158,Bassa2,Soba,0.077419183,0.077419183,0.546924493,2555,365,2027,-1,8,0.007115562,0.056924493,Scenario 3 (Budget-prioritized plan)
7159,Bassa2,Soba,0.084534745,0.084534745,0.554040055,2920,365,2028,-1,9,0.007115562,0.064040055,Scenario 3 (Budget-prioritized plan)
7160,Bassa2,Soba,0.091650306,0.091650306,0.561155616,3285,365,2029,-1,10,0.007115562,0.071155616,Scenario 3 (Budget-prioritized plan)
7161,Bassa2,Soba,0.098765868,0.098765868,0.568271178,3650,-1,2030,-1,11,0.007115562,0.078271178,Scenario 3 (Budget-prioritized plan)
7162,Chikun,Soba,0.027610252,0.027610252,0.497115562,0,365,2020,-1,1,0.007115562,0.007115562,Scenario 3 (Budget-prioritized plan)
7163,Chikun,Soba,0.034725813,0.034725813,0.504231123,365,365,2021,-1,2,0.007115562,0.014231123,Scenario 3 (Budget-prioritized plan)
7164,Chikun,Soba,0.041841375,0.041841375,0.511346685,730,365,2022,-1,3,0.007115562,0.021346685,Scenario 3 (Budget-prioritized plan)
7165,Chikun,Soba,0.048956937,0.048956937,0.518462247,1095,365,2023,-1,4,0.007115562,0.028462247,Scenario 3 (Budget-prioritized plan)
7166,Chikun,Soba,0.056072498,0.056072498,0.525577808,1460,365,2024,-1,5,0.007115562,0.035577808,Scenario 3 (Budget-prioritized plan)
7167,Chikun,Soba,0.06318806,0.06318806,0.53269337,1825,365,2025,-1,6,0.007115562,0.04269337,Scenario 3 (Budget-prioritized plan)
7168,Chikun,Soba,0.070303621,0.070303621,0.539808931,2190,365,2026,-1,7,0.007115562,0.049808931,Scenario 3 (Budget-prioritized plan)
7169,Chikun,Soba,0.077419183,0.077419183,0.546924493,2555,365,2027,-1,8,0.007115562,0.056924493,Scenario 3 (Budget-prioritized plan)
7170,Chikun,Soba,0.084534745,0.084534745,0.554040055,2920,365,2028,-1,9,0.007115562,0.064040055,Scenario 3 (Budget-prioritized plan)
7171,Chikun,Soba,0.091650306,0.091650306,0.561155616,3285,365,2029,-1,10,0.007115562,0.071155616,Scenario 3 (Budget-prioritized plan)
7172,Chikun,Soba,0.098765868,0.098765868,0.568271178,3650,-1,2030,-1,11,0.007115562,0.078271178,Scenario 3 (Budget-prioritized plan)
7173,Igabi,Soba,0.027610252,0.027610252,0.497115562,0,365,2020,-1,1,0.007115562,0.007115562,Scenario 3 (Budget-prioritized plan)
7174,Igabi,Soba,0.034725813,0.034725813,0.504231123,365,365,2021,-1,2,0.007115562,0.014231123,Scenario 3 (Budget-prioritized plan)
7175,Igabi,Soba,0.041841375,0.041841375,0.511346685,730,365,2022,-1,3,0.007115562,0.021346685,Scenario 3 (Budget-prioritized plan)
7176,Igabi,Soba,0.048956937,0.048956937,0.518462247,1095,365,2023,-1,4,0.007115562,0.028462247,Scenario 3 (Budget-prioritized plan)
7177,Igabi,Soba,0.056072498,0.056072498,0.525577808,1460,365,2024,-1,5,0.007115562,0.035577808,Scenario 3 (Budget-prioritized plan)
7178,Igabi,Soba,0.06318806,0.06318806,0.53269337,1825,365,2025,-1,6,0.007115562,0.04269337,Scenario 3 (Budget-prioritized plan)
7179,Igabi,Soba,0.070303621,0.070303621,0.539808931,2190,365,2026,-1,7,0.007115562,0.049808931,Scenario 3 (Budget-prioritized plan)
7180,Igabi,Soba,0.077419183,0.077419183,0.546924493,2555,365,2027,-1,8,0.007115562,0.056924493,Scenario 3 (Budget-prioritized plan)
7181,Igabi,Soba,0.084534745,0.084534745,0.554040055,2920,365,2028,-1,9,0.007115562,0.064040055,Scenario 3 (Budget-prioritized plan)
7182,Igabi,Soba,0.091650306,0.091650306,0.561155616,3285,365,2029,-1,10,0.007115562,0.071155616,Scenario 3 (Budget-prioritized plan)
7183,Igabi,Soba,0.098765868,0.098765868,0.568271178,3650,-1,2030,-1,11,0.007115562,0.078271178,Scenario 3 (Budget-prioritized plan)
7184,Ikara,Soba,0.027610252,0.027610252,0.497115562,0,365,2020,-1,1,0.007115562,0.007115562,Scenario 3 (Budget-prioritized plan)
7185,Ikara,Soba,0.034725813,0.034725813,0.504231123,365,365,2021,-1,2,0.007115562,0.014231123,Scenario 3 (Budget-prioritized plan)
7186,Ikara,Soba,0.041841375,0.041841375,0.511346685,730,365,2022,-1,3,0.007115562,0.021346685,Scenario 3 (Budget-prioritized plan)
7187,Ikara,Soba,0.048956937,0.048956937,0.518462247,1095,365,2023,-1,4,0.007115562,0.028462247,Scenario 3 (Budget-prioritized plan)
7188,Ikara,Soba,0.056072498,0.056072498,0.525577808,1460,365,2024,-1,5,0.007115562,0.035577808,Scenario 3 (Budget-prioritized plan)
7189,Ikara,Soba,0.06318806,0.06318806,0.53269337,1825,365,2025,-1,6,0.007115562,0.04269337,Scenario 3 (Budget-prioritized plan)
7190,Ikara,Soba,0.070303621,0.070303621,0.539808931,2190,365,2026,-1,7,0.007115562,0.049808931,Scenario 3 (Budget-prioritized plan)
7191,Ikara,Soba,0.077419183,0.077419183,0.546924493,2555,365,2027,-1,8,0.007115562,0.056924493,Scenario 3 (Budget-prioritized plan)
7192,Ikara,Soba,0.084534745,0.084534745,0.554040055,2920,365,2028,-1,9,0.007115562,0.064040055,Scenario 3 (Budget-prioritized plan)
7193,Ikara,Soba,0.091650306,0.091650306,0.561155616,3285,365,2029,-1,10,0.007115562,0.071155616,Scenario 3 (Budget-prioritized plan)
7194,Ikara,Soba,0.098765868,0.098765868,0.568271178,3650,-1,2030,-1,11,0.007115562,0.078271178,Scenario 3 (Budget-prioritized plan)
