,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,beta_model_params,scale_values,scenario 
546,Isokan,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
547,Isokan,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
548,Isokan,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
549,Isokan,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
550,Isokan,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
551,Itesiwaju,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
552,Itesiwaju,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
553,Itesiwaju,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
554,Itesiwaju,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
555,Itesiwaju,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
556,Itesiwaju,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
557,Itesiwaju,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
558,Itesiwaju,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
559,Itesiwaju,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
560,Itesiwaju,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
561,Itesiwaju,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
562,Iwo,Akinyele,0.490201943,0.490201943,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
563,Iwo,Akinyele,0.516372861,0.516372861,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
564,Iwo,Akinyele,0.542543779,0.542543779,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
565,Iwo,Akinyele,0.568714697,0.568714697,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
566,Iwo,Akinyele,0.594885615,0.594885615,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
567,Iwo,Akinyele,0.621056533,0.621056533,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
568,Iwo,Akinyele,0.647227451,0.647227451,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
569,Iwo,Akinyele,0.673398369,0.673398369,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
570,Iwo,Akinyele,0.699569287,0.699569287,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
571,Iwo,Akinyele,0.725740204,0.725740204,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
572,Iwo,Akinyele,0.751911122,0.751911122,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
573,Kajola,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
574,Kajola,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
575,Kajola,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
576,Kajola,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
577,Kajola,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
578,Kajola,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
579,Kajola,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
580,Kajola,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
581,Kajola,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
582,Kajola,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
583,Kajola,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
584,Lagelu,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
585,Lagelu,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
586,Lagelu,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
587,Lagelu,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
588,Lagelu,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
589,Lagelu,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
590,Lagelu,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
591,Lagelu,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
592,Lagelu,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
593,Lagelu,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
594,Lagelu,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
595,Obokun,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
596,Obokun,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
597,Obokun,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
598,Obokun,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
599,Obokun,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
600,Obokun,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
601,Obokun,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
602,Obokun,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
603,Obokun,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
604,Obokun,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
605,Obokun,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
606,Odigbo,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
607,Odigbo,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
608,Odigbo,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
609,Odigbo,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
610,Odigbo,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
611,Odigbo,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
612,Odigbo,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
613,Odigbo,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
614,Odigbo,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
615,Odigbo,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
616,Odigbo,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
617,Offa,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
618,Offa,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
619,Offa,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
620,Offa,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
621,Offa,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
622,Offa,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
623,Offa,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
624,Offa,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
625,Offa,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
626,Offa,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
627,Offa,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
628,Ogbomosho North,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
629,Ogbomosho North,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
630,Ogbomosho North,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
631,Ogbomosho North,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
632,Ogbomosho North,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
633,Ogbomosho North,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
634,Ogbomosho North,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
635,Ogbomosho North,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
636,Ogbomosho North,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
637,Ogbomosho North,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
638,Ogbomosho North,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
639,Ogbomosho South,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
640,Ogbomosho South,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
641,Ogbomosho South,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
642,Ogbomosho South,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
643,Ogbomosho South,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
644,Ogbomosho South,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
645,Ogbomosho South,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
646,Ogbomosho South,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
647,Ogbomosho South,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
648,Ogbomosho South,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
649,Ogbomosho South,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
650,Ohimini,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
651,Ohimini,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
652,Ohimini,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
653,Ohimini,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
654,Ohimini,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
655,Ohimini,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
656,Ohimini,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
657,Ohimini,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
658,Ohimini,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
659,Ohimini,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
660,Ohimini,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
661,Okpokwu,Akinyele,0.169028061,0.169028061,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
662,Okpokwu,Akinyele,0.195198979,0.195198979,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
663,Okpokwu,Akinyele,0.221369897,0.221369897,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
664,Okpokwu,Akinyele,0.247540815,0.247540815,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
665,Okpokwu,Akinyele,0.273711733,0.273711733,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
666,Okpokwu,Akinyele,0.299882651,0.299882651,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
667,Okpokwu,Akinyele,0.326053569,0.326053569,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
668,Okpokwu,Akinyele,0.352224487,0.352224487,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
669,Okpokwu,Akinyele,0.378395405,0.378395405,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
670,Okpokwu,Akinyele,0.404566322,0.404566322,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
671,Okpokwu,Akinyele,0.43073724,0.43073724,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
672,Olamabolo,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
673,Olamabolo,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
674,Olamabolo,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
675,Olamabolo,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
676,Olamabolo,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
677,Olamabolo,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
678,Olamabolo,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
679,Olamabolo,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
680,Olamabolo,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
681,Olamabolo,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
682,Olamabolo,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
683,Olorunda,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
684,Olorunda,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
685,Olorunda,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
686,Olorunda,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
687,Olorunda,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
688,Olorunda,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
689,Olorunda,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
690,Olorunda,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
