"","LGA","Rep_DS","State","U5_coverage","adult_coverage","simday","duration","year","round","severe_cases","scale_m","scale_values"
"230","Agatu","Keana",NA,0.432703243515397,0.432703243515397,3356,365,2029,10,0.745516030515397,11,0.255516030515397
"231","Agatu","Keana",NA,0.455931973562251,0.455931973562251,3721,365,2030,11,0.768744760562251,12,0.278744760562251
"232","Agege","Uzo-Uwani",NA,0.560626415710504,0.560626415710504,71,365,2020,1,0.630433930710504,2,0.140433930710504
"233","Agege","Uzo-Uwani",NA,0.630843381065757,0.630843381065757,436,365,2021,2,0.700650896065757,3,0.210650896065757
"234","Agege","Uzo-Uwani",NA,0.701060346421009,0.701060346421009,801,365,2022,3,0.770867861421009,4,0.280867861421009
"235","Agege","Uzo-Uwani",NA,0.771277311776261,0.771277311776261,1166,365,2023,4,0.8,5,0.351084826776261
"236","Agege","Uzo-Uwani",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.421301792131513
"237","Agege","Uzo-Uwani",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.491518757486766
"238","Agege","Uzo-Uwani",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.561735722842018
"239","Agege","Uzo-Uwani",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.63195268819727
"240","Agege","Uzo-Uwani",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.702169653552522
"241","Agege","Uzo-Uwani",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.772386618907774
"242","Agege","Uzo-Uwani",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.842603584263027
"243","Aguata","Oru West",NA,0.574467982565305,0.574467982565305,71,365,2020,1,0.629359996565305,2,0.139359996565305
"244","Aguata","Oru West",NA,0.644147980847957,0.644147980847957,436,365,2021,2,0.699039994847957,3,0.209039994847957
"245","Aguata","Oru West",NA,0.71382797913061,0.71382797913061,801,365,2022,3,0.76871999313061,4,0.27871999313061
"246","Aguata","Oru West",NA,0.783507977413262,0.783507977413262,1166,365,2023,4,0.8,5,0.348399991413262
"247","Aguata","Oru West",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.418079989695915
"248","Aguata","Oru West",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.487759987978567
"249","Aguata","Oru West",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.55743998626122
"250","Aguata","Oru West",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.627119984543872
"251","Aguata","Oru West",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.696799982826525
"252","Aguata","Oru West",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.766479981109177
"253","Aguata","Oru West",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.83615997939183
"254","Agwara","Birnin Kebbi",NA,0.549517303578912,0.549517303578912,71,365,2020,1,0.617261623578912,2,0.127261623578912
"255","Agwara","Birnin Kebbi",NA,0.613148115368369,0.613148115368369,436,365,2021,2,0.680892435368369,3,0.190892435368369
"256","Agwara","Birnin Kebbi",NA,0.676778927157825,0.676778927157825,801,365,2022,3,0.744523247157825,4,0.254523247157825
"257","Agwara","Birnin Kebbi",NA,0.740409738947281,0.740409738947281,1166,365,2023,4,0.8,5,0.318154058947281
"258","Agwara","Birnin Kebbi",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.381784870736738
"259","Agwara","Birnin Kebbi",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.445415682526194
"260","Agwara","Birnin Kebbi",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.50904649431565
"261","Agwara","Birnin Kebbi",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.572677306105106
"262","Agwara","Birnin Kebbi",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.636308117894562
"263","Agwara","Birnin Kebbi",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.699938929684019
"264","Agwara","Birnin Kebbi",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.763569741473475
"265","Ahiazu-Mbaise","Ngor-Okpala",NA,0.389615804786297,0.389615804786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"266","Ahiazu-Mbaise","Ngor-Okpala",NA,0.442737005679445,0.442737005679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"267","Ahiazu-Mbaise","Ngor-Okpala",NA,0.495858206572593,0.495858206572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"268","Ahiazu-Mbaise","Ngor-Okpala",NA,0.548979407465742,0.548979407465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"269","Ahiazu-Mbaise","Ngor-Okpala",NA,0.60210060835889,0.60210060835889,1531,365,2024,5,0.8,6,0.31872720535889
"270","Ahiazu-Mbaise","Ngor-Okpala",NA,0.655221809252038,0.655221809252038,1896,365,2025,6,0.8,7,0.371848406252038
"271","Ahiazu-Mbaise","Ngor-Okpala",NA,0.708343010145187,0.708343010145187,2261,365,2026,7,0.8,8,0.424969607145187
"272","Ahiazu-Mbaise","Ngor-Okpala",NA,0.761464211038335,0.761464211038335,2626,365,2027,8,0.8,9,0.478090808038335
"273","Ahiazu-Mbaise","Ngor-Okpala",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.531212008931483
"274","Ahiazu-Mbaise","Ngor-Okpala",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.584333209824632
"275","Ahiazu-Mbaise","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"276","Ahoada East","Ahoada West",NA,0.337691397176315,0.337691397176315,71,365,2020,1,0.527028172176315,2,0.0370281721763151
"277","Ahoada East","Ahoada West",NA,0.356205483264473,0.356205483264473,436,365,2021,2,0.545542258264473,3,0.0555422582644726
"278","Ahoada East","Ahoada West",NA,0.37471956935263,0.37471956935263,801,365,2022,3,0.56405634435263,4,0.0740563443526301
"279","Ahoada East","Ahoada West",NA,0.393233655440788,0.393233655440788,1166,365,2023,4,0.582570430440788,5,0.0925704304407876
"280","Ahoada East","Ahoada West",NA,0.411747741528945,0.411747741528945,1531,365,2024,5,0.601084516528945,6,0.111084516528945
"281","Ahoada East","Ahoada West",NA,0.430261827617103,0.430261827617103,1896,365,2025,6,0.619598602617103,7,0.129598602617103
"282","Ahoada East","Ahoada West",NA,0.44877591370526,0.44877591370526,2261,365,2026,7,0.63811268870526,8,0.14811268870526
"283","Ahoada East","Ahoada West",NA,0.467289999793418,0.467289999793418,2626,365,2027,8,0.656626774793418,9,0.166626774793418
"284","Ahoada East","Ahoada West",NA,0.485804085881575,0.485804085881575,2991,365,2028,9,0.675140860881575,10,0.185140860881575
"285","Ahoada East","Ahoada West",NA,0.504318171969733,0.504318171969733,3356,365,2029,10,0.693654946969733,11,0.203654946969733
"286","Ahoada East","Ahoada West",NA,0.52283225805789,0.52283225805789,3721,365,2030,11,0.71216903305789,12,0.22216903305789
"287","Ahoada West","Ahoada West",NA,0.370361505176315,0.370361505176315,71,365,2020,1,0.527028172176315,2,0.0370281721763151
"288","Ahoada West","Ahoada West",NA,0.388875591264473,0.388875591264473,436,365,2021,2,0.545542258264473,3,0.0555422582644726
"289","Ahoada West","Ahoada West",NA,0.40738967735263,0.40738967735263,801,365,2022,3,0.56405634435263,4,0.0740563443526301
"290","Ahoada West","Ahoada West",NA,0.425903763440788,0.425903763440788,1166,365,2023,4,0.582570430440788,5,0.0925704304407876
"291","Ahoada West","Ahoada West",NA,0.444417849528945,0.444417849528945,1531,365,2024,5,0.601084516528945,6,0.111084516528945
"292","Ahoada West","Ahoada West",NA,0.462931935617103,0.462931935617103,1896,365,2025,6,0.619598602617103,7,0.129598602617103
"293","Ahoada West","Ahoada West",NA,0.48144602170526,0.48144602170526,2261,365,2026,7,0.63811268870526,8,0.14811268870526
"294","Ahoada West","Ahoada West",NA,0.499960107793418,0.499960107793418,2626,365,2027,8,0.656626774793418,9,0.166626774793418
"295","Ahoada West","Ahoada West",NA,0.518474193881575,0.518474193881575,2991,365,2028,9,0.675140860881575,10,0.185140860881575
"296","Ahoada West","Ahoada West",NA,0.536988279969733,0.536988279969733,3356,365,2029,10,0.693654946969733,11,0.203654946969733
"297","Ahoada West","Ahoada West",NA,0.55550236605789,0.55550236605789,3721,365,2030,11,0.71216903305789,12,0.22216903305789
"298","Aiyedade","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"299","Aiyedade","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"300","Aiyedade","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"301","Aiyedade","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"302","Aiyedade","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"303","Aiyedade","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"304","Aiyedade","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"305","Aiyedade","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"306","Aiyedade","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"307","Aiyedade","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"308","Aiyedade","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"309","Aiyedire","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"310","Aiyedire","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"311","Aiyedire","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"312","Aiyedire","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"313","Aiyedire","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"314","Aiyedire","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"315","Aiyedire","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"316","Aiyedire","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"317","Aiyedire","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"318","Aiyedire","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"319","Aiyedire","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"320","Ajaokuta","Owan East",NA,0.363787535289479,0.363787535289479,71,365,2020,1,0.574844756289479,2,0.0848447562894792
"321","Ajaokuta","Owan East",NA,0.406209913434219,0.406209913434219,436,365,2021,2,0.617267134434219,3,0.127267134434219
"322","Ajaokuta","Owan East",NA,0.448632291578958,0.448632291578958,801,365,2022,3,0.659689512578958,4,0.169689512578958
"323","Ajaokuta","Owan East",NA,0.491054669723698,0.491054669723698,1166,365,2023,4,0.702111890723698,5,0.212111890723698
"324","Ajaokuta","Owan East",NA,0.533477047868438,0.533477047868438,1531,365,2024,5,0.744534268868438,6,0.254534268868438
"325","Ajaokuta","Owan East",NA,0.575899426013177,0.575899426013177,1896,365,2025,6,0.786956647013177,7,0.296956647013177
"326","Ajaokuta","Owan East",NA,0.618321804157917,0.618321804157917,2261,365,2026,7,0.8,8,0.339379025157917
"327","Ajaokuta","Owan East",NA,0.660744182302657,0.660744182302657,2626,365,2027,8,0.8,9,0.381801403302657
"328","Ajaokuta","Owan East",NA,0.703166560447396,0.703166560447396,2991,365,2028,9,0.8,10,0.424223781447396
"329","Ajaokuta","Owan East",NA,0.745588938592136,0.745588938592136,3356,365,2029,10,0.8,11,0.466646159592136
"330","Ajaokuta","Owan East",NA,0.788011316736875,0.788011316736875,3721,365,2030,11,0.8,12,0.509068537736875
"331","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,71,365,2020,1,0.630433930710504,2,0.140433930710504
"332","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,436,365,2021,2,0.700650896065757,3,0.210650896065757
"333","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,801,365,2022,3,0.770867861421009,4,0.280867861421009
"334","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,1166,365,2023,4,0.8,5,0.351084826776261
"335","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.421301792131513
"336","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.491518757486766
"337","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.561735722842018
"338","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.63195268819727
"339","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.702169653552522
"340","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.772386618907774
"341","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.842603584263027
"342","Ajingi","Taura",NA,0.235818373052626,0.235818373052626,71,365,2020,1,0.550890332052626,2,0.0608903320526256
"343","Ajingi","Taura",NA,0.266263539078938,0.266263539078938,436,365,2021,2,0.581335498078938,3,0.0913354980789385
"344","Ajingi","Taura",NA,0.296708705105251,0.296708705105251,801,365,2022,3,0.611780664105251,4,0.121780664105251
"345","Ajingi","Taura",NA,0.327153871131564,0.327153871131564,1166,365,2023,4,0.642225830131564,5,0.152225830131564
"346","Ajingi","Taura",NA,0.357599037157877,0.357599037157877,1531,365,2024,5,0.672670996157877,6,0.182670996157877
"347","Ajingi","Taura",NA,0.38804420318419,0.38804420318419,1896,365,2025,6,0.70311616218419,7,0.21311616218419
"348","Ajingi","Taura",NA,0.418489369210503,0.418489369210503,2261,365,2026,7,0.733561328210503,8,0.243561328210503
"349","Ajingi","Taura",NA,0.448934535236815,0.448934535236815,2626,365,2027,8,0.764006494236815,9,0.274006494236815
"350","Ajingi","Taura",NA,0.479379701263128,0.479379701263128,2991,365,2028,9,0.794451660263128,10,0.304451660263128
"351","Ajingi","Taura",NA,0.509824867289441,0.509824867289441,3356,365,2029,10,0.8,11,0.334896826289441
"352","Ajingi","Taura",NA,0.540270033315754,0.540270033315754,3721,365,2030,11,0.8,12,0.365341992315754
"353","Akamkpa","Ngor-Okpala",NA,0.297629999786297,0.297629999786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"354","Akamkpa","Ngor-Okpala",NA,0.350751200679445,0.350751200679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"355","Akamkpa","Ngor-Okpala",NA,0.403872401572593,0.403872401572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"356","Akamkpa","Ngor-Okpala",NA,0.456993602465742,0.456993602465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"357","Akamkpa","Ngor-Okpala",NA,0.51011480335889,0.51011480335889,1531,365,2024,5,0.8,6,0.31872720535889
"358","Akamkpa","Ngor-Okpala",NA,0.563236004252038,0.563236004252038,1896,365,2025,6,0.8,7,0.371848406252038
"359","Akamkpa","Ngor-Okpala",NA,0.616357205145187,0.616357205145187,2261,365,2026,7,0.8,8,0.424969607145187
"360","Akamkpa","Ngor-Okpala",NA,0.669478406038335,0.669478406038335,2626,365,2027,8,0.8,9,0.478090808038335
"361","Akamkpa","Ngor-Okpala",NA,0.722599606931483,0.722599606931483,2991,365,2028,9,0.8,10,0.531212008931483
"362","Akamkpa","Ngor-Okpala",NA,0.775720807824632,0.775720807824632,3356,365,2029,10,0.8,11,0.584333209824632
"363","Akamkpa","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"364","Akinyele","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"365","Akinyele","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"366","Akinyele","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"367","Akinyele","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"368","Akinyele","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"369","Akinyele","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"370","Akinyele","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"371","Akinyele","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"372","Akinyele","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"373","Akinyele","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"374","Akinyele","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"375","Akko","Alkaleri",NA,0.225989879961484,0.225989879961484,71,365,2020,1,0.570085431961484,2,0.0800854319614836
"376","Akko","Alkaleri",NA,0.266032595942225,0.266032595942225,436,365,2021,2,0.610128147942225,3,0.120128147942225
"377","Akko","Alkaleri",NA,0.306075311922967,0.306075311922967,801,365,2022,3,0.650170863922967,4,0.160170863922967
"378","Akko","Alkaleri",NA,0.346118027903709,0.346118027903709,1166,365,2023,4,0.690213579903709,5,0.200213579903709
"379","Akko","Alkaleri",NA,0.386160743884451,0.386160743884451,1531,365,2024,5,0.730256295884451,6,0.240256295884451
"380","Akko","Alkaleri",NA,0.426203459865193,0.426203459865193,1896,365,2025,6,0.770299011865193,7,0.280299011865193
"381","Akko","Alkaleri",NA,0.466246175845934,0.466246175845934,2261,365,2026,7,0.8,8,0.320341727845934
"382","Akko","Alkaleri",NA,0.506288891826676,0.506288891826676,2626,365,2027,8,0.8,9,0.360384443826676
"383","Akko","Alkaleri",NA,0.546331607807418,0.546331607807418,2991,365,2028,9,0.8,10,0.400427159807418
"384","Akko","Alkaleri",NA,0.58637432378816,0.58637432378816,3356,365,2029,10,0.8,11,0.44046987578816
"385","Akko","Alkaleri",NA,0.626417039768902,0.626417039768902,3721,365,2030,11,0.8,12,0.480512591768902
"386","Akoko North East","Oke-Ero",NA,0.358423146997137,0.358423146997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"387","Akoko North East","Oke-Ero",NA,0.389367734995705,0.389367734995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"388","Akoko North East","Oke-Ero",NA,0.420312322994273,0.420312322994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"389","Akoko North East","Oke-Ero",NA,0.451256910992841,0.451256910992841,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"390","Akoko North East","Oke-Ero",NA,0.48220149899141,0.48220149899141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"391","Akoko North East","Oke-Ero",NA,0.513146086989978,0.513146086989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"392","Akoko North East","Oke-Ero",NA,0.544090674988546,0.544090674988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"393","Akoko North East","Oke-Ero",NA,0.575035262987115,0.575035262987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"394","Akoko North East","Oke-Ero",NA,0.605979850985683,0.605979850985683,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"395","Akoko North East","Oke-Ero",NA,0.636924438984251,0.636924438984251,3356,365,2029,10,0.8,11,0.340390467984251
"396","Akoko North East","Oke-Ero",NA,0.66786902698282,0.66786902698282,3721,365,2030,11,0.8,12,0.37133505598282
"397","Akoko North West","Oke-Ero",NA,0.578736493997137,0.578736493997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"398","Akoko North West","Oke-Ero",NA,0.609681081995705,0.609681081995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"399","Akoko North West","Oke-Ero",NA,0.640625669994273,0.640625669994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"400","Akoko North West","Oke-Ero",NA,0.671570257992841,0.671570257992841,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"401","Akoko North West","Oke-Ero",NA,0.70251484599141,0.70251484599141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"402","Akoko North West","Oke-Ero",NA,0.733459433989978,0.733459433989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"403","Akoko North West","Oke-Ero",NA,0.764404021988546,0.764404021988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"404","Akoko North West","Oke-Ero",NA,0.795348609987115,0.795348609987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"405","Akoko North West","Oke-Ero",NA,0.8,0.8,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"406","Akoko North West","Oke-Ero",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.340390467984251
"407","Akoko North West","Oke-Ero",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.37133505598282
"408","Akoko South East","Oke-Ero",NA,0.308728764997137,0.308728764997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"409","Akoko South East","Oke-Ero",NA,0.339673352995705,0.339673352995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"410","Akoko South East","Oke-Ero",NA,0.370617940994273,0.370617940994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
