"","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"1092","Kano","Bagwai","SMC","Babura","may",2021,4,-1,1,0.6,5,586
"1953","Kano","Bagwai","SMC","Babura","may",2022,1,-1,1,0.6,5,861
"1954","Kano","Bagwai","SMC","Babura","may",2022,2,-1,1,0.6,5,891
"1955","Kano","Bagwai","SMC","Babura","may",2022,3,-1,1,0.6,5,921
"1956","Kano","Bagwai","SMC","Babura","may",2022,4,-1,1,0.6,5,951
"2817","Kano","Bagwai","SMC","Babura","may",2023,1,-1,1,0.6,5,1226
"2818","Kano","Bagwai","SMC","Babura","may",2023,2,-1,1,0.6,5,1256
"2819","Kano","Bagwai","SMC","Babura","may",2023,3,-1,1,0.6,5,1286
"2820","Kano","Bagwai","SMC","Babura","may",2023,4,-1,1,0.6,5,1316
"3681","Kano","Bagwai","SMC","Babura","may",2024,1,-1,1,0.6,5,1591
"3682","Kano","Bagwai","SMC","Babura","may",2024,2,-1,1,0.6,5,1621
"3683","Kano","Bagwai","SMC","Babura","may",2024,3,-1,1,0.6,5,1651
"3684","Kano","Bagwai","SMC","Babura","may",2024,4,-1,1,0.6,5,1681
"4545","Kano","Bagwai","SMC","Babura","may",2025,1,-1,1,0.6,5,1956
"4546","Kano","Bagwai","SMC","Babura","may",2025,2,-1,1,0.6,5,1986
"4547","Kano","Bagwai","SMC","Babura","may",2025,3,-1,1,0.6,5,2016
"4548","Kano","Bagwai","SMC","Babura","may",2025,4,-1,1,0.6,5,2046
"5409","Kano","Bagwai","SMC","Babura","may",2026,1,-1,1,0.6,5,2321
"5410","Kano","Bagwai","SMC","Babura","may",2026,2,-1,1,0.6,5,2351
"5411","Kano","Bagwai","SMC","Babura","may",2026,3,-1,1,0.6,5,2381
"5412","Kano","Bagwai","SMC","Babura","may",2026,4,-1,1,0.6,5,2411
"6273","Kano","Bagwai","SMC","Babura","may",2027,1,-1,1,0.6,5,2686
"6274","Kano","Bagwai","SMC","Babura","may",2027,2,-1,1,0.6,5,2716
"6275","Kano","Bagwai","SMC","Babura","may",2027,3,-1,1,0.6,5,2746
"6276","Kano","Bagwai","SMC","Babura","may",2027,4,-1,1,0.6,5,2776
"7137","Kano","Bagwai","SMC","Babura","may",2028,1,-1,1,0.6,5,3051
"7138","Kano","Bagwai","SMC","Babura","may",2028,2,-1,1,0.6,5,3081
"7139","Kano","Bagwai","SMC","Babura","may",2028,3,-1,1,0.6,5,3111
"7140","Kano","Bagwai","SMC","Babura","may",2028,4,-1,1,0.6,5,3141
"8001","Kano","Bagwai","SMC","Babura","may",2029,1,-1,1,0.6,5,3416
"8002","Kano","Bagwai","SMC","Babura","may",2029,2,-1,1,0.6,5,3446
"8003","Kano","Bagwai","SMC","Babura","may",2029,3,-1,1,0.6,5,3476
"8004","Kano","Bagwai","SMC","Babura","may",2029,4,-1,1,0.6,5,3506
"8865","Kano","Bagwai","SMC","Babura","may",2030,1,-1,1,0.6,5,3781
"8866","Kano","Bagwai","SMC","Babura","may",2030,2,-1,1,0.6,5,3811
"8867","Kano","Bagwai","SMC","Babura","may",2030,3,-1,1,0.6,5,3841
"8868","Kano","Bagwai","SMC","Babura","may",2030,4,-1,1,0.6,5,3871
"393","Katsina","Bakori","SMC","Gwarzo","august",2020,1,-1,1,0.6,5,223
"394","Katsina","Bakori","SMC","Gwarzo","august",2020,2,-1,1,0.6,5,253
"395","Katsina","Bakori","SMC","Gwarzo","august",2020,3,-1,1,0.6,5,283
"396","Katsina","Bakori","SMC","Gwarzo","august",2020,4,-1,1,0.6,5,313
"1257","Katsina","Bakori","SMC","Gwarzo","august",2021,1,-1,1,0.6,5,588
"1258","Katsina","Bakori","SMC","Gwarzo","august",2021,2,-1,1,0.6,5,618
"1259","Katsina","Bakori","SMC","Gwarzo","august",2021,3,-1,1,0.6,5,648
"1260","Katsina","Bakori","SMC","Gwarzo","august",2021,4,-1,1,0.6,5,678
"2121","Katsina","Bakori","SMC","Gwarzo","august",2022,1,-1,1,0.6,5,953
"2122","Katsina","Bakori","SMC","Gwarzo","august",2022,2,-1,1,0.6,5,983
"2123","Katsina","Bakori","SMC","Gwarzo","august",2022,3,-1,1,0.6,5,1013
"2124","Katsina","Bakori","SMC","Gwarzo","august",2022,4,-1,1,0.6,5,1043
"2985","Katsina","Bakori","SMC","Gwarzo","august",2023,1,-1,1,0.6,5,1318
"2986","Katsina","Bakori","SMC","Gwarzo","august",2023,2,-1,1,0.6,5,1348
"2987","Katsina","Bakori","SMC","Gwarzo","august",2023,3,-1,1,0.6,5,1378
"2988","Katsina","Bakori","SMC","Gwarzo","august",2023,4,-1,1,0.6,5,1408
"3849","Katsina","Bakori","SMC","Gwarzo","august",2024,1,-1,1,0.6,5,1683
"3850","Katsina","Bakori","SMC","Gwarzo","august",2024,2,-1,1,0.6,5,1713
"3851","Katsina","Bakori","SMC","Gwarzo","august",2024,3,-1,1,0.6,5,1743
"3852","Katsina","Bakori","SMC","Gwarzo","august",2024,4,-1,1,0.6,5,1773
"4713","Katsina","Bakori","SMC","Gwarzo","august",2025,1,-1,1,0.6,5,2048
"4714","Katsina","Bakori","SMC","Gwarzo","august",2025,2,-1,1,0.6,5,2078
"4715","Katsina","Bakori","SMC","Gwarzo","august",2025,3,-1,1,0.6,5,2108
"4716","Katsina","Bakori","SMC","Gwarzo","august",2025,4,-1,1,0.6,5,2138
"5577","Katsina","Bakori","SMC","Gwarzo","august",2026,1,-1,1,0.6,5,2413
"5578","Katsina","Bakori","SMC","Gwarzo","august",2026,2,-1,1,0.6,5,2443
"5579","Katsina","Bakori","SMC","Gwarzo","august",2026,3,-1,1,0.6,5,2473
"5580","Katsina","Bakori","SMC","Gwarzo","august",2026,4,-1,1,0.6,5,2503
"6441","Katsina","Bakori","SMC","Gwarzo","august",2027,1,-1,1,0.6,5,2778
"6442","Katsina","Bakori","SMC","Gwarzo","august",2027,2,-1,1,0.6,5,2808
"6443","Katsina","Bakori","SMC","Gwarzo","august",2027,3,-1,1,0.6,5,2838
"6444","Katsina","Bakori","SMC","Gwarzo","august",2027,4,-1,1,0.6,5,2868
"7305","Katsina","Bakori","SMC","Gwarzo","august",2028,1,-1,1,0.6,5,3143
"7306","Katsina","Bakori","SMC","Gwarzo","august",2028,2,-1,1,0.6,5,3173
"7307","Katsina","Bakori","SMC","Gwarzo","august",2028,3,-1,1,0.6,5,3203
"7308","Katsina","Bakori","SMC","Gwarzo","august",2028,4,-1,1,0.6,5,3233
"8169","Katsina","Bakori","SMC","Gwarzo","august",2029,1,-1,1,0.6,5,3508
"8170","Katsina","Bakori","SMC","Gwarzo","august",2029,2,-1,1,0.6,5,3538
"8171","Katsina","Bakori","SMC","Gwarzo","august",2029,3,-1,1,0.6,5,3568
"8172","Katsina","Bakori","SMC","Gwarzo","august",2029,4,-1,1,0.6,5,3598
"9033","Katsina","Bakori","SMC","Gwarzo","august",2030,1,-1,1,0.6,5,3873
"9034","Katsina","Bakori","SMC","Gwarzo","august",2030,2,-1,1,0.6,5,3903
"9035","Katsina","Bakori","SMC","Gwarzo","august",2030,3,-1,1,0.6,5,3933
"9036","Katsina","Bakori","SMC","Gwarzo","august",2030,4,-1,1,0.6,5,3963
"813","Zamfara","Bakura","SMC","Darazo","july",2020,1,-1,1,0.854974705,5,186
"814","Zamfara","Bakura","SMC","Darazo","july",2020,2,-1,1,0.927487352,5,214
"815","Zamfara","Bakura","SMC","Darazo","july",2020,3,-1,1,0.937605396,5,242
"816","Zamfara","Bakura","SMC","Darazo","july",2020,4,-1,1,0.6,5,270
"1677","Zamfara","Bakura","SMC","Darazo","july",2021,1,-1,1,0.854974705,5,551
"1678","Zamfara","Bakura","SMC","Darazo","july",2021,2,-1,1,0.927487352,5,579
"1679","Zamfara","Bakura","SMC","Darazo","july",2021,3,-1,1,0.937605396,5,607
"1680","Zamfara","Bakura","SMC","Darazo","july",2021,4,-1,1,0.6,5,635
"2541","Zamfara","Bakura","SMC","Darazo","july",2022,1,-1,1,0.854974705,5,916
"2542","Zamfara","Bakura","SMC","Darazo","july",2022,2,-1,1,0.927487352,5,944
"2543","Zamfara","Bakura","SMC","Darazo","july",2022,3,-1,1,0.937605396,5,972
"2544","Zamfara","Bakura","SMC","Darazo","july",2022,4,-1,1,0.6,5,1000
"3405","Zamfara","Bakura","SMC","Darazo","july",2023,1,-1,1,0.854974705,5,1281
"3406","Zamfara","Bakura","SMC","Darazo","july",2023,2,-1,1,0.927487352,5,1309
"3407","Zamfara","Bakura","SMC","Darazo","july",2023,3,-1,1,0.937605396,5,1337
"3408","Zamfara","Bakura","SMC","Darazo","july",2023,4,-1,1,0.6,5,1365
"4269","Zamfara","Bakura","SMC","Darazo","july",2024,1,-1,1,0.854974705,5,1646
"4270","Zamfara","Bakura","SMC","Darazo","july",2024,2,-1,1,0.927487352,5,1674
"4271","Zamfara","Bakura","SMC","Darazo","july",2024,3,-1,1,0.937605396,5,1702
"4272","Zamfara","Bakura","SMC","Darazo","july",2024,4,-1,1,0.6,5,1730
"5133","Zamfara","Bakura","SMC","Darazo","july",2025,1,-1,1,0.854974705,5,2011
"5134","Zamfara","Bakura","SMC","Darazo","july",2025,2,-1,1,0.927487352,5,2039
"5135","Zamfara","Bakura","SMC","Darazo","july",2025,3,-1,1,0.937605396,5,2067
"5136","Zamfara","Bakura","SMC","Darazo","july",2025,4,-1,1,0.6,5,2095
"5997","Zamfara","Bakura","SMC","Darazo","july",2026,1,-1,1,0.854974705,5,2376
"5998","Zamfara","Bakura","SMC","Darazo","july",2026,2,-1,1,0.927487352,5,2404
"5999","Zamfara","Bakura","SMC","Darazo","july",2026,3,-1,1,0.937605396,5,2432
"6000","Zamfara","Bakura","SMC","Darazo","july",2026,4,-1,1,0.6,5,2460
"6861","Zamfara","Bakura","SMC","Darazo","july",2027,1,-1,1,0.854974705,5,2741
"6862","Zamfara","Bakura","SMC","Darazo","july",2027,2,-1,1,0.927487352,5,2769
"6863","Zamfara","Bakura","SMC","Darazo","july",2027,3,-1,1,0.937605396,5,2797
"6864","Zamfara","Bakura","SMC","Darazo","july",2027,4,-1,1,0.6,5,2825
"7725","Zamfara","Bakura","SMC","Darazo","july",2028,1,-1,1,0.854974705,5,3106
"7726","Zamfara","Bakura","SMC","Darazo","july",2028,2,-1,1,0.927487352,5,3134
"7727","Zamfara","Bakura","SMC","Darazo","july",2028,3,-1,1,0.937605396,5,3162
"7728","Zamfara","Bakura","SMC","Darazo","july",2028,4,-1,1,0.6,5,3190
"8589","Zamfara","Bakura","SMC","Darazo","july",2029,1,-1,1,0.854974705,5,3471
"8590","Zamfara","Bakura","SMC","Darazo","july",2029,2,-1,1,0.927487352,5,3499
"8591","Zamfara","Bakura","SMC","Darazo","july",2029,3,-1,1,0.937605396,5,3527
"8592","Zamfara","Bakura","SMC","Darazo","july",2029,4,-1,1,0.6,5,3555
"9453","Zamfara","Bakura","SMC","Darazo","july",2030,1,-1,1,0.854974705,5,3836
"9454","Zamfara","Bakura","SMC","Darazo","july",2030,2,-1,1,0.927487352,5,3864
"9455","Zamfara","Bakura","SMC","Darazo","july",2030,3,-1,1,0.937605396,5,3892
"9456","Zamfara","Bakura","SMC","Darazo","july",2030,4,-1,1,0.6,5,3920
"9","Borno","Bama","SMC","Darazo","july",2020,1,-1,1,0.6,5,223
"10","Borno","Bama","SMC","Darazo","july",2020,2,-1,1,0.6,5,251
"11","Borno","Bama","SMC","Darazo","july",2020,3,-1,1,0.6,5,279
"12","Borno","Bama","SMC","Darazo","july",2020,4,-1,1,0.6,5,307
"873","Borno","Bama","SMC","Darazo","july",2021,1,-1,1,0.6,5,588
"874","Borno","Bama","SMC","Darazo","july",2021,2,-1,1,0.6,5,616
"875","Borno","Bama","SMC","Darazo","july",2021,3,-1,1,0.6,5,644
"876","Borno","Bama","SMC","Darazo","july",2021,4,-1,1,0.6,5,672
"1737","Borno","Bama","SMC","Darazo","july",2022,1,-1,1,0.6,5,953
"1738","Borno","Bama","SMC","Darazo","july",2022,2,-1,1,0.6,5,981
"1739","Borno","Bama","SMC","Darazo","july",2022,3,-1,1,0.6,5,1009
"1740","Borno","Bama","SMC","Darazo","july",2022,4,-1,1,0.6,5,1037
"2601","Borno","Bama","SMC","Darazo","july",2023,1,-1,1,0.6,5,1318
"2602","Borno","Bama","SMC","Darazo","july",2023,2,-1,1,0.6,5,1346
"2603","Borno","Bama","SMC","Darazo","july",2023,3,-1,1,0.6,5,1374
"2604","Borno","Bama","SMC","Darazo","july",2023,4,-1,1,0.6,5,1402
"3465","Borno","Bama","SMC","Darazo","july",2024,1,-1,1,0.6,5,1683
"3466","Borno","Bama","SMC","Darazo","july",2024,2,-1,1,0.6,5,1711
"3467","Borno","Bama","SMC","Darazo","july",2024,3,-1,1,0.6,5,1739
"3468","Borno","Bama","SMC","Darazo","july",2024,4,-1,1,0.6,5,1767
"4329","Borno","Bama","SMC","Darazo","july",2025,1,-1,1,0.6,5,2048
"4330","Borno","Bama","SMC","Darazo","july",2025,2,-1,1,0.6,5,2076
"4331","Borno","Bama","SMC","Darazo","july",2025,3,-1,1,0.6,5,2104
"4332","Borno","Bama","SMC","Darazo","july",2025,4,-1,1,0.6,5,2132
"5193","Borno","Bama","SMC","Darazo","july",2026,1,-1,1,0.6,5,2413
"5194","Borno","Bama","SMC","Darazo","july",2026,2,-1,1,0.6,5,2441
"5195","Borno","Bama","SMC","Darazo","july",2026,3,-1,1,0.6,5,2469
"5196","Borno","Bama","SMC","Darazo","july",2026,4,-1,1,0.6,5,2497
"6057","Borno","Bama","SMC","Darazo","july",2027,1,-1,1,0.6,5,2778
"6058","Borno","Bama","SMC","Darazo","july",2027,2,-1,1,0.6,5,2806
"6059","Borno","Bama","SMC","Darazo","july",2027,3,-1,1,0.6,5,2834
"6060","Borno","Bama","SMC","Darazo","july",2027,4,-1,1,0.6,5,2862
"6921","Borno","Bama","SMC","Darazo","july",2028,1,-1,1,0.6,5,3143
"6922","Borno","Bama","SMC","Darazo","july",2028,2,-1,1,0.6,5,3171
"6923","Borno","Bama","SMC","Darazo","july",2028,3,-1,1,0.6,5,3199
"6924","Borno","Bama","SMC","Darazo","july",2028,4,-1,1,0.6,5,3227
"7785","Borno","Bama","SMC","Darazo","july",2029,1,-1,1,0.6,5,3508
"7786","Borno","Bama","SMC","Darazo","july",2029,2,-1,1,0.6,5,3536
"7787","Borno","Bama","SMC","Darazo","july",2029,3,-1,1,0.6,5,3564
"7788","Borno","Bama","SMC","Darazo","july",2029,4,-1,1,0.6,5,3592
"8649","Borno","Bama","SMC","Darazo","july",2030,1,-1,1,0.6,5,3873
"8650","Borno","Bama","SMC","Darazo","july",2030,2,-1,1,0.6,5,3901
"8651","Borno","Bama","SMC","Darazo","july",2030,3,-1,1,0.6,5,3929
"8652","Borno","Bama","SMC","Darazo","july",2030,4,-1,1,0.6,5,3957
"397","Katsina","Batagarawa","SMC","Rimi","march",2020,1,-1,1,0.6,5,131
"398","Katsina","Batagarawa","SMC","Rimi","march",2020,2,-1,1,0.6,5,161
"399","Katsina","Batagarawa","SMC","Rimi","march",2020,3,-1,1,0.6,5,191
"400","Katsina","Batagarawa","SMC","Rimi","march",2020,4,-1,1,0.6,5,221
"1261","Katsina","Batagarawa","SMC","Rimi","march",2021,1,-1,1,0.6,5,496
"1262","Katsina","Batagarawa","SMC","Rimi","march",2021,2,-1,1,0.6,5,526
"1263","Katsina","Batagarawa","SMC","Rimi","march",2021,3,-1,1,0.6,5,556
"1264","Katsina","Batagarawa","SMC","Rimi","march",2021,4,-1,1,0.6,5,586
"2125","Katsina","Batagarawa","SMC","Rimi","march",2022,1,-1,1,0.6,5,861
"2126","Katsina","Batagarawa","SMC","Rimi","march",2022,2,-1,1,0.6,5,891
"2127","Katsina","Batagarawa","SMC","Rimi","march",2022,3,-1,1,0.6,5,921
"2128","Katsina","Batagarawa","SMC","Rimi","march",2022,4,-1,1,0.6,5,951
"2989","Katsina","Batagarawa","SMC","Rimi","march",2023,1,-1,1,0.6,5,1226
"2990","Katsina","Batagarawa","SMC","Rimi","march",2023,2,-1,1,0.6,5,1256
"2991","Katsina","Batagarawa","SMC","Rimi","march",2023,3,-1,1,0.6,5,1286
"2992","Katsina","Batagarawa","SMC","Rimi","march",2023,4,-1,1,0.6,5,1316
"3853","Katsina","Batagarawa","SMC","Rimi","march",2024,1,-1,1,0.6,5,1591
"3854","Katsina","Batagarawa","SMC","Rimi","march",2024,2,-1,1,0.6,5,1621
"3855","Katsina","Batagarawa","SMC","Rimi","march",2024,3,-1,1,0.6,5,1651
"3856","Katsina","Batagarawa","SMC","Rimi","march",2024,4,-1,1,0.6,5,1681
"4717","Katsina","Batagarawa","SMC","Rimi","march",2025,1,-1,1,0.6,5,1956
"4718","Katsina","Batagarawa","SMC","Rimi","march",2025,2,-1,1,0.6,5,1986
"4719","Katsina","Batagarawa","SMC","Rimi","march",2025,3,-1,1,0.6,5,2016
"4720","Katsina","Batagarawa","SMC","Rimi","march",2025,4,-1,1,0.6,5,2046
"5581","Katsina","Batagarawa","SMC","Rimi","march",2026,1,-1,1,0.6,5,2321
"5582","Katsina","Batagarawa","SMC","Rimi","march",2026,2,-1,1,0.6,5,2351
"5583","Katsina","Batagarawa","SMC","Rimi","march",2026,3,-1,1,0.6,5,2381
"5584","Katsina","Batagarawa","SMC","Rimi","march",2026,4,-1,1,0.6,5,2411
"6445","Katsina","Batagarawa","SMC","Rimi","march",2027,1,-1,1,0.6,5,2686
"6446","Katsina","Batagarawa","SMC","Rimi","march",2027,2,-1,1,0.6,5,2716
"6447","Katsina","Batagarawa","SMC","Rimi","march",2027,3,-1,1,0.6,5,2746
"6448","Katsina","Batagarawa","SMC","Rimi","march",2027,4,-1,1,0.6,5,2776
"7309","Katsina","Batagarawa","SMC","Rimi","march",2028,1,-1,1,0.6,5,3051
"7310","Katsina","Batagarawa","SMC","Rimi","march",2028,2,-1,1,0.6,5,3081
"7311","Katsina","Batagarawa","SMC","Rimi","march",2028,3,-1,1,0.6,5,3111
"7312","Katsina","Batagarawa","SMC","Rimi","march",2028,4,-1,1,0.6,5,3141
"8173","Katsina","Batagarawa","SMC","Rimi","march",2029,1,-1,1,0.6,5,3416
"8174","Katsina","Batagarawa","SMC","Rimi","march",2029,2,-1,1,0.6,5,3446
"8175","Katsina","Batagarawa","SMC","Rimi","march",2029,3,-1,1,0.6,5,3476
"8176","Katsina","Batagarawa","SMC","Rimi","march",2029,4,-1,1,0.6,5,3506
"9037","Katsina","Batagarawa","SMC","Rimi","march",2030,1,-1,1,0.6,5,3781
"9038","Katsina","Batagarawa","SMC","Rimi","march",2030,2,-1,1,0.6,5,3811
"9039","Katsina","Batagarawa","SMC","Rimi","march",2030,3,-1,1,0.6,5,3841
"9040","Katsina","Batagarawa","SMC","Rimi","march",2030,4,-1,1,0.6,5,3871
"401","Katsina","Batsari","SMC","Rimi","march",2020,1,-1,1,0.6,5,131
"402","Katsina","Batsari","SMC","Rimi","march",2020,2,-1,1,0.6,5,161
"403","Katsina","Batsari","SMC","Rimi","march",2020,3,-1,1,0.6,5,191
"404","Katsina","Batsari","SMC","Rimi","march",2020,4,-1,1,0.6,5,221
"1265","Katsina","Batsari","SMC","Rimi","march",2021,1,-1,1,0.6,5,496
"1266","Katsina","Batsari","SMC","Rimi","march",2021,2,-1,1,0.6,5,526
"1267","Katsina","Batsari","SMC","Rimi","march",2021,3,-1,1,0.6,5,556
"1268","Katsina","Batsari","SMC","Rimi","march",2021,4,-1,1,0.6,5,586
"2129","Katsina","Batsari","SMC","Rimi","march",2022,1,-1,1,0.6,5,861
"2130","Katsina","Batsari","SMC","Rimi","march",2022,2,-1,1,0.6,5,891
"2131","Katsina","Batsari","SMC","Rimi","march",2022,3,-1,1,0.6,5,921
"2132","Katsina","Batsari","SMC","Rimi","march",2022,4,-1,1,0.6,5,951
"2993","Katsina","Batsari","SMC","Rimi","march",2023,1,-1,1,0.6,5,1226
"2994","Katsina","Batsari","SMC","Rimi","march",2023,2,-1,1,0.6,5,1256
"2995","Katsina","Batsari","SMC","Rimi","march",2023,3,-1,1,0.6,5,1286
"2996","Katsina","Batsari","SMC","Rimi","march",2023,4,-1,1,0.6,5,1316
"3857","Katsina","Batsari","SMC","Rimi","march",2024,1,-1,1,0.6,5,1591
"3858","Katsina","Batsari","SMC","Rimi","march",2024,2,-1,1,0.6,5,1621
"3859","Katsina","Batsari","SMC","Rimi","march",2024,3,-1,1,0.6,5,1651
"3860","Katsina","Batsari","SMC","Rimi","march",2024,4,-1,1,0.6,5,1681
"4721","Katsina","Batsari","SMC","Rimi","march",2025,1,-1,1,0.6,5,1956
"4722","Katsina","Batsari","SMC","Rimi","march",2025,2,-1,1,0.6,5,1986
"4723","Katsina","Batsari","SMC","Rimi","march",2025,3,-1,1,0.6,5,2016
"4724","Katsina","Batsari","SMC","Rimi","march",2025,4,-1,1,0.6,5,2046
"5585","Katsina","Batsari","SMC","Rimi","march",2026,1,-1,1,0.6,5,2321
"5586","Katsina","Batsari","SMC","Rimi","march",2026,2,-1,1,0.6,5,2351
"5587","Katsina","Batsari","SMC","Rimi","march",2026,3,-1,1,0.6,5,2381
"5588","Katsina","Batsari","SMC","Rimi","march",2026,4,-1,1,0.6,5,2411
"6449","Katsina","Batsari","SMC","Rimi","march",2027,1,-1,1,0.6,5,2686
"6450","Katsina","Batsari","SMC","Rimi","march",2027,2,-1,1,0.6,5,2716
"6451","Katsina","Batsari","SMC","Rimi","march",2027,3,-1,1,0.6,5,2746
"6452","Katsina","Batsari","SMC","Rimi","march",2027,4,-1,1,0.6,5,2776
"7313","Katsina","Batsari","SMC","Rimi","march",2028,1,-1,1,0.6,5,3051
"7314","Katsina","Batsari","SMC","Rimi","march",2028,2,-1,1,0.6,5,3081
"7315","Katsina","Batsari","SMC","Rimi","march",2028,3,-1,1,0.6,5,3111
"7316","Katsina","Batsari","SMC","Rimi","march",2028,4,-1,1,0.6,5,3141
"8177","Katsina","Batsari","SMC","Rimi","march",2029,1,-1,1,0.6,5,3416
"8178","Katsina","Batsari","SMC","Rimi","march",2029,2,-1,1,0.6,5,3446
"8179","Katsina","Batsari","SMC","Rimi","march",2029,3,-1,1,0.6,5,3476
"8180","Katsina","Batsari","SMC","Rimi","march",2029,4,-1,1,0.6,5,3506
"9041","Katsina","Batsari","SMC","Rimi","march",2030,1,-1,1,0.6,5,3781
"9042","Katsina","Batsari","SMC","Rimi","march",2030,2,-1,1,0.6,5,3811
"9043","Katsina","Batsari","SMC","Rimi","march",2030,3,-1,1,0.6,5,3841
"9044","Katsina","Batsari","SMC","Rimi","march",2030,4,-1,1,0.6,5,3871
"405","Katsina","Baure","SMC","Babura","may",2020,1,-1,1,0.975975976,5,186
"406","Katsina","Baure","SMC","Babura","may",2020,2,-1,1,0.977477477,5,214
"407","Katsina","Baure","SMC","Babura","may",2020,3,-1,1,0.951951952,5,242
"408","Katsina","Baure","SMC","Babura","may",2020,4,-1,1,0.6,5,270
"1269","Katsina","Baure","SMC","Babura","may",2021,1,-1,1,0.975975976,5,551
"1270","Katsina","Baure","SMC","Babura","may",2021,2,-1,1,0.977477477,5,579
"1271","Katsina","Baure","SMC","Babura","may",2021,3,-1,1,0.951951952,5,607
"1272","Katsina","Baure","SMC","Babura","may",2021,4,-1,1,0.6,5,635
"2133","Katsina","Baure","SMC","Babura","may",2022,1,-1,1,0.975975976,5,916
"2134","Katsina","Baure","SMC","Babura","may",2022,2,-1,1,0.977477477,5,944
"2135","Katsina","Baure","SMC","Babura","may",2022,3,-1,1,0.951951952,5,972
"2136","Katsina","Baure","SMC","Babura","may",2022,4,-1,1,0.6,5,1000
"2997","Katsina","Baure","SMC","Babura","may",2023,1,-1,1,0.975975976,5,1281
"2998","Katsina","Baure","SMC","Babura","may",2023,2,-1,1,0.977477477,5,1309
"2999","Katsina","Baure","SMC","Babura","may",2023,3,-1,1,0.951951952,5,1337
"3000","Katsina","Baure","SMC","Babura","may",2023,4,-1,1,0.6,5,1365
"3861","Katsina","Baure","SMC","Babura","may",2024,1,-1,1,0.975975976,5,1646
"3862","Katsina","Baure","SMC","Babura","may",2024,2,-1,1,0.977477477,5,1674
"3863","Katsina","Baure","SMC","Babura","may",2024,3,-1,1,0.951951952,5,1702
"3864","Katsina","Baure","SMC","Babura","may",2024,4,-1,1,0.6,5,1730
"4725","Katsina","Baure","SMC","Babura","may",2025,1,-1,1,0.975975976,5,2011
"4726","Katsina","Baure","SMC","Babura","may",2025,2,-1,1,0.977477477,5,2039
"4727","Katsina","Baure","SMC","Babura","may",2025,3,-1,1,0.951951952,5,2067
"4728","Katsina","Baure","SMC","Babura","may",2025,4,-1,1,0.6,5,2095
"5589","Katsina","Baure","SMC","Babura","may",2026,1,-1,1,0.975975976,5,2376
"5590","Katsina","Baure","SMC","Babura","may",2026,2,-1,1,0.977477477,5,2404
"5591","Katsina","Baure","SMC","Babura","may",2026,3,-1,1,0.951951952,5,2432
"5592","Katsina","Baure","SMC","Babura","may",2026,4,-1,1,0.6,5,2460
"6453","Katsina","Baure","SMC","Babura","may",2027,1,-1,1,0.975975976,5,2741
"6454","Katsina","Baure","SMC","Babura","may",2027,2,-1,1,0.977477477,5,2769
"6455","Katsina","Baure","SMC","Babura","may",2027,3,-1,1,0.951951952,5,2797
"6456","Katsina","Baure","SMC","Babura","may",2027,4,-1,1,0.6,5,2825
"7317","Katsina","Baure","SMC","Babura","may",2028,1,-1,1,0.975975976,5,3106
"7318","Katsina","Baure","SMC","Babura","may",2028,2,-1,1,0.977477477,5,3134
"7319","Katsina","Baure","SMC","Babura","may",2028,3,-1,1,0.951951952,5,3162
"7320","Katsina","Baure","SMC","Babura","may",2028,4,-1,1,0.6,5,3190
"8181","Katsina","Baure","SMC","Babura","may",2029,1,-1,1,0.975975976,5,3471
"8182","Katsina","Baure","SMC","Babura","may",2029,2,-1,1,0.977477477,5,3499
"8183","Katsina","Baure","SMC","Babura","may",2029,3,-1,1,0.951951952,5,3527
"8184","Katsina","Baure","SMC","Babura","may",2029,4,-1,1,0.6,5,3555
"9045","Katsina","Baure","SMC","Babura","may",2030,1,-1,1,0.975975976,5,3836
"9046","Katsina","Baure","SMC","Babura","may",2030,2,-1,1,0.977477477,5,3864
"9047","Katsina","Baure","SMC","Babura","may",2030,3,-1,1,0.951951952,5,3892
"9048","Katsina","Baure","SMC","Babura","may",2030,4,-1,1,0.6,5,3920
"13","Borno","Bayo","SMC","Alkaleri","july",2020,1,-1,1,0.6,5,186
"14","Borno","Bayo","SMC","Alkaleri","july",2020,2,-1,1,0.6,5,216
"15","Borno","Bayo","SMC","Alkaleri","july",2020,3,-1,1,0.6,5,246
"16","Borno","Bayo","SMC","Alkaleri","july",2020,4,-1,1,0.6,5,276
"877","Borno","Bayo","SMC","Alkaleri","july",2021,1,-1,1,0.6,5,551
"878","Borno","Bayo","SMC","Alkaleri","july",2021,2,-1,1,0.6,5,581
"879","Borno","Bayo","SMC","Alkaleri","july",2021,3,-1,1,0.6,5,611
"880","Borno","Bayo","SMC","Alkaleri","july",2021,4,-1,1,0.6,5,641
"1741","Borno","Bayo","SMC","Alkaleri","july",2022,1,-1,1,0.6,5,916
"1742","Borno","Bayo","SMC","Alkaleri","july",2022,2,-1,1,0.6,5,946
"1743","Borno","Bayo","SMC","Alkaleri","july",2022,3,-1,1,0.6,5,976
"1744","Borno","Bayo","SMC","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"2605","Borno","Bayo","SMC","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"2606","Borno","Bayo","SMC","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"2607","Borno","Bayo","SMC","Alkaleri","july",2023,3,-1,1,0.6,5,1341
