"","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"10507","Kogi","Ajaokuta","Owan East","march",2026,3,-1,1,0.6,5,2381
"10508","Kogi","Ajaokuta","Owan East","march",2026,4,-1,1,0.6,5,2411
"11089","Kogi","Ajaokuta","Owan East","march",2027,1,-1,1,0.6,5,2686
"12086","Kogi","Ajaokuta","Owan East","march",2027,2,-1,1,0.6,5,2716
"12087","Kogi","Ajaokuta","Owan East","march",2027,3,-1,1,0.6,5,2746
"12088","Kogi","Ajaokuta","Owan East","march",2027,4,-1,1,0.6,5,2776
"12669","Kogi","Ajaokuta","Owan East","march",2028,1,-1,1,0.6,5,3051
"13666","Kogi","Ajaokuta","Owan East","march",2028,2,-1,1,0.6,5,3081
"13667","Kogi","Ajaokuta","Owan East","march",2028,3,-1,1,0.6,5,3111
"13668","Kogi","Ajaokuta","Owan East","march",2028,4,-1,1,0.6,5,3141
"14249","Kogi","Ajaokuta","Owan East","march",2029,1,-1,1,0.6,5,3416
"15246","Kogi","Ajaokuta","Owan East","march",2029,2,-1,1,0.6,5,3446
"15247","Kogi","Ajaokuta","Owan East","march",2029,3,-1,1,0.6,5,3476
"15248","Kogi","Ajaokuta","Owan East","march",2029,4,-1,1,0.6,5,3506
"15829","Kogi","Ajaokuta","Owan East","march",2030,1,-1,1,0.6,5,3781
"16826","Kogi","Ajaokuta","Owan East","march",2030,2,-1,1,0.6,5,3811
"16827","Kogi","Ajaokuta","Owan East","march",2030,3,-1,1,0.6,5,3841
"16828","Kogi","Ajaokuta","Owan East","march",2030,4,-1,1,0.6,5,3871
"33","Kano","Ajingi","Taura","july",2020,1,-1,1,0.6,5,186
"626","Kano","Ajingi","Taura","july",2020,2,-1,1,0.6,5,216
"627","Kano","Ajingi","Taura","july",2020,3,-1,1,0.6,5,246
"628","Kano","Ajingi","Taura","july",2020,4,-1,1,0.6,5,276
"1613","Kano","Ajingi","Taura","july",2021,1,-1,1,0.6,5,551
"2206","Kano","Ajingi","Taura","july",2021,2,-1,1,0.6,5,581
"2207","Kano","Ajingi","Taura","july",2021,3,-1,1,0.6,5,611
"2208","Kano","Ajingi","Taura","july",2021,4,-1,1,0.6,5,641
"3193","Kano","Ajingi","Taura","july",2022,1,-1,1,0.6,5,916
"3786","Kano","Ajingi","Taura","july",2022,2,-1,1,0.6,5,946
"3787","Kano","Ajingi","Taura","july",2022,3,-1,1,0.6,5,976
"3788","Kano","Ajingi","Taura","july",2022,4,-1,1,0.6,5,1006
"4773","Kano","Ajingi","Taura","july",2023,1,-1,1,0.6,5,1281
"5366","Kano","Ajingi","Taura","july",2023,2,-1,1,0.6,5,1311
"5367","Kano","Ajingi","Taura","july",2023,3,-1,1,0.6,5,1341
"5368","Kano","Ajingi","Taura","july",2023,4,-1,1,0.6,5,1371
"6353","Kano","Ajingi","Taura","july",2024,1,-1,1,0.6,5,1646
"6946","Kano","Ajingi","Taura","july",2024,2,-1,1,0.6,5,1676
"6947","Kano","Ajingi","Taura","july",2024,3,-1,1,0.6,5,1706
"6948","Kano","Ajingi","Taura","july",2024,4,-1,1,0.6,5,1736
"7933","Kano","Ajingi","Taura","july",2025,1,-1,1,0.6,5,2011
"8526","Kano","Ajingi","Taura","july",2025,2,-1,1,0.6,5,2041
"8527","Kano","Ajingi","Taura","july",2025,3,-1,1,0.6,5,2071
"8528","Kano","Ajingi","Taura","july",2025,4,-1,1,0.6,5,2101
"9513","Kano","Ajingi","Taura","july",2026,1,-1,1,0.6,5,2376
"10106","Kano","Ajingi","Taura","july",2026,2,-1,1,0.6,5,2406
"10107","Kano","Ajingi","Taura","july",2026,3,-1,1,0.6,5,2436
"10108","Kano","Ajingi","Taura","july",2026,4,-1,1,0.6,5,2466
"11093","Kano","Ajingi","Taura","july",2027,1,-1,1,0.6,5,2741
"11686","Kano","Ajingi","Taura","july",2027,2,-1,1,0.6,5,2771
"11687","Kano","Ajingi","Taura","july",2027,3,-1,1,0.6,5,2801
"11688","Kano","Ajingi","Taura","july",2027,4,-1,1,0.6,5,2831
"12673","Kano","Ajingi","Taura","july",2028,1,-1,1,0.6,5,3106
"13266","Kano","Ajingi","Taura","july",2028,2,-1,1,0.6,5,3136
"13267","Kano","Ajingi","Taura","july",2028,3,-1,1,0.6,5,3166
"13268","Kano","Ajingi","Taura","july",2028,4,-1,1,0.6,5,3196
"14253","Kano","Ajingi","Taura","july",2029,1,-1,1,0.6,5,3471
"14846","Kano","Ajingi","Taura","july",2029,2,-1,1,0.6,5,3501
"14847","Kano","Ajingi","Taura","july",2029,3,-1,1,0.6,5,3531
"14848","Kano","Ajingi","Taura","july",2029,4,-1,1,0.6,5,3561
"15833","Kano","Ajingi","Taura","july",2030,1,-1,1,0.6,5,3836
"16426","Kano","Ajingi","Taura","july",2030,2,-1,1,0.6,5,3866
"16427","Kano","Ajingi","Taura","july",2030,3,-1,1,0.6,5,3896
"16428","Kano","Ajingi","Taura","july",2030,4,-1,1,0.6,5,3926
"37","Gombe","Akko","Alkaleri","july",2020,1,-1,1,0.6,5,186
"382","Gombe","Akko","Alkaleri","july",2020,2,-1,1,0.6,5,216
"383","Gombe","Akko","Alkaleri","july",2020,3,-1,1,0.6,5,246
"384","Gombe","Akko","Alkaleri","july",2020,4,-1,1,0.6,5,276
"1617","Gombe","Akko","Alkaleri","july",2021,1,-1,1,0.6,5,551
"1962","Gombe","Akko","Alkaleri","july",2021,2,-1,1,0.6,5,581
"1963","Gombe","Akko","Alkaleri","july",2021,3,-1,1,0.6,5,611
"1964","Gombe","Akko","Alkaleri","july",2021,4,-1,1,0.6,5,641
"3197","Gombe","Akko","Alkaleri","july",2022,1,-1,1,0.6,5,916
"3542","Gombe","Akko","Alkaleri","july",2022,2,-1,1,0.6,5,946
"3543","Gombe","Akko","Alkaleri","july",2022,3,-1,1,0.6,5,976
"3544","Gombe","Akko","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"4777","Gombe","Akko","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"5122","Gombe","Akko","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"5123","Gombe","Akko","Alkaleri","july",2023,3,-1,1,0.6,5,1341
"5124","Gombe","Akko","Alkaleri","july",2023,4,-1,1,0.6,5,1371
"6357","Gombe","Akko","Alkaleri","july",2024,1,-1,1,0.6,5,1646
"6702","Gombe","Akko","Alkaleri","july",2024,2,-1,1,0.6,5,1676
"6703","Gombe","Akko","Alkaleri","july",2024,3,-1,1,0.6,5,1706
"6704","Gombe","Akko","Alkaleri","july",2024,4,-1,1,0.6,5,1736
"7937","Gombe","Akko","Alkaleri","july",2025,1,-1,1,0.6,5,2011
"8282","Gombe","Akko","Alkaleri","july",2025,2,-1,1,0.6,5,2041
"8283","Gombe","Akko","Alkaleri","july",2025,3,-1,1,0.6,5,2071
"8284","Gombe","Akko","Alkaleri","july",2025,4,-1,1,0.6,5,2101
"9517","Gombe","Akko","Alkaleri","july",2026,1,-1,1,0.6,5,2376
"9862","Gombe","Akko","Alkaleri","july",2026,2,-1,1,0.6,5,2406
"9863","Gombe","Akko","Alkaleri","july",2026,3,-1,1,0.6,5,2436
"9864","Gombe","Akko","Alkaleri","july",2026,4,-1,1,0.6,5,2466
"11097","Gombe","Akko","Alkaleri","july",2027,1,-1,1,0.6,5,2741
"11442","Gombe","Akko","Alkaleri","july",2027,2,-1,1,0.6,5,2771
"11443","Gombe","Akko","Alkaleri","july",2027,3,-1,1,0.6,5,2801
"11444","Gombe","Akko","Alkaleri","july",2027,4,-1,1,0.6,5,2831
"12677","Gombe","Akko","Alkaleri","july",2028,1,-1,1,0.6,5,3106
"13022","Gombe","Akko","Alkaleri","july",2028,2,-1,1,0.6,5,3136
"13023","Gombe","Akko","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"13024","Gombe","Akko","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"14257","Gombe","Akko","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"14602","Gombe","Akko","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"14603","Gombe","Akko","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"14604","Gombe","Akko","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"15837","Gombe","Akko","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"16182","Gombe","Akko","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"16183","Gombe","Akko","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"16184","Gombe","Akko","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"41","Nasarawa","Akwanga","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"1094","Nasarawa","Akwanga","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"1095","Nasarawa","Akwanga","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"1096","Nasarawa","Akwanga","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"1621","Nasarawa","Akwanga","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"2674","Nasarawa","Akwanga","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2675","Nasarawa","Akwanga","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2676","Nasarawa","Akwanga","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3201","Nasarawa","Akwanga","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"4254","Nasarawa","Akwanga","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"4255","Nasarawa","Akwanga","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"4256","Nasarawa","Akwanga","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"4781","Nasarawa","Akwanga","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"5834","Nasarawa","Akwanga","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5835","Nasarawa","Akwanga","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5836","Nasarawa","Akwanga","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6361","Nasarawa","Akwanga","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"7414","Nasarawa","Akwanga","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"7415","Nasarawa","Akwanga","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"7416","Nasarawa","Akwanga","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"7941","Nasarawa","Akwanga","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"8994","Nasarawa","Akwanga","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"8995","Nasarawa","Akwanga","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"8996","Nasarawa","Akwanga","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9521","Nasarawa","Akwanga","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"10574","Nasarawa","Akwanga","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"10575","Nasarawa","Akwanga","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"10576","Nasarawa","Akwanga","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"11101","Nasarawa","Akwanga","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"12154","Nasarawa","Akwanga","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"12155","Nasarawa","Akwanga","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"12156","Nasarawa","Akwanga","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"12681","Nasarawa","Akwanga","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"13734","Nasarawa","Akwanga","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"13735","Nasarawa","Akwanga","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"13736","Nasarawa","Akwanga","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14261","Nasarawa","Akwanga","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"15314","Nasarawa","Akwanga","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"15315","Nasarawa","Akwanga","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"15316","Nasarawa","Akwanga","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"15841","Nasarawa","Akwanga","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"16894","Nasarawa","Akwanga","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"16895","Nasarawa","Akwanga","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"16896","Nasarawa","Akwanga","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"45","Kano","Albasu","Takali","september",2020,1,-1,1,0.6,5,250
"630","Kano","Albasu","Takali","september",2020,2,-1,1,0.6,5,280
"631","Kano","Albasu","Takali","september",2020,3,-1,1,0.6,5,310
"632","Kano","Albasu","Takali","september",2020,4,-1,1,0.6,5,340
"1625","Kano","Albasu","Takali","september",2021,1,-1,1,0.6,5,615
"2210","Kano","Albasu","Takali","september",2021,2,-1,1,0.6,5,645
"2211","Kano","Albasu","Takali","september",2021,3,-1,1,0.6,5,675
"2212","Kano","Albasu","Takali","september",2021,4,-1,1,0.6,5,705
"3205","Kano","Albasu","Takali","september",2022,1,-1,1,0.6,5,980
"3790","Kano","Albasu","Takali","september",2022,2,-1,1,0.6,5,1010
"3791","Kano","Albasu","Takali","september",2022,3,-1,1,0.6,5,1040
"3792","Kano","Albasu","Takali","september",2022,4,-1,1,0.6,5,1070
"4785","Kano","Albasu","Takali","september",2023,1,-1,1,0.6,5,1345
"5370","Kano","Albasu","Takali","september",2023,2,-1,1,0.6,5,1375
"5371","Kano","Albasu","Takali","september",2023,3,-1,1,0.6,5,1405
"5372","Kano","Albasu","Takali","september",2023,4,-1,1,0.6,5,1435
"6365","Kano","Albasu","Takali","september",2024,1,-1,1,0.6,5,1710
"6950","Kano","Albasu","Takali","september",2024,2,-1,1,0.6,5,1740
"6951","Kano","Albasu","Takali","september",2024,3,-1,1,0.6,5,1770
"6952","Kano","Albasu","Takali","september",2024,4,-1,1,0.6,5,1800
"7945","Kano","Albasu","Takali","september",2025,1,-1,1,0.6,5,2075
"8530","Kano","Albasu","Takali","september",2025,2,-1,1,0.6,5,2105
"8531","Kano","Albasu","Takali","september",2025,3,-1,1,0.6,5,2135
"8532","Kano","Albasu","Takali","september",2025,4,-1,1,0.6,5,2165
"9525","Kano","Albasu","Takali","september",2026,1,-1,1,0.6,5,2440
"10110","Kano","Albasu","Takali","september",2026,2,-1,1,0.6,5,2470
"10111","Kano","Albasu","Takali","september",2026,3,-1,1,0.6,5,2500
"10112","Kano","Albasu","Takali","september",2026,4,-1,1,0.6,5,2530
"11105","Kano","Albasu","Takali","september",2027,1,-1,1,0.6,5,2805
"11690","Kano","Albasu","Takali","september",2027,2,-1,1,0.6,5,2835
"11691","Kano","Albasu","Takali","september",2027,3,-1,1,0.6,5,2865
"11692","Kano","Albasu","Takali","september",2027,4,-1,1,0.6,5,2895
"12685","Kano","Albasu","Takali","september",2028,1,-1,1,0.6,5,3170
"13270","Kano","Albasu","Takali","september",2028,2,-1,1,0.6,5,3200
"13271","Kano","Albasu","Takali","september",2028,3,-1,1,0.6,5,3230
"13272","Kano","Albasu","Takali","september",2028,4,-1,1,0.6,5,3260
"14265","Kano","Albasu","Takali","september",2029,1,-1,1,0.6,5,3535
"14850","Kano","Albasu","Takali","september",2029,2,-1,1,0.6,5,3565
"14851","Kano","Albasu","Takali","september",2029,3,-1,1,0.6,5,3595
"14852","Kano","Albasu","Takali","september",2029,4,-1,1,0.6,5,3625
"15845","Kano","Albasu","Takali","september",2030,1,-1,1,0.6,5,3900
"16430","Kano","Albasu","Takali","september",2030,2,-1,1,0.6,5,3930
"16431","Kano","Albasu","Takali","september",2030,3,-1,1,0.6,5,3960
"16432","Kano","Albasu","Takali","september",2030,4,-1,1,0.6,5,3990
"49","Kebbi","Aleiro","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223
"938","Kebbi","Aleiro","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253
"939","Kebbi","Aleiro","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283
"940","Kebbi","Aleiro","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313
"1629","Kebbi","Aleiro","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588
"2518","Kebbi","Aleiro","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618
"2519","Kebbi","Aleiro","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648
"2520","Kebbi","Aleiro","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678
"3209","Kebbi","Aleiro","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953
"4098","Kebbi","Aleiro","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983
"4099","Kebbi","Aleiro","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013
"4100","Kebbi","Aleiro","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043
"4789","Kebbi","Aleiro","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318
"5678","Kebbi","Aleiro","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348
"5679","Kebbi","Aleiro","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378
"5680","Kebbi","Aleiro","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408
"6369","Kebbi","Aleiro","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683
"7258","Kebbi","Aleiro","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713
"7259","Kebbi","Aleiro","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743
"7260","Kebbi","Aleiro","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773
"7949","Kebbi","Aleiro","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048
"8838","Kebbi","Aleiro","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078
"8839","Kebbi","Aleiro","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108
"8840","Kebbi","Aleiro","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138
"9529","Kebbi","Aleiro","Birnin Kebbi","august",2026,1,-1,1,0.6,5,2413
"10418","Kebbi","Aleiro","Birnin Kebbi","august",2026,2,-1,1,0.6,5,2443
"10419","Kebbi","Aleiro","Birnin Kebbi","august",2026,3,-1,1,0.6,5,2473
"10420","Kebbi","Aleiro","Birnin Kebbi","august",2026,4,-1,1,0.6,5,2503
"11109","Kebbi","Aleiro","Birnin Kebbi","august",2027,1,-1,1,0.6,5,2778
"11998","Kebbi","Aleiro","Birnin Kebbi","august",2027,2,-1,1,0.6,5,2808
"11999","Kebbi","Aleiro","Birnin Kebbi","august",2027,3,-1,1,0.6,5,2838
"12000","Kebbi","Aleiro","Birnin Kebbi","august",2027,4,-1,1,0.6,5,2868
"12689","Kebbi","Aleiro","Birnin Kebbi","august",2028,1,-1,1,0.6,5,3143
"13578","Kebbi","Aleiro","Birnin Kebbi","august",2028,2,-1,1,0.6,5,3173
"13579","Kebbi","Aleiro","Birnin Kebbi","august",2028,3,-1,1,0.6,5,3203
"13580","Kebbi","Aleiro","Birnin Kebbi","august",2028,4,-1,1,0.6,5,3233
"14269","Kebbi","Aleiro","Birnin Kebbi","august",2029,1,-1,1,0.6,5,3508
"15158","Kebbi","Aleiro","Birnin Kebbi","august",2029,2,-1,1,0.6,5,3538
"15159","Kebbi","Aleiro","Birnin Kebbi","august",2029,3,-1,1,0.6,5,3568
"15160","Kebbi","Aleiro","Birnin Kebbi","august",2029,4,-1,1,0.6,5,3598
"15849","Kebbi","Aleiro","Birnin Kebbi","august",2030,1,-1,1,0.6,5,3873
"16738","Kebbi","Aleiro","Birnin Kebbi","august",2030,2,-1,1,0.6,5,3903
"16739","Kebbi","Aleiro","Birnin Kebbi","august",2030,3,-1,1,0.6,5,3933
"16740","Kebbi","Aleiro","Birnin Kebbi","august",2030,4,-1,1,0.6,5,3963
"53","Bauchi","Alkaleri","Alkaleri","july",2020,1,-1,1,0.6,5,186
"86","Bauchi","Alkaleri","Alkaleri","july",2020,2,-1,1,0.6,5,216
"87","Bauchi","Alkaleri","Alkaleri","july",2020,3,-1,1,0.6,5,246
"88","Bauchi","Alkaleri","Alkaleri","july",2020,4,-1,1,0.6,5,276
"1633","Bauchi","Alkaleri","Alkaleri","july",2021,1,-1,1,0.6,5,551
"1666","Bauchi","Alkaleri","Alkaleri","july",2021,2,-1,1,0.6,5,581
"1667","Bauchi","Alkaleri","Alkaleri","july",2021,3,-1,1,0.6,5,611
"1668","Bauchi","Alkaleri","Alkaleri","july",2021,4,-1,1,0.6,5,641
"3213","Bauchi","Alkaleri","Alkaleri","july",2022,1,-1,1,0.6,5,916
"3246","Bauchi","Alkaleri","Alkaleri","july",2022,2,-1,1,0.6,5,946
"3247","Bauchi","Alkaleri","Alkaleri","july",2022,3,-1,1,0.6,5,976
"3248","Bauchi","Alkaleri","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"4793","Bauchi","Alkaleri","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"4826","Bauchi","Alkaleri","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"4827","Bauchi","Alkaleri","Alkaleri","july",2023,3,-1,1,0.6,5,1341
"4828","Bauchi","Alkaleri","Alkaleri","july",2023,4,-1,1,0.6,5,1371
"6373","Bauchi","Alkaleri","Alkaleri","july",2024,1,-1,1,0.6,5,1646
"6406","Bauchi","Alkaleri","Alkaleri","july",2024,2,-1,1,0.6,5,1676
"6407","Bauchi","Alkaleri","Alkaleri","july",2024,3,-1,1,0.6,5,1706
"6408","Bauchi","Alkaleri","Alkaleri","july",2024,4,-1,1,0.6,5,1736
"7953","Bauchi","Alkaleri","Alkaleri","july",2025,1,-1,1,0.6,5,2011
"7986","Bauchi","Alkaleri","Alkaleri","july",2025,2,-1,1,0.6,5,2041
"7987","Bauchi","Alkaleri","Alkaleri","july",2025,3,-1,1,0.6,5,2071
"7988","Bauchi","Alkaleri","Alkaleri","july",2025,4,-1,1,0.6,5,2101
"9533","Bauchi","Alkaleri","Alkaleri","july",2026,1,-1,1,0.6,5,2376
"9566","Bauchi","Alkaleri","Alkaleri","july",2026,2,-1,1,0.6,5,2406
"9567","Bauchi","Alkaleri","Alkaleri","july",2026,3,-1,1,0.6,5,2436
"9568","Bauchi","Alkaleri","Alkaleri","july",2026,4,-1,1,0.6,5,2466
"11113","Bauchi","Alkaleri","Alkaleri","july",2027,1,-1,1,0.6,5,2741
"11146","Bauchi","Alkaleri","Alkaleri","july",2027,2,-1,1,0.6,5,2771
"11147","Bauchi","Alkaleri","Alkaleri","july",2027,3,-1,1,0.6,5,2801
"11148","Bauchi","Alkaleri","Alkaleri","july",2027,4,-1,1,0.6,5,2831
"12693","Bauchi","Alkaleri","Alkaleri","july",2028,1,-1,1,0.6,5,3106
"12726","Bauchi","Alkaleri","Alkaleri","july",2028,2,-1,1,0.6,5,3136
"12727","Bauchi","Alkaleri","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"12728","Bauchi","Alkaleri","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"14273","Bauchi","Alkaleri","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"14306","Bauchi","Alkaleri","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"14307","Bauchi","Alkaleri","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"14308","Bauchi","Alkaleri","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"15853","Bauchi","Alkaleri","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"15886","Bauchi","Alkaleri","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"15887","Bauchi","Alkaleri","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"15888","Bauchi","Alkaleri","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"57","Zamfara","Anka","Darazo","july",2020,1,-1,1,0.854974705,5,186
"1526","Zamfara","Anka","Darazo","july",2020,2,-1,1,0.927487352,5,214
"1527","Zamfara","Anka","Darazo","july",2020,3,-1,1,0.937605396,5,242
"1528","Zamfara","Anka","Darazo","july",2020,4,-1,1,0.6,5,270
"1637","Zamfara","Anka","Darazo","july",2021,1,-1,1,0.854974705,5,551
"3106","Zamfara","Anka","Darazo","july",2021,2,-1,1,0.927487352,5,579
"3107","Zamfara","Anka","Darazo","july",2021,3,-1,1,0.937605396,5,607
"3108","Zamfara","Anka","Darazo","july",2021,4,-1,1,0.6,5,635
"3217","Zamfara","Anka","Darazo","july",2022,1,-1,1,0.854974705,5,916
"4686","Zamfara","Anka","Darazo","july",2022,2,-1,1,0.927487352,5,944
"4687","Zamfara","Anka","Darazo","july",2022,3,-1,1,0.937605396,5,972
"4688","Zamfara","Anka","Darazo","july",2022,4,-1,1,0.6,5,1000
"4797","Zamfara","Anka","Darazo","july",2023,1,-1,1,0.854974705,5,1281
"6266","Zamfara","Anka","Darazo","july",2023,2,-1,1,0.927487352,5,1309
"6267","Zamfara","Anka","Darazo","july",2023,3,-1,1,0.937605396,5,1337
"6268","Zamfara","Anka","Darazo","july",2023,4,-1,1,0.6,5,1365
"6377","Zamfara","Anka","Darazo","july",2024,1,-1,1,0.854974705,5,1646
"7846","Zamfara","Anka","Darazo","july",2024,2,-1,1,0.927487352,5,1674
"7847","Zamfara","Anka","Darazo","july",2024,3,-1,1,0.937605396,5,1702
"7848","Zamfara","Anka","Darazo","july",2024,4,-1,1,0.6,5,1730
"7957","Zamfara","Anka","Darazo","july",2025,1,-1,1,0.854974705,5,2011
"9426","Zamfara","Anka","Darazo","july",2025,2,-1,1,0.927487352,5,2039
"9427","Zamfara","Anka","Darazo","july",2025,3,-1,1,0.937605396,5,2067
"9428","Zamfara","Anka","Darazo","july",2025,4,-1,1,0.6,5,2095
"9537","Zamfara","Anka","Darazo","july",2026,1,-1,1,0.854974705,5,2376
"11006","Zamfara","Anka","Darazo","july",2026,2,-1,1,0.927487352,5,2404
"11007","Zamfara","Anka","Darazo","july",2026,3,-1,1,0.937605396,5,2432
"11008","Zamfara","Anka","Darazo","july",2026,4,-1,1,0.6,5,2460
"11117","Zamfara","Anka","Darazo","july",2027,1,-1,1,0.854974705,5,2741
"12586","Zamfara","Anka","Darazo","july",2027,2,-1,1,0.927487352,5,2769
"12587","Zamfara","Anka","Darazo","july",2027,3,-1,1,0.937605396,5,2797
"12588","Zamfara","Anka","Darazo","july",2027,4,-1,1,0.6,5,2825
"12697","Zamfara","Anka","Darazo","july",2028,1,-1,1,0.854974705,5,3106
"14166","Zamfara","Anka","Darazo","july",2028,2,-1,1,0.927487352,5,3134
