LGA,CM_rate_under5_uncomplicated_baseline,CM_rate_over5_uncomplicated_baseline,CM_rate_severe_malaria_baseline,CM_rate_under5_uncomplicated_2020,CM_rate_over5_uncomplicated_2020,CM_rate_severe_malaria_2020,CM_rate_under5_uncomplicated_2021,CM_rate_over5_uncomplicated_2021,CM_rate_severe_malaria_2021,CM_rate_under5_uncomplicated_2022,CM_rate_over5_uncomplicated_2022,CM_rate_severe_malaria_2022,CM_rate_under5_uncomplicated_2023,CM_rate_over5_uncomplicated_2023,CM_rate_severe_malaria_2023,CM_rate_under5_uncomplicated_2024,CM_rate_over5_uncomplicated_2024,CM_rate_severe_malaria_2024,CM_rate_under5_uncomplicated_2025,CM_rate_over5_uncomplicated_2025,CM_rate_severe_malaria_2025,CM_rate_under5_uncomplicated_2026,CM_rate_over5_uncomplicated_2026,CM_rate_severe_malaria_2026,CM_rate_under5_uncomplicated_2027,CM_rate_over5_uncomplicated_2027,CM_rate_severe_malaria_2027,CM_rate_under5_uncomplicated_2028,CM_rate_over5_uncomplicated_2028,CM_rate_severe_malaria_2028,CM_rate_under5_uncomplicated_2029,CM_rate_over5_uncomplicated_2029,CM_rate_severe_malaria_2029,CM_rate_under5_uncomplicated_2030,CM_rate_over5_uncomplicated_2030,CM_rate_severe_malaria_2030,ITN_under5_baseline,ITN_6to9_baseline,ITN_10to18_baseline,ITN_over18_baseline,ITN_under5_2020,ITN_6to9_2020,ITN_10to18_2020,ITN_over18_2020,ITN_under5_2021,ITN_6to9_2021,ITN_10to18_2021,ITN_over18_2021,ITN_under5_2022,ITN_6to9_2022,ITN_10to18_2022,ITN_over18_2022,ITN_under5_2023,ITN_6to9_2023,ITN_10to18_2023,ITN_over18_2023,ITN_under5_2024,ITN_6to9_2024,ITN_10to18_2024,ITN_over18_2024,ITN_under5_2025,ITN_6to9_2025,ITN_10to18_2025,ITN_over18_2025,ITN_under5_2026,ITN_6to9_2026,ITN_10to18_2026,ITN_over18_2026,ITN_under5_2027,ITN_6to9_2027,ITN_10to18_2027,ITN_over18_2027,ITN_under5_2028,ITN_6to9_2028,ITN_10to18_2028,ITN_over18_2028,ITN_under5_2029,ITN_6to9_2029,ITN_10to18_2029,ITN_over18_2029,ITN_under5_2030,ITN_6to9_2030,ITN_10to18_2030,ITN_over18_2030,SMC_coverage_baseline,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Ajeromi-Ifelodun,0.697452222,0.697452222,0.49,0.732324833,0.732324833,0.539,0.746273878,0.746273878,0.637,0.7602229220000001,0.7602229220000001,0.735,0.781146489,0.781146489,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.148953743,0.147321439,0.011366353999999999,0.041432729,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Ajingi,0.174928041,0.174928041,0.49,0.376532608,0.376532608,0.539,0.574621122,0.574621122,0.637,0.589175135,0.589175135,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.838709677,0.727272727,0.740740741,0.9807692309999999,,,,,,,,,0.838709677,0.8,0.8,0.9807692309999999,,,,,,,,,0.838709677,0.8,0.8,0.9807692309999999,,,,,,,,,0.838709677,0.8,0.8,0.9807692309999999,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akamkpa,0.19138759800000002,0.19138759800000002,0.49,0.411961805,0.411961805,0.539,0.628689121,0.628689121,0.637,0.644612569,0.644612569,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.416996009,0.299737126,0.459918974,0.34938178700000005,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,
Akinyele,0.154926235,0.154926235,0.49,0.325345094,0.325345094,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.464362203,0.556624126,0.419195418,0.355369252,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akko,0.14590444800000002,0.14590444800000002,0.49,0.306399341,0.306399341,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.31899959,0.2148466,0.214430948,0.466775466,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akoko North East,0.296533971,0.296533971,0.49,0.31136067,0.31136067,0.539,0.317291349,0.317291349,0.637,0.323222028,0.323222028,0.735,0.332118048,0.332118048,0.8,0.593067942,0.593067942,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.557814073,0.683896847,0.651406759,0.590929797,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akoko North West,0.516847318,0.516847318,0.49,0.542689684,0.542689684,0.539,0.55302663,0.55302663,0.637,0.5633635770000001,0.5633635770000001,0.735,0.578868996,0.578868996,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.410516355,0.526788924,0.257189745,0.313420451,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akoko South East,0.246839589,0.246839589,0.49,0.531322215,0.531322215,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.38888888899999996,0.4,0.38888888899999996,0.367647059,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akoko South West,0.333333333,0.333333333,0.49,0.35,0.35,0.539,0.356666666,0.356666666,0.637,0.363333333,0.363333333,0.735,0.373333333,0.373333333,0.8,0.666666666,0.666666666,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.711850348,0.65103268,0.5712703579999999,0.574807002,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akoko-Edo,0.433768496,0.433768496,0.49,0.455456921,0.455456921,0.539,0.46413229100000003,0.46413229100000003,0.637,0.472807661,0.472807661,0.735,0.48582071600000004,0.48582071600000004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.403855019,0.232317606,0.394492588,0.49932783700000005,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akpabuyo,0.29772776100000004,0.29772776100000004,0.49,0.312614149,0.312614149,0.539,0.318568704,0.318568704,0.637,0.324523259,0.324523259,0.735,0.333455092,0.333455092,0.8,0.5954555220000001,0.5954555220000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.340380114,0.24427245600000003,0.30195289399999997,0.38223095700000004,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,
Akuku Toru,0.4,0.4,0.49,0.42,0.42,0.539,0.428,0.428,0.637,0.436,0.436,0.735,0.44799999999999995,0.44799999999999995,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.692307692,0.384615385,0.24,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akure North,0.278942779,0.278942779,0.49,0.292889918,0.292889918,0.539,0.298468774,0.298468774,0.637,0.304047629,0.304047629,0.735,0.312415912,0.312415912,0.8,0.557885558,0.557885558,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.235294118,0.14285714300000002,0.375,0.185185185,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akure South,0.5,0.5,0.49,0.525,0.525,0.539,0.535,0.535,0.637,0.545,0.545,0.735,0.56,0.56,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.428571429,0.5625,0.5,0.454545455,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Akwanga,0.246839589,0.246839589,0.49,0.531322215,0.531322215,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8228832209999999,0.8008383170000001,0.7271128379999999,0.792005115,,,,,0.8228832209999999,0.8008383170000001,0.8,0.8,,,,,,,,,0.8228832209999999,0.8008383170000001,0.8,0.8,,,,,,,,,0.8228832209999999,0.8008383170000001,0.8,0.8,,,,,,,,,0.8228832209999999,0.8008383170000001,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Albasu,0.666666667,0.666666667,0.49,0.7,0.7,0.539,0.7133333340000001,0.7133333340000001,0.637,0.726666667,0.726666667,0.735,0.7466666670000001,0.7466666670000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7894736840000001,0.6315789470000001,0.590909091,0.806451613,,,,,,,,,0.8,0.8,0.8,0.806451613,,,,,,,,,0.8,0.8,0.8,0.806451613,,,,,,,,,0.8,0.8,0.8,0.806451613,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aleiro,0.42225568,0.42225568,0.49,0.44336846399999996,0.44336846399999996,0.539,0.451813578,0.451813578,0.637,0.460258691,0.460258691,0.735,0.47292636200000004,0.47292636200000004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.789226475,0.614967322,0.534978419,0.78771905,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Alimosho,0.274949084,0.274949084,0.49,0.591827903,0.591827903,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.247223361,0.184538925,0.148105303,0.147674315,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Alkaleri,0.22211754600000003,0.22211754600000003,0.49,0.47810801799999997,0.47810801799999997,0.539,0.7296339270000001,0.7296339270000001,0.637,0.748114107,0.748114107,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.455387964,0.397922582,0.306625021,0.45744331899999996,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Amuwo-Odofin,0.12159624,0.12159624,0.49,0.523471813,0.523471813,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.47710782,0.235467984,0.10203417599999999,0.10088857300000001,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Anambra East,0.420192485,0.420192485,0.49,0.441202109,0.441202109,0.539,0.449605959,0.449605959,0.637,0.458009809,0.458009809,0.735,0.47061558299999995,0.47061558299999995,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.107142857,0.224106265,0.1,0.035087718999999996,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Anambra West,0.666970256,0.666970256,0.49,0.700318769,0.700318769,0.539,0.7136581740000001,0.7136581740000001,0.637,0.7269975790000001,0.7269975790000001,0.735,0.7470066870000001,0.7470066870000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.32464731,0.370188311,0.265600186,0.278397658,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Anaocha,0.5508021679999999,0.5508021679999999,0.49,0.578342276,0.578342276,0.539,0.58935832,0.58935832,0.637,0.600374363,0.600374363,0.735,0.6168984279999999,0.6168984279999999,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.181100292,0.123857833,0.15276509900000002,0.105016002,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Andoni,0.166593506,0.166593506,0.49,0.358592522,0.358592522,0.539,0.5472430079999999,0.5472430079999999,0.637,0.5611035879999999,0.5611035879999999,0.735,0.768729074,0.768729074,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.553821989,0.7039528290000001,0.555587611,0.43406055600000004,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Aninri,0.517961682,0.517961682,0.49,0.543859766,0.543859766,0.539,0.5542189999999999,0.5542189999999999,0.637,0.564578233,0.564578233,0.735,0.580117084,0.580117084,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.41585695100000003,0.502677276,0.18150087399999998,0.379519564,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Aniocha North,0.420192485,0.420192485,0.49,0.441202109,0.441202109,0.539,0.449605959,0.449605959,0.637,0.458009809,0.458009809,0.735,0.47061558299999995,0.47061558299999995,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.454545455,0.642857143,0.575757576,0.490196078,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,
Aniocha South,0.420192485,0.420192485,0.49,0.441202109,0.441202109,0.539,0.449605959,0.449605959,0.637,0.458009809,0.458009809,0.735,0.47061558299999995,0.47061558299999995,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.309074723,0.216639461,0.14991838300000002,0.114574196,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,
Anka,0.081656815,0.081656815,0.49,0.351532589,0.351532589,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.48990864700000003,0.294612795,0.259568682,0.6770199379999999,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,0.634064081,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ankpa,0.278942779,0.278942779,0.49,0.292889918,0.292889918,0.539,0.298468774,0.298468774,0.637,0.304047629,0.304047629,0.735,0.312415912,0.312415912,0.8,0.557885558,0.557885558,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.409335716,0.263829772,0.38404451700000003,0.327565622,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Apa,0.177187213,0.177187213,0.49,0.381395476,0.381395476,0.539,0.582042276,0.582042276,0.637,0.5967842520000001,0.5967842520000001,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.842105263,0.352941176,0.41666666700000005,0.467741935,0.842105263,0.8,0.8,0.8,,,,,,,,,0.842105263,0.8,0.8,0.8,,,,,,,,,0.842105263,0.8,0.8,0.8,,,,,,,,,0.842105263,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Apapa,0.12159624,0.12159624,0.49,0.523471813,0.523471813,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.307692308,0.2,0.21052631600000002,0.20689655199999998,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Ardo-Kola,0.25,0.25,0.49,0.538125,0.538125,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.4,0.441176471,0.548387097,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Arewa-Dandi,0.666666667,0.666666667,0.49,0.7,0.7,0.539,0.7133333340000001,0.7133333340000001,0.637,0.726666667,0.726666667,0.735,0.7466666670000001,0.7466666670000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.944444444,0.826086957,0.76,0.939393939,,,,,0.944444444,0.826086957,0.8,0.939393939,,,,,,,,,0.944444444,0.826086957,0.8,0.939393939,,,,,,,,,0.944444444,0.826086957,0.8,0.939393939,,,,,,,,,0.944444444,0.826086957,0.8,0.939393939,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Argungu,0.591750026,0.591750026,0.49,0.621337527,0.621337527,0.539,0.633172528,0.633172528,0.637,0.6450075279999999,0.6450075279999999,0.735,0.662760029,0.662760029,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.880353787,0.739925815,0.650569606,0.878877198,,,,,0.880353787,0.8,0.8,0.878877198,,,,,,,,,0.880353787,0.8,0.8,0.878877198,,,,,,,,,0.880353787,0.8,0.8,0.878877198,,,,,,,,,0.880353787,0.8,0.8,0.878877198,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Arochukwu,0.283373403,0.283373403,0.49,0.297542073,0.297542073,0.539,0.303209541,0.303209541,0.637,0.308877009,0.308877009,0.735,0.317378211,0.317378211,0.8,0.566746806,0.566746806,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.409807769,0.327133985,0.23973509399999998,0.325629622,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Asa,0.333333333,0.333333333,0.49,0.35,0.35,0.539,0.356666666,0.356666666,0.637,0.363333333,0.363333333,0.735,0.373333333,0.373333333,0.8,0.666666666,0.666666666,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.393939394,0.260869565,0.26666666699999997,0.44067796600000003,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Asari-Toru,0.442896713,0.442896713,0.49,0.465041549,0.465041549,0.539,0.47389948299999995,0.47389948299999995,0.637,0.482757417,0.482757417,0.735,0.496044319,0.496044319,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.454056649,0.494097309,0.36937513200000005,0.260014416,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Askira-Uba,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.34952684799999995,0.28628754300000003,0.113684119,0.346127211,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Atakumosa East,0.246839589,0.246839589,0.49,0.531322215,0.531322215,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.21052631600000002,0.28571428600000004,0.5,0.24193548399999998,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Atakumosa West,0.154926235,0.154926235,0.49,0.325345094,0.325345094,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.28571428600000004,0.25,0.384615385,0.24590163899999998,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
