"","LGA","kill_rate","round","simday","scenario","year"
"359","Bassa1",46.4886674,1,223,"Scenario 1(Business as Usual)",2020
"360","Bassa1",46.4886674,2,1318,"Scenario 1(Business as Usual)",2023
"361","Bassa1",46.4886674,3,2413,"Scenario 1(Business as Usual)",2026
"362","Bassa1",46.4886674,4,3508,"Scenario 1(Business as Usual)",2029
"363","Bassa2",51.7430069,1,186,"Scenario 1(Business as Usual)",2020
"364","Bassa2",51.7430069,2,1281,"Scenario 1(Business as Usual)",2023
"365","Bassa2",51.7430069,3,2376,"Scenario 1(Business as Usual)",2026
"366","Bassa2",51.7430069,4,3471,"Scenario 1(Business as Usual)",2029
"367","Batagarawa",64.6174875,1,435,"Scenario 1(Business as Usual)",2021
"368","Batagarawa",64.6174875,2,1530,"Scenario 1(Business as Usual)",2024
"369","Batagarawa",64.6174875,3,2625,"Scenario 1(Business as Usual)",2027
"370","Batagarawa",64.6174875,4,3720,"Scenario 1(Business as Usual)",2030
"371","Batsari",66.4209538,1,435,"Scenario 1(Business as Usual)",2021
"372","Batsari",66.4209538,2,1530,"Scenario 1(Business as Usual)",2024
"373","Batsari",66.4209538,3,2625,"Scenario 1(Business as Usual)",2027
"374","Batsari",66.4209538,4,3720,"Scenario 1(Business as Usual)",2030
"375","Bauchi",62.4866967,1,551,"Scenario 1(Business as Usual)",2021
"376","Bauchi",62.4866967,2,1646,"Scenario 1(Business as Usual)",2024
"377","Bauchi",62.4866967,3,2741,"Scenario 1(Business as Usual)",2027
"378","Bauchi",62.4866967,4,3836,"Scenario 1(Business as Usual)",2030
"379","Baure",66.4606296,1,496,"Scenario 1(Business as Usual)",2021
"380","Baure",66.4606296,2,1591,"Scenario 1(Business as Usual)",2024
"381","Baure",66.4606296,3,2686,"Scenario 1(Business as Usual)",2027
"382","Baure",66.4606296,4,3781,"Scenario 1(Business as Usual)",2030
"383","Bayo",58.8279066,1,186,"Scenario 1(Business as Usual)",2020
"384","Bayo",58.8279066,2,1281,"Scenario 1(Business as Usual)",2023
"385","Bayo",58.8279066,3,2376,"Scenario 1(Business as Usual)",2026
"386","Bayo",58.8279066,4,3471,"Scenario 1(Business as Usual)",2029
"387","Bebeji",72.1458816,1,953,"Scenario 1(Business as Usual)",2022
"388","Bebeji",72.1458816,2,2048,"Scenario 1(Business as Usual)",2025
"389","Bebeji",72.1458816,3,3143,"Scenario 1(Business as Usual)",2028
"390","Bekwara",44.60788,1,551,"Scenario 1(Business as Usual)",2021
"391","Bekwara",44.60788,2,1646,"Scenario 1(Business as Usual)",2024
"392","Bekwara",44.60788,3,2741,"Scenario 1(Business as Usual)",2027
"393","Bekwara",44.60788,4,3836,"Scenario 1(Business as Usual)",2030
"394","Bende",50.1154968,1,162,"Scenario 1(Business as Usual)",2020
"395","Bende",50.1154968,2,1257,"Scenario 1(Business as Usual)",2023
"396","Bende",50.1154968,3,2352,"Scenario 1(Business as Usual)",2026
"397","Bende",50.1154968,4,3447,"Scenario 1(Business as Usual)",2029
"398","Biase",47.6715539,1,527,"Scenario 1(Business as Usual)",2021
"399","Biase",47.6715539,2,1622,"Scenario 1(Business as Usual)",2024
"400","Biase",47.6715539,3,2717,"Scenario 1(Business as Usual)",2027
"401","Biase",47.6715539,4,3812,"Scenario 1(Business as Usual)",2030
"402","Bichi",69.8007406,1,953,"Scenario 1(Business as Usual)",2022
"403","Bichi",69.8007406,2,2048,"Scenario 1(Business as Usual)",2025
"404","Bichi",69.8007406,3,3143,"Scenario 1(Business as Usual)",2028
"405","Bida",42.2188464,1,916,"Scenario 1(Business as Usual)",2022
"406","Bida",42.2188464,2,2011,"Scenario 1(Business as Usual)",2025
"407","Bida",42.2188464,3,3106,"Scenario 1(Business as Usual)",2028
"408","Billiri",30.5232023,1,551,"Scenario 1(Business as Usual)",2021
"409","Billiri",30.5232023,2,1646,"Scenario 1(Business as Usual)",2024
"410","Billiri",30.5232023,3,2741,"Scenario 1(Business as Usual)",2027
"411","Billiri",30.5232023,4,3836,"Scenario 1(Business as Usual)",2030
"412","Bindawa",67.9287322,1,435,"Scenario 1(Business as Usual)",2021
"413","Bindawa",67.9287322,2,1530,"Scenario 1(Business as Usual)",2024
"414","Bindawa",67.9287322,3,2625,"Scenario 1(Business as Usual)",2027
"415","Bindawa",67.9287322,4,3720,"Scenario 1(Business as Usual)",2030
"416","Binji",72.1642545,1,223,"Scenario 1(Business as Usual)",2020
"417","Binji",72.1642545,2,1318,"Scenario 1(Business as Usual)",2023
"418","Binji",72.1642545,3,2413,"Scenario 1(Business as Usual)",2026
"419","Binji",72.1642545,4,3508,"Scenario 1(Business as Usual)",2029
"420","Biriniwa",66.2953681,1,551,"Scenario 1(Business as Usual)",2021
"421","Biriniwa",66.2953681,2,1646,"Scenario 1(Business as Usual)",2024
"422","Biriniwa",66.2953681,3,2741,"Scenario 1(Business as Usual)",2027
"423","Biriniwa",66.2953681,4,3836,"Scenario 1(Business as Usual)",2030
"424","Birni Kudu",71.0618621,1,615,"Scenario 1(Business as Usual)",2021
"425","Birni Kudu",71.0618621,2,1710,"Scenario 1(Business as Usual)",2024
"426","Birni Kudu",71.0618621,3,2805,"Scenario 1(Business as Usual)",2027
"427","Birni Kudu",71.0618621,4,3900,"Scenario 1(Business as Usual)",2030
"428","Birnin-Gwari",59.8687691,1,953,"Scenario 1(Business as Usual)",2022
"429","Birnin-Gwari",59.8687691,2,2048,"Scenario 1(Business as Usual)",2025
"430","Birnin-Gwari",59.8687691,3,3143,"Scenario 1(Business as Usual)",2028
"431","Birnin Kebbi",68.8032578,1,588,"Scenario 1(Business as Usual)",2021
"432","Birnin Kebbi",68.8032578,2,1683,"Scenario 1(Business as Usual)",2024
"433","Birnin Kebbi",68.8032578,3,2778,"Scenario 1(Business as Usual)",2027
"434","Birnin Kebbi",68.8032578,4,3873,"Scenario 1(Business as Usual)",2030
"435","Birnin Magaji",70.8478232,1,70,"Scenario 1(Business as Usual)",2020
"436","Birnin Magaji",70.8478232,2,1165,"Scenario 1(Business as Usual)",2023
"437","Birnin Magaji",70.8478232,3,2260,"Scenario 1(Business as Usual)",2026
"438","Birnin Magaji",70.8478232,4,3355,"Scenario 1(Business as Usual)",2029
"439","Biu",63.0783932,1,186,"Scenario 1(Business as Usual)",2020
"440","Biu",63.0783932,2,1281,"Scenario 1(Business as Usual)",2023
"441","Biu",63.0783932,3,2376,"Scenario 1(Business as Usual)",2026
"442","Biu",63.0783932,4,3471,"Scenario 1(Business as Usual)",2029
"443","Bodinga",72.7651305,1,223,"Scenario 1(Business as Usual)",2020
"444","Bodinga",72.7651305,2,1318,"Scenario 1(Business as Usual)",2023
"445","Bodinga",72.7651305,3,2413,"Scenario 1(Business as Usual)",2026
"446","Bodinga",72.7651305,4,3508,"Scenario 1(Business as Usual)",2029
"447","Bogoro",59.4258836,1,551,"Scenario 1(Business as Usual)",2021
"448","Bogoro",59.4258836,2,1646,"Scenario 1(Business as Usual)",2024
"449","Bogoro",59.4258836,3,2741,"Scenario 1(Business as Usual)",2027
"450","Bogoro",59.4258836,4,3836,"Scenario 1(Business as Usual)",2030
"451","Boki",48.7034109,1,527,"Scenario 1(Business as Usual)",2021
"452","Boki",48.7034109,2,1622,"Scenario 1(Business as Usual)",2024
"453","Boki",48.7034109,3,2717,"Scenario 1(Business as Usual)",2027
"454","Boki",48.7034109,4,3812,"Scenario 1(Business as Usual)",2030
"455","Bokkos",54.19051,1,223,"Scenario 1(Business as Usual)",2020
"456","Bokkos",54.19051,2,1318,"Scenario 1(Business as Usual)",2023
"457","Bokkos",54.19051,3,2413,"Scenario 1(Business as Usual)",2026
"458","Bokkos",54.19051,4,3508,"Scenario 1(Business as Usual)",2029
"459","Boluwaduro",37.7867037,1,131,"Scenario 1(Business as Usual)",2020
"460","Boluwaduro",37.7867037,2,1226,"Scenario 1(Business as Usual)",2023
"461","Boluwaduro",37.7867037,3,2321,"Scenario 1(Business as Usual)",2026
"462","Boluwaduro",37.7867037,4,3416,"Scenario 1(Business as Usual)",2029
"463","Bomadi",29.598519,1,892,"Scenario 1(Business as Usual)",2022
"464","Bomadi",29.598519,2,1987,"Scenario 1(Business as Usual)",2025
"465","Bomadi",29.598519,3,3082,"Scenario 1(Business as Usual)",2028
"466","Bonny",31.0050826,1,162,"Scenario 1(Business as Usual)",2020
"467","Bonny",31.0050826,2,1257,"Scenario 1(Business as Usual)",2023
"468","Bonny",31.0050826,3,2352,"Scenario 1(Business as Usual)",2026
"469","Bonny",31.0050826,4,3447,"Scenario 1(Business as Usual)",2029
"470","Borgu",40.6785099,1,916,"Scenario 1(Business as Usual)",2022
"471","Borgu",40.6785099,2,2011,"Scenario 1(Business as Usual)",2025
"472","Borgu",40.6785099,3,3106,"Scenario 1(Business as Usual)",2028
"473","Boripe",42.2477334,1,131,"Scenario 1(Business as Usual)",2020
"474","Boripe",42.2477334,2,1226,"Scenario 1(Business as Usual)",2023
"475","Boripe",42.2477334,3,2321,"Scenario 1(Business as Usual)",2026
"476","Boripe",42.2477334,4,3416,"Scenario 1(Business as Usual)",2029
"477","Bosso",50.0669413,1,953,"Scenario 1(Business as Usual)",2022
"478","Bosso",50.0669413,2,2048,"Scenario 1(Business as Usual)",2025
"479","Bosso",50.0669413,3,3143,"Scenario 1(Business as Usual)",2028
"480","Brass",35.2505409,1,131,"Scenario 1(Business as Usual)",2020
"481","Brass",35.2505409,2,1226,"Scenario 1(Business as Usual)",2023
"482","Brass",35.2505409,3,2321,"Scenario 1(Business as Usual)",2026
"483","Brass",35.2505409,4,3416,"Scenario 1(Business as Usual)",2029
"484","Buji",69.4143703,1,615,"Scenario 1(Business as Usual)",2021
"485","Buji",69.4143703,2,1710,"Scenario 1(Business as Usual)",2024
"486","Buji",69.4143703,3,2805,"Scenario 1(Business as Usual)",2027
"487","Buji",69.4143703,4,3900,"Scenario 1(Business as Usual)",2030
"488","Bukkuyum",66.5017493,1,186,"Scenario 1(Business as Usual)",2020
"489","Bukkuyum",66.5017493,2,1281,"Scenario 1(Business as Usual)",2023
"490","Bukkuyum",66.5017493,3,2376,"Scenario 1(Business as Usual)",2026
"491","Bukkuyum",66.5017493,4,3471,"Scenario 1(Business as Usual)",2029
"492","Bungudu",70.6022165,1,250,"Scenario 1(Business as Usual)",2020
"493","Bungudu",70.6022165,2,1345,"Scenario 1(Business as Usual)",2023
"494","Bungudu",70.6022165,3,2440,"Scenario 1(Business as Usual)",2026
"495","Bungudu",70.6022165,4,3535,"Scenario 1(Business as Usual)",2029
"496","Bunkure",69.8564959,1,953,"Scenario 1(Business as Usual)",2022
"497","Bunkure",69.8564959,2,2048,"Scenario 1(Business as Usual)",2025
"498","Bunkure",69.8564959,3,3143,"Scenario 1(Business as Usual)",2028
"499","Bunza",65.0932828,1,588,"Scenario 1(Business as Usual)",2021
"500","Bunza",65.0932828,2,1683,"Scenario 1(Business as Usual)",2024
"501","Bunza",65.0932828,3,2778,"Scenario 1(Business as Usual)",2027
"502","Bunza",65.0932828,4,3873,"Scenario 1(Business as Usual)",2030
"503","Bursari",66.3861803,1,916,"Scenario 1(Business as Usual)",2022
"504","Bursari",66.3861803,2,2011,"Scenario 1(Business as Usual)",2025
"505","Bursari",66.3861803,3,3106,"Scenario 1(Business as Usual)",2028
"506","Buruku",44.0865552,1,223,"Scenario 1(Business as Usual)",2020
"507","Buruku",44.0865552,2,1318,"Scenario 1(Business as Usual)",2023
"508","Buruku",44.0865552,3,2413,"Scenario 1(Business as Usual)",2026
"509","Buruku",44.0865552,4,3508,"Scenario 1(Business as Usual)",2029
"510","Burutu",30.5581011,1,892,"Scenario 1(Business as Usual)",2022
"511","Burutu",30.5581011,2,1987,"Scenario 1(Business as Usual)",2025
"512","Burutu",30.5581011,3,3082,"Scenario 1(Business as Usual)",2028
"513","Bwari",58.0366866,1,223,"Scenario 1(Business as Usual)",2020
"514","Bwari",58.0366866,2,1318,"Scenario 1(Business as Usual)",2023
"515","Bwari",58.0366866,3,2413,"Scenario 1(Business as Usual)",2026
"516","Bwari",58.0366866,4,3508,"Scenario 1(Business as Usual)",2029
"517","Calabar-Municipal",50.9382696,1,527,"Scenario 1(Business as Usual)",2021
"518","Calabar-Municipal",50.9382696,2,1622,"Scenario 1(Business as Usual)",2024
"519","Calabar-Municipal",50.9382696,3,2717,"Scenario 1(Business as Usual)",2027
"520","Calabar-Municipal",50.9382696,4,3812,"Scenario 1(Business as Usual)",2030
"521","Calabar South",49.35513,1,527,"Scenario 1(Business as Usual)",2021
"522","Calabar South",49.35513,2,1622,"Scenario 1(Business as Usual)",2024
"523","Calabar South",49.35513,3,2717,"Scenario 1(Business as Usual)",2027
"524","Calabar South",49.35513,4,3812,"Scenario 1(Business as Usual)",2030
"525","Chanchaga",45.4714405,1,953,"Scenario 1(Business as Usual)",2022
"526","Chanchaga",45.4714405,2,2048,"Scenario 1(Business as Usual)",2025
"527","Chanchaga",45.4714405,3,3143,"Scenario 1(Business as Usual)",2028
"528","Charanchi",68.4701159,1,435,"Scenario 1(Business as Usual)",2021
"529","Charanchi",68.4701159,2,1530,"Scenario 1(Business as Usual)",2024
"530","Charanchi",68.4701159,3,2625,"Scenario 1(Business as Usual)",2027
"531","Charanchi",68.4701159,4,3720,"Scenario 1(Business as Usual)",2030
"532","Chibok",63.9928775,1,186,"Scenario 1(Business as Usual)",2020
"533","Chibok",63.9928775,2,1281,"Scenario 1(Business as Usual)",2023
"534","Chibok",63.9928775,3,2376,"Scenario 1(Business as Usual)",2026
"535","Chibok",63.9928775,4,3471,"Scenario 1(Business as Usual)",2029
"536","Chikun",59.294545,1,916,"Scenario 1(Business as Usual)",2022
"537","Chikun",59.294545,2,2011,"Scenario 1(Business as Usual)",2025
"538","Chikun",59.294545,3,3106,"Scenario 1(Business as Usual)",2028
"539","Dala",59.673093,1,916,"Scenario 1(Business as Usual)",2022
"540","Dala",59.673093,2,2011,"Scenario 1(Business as Usual)",2025
"541","Dala",59.673093,3,3106,"Scenario 1(Business as Usual)",2028
"542","Damaturu",67.2754775,1,916,"Scenario 1(Business as Usual)",2022
"543","Damaturu",67.2754775,2,2011,"Scenario 1(Business as Usual)",2025
"544","Damaturu",67.2754775,3,3106,"Scenario 1(Business as Usual)",2028
"545","Damban",71.4922519,1,551,"Scenario 1(Business as Usual)",2021
"546","Damban",71.4922519,2,1646,"Scenario 1(Business as Usual)",2024
"547","Damban",71.4922519,3,2741,"Scenario 1(Business as Usual)",2027
"548","Damban",71.4922519,4,3836,"Scenario 1(Business as Usual)",2030
"549","Dambatta",68.9430592,1,861,"Scenario 1(Business as Usual)",2022
"550","Dambatta",68.9430592,2,1956,"Scenario 1(Business as Usual)",2025
"551","Dambatta",68.9430592,3,3051,"Scenario 1(Business as Usual)",2028
"552","Damboa",66.3306114,1,186,"Scenario 1(Business as Usual)",2020
"553","Damboa",66.3306114,2,1281,"Scenario 1(Business as Usual)",2023
"554","Damboa",66.3306114,3,2376,"Scenario 1(Business as Usual)",2026
"555","Damboa",66.3306114,4,3471,"Scenario 1(Business as Usual)",2029
"556","Dan Musa",71.65261,1,435,"Scenario 1(Business as Usual)",2021
"557","Dan Musa",71.65261,2,1530,"Scenario 1(Business as Usual)",2024
"558","Dan Musa",71.65261,3,2625,"Scenario 1(Business as Usual)",2027
"559","Dan Musa",71.65261,4,3720,"Scenario 1(Business as Usual)",2030
"560","Dandi",62.9837503,1,588,"Scenario 1(Business as Usual)",2021
"561","Dandi",62.9837503,2,1683,"Scenario 1(Business as Usual)",2024
"562","Dandi",62.9837503,3,2778,"Scenario 1(Business as Usual)",2027
"563","Dandi",62.9837503,4,3873,"Scenario 1(Business as Usual)",2030
"564","Dandume",52.3452319,1,588,"Scenario 1(Business as Usual)",2021
"565","Dandume",52.3452319,2,1683,"Scenario 1(Business as Usual)",2024
"566","Dandume",52.3452319,3,2778,"Scenario 1(Business as Usual)",2027
"567","Dandume",52.3452319,4,3873,"Scenario 1(Business as Usual)",2030
"568","Dange-Shnsi",70.1316559,1,223,"Scenario 1(Business as Usual)",2020
"569","Dange-Shnsi",70.1316559,2,1318,"Scenario 1(Business as Usual)",2023
"570","Dange-Shnsi",70.1316559,3,2413,"Scenario 1(Business as Usual)",2026
"571","Dange-Shnsi",70.1316559,4,3508,"Scenario 1(Business as Usual)",2029
"572","Danja",61.7933944,1,588,"Scenario 1(Business as Usual)",2021
"573","Danja",61.7933944,2,1683,"Scenario 1(Business as Usual)",2024
"574","Danja",61.7933944,3,2778,"Scenario 1(Business as Usual)",2027
"575","Danja",61.7933944,4,3873,"Scenario 1(Business as Usual)",2030
"576","Darazo",70.5476275,1,551,"Scenario 1(Business as Usual)",2021
"577","Darazo",70.5476275,2,1646,"Scenario 1(Business as Usual)",2024
"578","Darazo",70.5476275,3,2741,"Scenario 1(Business as Usual)",2027
"579","Darazo",70.5476275,4,3836,"Scenario 1(Business as Usual)",2030
"580","Dass",51.2538393,1,551,"Scenario 1(Business as Usual)",2021
"581","Dass",51.2538393,2,1646,"Scenario 1(Business as Usual)",2024
"582","Dass",51.2538393,3,2741,"Scenario 1(Business as Usual)",2027
"583","Dass",51.2538393,4,3836,"Scenario 1(Business as Usual)",2030
"584","Daura",59.1670466,1,496,"Scenario 1(Business as Usual)",2021
"585","Daura",59.1670466,2,1591,"Scenario 1(Business as Usual)",2024
"586","Daura",59.1670466,3,2686,"Scenario 1(Business as Usual)",2027
"587","Daura",59.1670466,4,3781,"Scenario 1(Business as Usual)",2030
"588","Dawakin Kudu",71.3383698,1,953,"Scenario 1(Business as Usual)",2022
"589","Dawakin Kudu",71.3383698,2,2048,"Scenario 1(Business as Usual)",2025
"590","Dawakin Kudu",71.3383698,3,3143,"Scenario 1(Business as Usual)",2028
"591","Dawakin Tofa",71.0486296,1,916,"Scenario 1(Business as Usual)",2022
"592","Dawakin Tofa",71.0486296,2,2011,"Scenario 1(Business as Usual)",2025
"593","Dawakin Tofa",71.0486296,3,3106,"Scenario 1(Business as Usual)",2028
"594","Degema",36.5159834,1,131,"Scenario 1(Business as Usual)",2020
"595","Degema",36.5159834,2,1226,"Scenario 1(Business as Usual)",2023
"596","Degema",36.5159834,3,2321,"Scenario 1(Business as Usual)",2026
"597","Degema",36.5159834,4,3416,"Scenario 1(Business as Usual)",2029
"598","Dekina",43.6648124,1,70,"Scenario 1(Business as Usual)",2020
"599","Dekina",43.6648124,2,1165,"Scenario 1(Business as Usual)",2023
"600","Dekina",43.6648124,3,2260,"Scenario 1(Business as Usual)",2026
"601","Dekina",43.6648124,4,3355,"Scenario 1(Business as Usual)",2029
"602","Demsa",53.4738199,1,186,"Scenario 1(Business as Usual)",2020
"603","Demsa",53.4738199,2,1281,"Scenario 1(Business as Usual)",2023
"604","Demsa",53.4738199,3,2376,"Scenario 1(Business as Usual)",2026
"605","Demsa",53.4738199,4,3471,"Scenario 1(Business as Usual)",2029
"606","Dikwa",67.5465,1,186,"Scenario 1(Business as Usual)",2020
"607","Dikwa",67.5465,2,1281,"Scenario 1(Business as Usual)",2023
"608","Dikwa",67.5465,3,2376,"Scenario 1(Business as Usual)",2026
"609","Dikwa",67.5465,4,3471,"Scenario 1(Business as Usual)",2029
"610","Doguwa",66.4793709,1,953,"Scenario 1(Business as Usual)",2022
"611","Doguwa",66.4793709,2,2048,"Scenario 1(Business as Usual)",2025
"612","Doguwa",66.4793709,3,3143,"Scenario 1(Business as Usual)",2028
"613","Doma",45.1927322,1,588,"Scenario 1(Business as Usual)",2021
"614","Doma",45.1927322,2,1683,"Scenario 1(Business as Usual)",2024
"615","Doma",45.1927322,3,2778,"Scenario 1(Business as Usual)",2027
"616","Doma",45.1927322,4,3873,"Scenario 1(Business as Usual)",2030
"617","Donga",50.3065731,1,953,"Scenario 1(Business as Usual)",2022
"618","Donga",50.3065731,2,2048,"Scenario 1(Business as Usual)",2025
"619","Donga",50.3065731,3,3143,"Scenario 1(Business as Usual)",2028
"620","Dukku",65.2305857,1,551,"Scenario 1(Business as Usual)",2021
"621","Dukku",65.2305857,2,1646,"Scenario 1(Business as Usual)",2024
"622","Dukku",65.2305857,3,2741,"Scenario 1(Business as Usual)",2027
"623","Dukku",65.2305857,4,3836,"Scenario 1(Business as Usual)",2030
"624","Dunukofia",47.7122595,1,162,"Scenario 1(Business as Usual)",2020
"625","Dunukofia",47.7122595,2,1257,"Scenario 1(Business as Usual)",2023
"626","Dunukofia",47.7122595,3,2352,"Scenario 1(Business as Usual)",2026
"627","Dunukofia",47.7122595,4,3447,"Scenario 1(Business as Usual)",2029
"628","Dutse",70.7234774,1,615,"Scenario 1(Business as Usual)",2021
"629","Dutse",70.7234774,2,1710,"Scenario 1(Business as Usual)",2024
"630","Dutse",70.7234774,3,2805,"Scenario 1(Business as Usual)",2027
"631","Dutse",70.7234774,4,3900,"Scenario 1(Business as Usual)",2030
"632","Dutsi",62.2255799,1,435,"Scenario 1(Business as Usual)",2021
"633","Dutsi",62.2255799,2,1530,"Scenario 1(Business as Usual)",2024
