LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,scenario
Ndokwa East,Ahoada West,45.0116401,45.0116401,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Ndokwa East,Ahoada West,46.8630487,46.8630487,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,13.6169905,13.6169905,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,14.3456737,14.3456737,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,15.074357,15.074357,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,15.8030402,15.8030402,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,16.5317234,16.5317234,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,17.2604067,17.2604067,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,17.9890899,17.9890899,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,18.7177732,18.7177732,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,19.4464564,19.4464564,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,20.1751396,20.1751396,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Ndokwa West,Isoko South,20.9038229,20.9038229,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,28.7028172,28.7028172,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,30.5542258,30.5542258,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,32.4056344,32.4056344,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,34.257043,34.257043,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,36.1084517,36.1084517,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,37.9598603,37.9598603,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,39.8112689,39.8112689,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,41.6626775,41.6626775,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,43.5140861,43.5140861,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,45.3654947,45.3654947,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nembe,Ahoada West,47.2169033,47.2169033,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,23.5818373,23.5818373,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,26.6263539,26.6263539,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,29.6708705,29.6708705,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,32.7153871,32.7153871,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,35.7599037,35.7599037,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,38.8044203,38.8044203,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,41.8489369,41.8489369,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,44.8934535,44.8934535,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,47.9379701,47.9379701,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,50.9824867,50.9824867,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Ngala,Taura,54.0270033,54.0270033,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,13.1187256,13.1187256,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,14.3465162,14.3465162,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,15.5743067,15.5743067,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,16.8020973,16.8020973,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,18.0298879,18.0298879,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,19.2576785,19.2576785,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,20.4854691,20.4854691,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,21.7132597,21.7132597,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,22.9410502,22.9410502,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,24.1688408,24.1688408,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nganzai,Gawabawa,25.3966314,25.3966314,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,68.9135709,68.9135709,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,73.1558087,73.1558087,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,77.3980466,77.3980466,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Ngaski,Owan East,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,66.1797958,66.1797958,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,71.4919159,71.4919159,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,76.804036,76.804036,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Ngor-Okpala,Ngor-Okpala,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,23.5818373,23.5818373,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,26.6263539,26.6263539,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,29.6708705,29.6708705,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,32.7153871,32.7153871,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,35.7599037,35.7599037,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,38.8044203,38.8044203,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,41.8489369,41.8489369,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,44.8934535,44.8934535,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,47.9379701,47.9379701,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,50.9824867,50.9824867,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nguru,Taura,54.0270033,54.0270033,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,16.2183694,16.2183694,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,20.032022,20.032022,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,23.8456746,23.8456746,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,27.6593272,27.6593272,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,31.4729798,31.4729798,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,35.2866324,35.2866324,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,39.100285,39.100285,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,42.9139376,42.9139376,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,46.7275902,46.7275902,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,50.5412428,50.5412428,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Ningi,Takali,54.3548954,54.3548954,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Njaba,Ngor-Okpala,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Njikoka,Uzo-Uwani,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,53.1084007,53.1084007,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,57.3506385,57.3506385,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,61.5928764,61.5928764,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,65.8351142,65.8351142,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,70.077352,70.077352,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,74.3195898,74.3195898,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,78.5618276,78.5618276,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nkanu East,Owan East,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,56.0626416,56.0626416,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,63.0843381,63.0843381,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,70.1060346,70.1060346,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,77.1277312,77.1277312,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nkanu West,Uzo-Uwani,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,35.6242402,35.6242402,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,40.9363603,40.9363603,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,46.2484804,46.2484804,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,51.5606004,51.5606004,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,56.8727205,56.8727205,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,62.1848406,62.1848406,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,67.4969607,67.4969607,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,72.8090808,72.8090808,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,78.1212009,78.1212009,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nkwerre,Ngor-Okpala,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,55.0437425,55.0437425,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,62.0117423,62.0117423,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,68.9797421,68.9797421,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,75.9477419,75.9477419,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nnewi North,Oru West,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,71.3243174,71.3243174,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,78.2923172,78.2923172,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nnewi South,Oru West,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,38.9193913,38.9193913,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,43.4926989,43.4926989,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,48.0660064,48.0660064,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,52.639314,52.639314,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,57.2126216,57.2126216,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,61.7859292,61.7859292,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,66.3592368,66.3592368,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,70.9325444,70.9325444,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,75.505852,75.505852,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nsit Atai,Nsit Ubium,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,34.1466152,34.1466152,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,38.7199228,38.7199228,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,43.2932303,43.2932303,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,47.8665379,47.8665379,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,52.4398455,52.4398455,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,57.0131531,57.0131531,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,61.5864607,61.5864607,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,66.1597683,66.1597683,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,70.7330759,70.7330759,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,75.3063834,75.3063834,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nsit Ibom,Nsit Ubium,79.879691,79.879691,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,52.0037581,52.0037581,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,56.5770657,56.5770657,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,61.1503732,61.1503732,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,65.7236808,65.7236808,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,70.2969884,70.2969884,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,74.870296,74.870296,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,79.4436036,79.4436036,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nsit Ubium,Nsit Ubium,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,54.5759384,54.5759384,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,61.5976349,61.5976349,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,68.6193314,68.6193314,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,75.641028,75.641028,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nsukka,Uzo-Uwani,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,72.7144256,72.7144256,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,76.7186972,76.7186972,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Numan,Alkaleri,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,38.9615805,38.9615805,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,44.2737006,44.2737006,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,49.5858207,49.5858207,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,54.8979407,54.8979407,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,60.2100608,60.2100608,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,65.5221809,65.5221809,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,70.834301,70.834301,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,76.1464211,76.1464211,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Nwangele,Ngor-Okpala,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,54.0309052,54.0309052,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,58.273143,58.273143,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,62.5153809,62.5153809,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,66.7576187,66.7576187,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,70.9998565,70.9998565,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,75.2420943,75.2420943,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,79.4843321,79.4843321,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Obafemi-Owode,Owan East,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,53.0875889,53.0875889,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,59.1265088,59.1265088,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,65.1654287,65.1654287,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,71.2043486,71.2043486,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,77.2432686,77.2432686,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,80,80,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,80,80,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,80,80,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Obanliku,Obubra,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,38.9615805,38.9615805,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,44.2737006,44.2737006,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,49.5858207,49.5858207,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,54.8979407,54.8979407,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,60.2100608,60.2100608,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,65.5221809,65.5221809,1896,365,2025,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,70.834301,70.834301,2261,365,2026,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,76.1464211,76.1464211,2626,365,2027,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,80,80,2991,365,2028,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,80,80,3356,365,2029,Scenario 7 (Considered for funding in the NSP)
Obi Nwa,Ngor-Okpala,80,80,3721,365,2030,Scenario 7 (Considered for funding in the NSP)
Obi1,Keana,22.3644673,22.3644673,71,365,2020,Scenario 7 (Considered for funding in the NSP)
Obi1,Keana,24.6873403,24.6873403,436,365,2021,Scenario 7 (Considered for funding in the NSP)
Obi1,Keana,27.0102133,27.0102133,801,365,2022,Scenario 7 (Considered for funding in the NSP)
Obi1,Keana,29.3330863,29.3330863,1166,365,2023,Scenario 7 (Considered for funding in the NSP)
Obi1,Keana,31.6559593,31.6559593,1531,365,2024,Scenario 7 (Considered for funding in the NSP)
