LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,scenario
Ovia North East,Owan East,30.1258201,30.1258201,716,202,2022,Scenario 2 (High effective coverage)
Ovia North East,Owan East,30.4047629,30.4047629,918,159,2022,Scenario 2 (High effective coverage)
Ovia North East,Owan East,30.6837057,30.6837057,1077,219,2023,Scenario 2 (High effective coverage)
Ovia North East,Owan East,31.2415912,31.2415912,1296,136,2023,Scenario 2 (High effective coverage)
Ovia North East,Owan East,41.8414169,41.8414169,1432,218,2024,Scenario 2 (High effective coverage)
Ovia North East,Owan East,55.7885558,55.7885558,1650,151,2024,Scenario 2 (High effective coverage)
Ovia North East,Owan East,69.7356948,69.7356948,1801,185,2025,Scenario 2 (High effective coverage)
Ovia North East,Owan East,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Ovia North East,Owan East,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,14.2857143,14.2857143,0,196,2020,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,30,30,196,154,2020,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,75.7142858,75.7142858,350,212,2021,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,562,154,2021,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,716,202,2022,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,918,159,2022,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Ovia South West,Akinyele,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Owan East,Owan East,20,20,0,196,2020,Scenario 2 (High effective coverage)
Owan East,Owan East,43.05,43.05,196,154,2020,Scenario 2 (High effective coverage)
Owan East,Owan East,43.672,43.672,350,212,2021,Scenario 2 (High effective coverage)
Owan East,Owan East,65.698,65.698,562,154,2021,Scenario 2 (High effective coverage)
Owan East,Owan East,66.528,66.528,716,202,2022,Scenario 2 (High effective coverage)
Owan East,Owan East,67.362,67.362,918,159,2022,Scenario 2 (High effective coverage)
Owan East,Owan East,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Owan East,Owan East,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Owan East,Owan East,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Owan East,Owan East,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Owan East,Owan East,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Owan East,Owan East,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Owan East,Owan East,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Owan West,Owan East,27.8942779,27.8942779,0,196,2020,Scenario 2 (High effective coverage)
Owan West,Owan East,29.2889918,29.2889918,196,154,2020,Scenario 2 (High effective coverage)
Owan West,Owan East,29.5679346,29.5679346,350,212,2021,Scenario 2 (High effective coverage)
Owan West,Owan East,29.8468774,29.8468774,562,154,2021,Scenario 2 (High effective coverage)
Owan West,Owan East,30.1258201,30.1258201,716,202,2022,Scenario 2 (High effective coverage)
Owan West,Owan East,30.4047629,30.4047629,918,159,2022,Scenario 2 (High effective coverage)
Owan West,Owan East,30.6837057,30.6837057,1077,219,2023,Scenario 2 (High effective coverage)
Owan West,Owan East,31.2415912,31.2415912,1296,136,2023,Scenario 2 (High effective coverage)
Owan West,Owan East,41.8414169,41.8414169,1432,218,2024,Scenario 2 (High effective coverage)
Owan West,Owan East,55.7885558,55.7885558,1650,151,2024,Scenario 2 (High effective coverage)
Owan West,Owan East,69.7356948,69.7356948,1801,185,2025,Scenario 2 (High effective coverage)
Owan West,Owan East,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Owan West,Owan East,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,28.3373403,28.3373403,0,196,2020,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,29.7542073,29.7542073,196,154,2020,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,30.0375807,30.0375807,350,212,2021,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,30.3209541,30.3209541,562,154,2021,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,30.6043275,30.6043275,716,202,2022,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,30.8877009,30.8877009,918,159,2022,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,31.1710743,31.1710743,1077,219,2023,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,31.7378211,31.7378211,1296,136,2023,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,42.5060105,42.5060105,1432,218,2024,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,56.6746806,56.6746806,1650,151,2024,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,70.8433508,70.8433508,1801,185,2025,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Owerri North,Ngor-Okpala,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,28.3373403,28.3373403,0,196,2020,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,29.7542073,29.7542073,196,154,2020,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,30.0375807,30.0375807,350,212,2021,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,30.3209541,30.3209541,562,154,2021,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,30.6043275,30.6043275,716,202,2022,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,30.8877009,30.8877009,918,159,2022,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,31.1710743,31.1710743,1077,219,2023,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,31.7378211,31.7378211,1296,136,2023,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,42.5060105,42.5060105,1432,218,2024,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,56.6746806,56.6746806,1650,151,2024,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,70.8433508,70.8433508,1801,185,2025,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Owerri West,Ngor-Okpala,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,41.1077428,41.1077428,0,196,2020,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,43.1631299,43.1631299,196,154,2020,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,43.5742074,43.5742074,350,212,2021,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,43.9852848,43.9852848,562,154,2021,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,44.3963622,44.3963622,716,202,2022,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,44.8074397,44.8074397,918,159,2022,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,45.2185171,45.2185171,1077,219,2023,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,46.0406719,46.0406719,1296,136,2023,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,61.6616142,61.6616142,1432,218,2024,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Owerri-Municipal,Oru West,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Owo,Owan East,14.5621575,14.5621575,0,196,2020,Scenario 2 (High effective coverage)
Owo,Owan East,30.5805308,30.5805308,196,154,2020,Scenario 2 (High effective coverage)
Owo,Owan East,77.1794348,77.1794348,350,212,2021,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,562,154,2021,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,716,202,2022,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,918,159,2022,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Owo,Owan East,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Oye,Oke-Ero,24.6839589,24.6839589,0,196,2020,Scenario 2 (High effective coverage)
Oye,Oke-Ero,53.1322215,53.1322215,196,154,2020,Scenario 2 (High effective coverage)
Oye,Oke-Ero,53.8998927,53.8998927,350,212,2021,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,562,154,2021,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,716,202,2022,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,918,159,2022,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Oye,Oke-Ero,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,78.3699091,78.3699091,0,196,2020,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,196,154,2020,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,350,212,2021,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,562,154,2021,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,716,202,2022,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,918,159,2022,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Oyi,Uzo-Uwani,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,50,50,0,196,2020,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,52.5,52.5,196,154,2020,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,53,53,350,212,2021,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,53.5,53.5,562,154,2021,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,54,54,716,202,2022,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,54.5,54.5,918,159,2022,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,55,55,1077,219,2023,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,56,56,1296,136,2023,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,75,75,1432,218,2024,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Oyigbo,Nsit Ubium,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Oyo East,Akinyele,15.4926235,15.4926235,0,196,2020,Scenario 2 (High effective coverage)
Oyo East,Akinyele,32.5345094,32.5345094,196,154,2020,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,350,212,2021,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,562,154,2021,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,716,202,2022,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,918,159,2022,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Oyo East,Akinyele,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Oyo West,Akinyele,15.4926235,15.4926235,0,196,2020,Scenario 2 (High effective coverage)
Oyo West,Akinyele,32.5345094,32.5345094,196,154,2020,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,350,212,2021,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,562,154,2021,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,716,202,2022,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,918,159,2022,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Oyo West,Akinyele,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,51.3597417,51.3597417,0,196,2020,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,53.9277288,53.9277288,196,154,2020,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,54.4413262,54.4413262,350,212,2021,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,54.9549236,54.9549236,562,154,2021,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,55.468521,55.468521,716,202,2022,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,55.9821185,55.9821185,918,159,2022,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,56.4957159,56.4957159,1077,219,2023,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,57.5229107,57.5229107,1296,136,2023,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,77.0396126,77.0396126,1432,218,2024,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Oyun,Oke-Ero,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,21.0245212,21.0245212,0,196,2020,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,45.2552819,45.2552819,196,154,2020,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,45.9091445,45.9091445,350,212,2021,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,69.0634497,69.0634497,562,154,2021,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,69.9359673,69.9359673,716,202,2022,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,70.8126899,70.8126899,918,159,2022,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Pailoro,Oke-Ero,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,33.3333333,33.3333333,0,196,2020,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,35,35,196,154,2020,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,35.3333333,35.3333333,350,212,2021,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,35.6666666,35.6666666,562,154,2021,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,36,36,716,202,2022,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,36.3333333,36.3333333,918,159,2022,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,36.6666666,36.6666666,1077,219,2023,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,37.3333333,37.3333333,1296,136,2023,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,50,50,1432,218,2024,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,66.6666666,66.6666666,1650,151,2024,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Pankshin,Alkaleri,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Patani,Isoko South,12.159624,12.159624,0,196,2020,Scenario 2 (High effective coverage)
Patani,Isoko South,52.3471813,52.3471813,196,154,2020,Scenario 2 (High effective coverage)
Patani,Isoko South,64.4460072,64.4460072,350,212,2021,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,562,154,2021,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,716,202,2022,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,918,159,2022,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Patani,Isoko South,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,24.6839589,24.6839589,0,196,2020,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,53.1322215,53.1322215,196,154,2020,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,53.8998927,53.8998927,350,212,2021,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,562,154,2021,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,716,202,2022,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,918,159,2022,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,1077,219,2023,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,1296,136,2023,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,1432,218,2024,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,1650,151,2024,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,1801,185,2025,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,1986,183,2025,Scenario 2 (High effective coverage)
Pategi,Oke-Ero,80,80,2169,-1,2025,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,30.6711988,30.6711988,0,196,2020,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,32.2047587,32.2047587,196,154,2020,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,32.5114707,32.5114707,350,212,2021,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,32.8181827,32.8181827,562,154,2021,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,33.1248947,33.1248947,716,202,2022,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,33.4316067,33.4316067,918,159,2022,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,33.7383187,33.7383187,1077,219,2023,Scenario 2 (High effective coverage)
Port-Harcourt,Ahoada West,34.3517427,34.3517427,1296,136,2023,Scenario 2 (High effective coverage)
