"","LGA","kill_rate","round","simday","scenario","year"
"696","Ekeremor",72.9605404,2,1226,"Scenario 4(Improved coverage)",2023
"697","Ekeremor",72.9605404,3,2321,"Scenario 4(Improved coverage)",2026
"698","Ekeremor",72.9605404,4,3416,"Scenario 4(Improved coverage)",2029
"699","Eket",70.1507165,1,527,"Scenario 4(Improved coverage)",2021
"700","Eket",70.1507165,2,1622,"Scenario 4(Improved coverage)",2024
"701","Eket",70.1507165,3,2717,"Scenario 4(Improved coverage)",2027
"702","Eket",70.1507165,4,3812,"Scenario 4(Improved coverage)",2030
"703","Ekiti",72.7998342,1,186,"Scenario 4(Improved coverage)",2020
"704","Ekiti",72.7998342,2,1281,"Scenario 4(Improved coverage)",2023
"705","Ekiti",72.7998342,3,2376,"Scenario 4(Improved coverage)",2026
"706","Ekiti",72.7998342,4,3471,"Scenario 4(Improved coverage)",2029
"707","Ekiti East",73.292846,1,186,"Scenario 4(Improved coverage)",2020
"708","Ekiti East",73.292846,2,1281,"Scenario 4(Improved coverage)",2023
"709","Ekiti East",73.292846,3,2376,"Scenario 4(Improved coverage)",2026
"710","Ekiti East",73.292846,4,3471,"Scenario 4(Improved coverage)",2029
"711","Ekiti South West",74.3042533,1,186,"Scenario 4(Improved coverage)",2020
"712","Ekiti South West",74.3042533,2,1281,"Scenario 4(Improved coverage)",2023
"713","Ekiti South West",74.3042533,3,2376,"Scenario 4(Improved coverage)",2026
"714","Ekiti South West",74.3042533,4,3471,"Scenario 4(Improved coverage)",2029
"715","Ekiti West",73.1293374,1,186,"Scenario 4(Improved coverage)",2020
"716","Ekiti West",73.1293374,2,1281,"Scenario 4(Improved coverage)",2023
"717","Ekiti West",73.1293374,3,2376,"Scenario 4(Improved coverage)",2026
"718","Ekiti West",73.1293374,4,3471,"Scenario 4(Improved coverage)",2029
"719","Ekwusigo",70.945305,1,162,"Scenario 4(Improved coverage)",2020
"720","Ekwusigo",70.945305,2,1257,"Scenario 4(Improved coverage)",2023
"721","Ekwusigo",70.945305,3,2352,"Scenario 4(Improved coverage)",2026
"722","Ekwusigo",70.945305,4,3447,"Scenario 4(Improved coverage)",2029
"723","Eleme",33.7309328,1,131,"Scenario 4(Improved coverage)",2020
"724","Eleme",33.7309328,2,1226,"Scenario 4(Improved coverage)",2023
"725","Eleme",33.7309328,3,2321,"Scenario 4(Improved coverage)",2026
"726","Eleme",33.7309328,4,3416,"Scenario 4(Improved coverage)",2029
"727","Emohua",70.5410924,1,131,"Scenario 4(Improved coverage)",2020
"728","Emohua",70.5410924,2,1226,"Scenario 4(Improved coverage)",2023
"729","Emohua",70.5410924,3,2321,"Scenario 4(Improved coverage)",2026
"730","Emohua",70.5410924,4,3416,"Scenario 4(Improved coverage)",2029
"731","Emure",73.7169001,1,186,"Scenario 4(Improved coverage)",2020
"732","Emure",73.7169001,2,1281,"Scenario 4(Improved coverage)",2023
"733","Emure",73.7169001,3,2376,"Scenario 4(Improved coverage)",2026
"734","Emure",73.7169001,4,3471,"Scenario 4(Improved coverage)",2029
"735","Enugu East",45.3287726,1,162,"Scenario 4(Improved coverage)",2020
"736","Enugu East",45.3287726,2,1257,"Scenario 4(Improved coverage)",2023
"737","Enugu East",45.3287726,3,2352,"Scenario 4(Improved coverage)",2026
"738","Enugu East",45.3287726,4,3447,"Scenario 4(Improved coverage)",2029
"739","Enugu North",47.6529889,1,162,"Scenario 4(Improved coverage)",2020
"740","Enugu North",47.6529889,2,1257,"Scenario 4(Improved coverage)",2023
"741","Enugu North",47.6529889,3,2352,"Scenario 4(Improved coverage)",2026
"742","Enugu North",47.6529889,4,3447,"Scenario 4(Improved coverage)",2029
"743","Enugu South",52.292855,1,162,"Scenario 4(Improved coverage)",2020
"744","Enugu South",52.292855,2,1257,"Scenario 4(Improved coverage)",2023
"745","Enugu South",52.292855,3,2352,"Scenario 4(Improved coverage)",2026
"746","Enugu South",52.292855,4,3447,"Scenario 4(Improved coverage)",2029
"747","Epe",74.0357052,1,162,"Scenario 4(Improved coverage)",2020
"748","Epe",74.0357052,2,1257,"Scenario 4(Improved coverage)",2023
"749","Epe",74.0357052,3,2352,"Scenario 4(Improved coverage)",2026
"750","Epe",74.0357052,4,3447,"Scenario 4(Improved coverage)",2029
"751","Esan Central",73.3112828,1,70,"Scenario 4(Improved coverage)",2020
"752","Esan Central",73.3112828,2,1165,"Scenario 4(Improved coverage)",2023
"753","Esan Central",73.3112828,3,2260,"Scenario 4(Improved coverage)",2026
"754","Esan Central",73.3112828,4,3355,"Scenario 4(Improved coverage)",2029
"755","Esan North East",73.2387649,1,162,"Scenario 4(Improved coverage)",2020
"756","Esan North East",73.2387649,2,1257,"Scenario 4(Improved coverage)",2023
"757","Esan North East",73.2387649,3,2352,"Scenario 4(Improved coverage)",2026
"758","Esan North East",73.2387649,4,3447,"Scenario 4(Improved coverage)",2029
"759","Esan South East",74.0653669,1,162,"Scenario 4(Improved coverage)",2020
"760","Esan South East",74.0653669,2,1257,"Scenario 4(Improved coverage)",2023
"761","Esan South East",74.0653669,3,2352,"Scenario 4(Improved coverage)",2026
"762","Esan South East",74.0653669,4,3447,"Scenario 4(Improved coverage)",2029
"763","Esan West",73.6459279,1,162,"Scenario 4(Improved coverage)",2020
"764","Esan West",73.6459279,2,1257,"Scenario 4(Improved coverage)",2023
"765","Esan West",73.6459279,3,2352,"Scenario 4(Improved coverage)",2026
"766","Esan West",73.6459279,4,3447,"Scenario 4(Improved coverage)",2029
"767","Ese-Odo",72.393812,1,70,"Scenario 4(Improved coverage)",2020
"768","Ese-Odo",72.393812,2,1165,"Scenario 4(Improved coverage)",2023
"769","Ese-Odo",72.393812,3,2260,"Scenario 4(Improved coverage)",2026
"770","Ese-Odo",72.393812,4,3355,"Scenario 4(Improved coverage)",2029
"771","Esit Eket",71.2184003,1,527,"Scenario 4(Improved coverage)",2021
"772","Esit Eket",71.2184003,2,1622,"Scenario 4(Improved coverage)",2024
"773","Esit Eket",71.2184003,3,2717,"Scenario 4(Improved coverage)",2027
"774","Esit Eket",71.2184003,4,3812,"Scenario 4(Improved coverage)",2030
"775","Essien Udim",73.689371,1,527,"Scenario 4(Improved coverage)",2021
"776","Essien Udim",73.689371,2,1622,"Scenario 4(Improved coverage)",2024
"777","Essien Udim",73.689371,3,2717,"Scenario 4(Improved coverage)",2027
"778","Essien Udim",73.689371,4,3812,"Scenario 4(Improved coverage)",2030
"779","Etche",70.875579,1,162,"Scenario 4(Improved coverage)",2020
"780","Etche",70.875579,2,1257,"Scenario 4(Improved coverage)",2023
"781","Etche",70.875579,3,2352,"Scenario 4(Improved coverage)",2026
"782","Etche",70.875579,4,3447,"Scenario 4(Improved coverage)",2029
"783","Ethiope East",68.3644114,1,892,"Scenario 4(Improved coverage)",2022
"784","Ethiope East",68.3644114,2,1987,"Scenario 4(Improved coverage)",2025
"785","Ethiope East",68.3644114,3,3082,"Scenario 4(Improved coverage)",2028
"786","Ethiope West",73.2917568,1,892,"Scenario 4(Improved coverage)",2022
"787","Ethiope West",73.2917568,2,1987,"Scenario 4(Improved coverage)",2025
"788","Ethiope West",73.2917568,3,3082,"Scenario 4(Improved coverage)",2028
"789","Eti-Osa",51.5425093,1,162,"Scenario 4(Improved coverage)",2020
"790","Eti-Osa",51.5425093,2,1257,"Scenario 4(Improved coverage)",2023
"791","Eti-Osa",51.5425093,3,2352,"Scenario 4(Improved coverage)",2026
"792","Eti-Osa",51.5425093,4,3447,"Scenario 4(Improved coverage)",2029
"793","Etim Ekpo",73.0073677,1,527,"Scenario 4(Improved coverage)",2021
"794","Etim Ekpo",73.0073677,2,1622,"Scenario 4(Improved coverage)",2024
"795","Etim Ekpo",73.0073677,3,2717,"Scenario 4(Improved coverage)",2027
"796","Etim Ekpo",73.0073677,4,3812,"Scenario 4(Improved coverage)",2030
"797","Etinan",71.5522394,1,527,"Scenario 4(Improved coverage)",2021
"798","Etinan",71.5522394,2,1622,"Scenario 4(Improved coverage)",2024
"799","Etinan",71.5522394,3,2717,"Scenario 4(Improved coverage)",2027
"800","Etinan",71.5522394,4,3812,"Scenario 4(Improved coverage)",2030
"801","Etsako Central",72.4242459,1,70,"Scenario 4(Improved coverage)",2020
"802","Etsako Central",72.4242459,2,1165,"Scenario 4(Improved coverage)",2023
"803","Etsako Central",72.4242459,3,2260,"Scenario 4(Improved coverage)",2026
"804","Etsako Central",72.4242459,4,3355,"Scenario 4(Improved coverage)",2029
"805","Etsako East",72.7707424,1,70,"Scenario 4(Improved coverage)",2020
"806","Etsako East",72.7707424,2,1165,"Scenario 4(Improved coverage)",2023
"807","Etsako East",72.7707424,3,2260,"Scenario 4(Improved coverage)",2026
"808","Etsako East",72.7707424,4,3355,"Scenario 4(Improved coverage)",2029
"809","Etsako West",72.1523913,1,70,"Scenario 4(Improved coverage)",2020
"810","Etsako West",72.1523913,2,1165,"Scenario 4(Improved coverage)",2023
"811","Etsako West",72.1523913,3,2260,"Scenario 4(Improved coverage)",2026
"812","Etsako West",72.1523913,4,3355,"Scenario 4(Improved coverage)",2029
"813","Etung",74.5162831,1,527,"Scenario 4(Improved coverage)",2021
"814","Etung",74.5162831,2,1622,"Scenario 4(Improved coverage)",2024
"815","Etung",74.5162831,3,2717,"Scenario 4(Improved coverage)",2027
"816","Etung",74.5162831,4,3812,"Scenario 4(Improved coverage)",2030
"817","Ewekoro",74.5985924,1,527,"Scenario 4(Improved coverage)",2021
"818","Ewekoro",74.5985924,2,1622,"Scenario 4(Improved coverage)",2024
"819","Ewekoro",74.5985924,3,2717,"Scenario 4(Improved coverage)",2027
"820","Ewekoro",74.5985924,4,3812,"Scenario 4(Improved coverage)",2030
"821","Ezeagu",74.1602353,1,162,"Scenario 4(Improved coverage)",2020
"822","Ezeagu",74.1602353,2,1257,"Scenario 4(Improved coverage)",2023
"823","Ezeagu",74.1602353,3,2352,"Scenario 4(Improved coverage)",2026
"824","Ezeagu",74.1602353,4,3447,"Scenario 4(Improved coverage)",2029
"825","Ezinihitte",74.4432235,1,162,"Scenario 4(Improved coverage)",2020
"826","Ezinihitte",74.4432235,2,1257,"Scenario 4(Improved coverage)",2023
"827","Ezinihitte",74.4432235,3,2352,"Scenario 4(Improved coverage)",2026
"828","Ezinihitte",74.4432235,4,3447,"Scenario 4(Improved coverage)",2029
"829","Ezza North",74.1293738,1,70,"Scenario 4(Improved coverage)",2020
"830","Ezza North",74.1293738,2,1165,"Scenario 4(Improved coverage)",2023
"831","Ezza North",74.1293738,3,2260,"Scenario 4(Improved coverage)",2026
"832","Ezza North",74.1293738,4,3355,"Scenario 4(Improved coverage)",2029
"833","Ezza South",73.9180199,1,162,"Scenario 4(Improved coverage)",2020
"834","Ezza South",73.9180199,2,1257,"Scenario 4(Improved coverage)",2023
"835","Ezza South",73.9180199,3,2352,"Scenario 4(Improved coverage)",2026
"836","Ezza South",73.9180199,4,3447,"Scenario 4(Improved coverage)",2029
"837","Fagge",58.6251328,1,916,"Scenario 4(Improved coverage)",2022
"838","Fagge",58.6251328,2,2011,"Scenario 4(Improved coverage)",2025
"839","Fagge",58.6251328,3,3106,"Scenario 4(Improved coverage)",2028
"840","Fakai",74.9257634,1,588,"Scenario 4(Improved coverage)",2021
"841","Fakai",74.9257634,2,1683,"Scenario 4(Improved coverage)",2024
"842","Fakai",74.9257634,3,2778,"Scenario 4(Improved coverage)",2027
"843","Fakai",74.9257634,4,3873,"Scenario 4(Improved coverage)",2030
"844","Faskari",75.1102753,1,588,"Scenario 4(Improved coverage)",2021
"845","Faskari",75.1102753,2,1683,"Scenario 4(Improved coverage)",2024
"846","Faskari",75.1102753,3,2778,"Scenario 4(Improved coverage)",2027
"847","Faskari",75.1102753,4,3873,"Scenario 4(Improved coverage)",2030
"848","Fika",75.1469287,1,916,"Scenario 4(Improved coverage)",2022
"849","Fika",75.1469287,2,2011,"Scenario 4(Improved coverage)",2025
"850","Fika",75.1469287,3,3106,"Scenario 4(Improved coverage)",2028
"851","Fufore",75.010602,1,186,"Scenario 4(Improved coverage)",2020
"852","Fufore",75.010602,2,1281,"Scenario 4(Improved coverage)",2023
"853","Fufore",75.010602,3,2376,"Scenario 4(Improved coverage)",2026
"854","Fufore",75.010602,4,3471,"Scenario 4(Improved coverage)",2029
"855","Funakaye",75.0047545,1,551,"Scenario 4(Improved coverage)",2021
"856","Funakaye",75.0047545,2,1646,"Scenario 4(Improved coverage)",2024
"857","Funakaye",75.0047545,3,2741,"Scenario 4(Improved coverage)",2027
"858","Funakaye",75.0047545,4,3836,"Scenario 4(Improved coverage)",2030
"859","Fune",75.148152,1,916,"Scenario 4(Improved coverage)",2022
"860","Fune",75.148152,2,2011,"Scenario 4(Improved coverage)",2025
"861","Fune",75.148152,3,3106,"Scenario 4(Improved coverage)",2028
"862","Funtua",74.6560342,1,588,"Scenario 4(Improved coverage)",2021
"863","Funtua",74.6560342,2,1683,"Scenario 4(Improved coverage)",2024
"864","Funtua",74.6560342,3,2778,"Scenario 4(Improved coverage)",2027
"865","Funtua",74.6560342,4,3873,"Scenario 4(Improved coverage)",2030
"866","Gabasawa",75.1428034,1,916,"Scenario 4(Improved coverage)",2022
"867","Gabasawa",75.1428034,2,2011,"Scenario 4(Improved coverage)",2025
"868","Gabasawa",75.1428034,3,3106,"Scenario 4(Improved coverage)",2028
"869","Gada",75.1174104,1,223,"Scenario 4(Improved coverage)",2020
"870","Gada",75.1174104,2,1318,"Scenario 4(Improved coverage)",2023
"871","Gada",75.1174104,3,2413,"Scenario 4(Improved coverage)",2026
"872","Gada",75.1174104,4,3508,"Scenario 4(Improved coverage)",2029
"873","Gagarawa",75.1125931,1,551,"Scenario 4(Improved coverage)",2021
"874","Gagarawa",75.1125931,2,1646,"Scenario 4(Improved coverage)",2024
"875","Gagarawa",75.1125931,3,2741,"Scenario 4(Improved coverage)",2027
"876","Gagarawa",75.1125931,4,3836,"Scenario 4(Improved coverage)",2030
"877","Gamawa",75.1588754,1,588,"Scenario 4(Improved coverage)",2021
"878","Gamawa",75.1588754,2,1683,"Scenario 4(Improved coverage)",2024
"879","Gamawa",75.1588754,3,2778,"Scenario 4(Improved coverage)",2027
"880","Gamawa",75.1588754,4,3873,"Scenario 4(Improved coverage)",2030
"881","Ganaye",74.24974,1,186,"Scenario 4(Improved coverage)",2020
"882","Ganaye",74.24974,2,1281,"Scenario 4(Improved coverage)",2023
"883","Ganaye",74.24974,3,2376,"Scenario 4(Improved coverage)",2026
"884","Ganaye",74.24974,4,3471,"Scenario 4(Improved coverage)",2029
"885","Ganjuwa",75.0289825,1,551,"Scenario 4(Improved coverage)",2021
"886","Ganjuwa",75.0289825,2,1646,"Scenario 4(Improved coverage)",2024
"887","Ganjuwa",75.0289825,3,2741,"Scenario 4(Improved coverage)",2027
"888","Ganjuwa",75.0289825,4,3836,"Scenario 4(Improved coverage)",2030
"889","Garki",75.1351753,1,496,"Scenario 4(Improved coverage)",2021
"890","Garki",75.1351753,2,1591,"Scenario 4(Improved coverage)",2024
"891","Garki",75.1351753,3,2686,"Scenario 4(Improved coverage)",2027
"892","Garki",75.1351753,4,3781,"Scenario 4(Improved coverage)",2030
"893","Garko",75.1575217,1,953,"Scenario 4(Improved coverage)",2022
"894","Garko",75.1575217,2,2048,"Scenario 4(Improved coverage)",2025
"895","Garko",75.1575217,3,3143,"Scenario 4(Improved coverage)",2028
"896","Garum Mallam",75.212162,1,953,"Scenario 4(Improved coverage)",2022
"897","Garum Mallam",75.212162,2,2048,"Scenario 4(Improved coverage)",2025
"898","Garum Mallam",75.212162,3,3143,"Scenario 4(Improved coverage)",2028
"899","Gashaka",74.0396661,1,892,"Scenario 4(Improved coverage)",2022
"900","Gashaka",74.0396661,2,1987,"Scenario 4(Improved coverage)",2025
"901","Gashaka",74.0396661,3,3082,"Scenario 4(Improved coverage)",2028
"902","Gassol",73.7525302,1,953,"Scenario 4(Improved coverage)",2022
"903","Gassol",73.7525302,2,2048,"Scenario 4(Improved coverage)",2025
"904","Gassol",73.7525302,3,3143,"Scenario 4(Improved coverage)",2028
"905","Gawabawa",75.1838594,1,223,"Scenario 4(Improved coverage)",2020
"906","Gawabawa",75.1838594,2,1318,"Scenario 4(Improved coverage)",2023
"907","Gawabawa",75.1838594,3,2413,"Scenario 4(Improved coverage)",2026
"908","Gawabawa",75.1838594,4,3508,"Scenario 4(Improved coverage)",2029
"909","Gaya",75.1532177,1,953,"Scenario 4(Improved coverage)",2022
"910","Gaya",75.1532177,2,2048,"Scenario 4(Improved coverage)",2025
"911","Gaya",75.1532177,3,3143,"Scenario 4(Improved coverage)",2028
"912","Gbako",74.139739,1,916,"Scenario 4(Improved coverage)",2022
"913","Gbako",74.139739,2,2011,"Scenario 4(Improved coverage)",2025
"914","Gbako",74.139739,3,3106,"Scenario 4(Improved coverage)",2028
"915","Gboko",72.9928686,1,223,"Scenario 4(Improved coverage)",2020
"916","Gboko",72.9928686,2,1318,"Scenario 4(Improved coverage)",2023
"917","Gboko",72.9928686,3,2413,"Scenario 4(Improved coverage)",2026
"918","Gboko",72.9928686,4,3508,"Scenario 4(Improved coverage)",2029
"919","Gboyin",72.04787,1,162,"Scenario 4(Improved coverage)",2020
"920","Gboyin",72.04787,2,1257,"Scenario 4(Improved coverage)",2023
"921","Gboyin",72.04787,3,2352,"Scenario 4(Improved coverage)",2026
"922","Gboyin",72.04787,4,3447,"Scenario 4(Improved coverage)",2029
"923","Geidam",75.1496753,1,861,"Scenario 4(Improved coverage)",2022
"924","Geidam",75.1496753,2,1956,"Scenario 4(Improved coverage)",2025
"925","Geidam",75.1496753,3,3051,"Scenario 4(Improved coverage)",2028
"926","Gezawa",75.1836474,1,953,"Scenario 4(Improved coverage)",2022
"927","Gezawa",75.1836474,2,2048,"Scenario 4(Improved coverage)",2025
"928","Gezawa",75.1836474,3,3143,"Scenario 4(Improved coverage)",2028
"929","Giade",75.1259215,1,551,"Scenario 4(Improved coverage)",2021
"930","Giade",75.1259215,2,1646,"Scenario 4(Improved coverage)",2024
"931","Giade",75.1259215,3,2741,"Scenario 4(Improved coverage)",2027
"932","Giade",75.1259215,4,3836,"Scenario 4(Improved coverage)",2030
"933","Gireri",75.044815,1,186,"Scenario 4(Improved coverage)",2020
"934","Gireri",75.044815,2,1281,"Scenario 4(Improved coverage)",2023
"935","Gireri",75.044815,3,2376,"Scenario 4(Improved coverage)",2026
"936","Gireri",75.044815,4,3471,"Scenario 4(Improved coverage)",2029
"937","Giwa",74.9087435,1,953,"Scenario 4(Improved coverage)",2022
"938","Giwa",74.9087435,2,2048,"Scenario 4(Improved coverage)",2025
"939","Giwa",74.9087435,3,3143,"Scenario 4(Improved coverage)",2028
"940","Gokana",72.358026,1,162,"Scenario 4(Improved coverage)",2020
"941","Gokana",72.358026,2,1257,"Scenario 4(Improved coverage)",2023
"942","Gokana",72.358026,3,2352,"Scenario 4(Improved coverage)",2026
"943","Gokana",72.358026,4,3447,"Scenario 4(Improved coverage)",2029
"944","Gombe",74.6452831,1,551,"Scenario 4(Improved coverage)",2021
"945","Gombe",74.6452831,2,1646,"Scenario 4(Improved coverage)",2024
"946","Gombe",74.6452831,3,2741,"Scenario 4(Improved coverage)",2027
"947","Gombe",74.6452831,4,3836,"Scenario 4(Improved coverage)",2030
"948","Gombi",74.7153033,1,186,"Scenario 4(Improved coverage)",2020
"949","Gombi",74.7153033,2,1281,"Scenario 4(Improved coverage)",2023
"950","Gombi",74.7153033,3,2376,"Scenario 4(Improved coverage)",2026
"951","Gombi",74.7153033,4,3471,"Scenario 4(Improved coverage)",2029
"952","Goronyo",75.1240681,1,223,"Scenario 4(Improved coverage)",2020
"953","Goronyo",75.1240681,2,1318,"Scenario 4(Improved coverage)",2023
"954","Goronyo",75.1240681,3,2413,"Scenario 4(Improved coverage)",2026
"955","Goronyo",75.1240681,4,3508,"Scenario 4(Improved coverage)",2029
"956","Gubio",75.1874138,1,223,"Scenario 4(Improved coverage)",2020
"957","Gubio",75.1874138,2,1318,"Scenario 4(Improved coverage)",2023
"958","Gubio",75.1874138,3,2413,"Scenario 4(Improved coverage)",2026
"959","Gubio",75.1874138,4,3508,"Scenario 4(Improved coverage)",2029
"960","Gudu",75.1895138,1,223,"Scenario 4(Improved coverage)",2020
"961","Gudu",75.1895138,2,1318,"Scenario 4(Improved coverage)",2023
"962","Gudu",75.1895138,3,2413,"Scenario 4(Improved coverage)",2026
"963","Gudu",75.1895138,4,3508,"Scenario 4(Improved coverage)",2029
"964","Gujba",75.0785416,1,916,"Scenario 4(Improved coverage)",2022
"965","Gujba",75.0785416,2,2011,"Scenario 4(Improved coverage)",2025
"966","Gujba",75.0785416,3,3106,"Scenario 4(Improved coverage)",2028
"967","Gulani",75.0428256,1,916,"Scenario 4(Improved coverage)",2022
"968","Gulani",75.0428256,2,2011,"Scenario 4(Improved coverage)",2025
"969","Gulani",75.0428256,3,3106,"Scenario 4(Improved coverage)",2028
"970","Guma",73.6275562,1,223,"Scenario 4(Improved coverage)",2020
"971","Guma",73.6275562,2,1318,"Scenario 4(Improved coverage)",2023
"972","Guma",73.6275562,3,2413,"Scenario 4(Improved coverage)",2026
"973","Guma",73.6275562,4,3508,"Scenario 4(Improved coverage)",2029
"974","Gumel",75.1548364,1,496,"Scenario 4(Improved coverage)",2021
"975","Gumel",75.1548364,2,1591,"Scenario 4(Improved coverage)",2024
"976","Gumel",75.1548364,3,2686,"Scenario 4(Improved coverage)",2027
"977","Gumel",75.1548364,4,3781,"Scenario 4(Improved coverage)",2030
"978","Gummi",75.1290295,1,223,"Scenario 4(Improved coverage)",2020
"979","Gummi",75.1290295,2,1318,"Scenario 4(Improved coverage)",2023
"980","Gummi",75.1290295,3,2413,"Scenario 4(Improved coverage)",2026
"981","Gummi",75.1290295,4,3508,"Scenario 4(Improved coverage)",2029
"982","Gurara",74.7669649,1,916,"Scenario 4(Improved coverage)",2022
"983","Gurara",74.7669649,2,2011,"Scenario 4(Improved coverage)",2025
"984","Gurara",74.7669649,3,3106,"Scenario 4(Improved coverage)",2028
"985","Guri",75.0557938,1,551,"Scenario 4(Improved coverage)",2021
"986","Guri",75.0557938,2,1646,"Scenario 4(Improved coverage)",2024
"987","Guri",75.0557938,3,2741,"Scenario 4(Improved coverage)",2027
"988","Guri",75.0557938,4,3836,"Scenario 4(Improved coverage)",2030
"989","Gusau",75.1393887,1,186,"Scenario 4(Improved coverage)",2020
"990","Gusau",75.1393887,2,1281,"Scenario 4(Improved coverage)",2023
"991","Gusau",75.1393887,3,2376,"Scenario 4(Improved coverage)",2026
"992","Gusau",75.1393887,4,3471,"Scenario 4(Improved coverage)",2029
"993","Guyuk",74.8844595,1,186,"Scenario 4(Improved coverage)",2020
"994","Guyuk",74.8844595,2,1281,"Scenario 4(Improved coverage)",2023
"995","Guyuk",74.8844595,3,2376,"Scenario 4(Improved coverage)",2026
"996","Guyuk",74.8844595,4,3471,"Scenario 4(Improved coverage)",2029
"997","Guzamala",75.163814,1,131,"Scenario 4(Improved coverage)",2020
"998","Guzamala",75.163814,2,1226,"Scenario 4(Improved coverage)",2023
"999","Guzamala",75.163814,3,2321,"Scenario 4(Improved coverage)",2026
"1000","Guzamala",75.163814,4,3416,"Scenario 4(Improved coverage)",2029
"1001","Gwagwalada",74.8429645,1,223,"Scenario 4(Improved coverage)",2020
"1002","Gwagwalada",74.8429645,2,1318,"Scenario 4(Improved coverage)",2023
"1003","Gwagwalada",74.8429645,3,2413,"Scenario 4(Improved coverage)",2026
"1004","Gwagwalada",74.8429645,4,3508,"Scenario 4(Improved coverage)",2029
"1005","Gwale",60.8574402,1,916,"Scenario 4(Improved coverage)",2022
"1006","Gwale",60.8574402,2,2011,"Scenario 4(Improved coverage)",2025
"1007","Gwale",60.8574402,3,3106,"Scenario 4(Improved coverage)",2028
"1008","Gwandu",75.1680862,1,588,"Scenario 4(Improved coverage)",2021
"1009","Gwandu",75.1680862,2,1683,"Scenario 4(Improved coverage)",2024
"1010","Gwandu",75.1680862,3,2778,"Scenario 4(Improved coverage)",2027
"1011","Gwandu",75.1680862,4,3873,"Scenario 4(Improved coverage)",2030
"1012","Gwaram",75.1589995,1,615,"Scenario 4(Improved coverage)",2021
"1013","Gwaram",75.1589995,2,1710,"Scenario 4(Improved coverage)",2024
"1014","Gwaram",75.1589995,3,2805,"Scenario 4(Improved coverage)",2027
"1015","Gwaram",75.1589995,4,3900,"Scenario 4(Improved coverage)",2030
"1016","Gwarzo",75.1925064,1,953,"Scenario 4(Improved coverage)",2022
"1017","Gwarzo",75.1925064,2,2048,"Scenario 4(Improved coverage)",2025
"1018","Gwarzo",75.1925064,3,3143,"Scenario 4(Improved coverage)",2028
"1019","Gwer East",73.6831939,1,186,"Scenario 4(Improved coverage)",2020
"1020","Gwer East",73.6831939,2,1281,"Scenario 4(Improved coverage)",2023
"1021","Gwer East",73.6831939,3,2376,"Scenario 4(Improved coverage)",2026
"1022","Gwer East",73.6831939,4,3471,"Scenario 4(Improved coverage)",2029
"1023","Gwer West",74.2221037,1,223,"Scenario 4(Improved coverage)",2020
"1024","Gwer West",74.2221037,2,1318,"Scenario 4(Improved coverage)",2023
"1025","Gwer West",74.2221037,3,2413,"Scenario 4(Improved coverage)",2026
"1026","Gwer West",74.2221037,4,3508,"Scenario 4(Improved coverage)",2029
"1027","Gwiwa",75.0581059,1,496,"Scenario 4(Improved coverage)",2021
"1028","Gwiwa",75.0581059,2,1591,"Scenario 4(Improved coverage)",2024
"1029","Gwiwa",75.0581059,3,2686,"Scenario 4(Improved coverage)",2027
"1030","Gwiwa",75.0581059,4,3781,"Scenario 4(Improved coverage)",2030
"1031","Gwoza",75.0723628,1,186,"Scenario 4(Improved coverage)",2020
"1032","Gwoza",75.0723628,2,1281,"Scenario 4(Improved coverage)",2023
"1033","Gwoza",75.0723628,3,2376,"Scenario 4(Improved coverage)",2026
"1034","Gwoza",75.0723628,4,3471,"Scenario 4(Improved coverage)",2029
"1035","Hadejia",75.0120016,1,551,"Scenario 4(Improved coverage)",2021
"1036","Hadejia",75.0120016,2,1646,"Scenario 4(Improved coverage)",2024
"1037","Hadejia",75.0120016,3,2741,"Scenario 4(Improved coverage)",2027
"1038","Hadejia",75.0120016,4,3836,"Scenario 4(Improved coverage)",2030
"1039","Hawul",74.9984628,1,186,"Scenario 4(Improved coverage)",2020
"1040","Hawul",74.9984628,2,1281,"Scenario 4(Improved coverage)",2023
"1041","Hawul",74.9984628,3,2376,"Scenario 4(Improved coverage)",2026
"1042","Hawul",74.9984628,4,3471,"Scenario 4(Improved coverage)",2029
"1043","Hong",75.0094944,1,186,"Scenario 4(Improved coverage)",2020
"1044","Hong",75.0094944,2,1281,"Scenario 4(Improved coverage)",2023
"1045","Hong",75.0094944,3,2376,"Scenario 4(Improved coverage)",2026
"1046","Hong",75.0094944,4,3471,"Scenario 4(Improved coverage)",2029
"1047","Ibadan North",38.5220242,1,70,"Scenario 4(Improved coverage)",2020
"1048","Ibadan North",38.5220242,2,1165,"Scenario 4(Improved coverage)",2023
"1049","Ibadan North",38.5220242,3,2260,"Scenario 4(Improved coverage)",2026
"1050","Ibadan North",38.5220242,4,3355,"Scenario 4(Improved coverage)",2029
"1051","Ibadan North East",37.3170294,1,70,"Scenario 4(Improved coverage)",2020
"1052","Ibadan North East",37.3170294,2,1165,"Scenario 4(Improved coverage)",2023
"1053","Ibadan North East",37.3170294,3,2260,"Scenario 4(Improved coverage)",2026
"1054","Ibadan North East",37.3170294,4,3355,"Scenario 4(Improved coverage)",2029
"1055","Ibadan North West",39.0908593,1,70,"Scenario 4(Improved coverage)",2020
"1056","Ibadan North West",39.0908593,2,1165,"Scenario 4(Improved coverage)",2023
"1057","Ibadan North West",39.0908593,3,2260,"Scenario 4(Improved coverage)",2026
