"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override"
"612","Orolu","Oke-Ero",NA,0.503030378,0.503030378,0.69,0,-1,2018,-1
"613","Oron","Nsit Ubium",NA,0.497727761,0.497727761,0.69,0,-1,2018,-1
"614","Orsu","Oru West",NA,0.457661386,0.457661386,0.69,0,-1,2018,-1
"615","Oru East","Oru West",NA,0.611077428,0.611077428,0.69,0,-1,2018,-1
"616","Oru West","Oru West",NA,0.633164524,0.633164524,0.69,0,-1,2018,-1
"617","Oruk Anam","Nsit Ubium",NA,0.492929329,0.492929329,0.69,0,-1,2018,-1
"618","Orumba North","Oru West",NA,0.6807692,0.6807692,0.69,0,-1,2018,-1
"619","Orumba South","Oru West",NA,0.611077428,0.611077428,0.69,0,-1,2018,-1
"620","Ose","Owan East",NA,0.478942779,0.478942779,0.69,0,-1,2018,-1
"621","Oshimili North","Uzo-Uwani",NA,0.620192485,0.620192485,0.69,0,-1,2018,-1
"622","Oshimili South","Uzo-Uwani",NA,0.620192485,0.620192485,0.69,0,-1,2018,-1
"623","Oshodi-Isolo","Uzo-Uwani",NA,0.45,0.45,0.69,0,-1,2018,-1
"624","Osisioma Ngwa","Ngor-Okpala",NA,0.483373403,0.483373403,0.69,0,-1,2018,-1
"625","Osogbo","Owan East",NA,0.7,0.7,0.69,0,-1,2018,-1
"626","Oturkpo","Owan East",NA,0.478942779,0.478942779,0.69,0,-1,2018,-1
"627","Ovia North East","Owan East",NA,0.478942779,0.478942779,0.69,0,-1,2018,-1
"628","Ovia South West","Akinyele",NA,0.342857143,0.342857143,0.69,0,-1,2018,-1
"629","Owan East","Owan East",NA,0.4,0.4,0.69,0,-1,2018,-1
"630","Owan West","Owan East",NA,0.478942779,0.478942779,0.69,0,-1,2018,-1
"631","Owerri North","Ngor-Okpala",NA,0.483373403,0.483373403,0.69,0,-1,2018,-1
"632","Owerri West","Ngor-Okpala",NA,0.483373403,0.483373403,0.69,0,-1,2018,-1
"633","Owerri-Municipal","Oru West",NA,0.611077428,0.611077428,0.69,0,-1,2018,-1
"634","Owo","Owan East",NA,0.345621575,0.345621575,0.69,0,-1,2018,-1
"635","Oye","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"636","Oyi","Uzo-Uwani",NA,0.8,0.8,0.69,0,-1,2018,-1
"637","Oyigbo","Nsit Ubium",NA,0.7,0.7,0.69,0,-1,2018,-1
"638","Oyo East","Akinyele",NA,0.354926235,0.354926235,0.69,0,-1,2018,-1
"639","Oyo West","Akinyele",NA,0.354926235,0.354926235,0.69,0,-1,2018,-1
"640","Oyun","Oke-Ero",NA,0.713597417,0.713597417,0.69,0,-1,2018,-1
"641","Pailoro","Oke-Ero",NA,0.410245212,0.410245212,0.69,0,-1,2018,-1
"642","Pankshin","Alkaleri",NA,0.533333333,0.533333333,0.69,0,-1,2018,-1
"643","Patani","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"644","Pategi","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"645","Port-Harcourt","Ahoada West",NA,0.506711988,0.506711988,0.69,0,-1,2018,-1
"646","Potiskum","Darazo",NA,0.213980398,0.213980398,0.69,0,-1,2018,-1
"647","Qua'an Pan","Keana",NA,0.325279627,0.325279627,0.69,0,-1,2018,-1
"648","Rabah","Gawabawa",NA,0.533333333,0.533333333,0.69,0,-1,2018,-1
"649","Rafi","Oke-Ero",NA,0.696424291,0.696424291,0.69,0,-1,2018,-1
"650","Rano","Gwarzo",NA,0.422222222,0.422222222,0.69,0,-1,2018,-1
"651","Remo North","Owan East",NA,0.478942779,0.478942779,0.69,0,-1,2018,-1
"652","Rijau","Alkaleri",NA,0.9,0.9,0.69,0,-1,2018,-1
"653","Rimi","Rimi",NA,0.409995572,0.409995572,0.69,0,-1,2018,-1
"654","Rimin Gado","Gwarzo",NA,0.372172547,0.372172547,0.69,0,-1,2018,-1
"655","Ringim","Taura",NA,0.533333333,0.533333333,0.69,0,-1,2018,-1
"656","Riyom","Soba",NA,0.22049469,0.22049469,0.69,0,-1,2018,-1
"657","Rogo","Gwarzo",NA,0.533333333,0.533333333,0.69,0,-1,2018,-1
"658","Roni","Babura",NA,0.549277359,0.549277359,0.69,0,-1,2018,-1
"659","Sabon Birni","Gawabawa",NA,0.323867041,0.323867041,0.69,0,-1,2018,-1
"660","Sabon-Gari","Soba",NA,0.254684067,0.254684067,0.69,0,-1,2018,-1
"661","Sabuwa","Giwa",NA,0.7,0.7,0.69,0,-1,2018,-1
"662","Safana","Babura",NA,0.644444444,0.644444444,0.69,0,-1,2018,-1
"663","Sagbama","Ahoada West",NA,0.618733984,0.618733984,0.69,0,-1,2018,-1
"664","Sakaba","Alkaleri",NA,0.434127553,0.434127553,0.69,0,-1,2018,-1
"665","Saki East","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"666","Saki West","Akinyele",NA,0.354926235,0.354926235,0.69,0,-1,2018,-1
"667","Sandamu","Rimi",NA,0.409995572,0.409995572,0.69,0,-1,2018,-1
"668","Sanga","Soba",NA,0.22049469,0.22049469,0.69,0,-1,2018,-1
"669","Sapele","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"670","Sardauna","Oru West",NA,0.406564122,0.406564122,0.69,0,-1,2018,-1
"671","Shagamu","Uzo-Uwani",NA,0.654039056,0.654039056,0.69,0,-1,2018,-1
"672","Shagari","Birnin Kebbi",NA,0.35,0.35,0.69,0,-1,2018,-1
"673","Shanga","Birnin Kebbi",NA,0.857142857,0.857142857,0.69,0,-1,2018,-1
"674","Shani","Alkaleri",NA,0.434127553,0.434127553,0.69,0,-1,2018,-1
"675","Shanono","Gwarzo",NA,0.372172547,0.372172547,0.69,0,-1,2018,-1
"676","Shelleng","Darazo",NA,0.540187947,0.540187947,0.69,0,-1,2018,-1
"677","Shendam","Keana",NA,0.338149507,0.338149507,0.69,0,-1,2018,-1
"678","Shinkafi","Rimi",NA,0.409995572,0.409995572,0.69,0,-1,2018,-1
"679","Shira","Takali",NA,0.406388206,0.406388206,0.69,0,-1,2018,-1
"680","Shiroro","Oke-Ero",NA,0.626405016,0.626405016,0.69,0,-1,2018,-1
"681","Shomgom","Alkaleri",NA,0.341404793,0.341404793,0.69,0,-1,2018,-1
"682","Shomolu","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"683","Silame","Gawabawa",NA,0.283333333,0.283333333,0.69,0,-1,2018,-1
"684","Soba","Soba",NA,0.22049469,0.22049469,0.69,0,-1,2018,-1
"685","Sokoto North","Gawabawa",NA,0.366666667,0.366666667,0.69,0,-1,2018,-1
"686","Sokoto South","Birnin Kebbi",NA,0.62225568,0.62225568,0.69,0,-1,2018,-1
"687","Song","Darazo",NA,0.505714286,0.505714286,0.69,0,-1,2018,-1
"688","Southern Ijaw","Ahoada West",NA,0.446461454,0.446461454,0.69,0,-1,2018,-1
"689","Suleja","Babura",NA,0.568421053,0.568421053,0.69,0,-1,2018,-1
"690","Sule-Tankarkar","Giwa",NA,0.52385119,0.52385119,0.69,0,-1,2018,-1
"691","Sumaila","Takali",NA,0.8,0.8,0.69,0,-1,2018,-1
"692","Suru","Birnin Kebbi",NA,0.733333333,0.733333333,0.69,0,-1,2018,-1
"693","Surulere1","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"694","Surulere2","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"695","Tafa","Oke-Ero",NA,0.7,0.7,0.69,0,-1,2018,-1
"696","Tafawa-Balewa","Alkaleri",NA,0.431206997,0.431206997,0.69,0,-1,2018,-1
"697","Tai","Nsit Ubium",NA,0.277966116,0.277966116,0.69,0,-1,2018,-1
"698","Takali","Takali",NA,0.468237707,0.468237707,0.69,0,-1,2018,-1
"699","Takum","Keana",NA,0.351369488,0.351369488,0.69,0,-1,2018,-1
"700","Talata Mafara","Darazo",NA,0.314371076,0.314371076,0.69,0,-1,2018,-1
"701","Tambuwal","Birnin Kebbi",NA,0.269294778,0.269294778,0.69,0,-1,2018,-1
"702","Tangaza","Gawabawa",NA,0.306631444,0.306631444,0.69,0,-1,2018,-1
"703","Tarauni","Alkaleri",NA,0.811023636,0.811023636,0.69,0,-1,2018,-1
"704","Tarka","Keana",NA,0.377187213,0.377187213,0.69,0,-1,2018,-1
"705","Tarmua","Rimi",NA,0.409995572,0.409995572,0.69,0,-1,2018,-1
"706","Taura","Taura",NA,0.611764706,0.611764706,0.69,0,-1,2018,-1
"707","Tofa","Taura",NA,0.430769231,0.430769231,0.69,0,-1,2018,-1
"708","Toro","Giwa",NA,0.404617808,0.404617808,0.69,0,-1,2018,-1
"709","Toto","Keana",NA,0.377187213,0.377187213,0.69,0,-1,2018,-1
"710","Toungo","Keana",NA,0.271428571,0.271428571,0.69,0,-1,2018,-1
"711","Tsafe","Takali",NA,0.234150989,0.234150989,0.69,0,-1,2018,-1
"712","Tsanyawa","Gwarzo",NA,0.372172547,0.372172547,0.69,0,-1,2018,-1
"713","Tudun Wada","Gwarzo",NA,0.287906934,0.287906934,0.69,0,-1,2018,-1
"714","Tureta","Birnin Kebbi",NA,0.305908045,0.305908045,0.69,0,-1,2018,-1
"715","Udenu","Uzo-Uwani",NA,0.8,0.8,0.69,0,-1,2018,-1
"716","Udi","Uzo-Uwani",NA,0.620192485,0.620192485,0.69,0,-1,2018,-1
"717","Udu","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"718","Udung Uko","Nsit Ubium",NA,0.497727761,0.497727761,0.69,0,-1,2018,-1
"719","Ughelli North","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"720","Ughelli South","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"721","Ugwunagbo","Ngor-Okpala",NA,0.483373403,0.483373403,0.69,0,-1,2018,-1
"722","Uhunmwonde","Owan East",NA,0.478942779,0.478942779,0.69,0,-1,2018,-1
"723","Ukanafun","Nsit Ubium",NA,0.6,0.6,0.69,0,-1,2018,-1
"724","Ukum","Keana",NA,0.377187213,0.377187213,0.69,0,-1,2018,-1
"725","Ukwa East","Nsit Ubium",NA,0.497727761,0.497727761,0.69,0,-1,2018,-1
"726","Ukwa West","Nsit Ubium",NA,0.497727761,0.497727761,0.69,0,-1,2018,-1
"727","Ukwuani","Uzo-Uwani",NA,0.620192485,0.620192485,0.69,0,-1,2018,-1
"728","Umuahia North","Oru West",NA,0.8,0.8,0.69,0,-1,2018,-1
"729","Umuahia South","Ngor-Okpala",NA,0.7,0.7,0.69,0,-1,2018,-1
"730","Umu-Neochi","Ngor-Okpala",NA,0.483373403,0.483373403,0.69,0,-1,2018,-1
"731","Ungogo","Taura",NA,0.557446766,0.557446766,0.69,0,-1,2018,-1
"732","Unuimo","Ngor-Okpala",NA,0.483373403,0.483373403,0.69,0,-1,2018,-1
"733","Uruan","Nsit Ubium",NA,0.8,0.8,0.69,0,-1,2018,-1
"734","Urue-Offong-Oruko","Nsit Ubium",NA,0.6,0.6,0.69,0,-1,2018,-1
"735","Ushongo","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"736","Ussa","Oru West",NA,0.45,0.45,0.69,0,-1,2018,-1
"737","Uvwie","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"738","Uyo","Nsit Ubium",NA,0.595245307,0.595245307,0.69,0,-1,2018,-1
"739","Uzo-Uwani","Uzo-Uwani",NA,0.416210522,0.416210522,0.69,0,-1,2018,-1
"740","Vandeikya","Oke-Ero",NA,0.326702176,0.326702176,0.69,0,-1,2018,-1
"741","Wamako","Gawabawa",NA,0.306631444,0.306631444,0.69,0,-1,2018,-1
"742","Wamba","Alkaleri",NA,0.434127553,0.434127553,0.69,0,-1,2018,-1
"743","Warawa","Gwarzo",NA,0.252631579,0.252631579,0.69,0,-1,2018,-1
"744","Warji","Takali",NA,0.353846154,0.353846154,0.69,0,-1,2018,-1
"745","Warri North","Owan East",NA,0.478942779,0.478942779,0.69,0,-1,2018,-1
"746","Warri South","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"747","Warri South West","Isoko South",NA,0.32159624,0.32159624,0.69,0,-1,2018,-1
"748","Wasagu-Danko","Alkaleri",NA,0.628571429,0.628571429,0.69,0,-1,2018,-1
"749","Wase","Alkaleri",NA,0.246511611,0.246511611,0.69,0,-1,2018,-1
"750","Wudil","Gwarzo",NA,0.323493704,0.323493704,0.69,0,-1,2018,-1
"751","Wukari","Keana",NA,0.431376297,0.431376297,0.69,0,-1,2018,-1
"752","Wurno","Gawabawa",NA,0.259036723,0.259036723,0.69,0,-1,2018,-1
"753","Wushishi","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"754","Yabo","Gawabawa",NA,0.376470588,0.376470588,0.69,0,-1,2018,-1
"755","Yagba East","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"756","Yagba West","Oke-Ero",NA,0.446839589,0.446839589,0.69,0,-1,2018,-1
"757","Yakurr","Obubra",NA,0.5790322,0.5790322,0.69,0,-1,2018,-1
"758","Yala","Oke-Ero",NA,0.493427231,0.493427231,0.69,0,-1,2018,-1
"759","Yamaltu-Deba","Alkaleri",NA,0.361803669,0.361803669,0.69,0,-1,2018,-1
"760","Yankwashi","Babura",NA,0.676408199,0.676408199,0.69,0,-1,2018,-1
"761","Yauri","Birnin Kebbi",NA,0.8,0.8,0.69,0,-1,2018,-1
"762","Yenegoa","Isoko South",NA,0.746976409,0.746976409,0.69,0,-1,2018,-1
"763","Yola North","Alkaleri",NA,0.348773002,0.348773002,0.69,0,-1,2018,-1
"764","Yola South","Alkaleri",NA,0.45,0.45,0.69,0,-1,2018,-1
"765","Yorro","Alkaleri",NA,0.307583686,0.307583686,0.69,0,-1,2018,-1
"766","Yunusari","Babura",NA,0.549277359,0.549277359,0.69,0,-1,2018,-1
"767","Yusufari","Taura",NA,0.374928041,0.374928041,0.69,0,-1,2018,-1
"768","Zaki","Taura",NA,0.492063501,0.492063501,0.69,0,-1,2018,-1
"769","Zango","Babura",NA,0.552941176,0.552941176,0.69,0,-1,2018,-1
"770","Zango-Kataf","Soba",NA,0.22049469,0.22049469,0.69,0,-1,2018,-1
"771","Zaria","Soba",NA,0.253514175,0.253514175,0.69,0,-1,2018,-1
"772","Zing","Alkaleri",NA,0.434127553,0.434127553,0.69,0,-1,2018,-1
"773","Zurmi","Rimi",NA,0.409995572,0.409995572,0.69,0,-1,2018,-1
"774","Zuru","Alkaleri",NA,0.434127553,0.434127553,0.69,0,-1,2018,-1
