"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override"
"612","Orolu","Oke-Ero",NA,0.403030378,0.403030378,0.59,0,-1,2018,-1
"613","Oron","Nsit Ubium",NA,0.397727761,0.397727761,0.59,0,-1,2018,-1
"614","Orsu","Oru West",NA,0.357661386,0.357661386,0.59,0,-1,2018,-1
"615","Oru East","Oru West",NA,0.511077428,0.511077428,0.59,0,-1,2018,-1
"616","Oru West","Oru West",NA,0.533164524,0.533164524,0.59,0,-1,2018,-1
"617","Oruk Anam","Nsit Ubium",NA,0.392929329,0.392929329,0.59,0,-1,2018,-1
"618","Orumba North","Oru West",NA,0.5807692,0.5807692,0.59,0,-1,2018,-1
"619","Orumba South","Oru West",NA,0.511077428,0.511077428,0.59,0,-1,2018,-1
"620","Ose","Owan East",NA,0.378942779,0.378942779,0.59,0,-1,2018,-1
"621","Oshimili North","Uzo-Uwani",NA,0.520192485,0.520192485,0.59,0,-1,2018,-1
"622","Oshimili South","Uzo-Uwani",NA,0.520192485,0.520192485,0.59,0,-1,2018,-1
"623","Oshodi-Isolo","Uzo-Uwani",NA,0.35,0.35,0.59,0,-1,2018,-1
"624","Osisioma Ngwa","Ngor-Okpala",NA,0.383373403,0.383373403,0.59,0,-1,2018,-1
"625","Osogbo","Owan East",NA,0.6,0.6,0.59,0,-1,2018,-1
"626","Oturkpo","Owan East",NA,0.378942779,0.378942779,0.59,0,-1,2018,-1
"627","Ovia North East","Owan East",NA,0.378942779,0.378942779,0.59,0,-1,2018,-1
"628","Ovia South West","Akinyele",NA,0.242857143,0.242857143,0.59,0,-1,2018,-1
"629","Owan East","Owan East",NA,0.3,0.3,0.59,0,-1,2018,-1
"630","Owan West","Owan East",NA,0.378942779,0.378942779,0.59,0,-1,2018,-1
"631","Owerri North","Ngor-Okpala",NA,0.383373403,0.383373403,0.59,0,-1,2018,-1
"632","Owerri West","Ngor-Okpala",NA,0.383373403,0.383373403,0.59,0,-1,2018,-1
"633","Owerri-Municipal","Oru West",NA,0.511077428,0.511077428,0.59,0,-1,2018,-1
"634","Owo","Owan East",NA,0.245621575,0.245621575,0.59,0,-1,2018,-1
"635","Oye","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"636","Oyi","Uzo-Uwani",NA,0.8,0.8,0.59,0,-1,2018,-1
"637","Oyigbo","Nsit Ubium",NA,0.6,0.6,0.59,0,-1,2018,-1
"638","Oyo East","Akinyele",NA,0.254926235,0.254926235,0.59,0,-1,2018,-1
"639","Oyo West","Akinyele",NA,0.254926235,0.254926235,0.59,0,-1,2018,-1
"640","Oyun","Oke-Ero",NA,0.613597417,0.613597417,0.59,0,-1,2018,-1
"641","Pailoro","Oke-Ero",NA,0.310245212,0.310245212,0.59,0,-1,2018,-1
"642","Pankshin","Alkaleri",NA,0.433333333,0.433333333,0.59,0,-1,2018,-1
"643","Patani","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"644","Pategi","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"645","Port-Harcourt","Ahoada West",NA,0.406711988,0.406711988,0.59,0,-1,2018,-1
"646","Potiskum","Darazo",NA,0.113980398,0.113980398,0.59,0,-1,2018,-1
"647","Qua'an Pan","Keana",NA,0.225279627,0.225279627,0.59,0,-1,2018,-1
"648","Rabah","Gawabawa",NA,0.433333333,0.433333333,0.59,0,-1,2018,-1
"649","Rafi","Oke-Ero",NA,0.596424291,0.596424291,0.59,0,-1,2018,-1
"650","Rano","Gwarzo",NA,0.322222222,0.322222222,0.59,0,-1,2018,-1
"651","Remo North","Owan East",NA,0.378942779,0.378942779,0.59,0,-1,2018,-1
"652","Rijau","Alkaleri",NA,0.9,0.9,0.59,0,-1,2018,-1
"653","Rimi","Rimi",NA,0.309995572,0.309995572,0.59,0,-1,2018,-1
"654","Rimin Gado","Gwarzo",NA,0.272172547,0.272172547,0.59,0,-1,2018,-1
"655","Ringim","Taura",NA,0.433333333,0.433333333,0.59,0,-1,2018,-1
"656","Riyom","Soba",NA,0.12049469,0.12049469,0.59,0,-1,2018,-1
"657","Rogo","Gwarzo",NA,0.433333333,0.433333333,0.59,0,-1,2018,-1
"658","Roni","Babura",NA,0.449277359,0.449277359,0.59,0,-1,2018,-1
"659","Sabon Birni","Gawabawa",NA,0.223867041,0.223867041,0.59,0,-1,2018,-1
"660","Sabon-Gari","Soba",NA,0.154684067,0.154684067,0.59,0,-1,2018,-1
"661","Sabuwa","Giwa",NA,0.6,0.6,0.59,0,-1,2018,-1
"662","Safana","Babura",NA,0.544444444,0.544444444,0.59,0,-1,2018,-1
"663","Sagbama","Ahoada West",NA,0.518733984,0.518733984,0.59,0,-1,2018,-1
"664","Sakaba","Alkaleri",NA,0.334127553,0.334127553,0.59,0,-1,2018,-1
"665","Saki East","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"666","Saki West","Akinyele",NA,0.254926235,0.254926235,0.59,0,-1,2018,-1
"667","Sandamu","Rimi",NA,0.309995572,0.309995572,0.59,0,-1,2018,-1
"668","Sanga","Soba",NA,0.12049469,0.12049469,0.59,0,-1,2018,-1
"669","Sapele","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"670","Sardauna","Oru West",NA,0.306564122,0.306564122,0.59,0,-1,2018,-1
"671","Shagamu","Uzo-Uwani",NA,0.554039056,0.554039056,0.59,0,-1,2018,-1
"672","Shagari","Birnin Kebbi",NA,0.25,0.25,0.59,0,-1,2018,-1
"673","Shanga","Birnin Kebbi",NA,0.857142857,0.857142857,0.59,0,-1,2018,-1
"674","Shani","Alkaleri",NA,0.334127553,0.334127553,0.59,0,-1,2018,-1
"675","Shanono","Gwarzo",NA,0.272172547,0.272172547,0.59,0,-1,2018,-1
"676","Shelleng","Darazo",NA,0.440187947,0.440187947,0.59,0,-1,2018,-1
"677","Shendam","Keana",NA,0.238149507,0.238149507,0.59,0,-1,2018,-1
"678","Shinkafi","Rimi",NA,0.309995572,0.309995572,0.59,0,-1,2018,-1
"679","Shira","Takali",NA,0.306388206,0.306388206,0.59,0,-1,2018,-1
"680","Shiroro","Oke-Ero",NA,0.526405016,0.526405016,0.59,0,-1,2018,-1
"681","Shomgom","Alkaleri",NA,0.241404793,0.241404793,0.59,0,-1,2018,-1
"682","Shomolu","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"683","Silame","Gawabawa",NA,0.183333333,0.183333333,0.59,0,-1,2018,-1
"684","Soba","Soba",NA,0.12049469,0.12049469,0.59,0,-1,2018,-1
"685","Sokoto North","Gawabawa",NA,0.266666667,0.266666667,0.59,0,-1,2018,-1
"686","Sokoto South","Birnin Kebbi",NA,0.52225568,0.52225568,0.59,0,-1,2018,-1
"687","Song","Darazo",NA,0.405714286,0.405714286,0.59,0,-1,2018,-1
"688","Southern Ijaw","Ahoada West",NA,0.346461454,0.346461454,0.59,0,-1,2018,-1
"689","Suleja","Babura",NA,0.468421053,0.468421053,0.59,0,-1,2018,-1
"690","Sule-Tankarkar","Giwa",NA,0.42385119,0.42385119,0.59,0,-1,2018,-1
"691","Sumaila","Takali",NA,0.725,0.725,0.59,0,-1,2018,-1
"692","Suru","Birnin Kebbi",NA,0.633333333,0.633333333,0.59,0,-1,2018,-1
"693","Surulere1","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"694","Surulere2","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"695","Tafa","Oke-Ero",NA,0.6,0.6,0.59,0,-1,2018,-1
"696","Tafawa-Balewa","Alkaleri",NA,0.331206997,0.331206997,0.59,0,-1,2018,-1
"697","Tai","Nsit Ubium",NA,0.177966116,0.177966116,0.59,0,-1,2018,-1
"698","Takali","Takali",NA,0.368237707,0.368237707,0.59,0,-1,2018,-1
"699","Takum","Keana",NA,0.251369488,0.251369488,0.59,0,-1,2018,-1
"700","Talata Mafara","Darazo",NA,0.214371076,0.214371076,0.59,0,-1,2018,-1
"701","Tambuwal","Birnin Kebbi",NA,0.169294778,0.169294778,0.59,0,-1,2018,-1
"702","Tangaza","Gawabawa",NA,0.206631444,0.206631444,0.59,0,-1,2018,-1
"703","Tarauni","Alkaleri",NA,0.811023636,0.811023636,0.59,0,-1,2018,-1
"704","Tarka","Keana",NA,0.277187213,0.277187213,0.59,0,-1,2018,-1
"705","Tarmua","Rimi",NA,0.309995572,0.309995572,0.59,0,-1,2018,-1
"706","Taura","Taura",NA,0.511764706,0.511764706,0.59,0,-1,2018,-1
"707","Tofa","Taura",NA,0.330769231,0.330769231,0.59,0,-1,2018,-1
"708","Toro","Giwa",NA,0.304617808,0.304617808,0.59,0,-1,2018,-1
"709","Toto","Keana",NA,0.277187213,0.277187213,0.59,0,-1,2018,-1
"710","Toungo","Keana",NA,0.171428571,0.171428571,0.59,0,-1,2018,-1
"711","Tsafe","Takali",NA,0.134150989,0.134150989,0.59,0,-1,2018,-1
"712","Tsanyawa","Gwarzo",NA,0.272172547,0.272172547,0.59,0,-1,2018,-1
"713","Tudun Wada","Gwarzo",NA,0.187906934,0.187906934,0.59,0,-1,2018,-1
"714","Tureta","Birnin Kebbi",NA,0.205908045,0.205908045,0.59,0,-1,2018,-1
"715","Udenu","Uzo-Uwani",NA,0.791656723,0.791656723,0.59,0,-1,2018,-1
"716","Udi","Uzo-Uwani",NA,0.520192485,0.520192485,0.59,0,-1,2018,-1
"717","Udu","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"718","Udung Uko","Nsit Ubium",NA,0.397727761,0.397727761,0.59,0,-1,2018,-1
"719","Ughelli North","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"720","Ughelli South","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"721","Ugwunagbo","Ngor-Okpala",NA,0.383373403,0.383373403,0.59,0,-1,2018,-1
"722","Uhunmwonde","Owan East",NA,0.378942779,0.378942779,0.59,0,-1,2018,-1
"723","Ukanafun","Nsit Ubium",NA,0.5,0.5,0.59,0,-1,2018,-1
"724","Ukum","Keana",NA,0.277187213,0.277187213,0.59,0,-1,2018,-1
"725","Ukwa East","Nsit Ubium",NA,0.397727761,0.397727761,0.59,0,-1,2018,-1
"726","Ukwa West","Nsit Ubium",NA,0.397727761,0.397727761,0.59,0,-1,2018,-1
"727","Ukwuani","Uzo-Uwani",NA,0.520192485,0.520192485,0.59,0,-1,2018,-1
"728","Umuahia North","Oru West",NA,0.74092895,0.74092895,0.59,0,-1,2018,-1
"729","Umuahia South","Ngor-Okpala",NA,0.6,0.6,0.59,0,-1,2018,-1
"730","Umu-Neochi","Ngor-Okpala",NA,0.383373403,0.383373403,0.59,0,-1,2018,-1
"731","Ungogo","Taura",NA,0.457446766,0.457446766,0.59,0,-1,2018,-1
"732","Unuimo","Ngor-Okpala",NA,0.383373403,0.383373403,0.59,0,-1,2018,-1
"733","Uruan","Nsit Ubium",NA,0.789497753,0.789497753,0.59,0,-1,2018,-1
"734","Urue-Offong-Oruko","Nsit Ubium",NA,0.5,0.5,0.59,0,-1,2018,-1
"735","Ushongo","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"736","Ussa","Oru West",NA,0.35,0.35,0.59,0,-1,2018,-1
"737","Uvwie","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"738","Uyo","Nsit Ubium",NA,0.495245307,0.495245307,0.59,0,-1,2018,-1
"739","Uzo-Uwani","Uzo-Uwani",NA,0.316210522,0.316210522,0.59,0,-1,2018,-1
"740","Vandeikya","Oke-Ero",NA,0.226702176,0.226702176,0.59,0,-1,2018,-1
"741","Wamako","Gawabawa",NA,0.206631444,0.206631444,0.59,0,-1,2018,-1
"742","Wamba","Alkaleri",NA,0.334127553,0.334127553,0.59,0,-1,2018,-1
"743","Warawa","Gwarzo",NA,0.152631579,0.152631579,0.59,0,-1,2018,-1
"744","Warji","Takali",NA,0.253846154,0.253846154,0.59,0,-1,2018,-1
"745","Warri North","Owan East",NA,0.378942779,0.378942779,0.59,0,-1,2018,-1
"746","Warri South","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"747","Warri South West","Isoko South",NA,0.22159624,0.22159624,0.59,0,-1,2018,-1
"748","Wasagu-Danko","Alkaleri",NA,0.528571429,0.528571429,0.59,0,-1,2018,-1
"749","Wase","Alkaleri",NA,0.146511611,0.146511611,0.59,0,-1,2018,-1
"750","Wudil","Gwarzo",NA,0.223493704,0.223493704,0.59,0,-1,2018,-1
"751","Wukari","Keana",NA,0.331376297,0.331376297,0.59,0,-1,2018,-1
"752","Wurno","Gawabawa",NA,0.159036723,0.159036723,0.59,0,-1,2018,-1
"753","Wushishi","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"754","Yabo","Gawabawa",NA,0.276470588,0.276470588,0.59,0,-1,2018,-1
"755","Yagba East","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"756","Yagba West","Oke-Ero",NA,0.346839589,0.346839589,0.59,0,-1,2018,-1
"757","Yakurr","Obubra",NA,0.4790322,0.4790322,0.59,0,-1,2018,-1
"758","Yala","Oke-Ero",NA,0.393427231,0.393427231,0.59,0,-1,2018,-1
"759","Yamaltu-Deba","Alkaleri",NA,0.261803669,0.261803669,0.59,0,-1,2018,-1
"760","Yankwashi","Babura",NA,0.576408199,0.576408199,0.59,0,-1,2018,-1
"761","Yauri","Birnin Kebbi",NA,0.766430515,0.766430515,0.59,0,-1,2018,-1
"762","Yenegoa","Isoko South",NA,0.646976409,0.646976409,0.59,0,-1,2018,-1
"763","Yola North","Alkaleri",NA,0.248773002,0.248773002,0.59,0,-1,2018,-1
"764","Yola South","Alkaleri",NA,0.35,0.35,0.59,0,-1,2018,-1
"765","Yorro","Alkaleri",NA,0.207583686,0.207583686,0.59,0,-1,2018,-1
"766","Yunusari","Babura",NA,0.449277359,0.449277359,0.59,0,-1,2018,-1
"767","Yusufari","Taura",NA,0.274928041,0.274928041,0.59,0,-1,2018,-1
"768","Zaki","Taura",NA,0.392063501,0.392063501,0.59,0,-1,2018,-1
"769","Zango","Babura",NA,0.452941176,0.452941176,0.59,0,-1,2018,-1
"770","Zango-Kataf","Soba",NA,0.12049469,0.12049469,0.59,0,-1,2018,-1
"771","Zaria","Soba",NA,0.153514175,0.153514175,0.59,0,-1,2018,-1
"772","Zing","Alkaleri",NA,0.334127553,0.334127553,0.59,0,-1,2018,-1
"773","Zurmi","Rimi",NA,0.309995572,0.309995572,0.59,0,-1,2018,-1
"774","Zuru","Alkaleri",NA,0.334127553,0.334127553,0.59,0,-1,2018,-1
