,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
502,Ahoada West,Ahoada West,2020,Ahoada West,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.212747654,0.685818488,0.65
503,Andoni,Nsit Ubium,2020,Andoni,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.187807527,0.66524829,0.65
504,Asari-Toru,Ahoada West,2020,Asari-Toru,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.231108823,0.697447259,0.65
505,Bonny,Nsit Ubium,2020,Bonny,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.215646982,0.687830777,0.65
506,Eleme,Ahoada West,2020,Eleme,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.25030862,0.707154794,0.65
507,Emohua,Ahoada West,2020,Emohua,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.246521171,0.705410924,0.65
508,Etche,Ngor-Okpala,2020,Etche,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.253940946,0.70875579,0.65
509,Gokana,Nsit Ubium,2020,Gokana,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.297628692,0.72358026,0.65
510,Ikwerre,Oru West,2020,Ikwerre,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.244599108,0.704495644,0.65
511,Khana,Nsit Ubium,2020,Khana,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.213023685,0.686013131,0.65
512,Obia/Akpor,Ahoada West,2020,Obia-Akpor,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.214169292,0.686814025,0.65
513,Ogba/Egbema/Ndoni,Ahoada West,2020,Ogba-Egbema-Ndoni,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.223868267,0.693166972,0.65
514,Ogu/Bolo,Nsit Ubium,2020,Ogu-Bolo,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.295928591,0.723128951,0.65
515,Okrika,Nsit Ubium,2020,Okrika,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.2595175,0.711085056,0.65
516,Omumma,Ngor-Okpala,2020,Omumma,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.307313641,0.725997989,0.65
517,Opobo/Nkoro,Nsit Ubium,2020,Opobo-Nkoro,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.188571483,0.665974784,0.65
518,Oyigbo,Nsit Ubium,2020,Oyigbo,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.27812843,0.717857195,0.65
519,Port-Harcourt,Ahoada West,2020,Port-Harcourt,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.218124383,0.689495056,0.65
520,Tai,Nsit Ubium,2020,Tai,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.305338962,0.725525368,0.65
521,Akuku Toru,Ahoada West,2020,Akuku Toru,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.307675695,0.72608356,0.65
522,Mubi South,Darazo,2020,Mubi South,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.692375167,0.750873281,0.868110544
548,Anka,Darazo,2020,Anka,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.695814162,0.663563431,0.824985417
549,Bakura,Darazo,2020,Bakura,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.73158069,0.681339741,0.852897483
550,Birnin Magaji,Rimi,2020,Birnin Magaji,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.793671815,0.708478232,0.890488041
551,Bukkuyum,Alkaleri,2020,Bukkuyum,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.698622761,0.665017493,0.827372665
552,Bungudu,Takali,2020,Bungudu,0.8,0.8,0.8,0.8,1,september,250,Standard 2020,0.78759069,0.706022165,0.887320604
553,Gummi,Birnin Kebbi,2020,Gummi,0.8,0.8,0.8,0.8,1,august,223,Standard 2020,0.733770917,0.682376452,0.854441885
554,Ipokia,Uzo-Uwani,2021,Ipokia,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.383971272,0.738556166,0.65
555,Gusau,Darazo,2020,Gusau,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.74575499,0.68794435,0.862584663
556,Kaura-Namoda,Rimi,2020,Kaura-Namoda,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.83259153,0.72320853,0.908564528
557,Maradun,Darazo,2020,Maradun,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.782439008,0.703907955,0.884557893
558,Tsafe,Takali,2020,Tsafe,0.8,0.8,0.8,0.8,1,september,250,Standard 2020,0.751053987,0.690350267,0.866025051
559,Maru,Giwa,2020,Maru,0.8,0.8,0.8,0.8,1,august,223,Standard 2020,0.663477353,0.646101776,0.794792939
560,Shinkafi,Rimi,2020,Shinkafi,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.80839035,0.714247715,0.89775377
561,Talata Mafara,Darazo,2020,Talata Mafara,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.728240789,0.679747419,0.850507895
562,Zurmi,Rimi,2020,Zurmi,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.780157318,0.702961675,0.883310434
563,Degema,Ahoada West,2020,Degema,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.284841623,0.719969096,0.65
564,Brass,Ahoada West,2020,Brass,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.269238091,0.714801904,0.65
565,Southern Ijaw,Ahoada West,2020,Southern Ijaw,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.300385456,0.724294496,0.65
566,Ekeremor,Ahoada West,2020,Ekeremor,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.323932604,0.729605404,0.65
570,Ilaje,Owan East,2020,Ilaje,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.29492871,0.722859572,0.65
571,Ibeju/Lekki,Uzo-Uwani,2020,Ibeju-Lekki,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.430387467,0.742716172,0.65
572,Amuwo-Odofin,Isoko South,2020,Amuwo-Odofin,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.414522642,0.741483364,0.65
573,Badagry,Uzo-Uwani,2020,Badagry,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.426397668,0.742421971,0.65
574,Egbado North,Owan East,2021,Egbado North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.310892073,0.726829353,0.65
575,Imeko-Afon,Oke-Ero,2021,Imeko-Afon,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.370192293,0.736939847,0.65
576,Iwajowa,Oke-Ero,2020,Iwajowa,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.430464219,0.742721733,0.65
577,Atigbo,Oke-Ero,2020,Atigbo,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.430762739,0.742743327,0.65
578,Baruten,Oke-Ero,2020,Baruten,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.347941602,0.9,0.61
580,Kaita,Rimi,2020,Kaita,0.882352941,0.8,0.8,0.8,1,march,131,PBO(2021),0.68725966,0.750814455,0.864644186
581,Jibia,Rimi,2021,Jibia,0.854166667,0.826086957,0.8,0.8,1,march,496,PBO(2021),0.628110182,0.749983655,0.816973639
582,Mashi,Rimi,2021,Mashi,0.87804878,0.8,0.8,0.8,1,march,496,PBO(2021),0.651664195,0.75035114,0.837750975
583,Mai'Adua,Rimi,2021,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,1,march,496,PBO(2021),0.639919513,0.750174703,0.827712113
584,Zango,Babura,2021,Zango,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.602424842,0.749514473,0.791194479
585,Baure,Babura,2021,Baure,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.697826557,0.750934053,0.871702948
586,Sule-Tankarkar,Babura,2021,Sule-Tankarkar,0.921568627,0.833333333,0.862068966,0.941176471,1,may,496,PBO(2021),0.751666281,0.751442515,0.902152619
587,Maigatari,Babura,2021,Maigatari,0.8,0.964814107,0.954923663,0.939594887,1,may,496,PBO(2021),0.68089069,0.750738682,0.8601956
591,Shomolu,Isoko South,2020,Shomolu,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.475867815,0.7454561,0.65
593,Monguno,Babura,2020,Monguno,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.734824367,0.75129968,0.893536771
594,Mobbar,Babura,2020,Mobbar,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.814938687,0.751877109,0.928523273
595,Ngala,Taura,2020,Ngala,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.627405037,0.749971788,0.816311148
596,Abadam,Babura,2020,Abadam,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.658846787,0.750452874,0.843591449
597,Kukawa,Babura,2020,Kukawa,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.639968548,0.750175467,0.827755328
598,Kala/Balge,Darazo,2020,Kala-Balge,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.645505958,0.75026024,0.832564542
599,Bama,Darazo,2020,Bama,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.707957691,0.751041993,0.878110931
600,Gwoza,Darazo,2020,Gwoza,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.679653584,0.750723628,0.859314031
601,Madagali,Darazo,2020,Madagali,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.722065325,0.75118219,0.886482676
602,Michika,Darazo,2020,Michika,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.688720491,0.750831436,0.865643635
603,Mubi North,Darazo,2020,Mubi North,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.698641529,0.750942973,0.872231182
604,Maiha,Alkaleri,2020,Maiha,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.647421068,0.750288882,0.83419548
605,Fufore,Alkaleri,2020,Fufore,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.635571581,0.75010602,0.823835646
606,Jada,Alkaleri,2020,Jada,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.556558753,0.748447432,0.735699981
607,Ganaye,Alkaleri,2020,Ganaye,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.427407559,0.7424974,0.65
608,Toungo,Keana,2020,Toungo,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.383744468,0.738531223,0.65
613,Kwande,Oke-Ero,2020,Kwande,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.389530493,0.451208693,0.53
614,Eti-Osa,Isoko South,2020,Eti-Osa,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.469914663,0.745152931,0.65
615,Ikorodu,Uzo-Uwani,2020,Ikorodu,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.461778972,0.74471435,0.65
616,Kosofe,Isoko South,2020,Kosofe,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.4609272,0.744666732,0.65
617,Lagos Island,Isoko South,2020,Lagos Island,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.470665291,0.74519196,0.65
618,Lagos Mainland,Isoko South,2020,Lagos Mainland,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.470933929,0.745205871,0.65
