LGA_nu,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate
Yauri,Yauri,Birnin Kebbi,0.98183935,0.929500384,0.67213445,0.89052381,0.619243928,0.620072014
Yenegoa,Yenegoa,Isoko South,0.266772758,0.256305154,0.222104023,0.244577309,0.260617689,0.34556186
Yola North,Yola North,Alkaleri,0.489106732,0.454789001,0.414279228,0.409390884,0.581884889,0.596198663
Yola South,Yola South,Alkaleri,0.523809524,0.375,0.444444444,0.259259259,0.57254926,0.589972357
Yorro,Yorro,Alkaleri,0.151846072,0.381738609,0.092650918,0.156599255,0.517387575,0.55120021
Yunusari,Yunusari,Babura,0.717584416,0.651199027,0.639332017,0.715626442,0.748711292,0.689290824
Yusufari,Yusufari,Taura,0.267857143,0.161290323,0.111111111,0.292307692,0.734326648,0.682638557
Zaki,Zaki,Taura,0.498359592,0.41261459,0.456992977,0.706893587,0.753604356,0.69149605
Zango,Zango,Babura,0.6875,0.515151515,0.526315789,0.639344262,0.602424842,0.609533872
Zango-Kataf,Zango-Kataf,Soba,0.61059512,0.537943709,0.637003665,0.728417262,0.379476754,0.442972479
Zaria,Zaria,Soba,0.619440196,0.399002754,0.32668156,0.367714952,0.608376269,0.6133025
Zing,Zing,Alkaleri,0.1875,0.181818182,0.111111111,0.09375,0.647611651,0.637049113
Zurmi,Zurmi,Rimi,0.42078668,0.140503265,0.174715185,0.527304937,0.780157318,0.702961675
Zuru,Zuru,Alkaleri,0.484534717,0.913043478,0.703703704,0.895833333,0.60621808,0.611940869
