LGA,mapB_mix,repDS,peak,simday,year,coverage,initial_killing,box_duration,decay_time_constant
Roni,CM+IPTp+IRS+SMC,Babura,may,488,2021,0.6,0.7,180,90
Sabon-Gari,CM+IPTp+IRS+SMC,Soba,july,550,2021,0.6,0.7,180,90
Sabuwa,CM+IPTp+IRS+SMC,Giwa,august,579,2021,0.6,0.7,180,90
Safana,CM+IPTp+IRS+SMC,Babura,may,488,2021,0.6,0.7,180,90
Sakaba,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Sandamu,CM+IPTp+IRS+SMC,Rimi,march,426,2021,0.6,0.7,180,90
Sanga,CM+IPTp+IRS+SMC,Soba,july,550,2021,0.6,0.7,180,90
Shagamu,CM+IPTp+IRS+IPTi,Uzo-Uwani,june,518,2021,0.6,0.7,180,90
Shanga,CM+IPTp+IRS+SMC,Birnin Kebbi,august,579,2021,0.6,0.7,180,90
Shanono,CM+IPTp+IRS+SMC,Gwarzo,august,579,2021,0.6,0.7,180,90
Shelleng,CM+IPTp+IRS+SMC,Darazo,july,550,2021,0.6,0.7,180,90
Shinkafi,CM+IPTp+IRS+SMC,Rimi,march,426,2021,0.6,0.7,180,90
Shira,CM+IPTp+IRS+SMC,Takali,september,610,2021,0.6,0.7,180,90
Shiroro,CM+IPTp+IRS+SMC,Oke-Ero,july,550,2021,0.6,0.7,180,90
Shomgom,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Silame,CM+IPTp+IRS+SMC,Gawabawa,august,579,2021,0.6,0.7,180,90
Soba,CM+IPTp+IRS+SMC,Soba,july,550,2021,0.6,0.7,180,90
Song,CM+IPTp+IRS+SMC,Darazo,july,550,2021,0.6,0.7,180,90
Suleja,CM+IPTp+IRS+SMC,Giwa,august,579,2021,0.6,0.7,180,90
Sule-Tankarkar,CM+IPTp+IRS+SMC,Babura,may,488,2021,0.6,0.7,180,90
Sumaila,CM+IPTp+IRS+SMC,Takali,september,610,2021,0.6,0.7,180,90
Tafa,CM+IPTp+IRS+SMC,Oke-Ero,july,550,2021,0.6,0.7,180,90
Tafawa-Balewa,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Takali,CM+IPTp+IRS+SMC,Takali,september,610,2021,0.6,0.7,180,90
Takum,CM+IPTp+IRS+IPTi,Keana,august,579,2021,0.6,0.7,180,90
Talata Mafara,CM+IPTp+IRS+SMC,Darazo,july,550,2021,0.6,0.7,180,90
Tangaza,CM+IPTp+IRS+SMC,Gawabawa,august,579,2021,0.6,0.7,180,90
Tarauni,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Tarmua,CM+IPTp+IRS+SMC,Rimi,march,426,2021,0.6,0.7,180,90
Taura,CM+IPTp+IRS+SMC,Taura,july,550,2021,0.6,0.7,180,90
Tofa,CM+IPTp+IRS+SMC,Taura,july,550,2021,0.6,0.7,180,90
Toro,CM+IPTp+IRS+SMC,Giwa,august,579,2021,0.6,0.7,180,90
Toto,CM+IPTp+IRS+SMC,Keana,august,579,2021,0.6,0.7,180,90
Toungo,CM+IPTp+IRS+SMC,Keana,august,579,2021,0.6,0.7,180,90
Tsafe,CM+IPTp+IRS+SMC,Takali,september,610,2021,0.6,0.7,180,90
Tsanyawa,CM+IPTp+IRS+SMC,Gwarzo,august,579,2021,0.6,0.7,180,90
Tudun Wada,CM+IPTp+IRS+SMC,Gwarzo,august,579,2021,0.6,0.7,180,90
Tureta,CM+IPTp+IRS+SMC,Birnin Kebbi,august,579,2021,0.6,0.7,180,90
Ughelli South,CM+IPTp+IRS+IPTi,Isoko South,june,518,2021,0.6,0.7,180,90
Ukanafun,CM+IPTp+IRS+IPTi,Nsit Ubium,june,518,2021,0.6,0.7,180,90
Ungogo,CM+IPTp+IRS+SMC,Taura,july,550,2021,0.6,0.7,180,90
Wamba,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Warji,CM+IPTp+IRS+SMC,Takali,september,610,2021,0.6,0.7,180,90
Wasagu-Danko,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Wudil,CM+IPTp+IRS+SMC,Gwarzo,august,579,2021,0.6,0.7,180,90
Wukari,CM+IPTp+IRS+SMC,Keana,august,579,2021,0.6,0.7,180,90
Wushishi,CM+IPTp+IRS+SMC,Oke-Ero,july,550,2021,0.6,0.7,180,90
Yakurr,CM+IPTp+IRS+IPTi,Obubra,june,518,2021,0.6,0.7,180,90
Yamaltu-Deba,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Yankwashi,CM+IPTp+IRS+SMC,Babura,may,488,2021,0.6,0.7,180,90
Yauri,CM+IPTp+IRS+SMC,Birnin Kebbi,august,579,2021,0.6,0.7,180,90
Yola North,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Yola South,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Zaki,CM+IPTp+IRS+SMC,Taura,july,550,2021,0.6,0.7,180,90
Zango,CM+IPTp+IRS+SMC,Babura,may,488,2021,0.6,0.7,180,90
Zaria,CM+IPTp+IRS+SMC,Soba,july,550,2021,0.6,0.7,180,90
Zing,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Zurmi,CM+IPTp+IRS+SMC,Rimi,march,426,2021,0.6,0.7,180,90
Zuru,CM+IPTp+IRS+SMC,Alkaleri,july,550,2021,0.6,0.7,180,90
Abakaliki,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Abuja Municipal,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Afikpo North,CM+IPTp+IRS+IPTi,Oru West,june,887,2022,0.6,0.7,180,90
Afikpo South,CM+IPTp+IRS+IPTi,Ngor-Okpala,june,887,2022,0.6,0.7,180,90
Agaie,CM+IPTp+IRS+SMC,Oke-Ero,july,915,2022,0.6,0.7,180,90
Agwara,CM+IPTp+IRS+SMC,Birnin Kebbi,august,950,2022,0.6,0.7,180,90
Aiyedade,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Aiyedire,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ajaokuta,CM+IPTp+IRS+SMC,Owan East,march,796,2022,0.6,0.7,180,90
Ajingi,CM+IPTp+IRS+SMC,Taura,july,915,2022,0.6,0.7,180,90
Akinyele,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Akko,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Akoko South East,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Akwanga,CM+IPTp+IRS+SMC,Oke-Ero,july,915,2022,0.6,0.7,180,90
Alkaleri,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Anka,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Ardo-Kola,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Asa,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Askira-Uba,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Atakumosa East,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Atakumosa West,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Auyo,CM+IPTp+IRS+SMC,Taura,july,915,2022,0.6,0.7,180,90
Awe,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Babura,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Bagudo,CM+IPTp+IRS+SMC,Birnin Kebbi,august,950,2022,0.6,0.7,180,90
Bagwai,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Bakassi,CM+IPTp+IRS+IPTi,Obubra,june,887,2022,0.6,0.7,180,90
Bakori,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Bakura,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Balanga,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Bali,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Batagarawa,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Batsari,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Bauchi,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Baure,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Bayo,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Bebeji,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Bichi,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Bida,CM+IPTp+IRS+SMC,Oke-Ero,july,915,2022,0.6,0.7,180,90
Billiri,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Bindawa,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Birni Kudu,CM+IPTp+IRS+SMC,Takali,september,978,2022,0.6,0.7,180,90
Birnin Magaji,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Birnin-Gwari,CM+IPTp+IRS+SMC,Giwa,august,950,2022,0.6,0.7,180,90
Biu,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Bogoro,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Borgu,CM+IPTp+IRS+SMC,Oke-Ero,july,915,2022,0.6,0.7,180,90
Bosso,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Buji,CM+IPTp+IRS+SMC,Takali,september,978,2022,0.6,0.7,180,90
Bukkuyum,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Bungudu,CM+IPTp+IRS+SMC,Takali,september,978,2022,0.6,0.7,180,90
Bwari,CM+IPTp+IRS+SMC,Giwa,august,950,2022,0.6,0.7,180,90
Calabar-Municipal,CM+IPTp+IRS+IPTi,Nsit Ubium,june,887,2022,0.6,0.7,180,90
Chanchaga,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Charanchi,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Chibok,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Chikun,CM+IPTp+IRS+SMC,Soba,july,915,2022,0.6,0.7,180,90
Damban,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Dambatta,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Dan Musa,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Dandi,CM+IPTp+IRS+SMC,Birnin Kebbi,august,950,2022,0.6,0.7,180,90
Dandume,CM+IPTp+IRS+SMC,Giwa,august,950,2022,0.6,0.7,180,90
Danja,CM+IPTp+IRS+SMC,Giwa,august,950,2022,0.6,0.7,180,90
Darazo,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Dass,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Daura,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Dawakin Kudu,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Dawakin Tofa,CM+IPTp+IRS+SMC,Taura,july,915,2022,0.6,0.7,180,90
Demsa,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Dikwa,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Doguwa,CM+IPTp+IRS+SMC,Giwa,august,950,2022,0.6,0.7,180,90
Doma,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Dukku,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Dutse,CM+IPTp+IRS+SMC,Takali,september,978,2022,0.6,0.7,180,90
Dutsi,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Dutsin-Ma,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Eastern Obolo,CM+IPTp+IRS+IPTi,Nsit Ubium,june,887,2022,0.6,0.7,180,90
Ebonyi,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ede North,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ede South,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Egbado North,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Egbedore,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ejigbo,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ekiti,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Ezza North,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ezza South,CM+IPTp+IRS+IPTi,Obubra,june,887,2022,0.6,0.7,180,90
Fagge,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Fakai,CM+IPTp+IRS+SMC,Birnin Kebbi,august,950,2022,0.6,0.7,180,90
Faskari,CM+IPTp+IRS+SMC,Giwa,august,950,2022,0.6,0.7,180,90
Fika,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Fufore,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Funakaye,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Fune,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Funtua,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Gabasawa,CM+IPTp+IRS+SMC,Taura,july,915,2022,0.6,0.7,180,90
Gagarawa,CM+IPTp+IRS+SMC,Taura,july,915,2022,0.6,0.7,180,90
Gamawa,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Ganaye,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Ganjuwa,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Garki,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Garko,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Garum Mallam,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Gashaka,CM+IPTp+IRS+SMC,Oru West,june,887,2022,0.6,0.7,180,90
Gassol,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Gawabawa,CM+IPTp+IRS+SMC,Gawabawa,august,950,2022,0.6,0.7,180,90
Gaya,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Gbako,CM+IPTp+IRS+SMC,Oke-Ero,july,915,2022,0.6,0.7,180,90
Giade,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Gireri,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Giwa,CM+IPTp+IRS+SMC,Giwa,august,950,2022,0.6,0.7,180,90
Gombe,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Gombi,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Goronyo,CM+IPTp+IRS+SMC,Gawabawa,august,950,2022,0.6,0.7,180,90
Gudu,CM+IPTp+IRS+SMC,Gawabawa,august,950,2022,0.6,0.7,180,90
Gujba,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Gulani,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Gumel,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Gurara,CM+IPTp+IRS+SMC,Oke-Ero,july,915,2022,0.6,0.7,180,90
Guyuk,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Gwagwalada,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Gwale,CM+IPTp+IRS+SMC,Alkaleri,july,915,2022,0.6,0.7,180,90
Gwaram,CM+IPTp+IRS+SMC,Takali,september,978,2022,0.6,0.7,180,90
Gwarzo,CM+IPTp+IRS+SMC,Gwarzo,august,950,2022,0.6,0.7,180,90
Gwiwa,CM+IPTp+IRS+SMC,Babura,may,852,2022,0.6,0.7,180,90
Hadejia,CM+IPTp+IRS+SMC,Taura,july,915,2022,0.6,0.7,180,90
Hawul,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Hong,CM+IPTp+IRS+SMC,Darazo,july,915,2022,0.6,0.7,180,90
Ibadan North,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ibadan North East,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ibadan North West,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ibadan South West,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ibarapa Central,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ibarapa East,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Ibeju-Lekki,CM+IPTp+IRS+IPTi,Uzo-Uwani,june,887,2022,0.6,0.7,180,90
Ibi,CM+IPTp+IRS+SMC,Keana,august,950,2022,0.6,0.7,180,90
Ido,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ife Central,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ife North,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ifedayo,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Ifelodun2,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ijebu East,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Ijebu North,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ijebu ode,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ikara,CM+IPTp+IRS+SMC,Soba,july,915,2022,0.6,0.7,180,90
Ikom,CM+IPTp+IRS+IPTi,Obubra,june,887,2022,0.6,0.7,180,90
Ikwo,CM+IPTp+IRS+IPTi,Obubra,june,887,2022,0.6,0.7,180,90
Ila,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Ilesha East,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Ilesha West,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Illela,CM+IPTp+IRS+SMC,Gawabawa,august,950,2022,0.6,0.7,180,90
Ingawa,CM+IPTp+IRS+SMC,Rimi,march,796,2022,0.6,0.7,180,90
Irepodun2,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Irewole,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ishielu,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
Isin,CM+IPTp+IRS+IPTi,Oke-Ero,july,915,2022,0.6,0.7,180,90
Itas-Gadau,CM+IPTp+IRS+SMC,Taura,july,915,2022,0.6,0.7,180,90
Itesiwaju,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Ivo,CM+IPTp+IRS+IPTi,Ngor-Okpala,june,887,2022,0.6,0.7,180,90
Iwo,CM+IPTp+IRS+IPTi,Akinyele,may,852,2022,0.6,0.7,180,90
Izzi,CM+IPTp+IRS+IPTi,Owan East,march,796,2022,0.6,0.7,180,90
