LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
Sandamu,Rimi,2021,Sandamu,0.878423186,0.710911537,0.630988288,0.822128818,0.756649451,0.692853778,0.53,1,march,435
Sandamu,Rimi,2024,Sandamu,0.878423186,0.710911537,0.630988288,0.822128818,0.756649451,0.692853778,0.53,2,march,1530
Aleiro,Birnin Kebbi,2021,Aleiro,0.94707177,0.737960786,0.641974103,0.94526286,0.705366928,0.6684684,0.53,1,august,588
Aleiro,Birnin Kebbi,2024,Aleiro,0.94707177,0.737960786,0.641974103,0.94526286,0.705366928,0.6684684,0.53,2,august,1683
Argungu,Birnin Kebbi,2021,Argungu,1,0.887910978,0.780683527,1,0.749755556,0.689763899,0.53,1,august,588
Argungu,Birnin Kebbi,2024,Argungu,1,0.887910978,0.780683527,1,0.749755556,0.689763899,0.53,2,august,1683
Augie,Birnin Kebbi,2021,Augie,1,0.85,1,1,0.747566745,0.688770794,0.53,1,august,588
Augie,Birnin Kebbi,2024,Augie,1,0.85,1,1,0.747566745,0.688770794,0.53,2,august,1683
Bunza,Birnin Kebbi,2021,Bunza,0.94707177,0.737960786,0.641974103,0.94526286,0.672182056,0.650932828,0.53,1,august,588
Bunza,Birnin Kebbi,2024,Bunza,0.94707177,0.737960786,0.641974103,0.94526286,0.672182056,0.650932828,0.53,2,august,1683
Fakai,Birnin Kebbi,2021,Fakai,1,0.96923077,0.853846154,0.940540541,0.590008654,0.601533253,0.53,1,august,588
Fakai,Birnin Kebbi,2024,Fakai,1,0.96923077,0.853846154,0.940540541,0.590008654,0.601533253,0.53,2,august,1683
Gwandu,Birnin Kebbi,2021,Gwandu,0.94707177,0.9375,0.95,1,0.783737788,0.704443878,0.53,1,august,588
Gwandu,Birnin Kebbi,2024,Gwandu,0.94707177,0.9375,0.95,1,0.783737788,0.704443878,0.53,2,august,1683
Jega,Birnin Kebbi,2021,Jega,1,0.958990183,0.644892738,1,0.700200915,0.665830158,0.53,1,august,588
Jega,Birnin Kebbi,2024,Jega,1,0.958990183,0.644892738,1,0.700200915,0.665830158,0.53,2,august,1683
Kalgo,Birnin Kebbi,2021,Kalgo,1,0.946932625,0.865187563,1,0.681068976,0.655765729,0.53,1,august,588
Kalgo,Birnin Kebbi,2024,Kalgo,1,0.946932625,0.865187563,1,0.681068976,0.655765729,0.53,2,august,1683
Iseyin,Akinyele,2020,Iseyin,0.745625234,0.52891423,0.24501499,0.671193845,0.381804807,0.444882082,0.53,1,may,131
Iseyin,Akinyele,2023,Iseyin,0.745625234,0.52891423,0.24501499,0.671193845,0.381804807,0.444882082,0.53,2,may,1226
Maiyama,Birnin Kebbi,2021,Maiyama,1,0.857142857,0.548571428,0.939130435,0.635960953,0.630198767,0.53,1,august,588
Maiyama,Birnin Kebbi,2024,Maiyama,1,0.857142857,0.548571428,0.939130435,0.635960953,0.630198767,0.53,2,august,1683
Ngaski,Owan East,2021,Ngaski,1,1,0.81793722,1,0.50355318,0.540983781,0.53,1,march,435
Ngaski,Owan East,2024,Ngaski,1,1,0.81793722,1,0.50355318,0.540983781,0.53,2,march,1530
Sakaba,Alkaleri,2021,Sakaba,0.58144166,0.458086331,0.40628614,0.597026536,0.671709859,0.650673231,0.53,1,july,551
Sakaba,Alkaleri,2024,Sakaba,0.58144166,0.458086331,0.40628614,0.597026536,0.671709859,0.650673231,0.53,2,july,1646
Shanga,Birnin Kebbi,2021,Shanga,1,0.977777778,0.837209303,0.857142857,0.602629245,0.609664023,0.53,1,august,588
Shanga,Birnin Kebbi,2024,Shanga,1,0.977777778,0.837209303,0.857142857,0.602629245,0.609664023,0.53,2,august,1683
Suru,Birnin Kebbi,2021,Suru,1,0.967741936,0.633333334,0.983333333,0.607478923,0.612737045,0.53,1,august,588
Suru,Birnin Kebbi,2024,Suru,1,0.967741936,0.633333334,0.983333333,0.607478923,0.612737045,0.53,2,august,1683
Wasagu-Danko,Alkaleri,2021,Wasagu/Danko,1,1,0.8,1,0.603250653,0.610059384,0.53,1,july,551
Wasagu-Danko,Alkaleri,2024,Wasagu/Danko,1,1,0.8,1,0.603250653,0.610059384,0.53,2,july,1646
Yauri,Birnin Kebbi,2021,Yauri,1,1,0.80656134,1,0.619243928,0.620072014,0.53,1,august,588
Yauri,Birnin Kebbi,2024,Yauri,1,1,0.80656134,1,0.619243928,0.620072014,0.53,2,august,1683
Zuru,Alkaleri,2021,Zuru,0.58144166,1,0.844444445,1,0.60621808,0.611940869,0.53,1,july,551
Zuru,Alkaleri,2024,Zuru,0.58144166,1,0.844444445,1,0.60621808,0.611940869,0.53,2,july,1646
Adavi,Owan East,2020,Adavi,0.996786174,0.714669551,0.623622659,0.711426337,0.308698703,0.384675567,0.53,1,march,70
Adavi,Owan East,2023,Adavi,0.996786174,0.714669551,0.623622659,0.711426337,0.308698703,0.384675567,0.53,2,march,1165
Ajaokuta,Owan East,2020,Ajaokuta,0.48,0.5,0.488888888,0.495652174,0.321205627,0.394962504,0.53,1,march,70
Ajaokuta,Owan East,2023,Ajaokuta,0.48,0.5,0.488888888,0.495652174,0.321205627,0.394962504,0.53,2,march,1165
Ankpa,Owan East,2020,Ankpa,0.491202859,0.316595726,0.46085342,0.393078746,0.382494781,0.445447774,0.53,1,march,70
Ankpa,Owan East,2023,Ankpa,0.491202859,0.316595726,0.46085342,0.393078746,0.382494781,0.445447774,0.53,2,march,1165
Bassa1,Keana,2020,Bassa1,1,0.9,0.925,1,0.406315085,0.464886674,0.53,1,august,223
Bassa1,Keana,2023,Bassa1,1,0.9,0.925,1,0.406315085,0.464886674,0.53,2,august,1318
Dekina,Owan East,2020,Dekina,0.266872344,0.268264106,0.223497109,0.395442018,0.371777405,0.436648124,0.53,1,march,70
Dekina,Owan East,2023,Dekina,0.266872344,0.268264106,0.223497109,0.395442018,0.371777405,0.436648124,0.53,2,march,1165
Edu,Oke-Ero,2020,Edu,0.330993882,0.266825207,0.285703042,0.439101847,0.339359862,0.409929917,0.53,1,july,186
Edu,Oke-Ero,2023,Edu,0.330993882,0.266825207,0.285703042,0.439101847,0.339359862,0.409929917,0.53,2,july,1281
Ibaji,Uzo-Uwani,2020,Ibaji,0.631517543,0.611629129,0.507818927,0.730307167,0.335530068,0.406770517,0.53,1,june,162
Ibaji,Uzo-Uwani,2023,Ibaji,0.631517543,0.611629129,0.507818927,0.730307167,0.335530068,0.406770517,0.53,2,june,1257
Idah,Uzo-Uwani,2020,Idah,0.331783877,0.268927518,0.192060578,0.226610623,0.382023573,0.445061456,0.53,1,june,162
Idah,Uzo-Uwani,2023,Idah,0.331783877,0.268927518,0.192060578,0.226610623,0.382023573,0.445061456,0.53,2,june,1257
Igalamela-Odolu,Uzo-Uwani,2020,Igalamela-Odolu,1,0.923451653,0.832533877,0.864124031,0.344682632,0.414321376,0.53,1,june,162
Igalamela-Odolu,Uzo-Uwani,2023,Igalamela-Odolu,1,0.923451653,0.832533877,0.864124031,0.344682632,0.414321376,0.53,2,june,1257
Ijumu,Oke-Ero,2020,Ijumu,0.66,0.8,0.7,0.648,0.312708323,0.387970309,0.53,1,july,186
Ijumu,Oke-Ero,2023,Ijumu,0.66,0.8,0.7,0.648,0.312708323,0.387970309,0.53,2,july,1281
Kabba-Bunu,Oke-Ero,2020,Kabba/Bunu,0.642698081,0.433980262,0.520933686,0.6,0.319779497,0.393788165,0.53,1,july,186
Kabba-Bunu,Oke-Ero,2023,Kabba/Bunu,0.642698081,0.433980262,0.520933686,0.6,0.319779497,0.393788165,0.53,2,july,1281
Kogi,Keana,2020,Kogi,0.436363637,0.12,0.2,0.36226415,0.368216183,0.433718849,0.53,1,august,223
Kogi,Keana,2023,Kogi,0.436363637,0.12,0.2,0.36226415,0.368216183,0.433718849,0.53,2,august,1318
Lokoja,Keana,2020,Lokoja,0.726406999,0.650153906,0.505980466,0.709520677,0.314676325,0.389588612,0.53,1,august,223
Lokoja,Keana,2023,Lokoja,0.726406999,0.650153906,0.505980466,0.709520677,0.314676325,0.389588612,0.53,2,august,1318
Mopa-Muro,Oke-Ero,2020,Mopa-Muro,0.470146681,0.359315966,0.312455578,0.426145735,0.291856976,0.370880339,0.53,1,july,186
Mopa-Muro,Oke-Ero,2023,Mopa-Muro,0.470146681,0.359315966,0.312455578,0.426145735,0.291856976,0.370880339,0.53,2,july,1281
Ofu,Owan East,2020,Ofu,0.648101305,0.49736836,0.488753759,0.682125611,0.33495597,0.406296962,0.53,1,march,70
Ofu,Owan East,2023,Ofu,0.648101305,0.49736836,0.488753759,0.682125611,0.33495597,0.406296962,0.53,2,march,1165
Okehi,Owan East,2020,Okehi,0.9,0.685714285,0.4,0.615384616,0.293031638,0.371839834,0.53,1,march,70
Okehi,Owan East,2023,Okehi,0.9,0.685714285,0.4,0.615384616,0.293031638,0.371839834,0.53,2,march,1165
Okene,Owan East,2020,Okene,0.619873753,0.537817568,0.367987723,0.58931353,0.275677686,0.357715363,0.53,1,march,70
Okene,Owan East,2023,Okene,0.619873753,0.537817568,0.367987723,0.58931353,0.275677686,0.357715363,0.53,2,march,1165
Olamabolo,Owan East,2020,Olamabolo,0.432498084,0.755735042,0.346218649,0.378384886,0.317039805,0.391533051,0.53,1,march,70
Olamabolo,Owan East,2023,Olamabolo,0.432498084,0.755735042,0.346218649,0.378384886,0.317039805,0.391533051,0.53,2,march,1165
Omala,Keana,2020,Omala,0.147085681,0.038824015,0.219265352,0.248269332,0.455368605,0.504091735,0.53,1,august,223
Omala,Keana,2023,Omala,0.147085681,0.038824015,0.219265352,0.248269332,0.455368605,0.504091735,0.53,2,august,1318
Yagba East,Oke-Ero,2020,Yagba East,0.635294118,0.72,0.45,0.642857143,0.291276571,0.370406416,0.53,1,july,186
Yagba East,Oke-Ero,2023,Yagba East,0.635294118,0.72,0.45,0.642857143,0.291276571,0.370406416,0.53,2,july,1281
Ifelodun1,Oke-Ero,2020,Ifelodun1,0.441518648,0.368281854,0.29725604,0.552853519,0.357982328,0.425290104,0.53,1,july,186
Ifelodun1,Oke-Ero,2023,Ifelodun1,0.441518648,0.368281854,0.29725604,0.552853519,0.357982328,0.425290104,0.53,2,july,1281
Ilorin East,Oke-Ero,2020,Ilorin East,0.347929578,0.354413593,0.315952243,0.363499451,0.350824888,0.419388367,0.53,1,july,186
Ilorin East,Oke-Ero,2023,Ilorin East,0.347929578,0.354413593,0.315952243,0.363499451,0.350824888,0.419388367,0.53,2,july,1281
Ilorin South,Oke-Ero,2020,Ilorin South,0.470146681,0.359315966,0.312455578,0.426145735,0.316790933,0.391328258,0.53,1,july,186
Ilorin South,Oke-Ero,2023,Ilorin South,0.470146681,0.359315966,0.312455578,0.426145735,0.316790933,0.391328258,0.53,2,july,1281
Ilorin West,Owan East,2020,Ilorin West,0.260686758,0.240633236,0.247184603,0.169508575,0.300629985,0.378056657,0.53,1,march,70
Ilorin West,Owan East,2023,Ilorin West,0.260686758,0.240633236,0.247184603,0.169508575,0.300629985,0.378056657,0.53,2,march,1165
Irepodun1,Owan East,2020,Irepodun1,0.23036805,0.186109256,0.344973988,0.3722586,0.354587436,0.422491317,0.53,1,march,70
Irepodun1,Owan East,2023,Irepodun1,0.23036805,0.186109256,0.344973988,0.3722586,0.354587436,0.422491317,0.53,2,march,1165
Itesiwaju,Akinyele,2020,Itesiwaju,0.5217819,0.470437196,0.372688174,0.452985571,0.428195908,0.482539024,0.53,1,may,131
Itesiwaju,Akinyele,2023,Itesiwaju,0.5217819,0.470437196,0.372688174,0.452985571,0.428195908,0.482539024,0.53,2,may,1226
Isin,Oke-Ero,2020,Isin,0.358865216,0.2,0.213829782,0.408785834,0.349688854,0.418451319,0.53,1,july,186
Isin,Oke-Ero,2023,Isin,0.358865216,0.2,0.213829782,0.408785834,0.349688854,0.418451319,0.53,2,july,1281
Kaiama,Oke-Ero,2020,Kaiama,0.742857143,0.7125,0.417391304,0.766666667,0.409404988,0.467392893,0.53,1,july,186
Kaiama,Oke-Ero,2023,Kaiama,0.742857143,0.7125,0.417391304,0.766666667,0.409404988,0.467392893,0.53,2,july,1281
Moro,Oke-Ero,2020,Moro,0.25,0.3,0.12972973,0.24,0.336971467,0.407959544,0.53,1,july,186
Moro,Oke-Ero,2023,Moro,0.25,0.3,0.12972973,0.24,0.336971467,0.407959544,0.53,2,july,1281
Offa,Akinyele,2020,Offa,0.292664798,0.321951203,0.343742512,0.364775885,0.350724749,0.419305771,0.53,1,may,131
Offa,Akinyele,2023,Offa,0.292664798,0.321951203,0.343742512,0.364775885,0.350724749,0.419305771,0.53,2,may,1226
Oke-Ero,Oke-Ero,2020,Oke-Ero,0.16,0.109090909,0.252631579,0.25,0.328086235,0.400631968,0.53,1,july,186
Oke-Ero,Oke-Ero,2023,Oke-Ero,0.16,0.109090909,0.252631579,0.25,0.328086235,0.400631968,0.53,2,july,1281
Kajola,Akinyele,2020,Kajola,0.476334125,0.2103534,0.308215067,0.479712448,0.406200649,0.464793778,0.53,1,may,131
Kajola,Akinyele,2023,Kajola,0.476334125,0.2103534,0.308215067,0.479712448,0.406200649,0.464793778,0.53,2,may,1226
Oyun,Oke-Ero,2020,Oyun,0.493769888,0.140030447,0.31951302,0.443549473,0.379244204,0.442781654,0.53,1,july,186
Oyun,Oke-Ero,2023,Oyun,0.493769888,0.140030447,0.31951302,0.443549473,0.379244204,0.442781654,0.53,2,july,1281
Pategi,Oke-Ero,2020,Pategi,0.917647058,0.48,0.266666666,0.906122449,0.318277299,0.392551518,0.53,1,july,186
Pategi,Oke-Ero,2023,Pategi,0.917647058,0.48,0.266666666,0.906122449,0.318277299,0.392551518,0.53,2,july,1281
Agege,Uzo-Uwani,2020,Agege,0.283321002,0.309224017,0.061171686,0.213605548,0.445938468,0.49666464,0.53,1,june,162
Agege,Uzo-Uwani,2023,Agege,0.283321002,0.309224017,0.061171686,0.213605548,0.445938468,0.49666464,0.53,2,june,1257
Ajeromi-Ifelodun,Uzo-Uwani,2020,Ajeromi-Ifelodun,0.178744492,0.176785727,0.013639625,0.049719275,0.442448497,0.493901179,0.53,1,june,162
Ajeromi-Ifelodun,Uzo-Uwani,2023,Ajeromi-Ifelodun,0.178744492,0.176785727,0.013639625,0.049719275,0.442448497,0.493901179,0.53,2,june,1257
Alimosho,Uzo-Uwani,2020,Alimosho,0.296668033,0.22144671,0.177726364,0.177209178,0.431973509,0.485561977,0.53,1,june,162
Alimosho,Uzo-Uwani,2023,Alimosho,0.296668033,0.22144671,0.177726364,0.177209178,0.431973509,0.485561977,0.53,2,june,1257
Apapa,Isoko South,2020,Apapa,0.36923077,0.24,0.252631579,0.248275862,0.464571223,0.511279973,0.53,1,june,162
Apapa,Isoko South,2023,Apapa,0.36923077,0.24,0.252631579,0.248275862,0.464571223,0.511279973,0.53,2,june,1257
Epe,Uzo-Uwani,2020,Epe,0.092307692,0.3,0.2,0.216,0.40174632,0.461173792,0.53,1,june,162
Epe,Uzo-Uwani,2023,Epe,0.092307692,0.3,0.2,0.216,0.40174632,0.461173792,0.53,2,june,1257
Ifako-Ijaye,Uzo-Uwani,2020,Ifako-Ijaye,0.331783877,0.268927518,0.192060578,0.038304299,0.390672088,0.45214207,0.53,1,june,162
Ifako-Ijaye,Uzo-Uwani,2023,Ifako-Ijaye,0.331783877,0.268927518,0.192060578,0.038304299,0.390672088,0.45214207,0.53,2,june,1257
Ikeja,Uzo-Uwani,2020,Ikeja,0.48,0.268927518,0.192060578,0.130909091,0.481253048,0.524146789,0.53,1,june,162
Ikeja,Uzo-Uwani,2023,Ikeja,0.48,0.268927518,0.192060578,0.130909091,0.481253048,0.524146789,0.53,2,june,1257
Mushin,Isoko South,2020,Mushin,0.145944901,0.17986122,0.085677,0.057735511,0.475938767,0.520071762,0.53,1,june,162
Mushin,Isoko South,2023,Mushin,0.145944901,0.17986122,0.085677,0.057735511,0.475938767,0.520071762,0.53,2,june,1257
Kokona,Oke-Ero,2021,Kokona,0.874838702,0.768918088,0.646153846,0.791070104,0.460705224,0.508267659,0.53,1,july,551
Kokona,Oke-Ero,2024,Kokona,0.874838702,0.768918088,0.646153846,0.791070104,0.460705224,0.508267659,0.53,2,july,1646
Ojo,Isoko South,2020,Ojo,0.333962272,0.347797273,0.176666015,0.230470508,0.435361631,0.488266396,0.53,1,june,162
Ojo,Isoko South,2023,Ojo,0.333962272,0.347797273,0.176666015,0.230470508,0.435361631,0.488266396,0.53,2,june,1257
Oshodi-Isolo,Uzo-Uwani,2020,Oshodi-Isolo,0.156346152,0.09460982,0.192060578,0.052843222,0.465655625,0.512122932,0.53,1,june,162
Oshodi-Isolo,Uzo-Uwani,2023,Oshodi-Isolo,0.156346152,0.09460982,0.192060578,0.052843222,0.465655625,0.512122932,0.53,2,june,1257
Surulere1,Oke-Ero,2020,Surulere1,0.04130514,0.043603345,0.016527983,0.032573387,0.464358896,0.511114818,0.53,1,july,186
Surulere1,Oke-Ero,2023,Surulere1,0.04130514,0.043603345,0.016527983,0.032573387,0.464358896,0.511114818,0.53,2,july,1281
Akwanga,Oke-Ero,2021,Akwanga,0.987459865,0.96100598,0.872535406,0.950406138,0.509076895,0.545084849,0.53,1,july,551
Akwanga,Oke-Ero,2024,Akwanga,0.987459865,0.96100598,0.872535406,0.950406138,0.509076895,0.545084849,0.53,2,july,1646
Obi2,Keana,2021,Obi2,0.988235294,1,0.352941176,0.96,0.47867099,0.522169724,0.53,1,august,588
Obi2,Keana,2024,Obi2,0.988235294,1,0.352941176,0.96,0.47867099,0.522169724,0.53,2,august,1683
Awe,Keana,2021,Awe,0.726519521,0.515440208,0.562736861,0.878745559,0.564364244,0.584430432,0.53,1,august,588
Awe,Keana,2024,Awe,0.726519521,0.515440208,0.562736861,0.878745559,0.564364244,0.584430432,0.53,2,august,1683
Doma,Keana,2021,Doma,0.886735282,0.581548691,0.398647674,0.720428701,0.39040939,0.451927322,0.53,1,august,588
Doma,Keana,2024,Doma,0.886735282,0.581548691,0.398647674,0.720428701,0.39040939,0.451927322,0.53,2,august,1683
Karu,Oke-Ero,2021,Karu,0.456432761,0.456169724,0.53780917,0.47739779,0.470750314,0.516071368,0.53,1,july,551
Karu,Oke-Ero,2024,Karu,0.456432761,0.456169724,0.53780917,0.47739779,0.470750314,0.516071368,0.53,2,july,1646
Keana,Keana,2021,Keana,0.61325653,0.529257775,0.416182829,0.706819121,0.38719336,0.449296597,0.53,1,august,588
Keana,Keana,2024,Keana,0.61325653,0.529257775,0.416182829,0.706819121,0.38719336,0.449296597,0.53,2,august,1683
Keffi,Oke-Ero,2021,Keffi,0.866866858,0.515670683,0.521369819,0.684690668,0.452112722,0.5015342,0.53,1,july,551
Keffi,Oke-Ero,2024,Keffi,0.866866858,0.515670683,0.521369819,0.684690668,0.452112722,0.5015342,0.53,2,july,1646
Lafia,Alkaleri,2021,Lafia,0.602287159,0.437483986,0.322995143,0.5587144,0.503966925,0.541291955,0.53,1,july,551
Lafia,Alkaleri,2024,Lafia,0.602287159,0.437483986,0.322995143,0.5587144,0.503966925,0.541291955,0.53,2,july,1646
Nasarawa2,Keana,2021,Nasarawa2,0.787221571,0.5535139,0.580052358,0.779706552,0.379114078,0.442674871,0.53,1,august,588
Nasarawa2,Keana,2024,Nasarawa2,0.787221571,0.5535139,0.580052358,0.779706552,0.379114078,0.442674871,0.53,2,august,1683
Nasarawa-Eggon,Alkaleri,2021,Nasarawa-Eggon,0.83076923,0.8,0.744827586,0.790243902,0.497648158,0.536568319,0.53,1,july,551
Nasarawa-Eggon,Alkaleri,2024,Nasarawa-Eggon,0.83076923,0.8,0.744827586,0.790243902,0.497648158,0.536568319,0.53,2,july,1646
Chanchaga,Keana,2022,Chanchaga,0.412353568,0.209019714,0.232987552,0.392694064,0.393820889,0.454714405,0.53,1,august,953
Chanchaga,Keana,2025,Chanchaga,0.412353568,0.209019714,0.232987552,0.392694064,0.393820889,0.454714405,0.53,2,august,2048
Toto,Keana,2021,Toto,0.798912229,0.692385342,0.58975659,0.756769205,0.39100856,0.452417095,0.53,1,august,588
Toto,Keana,2024,Toto,0.798912229,0.692385342,0.58975659,0.756769205,0.39100856,0.452417095,0.53,2,august,1683
Wamba,Alkaleri,2021,Wamba,1,0.6,0.8625,0.983333333,0.418578169,0.474808309,0.53,1,july,551
Wamba,Alkaleri,2024,Wamba,1,0.6,0.8625,0.983333333,0.418578169,0.474808309,0.53,2,july,1646
Agaie,Oke-Ero,2022,Agaie,0.470146681,0.359315966,0.312455578,0.426145735,0.469310553,0.514957552,0.53,1,july,916
Agaie,Oke-Ero,2025,Agaie,0.470146681,0.359315966,0.312455578,0.426145735,0.469310553,0.514957552,0.53,2,july,2011
Agwara,Birnin Kebbi,2022,Agwara,0.94707177,0.737960786,0.641974103,0.94526286,0.513248554,0.548162892,0.53,1,august,953
Agwara,Birnin Kebbi,2025,Agwara,0.94707177,0.737960786,0.641974103,0.94526286,0.513248554,0.548162892,0.53,2,august,2048
Bida,Oke-Ero,2022,Bida,0.469565218,0.218181818,0.186666667,0.409090909,0.354220152,0.422188464,0.53,1,july,916
Bida,Oke-Ero,2025,Bida,0.469565218,0.218181818,0.186666667,0.409090909,0.354220152,0.422188464,0.53,2,july,2011
Bosso,Keana,2022,Bosso,0.431934222,0.382040698,0.322074509,0.478685279,0.45101388,0.500669413,0.53,1,august,953
Bosso,Keana,2025,Bosso,0.431934222,0.382040698,0.322074509,0.478685279,0.45101388,0.500669413,0.53,2,august,2048
Edati,Oke-Ero,2022,Edati,0.564705882,0.45,0.32,0.643478261,0.417118573,0.473631021,0.53,1,july,916
Edati,Oke-Ero,2025,Edati,0.564705882,0.45,0.32,0.643478261,0.417118573,0.473631021,0.53,2,july,2011
Gbako,Oke-Ero,2022,Gbako,0.2,0.145454545,0.312455578,0.169230769,0.413494411,0.470703464,0.53,1,july,916
Gbako,Oke-Ero,2025,Gbako,0.2,0.145454545,0.312455578,0.169230769,0.413494411,0.470703464,0.53,2,july,2011
Gurara,Oke-Ero,2022,Gurara,0.470146681,0.359315966,0.312455578,0.426145735,0.530491978,0.560704096,0.53,1,july,916
Gurara,Oke-Ero,2025,Gurara,0.470146681,0.359315966,0.312455578,0.426145735,0.530491978,0.560704096,0.53,2,july,2011
Katcha,Oke-Ero,2022,Katcha,0.456602669,0.148301334,0.15889656,0.372569453,0.42622003,0.480954753,0.53,1,july,916
Katcha,Oke-Ero,2025,Katcha,0.456602669,0.148301334,0.15889656,0.372569453,0.42622003,0.480954753,0.53,2,july,2011
Kontagora,Oke-Ero,2022,Kontagora,0.377103656,0.193853982,0.164484152,0.329711141,0.60860437,0.613446079,0.53,1,july,916
Kontagora,Oke-Ero,2025,Kontagora,0.377103656,0.193853982,0.164484152,0.329711141,0.60860437,0.613446079,0.53,2,july,2011
Lapai,Oke-Ero,2022,Lapai,0.470146681,0.359315966,0.312455578,0.426145735,0.420239724,0.476147229,0.53,1,july,916
Lapai,Oke-Ero,2025,Lapai,0.470146681,0.359315966,0.312455578,0.426145735,0.420239724,0.476147229,0.53,2,july,2011
Lavun,Oke-Ero,2022,Lavun,0.409017829,0.343689522,0.211453014,0.372234684,0.535336764,0.564173288,0.53,1,july,916
Lavun,Oke-Ero,2025,Lavun,0.409017829,0.343689522,0.211453014,0.372234684,0.535336764,0.564173288,0.53,2,july,2011
Magama,Oke-Ero,2022,Magama,0.42262163,0.276786152,0.221511641,0.418335898,0.472155733,0.517157065,0.53,1,july,916
Magama,Oke-Ero,2025,Magama,0.42262163,0.276786152,0.221511641,0.418335898,0.472155733,0.517157065,0.53,2,july,2011
Mariga,Oke-Ero,2022,Mariga,0.523636363,0.124137931,0.096,0.516666667,0.651231893,0.639142834,0.53,1,july,916
Mariga,Oke-Ero,2025,Mariga,0.523636363,0.124137931,0.096,0.516666667,0.651231893,0.639142834,0.53,2,july,2011
Mashegu,Oke-Ero,2022,Mashegu,0.470146681,0.359315966,0.312455578,0.426145735,0.469502121,0.515105843,0.53,1,july,916
Mashegu,Oke-Ero,2025,Mashegu,0.470146681,0.359315966,0.312455578,0.426145735,0.469502121,0.515105843,0.53,2,july,2011
Pailoro,Oke-Ero,2022,Pailoro,0.278497381,0.133713325,0.133427866,0.258754387,0.511626287,0.546967894,0.53,1,july,916
Pailoro,Oke-Ero,2025,Pailoro,0.278497381,0.133713325,0.133427866,0.258754387,0.511626287,0.546967894,0.53,2,july,2011
Lagelu,Akinyele,2020,Lagelu,0.5217819,0.470437196,0.372688174,0.452985571,0.345490307,0.414987723,0.53,1,may,131
Lagelu,Akinyele,2023,Lagelu,0.5217819,0.470437196,0.372688174,0.452985571,0.345490307,0.414987723,0.53,2,may,1226
Mokwa,Oke-Ero,2022,Mokwa,0.544281688,0.29430789,0.278724116,0.520152178,0.422191007,0.477717867,0.53,1,july,916
Mokwa,Oke-Ero,2025,Mokwa,0.544281688,0.29430789,0.278724116,0.520152178,0.422191007,0.477717867,0.53,2,july,2011
Muya,Giwa,2022,Muya,0.586046512,0.2,0.042857143,0.473239436,0.602049914,0.60929501,0.53,1,august,953
Muya,Giwa,2025,Muya,0.586046512,0.2,0.042857143,0.473239436,0.602049914,0.60929501,0.53,2,august,2048
Abeokuta South,Uzo-Uwani,2021,Abeokuta South,0.453741482,0.763985334,0.210269801,0.308763,0.443245868,0.494533241,0.53,1,june,527
Abeokuta South,Uzo-Uwani,2024,Abeokuta South,0.453741482,0.763985334,0.210269801,0.308763,0.443245868,0.494533241,0.53,2,june,1622
Ijebu North,Owan East,2021,Ijebu North,0.669886384,0.449767483,0.422503111,0.251372288,0.308615406,0.384607157,0.53,1,march,435
Ijebu North,Owan East,2024,Ijebu North,0.669886384,0.449767483,0.422503111,0.251372288,0.308615406,0.384607157,0.53,2,march,1530
Rafi,Oke-Ero,2022,Rafi,0.543973027,0.465709164,0.343920236,0.552446738,0.550360117,0.574772763,0.53,1,july,916
Rafi,Oke-Ero,2025,Rafi,0.543973027,0.465709164,0.343920236,0.552446738,0.550360117,0.574772763,0.53,2,july,2011
Rijau,Alkaleri,2022,Rijau,0.58144166,1,0.766666667,1,0.589881947,0.601450652,0.53,1,july,916
Rijau,Alkaleri,2025,Rijau,0.58144166,1,0.766666667,1,0.589881947,0.601450652,0.53,2,july,2011
Ado-Odo-Ota,Uzo-Uwani,2021,Ado-Odo/Ota,0.524575987,0.537380311,0.347813119,0.370028664,0.405185074,0.46396913,0.53,1,june,527
Ado-Odo-Ota,Uzo-Uwani,2024,Ado-Odo/Ota,0.524575987,0.537380311,0.347813119,0.370028664,0.405185074,0.46396913,0.53,2,june,1622
Ijebu North East,Oke-Ero,2021,Ijebu North East,0.133333333,0.359315966,0.312455578,0.08,0.396632199,0.457008243,0.53,1,july,551
Ijebu North East,Oke-Ero,2024,Ijebu North East,0.133333333,0.359315966,0.312455578,0.08,0.396632199,0.457008243,0.53,2,july,1646
Shiroro,Oke-Ero,2022,Shiroro,0.318198455,0.217578787,0.342704437,0.3532955,0.564594834,0.584587609,0.53,1,july,916
Shiroro,Oke-Ero,2025,Shiroro,0.318198455,0.217578787,0.342704437,0.3532955,0.564594834,0.584587609,0.53,2,july,2011
Suleja,Giwa,2022,Suleja,0.495519338,0.36,0.18785627,0.282216982,0.574948442,0.59158217,0.53,1,august,953
Suleja,Giwa,2025,Suleja,0.495519338,0.36,0.18785627,0.282216982,0.574948442,0.59158217,0.53,2,august,2048
Tafa,Oke-Ero,2022,Tafa,0.727272727,0.624,0.4125,0.552380952,0.544339269,0.570554,0.53,1,july,916
Tafa,Oke-Ero,2025,Tafa,0.727272727,0.624,0.4125,0.552380952,0.544339269,0.570554,0.53,2,july,2011
