,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,round,peak,simday,MapA_mix,llin_type
356,Izzi,Owan East,2023,Izzi,0.551277798,0.537229424,0.444185918,0.516621408,0.7188,2,march,1165,CM+IPTp+IRS+SMC,itn_pbo
357,Ohaukwu,Owan East,2020,Ohaukwu,0.375,0.5,0.483870968,0.446428571,0.7188,1,march,70,CM+IPTp+IRS+SMC,itn_pbo
358,Ohaukwu,Owan East,2023,Ohaukwu,0.375,0.5,0.483870968,0.446428571,0.7188,2,march,1165,CM+IPTp+IRS+SMC,itn_pbo
359,Onicha,Obubra,2020,Onicha,0.674363328,0.706345041,0.57082199,0.662857148,0.7188,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
360,Onicha,Obubra,2023,Onicha,0.674363328,0.706345041,0.57082199,0.662857148,0.7188,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
361,Akoko-Edo,Owan East,2020,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.381512482,1,march,70,CM+IPTp+LLINs+SMC,itn
362,Akoko-Edo,Owan East,2023,Akoko-Edo,0.403855019,0.232317606,0.394492588,0.499327837,0.381512482,2,march,1165,CM+IPTp+LLINs+SMC,itn
363,Esan North East,Uzo-Uwani,2020,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.409684078,1,june,162,CM+IPTp+LLINs+IPTi,itn
364,Esan North East,Uzo-Uwani,2023,Esan North East,0.266666667,0.3,0.230769231,0.227272727,0.409684078,2,june,1257,CM+IPTp+LLINs+IPTi,itn
365,Esan Central,Owan East,2020,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.413280793,1,march,70,CM+IPTp+LLINs+IPTi,itn
366,Esan Central,Owan East,2023,Esan Central,0.555555556,0.625,0.235294118,0.280701754,0.413280793,2,march,1165,CM+IPTp+LLINs+IPTi,itn
367,Esan South East,Uzo-Uwani,2020,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.463795838,1,june,162,CM+IPTp+LLINs+IPTi,itn
368,Esan South East,Uzo-Uwani,2023,Esan South East,0.419240922,0.298191902,0.318773719,0.413052039,0.463795838,2,june,1257,CM+IPTp+LLINs+IPTi,itn
369,Esan West,Uzo-Uwani,2020,Esan West,0.333333333,0.4,0.6,0.243243243,0.432241487,1,june,162,CM+IPTp+LLINs+IPTi,itn
370,Esan West,Uzo-Uwani,2023,Esan West,0.333333333,0.4,0.6,0.243243243,0.432241487,2,june,1257,CM+IPTp+LLINs+IPTi,itn
371,Etsako Central,Owan East,2020,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.377689484,1,march,70,CM+IPTp+LLINs+SMC,itn
372,Etsako Central,Owan East,2023,Etsako Central,0.25,0.133333333,0.391304348,0.160714286,0.377689484,2,march,1165,CM+IPTp+LLINs+SMC,itn
373,Etsako East,Owan East,2020,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.389711717,1,march,70,CM+IPTp+LLINs+SMC,itn
374,Etsako East,Owan East,2023,Etsako East,0.222853343,0.035081229,0.082263184,0.219326988,0.389711717,2,march,1165,CM+IPTp+LLINs+SMC,itn
375,Etsako West,Owan East,2020,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.36946828,1,march,70,CM+IPTp+LLINs+IPTi,itn
376,Etsako West,Owan East,2023,Etsako West,0.156801223,0.047429771,0.039901288,0.091796309,0.36946828,2,march,1165,CM+IPTp+LLINs+IPTi,itn
377,Igueben,Uzo-Uwani,2020,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.472108841,1,june,162,CM+IPTp+LLINs+IPTi,itn
378,Igueben,Uzo-Uwani,2023,Igueben,0.246225282,0.155754508,0.318977515,0.312708352,0.472108841,2,june,1257,CM+IPTp+LLINs+IPTi,itn
379,Aninri,Oru West,2020,Aninri,0.415856951,0.502677276,0.181500874,0.379519564,0.484335586,1,june,162,CM+IPTp+LLINs+IPTi,itn
380,Aninri,Oru West,2023,Aninri,0.415856951,0.502677276,0.181500874,0.379519564,0.484335586,2,june,1257,CM+IPTp+LLINs+IPTi,itn
381,Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.407105953,1,june,162,CM+IPTp+LLINs+IPTi,itn
382,Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.25178341,0.296366685,0.275456393,0.242035061,0.407105953,2,june,1257,CM+IPTp+LLINs+IPTi,itn
383,Ovia North East,Owan East,2020,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.408498179,1,march,70,CM+IPTp+LLINs+IPTi,itn
384,Ovia North East,Owan East,2023,Ovia North East,0.363636364,0.3,0.166666667,0.375,0.408498179,2,march,1165,CM+IPTp+LLINs+IPTi,itn
385,Ovia South West,Akinyele,2020,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.429873962,1,may,131,CM+IPTp+LLINs+IPTi,itn
386,Ovia South West,Akinyele,2023,Ovia South West,0.631147615,0.384615397,0.516129069,0.518817183,0.429873962,2,may,1226,CM+IPTp+LLINs+IPTi,itn
387,Owan East,Owan East,2020,Owan East,0.37037037,0.25,0.25,0.372093023,0.389928709,1,march,70,CM+IPTp+LLINs+IPTi,itn
388,Owan East,Owan East,2023,Owan East,0.37037037,0.25,0.25,0.372093023,0.389928709,2,march,1165,CM+IPTp+LLINs+IPTi,itn
389,Owan West,Owan East,2020,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.451058274,1,march,70,CM+IPTp+LLINs+SMC,itn
390,Owan West,Owan East,2023,Owan West,0.151941644,0.138882972,0.214010569,0.387601876,0.451058274,2,march,1165,CM+IPTp+LLINs+SMC,itn
391,Uhunmwonde,Owan East,2020,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.450623986,1,march,70,CM+IPTp+LLINs+IPTi,itn
392,Uhunmwonde,Owan East,2023,Uhunmwonde,0.224944264,0.162064783,0.167862242,0.283756511,0.450623986,2,march,1165,CM+IPTp+LLINs+IPTi,itn
393,Ado Ekiti,Owan East,2020,Ado Ekiti,0.307654798,0.266792702,0.30162414,0.251320966,0.424809523,1,march,70,CM+IPTp+LLINs+IPTi,itn
394,Ado Ekiti,Owan East,2023,Ado Ekiti,0.307654798,0.266792702,0.30162414,0.251320966,0.424809523,2,march,1165,CM+IPTp+LLINs+IPTi,itn
395,Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.209302326,0.375,0.166666667,0.225490196,0.396790109,1,july,186,CM+IPTp+LLINs+IPTi,itn
396,Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.209302326,0.375,0.166666667,0.225490196,0.396790109,2,july,1281,CM+IPTp+LLINs+IPTi,itn
397,Ekiti East,Oke-Ero,2020,Ekiti East,0.25,0.299429972,0.125,0.188679245,0.412351259,1,july,186,CM+IPTp+LLINs+IPTi,itn
398,Ekiti East,Oke-Ero,2023,Ekiti East,0.25,0.299429972,0.125,0.188679245,0.412351259,2,july,1281,CM+IPTp+LLINs+IPTi,itn
399,Ekiti South West,Oke-Ero,2020,Ekiti South West,0.27166064,0.266233759,0.271209078,0.255773664,0.487961894,1,july,186,CM+IPTp+LLINs+IPTi,itn
400,Ekiti South West,Oke-Ero,2023,Ekiti South West,0.27166064,0.266233759,0.271209078,0.255773664,0.487961894,2,july,1281,CM+IPTp+LLINs+IPTi,itn
401,Awgu,Oru West,2020,Awgu,0.083333333,0.095238095,0.107142857,0.085365854,0.482762456,1,june,162,CM+IPTp+LLINs+IPTi,itn
402,Awgu,Oru West,2023,Awgu,0.083333333,0.095238095,0.107142857,0.085365854,0.482762456,2,june,1257,CM+IPTp+LLINs+IPTi,itn
403,Ekiti West,Oke-Ero,2020,Ekiti West,0.184223534,0.213830864,0.207872038,0.250242197,0.404541983,1,july,186,CM+IPTp+LLINs+IPTi,itn
404,Ekiti West,Oke-Ero,2023,Ekiti West,0.184223534,0.213830864,0.207872038,0.250242197,0.404541983,2,july,1281,CM+IPTp+LLINs+IPTi,itn
405,Emure,Oke-Ero,2020,Emure,0.357142857,0.153846154,0.090909091,0.216666667,0.436863758,1,july,186,CM+IPTp+LLINs+IPTi,itn
406,Emure,Oke-Ero,2023,Emure,0.357142857,0.153846154,0.090909091,0.216666667,0.436863758,2,july,1281,CM+IPTp+LLINs+IPTi,itn
407,Gboyin,Obubra,2020,Gboyin,0.31983529,0.131551915,0.188804999,0.238079038,0.36654315,1,june,162,CM+IPTp+LLINs+IPTi,itn
408,Gboyin,Obubra,2023,Gboyin,0.31983529,0.131551915,0.188804999,0.238079038,0.36654315,2,june,1257,CM+IPTp+LLINs+IPTi,itn
409,Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.200434256,0.201353458,0.15356295,0.157016209,0.379754213,1,july,186,CM+IPTp+LLINs+IPTi,itn
410,Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.200434256,0.201353458,0.15356295,0.157016209,0.379754213,2,july,1281,CM+IPTp+LLINs+IPTi,itn
411,Ijero,Oke-Ero,2020,Ijero,0.351895834,0.399107494,0.215514406,0.210181374,0.348459432,1,july,186,CM+IPTp+LLINs+IPTi,itn
412,Ijero,Oke-Ero,2023,Ijero,0.351895834,0.399107494,0.215514406,0.210181374,0.348459432,2,july,1281,CM+IPTp+LLINs+IPTi,itn
413,Ikere,Owan East,2020,Ikere,0.5,0.166666667,0.3,0.288888889,0.50525877,1,march,70,CM+IPTp+LLINs+IPTi,itn
414,Ikere,Owan East,2023,Ikere,0.5,0.166666667,0.3,0.288888889,0.50525877,2,march,1165,CM+IPTp+LLINs+IPTi,itn
415,Ikole,Oke-Ero,2020,Ikole,0.213149407,0.229371439,0.189242759,0.224233591,0.394638898,1,july,186,CM+IPTp+LLINs+SMC,itn
416,Ikole,Oke-Ero,2023,Ikole,0.213149407,0.229371439,0.189242759,0.224233591,0.394638898,2,july,1281,CM+IPTp+LLINs+SMC,itn
417,Ilemeji,Oke-Ero,2020,Ilemeji,0.666666667,0.571428571,0.4,0.24,0.384421328,1,july,186,CM+IPTp+LLINs+SMC,itn
418,Ilemeji,Oke-Ero,2023,Ilemeji,0.666666667,0.571428571,0.4,0.24,0.384421328,2,july,1281,CM+IPTp+LLINs+SMC,itn
419,Irepodun-Ifelodun,Oke-Ero,2020,Irepodun/Ifelodun,0.181818182,0.299429972,0.260379648,0.157894737,0.38908676,1,july,186,CM+IPTp+LLINs+IPTi,itn
420,Irepodun-Ifelodun,Oke-Ero,2023,Irepodun/Ifelodun,0.181818182,0.299429972,0.260379648,0.157894737,0.38908676,2,july,1281,CM+IPTp+LLINs+IPTi,itn
421,Ise-Orun,Oke-Ero,2020,Ise/Orun,0.171060699,0.158432706,0.218823528,0.266373142,0.467791215,1,july,186,CM+IPTp+LLINs+IPTi,itn
422,Ise-Orun,Oke-Ero,2023,Ise/Orun,0.171060699,0.158432706,0.218823528,0.266373142,0.467791215,2,july,1281,CM+IPTp+LLINs+IPTi,itn
423,Moba,Oke-Ero,2020,Moba,0.383931717,0.196426059,0.159547617,0.17050588,0.362981752,1,july,186,CM+IPTp+LLINs+SMC,itn
424,Moba,Oke-Ero,2023,Moba,0.383931717,0.196426059,0.159547617,0.17050588,0.362981752,2,july,1281,CM+IPTp+LLINs+SMC,itn
425,Oye,Oke-Ero,2020,Oye,0.245703847,0.209197195,0.036515435,0.143266993,0.377433124,1,july,186,CM+IPTp+LLINs+SMC,itn
426,Oye,Oke-Ero,2023,Oye,0.245703847,0.209197195,0.036515435,0.143266993,0.377433124,2,july,1281,CM+IPTp+LLINs+SMC,itn
427,Ezeagu,Uzo-Uwani,2020,Ezeagu,0.406541925,0.310152923,0.183547524,0.347315147,0.472696867,1,june,162,CM+IPTp+LLINs+IPTi,itn
428,Ezeagu,Uzo-Uwani,2023,Ezeagu,0.406541925,0.310152923,0.183547524,0.347315147,0.472696867,2,june,1257,CM+IPTp+LLINs+IPTi,itn
429,Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.169787781,0.114435291,0.170949379,0.215102855,0.44612671,1,june,162,CM+IPTp+LLINs+IPTi,itn
430,Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.169787781,0.114435291,0.170949379,0.215102855,0.44612671,2,june,1257,CM+IPTp+LLINs+IPTi,itn
431,Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.221092798,0.217855838,0.209511436,0.118120562,0.404119407,1,june,162,CM+IPTp+LLINs+IPTi,itn
432,Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.221092798,0.217855838,0.209511436,0.118120562,0.404119407,2,june,1257,CM+IPTp+LLINs+IPTi,itn
433,Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.233254471,0.136519718,0.166793844,0.240351624,0.428315236,1,june,162,CM+IPTp+LLINs+IPTi,itn
434,Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.233254471,0.136519718,0.166793844,0.240351624,0.428315236,2,june,1257,CM+IPTp+LLINs+IPTi,itn
435,Isi-Uzo,Owan East,2020,Isi-Uzo,0.464431748,0.418946669,0.343821936,0.380122437,0.480067127,1,march,70,CM+IPTp+LLINs+IPTi,itn
436,Isi-Uzo,Owan East,2023,Isi-Uzo,0.464431748,0.418946669,0.343821936,0.380122437,0.480067127,2,march,1165,CM+IPTp+LLINs+IPTi,itn
437,Nkanu East,Owan East,2020,Nkanu East,0.559380035,0.306545916,0.262474999,0.394325816,0.471406566,1,march,70,CM+IPTp+LLINs+IPTi,itn
438,Nkanu East,Owan East,2023,Nkanu East,0.559380035,0.306545916,0.262474999,0.394325816,0.471406566,2,march,1165,CM+IPTp+LLINs+IPTi,itn
439,Nkanu West,Uzo-Uwani,2020,Nkanu West,0.210526316,0.1,0.160050482,0.106060606,0.511059551,1,june,162,CM+IPTp+LLINs+IPTi,itn
440,Nkanu West,Uzo-Uwani,2023,Nkanu West,0.210526316,0.1,0.160050482,0.106060606,0.511059551,2,june,1257,CM+IPTp+LLINs+IPTi,itn
441,Nsukka,Uzo-Uwani,2020,Nsukka,0.38611887,0.308084027,0.130108738,0.221830526,0.452803528,1,june,162,CM+IPTp+LLINs+IPTi,itn
442,Nsukka,Uzo-Uwani,2023,Nsukka,0.38611887,0.308084027,0.130108738,0.221830526,0.452803528,2,june,1257,CM+IPTp+LLINs+IPTi,itn
443,Oji-River,Oru West,2020,Oji-River,0.086956522,0.225946586,0.055555556,0.038961039,0.465835335,1,june,162,CM+IPTp+LLINs+IPTi,itn
444,Oji-River,Oru West,2023,Oji-River,0.086956522,0.225946586,0.055555556,0.038961039,0.465835335,2,june,1257,CM+IPTp+LLINs+IPTi,itn
445,Udenu,Uzo-Uwani,2020,Udenu,0.218782976,0.170819671,0.028096039,0.175444736,0.444547985,1,june,162,CM+IPTp+LLINs+IPTi,itn
446,Udenu,Uzo-Uwani,2023,Udenu,0.218782976,0.170819671,0.028096039,0.175444736,0.444547985,2,june,1257,CM+IPTp+LLINs+IPTi,itn
447,Udi,Uzo-Uwani,2020,Udi,0.3040081,0.253926617,0.162436058,0.258933681,0.443030522,1,june,162,CM+IPTp+LLINs+IPTi,itn
448,Udi,Uzo-Uwani,2023,Udi,0.3040081,0.253926617,0.162436058,0.258933681,0.443030522,2,june,1257,CM+IPTp+LLINs+IPTi,itn
449,Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862,0.463605313,1,june,162,CM+IPTp+LLINs+IPTi,itn
450,Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862,0.463605313,2,june,1257,CM+IPTp+LLINs+IPTi,itn
451,Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.090909091,0.428571429,0.076923077,0.214285714,0.500049325,1,june,162,CM+IPTp+LLINs+IPTi,itn
452,Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.090909091,0.428571429,0.076923077,0.214285714,0.500049325,2,june,1257,CM+IPTp+LLINs+IPTi,itn
453,Abaji,Keana,2020,Abaji,0.426753569,0.242500786,0.181989309,0.341084875,0.520406247,1,august,223,CM+IPTp+LLINs+SMC,itn
454,Abaji,Keana,2023,Abaji,0.426753569,0.242500786,0.181989309,0.341084875,0.520406247,2,august,1318,CM+IPTp+LLINs+SMC,itn
455,Bwari,Giwa,2020,Bwari,0.244205568,0.13000955,0.04295174,0.179001411,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
456,Bwari,Giwa,2023,Bwari,0.244205568,0.13000955,0.04295174,0.179001411,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
457,Gwagwalada,Keana,2020,Gwagwalada,0.335692259,0.228815615,0.178987204,0.224981429,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
458,Gwagwalada,Keana,2023,Gwagwalada,0.335692259,0.228815615,0.178987204,0.224981429,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
459,Kuje,Keana,2020,Kuje,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
460,Kuje,Keana,2023,Kuje,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
461,Kwali,Keana,2020,Kwali,0.249141339,0.091169507,0.095544523,0.240719521,0.520161192,1,august,223,CM+IPTp+LLINs+SMC,itn
462,Kwali,Keana,2023,Kwali,0.249141339,0.091169507,0.095544523,0.240719521,0.520161192,2,august,1318,CM+IPTp+LLINs+SMC,itn
463,Bunkure,Gwarzo,2022,Bunkure,0.829787234,0.666666667,0.794117647,0.861111111,0.698564959,1,august,953,CM+IPTp+LLINs+SMC,itn
464,Bunkure,Gwarzo,2025,Bunkure,0.829787234,0.666666667,0.794117647,0.861111111,0.698564959,2,august,2048,CM+IPTp+LLINs+SMC,itn
465,Abuja Municipal,Keana,2020,Abuja Municipal,0.418523067,0.320238662,0.155117782,0.264070273,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
466,Abuja Municipal,Keana,2023,Abuja Municipal,0.418523067,0.320238662,0.155117782,0.264070273,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
467,Akko,Alkaleri,2021,Akko,0.31899959,0.2148466,0.214430948,0.466775466,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
468,Akko,Alkaleri,2024,Akko,0.31899959,0.2148466,0.214430948,0.466775466,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
469,Balanga,Alkaleri,2021,Balanga,0.556849082,0.508376924,0.564286353,0.803248637,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
470,Balanga,Alkaleri,2024,Balanga,0.556849082,0.508376924,0.564286353,0.803248637,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
471,Billiri,Alkaleri,2021,Billiri,0.531522209,0.380907069,0.33393797,0.705255164,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
472,Billiri,Alkaleri,2024,Billiri,0.531522209,0.380907069,0.33393797,0.705255164,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
473,Dukku,Darazo,2021,Dukku,0.233051961,0.096059125,0.098622582,0.422999526,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
474,Dukku,Darazo,2024,Dukku,0.233051961,0.096059125,0.098622582,0.422999526,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
475,Funakaye,Alkaleri,2021,Funakaye,0.35483871,0.215686275,0.205882353,0.555555556,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
476,Funakaye,Alkaleri,2024,Funakaye,0.35483871,0.215686275,0.205882353,0.555555556,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
477,Gombe,Alkaleri,2021,Gombe,0.359366859,0.280686294,0.281409971,0.460274947,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
478,Gombe,Alkaleri,2024,Gombe,0.359366859,0.280686294,0.281409971,0.460274947,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
479,Kaltungo,Alkaleri,2021,Kaltungo,0.484534717,0.381738609,0.338571783,0.497522113,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
480,Kaltungo,Alkaleri,2024,Kaltungo,0.484534717,0.381738609,0.338571783,0.497522113,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
481,Kwami,Alkaleri,2021,Kwami,0.304503189,0.193656634,0.159344999,0.530232685,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
482,Kwami,Alkaleri,2024,Kwami,0.304503189,0.193656634,0.159344999,0.530232685,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
483,Nafada,Alkaleri,2021,Nafada,0.480470832,0.387279203,0.271401175,0.718152909,0.665494757,1,july,551,CM+IPTp+LLINs+SMC,itn
484,Nafada,Alkaleri,2024,Nafada,0.480470832,0.387279203,0.271401175,0.718152909,0.665494757,2,july,1646,CM+IPTp+LLINs+SMC,itn
485,Shomgom,Alkaleri,2021,Shomgom,0.528795842,0.400231178,0.481615342,0.835300207,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
486,Shomgom,Alkaleri,2024,Shomgom,0.528795842,0.400231178,0.481615342,0.835300207,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
487,Yamaltu-Deba,Alkaleri,2021,Yamaltu/Deba,0.352948378,0.312419728,0.151352523,0.634547765,0.7188,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
488,Yamaltu-Deba,Alkaleri,2024,Yamaltu/Deba,0.352948378,0.312419728,0.151352523,0.634547765,0.7188,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
489,Aboh-Mbaise,Ngor-Okpala,2020,Aboh-Mbaise,0.194444444,0.266473717,0.076923077,0.086021505,0.432717137,1,june,162,CM+IPTp+LLINs+IPTi,itn
490,Aboh-Mbaise,Ngor-Okpala,2023,Aboh-Mbaise,0.194444444,0.266473717,0.076923077,0.086021505,0.432717137,2,june,1257,CM+IPTp+LLINs+IPTi,itn
491,Fagge,Alkaleri,2022,Fagge,0.484534717,0.381738609,0.338571783,0.497522113,0.7188,1,july,916,CM+IPTp+IRS+SMC,itn_pbo
492,Fagge,Alkaleri,2025,Fagge,0.484534717,0.381738609,0.338571783,0.497522113,0.7188,2,july,2011,CM+IPTp+IRS+SMC,itn_pbo
493,Ehime-Mbano,Ngor-Okpala,2020,Ehime-Mbano,0.1769013,0.190706742,0.191736714,0.128451426,0.507563152,1,june,162,CM+IPTp+LLINs+IPTi,itn
494,Ehime-Mbano,Ngor-Okpala,2023,Ehime-Mbano,0.1769013,0.190706742,0.191736714,0.128451426,0.507563152,2,june,1257,CM+IPTp+LLINs+IPTi,itn
495,Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.039516986,0.062695796,0.109386966,0.189200567,0.505227255,1,june,162,CM+IPTp+LLINs+IPTi,itn
496,Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.039516986,0.062695796,0.109386966,0.189200567,0.505227255,2,june,1257,CM+IPTp+LLINs+IPTi,itn
497,Ideato North,Oru West,2020,Ideato North,0.096977064,0.134732491,0.062479402,0.126360864,0.499135162,1,june,162,CM+IPTp+LLINs+IPTi,itn
498,Ideato North,Oru West,2023,Ideato North,0.096977064,0.134732491,0.062479402,0.126360864,0.499135162,2,june,1257,CM+IPTp+LLINs+IPTi,itn
499,Ideato South,Ngor-Okpala,2020,Ideato South,0.454545455,0.266473717,0.095238095,0.117647059,0.490817759,1,june,162,CM+IPTp+LLINs+IPTi,itn
500,Ideato South,Ngor-Okpala,2023,Ideato South,0.454545455,0.266473717,0.095238095,0.117647059,0.490817759,2,june,1257,CM+IPTp+LLINs+IPTi,itn
501,Ihitte-Uboma,Ngor-Okpala,2020,Ihitte/Uboma,0.304424538,0.266473717,0.219305704,0.266910909,0.516367403,1,june,162,CM+IPTp+LLINs+IPTi,itn
502,Ihitte-Uboma,Ngor-Okpala,2023,Ihitte/Uboma,0.304424538,0.266473717,0.219305704,0.266910909,0.516367403,2,june,1257,CM+IPTp+LLINs+IPTi,itn
503,Ikeduru,Ngor-Okpala,2020,Ikeduru,0.169572346,0.12167345,0.171591701,0.240899779,0.461899584,1,june,162,CM+IPTp+LLINs+IPTi,itn
504,Ikeduru,Ngor-Okpala,2023,Ikeduru,0.169572346,0.12167345,0.171591701,0.240899779,0.461899584,2,june,1257,CM+IPTp+LLINs+IPTi,itn
505,Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.289884807,0.243586368,0.227390223,0.210542634,0.514006846,1,june,162,CM+IPTp+LLINs+IPTi,itn
506,Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.289884807,0.243586368,0.227390223,0.210542634,0.514006846,2,june,1257,CM+IPTp+LLINs+IPTi,itn
507,Isu,Ngor-Okpala,2020,Isu,0.214285714,0.266473717,0.25,0.288135593,0.386482512,1,june,162,CM+IPTp+LLINs+IPTi,itn
508,Isu,Ngor-Okpala,2023,Isu,0.214285714,0.266473717,0.25,0.288135593,0.386482512,2,june,1257,CM+IPTp+LLINs+IPTi,itn
509,Mbaitoli,Ngor-Okpala,2020,Mbaitoli,0.388128732,0.305279057,0.151276234,0.283367964,0.343041421,1,june,162,CM+IPTp+LLINs+IPTi,itn
510,Mbaitoli,Ngor-Okpala,2023,Mbaitoli,0.388128732,0.305279057,0.151276234,0.283367964,0.343041421,2,june,1257,CM+IPTp+LLINs+IPTi,itn
511,Obowo,Ngor-Okpala,2020,Obowo,0.04616033,0.075746025,0.067782444,0.145227952,0.508816551,1,june,162,CM+IPTp+LLINs+IPTi,itn
512,Obowo,Ngor-Okpala,2023,Obowo,0.04616033,0.075746025,0.067782444,0.145227952,0.508816551,2,june,1257,CM+IPTp+LLINs+IPTi,itn
513,Ngor-Okpala,Ngor-Okpala,2020,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846,0.334983127,1,june,162,CM+IPTp+LLINs+IPTi,itn
514,Ngor-Okpala,Ngor-Okpala,2023,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846,0.334983127,2,june,1257,CM+IPTp+LLINs+IPTi,itn
515,Njaba,Ngor-Okpala,2020,Njaba,0.304424538,0.086561791,0.036011103,0.032867537,0.341492273,1,june,162,CM+IPTp+LLINs+IPTi,itn
516,Njaba,Ngor-Okpala,2023,Njaba,0.304424538,0.086561791,0.036011103,0.032867537,0.341492273,2,june,1257,CM+IPTp+LLINs+IPTi,itn
517,Nkwerre,Ngor-Okpala,2020,Nkwerre,0.222012635,0.104956786,0.219305704,0.182582974,0.463076205,1,june,162,CM+IPTp+LLINs+IPTi,itn
518,Nkwerre,Ngor-Okpala,2023,Nkwerre,0.222012635,0.104956786,0.219305704,0.182582974,0.463076205,2,june,1257,CM+IPTp+LLINs+IPTi,itn
519,Nwangele,Ngor-Okpala,2020,Nwangele,0.304424538,0.266473717,0.219305704,0.266910909,0.481838967,1,june,162,CM+IPTp+LLINs+IPTi,itn
520,Nwangele,Ngor-Okpala,2023,Nwangele,0.304424538,0.266473717,0.219305704,0.266910909,0.481838967,2,june,1257,CM+IPTp+LLINs+IPTi,itn
521,Oyo East,Akinyele,2020,Oyo East,0.222222222,0.142857143,0.277777778,0.257575758,0.521707747,1,may,131,CM+IPTp+LLINs+SMC,itn
522,Oyo East,Akinyele,2023,Oyo East,0.222222222,0.142857143,0.277777778,0.257575758,0.521707747,2,may,1226,CM+IPTp+LLINs+SMC,itn
