,DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
566,Ilesha East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
567,Ilesha West,0.608969309,0.608969309,0.608969309,0.608969309,0.608969309,0.608969309,0.608969309,0.608969309,0.608969309,0.608969309,0.608969309
568,Irepodun2,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
569,Irewole,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138
570,Isokan,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
571,Iwo,0.655359344,0.655359344,0.655359344,0.655359344,0.655359344,0.655359344,0.655359344,0.655359344,0.655359344,0.655359344,0.655359344
572,Osogbo,0.599864503,0.599864503,0.599864503,0.599864503,0.599864503,0.599864503,0.599864503,0.599864503,0.599864503,0.599864503,0.599864503
573,Obokun,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
574,Odo-Otin,0.59788585,0.59788585,0.59788585,0.59788585,0.59788585,0.59788585,0.59788585,0.59788585,0.59788585,0.59788585,0.59788585
575,Ola-oluwa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
576,Olorunda,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
577,Oriade,0.401479457,0.401479457,0.401479457,0.401479457,0.401479457,0.401479457,0.401479457,0.401479457,0.401479457,0.401479457,0.401479457
578,Ibadan South East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
579,Afijio,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
580,Akinyele,0.611939202,0.611939202,0.611939202,0.611939202,0.611939202,0.611939202,0.611939202,0.611939202,0.611939202,0.611939202,0.611939202
581,Atiba,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
582,Egbeda,0.481625816,0.481625816,0.481625816,0.481625816,0.481625816,0.481625816,0.481625816,0.481625816,0.481625816,0.481625816,0.481625816
583,Ibadan North,0.752794512,0.752794512,0.752794512,0.752794512,0.752794512,0.752794512,0.752794512,0.752794512,0.752794512,0.752794512,0.752794512
584,Ibadan North East,1,1,1,1,1,1,1,1,1,1,1
585,Ibadan North West,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945,0.375651945
586,Ibarapa Central,0.34667564,0.34667564,0.34667564,0.34667564,0.34667564,0.34667564,0.34667564,0.34667564,0.34667564,0.34667564,0.34667564
587,Ibarapa East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
588,Ibarapa North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
589,Ido,0.383597863,0.383597863,0.383597863,0.383597863,0.383597863,0.383597863,0.383597863,0.383597863,0.383597863,0.383597863,0.383597863
590,Irepo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
591,Ogo Oluwa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
592,Olorunsogo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
593,Oluyole,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
594,Ona-Ara,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
595,Orelope,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
596,Ori Ire,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
597,Oyo West,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
598,Saki East,0.157133291,0.157133291,0.157133291,0.157133291,0.157133291,0.157133291,0.157133291,0.157133291,0.157133291,0.157133291,0.157133291
599,Saki West,0.505376314,0.505376314,0.505376314,0.505376314,0.505376314,0.505376314,0.505376314,0.505376314,0.505376314,0.505376314,0.505376314
600,Surulere2,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
601,Barikin Ladi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
602,Bassa2,0.19094244,0.19094244,0.19094244,0.19094244,0.19094244,0.19094244,0.19094244,0.19094244,0.19094244,0.19094244,0.19094244
603,Bokkos,0.340841353,0.340841353,0.340841353,0.340841353,0.340841353,0.340841353,0.340841353,0.340841353,0.340841353,0.340841353,0.340841353
604,Jos East,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
605,Jos North,0.429165827,0.429165827,0.429165827,0.429165827,0.429165827,0.429165827,0.429165827,0.429165827,0.429165827,0.429165827,0.429165827
606,Jos South,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
607,Kanam,0.617994917,0.617994917,0.617994917,0.617994917,0.617994917,0.617994917,0.617994917,0.617994917,0.617994917,0.617994917,0.617994917
608,Kanke,0.319845879,0.319845879,0.319845879,0.319845879,0.319845879,0.319845879,0.319845879,0.319845879,0.319845879,0.319845879,0.319845879
609,Langtang North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
610,Langtang South,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895,0.263157895
611,Mangu,0.397054699,0.397054699,0.397054699,0.397054699,0.397054699,0.397054699,0.397054699,0.397054699,0.397054699,0.397054699,0.397054699
612,Mikang,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
613,Abua-Odual,0.656545838,0.656545838,0.656545838,0.656545838,0.656545838,0.656545838,0.656545838,0.656545838,0.656545838,0.656545838,0.656545838
614,Pankshin,0.410509812,0.410509812,0.410509812,0.410509812,0.410509812,0.410509812,0.410509812,0.410509812,0.410509812,0.410509812,0.410509812
615,Qua'an Pan,0.601427106,0.601427106,0.601427106,0.601427106,0.601427106,0.601427106,0.601427106,0.601427106,0.601427106,0.601427106,0.601427106
616,Riyom,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
617,Shendam,0.593894995,0.593894995,0.593894995,0.593894995,0.593894995,0.593894995,0.593894995,0.593894995,0.593894995,0.593894995,0.593894995
618,Wase,0.234741793,0.234741793,0.234741793,0.234741793,0.234741793,0.234741793,0.234741793,0.234741793,0.234741793,0.234741793,0.234741793
619,Ahoada East,0.646038205,0.646038205,0.646038205,0.646038205,0.646038205,0.646038205,0.646038205,0.646038205,0.646038205,0.646038205,0.646038205
620,Ahoada West,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
621,Andoni,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
622,Asari-Toru,0.656223854,0.656223854,0.656223854,0.656223854,0.656223854,0.656223854,0.656223854,0.656223854,0.656223854,0.656223854,0.656223854
623,Bonny,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615
624,Eleme,0.793075146,0.793075146,0.793075146,0.793075146,0.793075146,0.793075146,0.793075146,0.793075146,0.793075146,0.793075146,0.793075146
625,Emohua,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
626,Etche,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
627,Gokana,0.628716304,0.628716304,0.628716304,0.628716304,0.628716304,0.628716304,0.628716304,0.628716304,0.628716304,0.628716304,0.628716304
628,Ikwerre,0.795081854,0.795081854,0.795081854,0.795081854,0.795081854,0.795081854,0.795081854,0.795081854,0.795081854,0.795081854,0.795081854
629,Khana,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286
630,Obia-Akpor,0.674214393,0.674214393,0.674214393,0.674214393,0.674214393,0.674214393,0.674214393,0.674214393,0.674214393,0.674214393,0.674214393
631,Ogba-Egbema-Ndoni,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322
632,Ogu-Bolo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
633,Okrika,0.72565843,0.72565843,0.72565843,0.72565843,0.72565843,0.72565843,0.72565843,0.72565843,0.72565843,0.72565843,0.72565843
634,Omumma,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792
635,Opobo-Nkoro,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
636,Oyigbo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
637,Port-Harcourt,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051
638,Tai,0.594209565,0.594209565,0.594209565,0.594209565,0.594209565,0.594209565,0.594209565,0.594209565,0.594209565,0.594209565,0.594209565
639,Binji,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
640,Bodinga,0.244823278,0.244823278,0.244823278,0.244823278,0.244823278,0.244823278,0.244823278,0.244823278,0.244823278,0.244823278,0.244823278
641,Dange-Shnsi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
642,Akuku Toru,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
643,Goronyo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
644,Gawabawa,0.567351513,0.567351513,0.567351513,0.567351513,0.567351513,0.567351513,0.567351513,0.567351513,0.567351513,0.567351513,0.567351513
645,Illela,0.54690129,0.54690129,0.54690129,0.54690129,0.54690129,0.54690129,0.54690129,0.54690129,0.54690129,0.54690129,0.54690129
646,Isa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
647,Kebbe,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
648,Kware,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
649,Rabah,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
650,Shagari,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
651,Mubi South,0.539528984,0.539528984,0.539528984,0.539528984,0.539528984,0.539528984,0.539528984,0.539528984,0.539528984,0.539528984,0.539528984
652,Silame,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
653,Sokoto North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
654,Sokoto South,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258
655,Tambuwal,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017,0.27649017
656,Tureta,0.346625274,0.346625274,0.346625274,0.346625274,0.346625274,0.346625274,0.346625274,0.346625274,0.346625274,0.346625274,0.346625274
657,Wamako,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
658,Wurno,0.430912219,0.430912219,0.430912219,0.430912219,0.430912219,0.430912219,0.430912219,0.430912219,0.430912219,0.430912219,0.430912219
659,Yabo,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
660,Ardo-Kola,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
661,Gassol,0.308974622,0.308974622,0.308974622,0.308974622,0.308974622,0.308974622,0.308974622,0.308974622,0.308974622,0.308974622,0.308974622
662,Bali,0.415216266,0.415216266,0.415216266,0.415216266,0.415216266,0.415216266,0.415216266,0.415216266,0.415216266,0.415216266,0.415216266
663,Donga,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
664,Ibi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
665,Jalingo,0.67187501,0.67187501,0.67187501,0.67187501,0.67187501,0.67187501,0.67187501,0.67187501,0.67187501,0.67187501,0.67187501
666,Yorro,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
667,Potiskum,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421
668,Karin-Lamido,0.379627505,0.379627505,0.379627505,0.379627505,0.379627505,0.379627505,0.379627505,0.379627505,0.379627505,0.379627505,0.379627505
669,Lau,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
670,Wukari,0.494310356,0.494310356,0.494310356,0.494310356,0.494310356,0.494310356,0.494310356,0.494310356,0.494310356,0.494310356,0.494310356
671,Zing,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
672,Bade,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
673,Nguru,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882,0.764705882
674,Bursari,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
675,Damaturu,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462
676,Fika,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333
677,Gujba,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
678,Fune,0.57799452,0.57799452,0.57799452,0.57799452,0.57799452,0.57799452,0.57799452,0.57799452,0.57799452,0.57799452,0.57799452
679,Gulani,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
680,Geidam,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
681,Nangere,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255
682,Jakusko,0.408557807,0.408557807,0.408557807,0.408557807,0.408557807,0.408557807,0.408557807,0.408557807,0.408557807,0.408557807,0.408557807
683,Karasuwa,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524
684,Tarmua,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
685,Anka,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076,0.369711076
686,Bakura,0.196640989,0.196640989,0.196640989,0.196640989,0.196640989,0.196640989,0.196640989,0.196640989,0.196640989,0.196640989,0.196640989
687,Birnin Magaji,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
688,Bukkuyum,0.152666209,0.152666209,0.152666209,0.152666209,0.152666209,0.152666209,0.152666209,0.152666209,0.152666209,0.152666209,0.152666209
689,Bungudu,0.524339254,0.524339254,0.524339254,0.524339254,0.524339254,0.524339254,0.524339254,0.524339254,0.524339254,0.524339254,0.524339254
690,Gummi,0.01626996,0.01626996,0.01626996,0.01626996,0.01626996,0.01626996,0.01626996,0.01626996,0.01626996,0.01626996,0.01626996
691,Ipokia,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
692,Gusau,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676
693,Kaura-Namoda,0.199456226,0.199456226,0.199456226,0.199456226,0.199456226,0.199456226,0.199456226,0.199456226,0.199456226,0.199456226,0.199456226
694,Maradun,0.513779509,0.513779509,0.513779509,0.513779509,0.513779509,0.513779509,0.513779509,0.513779509,0.513779509,0.513779509,0.513779509
695,Tsafe,0.626302294,0.626302294,0.626302294,0.626302294,0.626302294,0.626302294,0.626302294,0.626302294,0.626302294,0.626302294,0.626302294
696,Maru,0,0,0,0,0,0,0,0,0,0,0
697,Shinkafi,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619,0.19047619
698,Talata Mafara,0.533560728,0.533560728,0.533560728,0.533560728,0.533560728,0.533560728,0.533560728,0.533560728,0.533560728,0.533560728,0.533560728
699,Zurmi,0.460425523,0.460425523,0.460425523,0.460425523,0.460425523,0.460425523,0.460425523,0.460425523,0.460425523,0.460425523,0.460425523
700,Mbo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
701,Oron,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
702,Udung Uko,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
703,Calabar South,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
704,Ibeno,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
705,Eastern Obolo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
706,Degema,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
707,Brass,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
708,Southern Ijaw,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
709,Ekeremor,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
710,Burutu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
711,Warri South West,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
712,Warri North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
713,Ilaje,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
714,Ibeju-Lekki,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
715,Amuwo-Odofin,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849
716,Badagry,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
717,Egbado North,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
718,Imeko-Afon,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
719,Iwajowa,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
720,Atigbo,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
721,Baruten,0.406849355,0.406849355,0.406849355,0.406849355,0.406849355,0.406849355,0.406849355,0.406849355,0.406849355,0.406849355,0.406849355
722,Borgu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
723,Bagudo,0.318979266,0.318979266,0.318979266,0.318979266,0.318979266,0.318979266,0.318979266,0.318979266,0.318979266,0.318979266,0.318979266
724,Dandi,0.780754138,0.780754138,0.780754138,0.780754138,0.780754138,0.780754138,0.780754138,0.780754138,0.780754138,0.780754138,0.780754138
725,Arewa-Dandi,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
726,Gudu,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
727,Tangaza,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
728,Gada,0.395599852,0.395599852,0.395599852,0.395599852,0.395599852,0.395599852,0.395599852,0.395599852,0.395599852,0.395599852,0.395599852
729,Sabon Birni,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736,0.522605736
730,Kaita,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
731,Jibia,0.782608696,0.782608696,0.782608696,0.782608696,0.782608696,0.782608696,0.782608696,0.782608696,0.782608696,0.782608696,0.782608696
732,Mashi,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286
733,Mai'Adua,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
734,Zango,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
735,Baure,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
736,Sule-Tankarkar,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966
737,Maigatari,0.677915431,0.677915431,0.677915431,0.677915431,0.677915431,0.677915431,0.677915431,0.677915431,0.677915431,0.677915431,0.677915431
738,Ussa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
739,Machina,0.680801084,0.680801084,0.680801084,0.680801084,0.680801084,0.680801084,0.680801084,0.680801084,0.680801084,0.680801084,0.680801084
740,Yusufari,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
741,Shomolu,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846
742,Yunusari,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
743,Monguno,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
744,Mobbar,0.42527943,0.42527943,0.42527943,0.42527943,0.42527943,0.42527943,0.42527943,0.42527943,0.42527943,0.42527943,0.42527943
745,Ngala,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
746,Abadam,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
747,Kukawa,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
748,Kala-Balge,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
749,Bama,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
750,Gwoza,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
751,Madagali,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
752,Michika,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
753,Mubi North,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007,0.853072007
754,Maiha,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413,0.634663413
755,Fufore,0.447912059,0.447912059,0.447912059,0.447912059,0.447912059,0.447912059,0.447912059,0.447912059,0.447912059,0.447912059,0.447912059
756,Jada,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817,0.838466817
