,X1,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
427,1613,Birni Kudu,Takali,2030,Birni Kudu,0.879221521,0.8,0.840102739,0.8898771,0.79905925,0.75178119,0.922695814,4,september,3900,Jigawa,PBO
428,637,Birnin-Gwari,Giwa,2022,Birnin-Gwari,0.8,0.8,0.8,0.8,0.585660468,0.749162513,0.772412531,1,august,953,Kaduna,PBO
429,6371,Birnin-Gwari,Giwa,2025,Birnin-Gwari,0.8,0.8,0.8,0.8,0.585660468,0.749162513,0.772412531,2,august,2048,Kaduna,PBO
430,6372,Birnin-Gwari,Giwa,2028,Birnin-Gwari,0.8,0.8,0.8,0.8,0.585660468,0.749162513,0.772412531,3,august,3143,Kaduna,PBO
431,163,Birnin Kebbi,Birnin Kebbi,2021,Birnin Kebbi,0.874349018,0.8,0.8,0.8,0.745947987,0.751395499,0.899312266,1,august,588,Kebbi,PBO
432,1631,Birnin Kebbi,Birnin Kebbi,2024,Birnin Kebbi,0.874349018,0.8,0.8,0.8,0.745947987,0.751395499,0.899312266,2,august,1683,Kebbi,PBO
433,1632,Birnin Kebbi,Birnin Kebbi,2027,Birnin Kebbi,0.874349018,0.8,0.8,0.8,0.745947987,0.751395499,0.899312266,3,august,2778,Kebbi,PBO
434,1633,Birnin Kebbi,Birnin Kebbi,2030,Birnin Kebbi,0.874349018,0.8,0.8,0.8,0.745947987,0.751395499,0.899312266,4,august,3873,Kebbi,PBO
435,1373,Birnin Magaji,Rimi,2020,Birnin Magaji,0.8,0.8,0.8,0.8,0.793671815,0.751746822,0.920607498,1,march,70,Zamfara,PBO
436,13731,Birnin Magaji,Rimi,2023,Birnin Magaji,0.8,0.8,0.8,0.8,0.793671815,0.751746822,0.920607498,2,march,1165,Zamfara,PBO
437,13732,Birnin Magaji,Rimi,2026,Birnin Magaji,0.8,0.8,0.8,0.8,0.793671815,0.751746822,0.920607498,3,march,2260,Zamfara,PBO
438,13733,Birnin Magaji,Rimi,2029,Birnin Magaji,0.8,0.8,0.8,0.8,0.793671815,0.751746822,0.920607498,4,march,3355,Zamfara,PBO
439,253,Biu,Darazo,2020,Biu,0.8,0.8,0.8,0.8,0.636944927,0.750127918,0.825069652,1,july,186,Borno,PBO
440,2531,Biu,Darazo,2023,Biu,0.8,0.8,0.8,0.8,0.636944927,0.750127918,0.825069652,2,july,1281,Borno,PBO
441,2532,Biu,Darazo,2026,Biu,0.8,0.8,0.8,0.8,0.636944927,0.750127918,0.825069652,3,july,2376,Borno,PBO
442,2533,Biu,Darazo,2029,Biu,0.8,0.8,0.8,0.8,0.636944927,0.750127918,0.825069652,4,july,3471,Borno,PBO
443,1279,Bodinga,Gawabawa,2020,Bodinga,0.8,0.8,0.8,0.8,0.845274742,0.752040264,0.93841618,1,august,223,Sokoto,PBO
444,12791,Bodinga,Gawabawa,2023,Bodinga,0.8,0.8,0.8,0.8,0.845274742,0.752040264,0.93841618,2,august,1318,Sokoto,PBO
445,12792,Bodinga,Gawabawa,2026,Bodinga,0.8,0.8,0.8,0.8,0.845274742,0.752040264,0.93841618,3,august,2413,Sokoto,PBO
446,12793,Bodinga,Gawabawa,2029,Bodinga,0.8,0.8,0.8,0.8,0.845274742,0.752040264,0.93841618,4,august,3508,Sokoto,PBO
447,165,Bogoro,Alkaleri,2021,Bogoro,0.8,0.8,0.8,0.8,0.578959907,0.749010332,0.764438403,1,july,551,Bauchi,PBO
448,1651,Bogoro,Alkaleri,2024,Bogoro,0.8,0.8,0.8,0.8,0.578959907,0.749010332,0.764438403,2,july,1646,Bauchi,PBO
449,1652,Bogoro,Alkaleri,2027,Bogoro,0.8,0.8,0.8,0.8,0.578959907,0.749010332,0.764438403,3,july,2741,Bauchi,PBO
450,1653,Bogoro,Alkaleri,2030,Bogoro,0.8,0.8,0.8,0.8,0.578959907,0.749010332,0.764438403,4,july,3836,Bauchi,PBO
451,167,Boki,Obubra,2021,Boki,0.8,0.8,0.8,0.8,0.433816783,0.742961095,0.65,1,june,527,Cross River,PBO
452,1671,Boki,Obubra,2024,Boki,0.8,0.8,0.8,0.8,0.433816783,0.742961095,0.65,2,june,1622,Cross River,PBO
453,1672,Boki,Obubra,2027,Boki,0.8,0.8,0.8,0.8,0.433816783,0.742961095,0.65,3,june,2717,Cross River,PBO
454,1673,Boki,Obubra,2030,Boki,0.8,0.8,0.8,0.8,0.433816783,0.742961095,0.65,4,june,3812,Cross River,PBO
455,1205,Bokkos,Giwa,2020,Bokkos,0.8,0.8,0.8,0.8,0.504790752,0.746742417,0.655470906,1,august,223,Plateau,PBO
456,12051,Bokkos,Giwa,2023,Bokkos,0.8,0.8,0.8,0.8,0.504790752,0.746742417,0.655470906,2,august,1318,Plateau,PBO
457,12052,Bokkos,Giwa,2026,Bokkos,0.8,0.8,0.8,0.8,0.504790752,0.746742417,0.655470906,3,august,2413,Plateau,PBO
458,12053,Bokkos,Giwa,2029,Bokkos,0.8,0.8,0.8,0.8,0.504790752,0.746742417,0.655470906,4,august,3508,Plateau,PBO
459,1109,Boluwaduro,Akinyele,2020,Boluwaduro,0.8,0.8,0.8,0.8,0.300398529,0.724297832,0.65,1,may,131,Osun,PBO
460,11091,Boluwaduro,Akinyele,2023,Boluwaduro,0.8,0.8,0.8,0.8,0.300398529,0.724297832,0.65,2,may,1226,Osun,PBO
461,11092,Boluwaduro,Akinyele,2026,Boluwaduro,0.8,0.8,0.8,0.8,0.300398529,0.724297832,0.65,3,may,2321,Osun,PBO
462,11093,Boluwaduro,Akinyele,2029,Boluwaduro,0.8,0.8,0.8,0.8,0.300398529,0.724297832,0.65,4,may,3416,Osun,PBO
463,283,Bomadi,Isoko South,2022,Bomadi,0.8,0.8,0.8,0.8,0.197303754,0.673820546,0.65,1,june,892,Delta,PBO
464,2831,Bomadi,Isoko South,2025,Bomadi,0.8,0.8,0.8,0.8,0.197303754,0.673820546,0.65,2,june,1987,Delta,PBO
465,2832,Bomadi,Isoko South,2028,Bomadi,0.8,0.8,0.8,0.8,0.197303754,0.673820546,0.65,3,june,3082,Delta,PBO
466,1245,Bonny,Nsit Ubium,2020,Bonny,0.8,0.8,0.8,0.8,0.215646982,0.687830777,0.65,1,june,162,Rivers,PBO
467,12451,Bonny,Nsit Ubium,2023,Bonny,0.8,0.8,0.8,0.8,0.215646982,0.687830777,0.65,2,june,1257,Rivers,PBO
468,12452,Bonny,Nsit Ubium,2026,Bonny,0.8,0.8,0.8,0.8,0.215646982,0.687830777,0.65,3,june,2352,Rivers,PBO
469,12453,Bonny,Nsit Ubium,2029,Bonny,0.8,0.8,0.8,0.8,0.215646982,0.687830777,0.65,4,june,3447,Rivers,PBO
470,1443,Borgu,Oke-Ero,2022,Borgu,0.8,0.8,0.8,0.8,0.335547745,0.731779331,0.65,1,july,916,Niger,PBO
471,14431,Borgu,Oke-Ero,2025,Borgu,0.8,0.8,0.8,0.8,0.335547745,0.731779331,0.65,2,july,2011,Niger,PBO
472,14432,Borgu,Oke-Ero,2028,Borgu,0.8,0.8,0.8,0.8,0.335547745,0.731779331,0.65,3,july,3106,Niger,PBO
473,1111,Boripe,Akinyele,2020,Boripe,0.8,0.8,0.8,0.8,0.354570478,0.73482966,0.65,1,may,131,Osun,PBO
474,11111,Boripe,Akinyele,2023,Boripe,0.8,0.8,0.8,0.8,0.354570478,0.73482966,0.65,2,may,1226,Osun,PBO
475,11112,Boripe,Akinyele,2026,Boripe,0.8,0.8,0.8,0.8,0.354570478,0.73482966,0.65,3,may,2321,Osun,PBO
476,11113,Boripe,Akinyele,2029,Boripe,0.8,0.8,0.8,0.8,0.354570478,0.73482966,0.65,4,may,3416,Osun,PBO
477,985,Bosso,Keana,2022,Bosso,0.8,0.8,0.8,0.8,0.45101388,0.744087308,0.65,1,august,953,Niger,PBO
478,9851,Bosso,Keana,2025,Bosso,0.8,0.8,0.8,0.8,0.45101388,0.744087308,0.65,2,august,2048,Niger,PBO
479,9852,Bosso,Keana,2028,Bosso,0.8,0.8,0.8,0.8,0.45101388,0.744087308,0.65,3,august,3143,Niger,PBO
480,1413,Brass,Ahoada West,2020,Brass,0.8,0.8,0.8,0.8,0.269238091,0.714801904,0.65,1,may,131,Bayelsa,PBO
481,14131,Brass,Ahoada West,2023,Brass,0.8,0.8,0.8,0.8,0.269238091,0.714801904,0.65,2,may,1226,Bayelsa,PBO
482,14132,Brass,Ahoada West,2026,Brass,0.8,0.8,0.8,0.8,0.269238091,0.714801904,0.65,3,may,2321,Bayelsa,PBO
483,14133,Brass,Ahoada West,2029,Brass,0.8,0.8,0.8,0.8,0.269238091,0.714801904,0.65,4,may,3416,Bayelsa,PBO
484,169,Buji,Takali,2021,Buji,0.8,0.8,0.8,0.86602248,0.759566013,0.751505098,0.905939135,1,september,615,Jigawa,PBO
485,1691,Buji,Takali,2024,Buji,0.8,0.8,0.8,0.86602248,0.759566013,0.751505098,0.905939135,2,september,1710,Jigawa,PBO
486,1692,Buji,Takali,2027,Buji,0.8,0.8,0.8,0.86602248,0.759566013,0.751505098,0.905939135,3,september,2805,Jigawa,PBO
487,1693,Buji,Takali,2030,Buji,0.8,0.8,0.8,0.86602248,0.759566013,0.751505098,0.905939135,4,september,3900,Jigawa,PBO
488,1375,Bukkuyum,Alkaleri,2020,Bukkuyum,0.8,0.8,0.8,0.8,0.698622761,0.750942768,0.872219043,1,july,186,Zamfara,PBO
489,13751,Bukkuyum,Alkaleri,2023,Bukkuyum,0.8,0.8,0.8,0.8,0.698622761,0.750942768,0.872219043,2,july,1281,Zamfara,PBO
490,13752,Bukkuyum,Alkaleri,2026,Bukkuyum,0.8,0.8,0.8,0.8,0.698622761,0.750942768,0.872219043,3,july,2376,Zamfara,PBO
491,13753,Bukkuyum,Alkaleri,2029,Bukkuyum,0.8,0.8,0.8,0.8,0.698622761,0.750942768,0.872219043,4,july,3471,Zamfara,PBO
492,1377,Bungudu,Takali,2020,Bungudu,0.8,0.8,0.8,0.8,0.78759069,0.751706853,0.91817913,1,september,250,Zamfara,PBO
493,13771,Bungudu,Takali,2023,Bungudu,0.8,0.8,0.8,0.8,0.78759069,0.751706853,0.91817913,2,september,1345,Zamfara,PBO
494,13772,Bungudu,Takali,2026,Bungudu,0.8,0.8,0.8,0.8,0.78759069,0.751706853,0.91817913,3,september,2440,Zamfara,PBO
495,13773,Bungudu,Takali,2029,Bungudu,0.8,0.8,0.8,0.8,0.78759069,0.751706853,0.91817913,4,september,3535,Zamfara,PBO
496,497,Bunkure,Gwarzo,2022,Bunkure,0.829787234,0.8,0.8,0.861111111,0.769743323,0.751581878,0.910592316,1,august,953,Kano,PBO
497,4971,Bunkure,Gwarzo,2025,Bunkure,0.829787234,0.8,0.8,0.861111111,0.769743323,0.751581878,0.910592316,2,august,2048,Kano,PBO
498,4972,Bunkure,Gwarzo,2028,Bunkure,0.829787234,0.8,0.8,0.861111111,0.769743323,0.751581878,0.910592316,3,august,3143,Kano,PBO
499,171,Bunza,Birnin Kebbi,2021,Bunza,0.8,0.8,0.8,0.8,0.672182056,0.750630297,0.853865687,1,august,588,Kebbi,PBO
500,1711,Bunza,Birnin Kebbi,2024,Bunza,0.8,0.8,0.8,0.8,0.672182056,0.750630297,0.853865687,2,august,1683,Kebbi,PBO
501,1712,Bunza,Birnin Kebbi,2027,Bunza,0.8,0.8,0.8,0.8,0.672182056,0.750630297,0.853865687,3,august,2778,Kebbi,PBO
502,1713,Bunza,Birnin Kebbi,2030,Bunza,0.8,0.8,0.8,0.8,0.672182056,0.750630297,0.853865687,4,august,3873,Kebbi,PBO
503,1347,Bursari,Taura,2022,Bursari,0.8,0.8,0.8,0.8,0.696388917,0.750918214,0.870765569,1,july,916,Yobe,PBO
504,13471,Bursari,Taura,2025,Bursari,0.8,0.8,0.8,0.8,0.696388917,0.750918214,0.870765569,2,july,2011,Yobe,PBO
505,13472,Bursari,Taura,2028,Bursari,0.8,0.8,0.8,0.8,0.696388917,0.750918214,0.870765569,3,july,3106,Yobe,PBO
506,211,Buruku,Keana,2020,Buruku,0.8,0.8,0.8,0.8,0.37690999,0.737754159,0.65,1,august,223,Benue,PBO
507,2111,Buruku,Keana,2023,Buruku,0.8,0.8,0.8,0.8,0.37690999,0.737754159,0.65,2,august,1318,Benue,PBO
508,2112,Buruku,Keana,2026,Buruku,0.8,0.8,0.8,0.8,0.37690999,0.737754159,0.65,3,august,2413,Benue,PBO
509,2113,Buruku,Keana,2029,Buruku,0.8,0.8,0.8,0.8,0.37690999,0.737754159,0.65,4,august,3508,Benue,PBO
510,1419,Burutu,Isoko South,2022,Burutu,0.8,0.8,0.8,0.8,0.209856161,0.683739874,0.65,1,june,892,Delta,PBO
511,14191,Burutu,Isoko South,2025,Burutu,0.8,0.8,0.8,0.8,0.209856161,0.683739874,0.65,2,june,1987,Delta,PBO
512,14192,Burutu,Isoko South,2028,Burutu,0.8,0.8,0.8,0.8,0.209856161,0.683739874,0.65,3,june,3082,Delta,PBO
513,489,Bwari,Giwa,2020,Bwari,0.8,0.8,0.8,0.8,0.558433035,0.748497974,0.73823236,1,august,223,Federal Capital Territory,PBO
514,4891,Bwari,Giwa,2023,Bwari,0.8,0.8,0.8,0.8,0.558433035,0.748497974,0.73823236,2,august,1318,Federal Capital Territory,PBO
515,4892,Bwari,Giwa,2026,Bwari,0.8,0.8,0.8,0.8,0.558433035,0.748497974,0.73823236,3,august,2413,Federal Capital Territory,PBO
516,4893,Bwari,Giwa,2029,Bwari,0.8,0.8,0.8,0.8,0.558433035,0.748497974,0.73823236,4,august,3508,Federal Capital Territory,PBO
517,175,Calabar-Municipal,Nsit Ubium,2021,Calabar-Municipal,0.8,0.8,0.8,0.8,0.462134621,0.744734135,0.65,1,june,527,Cross River,PBO
518,1751,Calabar-Municipal,Nsit Ubium,2024,Calabar-Municipal,0.8,0.8,0.8,0.8,0.462134621,0.744734135,0.65,2,june,1622,Cross River,PBO
519,1752,Calabar-Municipal,Nsit Ubium,2027,Calabar-Municipal,0.8,0.8,0.8,0.8,0.462134621,0.744734135,0.65,3,june,2717,Cross River,PBO
520,1753,Calabar-Municipal,Nsit Ubium,2030,Calabar-Municipal,0.8,0.8,0.8,0.8,0.462134621,0.744734135,0.65,4,june,3812,Cross River,PBO
521,173,Calabar South,Nsit Ubium,2021,Calabar South,0.8,0.8,0.8,0.8,0.442007326,0.743517869,0.65,1,june,527,Cross River,PBO
522,1731,Calabar South,Nsit Ubium,2024,Calabar South,0.8,0.8,0.8,0.8,0.442007326,0.743517869,0.65,2,june,1622,Cross River,PBO
523,1732,Calabar South,Nsit Ubium,2027,Calabar South,0.8,0.8,0.8,0.8,0.442007326,0.743517869,0.65,3,june,2717,Cross River,PBO
524,1733,Calabar South,Nsit Ubium,2030,Calabar South,0.8,0.8,0.8,0.8,0.442007326,0.743517869,0.65,4,june,3812,Cross River,PBO
525,973,Chanchaga,Keana,2022,Chanchaga,0.8,0.8,0.8,0.8,0.393820889,0.73959027,0.65,1,august,953,Niger,PBO
526,9731,Chanchaga,Keana,2025,Chanchaga,0.8,0.8,0.8,0.8,0.393820889,0.73959027,0.65,2,august,2048,Niger,PBO
527,9732,Chanchaga,Keana,2028,Chanchaga,0.8,0.8,0.8,0.8,0.393820889,0.73959027,0.65,3,august,3143,Niger,PBO
528,177,Charanchi,Rimi,2021,Charanchi,0.861111111,0.818181818,0.8,0.803030303,0.738728442,0.751333985,0.895602343,1,march,435,Katsina,PBO
529,1771,Charanchi,Rimi,2024,Charanchi,0.861111111,0.818181818,0.8,0.803030303,0.738728442,0.751333985,0.895602343,2,march,1530,Katsina,PBO
530,1772,Charanchi,Rimi,2027,Charanchi,0.861111111,0.818181818,0.8,0.803030303,0.738728442,0.751333985,0.895602343,3,march,2625,Katsina,PBO
531,1773,Charanchi,Rimi,2030,Charanchi,0.861111111,0.818181818,0.8,0.803030303,0.738728442,0.751333985,0.895602343,4,march,3720,Katsina,PBO
532,255,Chibok,Darazo,2020,Chibok,0.8,0.8,0.8,0.8,0.652598314,0.750364627,0.838523104,1,july,186,Borno,PBO
533,2551,Chibok,Darazo,2023,Chibok,0.8,0.8,0.8,0.8,0.652598314,0.750364627,0.838523104,2,july,1281,Borno,PBO
534,2552,Chibok,Darazo,2026,Chibok,0.8,0.8,0.8,0.8,0.652598314,0.750364627,0.838523104,3,july,2376,Borno,PBO
535,2553,Chibok,Darazo,2029,Chibok,0.8,0.8,0.8,0.8,0.652598314,0.750364627,0.838523104,4,july,3471,Borno,PBO
536,641,Chikun,Soba,2022,Chikun,0.8,0.846153846,0.8,0.8,0.576988044,0.59294545,0.53,1,july,916,Kaduna,Urban areas
537,6411,Chikun,Soba,2025,Chikun,0.8,0.846153846,0.8,0.8,0.576988044,0.59294545,0.53,2,july,2011,Kaduna,Urban areas
538,6412,Chikun,Soba,2028,Chikun,0.8,0.846153846,0.8,0.8,0.576988044,0.59294545,0.53,3,july,3106,Kaduna,Urban areas
539,517,Dala,Alkaleri,2022,Dala,0.8,0.8,0.8,0.8,0.582690135,0.59673093,0.53,1,july,916,Kano,Urban areas
540,5171,Dala,Alkaleri,2025,Dala,0.8,0.8,0.8,0.8,0.582690135,0.59673093,0.53,2,july,2011,Kano,Urban areas
541,5172,Dala,Alkaleri,2028,Dala,0.8,0.8,0.8,0.8,0.582690135,0.59673093,0.53,3,july,3106,Kano,Urban areas
542,1349,Damaturu,Darazo,2022,Damaturu,0.8,0.8,0.8,0.8,0.713904356,0.75110247,0.88171582,1,july,916,Yobe,PBO
543,13491,Damaturu,Darazo,2025,Damaturu,0.8,0.8,0.8,0.8,0.713904356,0.75110247,0.88171582,2,july,2011,Yobe,PBO
544,13492,Damaturu,Darazo,2028,Damaturu,0.8,0.8,0.8,0.8,0.713904356,0.75110247,0.88171582,3,july,3106,Yobe,PBO
545,179,Damban,Darazo,2021,Damban,0.8,0.8,0.8,0.8,0.81015375,0.751849022,0.926817289,1,july,551,Bauchi,PBO
546,1791,Damban,Darazo,2024,Damban,0.8,0.8,0.8,0.8,0.81015375,0.751849022,0.926817289,2,july,1646,Bauchi,PBO
547,1792,Damban,Darazo,2027,Damban,0.8,0.8,0.8,0.8,0.81015375,0.751849022,0.926817289,3,july,2741,Bauchi,PBO
548,1793,Damban,Darazo,2030,Damban,0.8,0.8,0.8,0.8,0.81015375,0.751849022,0.926817289,4,july,3836,Bauchi,PBO
549,697,Dambatta,Babura,2022,Dambatta,0.8,0.8,0.8,0.8,0.74901951,0.751420937,0.900848515,1,may,861,Kano,PBO
550,6971,Dambatta,Babura,2025,Dambatta,0.8,0.8,0.8,0.8,0.74901951,0.751420937,0.900848515,2,may,1956,Kano,PBO
551,6972,Dambatta,Babura,2028,Dambatta,0.8,0.8,0.8,0.8,0.74901951,0.751420937,0.900848515,3,may,3051,Kano,PBO
552,257,Damboa,Darazo,2020,Damboa,0.8,0.8,0.8,0.8,0.695319136,0.750906341,0.870063415,1,july,186,Borno,PBO
553,2571,Damboa,Darazo,2023,Damboa,0.8,0.8,0.8,0.8,0.695319136,0.750906341,0.870063415,2,july,1281,Borno,PBO
554,2572,Damboa,Darazo,2026,Damboa,0.8,0.8,0.8,0.8,0.695319136,0.750906341,0.870063415,3,july,2376,Borno,PBO
555,2573,Damboa,Darazo,2029,Damboa,0.8,0.8,0.8,0.8,0.695319136,0.750906341,0.870063415,4,july,3471,Borno,PBO
556,181,Dan Musa,Rimi,2021,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.751873872,0.928326675,1,march,435,Katsina,PBO
557,1811,Dan Musa,Rimi,2024,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.751873872,0.928326675,2,march,1530,Katsina,PBO
558,1812,Dan Musa,Rimi,2027,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.751873872,0.928326675,3,march,2625,Katsina,PBO
559,1813,Dan Musa,Rimi,2030,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.751873872,0.928326675,4,march,3720,Katsina,PBO
560,185,Dandi,Birnin Kebbi,2021,Dandi,0.865663905,0.82922218,0.8,0.8,0.635354493,0.750102541,0.823639768,1,august,588,Kebbi,PBO
561,1851,Dandi,Birnin Kebbi,2024,Dandi,0.865663905,0.82922218,0.8,0.8,0.635354493,0.750102541,0.823639768,2,august,1683,Kebbi,PBO
562,1852,Dandi,Birnin Kebbi,2027,Dandi,0.865663905,0.82922218,0.8,0.8,0.635354493,0.750102541,0.823639768,3,august,2778,Kebbi,PBO
563,1853,Dandi,Birnin Kebbi,2030,Dandi,0.865663905,0.82922218,0.8,0.8,0.635354493,0.750102541,0.823639768,4,august,3873,Kebbi,PBO
564,187,Dandume,Giwa,2021,Dandume,0.8,0.8,0.8,0.8,0.480345251,0.745674804,0.65,1,august,588,Katsina,PBO
565,1871,Dandume,Giwa,2024,Dandume,0.8,0.8,0.8,0.8,0.480345251,0.745674804,0.65,2,august,1683,Katsina,PBO
566,1872,Dandume,Giwa,2027,Dandume,0.8,0.8,0.8,0.8,0.480345251,0.745674804,0.65,3,august,2778,Katsina,PBO
567,1873,Dandume,Giwa,2030,Dandume,0.8,0.8,0.8,0.8,0.480345251,0.745674804,0.65,4,august,3873,Katsina,PBO
568,1281,Dange-Shnsi,Gawabawa,2020,Dange-Shnsi,0.8,0.8,0.8,0.827586207,0.776225122,0.75162864,0.913429569,1,august,223,Sokoto,PBO
569,12811,Dange-Shnsi,Gawabawa,2023,Dange-Shnsi,0.8,0.8,0.8,0.827586207,0.776225122,0.75162864,0.913429569,2,august,1318,Sokoto,PBO
570,12812,Dange-Shnsi,Gawabawa,2026,Dange-Shnsi,0.8,0.8,0.8,0.827586207,0.776225122,0.75162864,0.913429569,3,august,2413,Sokoto,PBO
571,12813,Dange-Shnsi,Gawabawa,2029,Dange-Shnsi,0.8,0.8,0.8,0.827586207,0.776225122,0.75162864,0.913429569,4,august,3508,Sokoto,PBO
572,189,Danja,Giwa,2021,Danja,0.8,0.8,0.8,0.8,0.615786128,0.749768295,0.805035477,1,august,588,Katsina,PBO
573,1891,Danja,Giwa,2024,Danja,0.8,0.8,0.8,0.8,0.615786128,0.749768295,0.805035477,2,august,1683,Katsina,PBO
574,1892,Danja,Giwa,2027,Danja,0.8,0.8,0.8,0.8,0.615786128,0.749768295,0.805035477,3,august,2778,Katsina,PBO
575,1893,Danja,Giwa,2030,Danja,0.8,0.8,0.8,0.8,0.615786128,0.749768295,0.805035477,4,august,3873,Katsina,PBO
576,191,Darazo,Darazo,2021,Darazo,0.8,0.8,0.8,0.8,0.786253294,0.751697891,0.917634707,1,july,551,Bauchi,PBO
577,1911,Darazo,Darazo,2024,Darazo,0.8,0.8,0.8,0.8,0.786253294,0.751697891,0.917634707,2,july,1646,Bauchi,PBO
578,1912,Darazo,Darazo,2027,Darazo,0.8,0.8,0.8,0.8,0.786253294,0.751697891,0.917634707,3,july,2741,Bauchi,PBO
579,1913,Darazo,Darazo,2030,Darazo,0.8,0.8,0.8,0.8,0.786253294,0.751697891,0.917634707,4,july,3836,Bauchi,PBO
580,193,Dass,Alkaleri,2021,Dass,0.861111111,0.8,0.8,0.8,0.466190501,0.744955755,0.65,1,july,551,Bauchi,PBO
581,1931,Dass,Alkaleri,2024,Dass,0.861111111,0.8,0.8,0.8,0.466190501,0.744955755,0.65,2,july,1646,Bauchi,PBO
582,1932,Dass,Alkaleri,2027,Dass,0.861111111,0.8,0.8,0.8,0.466190501,0.744955755,0.65,3,july,2741,Bauchi,PBO
583,1933,Dass,Alkaleri,2030,Dass,0.861111111,0.8,0.8,0.8,0.466190501,0.744955755,0.65,4,july,3836,Bauchi,PBO
584,259,Daura,Babura,2021,Daura,0.8,0.8,0.8,0.8,0.575080323,0.748918986,0.75969419,1,may,496,Katsina,PBO
585,2591,Daura,Babura,2024,Daura,0.8,0.8,0.8,0.8,0.575080323,0.748918986,0.75969419,2,may,1591,Katsina,PBO
586,2592,Daura,Babura,2027,Daura,0.8,0.8,0.8,0.8,0.575080323,0.748918986,0.75969419,3,may,2686,Katsina,PBO
587,2593,Daura,Babura,2030,Daura,0.8,0.8,0.8,0.8,0.575080323,0.748918986,0.75969419,4,may,3781,Katsina,PBO
588,699,Dawakin Kudu,Gwarzo,2022,Dawakin Kudu,0.85,0.8,0.8,0.8,0.806145696,0.751824962,0.925355527,1,august,953,Kano,PBO
589,6991,Dawakin Kudu,Gwarzo,2025,Dawakin Kudu,0.85,0.8,0.8,0.8,0.806145696,0.751824962,0.925355527,2,august,2048,Kano,PBO
590,6992,Dawakin Kudu,Gwarzo,2028,Dawakin Kudu,0.85,0.8,0.8,0.8,0.806145696,0.751824962,0.925355527,3,august,3143,Kano,PBO
591,701,Dawakin Tofa,Taura,2022,Dawakin Tofa,0.829268293,0.8,0.8,0.8,0.798723746,0.751779077,0.922567458,1,july,916,Kano,PBO
592,7011,Dawakin Tofa,Taura,2025,Dawakin Tofa,0.829268293,0.8,0.8,0.8,0.798723746,0.751779077,0.922567458,2,july,2011,Kano,PBO
593,7012,Dawakin Tofa,Taura,2028,Dawakin Tofa,0.829268293,0.8,0.8,0.8,0.798723746,0.751779077,0.922567458,3,july,3106,Kano,PBO
594,1411,Degema,Ahoada West,2020,Degema,0.8,0.8,0.8,0.8,0.284841623,0.719969096,0.65,1,may,131,Rivers,PBO
595,14111,Degema,Ahoada West,2023,Degema,0.8,0.8,0.8,0.8,0.284841623,0.719969096,0.65,2,may,1226,Rivers,PBO
596,14112,Degema,Ahoada West,2026,Degema,0.8,0.8,0.8,0.8,0.284841623,0.719969096,0.65,3,may,2321,Rivers,PBO
597,14113,Degema,Ahoada West,2029,Degema,0.8,0.8,0.8,0.8,0.284841623,0.719969096,0.65,4,may,3416,Rivers,PBO
598,869,Dekina,Owan East,2020,Dekina,0.8,0.8,0.8,0.8,0.371777405,0.737136714,0.65,1,march,70,Kogi,PBO
599,8691,Dekina,Owan East,2023,Dekina,0.8,0.8,0.8,0.8,0.371777405,0.737136714,0.65,2,march,1165,Kogi,PBO
600,8692,Dekina,Owan East,2026,Dekina,0.8,0.8,0.8,0.8,0.371777405,0.737136714,0.65,3,march,2260,Kogi,PBO
601,8693,Dekina,Owan East,2029,Dekina,0.8,0.8,0.8,0.8,0.371777405,0.737136714,0.65,4,march,3355,Kogi,PBO
602,35,Demsa,Alkaleri,2020,Demsa,0.8,0.8,0.8,0.8,0.495212973,0.74634808,0.65,1,july,186,Adamawa,PBO
603,352,Demsa,Alkaleri,2023,Demsa,0.8,0.8,0.8,0.8,0.495212973,0.74634808,0.65,2,july,1281,Adamawa,PBO
604,354,Demsa,Alkaleri,2026,Demsa,0.8,0.8,0.8,0.8,0.495212973,0.74634808,0.65,3,july,2376,Adamawa,PBO
605,356,Demsa,Alkaleri,2029,Demsa,0.8,0.8,0.8,0.8,0.495212973,0.74634808,0.65,4,july,3471,Adamawa,PBO
606,261,Dikwa,Darazo,2020,Dikwa,0.8,0.8,0.8,0.8,0.719398758,0.751156548,0.884947607,1,july,186,Borno,PBO
607,2611,Dikwa,Darazo,2023,Dikwa,0.8,0.8,0.8,0.8,0.719398758,0.751156548,0.884947607,2,july,1281,Borno,PBO
608,2612,Dikwa,Darazo,2026,Dikwa,0.8,0.8,0.8,0.8,0.719398758,0.751156548,0.884947607,3,july,2376,Borno,PBO
609,2613,Dikwa,Darazo,2029,Dikwa,0.8,0.8,0.8,0.8,0.719398758,0.751156548,0.884947607,4,july,3471,Borno,PBO
610,703,Doguwa,Giwa,2022,Doguwa,0.8,0.8,0.8,0.816091954,0.698189254,0.750938028,0.871938315,1,august,953,Kano,PBO
